actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
91,PT05M14.00S,2021-05-29T00:56:14.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,17,26,2021-05-29T00:56:16Z,910000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,90.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
92,PT05M00.00S,2021-05-29T00:56:27.9Z,1,REGULAR,3pt,Jump Shot,[],201935,33.327858081471746,51.049325980392155,1610612751,17,26,2021-05-29T00:56:35Z,920000,-5.0,261.0,1,left,MISS J. Harden 26' 3PT,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
93,PT04M56.00S,2021-05-29T00:56:31.9Z,1,REGULAR,rebound,defensive,[],202689,,,1610612738,17,26,2021-05-29T00:56:35Z,930000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,92.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
94,PT04M52.00S,2021-05-29T00:56:36.6Z,1,REGULAR,turnover,bad pass,[],202689,,,1610612738,17,26,2021-05-29T00:56:41Z,940000,,,0,,K. Walker bad pass TURNOVER (1 TO),"[202689, 201142]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,1.0,Durant,201142.0,,,
95,PT04M52.00S,2021-05-29T00:56:36.6Z,1,REGULAR,steal,,[],201142,,,1610612751,17,26,2021-05-29T00:56:40Z,950000,,,0,,K. Durant STEAL (2 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M47.00S,2021-05-29T00:56:41.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203925,29.25427069645204,23.108149509803923,1610612751,17,26,2021-05-29T00:56:48Z,960000,134.0,222.0,1,left,MISS J. Harris 26' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M43.00S,2021-05-29T00:56:45.5Z,1,REGULAR,rebound,defensive,[],202689,,,1610612738,17,26,2021-05-29T00:56:48Z,970000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,96.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
98,PT04M27.00S,2021-05-29T00:57:00.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,72.61826544021025,84.3826593137255,1610612738,17,26,2021-05-29T00:57:06Z,980000,172.0,205.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,,
99,PT04M24.00S,2021-05-29T00:57:03.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,17,26,2021-05-29T00:57:06Z,990000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,98.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
100,PT04M08.00S,2021-05-29T00:57:20.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201933,10.33180026281209,60.60814950980392,1610612751,17,26,2021-05-29T00:57:28Z,1000000,-53.0,45.0,1,left,MISS B. Griffin 6' Layup,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,6.93,Missed,,,,,,,,,,,,,,,,,,,
101,PT04M05.00S,2021-05-29T00:57:23.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,17,26,2021-05-29T00:57:28Z,1010000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,100.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
102,PT03M59.00S,2021-05-29T00:57:28.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,71.56701708278581,17.715992647058822,1610612738,17,26,2021-05-29T00:57:39Z,1020000,-161.0,215.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
103,PT03M56.00S,2021-05-29T00:57:31.5Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,17,26,2021-05-29T00:57:39Z,1030000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,102.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
104,PT03M55.00S,2021-05-29T00:57:36.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,17,26,2021-05-29T00:57:36Z,1040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M55.00S,2021-05-29T00:57:36.8Z,1,REGULAR,substitution,out,[],201933,,,1610612751,17,26,2021-05-29T00:58:17Z,1050000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M55.00S,2021-05-29T00:57:36.8Z,1,REGULAR,substitution,out,[],201935,,,1610612751,17,26,2021-05-29T00:58:17Z,1060000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M55.00S,2021-05-29T00:57:36.8Z,1,REGULAR,substitution,in,[],1629651,,,1610612751,17,26,2021-05-29T00:58:17Z,1070000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M55.00S,2021-05-29T00:57:36.8Z,1,REGULAR,substitution,in,[],204020,,,1610612751,17,26,2021-05-29T00:58:17Z,1080000,,,0,,SUB in: T. Johnson,[204020],1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M39.00S,2021-05-29T00:58:18.8Z,1,REGULAR,2pt,Jump Shot,[],201142,13.748357424441524,74.33363970588235,1610612751,17,28,2021-05-29T00:58:30Z,1090000,-122.0,77.0,1,left,K. Durant 14' fadeaway Jump Shot (9 PTS),[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,14.39,Made,,,,,9.0,,,,,,,,,,,,,,
110,PT03M27.00S,2021-05-29T00:58:38.4Z,1,REGULAR,foul,personal,[],204020,,,1610612738,17,28,2021-05-29T00:58:51Z,1100000,,,0,,T. Johnson personal FOUL (1 PF),"[204020, 203935]",1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,,,,,,,,2715.0,1.0,0.0,Smart,203935.0,,,,,,,,,
112,PT03M27.00S,2021-05-29T00:58:45.4Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,17,28,2021-05-29T00:58:49Z,1120000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M27.00S,2021-05-29T00:58:45.4Z,1,REGULAR,substitution,in,[],203095,,,1610612738,17,28,2021-05-29T00:58:49Z,1130000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M17.00S,2021-05-29T00:59:02.1Z,1,REGULAR,3pt,Jump Shot,[],203935,67.36202365308804,63.30422794117647,1610612738,20,28,2021-05-29T00:59:06Z,1140000,67.0,254.0,1,right,M. Smart 26' 3PT  (8 PTS) (K. Walker 1 AST),"[203935, 202689]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.29,Made,,,,,8.0,,,,,,K. Walker,202689.0,1.0,,,,,,
116,PT03M03.00S,2021-05-29T00:59:15.9Z,1,REGULAR,3pt,Jump Shot,[],202681,28.597240473061763,21.637561274509803,1610612751,20,28,2021-05-29T00:59:23Z,1160000,142.0,216.0,1,left,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
117,PT02M59.00S,2021-05-29T00:59:19.9Z,1,REGULAR,rebound,defensive,[],203095,,,1610612738,20,28,2021-05-29T00:59:23Z,1170000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
118,PT02M56.00S,2021-05-29T00:59:23.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203095,65.91655716162943,49.08854166666667,1610612738,20,28,2021-05-29T00:59:34Z,1180000,-5.0,268.0,1,right,MISS E. Fournier 26' running pullup 3PT,[203095],1610612738.0,BOS,running pullup,,,Fournier,E. Fournier,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,,
119,PT02M52.00S,2021-05-29T00:59:27.5Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,20,28,2021-05-29T00:59:34Z,1190000,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
120,PT02M42.00S,2021-05-29T00:59:37.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204020,16.245072273324574,41.73560049019608,1610612751,20,30,2021-05-29T00:59:47Z,1200000,41.0,100.0,1,left,T. Johnson 10' floating Jump Shot (2 PTS) (K. Durant 1 AST),"[204020, 201142]",1610612751.0,BKN,floating,,,Johnson,T. Johnson,,,,,10.84,Made,,,,,2.0,,,,,,K. Durant,201142.0,1.0,,,,,,
122,PT02M27.00S,2021-05-29T00:59:51.5Z,1,REGULAR,3pt,Jump Shot,[],1629641,86.15308804204993,96.39246323529412,1610612738,23,30,2021-05-29T00:59:55Z,1220000,232.0,78.0,1,right,R. Langford 24' 3PT  (3 PTS) (M. Smart 1 AST),"[1629641, 203935]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,24.47,Made,,,,,3.0,,,,,,M. Smart,203935.0,1.0,,,,,,
124,PT02M19.00S,2021-05-29T01:00:04.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,23,30,2021-05-29T01:00:04Z,1240000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M19.00S,2021-05-29T01:01:17.4Z,1,REGULAR,substitution,out,[],202689,,,1610612751,23,30,2021-05-29T01:03:16Z,1250000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M19.00S,2021-05-29T01:01:17.4Z,1,REGULAR,substitution,out,[],1629057,,,1610612751,23,30,2021-05-29T01:03:16Z,1260000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M19.00S,2021-05-29T01:01:17.4Z,1,REGULAR,substitution,in,[],202684,,,1610612751,23,30,2021-05-29T01:03:16Z,1270000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M19.00S,2021-05-29T01:01:17.4Z,1,REGULAR,substitution,in,[],1628369,,,1610612751,23,30,2021-05-29T01:03:16Z,1280000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M04.00S,2021-05-29T01:03:55.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,6.783837056504599,59.62775735294118,1610612751,23,30,2021-05-29T01:04:02Z,1290000,-48.0,11.0,1,left,MISS N. Claxton turnaround Hook,[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,4.94,Missed,,,,,,,,,,,,,,,,,,,
130,PT02M01.00S,2021-05-29T01:03:58.3Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,23,30,2021-05-29T01:04:02Z,1300000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
131,PT01M54.00S,2021-05-29T01:04:05.9Z,1,REGULAR,foul,offensive,[],1628369,,,1610612738,23,30,2021-05-29T01:04:16Z,1310000,,,0,,J. Tatum charge offensive FOUL (1 PF),"[1628369, 204020]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,200832.0,1.0,0.0,Johnson,204020.0,,,,,,,,,
133,PT01M54.00S,2021-05-29T01:04:05.9Z,1,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,23,30,2021-05-29T01:04:05Z,1330000,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,200832.0,,,,,,,,1.0,,,,,
134,PT01M54.00S,2021-05-29T01:04:14.4Z,1,REGULAR,substitution,out,[],203925,,,1610612751,23,30,2021-05-29T01:04:17Z,1340000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M54.00S,2021-05-29T01:04:14.4Z,1,REGULAR,substitution,in,[],1629013,,,1610612751,23,30,2021-05-29T01:04:17Z,1350000,,,0,,SUB in: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M42.00S,2021-05-29T01:04:36.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629651,10.726018396846255,43.94148284313725,1610612751,23,32,2021-05-29T01:04:44Z,1360000,30.0,48.0,1,left,N. Claxton driving Hook (2 PTS) (K. Irving 2 AST),"[1629651, 202681]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,5.7,Made,,,,,2.0,,,,,,K. Irving,202681.0,2.0,,,,,,
138,PT01M18.00S,2021-05-29T01:05:01.3Z,1,REGULAR,2pt,Jump Shot,[],1628369,76.74113009198423,33.448223039215684,1610612738,25,32,2021-05-29T01:05:11Z,1380000,-83.0,166.0,1,right,J. Tatum 18' step back Jump Shot (10 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,18.56,Made,,,,,10.0,,,,,,,,,,,,,,
139,PT01M03.00S,2021-05-29T01:05:14.9Z,1,REGULAR,3pt,Jump Shot,[],201142,30.17411300919842,16.980698529411764,1610612751,25,32,2021-05-29T01:05:20Z,1390000,165.0,231.0,1,left,MISS K. Durant 28' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,28.4,Missed,,,,,,,,,,,,,,,,,,,
140,PT01M01.00S,2021-05-29T01:05:16.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,25,32,2021-05-29T01:05:20Z,1400000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,139.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
141,PT00M56.30S,2021-05-29T01:05:22.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202684,88.25558475689881,44.921875,1610612738,27,32,2021-05-29T01:05:27Z,1410000,-25.0,58.0,1,right,T. Thompson 6' Hook (4 PTS) (J. Tatum 1 AST),"[202684, 1628369]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,6.32,Made,,,,,4.0,,,,,,J. Tatum,1628369.0,1.0,,,,,,
143,PT00M43.50S,2021-05-29T01:05:39.1Z,1,REGULAR,turnover,bad pass,[],1629651,,,1610612751,27,32,2021-05-29T01:05:45Z,1430000,,,0,,N. Claxton bad pass TURNOVER (1 TO),"[1629651, 1628369]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,,
144,PT00M43.50S,2021-05-29T01:05:39.1Z,1,REGULAR,steal,,[],1628369,,,1610612738,27,32,2021-05-29T01:05:40Z,1440000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M39.90S,2021-05-29T01:05:42.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628369,72.61826544021025,16.735600490196077,1610612738,30,32,2021-05-29T01:05:49Z,1450000,-166.0,205.0,1,right,J. Tatum 26' 3PT running pullup (13 PTS),[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,26.39,Made,,,,,13.0,,,,,,,,,,,,,,
146,PT00M32.00S,2021-05-29T01:05:53.8Z,1,REGULAR,3pt,Jump Shot,[],201142,32.53942181340342,48.10814950980392,1610612751,30,32,2021-05-29T01:06:03Z,1460000,9.0,253.0,1,left,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,,
147,PT00M28.20S,2021-05-29T01:05:57.6Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,30,32,2021-05-29T01:06:03Z,1470000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,146.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
148,PT00M24.90S,2021-05-29T01:06:00.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,75.50919842312747,90.26501225490196,1610612738,30,32,2021-05-29T01:07:03Z,1480000,201.0,178.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,,
149,PT00M24.90S,2021-05-29T01:06:00.8Z,1,REGULAR,rebound,offensive,[],1629641,,,1610612738,30,32,2021-05-29T01:06:06Z,1490000,,,0,,R. Langford REBOUND (Off:1 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,148.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
150,PT00M12.80S,2021-05-29T01:06:13.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203935,65.65374507227332,47.61795343137255,1610612738,33,32,2021-05-29T01:06:18Z,1500000,-12.0,270.0,1,right,M. Smart 27' 3PT pullup (11 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,27.07,Made,,,,,11.0,,,,,,,,,,,,,,
151,PT00M00.00S,2021-05-29T01:06:29.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,11.514454664914586,57.176776960784316,1610612751,33,32,2021-05-29T01:06:37Z,1510000,-36.0,56.0,1,left,MISS N. Claxton 6' driving Hook,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,6.63,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M00.00S,2021-05-29T01:06:31.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,33,32,2021-05-29T01:06:31Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2021-05-29T01:06:32.9Z,1,REGULAR,period,end,[],0,,,1610612751,33,32,2021-05-29T01:06:32Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-05-29T01:08:14.4Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612751,33,32,2021-05-29T01:09:53Z,1540000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-05-29T01:08:14.4Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,33,32,2021-05-29T01:09:53Z,1550000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-05-29T01:08:14.4Z,2,REGULAR,substitution,out,['startperiod'],202681,,,1610612751,33,32,2021-05-29T01:09:53Z,1560000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-05-29T01:08:14.4Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612751,33,32,2021-05-29T01:09:53Z,1570000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-05-29T01:08:14.4Z,2,REGULAR,substitution,in,['startperiod'],203925,,,1610612751,33,32,2021-05-29T01:09:53Z,1580000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-05-29T01:08:14.4Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612751,33,32,2021-05-29T01:09:53Z,1590000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-05-29T01:10:10.3Z,2,REGULAR,period,start,[],0,,,1610612738,33,32,2021-05-29T01:10:10Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M40.00S,2021-05-29T01:10:30.8Z,2,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612738,33,32,2021-05-29T01:10:40Z,1610000,,,0,,N. Claxton shooting personal FOUL (1 PF) (Thompson 2 FT),"[1629651, 202684]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,,200832.0,1.0,0.0,Thompson,202684.0,,,,,,,,,
163,PT11M40.00S,2021-05-29T01:10:58.0Z,2,REGULAR,freethrow,1 of 2,[],202684,,,1610612738,34,32,2021-05-29T01:10:58Z,1630000,,,0,,T. Thompson Free Throw 1 of 2 (5 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
164,PT11M40.00S,2021-05-29T01:11:18.0Z,2,REGULAR,freethrow,2 of 2,[],202684,,,1610612738,35,32,2021-05-29T01:11:18Z,1640000,,,0,,T. Thompson Free Throw 2 of 2 (6 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
165,PT11M22.00S,2021-05-29T01:11:37.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,8.09789750328515,41.98069852941176,1610612751,35,34,2021-05-29T01:11:43Z,1650000,40.0,24.0,1,left,N. Claxton alley-oop DUNK (4 PTS) (J. Harden 5 AST),"[1629651, 201935]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,4.65,Made,,,,,4.0,,,,,,J. Harden,201935.0,5.0,,,,,,
167,PT11M10.00S,2021-05-29T01:11:49.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629641,91.5407358738502,55.21599264705882,1610612738,35,34,2021-05-29T01:11:55Z,1670000,26.0,27.0,1,right,MISS R. Langford driving Hook,[1629641],1610612738.0,BOS,driving,,,Langford,R. Langford,,,,,3.76,Missed,,,,,,,,,,,,,,,,,,,
168,PT11M08.00S,2021-05-29T01:11:51.8Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,35,34,2021-05-29T01:11:55Z,1680000,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
169,PT10M54.00S,2021-05-29T01:12:05.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,10.33180026281209,41.73560049019608,1610612751,35,34,2021-05-29T01:12:10Z,1690000,41.0,45.0,1,left,MISS N. Claxton 6' Hook,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,6.08,Missed,,,,,,,,,,,,,,,,,,,
170,PT10M51.00S,2021-05-29T01:12:08.3Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,35,34,2021-05-29T01:12:10Z,1700000,,,0,,T. Thompson REBOUND (Off:4 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,169.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
171,PT10M44.00S,2021-05-29T01:12:15.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.88370565045992,45.166973039215684,1610612738,35,34,2021-05-29T01:12:21Z,1710000,-24.0,33.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,4.11,Missed,,,,,,,,,,,,,,,,,,,
172,PT10M41.00S,2021-05-29T01:12:17.9Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,35,34,2021-05-29T01:12:18Z,1720000,,,0,,T. Thompson REBOUND (Off:5 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,171.0,6.0,1.0,5.0,,,,,,,,,,,,,,,
173,PT10M41.00S,2021-05-29T01:12:17.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,94.40999984741211,50.0,1610612738,35,34,2021-05-29T01:12:18Z,1730000,0.0,0.0,1,right,MISS T. Thompson tip Layup,[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
174,PT10M40.00S,2021-05-29T01:12:19.0Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,35,34,2021-05-29T01:12:19Z,1740000,,,0,,T. Thompson REBOUND (Off:6 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,173.0,7.0,1.0,6.0,,,,,,,,,,,,,,,
175,PT10M39.00S,2021-05-29T01:12:19.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,90.22667542706965,51.78462009803921,1610612738,37,34,2021-05-29T01:12:37Z,1750000,9.0,39.0,1,right,T. Thompson putback Layup (8 PTS),[202684],1610612738.0,BOS,putback,,,Thompson,T. Thompson,,,,,4.04,Made,,,,,8.0,,,,,,,,,,,,,,
176,PT10M22.00S,2021-05-29T01:12:39.2Z,2,REGULAR,foul,personal,[],1630202,,,1610612751,37,34,2021-05-29T01:12:47Z,1760000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 201935]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,201638.0,1.0,0.0,Harden,201935.0,,,,,,,,,
