actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
250,PT05M20.00S,2021-05-05T23:51:21.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203095,30.17411300919842,75.3140318627451,1610612738,35,44,2021-05-05T23:53:33Z,2490000,-127.0,231.0,1,left,MISS E. Fournier 26' step back 3PT,[203095],1610612738.0,BOS,step back,,,Fournier,E. Fournier,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
251,PT05M20.00S,2021-05-05T23:51:21.6Z,2,REGULAR,rebound,offensive,[],202689,,,1610612738,35,44,2021-05-05T23:51:26Z,2500000,,,0,,K. Walker REBOUND (Off:1 Def:0),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,250.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
252,PT05M13.00S,2021-05-05T23:51:28.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202689,16.245072273324574,81.93167892156863,1610612738,35,46,2021-05-05T23:51:34Z,2510000,-160.0,100.0,1,left,K. Walker 18' Jump Shot (15 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,18.85,Made,,,,,15.0,,,,,,,,,,,,,,
253,PT05M04.00S,2021-05-05T23:51:40.9Z,2,REGULAR,foul,personal,[],203935,,,1610612753,35,46,2021-05-05T23:51:54Z,2520000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 1628407]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,201640.0,2.0,0.0,Bacon,1628407.0,,,,,,,,,
255,PT04M53.00S,2021-05-05T23:52:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629649,88.38699080157687,56.196384803921575,1610612753,37,46,2021-05-05T23:52:14Z,2540000,31.0,57.0,1,right,I. Brazdeikis 6' driving Layup (4 PTS),[1629649],1610612753.0,ORL,driving,,,Brazdeikis,I. Brazdeikis,,,,,6.46,Made,,,,,4.0,,,,,,,,,,,,,,
256,PT04M40.00S,2021-05-05T23:52:21.9Z,2,REGULAR,3pt,Jump Shot,[],203935,14.011169513797633,4.235600490196079,1610612738,37,46,2021-05-05T23:52:28Z,2550000,229.0,79.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.21,Missed,,,,,,,,,,,,,,,,,,,
257,PT04M38.00S,2021-05-05T23:52:23.9Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,37,46,2021-05-05T23:52:28Z,2560000,,,0,,M. Bamba REBOUND (Off:0 Def:5),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,256.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
258,PT04M32.00S,2021-05-05T23:52:30.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630181,91.80354796320631,57.91207107843137,1610612753,39,46,2021-05-05T23:52:38Z,2570000,40.0,25.0,1,right,R. Hampton running Layup (8 PTS) (C. Anthony 4 AST),"[1630181, 1630175]",1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,4.66,Made,,,,,8.0,,,,,,,C. Anthony,1630175.0,4.0,,,,,
259,PT04M17.00S,2021-05-05T23:52:45.2Z,2,REGULAR,3pt,Jump Shot,[],202689,25.969119579500656,88.05912990196079,1610612738,39,46,2021-05-05T23:52:53Z,2580000,-190.0,192.0,1,left,MISS K. Walker 27' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,,
260,PT04M14.00S,2021-05-05T23:52:48.2Z,2,REGULAR,rebound,defensive,[],1629649,,,1610612753,39,46,2021-05-05T23:52:53Z,2590000,,,0,,I. Brazdeikis REBOUND (Off:0 Def:2),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,259.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
261,PT04M05.00S,2021-05-05T23:52:59.8Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612753,39,46,2021-05-05T23:53:07Z,2600000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Bamba 2 FT),"[1629057, 1628964]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,1188.0,1.0,0.0,Bamba,1628964.0,,,,,,,,,
263,PT04M05.00S,2021-05-05T23:53:21.9Z,2,REGULAR,freethrow,1 of 2,[],1628964,,,1610612753,40,46,2021-05-05T23:53:21Z,2620000,,,0,,M. Bamba Free Throw 1 of 2 (3 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
264,PT04M05.00S,2021-05-05T23:53:22.9Z,2,REGULAR,substitution,out,[],1630181,,,1610612753,40,46,2021-05-05T23:53:28Z,2630000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M05.00S,2021-05-05T23:53:22.9Z,2,REGULAR,substitution,in,[],203914,,,1610612753,40,46,2021-05-05T23:53:28Z,2640000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M05.00S,2021-05-05T23:53:37.9Z,2,REGULAR,freethrow,2 of 2,[],1628964,,,1610612753,41,46,2021-05-05T23:53:37Z,2650000,,,0,,M. Bamba Free Throw 2 of 2 (4 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
267,PT03M52.00S,2021-05-05T23:53:54.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.307490144546649,50.497855392156865,1610612738,41,48,2021-05-05T23:54:06Z,2660000,-2.0,7.0,1,left,R. Williams III DUNK (6 PTS) (K. Walker 2 AST),"[1629057, 202689]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,0.72,Made,,,,,6.0,,,,,,,K. Walker,202689.0,2.0,,,,,
269,PT03M33.00S,2021-05-05T23:54:14.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,81.2910643889619,56.196384803921575,1610612753,41,48,2021-05-05T23:54:18Z,2680000,31.0,123.0,1,right,MISS C. Anthony 12' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,12.72,Missed,,,,,,,,,,,,,,,,,,,
270,PT03M32.00S,2021-05-05T23:54:15.4Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,41,48,2021-05-05T23:54:18Z,2690000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,269.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
271,PT03M26.00S,2021-05-05T23:54:21.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,33.196452036793694,38.549325980392155,1610612738,41,51,2021-05-05T23:54:27Z,2700000,57.0,260.0,1,left,J. Tatum 26' 3PT  (7 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.58,Made,,,,,7.0,,,,,,,M. Smart,203935.0,4.0,,,,,
273,PT03M10.00S,2021-05-05T23:54:36.8Z,2,REGULAR,2pt,Jump Shot,[],203914,76.16622864651774,27.76501225490196,1610612753,41,51,2021-05-05T23:58:21Z,2720000,-111.0,172.0,1,right,MISS G. Harris 20' pullup Shot - blocked,"[203914, 1628369]",1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,20.44,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0,
274,PT03M10.00S,2021-05-05T23:54:36.8Z,2,REGULAR,block,,[],1628369,,,1610612753,41,51,2021-05-05T23:54:43Z,2730000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M08.00S,2021-05-05T23:54:38.8Z,2,REGULAR,rebound,offensive,[],1628964,,,1610612753,41,51,2021-05-05T23:54:52Z,2740000,,,0,,M. Bamba REBOUND (Off:1 Def:5),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,273.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
276,PT03M08.00S,2021-05-05T23:54:45.3Z,2,REGULAR,foul,personal,['2freethrow'],203095,,,1610612753,41,51,2021-05-05T23:54:54Z,2750000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Bamba 2 FT),"[203095, 1628964]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,201640.0,1.0,0.0,Bamba,1628964.0,,,,,,,,,
278,PT03M08.00S,2021-05-05T23:55:02.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628964,,,1610612753,41,51,2021-05-05T23:55:02Z,2770000,,,0,,MISS M. Bamba Free Throw 1 of 2,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Missed,,,,,,,,,,,,,,,,,,,
279,PT03M08.00S,2021-05-05T23:55:02.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,41,51,2021-05-05T23:55:02Z,2780000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,278.0,,,,,,,,,,,,,,,,,,
280,PT03M08.00S,2021-05-05T23:55:13.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628964,,,1610612753,42,51,2021-05-05T23:55:13Z,2790000,,,0,,M. Bamba Free Throw 2 of 2 (5 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
282,PT03M03.00S,2021-05-05T23:55:23.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,42,51,2021-05-05T23:55:23Z,2800000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M44.00S,2021-05-05T23:58:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.966491458607096,50.314031862745104,1610612738,42,53,2021-05-05T23:58:36Z,2810000,-2.0,22.0,1,left,J. Tatum driving reverse Layup (9 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,2.25,Made,,,,,9.0,,,,,,,M. Smart,203935.0,5.0,,,,,
285,PT02M27.00S,2021-05-05T23:58:45.3Z,2,REGULAR,2pt,Jump Shot,[],1628407,89.43823915900131,29.970894607843135,1610612753,44,53,2021-05-05T23:58:49Z,2830000,-100.0,47.0,1,right,D. Bacon 11' pullup Jump Shot (12 PTS),[1628407],1610612753.0,ORL,pullup,,,Bacon,D. Bacon,,,,,11.05,Made,,,,,12.0,,,,,,,,,,,,,,
286,PT02M12.00S,2021-05-05T23:58:59.9Z,2,REGULAR,3pt,Jump Shot,[],202689,26.757555847568987,81.68658088235294,1610612738,44,56,2021-05-05T23:59:04Z,2840000,-158.0,199.0,1,left,K. Walker 25' 3PT  (18 PTS) (E. Fournier 2 AST),"[202689, 203095]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.43,Made,,,,,18.0,,,,,,,E. Fournier,203095.0,2.0,,,,,
288,PT01M52.00S,2021-05-05T23:59:20.7Z,2,REGULAR,3pt,Jump Shot,[],1630175,64.73390275952694,53.50030637254902,1610612753,44,56,2021-05-05T23:59:25Z,2860000,18.0,279.0,1,right,MISS C. Anthony 27' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,27.95,Missed,,,,,,,,,,,,,,,,,,,
289,PT01M50.00S,2021-05-05T23:59:22.7Z,2,REGULAR,rebound,defensive,[],203095,,,1610612738,44,56,2021-05-05T23:59:25Z,2870000,,,0,,E. Fournier REBOUND (Off:1 Def:1),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,288.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
290,PT01M44.00S,2021-05-05T23:59:28.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,28.465834428383708,78.50030637254902,1610612738,44,59,2021-05-05T23:59:34Z,2880000,-143.0,215.0,1,left,J. Tatum 25' 3PT  (12 PTS) (E. Fournier 3 AST),"[1628369, 203095]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.8,Made,,,,,12.0,,,,,,,E. Fournier,203095.0,3.0,,,,,
292,PT01M22.00S,2021-05-05T23:59:50.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629649,92.32917214191852,58.647365196078425,1610612753,44,59,2021-05-06T00:00:02Z,2900000,43.0,20.0,1,right,MISS I. Brazdeikis driving Layup,[1629649],1610612753.0,ORL,driving,,,Brazdeikis,I. Brazdeikis,,,,,4.74,Missed,,,,,,,,,,,,,,,,,,,
293,PT01M21.00S,2021-05-05T23:59:51.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,44,59,2021-05-06T00:00:02Z,2910000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,292.0,,,,,,,,,,,,,,,,,,
294,PT01M21.00S,2021-05-06T00:00:00.2Z,2,REGULAR,foul,personal,[],1629649,,,1610612738,44,59,2021-05-06T00:03:12Z,2920000,,,0,,I. Brazdeikis loose ball personal FOUL (2 PF),"[1629649, 1628369]",1610612753.0,ORL,loose ball,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,201640.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,
296,PT01M21.00S,2021-05-06T00:00:10.1Z,2,REGULAR,substitution,out,[],1629649,,,1610612738,44,59,2021-05-06T00:00:15Z,2940000,,,0,,SUB out: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT01M21.00S,2021-05-06T00:00:10.1Z,2,REGULAR,substitution,in,[],1630181,,,1610612738,44,59,2021-05-06T00:00:15Z,2950000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M01.00S,2021-05-06T00:00:36.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,11.645860709592641,64.5297181372549,1610612738,44,61,2021-05-06T00:00:42Z,2960000,-73.0,57.0,1,left,E. Fournier 9' pullup Jump Shot (12 PTS),[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,9.23,Made,,,,,12.0,,,,,,,,,,,,,,
300,PT00M42.20S,2021-05-06T00:01:01.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203095,,,1610612753,44,61,2021-05-06T00:01:10Z,2980000,,,0,,E. Fournier shooting personal FOUL (2 PF) (Hampton 2 FT),"[203095, 1630181]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,1188.0,2.0,0.0,Hampton,1630181.0,,,,,,,,,
302,PT00M42.20S,2021-05-06T00:01:24.7Z,2,REGULAR,freethrow,1 of 2,[],1630181,,,1610612753,45,61,2021-05-06T00:01:49Z,3000000,,,0,,R. Hampton Free Throw 1 of 2 (9 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
303,PT00M42.20S,2021-05-06T00:01:25.4Z,2,REGULAR,substitution,out,[],1629057,,,1610612753,45,61,2021-05-06T00:01:30Z,3010000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M42.20S,2021-05-06T00:01:25.4Z,2,REGULAR,substitution,in,[],1629684,,,1610612753,45,61,2021-05-06T00:01:30Z,3020000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M42.20S,2021-05-06T00:01:24.7Z,2,REGULAR,freethrow,2 of 2,[],1630181,,,1610612753,45,61,2021-05-06T00:01:49Z,3030000,,,0,,MISS R. Hampton Free Throw 2 of 2,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
306,PT00M40.10S,2021-05-06T00:01:26.8Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,45,61,2021-05-06T00:01:49Z,3040000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,305.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
307,PT00M35.50S,2021-05-06T00:01:50.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,31.225361366622867,27.27481617647059,1610612738,45,61,2021-05-06T00:01:56Z,3050000,114.0,241.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,,
308,PT00M33.00S,2021-05-06T00:01:53.3Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,45,61,2021-05-06T00:01:56Z,3060000,,,0,,M. Bamba REBOUND (Off:1 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,307.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
309,PT00M10.20S,2021-05-06T00:02:16.5Z,2,REGULAR,2pt,Jump Shot,[],1628407,90.75229960578186,23.108149509803923,1610612753,45,61,2021-05-06T00:02:23Z,3070000,-134.0,34.0,1,right,MISS D. Bacon 13' Jump Shot,[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,13.88,Missed,,,,,,,,,,,,,,,,,,,
310,PT00M07.10S,2021-05-06T00:02:19.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,45,61,2021-05-06T00:02:23Z,3080000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,309.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
311,PT00M00.80S,2021-05-06T00:02:25.9Z,2,REGULAR,2pt,Jump Shot,[],1628369,5.338370565045992,86.34344362745098,1610612738,45,63,2021-05-06T00:02:32Z,3090000,-182.0,-2.0,1,left,J. Tatum 18' pullup Jump Shot (14 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,18.17,Made,,,,,14.0,,,,,,,,,,,,,,
312,PT00M00.00S,2021-05-06T00:02:32.3Z,2,REGULAR,period,end,[],0,,,1610612753,45,63,2021-05-06T00:02:32Z,3100000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2021-05-06T00:15:52.6Z,3,REGULAR,substitution,out,['startperiod'],1630181,,,1610612753,45,63,2021-05-06T00:18:02Z,3110000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-05-06T00:15:52.6Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612753,45,63,2021-05-06T00:18:02Z,3120000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2021-05-06T00:15:52.6Z,3,REGULAR,substitution,in,['startperiod'],1629021,,,1610612753,45,63,2021-05-06T00:18:02Z,3130000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2021-05-06T00:15:52.6Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612753,45,63,2021-05-06T00:18:02Z,3140000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-05-06T00:17:58.9Z,3,REGULAR,period,start,[],0,,,1610612753,45,63,2021-05-06T00:18:03Z,3150000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT11M44.00S,2021-05-06T00:18:14.5Z,3,REGULAR,3pt,Jump Shot,[],203914,30.17411300919842,78.99050245098039,1610612753,45,63,2021-05-06T00:19:10Z,3160000,-145.0,231.0,1,left,MISS G. Harris 27' pullup 3PT,[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,27.28,Missed,,,,,,,,,,,,,,,,,,,
319,PT11M42.00S,2021-05-06T00:18:16.5Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,45,63,2021-05-06T00:18:18Z,3170000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,318.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
320,PT11M25.00S,2021-05-06T00:18:33.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.59198423127464,54.72579656862745,1610612738,45,65,2021-05-06T00:18:37Z,3180000,24.0,17.0,1,right,R. Williams III cutting DUNK (8 PTS) (M. Smart 6 AST),"[1629057, 203935]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,2.91,Made,,,,,8.0,,,,,,,M. Smart,203935.0,6.0,,,,,
322,PT11M06.00S,2021-05-06T00:18:51.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629021,10.068988173455978,53.01011029411765,1610612753,47,65,2021-05-06T00:18:56Z,3200000,-15.0,42.0,1,left,M. Wagner turnaround Jump Shot (13 PTS) (M. Bamba 1 AST),"[1629021, 1628964]",1610612753.0,ORL,turnaround,,,Wagner,M. Wagner,,,,,4.47,Made,,,,,13.0,,,,,,,M. Bamba,1628964.0,1.0,,,,,
323,PT10M49.00S,2021-05-06T00:19:09.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,84.83902759526939,52.029718137254896,1610612738,47,65,2021-05-06T00:19:19Z,3210000,10.0,90.0,1,right,MISS M. Smart 9' Jump Shot - blocked,"[203935, 203914]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,9.06,Missed,,,,,,,,,,,,,,,,,Harris,203914.0,
324,PT10M49.00S,2021-05-06T00:19:09.1Z,3,REGULAR,block,,[],203914,,,1610612738,47,65,2021-05-06T00:19:12Z,3220000,,,0,,G. Harris BLOCK (1 BLK),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT10M45.00S,2021-05-06T00:19:13.1Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,47,65,2021-05-06T00:19:19Z,3230000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,323.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
326,PT10M43.00S,2021-05-06T00:19:15.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630175,8.229303547963205,51.049325980392155,1610612753,49,65,2021-05-06T00:19:29Z,3240000,-5.0,25.0,1,left,C. Anthony running Layup (4 PTS),[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,2.54,Made,,,,,4.0,,,,,,,,,,,,,,
327,PT10M27.00S,2021-05-06T00:19:30.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,91.01511169513797,54.970894607843135,1610612738,49,65,2021-05-06T00:22:02Z,3250000,25.0,32.0,1,right,MISS K. Walker driving Layup - blocked,"[202689, 1628964]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,4.05,Missed,,,,,,,,,,,,,,,,,Bamba,1628964.0,
328,PT10M27.00S,2021-05-06T00:19:30.9Z,3,REGULAR,block,,[],1628964,,,1610612738,49,65,2021-05-06T00:19:32Z,3260000,,,0,,M. Bamba BLOCK (2 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT10M25.00S,2021-05-06T00:19:32.9Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,49,65,2021-05-06T00:19:37Z,3270000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,327.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
330,PT10M23.00S,2021-05-06T00:19:35.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,92.72339027595268,55.4610906862745,1610612738,49,65,2021-05-06T00:19:40Z,3280000,27.0,16.0,1,right,MISS R. Williams III Layup,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,3.16,Missed,,,,,,,,,,,,,,,,,,,
331,PT10M23.00S,2021-05-06T00:19:35.1Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,49,65,2021-05-06T00:19:40Z,3290000,,,0,,R. Williams III REBOUND (Off:3 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,330.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
332,PT10M20.00S,2021-05-06T00:20:04.3Z,3,REGULAR,jumpball,recovered,[],1630175,,,1610612738,49,65,2021-05-06T00:20:04Z,3300000,,,0,,Jump Ball M. Bamba vs. R. Williams III: Tip to C. Anthony,"[1630175, 1628964, 1629057]",1610612753.0,ORL,heldball,C. Anthony,1630175.0,Anthony,C. Anthony,Bamba,1628964.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,,,,,
335,PT10M20.00S,2021-05-06T00:20:04.3Z,3,REGULAR,turnover,lost ball,[],1629057,,,1610612738,49,65,2021-05-06T00:20:04Z,3330000,,,0,,R. Williams III lost ball TURNOVER (1 TO),"[1629057, 1628964]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,1.0,,,,Bamba,1628964.0,,,
336,PT10M20.00S,2021-05-06T00:20:04.3Z,3,REGULAR,steal,,[],1628964,,,1610612753,49,65,2021-05-06T00:20:04Z,3340000,,,0,,M. Bamba STEAL (1 STL),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT10M12.00S,2021-05-06T00:20:12.3Z,3,REGULAR,turnover,lost ball,[],1630175,,,1610612753,49,65,2021-05-06T00:20:20Z,3350000,,,0,,C. Anthony lost ball TURNOVER (3 TO),"[1630175, 203935]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,3.0,,,,Smart,203935.0,,,
338,PT10M12.00S,2021-05-06T00:20:12.3Z,3,REGULAR,steal,,[],203935,,,1610612738,49,65,2021-05-06T00:20:15Z,3360000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
