actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
626,PT05M37.00S,2021-02-14T20:12:51.9Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,101,76,2021-02-14T20:12:54Z,6170000,,,0,,D. Avdija REBOUND (Off:1 Def:9),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,625.0,10.0,9.0,1.0,,,,,
627,PT05M20.00S,2021-02-14T20:13:08.6Z,4,REGULAR,3pt,Jump Shot,[],1630166,96.27135348226018,96.39246323529412,1610612764,101,76,2021-02-14T20:13:17Z,6180000,232.0,-17.0,1,right,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,23.27,Missed,,,,,,,,,,,,,
628,PT05M18.00S,2021-02-14T20:13:10.6Z,4,REGULAR,rebound,offensive,[],202722,,,1610612764,101,76,2021-02-14T20:13:17Z,6190000,,,0,,D. Bertans REBOUND (Off:1 Def:7),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,627.0,8.0,7.0,1.0,,,,,
629,PT05M18.00S,2021-02-14T20:13:15.4Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",202722,94.40999984741211,50.0,1610612764,101,76,2021-02-14T20:13:22Z,6200000,0.0,0.0,1,right,MISS D. Bertans putback DUNK,[202722],1610612764.0,WAS,putback,,,Bertans,D. Bertans,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,
630,PT05M18.00S,2021-02-14T20:13:15.4Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,101,76,2021-02-14T20:13:22Z,6210000,,,0,,K. Walker REBOUND (Off:0 Def:7),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,629.0,7.0,7.0,0.0,,,,,
631,PT05M18.00S,2021-02-14T20:13:24.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,101,76,2021-02-14T20:13:24Z,6220000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,out,[],203078,,,1610612738,101,76,2021-02-14T20:14:51Z,6230000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
633,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,out,[],203526,,,1610612738,101,76,2021-02-14T20:14:51Z,6240000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
634,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,out,[],202722,,,1610612738,101,76,2021-02-14T20:14:51Z,6250000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
635,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,101,76,2021-02-14T20:14:51Z,6260000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
636,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,101,76,2021-02-14T20:14:51Z,6270000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
637,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,out,[],1628400,,,1610612738,101,76,2021-02-14T20:14:51Z,6280000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
638,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,out,[],1627759,,,1610612738,101,76,2021-02-14T20:14:51Z,6290000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
639,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,out,[],202689,,,1610612738,101,76,2021-02-14T20:14:51Z,6300000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
640,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,in,[],1629726,,,1610612738,101,76,2021-02-14T20:14:51Z,6310000,,,0,,SUB in: G. Mathews,[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
641,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,in,[],1628972,,,1610612738,101,76,2021-02-14T20:14:51Z,6320000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612764.0,WAS,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
642,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,in,[],1629067,,,1610612738,101,76,2021-02-14T20:14:51Z,6330000,,,0,,SUB in: I. Bonga,[1629067],1610612764.0,WAS,,,,Bonga,I. Bonga,,,,,,,,,,,,,,,,,,,,,,,,
643,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,in,[],1629605,,,1610612738,101,76,2021-02-14T20:14:51Z,6340000,,,0,,SUB in: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,
644,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,in,[],1629750,,,1610612738,101,76,2021-02-14T20:14:51Z,6350000,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
645,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,in,[],1629682,,,1610612738,101,76,2021-02-14T20:14:51Z,6360000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
646,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,101,76,2021-02-14T20:14:51Z,6370000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
647,PT05M18.00S,2021-02-14T20:13:27.5Z,4,REGULAR,substitution,in,[],1629035,,,1610612738,101,76,2021-02-14T20:14:51Z,6380000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
648,PT05M10.00S,2021-02-14T20:15:08.6Z,4,REGULAR,foul,personal,['2freethrow'],1628972,,,1610612738,101,76,2021-02-14T20:15:18Z,6390000,,,0,,T. Brown Jr. shooting personal FOUL (1 PF) (Green 2 FT),"[1628972, 1629750]",1610612764.0,WAS,shooting,,,Brown Jr.,T. Brown Jr.,,,,,1627519.0,1.0,0.0,Green,1629750.0,,,,,,,,,,,,,,,
650,PT05M10.00S,2021-02-14T20:15:38.3Z,4,REGULAR,freethrow,1 of 2,[],1629750,,,1610612738,101,77,2021-02-14T20:15:58Z,6410000,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
651,PT05M10.00S,2021-02-14T20:15:38.3Z,4,REGULAR,freethrow,2 of 2,[],1629750,,,1610612738,101,77,2021-02-14T20:15:58Z,6420000,,,0,,MISS J. Green Free Throw 2 of 2,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,Missed,,,,,,,,,,,,,
652,PT05M08.00S,2021-02-14T20:15:40.3Z,4,REGULAR,rebound,defensive,[],1629726,,,1610612764,101,77,2021-02-14T20:15:58Z,6430000,,,0,,G. Mathews REBOUND (Off:0 Def:2),[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,651.0,2.0,2.0,0.0,,,,,
653,PT04M56.00S,2021-02-14T20:16:07.3Z,4,REGULAR,3pt,Jump Shot,[],1629726,66.96780551905388,21.88265931372549,1610612764,101,77,2021-02-14T20:16:14Z,6440000,-141.0,258.0,1,right,MISS G. Mathews 29' 3PT,[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,29.38,Missed,,,,,,,,,,,,,
654,PT04M51.00S,2021-02-14T20:16:12.3Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,101,77,2021-02-14T20:16:14Z,6450000,,,0,,A. Nesmith REBOUND (Off:0 Def:5),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,653.0,5.0,5.0,0.0,,,,,
655,PT04M43.00S,2021-02-14T20:16:20.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629035,12.040078843626807,41.00030637254902,1610612738,101,77,2021-02-14T20:16:31Z,6460000,45.0,61.0,1,left,MISS C. Edwards 7' driving finger roll Layup,[1629035],1610612738.0,BOS,driving finger roll,,,Edwards,C. Edwards,,,,,,,,,,7.56,Missed,,,,,,,,,,,,,
656,PT04M41.00S,2021-02-14T20:16:23.1Z,4,REGULAR,rebound,offensive,[],1629605,,,1610612738,101,77,2021-02-14T20:16:23Z,6470000,,,0,,T. Fall REBOUND (Off:1 Def:0),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,655.0,1.0,0.0,1.0,,,,,
657,PT04M41.00S,2021-02-14T20:16:26.7Z,4,REGULAR,foul,personal,['2freethrow'],1629067,,,1610612738,101,77,2021-02-14T20:16:36Z,6480000,,,0,,I. Bonga shooting personal FOUL (1 PF) (Fall 2 FT),"[1629067, 1629605]",1610612764.0,WAS,shooting,,,Bonga,I. Bonga,,,,,1146.0,1.0,0.0,Fall,1629605.0,,,,,,,,,,,,,,,
659,PT04M41.00S,2021-02-14T20:16:48.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629605,,,1610612738,101,77,2021-02-14T20:16:48Z,6500000,,,0,,MISS T. Fall Free Throw 1 of 2,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,Missed,,,,,,,,,,,,,
660,PT04M41.00S,2021-02-14T20:16:48.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,101,77,2021-02-14T20:16:48Z,6510000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,659.0,,,,,,,,
661,PT04M41.00S,2021-02-14T20:17:02.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629605,,,1610612738,101,78,2021-02-14T20:17:02Z,6520000,,,0,,T. Fall Free Throw 2 of 2 (1 PTS),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
662,PT04M25.00S,2021-02-14T20:17:23.9Z,4,REGULAR,foul,personal,['2freethrow'],1629605,,,1610612764,101,78,2021-02-14T20:17:31Z,6530000,,,0,,T. Fall shooting personal FOUL (1 PF) (Lopez 2 FT),"[1629605, 201577]",1610612738.0,BOS,shooting,,,Fall,T. Fall,,,,,1146.0,1.0,0.0,Lopez,201577.0,,,,,,,,,,,,,,,
664,PT04M25.00S,2021-02-14T20:17:45.0Z,4,REGULAR,freethrow,1 of 2,[],201577,,,1610612764,102,78,2021-02-14T20:17:45Z,6550000,,,0,,R. Lopez Free Throw 1 of 2 (9 PTS),[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
665,PT04M25.00S,2021-02-14T20:17:56.9Z,4,REGULAR,freethrow,2 of 2,[],201577,,,1610612764,103,78,2021-02-14T20:17:56Z,6560000,,,0,,R. Lopez Free Throw 2 of 2 (10 PTS),[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
666,PT04M13.00S,2021-02-14T20:18:11.6Z,4,REGULAR,3pt,Jump Shot,[],1629035,21.632720105124836,93.69638480392157,1610612738,103,81,2021-02-14T20:18:17Z,6570000,-218.0,151.0,1,left,C. Edwards 26' 3PT  (3 PTS) (T. Waters 1 AST),"[1629035, 1629682]",1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,26.55,Made,3.0,T. Waters,1629682.0,1.0,,,,,,,,,
668,PT03M58.00S,2021-02-14T20:18:30.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,103,81,2021-02-14T20:18:30Z,6590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT03M48.00S,2021-02-14T20:18:51.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,87.07293035479631,43.94148284313725,1610612764,103,81,2021-02-14T20:19:14Z,6600000,-30.0,69.0,1,right,MISS D. Avdija 7' floating Shot,[1630166],1610612764.0,WAS,floating,,,Avdija,D. Avdija,,,,,,,,,,7.54,Missed,,,,,,,,,,,,,
670,PT03M44.00S,2021-02-14T20:18:55.9Z,4,REGULAR,rebound,offensive,[],201577,,,1610612764,103,81,2021-02-14T20:19:14Z,6610000,,,0,,R. Lopez REBOUND (Off:2 Def:1),[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,669.0,3.0,1.0,2.0,,,,,
671,PT03M38.00S,2021-02-14T20:19:01.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628972,90.3580814717477,12.078737745098039,1610612764,103,81,2021-02-14T20:20:03Z,6620000,-190.0,38.0,1,right,MISS T. Brown Jr. 19' turnaround fadeaway Shot,[1628972],1610612764.0,WAS,turnaround fadeaway,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,19.34,Missed,,,,,,,,,,,,,
672,PT03M38.00S,2021-02-14T20:19:01.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,103,81,2021-02-14T20:19:21Z,6630000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,671.0,,,,,,,,
673,PT03M38.00S,2021-02-14T20:19:13.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,103,81,2021-02-14T20:19:13Z,6640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT03M28.00S,2021-02-14T20:19:26.9Z,4,REGULAR,3pt,Jump Shot,[],1629750,6.915243101182654,3.990502450980392,1610612738,103,81,2021-02-14T20:19:33Z,6650000,230.0,13.0,1,left,MISS J. Green 3PT,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,23.03,Missed,,,,,,,,,,,,,
675,PT03M23.00S,2021-02-14T20:19:31.9Z,4,REGULAR,rebound,defensive,[],1629726,,,1610612764,103,81,2021-02-14T20:19:33Z,6660000,,,0,,G. Mathews REBOUND (Off:0 Def:3),[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,674.0,3.0,3.0,0.0,,,,,
676,PT03M06.00S,2021-02-14T20:19:49.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629605,,,1610612764,103,81,2021-02-14T20:20:00Z,6670000,,,0,,T. Fall shooting personal FOUL (2 PF) (Avdija 2 FT),"[1629605, 1630166]",1610612738.0,BOS,shooting,,,Fall,T. Fall,,,,,1627519.0,2.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
678,PT03M06.00S,2021-02-14T20:20:22.7Z,4,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,103,81,2021-02-14T20:20:22Z,6690000,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,Missed,,,,,,,,,,,,,
679,PT03M06.00S,2021-02-14T20:20:22.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,103,81,2021-02-14T20:20:22Z,6700000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,678.0,,,,,,,,
680,PT03M06.00S,2021-02-14T20:20:36.1Z,4,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,104,81,2021-02-14T20:20:36Z,6710000,,,0,,D. Avdija Free Throw 2 of 2 (8 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
681,PT02M59.00S,2021-02-14T20:20:47.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629067,,,1610612738,104,81,2021-02-14T20:20:54Z,6720000,,,0,,I. Bonga personal FOUL (2 PF) (Green 2 FT),"[1629067, 1629750]",1610612764.0,WAS,,,,Bonga,I. Bonga,,,,,200833.0,2.0,0.0,Green,1629750.0,,,,,,,,,,,,,,,
683,PT02M59.00S,2021-02-14T20:21:13.2Z,4,REGULAR,freethrow,1 of 2,[],1629750,,,1610612738,104,82,2021-02-14T20:21:13Z,6740000,,,0,,J. Green Free Throw 1 of 2 (2 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
684,PT02M59.00S,2021-02-14T20:21:30.8Z,4,REGULAR,freethrow,2 of 2,[],1629750,,,1610612738,104,83,2021-02-14T20:21:30Z,6750000,,,0,,J. Green Free Throw 2 of 2 (3 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
685,PT02M42.00S,2021-02-14T20:21:49.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629067,90.3580814717477,52.76501225490197,1610612764,104,83,2021-02-14T20:21:54Z,6760000,14.0,38.0,1,right,MISS I. Bonga floating Shot,[1629067],1610612764.0,WAS,floating,,,Bonga,I. Bonga,,,,,,,,,,4.05,Missed,,,,,,,,,,,,,
686,PT02M40.00S,2021-02-14T20:21:51.0Z,4,REGULAR,rebound,offensive,[],201577,,,1610612764,104,83,2021-02-14T20:21:54Z,6770000,,,0,,R. Lopez REBOUND (Off:3 Def:1),[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,685.0,4.0,1.0,3.0,,,,,
687,PT02M33.00S,2021-02-14T20:21:57.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,79.45137976346912,90.01991421568627,1610612764,104,83,2021-02-14T20:22:02Z,6780000,200.0,141.0,1,right,MISS D. Avdija 24' step back 3PT,[1630166],1610612764.0,WAS,step back,,,Avdija,D. Avdija,,,,,,,,,,24.46,Missed,,,,,,,,,,,,,
688,PT02M30.00S,2021-02-14T20:22:00.3Z,4,REGULAR,rebound,defensive,[],1629605,,,1610612738,104,83,2021-02-14T20:22:02Z,6790000,,,0,,T. Fall REBOUND (Off:1 Def:1),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,687.0,2.0,1.0,1.0,,,,,
689,PT02M25.00S,2021-02-14T20:22:06.8Z,4,REGULAR,2pt,Jump Shot,[],1629035,10.200394218134035,15.019914215686276,1610612738,104,83,2021-02-14T20:22:18Z,6800000,175.0,43.0,1,left,MISS C. Edwards 18' pullup Shot,[1629035],1610612738.0,BOS,pullup,,,Edwards,C. Edwards,,,,,,,,,,18.02,Missed,,,,,,,,,,,,,
690,PT02M21.00S,2021-02-14T20:22:10.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,104,83,2021-02-14T20:27:39Z,6810000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,689.0,,,,,,,,
691,PT02M18.00S,2021-02-14T20:22:42.1Z,4,REGULAR,jumpball,recovered,[],0,,,1610612738,104,83,2021-02-14T20:27:39Z,6820000,,,0,,Jump Ball T. Fall vs. T. Brown Jr.: Tip to Team (BOS),"[1629605, 1628972]",1610612738.0,BOS,heldball,Team (BOS),,,,Fall,1629605.0,Brown Jr.,1628972.0,,,,,,,,,,,,,,,,,,,,
696,PT02M18.00S,2021-02-14T20:22:44.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,104,83,2021-02-14T20:22:44Z,6870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT02M11.00S,2021-02-14T20:22:54.9Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629682,16.376478318002626,85.11795343137256,1610612738,104,83,2021-02-14T20:27:58Z,6880000,-176.0,101.0,1,left,MISS T. Waters 20' pullup Shot,[1629682],1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,,,,,,20.28,Missed,,,,,,,,,,,,,
698,PT02M09.00S,2021-02-14T20:22:56.9Z,4,REGULAR,rebound,defensive,[],1628972,,,1610612764,104,83,2021-02-14T20:22:59Z,6890000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612764.0,WAS,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,697.0,1.0,1.0,0.0,,,,,
699,PT02M00.00S,2021-02-14T20:23:06.7Z,4,REGULAR,3pt,Jump Shot,[],1628972,67.7562417871222,22.61795343137255,1610612764,104,83,2021-02-14T20:23:11Z,6900000,-137.0,251.0,1,right,MISS T. Brown Jr. 28' 3PT,[1628972],1610612764.0,WAS,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,28.56,Missed,,,,,,,,,,,,,
700,PT01M57.00S,2021-02-14T20:23:09.7Z,4,REGULAR,rebound,defensive,[],1629605,,,1610612738,104,83,2021-02-14T20:23:11Z,6910000,,,0,,T. Fall REBOUND (Off:1 Def:2),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,699.0,3.0,2.0,1.0,,,,,
701,PT01M39.00S,2021-02-14T20:23:28.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629605,7.703679369250986,47.127757352941174,1610612738,104,85,2021-02-14T20:23:31Z,6920000,14.0,20.0,1,left,T. Fall Layup (3 PTS),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,2.46,Made,3.0,,,,,,,,,,,,
702,PT01M20.00S,2021-02-14T20:23:51.9Z,4,REGULAR,turnover,out-of-bounds,[],201577,,,1610612764,104,85,2021-02-14T20:24:00Z,6930000,,,0,,R. Lopez lost ball out-of-bounds TURNOVER (1 TO),[201577],1610612764.0,WAS,lost ball,,,Lopez,R. Lopez,,,,,1627519.0,,,,,,,,,,,,,,,1.0,,,,
703,PT01M20.00S,2021-02-14T20:23:55.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,104,85,2021-02-14T20:23:55Z,6940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,PT01M12.00S,2021-02-14T20:24:12.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629067,,,1610612738,104,85,2021-02-14T20:24:41Z,6950000,,,0,,I. Bonga shooting personal FOUL (3 PF) (Edwards 2 FT),"[1629067, 1629035]",1610612764.0,WAS,shooting,,,Bonga,I. Bonga,,,,,1627519.0,3.0,0.0,Edwards,1629035.0,,,,,,,,,,,,,,,
706,PT01M12.00S,2021-02-14T20:24:42.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629035,,,1610612738,104,85,2021-02-14T20:24:42Z,6970000,,,0,,MISS C. Edwards Free Throw 1 of 2,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,Missed,,,,,,,,,,,,,
707,PT01M12.00S,2021-02-14T20:24:42.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,104,85,2021-02-14T20:24:42Z,6980000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,706.0,,,,,,,,
708,PT01M12.00S,2021-02-14T20:24:55.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629035,,,1610612738,104,86,2021-02-14T20:24:55Z,6990000,,,0,,C. Edwards Free Throw 2 of 2 (4 PTS),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
709,PT01M05.00S,2021-02-14T20:25:06.8Z,4,REGULAR,turnover,lost ball,[],1630166,,,1610612764,104,86,2021-02-14T20:25:17Z,7000000,,,0,,D. Avdija lost ball TURNOVER (2 TO),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,2.0,,,,
711,PT01M05.00S,2021-02-14T20:25:13.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612738,104,86,2021-02-14T20:31:16Z,7020000,,,0,,D. Avdija loose ball personal FOUL (4 PF) (Waters 2 FT),"[1630166, 1629682]",1610612764.0,WAS,loose ball,,,Avdija,D. Avdija,,,,,200833.0,4.0,0.0,Waters,1629682.0,,,,,,,,,,,,,,,
713,PT01M05.00S,2021-02-14T20:25:52.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629682,,,1610612738,104,87,2021-02-14T20:25:52Z,7040000,,,0,,T. Waters Free Throw 1 of 2 (1 PTS),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
714,PT01M05.00S,2021-02-14T20:26:04.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629682,,,1610612738,104,88,2021-02-14T20:26:04Z,7050000,,,0,,T. Waters Free Throw 2 of 2 (2 PTS),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
715,PT00M57.70S,2021-02-14T20:26:16.4Z,4,REGULAR,turnover,out-of-bounds,[],1628972,,,1610612764,104,88,2021-02-14T20:26:26Z,7060000,,,0,,T. Brown Jr. bad pass out-of-bounds TURNOVER (1 TO),[1628972],1610612764.0,WAS,bad pass,,,Brown Jr.,T. Brown Jr.,,,,,1146.0,,,,,,,,,,,,,,,1.0,,,,
716,PT00M56.40S,2021-02-14T20:26:26.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,104,88,2021-02-14T20:26:26Z,7070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,PT00M49.60S,2021-02-14T20:26:35.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,11.251642575558476,97.37285539215686,1610612738,104,91,2021-02-14T20:26:39Z,7090000,-237.0,53.0,1,left,A. Nesmith 24' 3PT  (5 PTS) (T. Waters 2 AST),"[1630174, 1629682]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,24.28,Made,5.0,T. Waters,1629682.0,2.0,,,,,,,,,
