actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
356,PT11M31.00S,2021-02-14T19:23:36.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203078,90.62089356110381,48.59834558823529,1610612764,57,43,2021-02-14T19:23:41Z,3540000,-7.0,36.0,1,right,B. Beal driving floating Jump Shot (20 PTS),[203078],1610612764.0,WAS,driving floating,,,Beal,B. Beal,,,,,,,,,,3.64,Made,20.0,,,,,,,,,,,,
357,PT11M19.00S,2021-02-14T19:23:52.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,57,43,2021-02-14T19:23:52Z,3550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT11M14.00S,2021-02-14T19:24:06.5Z,3,REGULAR,3pt,Jump Shot,[],1627759,13.485545335085414,97.86305147058823,1610612738,57,43,2021-02-14T19:24:12Z,3560000,-239.0,74.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,25.06,Missed,,,,,,,,,,,,,
359,PT11M09.00S,2021-02-14T19:24:11.5Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,57,43,2021-02-14T19:27:41Z,3570000,,,0,,B. Beal REBOUND (Off:0 Def:3),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,358.0,3.0,3.0,0.0,,,,,
360,PT10M59.00S,2021-02-14T19:24:21.2Z,3,REGULAR,2pt,Jump Shot,[],201566,81.8166885676741,74.08854166666666,1610612764,57,43,2021-02-14T19:24:28Z,3580000,120.0,118.0,1,right,MISS R. Westbrook 16' pullup Shot,[201566],1610612764.0,WAS,pullup,,,Westbrook,R. Westbrook,,,,,,,,,,16.89,Missed,,,,,,,,,,,,,
361,PT10M54.00S,2021-02-14T19:24:26.2Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,57,43,2021-02-14T19:24:44Z,3590000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,360.0,3.0,3.0,0.0,,,,,
362,PT10M53.00S,2021-02-14T19:24:29.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,19.004599211563733,49.333639705882355,1610612738,57,43,2021-02-14T19:25:08Z,3600000,3.0,126.0,1,left,MISS K. Walker 12' Jump Shot,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,12.61,Missed,,,,,,,,,,,,,
363,PT10M52.00S,2021-02-14T19:24:30.0Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,57,43,2021-02-14T19:25:22Z,3610000,,,0,,R. Williams III REBOUND (Off:2 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,362.0,2.0,0.0,2.0,,,,,
364,PT10M52.00S,2021-02-14T19:24:31.4Z,3,REGULAR,foul,personal,['2freethrow'],1629021,,,1610612738,57,43,2021-02-14T19:24:50Z,3620000,,,0,,M. Wagner shooting personal FOUL (2 PF) (Williams III 2 FT),"[1629021, 1629057]",1610612764.0,WAS,shooting,,,Wagner,M. Wagner,,,,,200833.0,2.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,,,
366,PT10M52.00S,2021-02-14T19:25:00.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612738,57,44,2021-02-14T19:25:00Z,3640000,,,0,,R. Williams III Free Throw 1 of 2 (2 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
367,PT10M52.00S,2021-02-14T19:25:18.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612738,57,45,2021-02-14T19:25:18Z,3650000,,,0,,R. Williams III Free Throw 2 of 2 (3 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
368,PT10M32.00S,2021-02-14T19:25:39.8Z,3,REGULAR,2pt,Jump Shot,[],201566,91.01511169513797,86.83363970588235,1610612764,57,45,2021-02-14T19:25:45Z,3660000,184.0,32.0,1,right,MISS R. Westbrook 18' pullup Shot,[201566],1610612764.0,WAS,pullup,,,Westbrook,R. Westbrook,,,,,,,,,,18.7,Missed,,,,,,,,,,,,,
369,PT10M27.00S,2021-02-14T19:25:44.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,57,45,2021-02-14T19:25:45Z,3670000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,368.0,6.0,5.0,1.0,,,,,
370,PT10M18.00S,2021-02-14T19:25:53.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,14.273981603153747,38.05912990196079,1610612738,57,47,2021-02-14T19:25:59Z,3680000,60.0,82.0,1,left,J. Brown 10' pullup Jump Shot (15 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,10.12,Made,15.0,J. Tatum,1628369.0,4.0,,,,,,,,,
372,PT10M07.00S,2021-02-14T19:26:03.9Z,3,REGULAR,3pt,Jump Shot,[],203078,69.20170827858082,16.735600490196077,1610612764,60,47,2021-02-14T19:26:08Z,3700000,-166.0,237.0,1,right,B. Beal 28' 3PT  (23 PTS) (R. Westbrook 9 AST),"[203078, 201566]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,28.95,Made,23.0,R. Westbrook,201566.0,9.0,,,,,,,,,
374,PT10M01.00S,2021-02-14T19:26:13.9Z,3,REGULAR,foul,personal,['2freethrow'],1629021,,,1610612738,60,47,2021-02-14T19:26:21Z,3720000,,,0,,M. Wagner shooting personal FOUL (3 PF) (Walker 2 FT),"[1629021, 202689]",1610612764.0,WAS,shooting,,,Wagner,M. Wagner,,,,,1627519.0,3.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,
376,PT10M01.00S,2021-02-14T19:26:48.2Z,3,REGULAR,freethrow,1 of 2,[],202689,,,1610612738,60,48,2021-02-14T19:26:48Z,3740000,,,0,,K. Walker Free Throw 1 of 2 (16 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,Made,16.0,,,,,,,,,,,,
377,PT10M01.00S,2021-02-14T19:27:07.3Z,3,REGULAR,freethrow,2 of 2,[],202689,,,1610612738,60,49,2021-02-14T19:27:07Z,3750000,,,0,,K. Walker Free Throw 2 of 2 (17 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,Made,17.0,,,,,,,,,,,,
378,PT09M41.00S,2021-02-14T19:27:28.7Z,3,REGULAR,2pt,Jump Shot,[],203078,94.1688567674113,21.39246323529412,1610612764,62,49,2021-02-14T19:27:33Z,3760000,-143.0,2.0,1,right,B. Beal 14' step back Jump Shot (25 PTS),[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,,,,,,14.3,Made,25.0,,,,,,,,,,,,
379,PT09M21.00S,2021-02-14T19:27:47.7Z,3,REGULAR,3pt,Jump Shot,[],1628400,24.392247043363994,6.931678921568627,1610612738,62,49,2021-02-14T19:27:52Z,3770000,215.0,177.0,1,left,MISS S. Ojeleye 27' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,27.86,Missed,,,,,,,,,,,,,
380,PT09M17.00S,2021-02-14T19:27:51.7Z,3,REGULAR,rebound,defensive,[],201566,,,1610612764,62,49,2021-02-14T19:27:52Z,3780000,,,0,,R. Westbrook REBOUND (Off:2 Def:6),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,379.0,8.0,6.0,2.0,,,,,
381,PT09M15.00S,2021-02-14T19:27:54.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201566,94.1688567674113,50.06893382352941,1610612764,64,49,2021-02-14T19:28:00Z,3790000,0.0,2.0,1,right,R. Westbrook running Layup (8 PTS),[201566],1610612764.0,WAS,running,,,Westbrook,R. Westbrook,,,,,,,,,,0.23,Made,8.0,,,,,,,,,,,,
408,PT09M04.00S,2021-02-14T19:28:02.3Z,3,REGULAR,turnover,bad pass,[],202689,,,1610612738,64,49,2021-02-14T19:33:01Z,3795000,,,0,,K. Walker bad pass TURNOVER (3 TO),"[202689, 1629021]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,3.0,,,Wagner,1629021.0
409,PT09M04.00S,2021-02-14T19:28:02.3Z,3,REGULAR,steal,,[],1629021,,,1610612764,64,49,2021-02-14T19:33:01Z,3797500,,,0,,M. Wagner STEAL (1 STL),[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
410,PT09M02.00S,2021-02-14T19:28:06.5Z,3,REGULAR,turnover,bad pass,[],1629021,,,1610612764,64,49,2021-02-14T19:33:49Z,3798750,,,0,,M. Wagner bad pass TURNOVER (1 TO),"[1629021, 1629057]",1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,1.0,,,Williams III,1629057.0
411,PT09M02.00S,2021-02-14T19:28:06.5Z,3,REGULAR,steal,,[],1629057,,,1610612738,64,49,2021-02-14T19:33:49Z,3799375,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
382,PT09M01.00S,2021-02-14T19:28:10.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,6.783837056504599,36.09834558823529,1610612738,64,51,2021-02-14T19:33:49Z,3800000,70.0,11.0,1,left,R. Williams III 7' DUNK (5 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,7.04,Made,5.0,,,,,,,,,,,,
383,PT09M01.00S,2021-02-14T19:28:16.7Z,3,REGULAR,foul,personal,['1freethrow'],201566,,,1610612738,64,51,2021-02-14T19:28:26Z,3810000,,,0,,R. Westbrook shooting personal FOUL (2 PF) (Williams III 1 FT),"[201566, 1629057]",1610612764.0,WAS,shooting,,,Westbrook,R. Westbrook,,,,,1146.0,2.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,,,
385,PT09M01.00S,2021-02-14T19:28:39.9Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1629057,,,1610612738,64,51,2021-02-14T19:33:49Z,3830000,,,0,,MISS R. Williams III Free Throw 1 of 1,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,Missed,,,,,,,,,,,,,
386,PT08M57.00S,2021-02-14T19:28:43.9Z,3,REGULAR,rebound,defensive,[],1629021,,,1610612764,64,51,2021-02-14T19:28:42Z,3840000,,,0,,M. Wagner REBOUND (Off:0 Def:3),[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,385.0,3.0,3.0,0.0,,,,,
387,PT08M51.00S,2021-02-14T19:28:49.6Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612764,64,51,2021-02-14T19:28:57Z,3850000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Beal 2 FT),"[1629057, 203078]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,1146.0,2.0,0.0,Beal,203078.0,,,,,,,,,,,,,,,
389,PT08M51.00S,2021-02-14T19:29:15.4Z,3,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,65,51,2021-02-14T19:29:15Z,3870000,,,0,,B. Beal Free Throw 1 of 2 (26 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,Made,26.0,,,,,,,,,,,,
390,PT08M51.00S,2021-02-14T19:29:30.5Z,3,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,66,51,2021-02-14T19:29:30Z,3880000,,,0,,B. Beal Free Throw 2 of 2 (27 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,Made,27.0,,,,,,,,,,,,
391,PT08M37.00S,2021-02-14T19:29:45.1Z,3,REGULAR,2pt,Jump Shot,[],1627759,27.283180026281208,41.00030637254902,1610612738,66,53,2021-02-14T19:29:49Z,3890000,45.0,204.0,1,left,J. Brown 20' pullup Jump Shot (17 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,20.89,Made,17.0,,,,,,,,,,,,
392,PT08M22.00S,2021-02-14T19:29:59.2Z,3,REGULAR,3pt,Jump Shot,[],1629060,74.19513797634691,80.95128676470588,1610612764,66,53,2021-02-14T19:30:05Z,3900000,155.0,190.0,1,right,MISS R. Hachimura 24' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,24.52,Missed,,,,,,,,,,,,,
393,PT08M19.00S,2021-02-14T19:30:02.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,66,53,2021-02-14T19:30:05Z,3910000,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,392.0,5.0,3.0,2.0,,,,,
394,PT08M14.00S,2021-02-14T19:30:10.1Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,66,53,2021-02-14T19:30:19Z,3920000,,,0,,J. Tatum charge offensive FOUL (4 PF),"[1628369, 1629021]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,1146.0,4.0,0.0,Wagner,1629021.0,,,,,,,,,,,,,,,
396,PT08M14.00S,2021-02-14T19:30:10.1Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,66,53,2021-02-14T19:30:10Z,3940000,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1146.0,,,,,,,,,,,,,,,1.0,,,,
397,PT08M01.00S,2021-02-14T19:30:35.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629060,93.9060446780552,39.5297181372549,1610612764,68,53,2021-02-14T19:30:38Z,3950000,-52.0,5.0,1,right,R. Hachimura cutting DUNK (11 PTS) (M. Wagner 2 AST),"[1629060, 1629021]",1610612764.0,WAS,cutting,,,Hachimura,R. Hachimura,,,,,,,,,,5.26,Made,11.0,M. Wagner,1629021.0,2.0,,,,,,,,,
399,PT07M43.00S,2021-02-14T19:30:56.5Z,3,REGULAR,turnover,out-of-bounds,[],202689,,,1610612738,68,53,2021-02-14T19:31:03Z,3970000,,,0,,K. Walker lost ball out-of-bounds TURNOVER (4 TO),[202689],1610612738.0,BOS,lost ball,,,Walker,K. Walker,,,,,1627519.0,,,,,,,,,,,,,,,4.0,,,,
400,PT07M43.00S,2021-02-14T19:30:59.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,68,53,2021-02-14T19:30:59Z,3980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M40.00S,2021-02-14T19:31:03.8Z,3,REGULAR,turnover,out-of-bounds,[],201566,,,1610612764,68,53,2021-02-14T19:31:13Z,3990000,,,0,,R. Westbrook bad pass out-of-bounds TURNOVER (3 TO),[201566],1610612764.0,WAS,bad pass,,,Westbrook,R. Westbrook,,,,,1627519.0,,,,,,,,,,,,,,,3.0,,,,
402,PT07M40.00S,2021-02-14T19:31:08.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,68,53,2021-02-14T19:31:08Z,4000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M20.00S,2021-02-14T19:31:38.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,10.33180026281209,43.94148284313725,1610612738,68,53,2021-02-14T19:31:45Z,4010000,30.0,45.0,1,left,MISS J. Tatum floating Shot,[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,,,,,,5.39,Missed,,,,,,,,,,,,,
404,PT07M17.00S,2021-02-14T19:31:41.4Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,68,53,2021-02-14T19:31:45Z,4020000,,,0,,B. Beal REBOUND (Off:0 Def:4),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,403.0,4.0,4.0,0.0,,,,,
405,PT07M15.00S,2021-02-14T19:31:44.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629060,91.93495400788436,50.55912990196079,1610612764,70,53,2021-02-14T19:31:55Z,4030000,3.0,23.0,1,right,R. Hachimura running DUNK (13 PTS) (B. Beal 3 AST),"[1629060, 203078]",1610612764.0,WAS,running,,,Hachimura,R. Hachimura,,,,,,,,,,2.35,Made,13.0,B. Beal,203078.0,3.0,,,,,,,,,
407,PT07M15.00S,2021-02-14T19:31:47.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,70,53,2021-02-14T19:31:47Z,4050000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT07M02.00S,2021-02-14T19:34:53.1Z,3,REGULAR,turnover,bad pass,[],1629057,,,1610612738,70,53,2021-02-14T19:34:57Z,4060000,,,0,,R. Williams III bad pass TURNOVER (1 TO),"[1629057, 1629726]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,1.0,,,Mathews,1629726.0
413,PT07M02.00S,2021-02-14T19:34:53.1Z,3,REGULAR,steal,,[],1629726,,,1610612764,70,53,2021-02-14T19:34:54Z,4070000,,,0,,G. Mathews STEAL (2 STL),[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M56.00S,2021-02-14T19:34:58.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629021,87.59855453350855,60.36305147058824,1610612764,70,53,2021-02-14T19:35:04Z,4080000,52.0,64.0,1,right,MISS M. Wagner 8' Layup - blocked,"[1629021, 1629057]",1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,8.24,Missed,,,,,,,,,,Williams III,1629057.0,,
415,PT06M56.00S,2021-02-14T19:34:58.9Z,3,REGULAR,block,,[],1629057,,,1610612764,70,53,2021-02-14T19:35:01Z,4090000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M53.00S,2021-02-14T19:35:01.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,70,53,2021-02-14T19:35:04Z,4100000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,414.0,7.0,6.0,1.0,,,,,
417,PT06M52.00S,2021-02-14T19:35:04.4Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,70,53,2021-02-14T19:35:54Z,4110000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1629021]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,2.0,,,Wagner,1629021.0
418,PT06M52.00S,2021-02-14T19:35:04.4Z,3,REGULAR,steal,,[],1629021,,,1610612764,70,53,2021-02-14T19:35:12Z,4120000,,,0,,M. Wagner STEAL (2 STL),[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M43.00S,2021-02-14T19:35:15.3Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612764,70,53,2021-02-14T19:35:23Z,4130000,,,0,,R. Williams III shooting personal FOUL (3 PF) (Wagner 2 FT),"[1629057, 1629021]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,200833.0,3.0,0.0,Wagner,1629021.0,,,,,,,,,,,,,,,
421,PT06M43.00S,2021-02-14T19:35:44.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629021,,,1610612764,71,53,2021-02-14T19:35:44Z,4150000,,,0,,M. Wagner Free Throw 1 of 2 (9 PTS),[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
422,PT06M43.00S,2021-02-14T19:35:44.8Z,3,REGULAR,substitution,out,[],1628369,,,1610612764,71,53,2021-02-14T19:35:48Z,4160000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
423,PT06M43.00S,2021-02-14T19:35:44.8Z,3,REGULAR,substitution,in,[],1630174,,,1610612764,71,53,2021-02-14T19:35:48Z,4170000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M43.00S,2021-02-14T19:36:00.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629021,,,1610612764,72,53,2021-02-14T19:36:00Z,4180000,,,0,,M. Wagner Free Throw 2 of 2 (10 PTS),[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
425,PT06M30.00S,2021-02-14T19:36:16.2Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,72,53,2021-02-14T19:36:21Z,4190000,,,0,,J. Brown lost ball TURNOVER (5 TO),"[1627759, 201566]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,5.0,,,Westbrook,201566.0
426,PT06M30.00S,2021-02-14T19:36:16.2Z,3,REGULAR,steal,,[],201566,,,1610612764,72,53,2021-02-14T19:36:18Z,4200000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M28.00S,2021-02-14T19:36:19.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,90.48948751642575,52.27481617647059,1610612764,74,53,2021-02-14T19:36:28Z,4210000,11.0,37.0,1,right,R. Westbrook running DUNK (10 PTS),[201566],1610612764.0,WAS,running,,,Westbrook,R. Westbrook,,,,,,,,,,3.86,Made,10.0,,,,,,,,,,,,
428,PT06M28.00S,2021-02-14T19:36:23.6Z,3,REGULAR,foul,personal,['1freethrow'],1630174,,,1610612764,74,53,2021-02-14T19:36:33Z,4220000,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Westbrook 1 FT),"[1630174, 201566]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,1146.0,2.0,0.0,Westbrook,201566.0,,,,,,,,,,,,,,,
430,PT06M28.00S,2021-02-14T19:36:47.0Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",201566,,,1610612764,75,53,2021-02-14T19:36:47Z,4240000,,,0,,R. Westbrook Free Throw 1 of 1 (11 PTS),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
469,PT06M21.00S,2021-02-14T19:36:53.2Z,3,REGULAR,turnover,lost ball,[],202689,,,1610612738,75,53,2021-02-14T19:43:01Z,4245000,,,0,,K. Walker lost ball TURNOVER (5 TO),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,5.0,,,,
431,PT06M21.00S,2021-02-14T19:36:59.4Z,3,REGULAR,foul,personal,[],1627759,,,1610612764,75,53,2021-02-14T19:43:01Z,4250000,,,0,,J. Brown loose ball personal FOUL (2 PF),"[1627759, 1629726]",1610612738.0,BOS,loose ball,,,Brown,J. Brown,,,,,1627519.0,2.0,0.0,Mathews,1629726.0,,,,,,,,,,,,,,,
434,PT06M08.00S,2021-02-14T19:37:43.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629060,90.3580814717477,42.96109068627451,1610612764,77,53,2021-02-14T19:43:24Z,4280000,-35.0,38.0,1,right,R. Hachimura cutting DUNK (15 PTS) (B. Beal 4 AST),"[1629060, 203078]",1610612764.0,WAS,cutting,,,Hachimura,R. Hachimura,,,,,,,,,,5.19,Made,15.0,B. Beal,203078.0,4.0,,,,,,,,,
436,PT05M57.00S,2021-02-14T19:37:53.9Z,3,REGULAR,2pt,Jump Shot,[],202689,22.946780551905388,67.71599264705883,1610612738,77,53,2021-02-14T19:38:00Z,4300000,-89.0,163.0,1,left,MISS K. Walker 18' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,18.57,Missed,,,,,,,,,,,,,
437,PT05M57.00S,2021-02-14T19:37:53.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,77,53,2021-02-14T19:38:00Z,4310000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,436.0,,,,,,,,
438,PT05M57.00S,2021-02-14T19:38:01.3Z,3,REGULAR,foul,personal,[],1629060,,,1610612738,77,53,2021-02-14T19:38:15Z,4320000,,,0,,R. Hachimura personal FOUL (2 PF),"[1629060, 202689]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,1146.0,2.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,
440,PT05M57.00S,2021-02-14T19:38:14.8Z,3,REGULAR,substitution,out,[],201566,,,1610612738,77,53,2021-02-14T19:38:30Z,4340000,,,0,,SUB out: R. Westbrook,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M57.00S,2021-02-14T19:38:14.8Z,3,REGULAR,substitution,out,[],1628400,,,1610612738,77,53,2021-02-14T19:38:30Z,4350000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M57.00S,2021-02-14T19:38:14.8Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,77,53,2021-02-14T19:38:30Z,4360000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M57.00S,2021-02-14T19:38:14.8Z,3,REGULAR,substitution,in,[],203526,,,1610612738,77,53,2021-02-14T19:38:30Z,4370000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M57.00S,2021-02-14T19:38:14.8Z,3,REGULAR,substitution,in,[],202684,,,1610612738,77,53,2021-02-14T19:38:30Z,4380000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
