actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
253,PT04M55.00S,2021-04-08T00:25:40.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,91.67214191852825,64.5297181372549,1610612738,34,35,2021-04-08T00:25:56Z,2490000,73.0,26.0,1,right,MISS M. Smart 7' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,,7.7,,,,,,,,,
254,PT04M52.00S,2021-04-08T00:25:43.3Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,34,35,2021-04-08T00:25:56Z,2500000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,253.0,3.0,2.0,1.0,,,,,,,,,,
255,PT04M51.00S,2021-04-08T00:25:47.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202684,94.40999984741211,50.0,1610612738,36,35,2021-04-08T00:26:04Z,2510000,0.0,0.0,1,right,T. Thompson putback Layup (5 PTS),[202684],1610612738.0,BOS,putback,,,Thompson,T. Thompson,,,,,,,,,,Made,5.0,,,,,0.0,,,,,,,,,
256,PT04M36.00S,2021-04-08T00:26:00.2Z,2,REGULAR,turnover,bad pass,[],203944,,,1610612752,36,35,2021-04-08T00:26:18Z,2520000,,,0,,J. Randle bad pass TURNOVER (2 TO),"[203944, 202684]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,2.0,,,Thompson,202684.0,
257,PT04M36.00S,2021-04-08T00:26:00.2Z,2,REGULAR,steal,,[],202684,,,1610612738,36,35,2021-04-08T00:26:24Z,2530000,,,0,,T. Thompson STEAL (1 STL),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M34.00S,2021-04-08T00:26:05.5Z,2,REGULAR,foul,personal,['2freethrow'],203901,,,1610612738,36,35,2021-04-08T00:26:25Z,2540000,,,0,,E. Payton shooting personal FOUL (2 PF) (Brown 2 FT),"[203901, 1627759]",1610612752.0,NYK,shooting,,,Payton,E. Payton,,,,,1146.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
260,PT04M34.00S,2021-04-08T00:26:30.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,36,35,2021-04-08T00:26:30Z,2560000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,,,,,,,,,,,
261,PT04M34.00S,2021-04-08T00:26:30.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,36,35,2021-04-08T00:26:30Z,2570000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,
262,PT04M34.00S,2021-04-08T00:26:32.4Z,2,REGULAR,substitution,out,[],202692,,,1610612738,36,35,2021-04-08T00:26:46Z,2580000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M34.00S,2021-04-08T00:26:32.4Z,2,REGULAR,substitution,in,[],203493,,,1610612738,36,35,2021-04-08T00:26:46Z,2590000,,,0,,SUB in: R. Bullock,[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M34.00S,2021-04-08T00:26:50.4Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627759,,,1610612738,37,35,2021-04-08T00:26:50Z,2600000,,,0,,J. Brown Free Throw 2 of 2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
265,PT04M15.00S,2021-04-08T00:27:10.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,8.09789750328515,58.40226715686274,1610612752,37,35,2021-04-08T00:27:17Z,2610000,-42.0,24.0,1,left,MISS R. Barrett driving finger roll Layup,[1629628],1610612752.0,NYK,driving finger roll,,,Barrett,R. Barrett,,,,,,,,,,Missed,,,,,,4.82,,,,,,,,,
266,PT04M13.00S,2021-04-08T00:27:12.3Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,37,35,2021-04-08T00:27:12Z,2620000,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,265.0,4.0,3.0,1.0,,,,,,,,,,
267,PT04M08.00S,2021-04-08T00:27:17.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,75.1149802890933,90.01991421568627,1610612738,40,35,2021-04-08T00:27:22Z,2630000,200.0,181.0,1,right,J. Tatum 27' 3PT  (7 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,7.0,,,,,27.01,M. Smart,203935.0,3.0,,,,,,
269,PT04M01.00S,2021-04-08T00:27:31.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,40,35,2021-04-08T00:27:31Z,2650000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M40.00S,2021-04-08T00:30:39.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203901,14.14257555847569,47.127757352941174,1610612752,40,35,2021-04-08T00:30:53Z,2660000,14.0,80.0,1,left,MISS E. Payton 8' Hook,[203901],1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,,,,Missed,,,,,,8.17,,,,,,,,,
271,PT03M38.00S,2021-04-08T00:30:41.4Z,2,REGULAR,rebound,offensive,[],203901,,,1610612752,40,35,2021-04-08T00:30:53Z,2670000,,,0,,E. Payton REBOUND (Off:1 Def:0),[203901],1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,,,,,,270.0,1.0,0.0,1.0,,,,,,,,,,
272,PT03M36.00S,2021-04-08T00:30:44.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203901,9.937582128777924,50.314031862745104,1610612752,40,35,2021-04-08T00:31:07Z,2680000,-2.0,41.0,1,left,MISS E. Payton driving floating Shot,[203901],1610612752.0,NYK,driving floating,,,Payton,E. Payton,,,,,,,,,,Missed,,,,,,4.09,,,,,,,,,
273,PT03M35.00S,2021-04-08T00:30:45.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,40,35,2021-04-08T00:31:07Z,2690000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,272.0,,,,,,,,,,,,,
274,PT03M35.00S,2021-04-08T00:30:51.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,40,35,2021-04-08T00:30:51Z,2700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M30.00S,2021-04-08T00:31:05.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203944,9.674770039421814,55.70618872549019,1610612752,40,35,2021-04-08T00:31:10Z,2710000,-29.0,38.0,1,left,MISS J. Randle Jump Shot,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Missed,,,,,,4.78,,,,,,,,,
276,PT03M27.00S,2021-04-08T00:31:08.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,40,35,2021-04-08T00:31:08Z,2720000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,275.0,5.0,5.0,0.0,,,,,,,,,,
277,PT03M12.00S,2021-04-08T00:31:23.6Z,2,REGULAR,3pt,Jump Shot,[],1627759,88.78120893561103,96.39246323529412,1610612738,40,35,2021-04-08T00:31:36Z,2730000,232.0,53.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,,23.8,,,,,,,,,
278,PT03M08.00S,2021-04-08T00:31:27.6Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,40,35,2021-04-08T00:31:49Z,2740000,,,0,,T. Thompson REBOUND (Off:2 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,277.0,5.0,3.0,2.0,,,,,,,,,,
279,PT03M06.00S,2021-04-08T00:31:28.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,94.40999984741211,50.0,1610612738,42,35,2021-04-08T00:31:28Z,2750000,0.0,0.0,1,right,T. Thompson tip Layup (7 PTS),[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,,,,,,Made,7.0,,,,,0.0,,,,,,,,,
280,PT02M43.00S,2021-04-08T00:31:52.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203901,8.886333771353483,45.90226715686275,1610612752,42,35,2021-04-08T00:32:00Z,2760000,20.0,31.0,1,left,MISS E. Payton driving Layup,[203901],1610612752.0,NYK,driving,,,Payton,E. Payton,,,,,,,,,,Missed,,,,,,3.72,,,,,,,,,
281,PT02M40.00S,2021-04-08T00:31:55.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,42,35,2021-04-08T00:32:00Z,2770000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,280.0,6.0,6.0,0.0,,,,,,,,,,
282,PT02M29.00S,2021-04-08T00:32:06.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,69.85873850197109,19.676776960784316,1610612738,42,35,2021-04-08T00:32:11Z,2780000,-152.0,231.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,,27.61,,,,,,,,,
283,PT02M26.00S,2021-04-08T00:32:09.1Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,42,35,2021-04-08T00:32:11Z,2790000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,282.0,1.0,1.0,0.0,,,,,,,,,,
284,PT02M26.00S,2021-04-08T00:32:13.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,42,35,2021-04-08T00:32:13Z,2800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M26.00S,2021-04-08T00:32:19.0Z,2,REGULAR,substitution,out,[],1628400,,,1610612752,42,35,2021-04-08T00:32:25Z,2810000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M26.00S,2021-04-08T00:32:19.0Z,2,REGULAR,substitution,in,[],1629684,,,1610612752,42,35,2021-04-08T00:32:25Z,2820000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M14.00S,2021-04-08T00:32:43.0Z,2,REGULAR,turnover,lost ball,[],203901,,,1610612752,42,35,2021-04-08T00:32:51Z,2830000,,,0,,E. Payton lost ball TURNOVER (3 TO),"[203901, 203935]",1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,3.0,,,Smart,203935.0,
288,PT02M14.00S,2021-04-08T00:32:43.0Z,2,REGULAR,steal,,[],203935,,,1610612738,42,35,2021-04-08T00:32:45Z,2840000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M00.00S,2021-04-08T00:32:56.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202684,89.70105124835742,54.72579656862745,1610612738,42,35,2021-04-08T00:33:01Z,2850000,24.0,44.0,1,right,MISS T. Thompson Layup,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,Missed,,,,,,5.02,,,,,,,,,
290,PT01M58.00S,2021-04-08T00:32:57.9Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,42,35,2021-04-08T00:32:57Z,2860000,,,0,,J. Randle REBOUND (Off:0 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,289.0,5.0,5.0,0.0,,,,,,,,,,
291,PT01M56.00S,2021-04-08T00:33:05.6Z,2,REGULAR,foul,offensive,[],203944,,,1610612752,42,35,2021-04-08T00:33:18Z,2870000,,,0,,J. Randle offensive FOUL (2 PF),"[203944, 203935]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,1146.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
293,PT01M56.00S,2021-04-08T00:33:05.6Z,2,REGULAR,turnover,offensive foul,[],203944,,,1610612752,42,35,2021-04-08T00:33:05Z,2890000,,,0,,J. Randle offensive foul TURNOVER (3 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,1146.0,,,,,,,,,,,,,,,3.0,,,,,
294,PT01M56.00S,2021-04-08T00:33:20.4Z,2,REGULAR,substitution,out,[],203457,,,1610612738,42,35,2021-04-08T00:33:31Z,2900000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M56.00S,2021-04-08T00:33:20.4Z,2,REGULAR,substitution,out,[],203901,,,1610612738,42,35,2021-04-08T00:33:31Z,2910000,,,0,,SUB out: E. Payton,[203901],1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT01M56.00S,2021-04-08T00:33:20.4Z,2,REGULAR,substitution,in,[],201565,,,1610612738,42,35,2021-04-08T00:33:31Z,2920000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT01M56.00S,2021-04-08T00:33:20.4Z,2,REGULAR,substitution,in,[],201959,,,1610612738,42,35,2021-04-08T00:33:31Z,2930000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M36.00S,2021-04-08T00:34:00.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,89.83245729303549,58.892463235294116,1610612738,42,35,2021-04-08T00:35:58Z,2940000,44.0,43.0,1,right,MISS J. Brown 6' driving floating bank Shot,[1627759],1610612738.0,BOS,driving floating bank,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,,6.2,,,,,,,,,
299,PT01M34.00S,2021-04-08T00:34:02.9Z,2,REGULAR,rebound,defensive,[],203493,,,1610612752,42,35,2021-04-08T00:34:07Z,2950000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,,,,,,298.0,2.0,2.0,0.0,,,,,,,,,,
300,PT01M33.00S,2021-04-08T00:34:08.3Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612752,42,35,2021-04-08T00:34:19Z,2960000,,,0,,M. Smart shooting personal FOUL (2 PF) (Barrett 2 FT),"[203935, 1629628]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,1146.0,2.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,,
302,PT01M33.00S,2021-04-08T00:34:41.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629628,,,1610612752,42,36,2021-04-08T00:34:41Z,2980000,,,0,,R. Barrett Free Throw 1 of 2 (9 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
303,PT01M33.00S,2021-04-08T00:34:42.7Z,2,REGULAR,substitution,out,[],202684,,,1610612752,42,36,2021-04-08T00:34:46Z,2990000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M33.00S,2021-04-08T00:34:42.7Z,2,REGULAR,substitution,in,[],1629057,,,1610612752,42,36,2021-04-08T00:34:46Z,3000000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M33.00S,2021-04-08T00:34:59.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629628,,,1610612752,42,37,2021-04-08T00:34:59Z,3010000,,,0,,R. Barrett Free Throw 2 of 2 (10 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
306,PT01M21.00S,2021-04-08T00:35:17.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,82.34231274638634,43.451286764705884,1610612738,42,37,2021-04-08T00:35:24Z,3020000,-33.0,113.0,1,right,MISS J. Tatum 11' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,,11.81,,,,,,,,,
307,PT01M18.00S,2021-04-08T00:35:20.2Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,42,37,2021-04-08T00:35:24Z,3030000,,,0,,J. Randle REBOUND (Off:0 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,306.0,6.0,6.0,0.0,,,,,,,,,,
308,PT01M07.00S,2021-04-08T00:35:31.0Z,2,REGULAR,3pt,Jump Shot,[],1629628,5.995400788436268,3.010110294117647,1610612752,42,40,2021-04-08T00:35:35Z,3040000,235.0,4.0,1,left,R. Barrett 3PT  (13 PTS) (J. Randle 4 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,13.0,,,,,23.49,J. Randle,203944.0,4.0,,,,,,
310,PT00M52.50S,2021-04-08T00:35:46.0Z,2,REGULAR,3pt,Jump Shot,[],203935,69.20170827858082,77.51991421568627,1610612738,45,40,2021-04-08T00:35:49Z,3060000,138.0,237.0,1,right,M. Smart 27' 3PT  (3 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,3.0,,,,,27.4,J. Brown,1627759.0,1.0,,,,,,
312,PT00M44.50S,2021-04-08T00:36:02.2Z,2,REGULAR,3pt,Jump Shot,[],1629628,26.49474375821288,13.794424019607842,1610612752,45,43,2021-04-08T00:36:07Z,3080000,181.0,197.0,1,left,R. Barrett 26' 3PT  (16 PTS) (D. Rose 2 AST),"[1629628, 201565]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,16.0,,,,,26.72,D. Rose,201565.0,2.0,,,,,,
314,PT00M38.20S,2021-04-08T00:36:20.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,92.59198423127464,53.255208333333336,1610612738,47,43,2021-04-08T00:36:27Z,3100000,16.0,17.0,1,right,J. Tatum driving DUNK (9 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,Made,9.0,,,,,2.36,M. Smart,203935.0,4.0,,,,,,
316,PT00M32.00S,2021-04-08T00:36:28.9Z,2,REGULAR,3pt,Jump Shot,[],203944,29.911300919842315,72.12775735294117,1610612752,47,46,2021-04-08T00:36:34Z,3120000,-111.0,229.0,1,left,J. Randle 25' 3PT pullup bank (7 PTS),[203944],1610612752.0,NYK,pullup bank,,,Randle,J. Randle,,,,,,,,,,Made,7.0,,,,,25.4,,,,,,,,,
317,PT00M21.90S,2021-04-08T00:37:39.0Z,2,REGULAR,jumpball,recovered,[],0,,,1610612738,47,46,2021-04-08T00:37:39Z,3130000,,,0,,Jump Ball T. Gibson vs. J. Tatum: Tip to Team (NYK),"[201959, 1628369]",1610612752.0,NYK,heldball,Team (NYK),,,,Gibson,201959.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,,,,
320,PT00M21.90S,2021-04-08T00:37:39.0Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,47,46,2021-04-08T00:37:39Z,3160000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 201959]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,2.0,,,Gibson,201959.0,
321,PT00M21.90S,2021-04-08T00:37:39.0Z,2,REGULAR,steal,,[],201959,,,1610612752,47,46,2021-04-08T00:37:39Z,3170000,,,0,,T. Gibson STEAL (2 STL),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M21.90S,2021-04-08T00:37:39.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,47,46,2021-04-08T00:38:05Z,3180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M01.00S,2021-04-08T00:38:05.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203944,30.17411300919842,23.353247549019606,1610612752,47,46,2021-04-08T00:38:17Z,3190000,133.0,231.0,1,left,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Missed,,,,,,26.67,,,,,,,,,
324,PT00M01.00S,2021-04-08T00:38:05.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,47,46,2021-04-08T00:38:17Z,3200000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,323.0,,,,,,,,,,,,,
325,PT00M00.00S,2021-04-08T00:38:14.3Z,2,REGULAR,period,end,[],0,,,1610612752,47,46,2021-04-08T00:38:14Z,3210000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-04-08T00:53:11.5Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612752,47,46,2021-04-08T00:53:27Z,3220000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-04-08T00:53:11.5Z,3,REGULAR,substitution,out,['startperiod'],201565,,,1610612752,47,46,2021-04-08T00:53:27Z,3230000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-04-08T00:53:11.5Z,3,REGULAR,substitution,out,['startperiod'],201959,,,1610612752,47,46,2021-04-08T00:53:27Z,3240000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-04-08T00:53:11.5Z,3,REGULAR,substitution,in,['startperiod'],1629641,,,1610612752,47,46,2021-04-08T00:53:27Z,3250000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-04-08T00:53:11.5Z,3,REGULAR,substitution,in,['startperiod'],203457,,,1610612752,47,46,2021-04-08T00:53:27Z,3260000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2021-04-08T00:53:11.5Z,3,REGULAR,substitution,in,['startperiod'],203901,,,1610612752,47,46,2021-04-08T00:53:27Z,3270000,,,0,,SUB in: E. Payton,[203901],1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2021-04-08T00:53:44.7Z,3,REGULAR,period,start,[],0,,,1610612738,47,46,2021-04-08T00:53:44Z,3280000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M50.00S,2021-04-08T00:53:54.3Z,3,REGULAR,3pt,Jump Shot,[],1627759,32.53942181340342,34.872855392156865,1610612738,47,46,2021-04-08T00:54:00Z,3290000,76.0,253.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,,26.44,,,,,,,,,
334,PT11M44.00S,2021-04-08T00:54:00.3Z,3,REGULAR,rebound,defensive,[],203457,,,1610612752,47,46,2021-04-08T00:54:00Z,3300000,,,0,,N. Noel REBOUND (Off:0 Def:4),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,333.0,4.0,4.0,0.0,,,,,,,,,,
335,PT11M30.00S,2021-04-08T00:54:17.4Z,3,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,47,46,2021-04-08T00:54:24Z,3310000,,,0,,R. Barrett step out-of-bounds TURNOVER (1 TO),[1629628],1610612752.0,NYK,step,,,Barrett,R. Barrett,,,,,1146.0,,,,,,,,,,,,,,,1.0,,,,,
336,PT11M12.00S,2021-04-08T00:54:48.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,31.61957950065703,23.108149509803923,1610612738,47,46,2021-04-08T00:54:53Z,3320000,134.0,245.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,,27.92,,,,,,,,,
337,PT11M09.00S,2021-04-08T00:54:51.0Z,3,REGULAR,rebound,defensive,[],203457,,,1610612752,47,46,2021-04-08T00:54:53Z,3330000,,,0,,N. Noel REBOUND (Off:0 Def:5),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,336.0,5.0,5.0,0.0,,,,,,,,,,
347,PT11M05.00S,2021-04-08T00:54:55.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203457,93.11760840998686,51.53952205882353,1610612752,47,46,2021-04-08T00:57:34Z,3335000,8.0,12.0,1,right,MISS N. Noel Layup,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,Missed,,,,,,1.44,,,,,,,,,
357,PT11M05.00S,2021-04-08T00:54:55.4Z,3,REGULAR,rebound,offensive,[],203457,,,1610612752,47,46,2021-04-08T00:57:34Z,3337500,,,0,,N. Noel REBOUND (Off:1 Def:5),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,347.0,6.0,5.0,1.0,,,,,,,,,,
338,PT10M57.00S,2021-04-08T00:55:02.8Z,3,REGULAR,turnover,bad pass,[],203457,,,1610612752,47,46,2021-04-08T00:55:09Z,3340000,,,0,,N. Noel bad pass TURNOVER (1 TO),"[203457, 1627759]",1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,1.0,,,Brown,1627759.0,
339,PT10M57.00S,2021-04-08T00:55:02.8Z,3,REGULAR,steal,,[],1627759,,,1610612738,47,46,2021-04-08T00:55:04Z,3350000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
