actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
247,PT03M48.00S,2021-03-28T01:49:08.4Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612760,42,42,2021-03-28T01:49:19Z,2440000,,,0,,G. Williams shooting personal FOUL (3 PF) (Hall 2 FT),"[1629684, 1630221]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,1151.0,3.0,0.0,Hall,1630221.0,,,,,
249,PT03M48.00S,2021-03-28T01:49:40.7Z,2,REGULAR,freethrow,1 of 2,[],1630221,,,1610612760,43,42,2021-03-28T01:50:03Z,2460000,,,0,,J. Hall Free Throw 1 of 2 (3 PTS),[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
250,PT03M48.00S,2021-03-28T01:49:43.5Z,2,REGULAR,substitution,out,[],1629650,,,1610612760,43,42,2021-03-28T01:49:52Z,2470000,,,0,,SUB out: M. Brown,[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,
251,PT03M48.00S,2021-03-28T01:49:43.5Z,2,REGULAR,substitution,out,[],1629684,,,1610612760,43,42,2021-03-28T01:49:52Z,2480000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
252,PT03M48.00S,2021-03-28T01:49:43.5Z,2,REGULAR,substitution,in,[],1629676,,,1610612760,43,42,2021-03-28T01:49:52Z,2490000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M48.00S,2021-03-28T01:49:43.5Z,2,REGULAR,substitution,in,[],1630202,,,1610612760,43,42,2021-03-28T01:49:52Z,2500000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M48.00S,2021-03-28T01:49:40.7Z,2,REGULAR,freethrow,2 of 2,[],1630221,,,1610612760,43,42,2021-03-28T01:50:03Z,2510000,,,0,,MISS J. Hall Free Throw 2 of 2,[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,,Missed,,,,,,,,,,,,,,,,,,
255,PT03M47.00S,2021-03-28T01:49:41.7Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,43,42,2021-03-28T01:50:03Z,2520000,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,254.0,7.0,5.0,2.0,,,,,,,,,,,,,,
256,PT03M34.00S,2021-03-28T01:50:14.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,5.863994743758213,44.18658088235294,1610612738,43,42,2021-03-28T01:50:19Z,2530000,29.0,3.0,1,left,MISS P. Pritchard driving Layup,[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,2.92,Missed,,,,,,,,,,,,,,,,,,
257,PT03M34.00S,2021-03-28T01:50:14.1Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,43,42,2021-03-28T01:50:19Z,2540000,,,0,,R. Williams III REBOUND (Off:3 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,256.0,8.0,5.0,3.0,,,,,,,,,,,,,,
258,PT03M34.00S,2021-03-28T01:50:18.2Z,2,REGULAR,foul,personal,['2freethrow'],1630221,,,1610612738,43,42,2021-03-28T01:50:24Z,2550000,,,0,,J. Hall shooting personal FOUL (1 PF) (Williams III 2 FT),"[1630221, 1629057]",1610612760.0,OKC,shooting,,,Hall,J. Hall,,,,,,,,,,,,,,,1151.0,1.0,0.0,Williams III,1629057.0,,,,,
261,PT03M34.00S,2021-03-28T01:50:56.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612738,43,43,2021-03-28T01:50:56Z,2570000,,,0,,R. Williams III Free Throw 1 of 2 (3 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
262,PT03M34.00S,2021-03-28T01:50:56.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612738,43,43,2021-03-28T01:51:00Z,2580000,,,0,,MISS R. Williams III Free Throw 2 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,
263,PT03M32.00S,2021-03-28T01:50:58.1Z,2,REGULAR,rebound,defensive,[],1629676,,,1610612760,43,43,2021-03-28T01:51:00Z,2590000,,,0,,I. Roby REBOUND (Off:1 Def:3),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,262.0,4.0,3.0,1.0,,,,,,,,,,,,,,
264,PT03M20.00S,2021-03-28T01:51:13.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,43,43,2021-03-28T01:51:13Z,2600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M13.00S,2021-03-28T01:51:35.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612760,43,43,2021-03-28T01:51:42Z,2610000,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Maledon 2 FT),"[1630202, 1630177]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,1627524.0,2.0,0.0,Maledon,1630177.0,,,,,
267,PT03M13.00S,2021-03-28T01:52:02.2Z,2,REGULAR,freethrow,1 of 2,[],1630177,,,1610612760,44,43,2021-03-28T01:52:02Z,2630000,,,0,,T. Maledon Free Throw 1 of 2 (6 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
268,PT03M13.00S,2021-03-28T01:52:15.7Z,2,REGULAR,freethrow,2 of 2,[],1630177,,,1610612760,45,43,2021-03-28T01:52:15Z,2640000,,,0,,T. Maledon Free Throw 2 of 2 (7 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
269,PT03M03.00S,2021-03-28T01:52:29.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,4.681340341655716,53.990502450980394,1610612738,45,43,2021-03-28T01:52:34Z,2650000,-20.0,-8.0,1,left,MISS J. Tatum cutting Layup - blocked,"[1628369, 1629652]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,2.17,Missed,,,,,,,,,,,,,,Dort,1629652.0,,,
270,PT03M03.00S,2021-03-28T01:52:29.1Z,2,REGULAR,block,,[],1629652,,,1610612738,45,43,2021-03-28T01:52:31Z,2660000,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M01.00S,2021-03-28T01:52:31.1Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,45,43,2021-03-28T01:52:34Z,2670000,,,0,,J. Brown REBOUND (Off:1 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,269.0,1.0,0.0,1.0,,,,,,,,,,,,,,
272,PT03M00.00S,2021-03-28T01:52:35.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,45,43,2021-03-28T01:52:35Z,2680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M53.00S,2021-03-28T01:52:52.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,10.85742444152431,75.3140318627451,1610612738,45,43,2021-03-28T01:52:58Z,2690000,-127.0,50.0,1,left,MISS J. Tatum 13' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,13.6,Missed,,,,,,,,,,,,,,,,,,
274,PT02M51.00S,2021-03-28T01:52:54.4Z,2,REGULAR,rebound,defensive,[],1630221,,,1610612760,45,43,2021-03-28T01:52:58Z,2700000,,,0,,J. Hall REBOUND (Off:0 Def:1),[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,,,273.0,1.0,1.0,0.0,,,,,,,,,,,,,,
275,PT02M45.00S,2021-03-28T01:53:02.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612760,45,43,2021-03-28T01:53:09Z,2710000,,,0,,M. Smart shooting personal FOUL (1 PF) (Hall 2 FT),"[203935, 1630221]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Hall,1630221.0,,,,,
277,PT02M45.00S,2021-03-28T01:53:13.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,45,43,2021-03-28T01:53:13Z,2730000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M45.00S,2021-03-28T01:56:08.5Z,2,REGULAR,freethrow,1 of 2,[],1630221,,,1610612760,46,43,2021-03-28T01:56:24Z,2740000,,,0,,J. Hall Free Throw 1 of 2 (4 PTS),[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
279,PT02M45.00S,2021-03-28T01:56:08.5Z,2,REGULAR,freethrow,2 of 2,[],1630221,,,1610612760,46,43,2021-03-28T01:56:24Z,2750000,,,0,,MISS J. Hall Free Throw 2 of 2,[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,,Missed,,,,,,,,,,,,,,,,,,
280,PT02M43.00S,2021-03-28T01:56:10.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,46,43,2021-03-28T01:56:24Z,2760000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,279.0,2.0,2.0,0.0,,,,,,,,,,,,,,
281,PT02M22.00S,2021-03-28T01:56:43.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,17.95335085413929,43.20618872549019,1610612738,46,43,2021-03-28T01:56:50Z,2770000,34.0,116.0,1,left,MISS J. Brown 12' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,12.12,Missed,,,,,,,,,,,,,,,,,,
282,PT02M20.00S,2021-03-28T01:56:45.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,46,43,2021-03-28T01:56:50Z,2780000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,281.0,,,,,,,,,,,,,,,,,
283,PT02M20.00S,2021-03-28T01:56:48.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,46,43,2021-03-28T01:56:48Z,2790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M07.00S,2021-03-28T01:57:05.9Z,2,REGULAR,3pt,Jump Shot,[],1630177,71.96123521681997,78.99050245098039,1610612760,46,43,2021-03-28T01:57:12Z,2800000,145.0,211.0,1,right,MISS T. Maledon 25' pullup 3PT,[1630177],1610612760.0,OKC,pullup,,,Maledon,T. Maledon,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,
285,PT02M05.00S,2021-03-28T01:57:08.5Z,2,REGULAR,rebound,offensive,[],1629676,,,1610612760,46,43,2021-03-28T01:57:08Z,2810000,,,0,,I. Roby REBOUND (Off:2 Def:3),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,284.0,5.0,3.0,2.0,,,,,,,,,,,,,,
286,PT01M55.00S,2021-03-28T01:57:18.6Z,2,REGULAR,turnover,bad pass,[],1630177,,,1610612760,46,43,2021-03-28T01:57:22Z,2820000,,,0,,T. Maledon bad pass TURNOVER (1 TO),"[1630177, 1629057]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,1.0,Williams III,1629057.0
287,PT01M55.00S,2021-03-28T01:57:18.6Z,2,REGULAR,steal,,[],1629057,,,1610612738,46,43,2021-03-28T01:57:20Z,2830000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M49.00S,2021-03-28T01:57:26.8Z,2,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612738,46,43,2021-03-28T01:57:31Z,2840000,,,0,,I. Roby shooting personal FOUL (3 PF) (Williams III 2 FT),"[1629676, 1629057]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,,,,,,,,,,,1151.0,3.0,0.0,Williams III,1629057.0,,,,,
290,PT01M49.00S,2021-03-28T01:58:03.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629057,,,1610612738,46,44,2021-03-28T01:58:03Z,2860000,,,0,,R. Williams III Free Throw 1 of 2 (4 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
291,PT01M49.00S,2021-03-28T01:58:05.3Z,2,REGULAR,substitution,out,[],1629676,,,1610612738,46,44,2021-03-28T01:58:08Z,2870000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M49.00S,2021-03-28T01:58:05.3Z,2,REGULAR,substitution,in,[],1629650,,,1610612738,46,44,2021-03-28T01:58:08Z,2880000,,,0,,SUB in: M. Brown,[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M49.00S,2021-03-28T01:58:19.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629057,,,1610612738,46,45,2021-03-28T01:58:19Z,2890000,,,0,,R. Williams III Free Throw 2 of 2 (5 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
294,PT01M28.00S,2021-03-28T01:58:41.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629650,93.38042049934296,52.27481617647059,1610612760,48,45,2021-03-28T01:58:45Z,2900000,11.0,10.0,1,right,M. Brown Layup (13 PTS) (A. Pokusevski 3 AST),"[1629650, 1630197]",1610612760.0,OKC,,,,Brown,M. Brown,,,,,1.5,Made,,,,,13.0,A. Pokusevski,1630197.0,3.0,,,,,,,,,,
296,PT01M20.00S,2021-03-28T01:58:48.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,10.988830486202366,96.8826593137255,1610612738,48,45,2021-03-28T01:58:53Z,2920000,-234.0,51.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.98,Missed,,,,,,,,,,,,,,,,,,
297,PT01M18.00S,2021-03-28T01:58:50.8Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612760,48,45,2021-03-28T01:58:53Z,2930000,,,0,,M. Brown REBOUND (Off:3 Def:14),[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,296.0,17.0,14.0,3.0,,,,,,,,,,,,,,
298,PT01M10.00S,2021-03-28T01:58:59.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,92.9862023653088,49.82383578431372,1610612760,48,45,2021-03-28T01:59:03Z,2940000,-1.0,13.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,1.34,Missed,,,,,,,,,,,,,,,,,,
299,PT01M07.00S,2021-03-28T01:59:02.0Z,2,REGULAR,rebound,offensive,[],1629650,,,1610612760,48,45,2021-03-28T01:59:03Z,2950000,,,0,,M. Brown REBOUND (Off:4 Def:14),[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,298.0,18.0,14.0,4.0,,,,,,,,,,,,,,
300,PT01M07.00S,2021-03-28T01:59:01.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629650,94.40999984741211,50.0,1610612760,50,45,2021-03-28T01:59:01Z,2960000,0.0,0.0,1,right,M. Brown tip Layup (15 PTS),[1629650],1610612760.0,OKC,tip,,,Brown,M. Brown,,,,,0.0,Made,,,,,15.0,,,,,,,,,,,,,
301,PT00M54.60S,2021-03-28T01:59:14.9Z,2,REGULAR,3pt,Jump Shot,[],203935,14.536793692509855,4.970894607843137,1610612738,50,45,2021-03-28T01:59:19Z,2970000,225.0,84.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.03,Missed,,,,,,,,,,,,,,,,,,
302,PT00M52.30S,2021-03-28T01:59:17.2Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,50,45,2021-03-28T01:59:19Z,2980000,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,301.0,2.0,2.0,0.0,,,,,,,,,,,,,,
303,PT00M47.10S,2021-03-28T01:59:24.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,91.93495400788436,50.314031862745104,1610612760,50,45,2021-03-28T01:59:29Z,2990000,2.0,23.0,1,right,MISS L. Dort running Layup,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,2.34,Missed,,,,,,,,,,,,,,,,,,
304,PT00M47.10S,2021-03-28T01:59:24.2Z,2,REGULAR,rebound,offensive,[],1629650,,,1610612760,50,45,2021-03-28T01:59:29Z,3000000,,,0,,M. Brown REBOUND (Off:5 Def:14),[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,303.0,19.0,14.0,5.0,,,,,,,,,,,,,,
305,PT00M47.10S,2021-03-28T01:59:28.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629650,94.40999984741211,50.0,1610612760,52,45,2021-03-28T01:59:28Z,3010000,0.0,0.0,1,right,M. Brown tip DUNK (17 PTS),[1629650],1610612760.0,OKC,tip,,,Brown,M. Brown,,,,,0.0,Made,,,,,17.0,,,,,,,,,,,,,
306,PT00M41.90S,2021-03-28T01:59:41.0Z,2,REGULAR,foul,offensive,['inpenalty'],1628369,,,1610612738,52,45,2021-03-28T01:59:47Z,3020000,,,0,,J. Tatum offensive FOUL (1 PF),"[1628369, 1629652]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1151.0,1.0,0.0,Dort,1629652.0,,,,,
308,PT00M41.90S,2021-03-28T01:59:41.0Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,52,45,2021-03-28T01:59:41Z,3040000,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1151.0,,,,,,,1.0,,
309,PT00M41.90S,2021-03-28T01:59:48.6Z,2,REGULAR,substitution,out,[],1629057,,,1610612760,52,45,2021-03-28T01:59:55Z,3050000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M41.90S,2021-03-28T01:59:48.6Z,2,REGULAR,substitution,in,[],1629605,,,1610612760,52,45,2021-03-28T01:59:55Z,3060000,,,0,,SUB in: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M29.80S,2021-03-28T02:00:14.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630177,92.9862023653088,52.27481617647059,1610612760,52,45,2021-03-28T02:00:25Z,3070000,11.0,13.0,1,right,MISS T. Maledon driving finger roll Layup,[1630177],1610612760.0,OKC,driving finger roll,,,Maledon,T. Maledon,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,
312,PT00M27.20S,2021-03-28T02:00:17.5Z,2,REGULAR,rebound,defensive,[],1629605,,,1610612738,52,45,2021-03-28T02:00:25Z,3080000,,,0,,T. Fall REBOUND (Off:0 Def:3),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,311.0,3.0,3.0,0.0,,,,,,,,,,,,,,
313,PT00M24.20S,2021-03-28T02:00:22.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630221,,,1610612738,52,45,2021-03-28T02:00:29Z,3090000,,,0,,J. Hall shooting personal FOUL (2 PF) (Brown 2 FT),"[1630221, 1627759]",1610612760.0,OKC,shooting,,,Hall,J. Hall,,,,,,,,,,,,,,,1627524.0,2.0,0.0,Brown,1627759.0,,,,,
315,PT00M24.20S,2021-03-28T02:00:47.2Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,52,46,2021-03-28T02:00:47Z,3110000,,,0,,J. Brown Free Throw 1 of 2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
316,PT00M24.20S,2021-03-28T02:01:00.9Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,52,47,2021-03-28T02:01:00Z,3120000,,,0,,J. Brown Free Throw 2 of 2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
317,PT00M01.10S,2021-03-28T02:01:25.0Z,2,REGULAR,3pt,Jump Shot,[],1629652,74.32654402102497,16.245404411764707,1610612760,52,47,2021-03-28T02:01:34Z,3130000,-169.0,189.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,
318,PT00M01.10S,2021-03-28T02:01:25.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,52,47,2021-03-28T02:16:34Z,3140000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,317.0,,,,,,,,,,,,,,,,,
319,PT00M00.00S,2021-03-28T02:01:44.5Z,2,REGULAR,period,end,[],0,,,1610612760,52,47,2021-03-28T02:16:34Z,3150000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-03-28T02:01:53.5Z,3,REGULAR,substitution,out,['startperiod'],1630221,,,1610612760,52,47,2021-03-28T02:16:38Z,3160000,,,0,,SUB out: J. Hall,[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-03-28T02:01:53.5Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612760,52,47,2021-03-28T02:16:38Z,3170000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-03-28T02:01:53.5Z,3,REGULAR,substitution,out,['startperiod'],1629605,,,1610612760,52,47,2021-03-28T02:16:38Z,3180000,,,0,,SUB out: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-03-28T02:01:53.5Z,3,REGULAR,substitution,in,['startperiod'],1629676,,,1610612760,52,47,2021-03-28T02:16:38Z,3190000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-03-28T02:01:53.5Z,3,REGULAR,substitution,in,['startperiod'],1629684,,,1610612760,52,47,2021-03-28T02:16:38Z,3200000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-03-28T02:01:53.5Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612760,52,47,2021-03-28T02:16:38Z,3210000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-03-28T02:16:48.9Z,3,REGULAR,period,start,[],0,,,1610612760,52,47,2021-03-28T02:16:48Z,3220000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT11M41.00S,2021-03-28T02:17:07.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,5.732588699080158,47.86305147058824,1610612760,54,47,2021-03-28T02:17:17Z,3230000,11.0,1.0,1,left,M. Brown cutting DUNK (19 PTS) (A. Pokusevski 4 AST),"[1629650, 1630197]",1610612760.0,OKC,cutting,,,Brown,M. Brown,,,,,1.08,Made,,,,,19.0,A. Pokusevski,1630197.0,4.0,,,,,,,,,,
329,PT11M21.00S,2021-03-28T02:17:27.0Z,3,REGULAR,turnover,lost ball,[],203935,,,1610612738,54,47,2021-03-28T02:17:31Z,3250000,,,0,,M. Smart lost ball TURNOVER (1 TO),"[203935, 1630177]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,1.0,Maledon,1630177.0
330,PT11M21.00S,2021-03-28T02:17:27.0Z,3,REGULAR,steal,,[],1630177,,,1610612760,54,47,2021-03-28T02:17:28Z,3260000,,,0,,T. Maledon STEAL (1 STL),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
331,PT11M16.00S,2021-03-28T02:17:35.4Z,3,REGULAR,foul,personal,[],1627759,,,1610612760,54,47,2021-03-28T02:17:46Z,3270000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1629652]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1627541.0,2.0,0.0,Dort,1629652.0,,,,,
333,PT11M16.00S,2021-03-28T02:18:08.3Z,3,REGULAR,substitution,out,[],1629652,,,1610612760,54,47,2021-03-28T02:18:11Z,3290000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
334,PT11M16.00S,2021-03-28T02:18:08.3Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,54,47,2021-03-28T02:18:11Z,3300000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
335,PT10M57.00S,2021-03-28T02:18:41.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612760,54,47,2021-03-28T02:18:47Z,3310000,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,1151.0,,,,,,,,,
336,PT10M48.00S,2021-03-28T02:19:02.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,93.51182654402102,49.333639705882355,1610612738,54,49,2021-03-28T02:19:06Z,3320000,-3.0,8.0,1,right,R. Williams III alley-oop DUNK (7 PTS) (M. Smart 5 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,0.91,Made,,,,,7.0,M. Smart,203935.0,5.0,,,,,,,,,,
