actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
186,PT11M49.00S,2021-04-10T00:10:19.3Z,2,REGULAR,3pt,Jump Shot,[],1626156,31.09395532194481,70.65716911764706,1610612750,25,39,2021-04-10T00:10:26Z,1840000,-103.0,240.0,1,left,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
187,PT11M47.00S,2021-04-10T00:10:21.3Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,25,39,2021-04-10T00:10:26Z,1850000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,186.0,2.0,1.0,1.0,,,,,,,,,
188,PT11M28.00S,2021-04-10T00:10:39.6Z,2,REGULAR,foul,personal,['2freethrow'],1629162,,,1610612738,25,39,2021-04-10T00:10:48Z,1860000,,,0,,J. McLaughlin shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629162, 1628369]",1610612750.0,MIN,shooting,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Tatum,1628369.0,
190,PT11M28.00S,2021-04-10T00:11:05.9Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,26,39,2021-04-10T00:11:05Z,1880000,,,0,,J. Tatum Free Throw 1 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
191,PT11M28.00S,2021-04-10T00:11:21.2Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,27,39,2021-04-10T00:11:21Z,1890000,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
192,PT11M18.00S,2021-04-10T00:11:32.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,6.783837056504599,51.53952205882353,1610612750,27,41,2021-04-10T00:11:49Z,1900000,-8.0,11.0,1,left,J. McLaughlin driving reverse Layup (4 PTS) (D. Russell 4 AST),"[1629162, 1626156]",1610612750.0,MIN,driving reverse,,,McLaughlin,J. McLaughlin,,,,,1.37,Made,4.0,D. Russell,1626156.0,4.0,,,,,,,,,,,,,,,
194,PT10M55.00S,2021-04-10T00:11:55.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,86.67871222076215,37.07873774509804,1610612738,27,41,2021-04-10T00:12:08Z,1920000,-65.0,73.0,1,right,MISS J. Tatum 9' driving floating bank Shot,[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,9.73,Missed,,,,,,,,,,,,,,,,,,,
195,PT10M54.00S,2021-04-10T00:11:56.8Z,2,REGULAR,rebound,offensive,[],203935,,,1610612738,27,41,2021-04-10T00:12:08Z,1930000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,194.0,2.0,1.0,1.0,,,,,,,,,
196,PT10M52.00S,2021-04-10T00:12:00.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,90.01314060446781,55.52619485294118,1610612738,29,41,2021-04-10T00:15:44Z,1940000,28.0,41.0,1,right,M. Smart putback Layup (4 PTS),[203935],1610612738.0,BOS,putback,,,Smart,M. Smart,,,,,4.98,Made,4.0,,,,,,,,,,,,,,,,,,
197,PT10M42.00S,2021-04-10T00:12:11.2Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612750,29,41,2021-04-10T00:12:21Z,1950000,,,0,,J. Brown shooting personal FOUL (1 PF) (Reid 2 FT),"[1627759, 1629675]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1628954.0,1.0,0.0,Reid,1629675.0,
199,PT10M42.00S,2021-04-10T00:12:37.8Z,2,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,29,42,2021-04-10T00:12:59Z,1970000,,,0,,N. Reid Free Throw 1 of 2 (1 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
200,PT10M42.00S,2021-04-10T00:12:38.7Z,2,REGULAR,substitution,out,[],1627823,,,1610612750,29,42,2021-04-10T00:12:43Z,1980000,,,0,,SUB out: J. Hernangomez,[1627823],1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M42.00S,2021-04-10T00:12:38.7Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,29,42,2021-04-10T00:12:43Z,1990000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M42.00S,2021-04-10T00:12:37.8Z,2,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,29,42,2021-04-10T00:12:59Z,2000000,,,0,,MISS N. Reid Free Throw 2 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
203,PT10M42.00S,2021-04-10T00:12:37.8Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,29,42,2021-04-10T00:12:59Z,2010000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,202.0,3.0,2.0,1.0,,,,,,,,,
204,PT10M34.00S,2021-04-10T00:13:02.1Z,2,REGULAR,3pt,Jump Shot,[],203935,90.09526938239159,2.5199142156862746,1610612738,32,42,2021-04-10T00:13:07Z,2020000,-237.0,41.0,1,right,M. Smart 24' 3PT step back (7 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,24.08,Made,7.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,,
206,PT10M12.00S,2021-04-10T00:13:23.0Z,2,REGULAR,3pt,Jump Shot,[],1629675,29.845597897503286,25.827205882352942,1610612750,32,45,2021-04-10T00:13:29Z,2040000,121.0,228.0,1,left,N. Reid 25' 3PT  (4 PTS) (D. Russell 5 AST),"[1629675, 1626156]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,25.81,Made,4.0,D. Russell,1626156.0,5.0,,,,,,,,,,,,,,,
208,PT09M51.00S,2021-04-10T00:13:46.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.27792378449409,40.510110294117645,1610612738,34,45,2021-04-10T00:19:11Z,2060000,-47.0,29.0,1,right,J. Tatum Layup (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,5.58,Made,10.0,,,,,,,,,,,,,,,,,,
209,PT09M51.00S,2021-04-10T00:13:50.6Z,2,REGULAR,foul,personal,['1freethrow'],1629633,,,1610612738,34,45,2021-04-10T00:14:02Z,2070000,,,0,,J. Culver shooting personal FOUL (3 PF) (Tatum 1 FT),"[1629633, 1628369]",1610612750.0,MIN,shooting,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,1151.0,3.0,0.0,Tatum,1628369.0,
211,PT09M51.00S,2021-04-10T00:14:02.8Z,2,REGULAR,substitution,out,[],1626156,,,1610612738,34,45,2021-04-10T00:15:09Z,2090000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M51.00S,2021-04-10T00:14:02.8Z,2,REGULAR,substitution,out,[],1629633,,,1610612738,34,45,2021-04-10T00:15:09Z,2100000,,,0,,SUB out: J. Culver,[1629633],1610612750.0,MIN,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M51.00S,2021-04-10T00:14:02.8Z,2,REGULAR,substitution,in,[],1630162,,,1610612738,34,45,2021-04-10T00:15:09Z,2110000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M51.00S,2021-04-10T00:14:02.8Z,2,REGULAR,substitution,in,[],1629006,,,1610612738,34,45,2021-04-10T00:15:09Z,2120000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M51.00S,2021-04-10T00:14:29.6Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,35,45,2021-04-10T00:14:29Z,2130000,,,0,,J. Tatum Free Throw 1 of 1 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
216,PT09M32.00S,2021-04-10T00:14:49.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629675,7.440867279894875,50.80422794117647,1610612750,35,47,2021-04-10T00:14:54Z,2140000,-4.0,17.0,1,left,N. Reid cutting DUNK (6 PTS) (A. Edwards 2 AST),"[1629675, 1630162]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,1.79,Made,6.0,A. Edwards,1630162.0,2.0,,,,,,,,,,,,,,,
218,PT09M13.00S,2021-04-10T00:15:08.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.01511169513797,48.10814950980392,1610612738,35,47,2021-04-10T00:15:19Z,2160000,-9.0,32.0,1,right,MISS J. Tatum driving reverse Layup,[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,3.34,Missed,,,,,,,,,,,,,,,,,,,
219,PT09M11.00S,2021-04-10T00:15:10.7Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,35,47,2021-04-10T00:15:19Z,2170000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,218.0,4.0,3.0,1.0,,,,,,,,,
220,PT09M04.00S,2021-04-10T00:15:17.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,84.57621550591328,17.22579656862745,1610612738,37,47,2021-04-10T00:15:24Z,2180000,-164.0,92.0,1,right,J. Tatum 18' step back Jump Shot (13 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,18.82,Made,13.0,,,,,,,,,,,,,,,,,,
222,PT08M41.00S,2021-04-10T00:15:40.2Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,37,47,2021-04-10T00:15:46Z,2190000,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 1627759]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,2.0,Brown,1627759.0,,,,,,
223,PT08M41.00S,2021-04-10T00:15:40.2Z,2,REGULAR,steal,,[],1627759,,,1610612738,37,47,2021-04-10T00:15:41Z,2200000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M36.00S,2021-04-10T00:15:51.0Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,37,47,2021-04-10T00:15:57Z,2210000,,,0,,J. Brown bad pass out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,,,,,,,,,,,,,2.0,,,1628954.0,,,,,
225,PT08M36.00S,2021-04-10T00:15:54.6Z,2,REGULAR,substitution,out,[],1629162,,,1610612750,37,47,2021-04-10T00:15:58Z,2220000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M36.00S,2021-04-10T00:15:54.6Z,2,REGULAR,substitution,in,[],201937,,,1610612750,37,47,2021-04-10T00:15:58Z,2230000,,,0,,SUB in: R. Rubio,[201937],1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M18.00S,2021-04-10T00:16:24.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,37,47,2021-04-10T00:16:24Z,2240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M11.00S,2021-04-10T00:16:43.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201937,6.915243101182654,89.77481617647058,1610612750,37,49,2021-04-10T00:20:44Z,2250000,-199.0,13.0,1,left,R. Rubio 19' Jump Shot (2 PTS) (A. Edwards 3 AST),"[201937, 1630162]",1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,19.93,Made,2.0,A. Edwards,1630162.0,3.0,,,,,,,,,,,,,,,
230,PT07M58.00S,2021-04-10T00:16:56.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,91.80354796320631,3.990502450980392,1610612738,40,49,2021-04-10T00:17:00Z,2270000,-230.0,25.0,1,right,J. Tatum 3PT  (16 PTS) (R. Williams III 1 AST),"[1628369, 1629057]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.13,Made,16.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,,,
232,PT07M37.00S,2021-04-10T00:17:17.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,8.14717477003942,64.0625,1610612750,40,51,2021-04-10T00:17:24Z,2290000,-70.0,24.0,1,left,N. Reid 7' driving bank Hook (8 PTS),[1629675],1610612750.0,MIN,driving bank,,,Reid,N. Reid,,,,,7.43,Made,8.0,,,,,,,,,,,,,,,,,,
233,PT07M28.00S,2021-04-10T00:17:26.9Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,40,51,2021-04-10T00:17:32Z,2300000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1630162]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,3.0,Edwards,1630162.0,,,,,,
234,PT07M28.00S,2021-04-10T00:17:26.9Z,2,REGULAR,steal,,[],1630162,,,1610612750,40,51,2021-04-10T00:17:28Z,2310000,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M24.00S,2021-04-10T00:17:30.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,8.492115637319317,48.353247549019606,1610612750,40,53,2021-04-10T00:17:37Z,2320000,8.0,27.0,1,left,J. McDaniels running finger roll Layup (4 PTS) (A. Edwards 4 AST),"[1630183, 1630162]",1610612750.0,MIN,running finger roll,,,McDaniels,J. McDaniels,,,,,2.85,Made,4.0,A. Edwards,1630162.0,4.0,,,,,,,,,,,,,,,
237,PT07M16.00S,2021-04-10T00:17:42.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,40,53,2021-04-10T00:17:42Z,2340000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M16.00S,2021-04-10T00:20:05.5Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,40,53,2021-04-10T00:20:33Z,2350000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M16.00S,2021-04-10T00:20:05.5Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,40,53,2021-04-10T00:20:33Z,2360000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M16.00S,2021-04-10T00:20:05.5Z,2,REGULAR,substitution,out,[],1629675,,,1610612738,40,53,2021-04-10T00:20:33Z,2370000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M16.00S,2021-04-10T00:20:05.5Z,2,REGULAR,substitution,in,[],202684,,,1610612738,40,53,2021-04-10T00:20:33Z,2380000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M16.00S,2021-04-10T00:20:05.5Z,2,REGULAR,substitution,in,[],1628400,,,1610612738,40,53,2021-04-10T00:20:33Z,2390000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M16.00S,2021-04-10T00:20:05.5Z,2,REGULAR,substitution,in,[],1626157,,,1610612738,40,53,2021-04-10T00:20:33Z,2400000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M09.00S,2021-04-10T00:20:59.1Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,40,53,2021-04-10T00:21:03Z,2410000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1629006]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1.0,Okogie,1629006.0,,,,,,
245,PT07M09.00S,2021-04-10T00:20:59.1Z,2,REGULAR,steal,,[],1629006,,,1610612750,40,53,2021-04-10T00:21:00Z,2420000,,,0,,J. Okogie STEAL (2 STL),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M07.00S,2021-04-10T00:21:02.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629006,6.389618922470433,50.80422794117647,1610612750,40,55,2021-04-10T00:21:11Z,2430000,-4.0,8.0,1,left,J. Okogie running DUNK (7 PTS),[1629006],1610612750.0,MIN,running,,,Okogie,J. Okogie,,,,,0.86,Made,7.0,,,,,,,,,,,,,,,,,,
247,PT06M55.00S,2021-04-10T00:21:17.5Z,2,REGULAR,foul,offensive,[],202684,,,1610612738,40,55,2021-04-10T00:21:24Z,2440000,,,0,,T. Thompson offensive FOUL (3 PF),"[202684, 1629006]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,1151.0,3.0,0.0,Okogie,1629006.0,
249,PT06M55.00S,2021-04-10T00:21:17.5Z,2,REGULAR,turnover,offensive foul,[],202684,,,1610612738,40,55,2021-04-10T00:21:17Z,2460000,,,0,,T. Thompson offensive foul TURNOVER (1 TO),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,1.0,,,1151.0,,,,,
250,PT06M38.00S,2021-04-10T00:21:49.5Z,2,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612750,40,55,2021-04-10T00:21:59Z,2470000,,,0,,K. Towns bad pass out-of-bounds TURNOVER (1 TO),[1626157],1610612750.0,MIN,bad pass,,,Towns,K. Towns,,,,,,,,,,,,,,,,,1.0,,,1628954.0,,,,,
251,PT06M32.00S,2021-04-10T00:22:20.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,74.58935611038108,86.09834558823529,1610612738,43,55,2021-04-10T00:22:27Z,2480000,180.0,186.0,1,right,J. Brown 25' 3PT  (10 PTS) (K. Walker 4 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.95,Made,10.0,K. Walker,202689.0,4.0,,,,,,,,,,,,,,,
253,PT06M17.00S,2021-04-10T00:22:36.0Z,2,REGULAR,3pt,Jump Shot,[],1630162,23.209592641261498,87.56893382352942,1610612750,43,55,2021-04-10T00:22:42Z,2500000,-188.0,166.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,,
254,PT06M15.00S,2021-04-10T00:22:38.0Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,43,55,2021-04-10T00:22:42Z,2510000,,,0,,T. Thompson REBOUND (Off:0 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,253.0,2.0,2.0,0.0,,,,,,,,,
255,PT06M07.00S,2021-04-10T00:22:45.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,69.92649474375821,23.86642156862745,1610612738,43,55,2021-04-10T00:22:53Z,2520000,-131.0,230.0,1,right,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,,
256,PT06M05.00S,2021-04-10T00:22:47.1Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,43,55,2021-04-10T00:22:53Z,2530000,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,255.0,6.0,6.0,0.0,,,,,,,,,
257,PT05M49.00S,2021-04-10T00:23:03.3Z,2,REGULAR,2pt,Hook,[],1626157,10.068988173455978,70.65716911764706,1610612750,43,55,2021-04-10T00:23:09Z,2540000,-103.0,42.0,1,left,MISS K. Towns 11' turnaround Hook,[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,11.15,Missed,,,,,,,,,,,,,,,,,,,
258,PT05M47.00S,2021-04-10T00:23:05.3Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,43,55,2021-04-10T00:23:09Z,2550000,,,0,,T. Thompson REBOUND (Off:0 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,257.0,3.0,3.0,0.0,,,,,,,,,
259,PT05M28.00S,2021-04-10T00:23:25.2Z,2,REGULAR,2pt,Jump Shot,[],1628400,92.19776609724047,78.74540441176471,1610612738,43,55,2021-04-10T00:23:34Z,2560000,144.0,21.0,1,right,MISS S. Ojeleye 14' turnaround Shot,[1628400],1610612738.0,BOS,turnaround,,,Ojeleye,S. Ojeleye,,,,,14.52,Missed,,,,,,,,,,,,,,,,,,,
260,PT05M26.00S,2021-04-10T00:23:27.2Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,43,55,2021-04-10T00:23:34Z,2570000,,,0,,K. Towns REBOUND (Off:0 Def:7),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,259.0,7.0,7.0,0.0,,,,,,,,,
261,PT05M10.00S,2021-04-10T00:23:42.1Z,2,REGULAR,3pt,Jump Shot,[],1630162,32.276609724047304,37.56893382352941,1610612750,43,58,2021-04-10T00:34:03Z,2580000,62.0,251.0,1,left,A. Edwards 25' 3PT step back (12 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,25.85,Made,12.0,,,,,,,,,,,,,,,,,,
262,PT04M49.00S,2021-04-10T00:24:04.9Z,2,REGULAR,3pt,Jump Shot,[],202689,68.54467805519053,73.59834558823529,1610612738,43,58,2021-04-10T00:24:32Z,2590000,118.0,243.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,,
263,PT04M48.00S,2021-04-10T00:24:05.9Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,43,58,2021-04-10T00:24:32Z,2600000,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,262.0,4.0,3.0,1.0,,,,,,,,,
264,PT04M47.00S,2021-04-10T00:24:10.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202684,94.40999984741211,50.0,1610612738,45,58,2021-04-10T00:24:38Z,2610000,0.0,0.0,1,right,T. Thompson tip Layup (2 PTS),[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
265,PT04M47.00S,2021-04-10T00:24:12.5Z,2,REGULAR,foul,personal,['1freethrow'],1626157,,,1610612738,45,58,2021-04-10T00:24:24Z,2620000,,,0,,K. Towns shooting personal FOUL (1 PF) (Thompson 1 FT),"[1626157, 202684]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Thompson,202684.0,
267,PT04M47.00S,2021-04-10T00:24:27.2Z,2,REGULAR,substitution,out,[],202689,,,1610612738,45,58,2021-04-10T00:24:32Z,2640000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M47.00S,2021-04-10T00:24:27.2Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,45,58,2021-04-10T00:24:32Z,2650000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M47.00S,2021-04-10T00:24:49.9Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],202684,,,1610612738,46,58,2021-04-10T00:24:49Z,2660000,,,0,,T. Thompson Free Throw 1 of 1 (3 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
270,PT04M28.00S,2021-04-10T00:25:09.3Z,2,REGULAR,turnover,bad pass,[],1626157,,,1610612750,46,58,2021-04-10T00:25:13Z,2670000,,,0,,K. Towns bad pass TURNOVER (2 TO),"[1626157, 203935]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,2.0,Smart,203935.0,,,,,,
271,PT04M28.00S,2021-04-10T00:25:09.3Z,2,REGULAR,steal,,[],203935,,,1610612738,46,58,2021-04-10T00:25:11Z,2680000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M24.00S,2021-04-10T00:25:13.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,92.72339027595268,51.53952205882353,1610612738,46,58,2021-04-10T00:25:21Z,2690000,8.0,16.0,1,right,MISS M. Smart running finger roll Layup,[203935],1610612738.0,BOS,running finger roll,,,Smart,M. Smart,,,,,1.77,Missed,,,,,,,,,,,,,,,,,,,
273,PT04M23.00S,2021-04-10T00:25:14.9Z,2,REGULAR,rebound,defensive,[],201937,,,1610612750,46,58,2021-04-10T00:25:21Z,2700000,,,0,,R. Rubio REBOUND (Off:0 Def:3),[201937],1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,,,,,,,,,272.0,3.0,3.0,0.0,,,,,,,,,
274,PT04M23.00S,2021-04-10T00:25:18.9Z,2,REGULAR,foul,personal,[],1627759,,,1610612750,46,58,2021-04-10T00:25:26Z,2710000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 201937]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1628954.0,2.0,0.0,Rubio,201937.0,
