actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
182,PT10M31.00S,2021-02-20T01:10:17.6Z,2,REGULAR,substitution,out,[],203503,,,1610612737,33,24,2021-02-20T01:10:25Z,1750000,,,0,,SUB out: T. Snell,[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M31.00S,2021-02-20T01:10:17.6Z,2,REGULAR,substitution,in,[],1628989,,,1610612737,33,24,2021-02-20T01:10:25Z,1760000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M20.00S,2021-02-20T01:10:43.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201568,22.815374507227332,31.93167892156863,1610612737,33,24,2021-02-20T01:10:51Z,1770000,90.0,162.0,1,left,MISS D. Gallinari 18' Jump Shot,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,18.55,Missed,,,,,,,,,,,,,,,,,,,
185,PT10M17.00S,2021-02-20T01:10:46.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,33,24,2021-02-20T01:10:51Z,1780000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,184.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
186,PT10M07.00S,2021-02-20T01:10:55.9Z,2,REGULAR,3pt,Jump Shot,[],1630174,94.87516425755584,4.993872549019608,1610612738,33,24,2021-02-20T01:11:04Z,1790000,-225.0,-4.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,22.5,Missed,,,,,,,,,,,,,,,,,,,
187,PT10M05.00S,2021-02-20T01:10:57.9Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,33,24,2021-02-20T01:11:04Z,1800000,,,0,,C. Capela REBOUND (Off:2 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,186.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
188,PT09M56.00S,2021-02-20T01:11:07.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,8.935611038107753,48.23069852941176,1610612737,33,24,2021-02-20T01:11:20Z,1810000,9.0,31.0,1,left,MISS C. Capela Layup - blocked,"[203991, 1629057]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,3.27,Missed,,,,,,,,,Williams III,1629057.0,,,,,,,,,
189,PT09M56.00S,2021-02-20T01:11:07.7Z,2,REGULAR,block,,[],1629057,,,1610612737,33,24,2021-02-20T01:11:10Z,1820000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M54.00S,2021-02-20T01:11:09.7Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,33,24,2021-02-20T01:11:20Z,1830000,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,188.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
191,PT09M44.00S,2021-02-20T01:11:23.1Z,2,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,33,24,2021-02-20T01:11:30Z,1840000,,,0,,P. Pritchard step out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,step,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,101283.0,1.0,,,,,,,
192,PT09M44.00S,2021-02-20T01:11:29.8Z,2,REGULAR,substitution,out,[],1630219,,,1610612737,33,24,2021-02-20T01:11:34Z,1850000,,,0,,SUB out: S. Mays,[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M44.00S,2021-02-20T01:11:29.8Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,33,24,2021-02-20T01:11:34Z,1860000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M44.00S,2021-02-20T01:11:36.5Z,2,REGULAR,substitution,out,[],1630202,,,1610612737,33,24,2021-02-20T01:11:43Z,1870000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M44.00S,2021-02-20T01:11:36.5Z,2,REGULAR,substitution,in,[],202689,,,1610612737,33,24,2021-02-20T01:11:43Z,1880000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M24.00S,2021-02-20T01:12:20.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201568,7.227332457293036,43.09512867647059,1610612737,33,24,2021-02-20T01:12:27Z,1890000,35.0,15.0,1,left,MISS D. Gallinari driving Layup,[201568],1610612737.0,ATL,driving,,,Gallinari,D. Gallinari,,,,,3.78,Missed,,,,,,,,,,,,,,,,,,,
197,PT09M23.00S,2021-02-20T01:12:21.2Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,33,24,2021-02-20T01:12:27Z,1900000,,,0,,C. Capela REBOUND (Off:3 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,196.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
198,PT09M23.00S,2021-02-20T01:12:27.3Z,2,REGULAR,foul,personal,[],1629057,,,1610612737,33,24,2021-02-20T01:12:36Z,1910000,,,0,,R. Williams III personal FOUL (3 PF),"[1629057, 203991]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,1188.0,,,,3.0,0.0,Capela,203991.0,
200,PT09M23.00S,2021-02-20T01:12:35.6Z,2,REGULAR,substitution,out,[],1628400,,,1610612737,33,24,2021-02-20T01:12:42Z,1930000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M23.00S,2021-02-20T01:12:35.6Z,2,REGULAR,substitution,out,[],201568,,,1610612737,33,24,2021-02-20T01:12:42Z,1940000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M23.00S,2021-02-20T01:12:35.6Z,2,REGULAR,substitution,in,[],1628464,,,1610612737,33,24,2021-02-20T01:12:42Z,1950000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M23.00S,2021-02-20T01:12:35.6Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,33,24,2021-02-20T01:12:42Z,1960000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M16.00S,2021-02-20T01:12:57.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,33,24,2021-02-20T01:12:57Z,1970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M16.00S,2021-02-20T01:12:59.3Z,2,REGULAR,substitution,out,[],203524,,,1610612737,33,24,2021-02-20T01:13:05Z,1980000,,,0,,SUB out: S. Hill,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M16.00S,2021-02-20T01:12:59.3Z,2,REGULAR,substitution,in,[],1629629,,,1610612737,33,24,2021-02-20T01:13:05Z,1990000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M10.00S,2021-02-20T01:13:21.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629629,26.10052562417871,84.87285539215686,1610612737,33,24,2021-02-20T01:13:34Z,2000000,-174.0,193.0,1,left,MISS C. Reddish 26' pullup 3PT,[1629629],1610612737.0,ATL,pullup,,,Reddish,C. Reddish,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,,
208,PT09M09.00S,2021-02-20T01:13:22.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,33,24,2021-02-20T01:13:34Z,2010000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,,
209,PT09M09.00S,2021-02-20T01:13:31.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612737,33,24,2021-02-20T01:13:40Z,2020000,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,202026.0,,,,,,,,
210,PT08M56.00S,2021-02-20T01:13:47.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202689,70.30223390275953,26.034007352941174,1610612738,33,24,2021-02-20T01:13:57Z,2030000,-120.0,227.0,1,right,MISS K. Walker 25' step back 3PT,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
211,PT08M54.00S,2021-02-20T01:13:49.4Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,33,24,2021-02-20T01:13:57Z,2040000,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,210.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
212,PT08M46.00S,2021-02-20T01:13:58.7Z,2,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612737,33,24,2021-02-20T01:14:16Z,2050000,,,0,,D. Theis shooting personal FOUL (1 PF) (Capela 2 FT),"[1628464, 203991]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,101283.0,,,,1.0,0.0,Capela,203991.0,
214,PT08M46.00S,2021-02-20T01:14:19.7Z,2,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,33,25,2021-02-20T01:14:19Z,2070000,,,0,,C. Capela Free Throw 1 of 2 (7 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
215,PT08M46.00S,2021-02-20T01:14:30.9Z,2,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,33,26,2021-02-20T01:14:30Z,2080000,,,0,,C. Capela Free Throw 2 of 2 (8 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
216,PT08M31.00S,2021-02-20T01:14:49.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.90407358738501,56.46446078431373,1610612738,35,26,2021-02-20T01:14:59Z,2090000,32.0,14.0,1,right,J. Tatum driving finger roll Layup (6 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,3.53,Made,,,,,6.0,,,,,,,,,,,,,,
221,PT08M18.00S,2021-02-20T01:15:00.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1629027,16.63929040735874,53.990502450980394,1610612737,35,28,2021-02-20T01:15:19Z,2110000,-20.0,104.0,1,left,T. Young 10' Jump Shot (9 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,10.58,Made,,,,,9.0,,,,,,,,,,,,,,
222,PT08M18.00S,2021-02-20T01:15:12.9Z,2,REGULAR,violation,defensive goaltending,[],1629057,,,1610612737,35,28,2021-02-20T01:15:19Z,2120000,,,0,,R. Williams III defensive goaltending VIOLATION,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,202026.0,,,,,,,,
223,PT08M03.00S,2021-02-20T01:15:27.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,67.62483574244416,28.255208333333332,1610612738,38,28,2021-02-20T01:15:46Z,2130000,-109.0,252.0,1,right,J. Tatum 27' 3PT  (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.43,Made,,,,,9.0,,,,,,,,,,,,,,
224,PT07M48.00S,2021-02-20T01:15:42.8Z,2,REGULAR,turnover,lost ball,[],203991,,,1610612737,38,28,2021-02-20T01:15:50Z,2140000,,,0,,C. Capela lost ball TURNOVER (1 TO),"[203991, 202689]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,1.0,Walker,202689.0,,,,,
225,PT07M48.00S,2021-02-20T01:15:42.8Z,2,REGULAR,steal,,[],202689,,,1610612738,38,28,2021-02-20T01:15:44Z,2150000,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M43.00S,2021-02-20T01:15:48.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630174,92.06636005256242,58.40226715686274,1610612738,38,28,2021-02-20T01:26:19Z,2160000,42.0,22.0,1,right,MISS A. Nesmith driving Layup - blocked,"[1630174, 203991]",1610612738.0,BOS,driving,,,Nesmith,A. Nesmith,,,,,4.75,Missed,,,,,,,,,Capela,203991.0,,,,,,,,,
290,PT07M43.00S,2021-02-20T01:15:48.1Z,2,REGULAR,block,,[],203991,,,1610612738,38,28,2021-02-20T01:26:11Z,2170000,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M41.00S,2021-02-20T01:15:50.1Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,38,28,2021-02-20T01:26:19Z,2180000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,226.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
229,PT07M40.00S,2021-02-20T01:15:54.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628464,90.3580814717477,55.21599264705882,1610612738,40,28,2021-02-20T01:16:52Z,2190000,26.0,38.0,1,right,D. Theis tip Layup (2 PTS),[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,4.62,Made,,,,,2.0,,,,,,,,,,,,,,
230,PT07M32.00S,2021-02-20T01:16:03.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,40,28,2021-02-20T01:16:04Z,2200000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M32.00S,2021-02-20T01:17:37.1Z,2,REGULAR,substitution,out,[],1630174,,,1610612737,40,28,2021-02-20T01:19:44Z,2205000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M32.00S,2021-02-20T01:17:37.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612737,40,28,2021-02-20T01:19:44Z,2207500,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M28.00S,2021-02-20T01:19:10.3Z,2,REGULAR,turnover,lost ball,[],1629027,,,1610612737,40,28,2021-02-20T01:35:17Z,2210000,,,0,,T. Young lost ball TURNOVER (2 TO),"[1629027, 202689]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,2.0,Walker,202689.0,,,,,
232,PT07M28.00S,2021-02-20T01:19:10.3Z,2,REGULAR,steal,,[],202689,,,1610612738,40,28,2021-02-20T01:19:17Z,2220000,,,0,,K. Walker STEAL (2 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M26.00S,2021-02-20T01:19:18.1Z,2,REGULAR,turnover,lost ball,[],1628464,,,1610612738,40,28,2021-02-20T01:35:24Z,2230000,,,0,,D. Theis lost ball TURNOVER (1 TO),"[1628464, 1629629]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,1.0,Reddish,1629629.0,,,,,
234,PT07M26.00S,2021-02-20T01:19:18.1Z,2,REGULAR,steal,,[],1629629,,,1610612737,40,28,2021-02-20T01:21:24Z,2240000,,,0,,C. Reddish STEAL (2 STL),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT07M22.00S,2021-02-20T01:19:21.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629629,5.732588699080158,50.80422794117647,1610612737,40,28,2021-02-20T01:36:26Z,2242500,-4.0,1.0,1,left,MISS C. Reddish driving Layup - blocked,"[1629629, 1629057]",1610612737.0,ATL,driving,,,Reddish,C. Reddish,,,,,0.42,Missed,,,,,,,,,Williams III,1629057.0,,,,,,,,,
344,PT07M22.00S,2021-02-20T01:19:21.0Z,2,REGULAR,block,,[],1629057,,,1610612737,40,28,2021-02-20T01:36:26Z,2243750,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT07M20.00S,2021-02-20T01:19:23.0Z,2,REGULAR,rebound,offensive,[],1629629,,,1610612737,40,28,2021-02-20T01:36:26Z,2244375,,,0,,C. Reddish REBOUND (Off:1 Def:1),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,343.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
316,PT07M12.00S,2021-02-20T01:19:24.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628381,20.105124835742444,34.375,1610612737,40,28,2021-02-20T01:36:26Z,2245000,78.0,136.0,1,left,MISS J. Collins 15' Jump Shot,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,15.73,Missed,,,,,,,,,,,,,,,,,,,
317,PT07M10.00S,2021-02-20T01:19:26.0Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,40,28,2021-02-20T01:30:31Z,2247500,,,0,,C. Capela REBOUND (Off:4 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,316.0,7.0,3.0,4.0,,,,,,,,,,,,,,,
235,PT07M04.00S,2021-02-20T01:19:30.0Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628381,23.47240473061761,39.28462009803921,1610612737,40,28,2021-02-20T01:30:31Z,2250000,54.0,168.0,1,left,MISS J. Collins 17' Jump Shot,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,17.64,Missed,,,,,,,,,,,,,,,,,,,
236,PT07M02.00S,2021-02-20T01:19:32.0Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,40,28,2021-02-20T01:19:55Z,2260000,,,0,,C. Capela REBOUND (Off:5 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,235.0,8.0,3.0,5.0,,,,,,,,,,,,,,,
237,PT06M56.00S,2021-02-20T01:19:38.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",203991,5.590000152587891,50.0,1610612737,40,30,2021-02-20T01:21:24Z,2270000,0.0,0.0,1,left,C. Capela tip Layup (10 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Made,,,,,10.0,,,,,,,,,,,,,,
241,PT06M52.00S,2021-02-20T01:19:53.7Z,2,REGULAR,violation,kicked ball,[],1628381,,,1610612738,40,30,2021-02-20T01:20:00Z,2290000,,,0,,J. Collins kicked ball VIOLATION,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,1188.0,,,,,,,,
242,PT06M42.00S,2021-02-20T01:20:03.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,90.62089356110381,41.24540441176471,1610612738,42,30,2021-02-20T01:20:18Z,2300000,-44.0,36.0,1,right,R. Williams III Layup (6 PTS) (D. Theis 1 AST),"[1629057, 1628464]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,5.65,Made,,,,,6.0,D. Theis,1628464.0,1.0,,,,,,,,,,,
243,PT06M26.00S,2021-02-20T01:20:19.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,9.149145860709593,43.20618872549019,1610612737,42,32,2021-02-20T01:20:35Z,2310000,34.0,34.0,1,left,C. Reddish driving Layup (4 PTS) (C. Capela 1 AST),"[1629629, 203991]",1610612737.0,ATL,driving,,,Reddish,C. Reddish,,,,,4.77,Made,,,,,4.0,C. Capela,203991.0,1.0,,,,,,,,,,,
244,PT06M14.00S,2021-02-20T01:20:31.7Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,42,32,2021-02-20T01:20:38Z,2320000,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 1629027]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,3.0,Young,1629027.0,,,,,
245,PT06M14.00S,2021-02-20T01:20:31.7Z,2,REGULAR,steal,,[],1629027,,,1610612737,42,32,2021-02-20T01:20:33Z,2330000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M07.00S,2021-02-20T01:20:37.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203991,7.703679369250986,41.24540441176471,1610612737,42,34,2021-02-20T01:20:47Z,2340000,44.0,20.0,1,left,C. Capela running DUNK (12 PTS) (T. Young 2 AST),"[203991, 1629027]",1610612737.0,ATL,running,,,Capela,C. Capela,,,,,4.81,Made,,,,,12.0,T. Young,1629027.0,2.0,,,,,,,,,,,
248,PT05M44.00S,2021-02-20T01:21:01.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,89.96386333771353,62.07873774509803,1610612738,42,34,2021-02-20T01:21:07Z,2360000,60.0,42.0,1,right,MISS K. Walker 7' driving Layup - blocked,"[202689, 203991]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,7.35,Missed,,,,,,,,,Capela,203991.0,,,,,,,,,
249,PT05M44.00S,2021-02-20T01:21:01.0Z,2,REGULAR,block,,[],203991,,,1610612738,42,34,2021-02-20T01:21:03Z,2370000,,,0,,C. Capela BLOCK (3 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M42.00S,2021-02-20T01:21:03.0Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,42,34,2021-02-20T01:21:07Z,2380000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,248.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
251,PT05M36.00S,2021-02-20T01:21:09.1Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,42,34,2021-02-20T01:21:28Z,2390000,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 1629057]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,3.0,Williams III,1629057.0,,,,,
252,PT05M36.00S,2021-02-20T01:21:09.1Z,2,REGULAR,steal,,[],1629057,,,1610612738,42,34,2021-02-20T01:21:11Z,2400000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M33.00S,2021-02-20T01:21:13.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629057,89.30683311432325,57.666973039215684,1610612738,44,34,2021-02-20T01:30:48Z,2410000,38.0,48.0,1,right,R. Williams III 6' alley-oop DUNK (8 PTS) (J. Tatum 3 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,6.14,Made,,,,,8.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,
255,PT05M27.00S,2021-02-20T01:21:21.8Z,2,REGULAR,turnover,out-of-bounds,[],1628381,,,1610612737,44,34,2021-02-20T01:21:41Z,2430000,,,0,,J. Collins bad pass out-of-bounds TURNOVER (1 TO),[1628381],1610612737.0,ATL,bad pass,,,Collins,J. Collins,,,,,,,,,,,,,,,,,1188.0,1.0,,,,,,,
256,PT05M27.00S,2021-02-20T01:21:28.3Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,44,34,2021-02-20T01:21:34Z,2440000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M27.00S,2021-02-20T01:21:28.3Z,2,REGULAR,substitution,in,[],1630174,,,1610612738,44,34,2021-02-20T01:21:34Z,2450000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M18.00S,2021-02-20T01:21:42.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202689,66.44218134034165,70.41207107843137,1610612738,47,34,2021-02-20T01:21:47Z,2460000,102.0,263.0,1,right,K. Walker 28' 3PT pullup (11 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,28.2,Made,,,,,11.0,,,,,,,,,,,,,,
259,PT04M57.00S,2021-02-20T01:22:02.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,9.280551905387648,42.96109068627451,1610612737,47,34,2021-02-20T01:22:11Z,2470000,35.0,35.0,1,left,MISS J. Collins driving Layup - blocked,"[1628381, 1629057]",1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,4.94,Missed,,,,,,,,,Williams III,1629057.0,,,,,,,,,
267,PT04M57.00S,2021-02-20T01:22:02.8Z,2,REGULAR,block,,[],1629057,,,1610612737,47,34,2021-02-20T01:23:06Z,2475000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M55.00S,2021-02-20T01:22:04.8Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,47,34,2021-02-20T01:22:11Z,2480000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,259.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
261,PT04M34.00S,2021-02-20T01:22:26.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,91.14651773981603,55.21599264705882,1610612738,49,34,2021-02-20T01:22:38Z,2490000,26.0,31.0,1,right,R. Williams III cutting Layup (10 PTS) (D. Theis 2 AST),"[1629057, 1628464]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,4.03,Made,,,,,10.0,D. Theis,1628464.0,2.0,,,,,,,,,,,
