actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
354,PT08M37.00S,2021-04-01T01:01:59.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,8.754927726675426,97.37285539215686,1610612738,51,69,2021-04-01T01:02:10Z,3500000,-237.0,30.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.88,Missed,,,,,,,,,,,,,,,,,,
355,PT08M35.00S,2021-04-01T01:02:01.4Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,51,69,2021-04-01T01:04:58Z,3510000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,354.0,5.0,4.0,1.0,,,,,,,,,,,,,,
356,PT08M29.00S,2021-04-01T01:02:08.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629021,29.77989487516426,70.65716911764706,1610612738,51,69,2021-04-01T01:02:12Z,3520000,-103.0,227.0,1,left,MISS M. Wagner 24' 3PT,[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,
357,PT08M27.00S,2021-04-01T01:02:10.1Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,51,69,2021-04-01T01:02:12Z,3530000,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,356.0,5.0,5.0,0.0,,,,,,,,,,,,,,
358,PT08M10.00S,2021-04-01T01:02:27.0Z,3,REGULAR,3pt,Jump Shot,[],1629029,66.17936925098554,40.510110294117645,1610612742,51,72,2021-04-01T01:04:05Z,3540000,-47.0,265.0,1,right,L. Doncic 26' 3PT pullup (27 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,26.96,Made,,,,,27.0,,,,,,,,,,,,,
359,PT07M56.00S,2021-04-01T01:02:40.6Z,3,REGULAR,turnover,bad pass,[],202689,,,1610612738,51,72,2021-04-01T01:03:09Z,3550000,,,0,,K. Walker bad pass TURNOVER (1 TO),"[202689, 204001]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,1.0,Porzingis,204001.0,,,,,
360,PT07M56.00S,2021-04-01T01:02:40.6Z,3,REGULAR,steal,,[],204001,,,1610612742,51,72,2021-04-01T01:02:42Z,3560000,,,0,,K. Porzingis STEAL (2 STL),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
361,PT07M52.00S,2021-04-01T01:02:46.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627827,92.72339027595268,44.676776960784316,1610612742,51,74,2021-04-01T01:05:41Z,3570000,-27.0,16.0,1,right,D. Finney-Smith Layup (8 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,3.1,Made,,,,,8.0,,,,,,,,,,,,,
362,PT07M52.00S,2021-04-01T01:02:57.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,51,74,2021-04-01T01:02:57Z,3580000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT07M39.00S,2021-04-01T01:06:25.8Z,3,REGULAR,3pt,Jump Shot,[],202689,27.677398160315374,20.657169117647058,1610612738,54,74,2021-04-01T01:06:30Z,3590000,147.0,208.0,1,left,K. Walker 25' 3PT pullup (9 PTS) (J. Tatum 2 AST),"[202689, 1628369]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.43,Made,,,,,9.0,J. Tatum,1628369.0,2.0,,,,,,,,,,
364,PT07M14.00S,2021-04-01T01:06:50.3Z,3,REGULAR,turnover,lost ball,[],1628467,,,1610612742,54,74,2021-04-01T01:06:53Z,3600000,,,0,,M. Kleber lost ball TURNOVER (1 TO),"[1628467, 203935]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,1.0,Smart,203935.0,,,,,
365,PT07M14.00S,2021-04-01T01:06:50.3Z,3,REGULAR,steal,,[],203935,,,1610612738,54,74,2021-04-01T01:06:51Z,3610000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
366,PT07M10.00S,2021-04-01T01:06:54.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627759,28.597240473061763,18.206188725490197,1610612738,57,74,2021-04-01T01:07:02Z,3620000,159.0,216.0,1,left,J. Brown 26' 3PT running pullup (15 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,26.85,Made,,,,,15.0,M. Smart,203935.0,4.0,,,,,,,,,,
368,PT06M43.00S,2021-04-01T01:07:21.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,79.84559789750328,60.60814950980392,1610612742,57,74,2021-04-01T01:07:27Z,3640000,53.0,137.0,1,right,MISS J. Richardson 14' turnaround Shot,[1626196],1610612742.0,DAL,turnaround,,,Richardson,J. Richardson,,,,,14.69,Missed,,,,,,,,,,,,,,,,,,
369,PT06M39.00S,2021-04-01T01:07:25.5Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,57,74,2021-04-01T01:07:27Z,3650000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,368.0,4.0,4.0,0.0,,,,,,,,,,,,,,
370,PT06M33.00S,2021-04-01T01:07:30.6Z,3,REGULAR,2pt,Jump Shot,[],202689,18.478975032851512,21.147365196078432,1610612738,59,74,2021-04-01T01:07:36Z,3660000,144.0,121.0,1,left,K. Walker 18' pullup Jump Shot (11 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,18.84,Made,,,,,11.0,,,,,,,,,,,,,
371,PT06M32.00S,2021-04-01T01:07:39.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,59,74,2021-04-01T01:07:39Z,3670000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M19.00S,2021-04-01T01:11:11.8Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612742,59,74,2021-04-01T01:11:21Z,3680000,,,0,,M. Smart shooting personal FOUL (2 PF) (Doncic 2 FT),"[203935, 1629029]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Doncic,1629029.0
375,PT06M19.00S,2021-04-01T01:11:31.5Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,59,74,2021-04-01T01:11:31Z,3700000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,
376,PT06M19.00S,2021-04-01T01:11:31.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,59,74,2021-04-01T01:11:31Z,3710000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,375.0,,,,,,,,,,,,,,,,,
377,PT06M19.00S,2021-04-01T01:11:32.3Z,3,REGULAR,substitution,out,[],1628467,,,1610612742,59,74,2021-04-01T01:11:37Z,3720000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M19.00S,2021-04-01T01:11:32.3Z,3,REGULAR,substitution,in,[],203501,,,1610612742,59,74,2021-04-01T01:11:37Z,3730000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M19.00S,2021-04-01T01:12:02.4Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,59,75,2021-04-01T01:12:02Z,3740000,,,0,,L. Doncic Free Throw 2 of 2 (28 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,28.0,,,,,,,,,,,,,
380,PT06M07.00S,2021-04-01T01:12:16.7Z,3,REGULAR,2pt,Jump Shot,[],202689,21.895532194480946,35.853247549019606,1610612738,59,75,2021-04-01T01:12:28Z,3750000,71.0,153.0,1,left,MISS K. Walker 16' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,16.88,Missed,,,,,,,,,,,,,,,,,,
381,PT06M02.00S,2021-04-01T01:12:21.7Z,3,REGULAR,rebound,offensive,[],1629021,,,1610612738,59,75,2021-04-01T01:12:28Z,3760000,,,0,,M. Wagner REBOUND (Off:2 Def:2),[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,380.0,4.0,2.0,2.0,,,,,,,,,,,,,,
382,PT06M02.00S,2021-04-01T01:12:20.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,5.590000152587891,50.0,1610612738,59,75,2021-04-01T01:12:20Z,3770000,0.0,0.0,1,left,MISS M. Wagner tip Layup,[1629021],1610612738.0,BOS,tip,,,Wagner,M. Wagner,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
383,PT06M01.00S,2021-04-01T01:12:21.3Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,59,75,2021-04-01T01:12:21Z,3780000,,,0,,J. Tatum REBOUND (Off:2 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,382.0,6.0,4.0,2.0,,,,,,,,,,,,,,
384,PT06M01.00S,2021-04-01T01:12:22.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,7.30946123521682,47.61795343137255,1610612738,61,75,2021-04-01T01:12:40Z,3790000,12.0,16.0,1,left,J. Tatum driving Layup (13 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.01,Made,,,,,13.0,,,,,,,,,,,,,
385,PT05M42.00S,2021-04-01T01:12:40.2Z,3,REGULAR,3pt,Jump Shot,[],204001,65.78515111695138,20.902267156862745,1610612742,61,75,2021-04-01T01:12:46Z,3800000,-145.0,269.0,1,right,MISS K. Porzingis 30' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,30.59,Missed,,,,,,,,,,,,,,,,,,
386,PT05M40.00S,2021-04-01T01:12:42.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,61,75,2021-04-01T01:12:46Z,3810000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,385.0,,,,,,,,,,,,,,,,,
387,PT05M40.00S,2021-04-01T01:12:45.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,61,75,2021-04-01T01:12:45Z,3820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M40.00S,2021-04-01T01:12:47.0Z,3,REGULAR,substitution,out,[],1629029,,,1610612738,61,75,2021-04-01T01:12:53Z,3830000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M40.00S,2021-04-01T01:12:47.0Z,3,REGULAR,substitution,in,[],1628973,,,1610612738,61,75,2021-04-01T01:12:53Z,3840000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M27.00S,2021-04-01T01:13:10.8Z,3,REGULAR,3pt,Jump Shot,[],202689,11.251642575558476,3.990502450980392,1610612738,61,75,2021-04-01T01:13:15Z,3850000,230.0,53.0,1,left,MISS K. Walker 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,23.61,Missed,,,,,,,,,,,,,,,,,,
391,PT05M24.00S,2021-04-01T01:13:13.8Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,61,75,2021-04-01T01:13:15Z,3860000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:5),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,390.0,7.0,5.0,2.0,,,,,,,,,,,,,,
392,PT05M11.00S,2021-04-01T01:13:31.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629021,,,1610612742,61,75,2021-04-01T01:13:38Z,3870000,,,0,,M. Wagner shooting personal FOUL (3 PF) (Porzingis 2 FT),"[1629021, 204001]",1610612738.0,BOS,shooting,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,1626300.0,3.0,0.0,Porzingis,204001.0
394,PT05M11.00S,2021-04-01T01:13:56.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612742,61,75,2021-04-01T01:13:56Z,3890000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT05M11.00S,2021-04-01T01:14:06.6Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612742,61,75,2021-04-01T01:19:52Z,3900000,,,0,,,[],1610612738.0,BOS,stands,,,,,,,,,,,,,,,,,,,,,,,,2529.0,,,,
396,PT05M11.00S,2021-04-01T01:15:46.8Z,3,REGULAR,freethrow,1 of 2,[],204001,,,1610612742,61,75,2021-04-01T01:15:46Z,3910000,,,0,,MISS K. Porzingis Free Throw 1 of 2,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Missed,,,,,,,,,,,,,,,,,,
397,PT05M11.00S,2021-04-01T01:15:46.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,61,75,2021-04-01T01:15:46Z,3920000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,396.0,,,,,,,,,,,,,,,,,
398,PT05M11.00S,2021-04-01T01:15:47.4Z,3,REGULAR,substitution,out,[],203935,,,1610612742,61,75,2021-04-01T01:16:02Z,3930000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M11.00S,2021-04-01T01:15:47.4Z,3,REGULAR,substitution,in,[],203095,,,1610612742,61,75,2021-04-01T01:16:02Z,3940000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M11.00S,2021-04-01T01:16:04.7Z,3,REGULAR,freethrow,2 of 2,[],204001,,,1610612742,61,76,2021-04-01T01:16:04Z,3950000,,,0,,K. Porzingis Free Throw 2 of 2 (13 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
401,PT04M47.00S,2021-04-01T01:16:28.9Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,61,76,2021-04-01T01:16:33Z,3960000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1628973]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,3.0,Brunson,1628973.0,,,,,
402,PT04M47.00S,2021-04-01T01:16:28.9Z,3,REGULAR,steal,,[],1628973,,,1610612742,61,76,2021-04-01T01:16:30Z,3970000,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M43.00S,2021-04-01T01:16:33.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628973,92.46057818659659,53.74540441176471,1610612742,61,78,2021-04-01T01:16:39Z,3980000,19.0,18.0,1,right,J. Brunson running Layup (11 PTS),[1628973],1610612742.0,DAL,running,,,Brunson,J. Brunson,,,,,2.62,Made,,,,,11.0,,,,,,,,,,,,,
404,PT04M33.00S,2021-04-01T01:16:47.2Z,3,REGULAR,foul,personal,[],1627827,,,1610612738,61,78,2021-04-01T01:16:54Z,3990000,,,0,,D. Finney-Smith personal FOUL (1 PF),"[1627827, 1628369]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,2529.0,1.0,0.0,Tatum,1628369.0
406,PT04M26.00S,2021-04-01T01:17:06.4Z,3,REGULAR,2pt,Jump Shot,[],1628369,12.565703022339028,30.215992647058826,1610612738,61,78,2021-04-01T01:17:11Z,4010000,99.0,66.0,1,left,MISS J. Tatum 11' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,11.87,Missed,,,,,,,,,,,,,,,,,,
407,PT04M23.00S,2021-04-01T01:17:09.4Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,61,78,2021-04-01T01:17:11Z,4020000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,406.0,1.0,1.0,0.0,,,,,,,,,,,,,,
408,PT04M04.00S,2021-04-01T01:17:27.6Z,3,REGULAR,3pt,Jump Shot,[],204001,90.48948751642575,96.39246323529412,1610612742,61,81,2021-04-01T01:17:32Z,4030000,232.0,37.0,1,right,K. Porzingis 3PT  (16 PTS) (J. Richardson 4 AST),"[204001, 1626196]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,23.49,Made,,,,,16.0,J. Richardson,1626196.0,4.0,,,,,,,,,,
410,PT03M47.00S,2021-04-01T01:17:44.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,7.178055190538765,96.8826593137255,1610612738,64,81,2021-04-01T01:17:50Z,4050000,-234.0,15.0,1,left,J. Brown 3PT  (18 PTS) (K. Walker 3 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.49,Made,,,,,18.0,K. Walker,202689.0,3.0,,,,,,,,,,
412,PT03M30.00S,2021-04-01T01:18:01.3Z,3,REGULAR,2pt,Jump Shot,[],204001,82.9993429697766,23.353247549019606,1610612742,64,81,2021-04-01T01:18:07Z,4070000,-133.0,107.0,1,right,MISS K. Porzingis 17' turnaround bank Shot,[204001],1610612742.0,DAL,turnaround bank,,,Porzingis,K. Porzingis,,,,,17.1,Missed,,,,,,,,,,,,,,,,,,
413,PT03M27.00S,2021-04-01T01:18:04.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,64,81,2021-04-01T01:18:07Z,4080000,,,0,,J. Tatum REBOUND (Off:2 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,412.0,7.0,5.0,2.0,,,,,,,,,,,,,,
414,PT03M21.00S,2021-04-01T01:18:12.8Z,3,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612738,64,81,2021-04-01T01:18:22Z,4090000,,,0,,J. Richardson shooting personal FOUL (2 PF) (Brown 2 FT),"[1626196, 1627759]",1610612742.0,DAL,shooting,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Brown,1627759.0
416,PT03M21.00S,2021-04-01T01:18:36.3Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,64,81,2021-04-01T01:18:36Z,4110000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
417,PT03M21.00S,2021-04-01T01:18:36.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,64,81,2021-04-01T01:18:36Z,4120000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,416.0,,,,,,,,,,,,,,,,,
418,PT03M21.00S,2021-04-01T01:18:36.9Z,3,REGULAR,substitution,out,[],202689,,,1610612738,64,81,2021-04-01T01:18:46Z,4130000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M21.00S,2021-04-01T01:18:36.9Z,3,REGULAR,substitution,out,[],1629021,,,1610612738,64,81,2021-04-01T01:18:46Z,4140000,,,0,,SUB out: M. Wagner,[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M21.00S,2021-04-01T01:18:36.9Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,64,81,2021-04-01T01:18:46Z,4150000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M21.00S,2021-04-01T01:18:36.9Z,3,REGULAR,substitution,in,[],1628436,,,1610612738,64,81,2021-04-01T01:18:46Z,4160000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M21.00S,2021-04-01T01:18:54.9Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,65,81,2021-04-01T01:18:54Z,4170000,,,0,,J. Brown Free Throw 2 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
423,PT03M10.00S,2021-04-01T01:19:07.0Z,3,REGULAR,2pt,Jump Shot,[],1626196,82.86793692509855,16.735600490196077,1610612742,65,81,2021-04-01T01:19:13Z,4180000,-166.0,109.0,1,right,MISS J. Richardson 19' fadeaway Shot,[1626196],1610612742.0,DAL,fadeaway,,,Richardson,J. Richardson,,,,,19.86,Missed,,,,,,,,,,,,,,,,,,
424,PT03M06.00S,2021-04-01T01:19:11.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,65,81,2021-04-01T01:19:13Z,4190000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,423.0,2.0,1.0,1.0,,,,,,,,,,,,,,
425,PT03M02.00S,2021-04-01T01:19:14.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,27.414586070959263,78.25520833333334,1610612738,65,81,2021-04-01T01:19:21Z,4200000,-141.0,205.0,1,left,MISS J. Tatum 24' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,
426,PT03M00.00S,2021-04-01T01:19:16.4Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,65,81,2021-04-01T01:19:21Z,4210000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:6),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,425.0,8.0,6.0,2.0,,,,,,,,,,,,,,
427,PT02M51.00S,2021-04-01T01:19:26.6Z,3,REGULAR,3pt,Jump Shot,[],204001,64.99671484888306,27.029718137254903,1610612742,65,81,2021-04-01T01:19:31Z,4220000,-115.0,277.0,1,right,MISS K. Porzingis 29' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,29.94,Missed,,,,,,,,,,,,,,,,,,
428,PT02M47.00S,2021-04-01T01:19:30.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,65,81,2021-04-01T01:19:31Z,4230000,,,0,,J. Tatum REBOUND (Off:2 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,427.0,8.0,6.0,2.0,,,,,,,,,,,,,,
429,PT02M42.00S,2021-04-01T01:19:34.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,29.122864651773984,23.84344362745098,1610612738,65,81,2021-04-01T01:19:50Z,4240000,131.0,221.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
430,PT02M40.00S,2021-04-01T01:19:36.8Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,65,81,2021-04-01T01:23:09Z,4250000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,429.0,2.0,2.0,0.0,,,,,,,,,,,,,,
431,PT02M39.00S,2021-04-01T01:19:51.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612742,65,81,2021-04-01T01:20:20Z,4260000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M39.00S,2021-04-01T01:20:45.9Z,3,REGULAR,substitution,out,[],1626196,,,1610612742,65,81,2021-04-01T01:21:01Z,4270000,,,0,,SUB out: J. Richardson,[1626196],1610612742.0,DAL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M39.00S,2021-04-01T01:20:45.9Z,3,REGULAR,substitution,in,[],1629029,,,1610612742,65,81,2021-04-01T01:21:01Z,4280000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M29.00S,2021-04-01T01:21:13.4Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,65,81,2021-04-01T01:21:18Z,4290000,,,0,,L. Doncic bad pass TURNOVER (4 TO),"[1629029, 1627759]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,4.0,Brown,1627759.0,,,,,
435,PT02M29.00S,2021-04-01T01:21:13.4Z,3,REGULAR,steal,,[],1627759,,,1610612738,65,81,2021-04-01T01:21:16Z,4300000,,,0,,J. Brown STEAL (4 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M19.00S,2021-04-01T01:21:22.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,11.514454664914586,40.01991421568628,1610612738,67,81,2021-04-01T01:21:27Z,4310000,50.0,56.0,1,left,J. Tatum 7' driving Layup (15 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,7.48,Made,,,,,15.0,,,,,,,,,,,,,
437,PT02M04.00S,2021-04-01T01:21:38.0Z,3,REGULAR,2pt,Jump Shot,[],1629029,75.50919842312747,50.314031862745104,1610612742,67,83,2021-04-01T01:21:42Z,4320000,2.0,178.0,1,right,L. Doncic 17' pullup Jump Shot (30 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,17.77,Made,,,,,30.0,,,,,,,,,,,,,
438,PT01M54.00S,2021-04-01T01:21:48.2Z,3,REGULAR,3pt,Jump Shot,[],1628436,31.750985545335087,58.647365196078425,1610612738,67,83,2021-04-01T01:21:52Z,4330000,-43.0,246.0,1,left,MISS L. Kornet 24' 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,
