actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
91,PT04M24.00S,2021-04-28T23:54:17.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,95.3515111695138,2.2748161764705883,1610612738,26,15,2021-04-28T23:54:22Z,890000,-239.0,-9.0,1,right,J. Tatum 3PT  (9 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.88,Made,,,,,,,9.0,,,,,,J. Brown,1627759.0,2.0,,,
93,PT04M05.00S,2021-04-28T23:54:36.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629667,7.35873850197109,49.21109068627451,1610612766,26,17,2021-04-28T23:54:43Z,910000,4.0,17.0,1,left,J. McDaniels driving DUNK (2 PTS) (B. Biyombo 1 AST),"[1629667, 202687]",1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,1.71,Made,,,,,,,2.0,,,,,,B. Biyombo,202687.0,1.0,,,
95,PT03M45.00S,2021-04-28T23:54:56.7Z,1,REGULAR,3pt,Jump Shot,[],1627759,76.16622864651774,11.34344362745098,1610612738,29,17,2021-04-28T23:55:01Z,930000,-193.0,172.0,1,right,J. Brown 25' 3PT  (12 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.84,Made,,,,,,,12.0,,,,,,J. Tatum,1628369.0,4.0,,,
97,PT03M37.00S,2021-04-28T23:55:06.1Z,1,REGULAR,3pt,Jump Shot,[],1628970,4.812746386333772,96.6375612745098,1610612766,29,17,2021-04-28T23:55:16Z,950000,-233.0,-7.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,23.33,Missed,,,,,,,,,,,,,,,,,,
98,PT03M35.00S,2021-04-28T23:55:08.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,29,17,2021-04-28T23:55:16Z,960000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,
99,PT03M35.00S,2021-04-28T23:55:13.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,29,17,2021-04-28T23:55:13Z,970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M19.00S,2021-04-28T23:55:31.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,71.82982917214193,16.245404411764707,1610612738,29,17,2021-04-28T23:55:50Z,980000,-169.0,212.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.12,Missed,,,,,,,,,,,,,,,,,,
101,PT03M17.00S,2021-04-28T23:55:33.6Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,29,17,2021-04-28T23:55:36Z,990000,,,0,,J. Brown REBOUND (Off:2 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,100.0,4.0,2.0,2.0,,,,,,,,,,,,,,
102,PT03M15.00S,2021-04-28T23:55:41.3Z,1,REGULAR,foul,personal,[],1628970,,,1610612738,29,17,2021-04-28T23:55:49Z,1000000,,,0,,M. Bridges personal FOUL (1 PF),"[1628970, 1629057]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,202035.0,1.0,0.0,Williams III,1629057.0,,,,,,
104,PT03M15.00S,2021-04-28T23:55:53.3Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,29,17,2021-04-28T23:55:58Z,1020000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M15.00S,2021-04-28T23:55:53.3Z,1,REGULAR,substitution,in,[],203095,,,1610612738,29,17,2021-04-28T23:55:58Z,1030000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M03.00S,2021-04-28T23:56:19.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630202,84.83902759526939,69.67677696078431,1610612738,29,17,2021-04-28T23:56:29Z,1040000,98.0,90.0,1,right,MISS P. Pritchard 13' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,13.34,Missed,,,,,,,,,,,,,,,,,,
107,PT03M02.00S,2021-04-28T23:56:20.0Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612738,29,17,2021-04-28T23:56:29Z,1050000,,,0,,A. Nesmith REBOUND (Off:1 Def:0),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,106.0,1.0,0.0,1.0,,,,,,,,,,,,,,
108,PT03M01.00S,2021-04-28T23:56:24.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630174,94.40999984741211,50.0,1610612738,29,17,2021-04-28T23:56:50Z,1060000,0.0,0.0,1,right,MISS A. Nesmith tip Layup,[1630174],1610612738.0,BOS,tip,,,Nesmith,A. Nesmith,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
109,PT02M59.00S,2021-04-28T23:56:26.5Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,29,17,2021-04-28T23:56:50Z,1070000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,
113,PT02M45.00S,2021-04-28T23:56:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.783837056504599,60.853247549019606,1610612766,29,17,2021-04-28T23:58:57Z,1110000,-54.0,11.0,1,left,MISS M. Bridges driving finger roll Layup,[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,5.55,Missed,,,,,,,,,,,,,,,,,,
114,PT02M44.00S,2021-04-28T23:56:37.9Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,29,17,2021-04-28T23:56:42Z,1120000,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,113.0,5.0,3.0,2.0,,,,,,,,,,,,,,
115,PT02M38.00S,2021-04-28T23:56:45.1Z,1,REGULAR,3pt,Jump Shot,[],1630174,72.61826544021025,15.510110294117647,1610612738,29,17,2021-04-28T23:56:57Z,1130000,-172.0,205.0,1,right,MISS A. Nesmith 26' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,
116,PT02M37.00S,2021-04-28T23:56:46.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,29,17,2021-04-28T23:56:57Z,1140000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,
117,PT02M37.00S,2021-04-28T23:56:51.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,29,17,2021-04-28T23:56:51Z,1150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M37.00S,2021-04-28T23:56:56.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,29,17,2021-04-28T23:56:56Z,1160000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M37.00S,2021-04-28T23:59:19.2Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,29,17,2021-04-28T23:59:30Z,1170000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M37.00S,2021-04-28T23:59:19.2Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,29,17,2021-04-28T23:59:30Z,1180000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M37.00S,2021-04-28T23:59:19.2Z,1,REGULAR,substitution,in,[],1628984,,,1610612766,29,17,2021-04-28T23:59:30Z,1190000,,,0,,SUB in: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M37.00S,2021-04-28T23:59:19.2Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,29,17,2021-04-28T23:59:30Z,1200000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M31.00S,2021-04-28T23:59:56.4Z,1,REGULAR,turnover,traveling,[],202954,,,1610612766,29,17,2021-04-29T00:00:02Z,1210000,,,0,,B. Wanamaker traveling TURNOVER (1 TO),[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,202035.0,,,,,,,,1.0,,
124,PT02M16.00S,2021-04-29T00:00:23.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,82.47371879106439,40.01991421568628,1610612738,29,17,2021-04-29T00:00:35Z,1220000,-50.0,112.0,1,right,MISS J. Brown 12' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,12.28,Missed,,,,,,,,,,,,,,,,,,
125,PT02M14.00S,2021-04-29T00:00:25.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,29,17,2021-04-29T00:00:35Z,1230000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,
126,PT02M14.00S,2021-04-29T00:00:34.4Z,1,REGULAR,foul,personal,[],1629667,,,1610612738,29,17,2021-04-29T00:00:44Z,1240000,,,0,,J. McDaniels loose ball personal FOUL (1 PF),"[1629667, 1629057]",1610612766.0,CHA,loose ball,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,202035.0,1.0,0.0,Williams III,1629057.0,,,,,,
128,PT02M14.00S,2021-04-29T00:00:44.4Z,1,REGULAR,substitution,out,[],1630174,,,1610612738,29,17,2021-04-29T00:00:49Z,1260000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M14.00S,2021-04-29T00:00:44.4Z,1,REGULAR,substitution,in,[],1629682,,,1610612738,29,17,2021-04-29T00:00:49Z,1270000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M06.00S,2021-04-29T00:01:02.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630202,65.52233902759527,61.588541666666664,1610612738,29,17,2021-04-29T00:01:07Z,1280000,58.0,272.0,1,right,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,27.77,Missed,,,,,,,,,,,,,,,,,,
131,PT02M04.00S,2021-04-29T00:01:04.1Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,29,17,2021-04-29T00:01:07Z,1290000,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,130.0,1.0,0.0,1.0,,,,,,,,,,,,,,
132,PT02M02.00S,2021-04-29T00:01:05.9Z,1,REGULAR,turnover,bad pass,[],1629057,,,1610612738,29,17,2021-04-29T00:01:11Z,1300000,,,0,,R. Williams III bad pass TURNOVER (1 TO),"[1629057, 1628984]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,1.0,Graham,1628984.0
133,PT02M02.00S,2021-04-29T00:01:05.9Z,1,REGULAR,steal,,[],1628984,,,1610612766,29,17,2021-04-29T00:01:07Z,1310000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M52.00S,2021-04-29T00:01:16.2Z,1,REGULAR,turnover,bad pass,[],1629023,,,1610612766,29,17,2021-04-29T00:01:20Z,1320000,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 1629057]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,1.0,Williams III,1629057.0
135,PT01M52.00S,2021-04-29T00:01:16.2Z,1,REGULAR,steal,,[],1629057,,,1610612738,29,17,2021-04-29T00:01:18Z,1330000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M44.00S,2021-04-29T00:01:24.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1627759,91.67214191852825,53.50030637254902,1610612738,31,17,2021-04-29T00:01:36Z,1340000,18.0,26.0,1,right,J. Brown driving finger roll Layup (14 PTS) (P. Pritchard 1 AST),"[1627759, 1630202]",1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,3.12,Made,,,,,,,14.0,,,,,,P. Pritchard,1630202.0,1.0,,,
137,PT01M44.00S,2021-04-29T00:01:31.1Z,1,REGULAR,violation,defensive goaltending,[],1629023,,,1610612738,31,17,2021-04-29T00:01:36Z,1350000,,,0,,P. Washington defensive goaltending VIOLATION,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,202035.0,,,,,,,,,,
139,PT01M31.00S,2021-04-29T00:02:03.7Z,1,REGULAR,foul,personal,['2freethrow'],203095,,,1610612766,31,17,2021-04-29T00:02:14Z,1360000,,,0,,E. Fournier shooting personal FOUL (2 PF) (Biyombo 2 FT),"[203095, 202687]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,202035.0,2.0,0.0,Biyombo,202687.0,,,,,,
141,PT01M31.00S,2021-04-29T00:02:32.9Z,1,REGULAR,freethrow,1 of 2,[],202687,,,1610612766,31,17,2021-04-29T00:02:54Z,1380000,,,0,,MISS B. Biyombo Free Throw 1 of 2,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,Missed,,,,,,,,,,,,,,,,,,
142,PT01M31.00S,2021-04-29T00:02:32.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,31,17,2021-04-29T00:02:54Z,1390000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,
143,PT01M31.00S,2021-04-29T00:02:32.9Z,1,REGULAR,freethrow,2 of 2,[],202687,,,1610612766,31,17,2021-04-29T00:02:54Z,1400000,,,0,,MISS B. Biyombo Free Throw 2 of 2,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,Missed,,,,,,,,,,,,,,,,,,
144,PT01M31.00S,2021-04-29T00:02:32.9Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,31,17,2021-04-29T00:02:54Z,1410000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,143.0,2.0,1.0,1.0,,,,,,,,,,,,,,
145,PT01M14.00S,2021-04-29T00:03:05.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629682,90.48948751642575,56.196384803921575,1610612738,33,17,2021-04-29T00:03:29Z,1420000,31.0,37.0,1,right,T. Waters driving finger roll Layup (4 PTS),[1629682],1610612738.0,BOS,driving finger roll,,,Waters,T. Waters,,,,,4.82,Made,,,,,,,4.0,,,,,,,,,,,
146,PT00M56.70S,2021-04-29T00:03:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,6.783837056504599,55.4610906862745,1610612766,33,19,2021-04-29T00:03:34Z,1430000,-27.0,11.0,1,left,J. McDaniels driving Layup (4 PTS),[1629667],1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,2.95,Made,,,,,,,4.0,,,,,,,,,,,
147,PT00M49.70S,2021-04-29T00:03:40.2Z,1,REGULAR,foul,personal,[],1628984,,,1610612738,33,19,2021-04-29T00:05:41Z,1440000,,,0,,D. Graham take personal FOUL (1 PF),"[1628984, 1629682]",1610612766.0,CHA,take,,,Graham,D. Graham,,,,,,,,,,,,,,202049.0,1.0,0.0,Waters,1629682.0,,,,,,
149,PT00M45.70S,2021-04-29T00:03:58.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,65.91655716162943,61.09834558823529,1610612738,36,19,2021-04-29T00:04:03Z,1460000,55.0,268.0,1,right,J. Brown 27' 3PT  (17 PTS) (T. Waters 2 AST),"[1627759, 1629682]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.36,Made,,,,,,,17.0,,,,,,T. Waters,1629682.0,2.0,,,
151,PT00M25.50S,2021-04-29T00:04:21.8Z,1,REGULAR,3pt,Jump Shot,[],1628984,32.670827858081466,53.255208333333336,1610612766,36,19,2021-04-29T00:04:26Z,1480000,-16.0,255.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,
152,PT00M22.90S,2021-04-29T00:04:24.4Z,1,REGULAR,rebound,defensive,[],203095,,,1610612738,36,19,2021-04-29T00:04:26Z,1490000,,,0,,E. Fournier REBOUND (Off:1 Def:1),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,151.0,2.0,1.0,1.0,,,,,,,,,,,,,,
153,PT00M00.80S,2021-04-29T00:04:46.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,66.3107752956636,67.71599264705883,1610612738,39,19,2021-04-29T00:05:06Z,1500000,89.0,264.0,1,right,J. Brown 27' 3PT pullup (20 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,27.87,Made,,,,,,,20.0,,,,,,,,,,,
154,PT00M00.00S,2021-04-29T00:06:26.6Z,1,REGULAR,period,end,[],0,,,1610612766,39,19,2021-04-29T00:06:26Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-04-29T00:06:56.6Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612766,39,19,2021-04-29T00:07:32Z,1520000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-04-29T00:06:56.6Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612766,39,19,2021-04-29T00:07:32Z,1530000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-04-29T00:06:56.6Z,2,REGULAR,substitution,out,['startperiod'],1629667,,,1610612766,39,19,2021-04-29T00:07:32Z,1540000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-04-29T00:06:56.6Z,2,REGULAR,substitution,out,['startperiod'],202687,,,1610612766,39,19,2021-04-29T00:07:32Z,1550000,,,0,,SUB out: B. Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-04-29T00:06:56.6Z,2,REGULAR,substitution,out,['startperiod'],202954,,,1610612766,39,19,2021-04-29T00:07:32Z,1560000,,,0,,SUB out: B. Wanamaker,[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-04-29T00:06:56.6Z,2,REGULAR,substitution,in,['startperiod'],1628369,,,1610612766,39,19,2021-04-29T00:07:32Z,1570000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-04-29T00:06:56.6Z,2,REGULAR,substitution,in,['startperiod'],202684,,,1610612766,39,19,2021-04-29T00:07:32Z,1580000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-04-29T00:06:56.6Z,2,REGULAR,substitution,in,['startperiod'],1628998,,,1610612766,39,19,2021-04-29T00:07:32Z,1590000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-04-29T00:06:56.6Z,2,REGULAR,substitution,in,['startperiod'],1626179,,,1610612766,39,19,2021-04-29T00:07:32Z,1600000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-04-29T00:06:56.6Z,2,REGULAR,substitution,in,['startperiod'],1628970,,,1610612766,39,19,2021-04-29T00:07:32Z,1610000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-04-29T00:07:51.2Z,2,REGULAR,period,start,[],0,,,1610612766,39,19,2021-04-29T00:07:51Z,1620000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M38.00S,2021-04-29T00:08:12.3Z,2,REGULAR,2pt,Jump Shot,[],1628984,10.200394218134035,69.18658088235294,1610612766,39,19,2021-04-29T00:08:18Z,1630000,-96.0,43.0,1,left,MISS D. Graham 10' pullup Shot,[1628984],1610612766.0,CHA,pullup,,,Graham,D. Graham,,,,,10.53,Missed,,,,,,,,,,,,,,,,,,
167,PT11M34.00S,2021-04-29T00:08:16.3Z,2,REGULAR,rebound,offensive,[],1628998,,,1610612766,39,19,2021-04-29T00:08:18Z,1640000,,,0,,C. Martin REBOUND (Off:2 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,166.0,3.0,1.0,2.0,,,,,,,,,,,,,,
168,PT11M29.00S,2021-04-29T00:08:21.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628998,7.5722733245729295,46.392463235294116,1610612766,39,19,2021-04-29T00:08:29Z,1650000,18.0,19.0,1,left,MISS C. Martin Layup,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,2.6,Missed,,,,,,,,,,,,,,,,,,
169,PT11M28.00S,2021-04-29T00:08:22.2Z,2,REGULAR,rebound,offensive,[],1628998,,,1610612766,39,19,2021-04-29T00:08:29Z,1660000,,,0,,C. Martin REBOUND (Off:3 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,168.0,4.0,1.0,3.0,,,,,,,,,,,,,,
170,PT11M27.00S,2021-04-29T00:08:25.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628998,5.590000152587891,50.0,1610612766,39,21,2021-04-29T00:08:35Z,1670000,0.0,0.0,1,left,C. Martin tip Layup (2 PTS),[1628998],1610612766.0,CHA,tip,,,Martin,C. Martin,,,,,0.0,Made,,,,,,,2.0,,,,,,,,,,,
171,PT11M03.00S,2021-04-29T00:08:46.4Z,2,REGULAR,turnover,bad pass,[],1630202,,,1610612738,39,21,2021-04-29T00:08:50Z,1680000,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 1628970]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,1.0,Bridges,1628970.0
172,PT11M03.00S,2021-04-29T00:08:46.4Z,2,REGULAR,steal,,[],1628970,,,1610612766,39,21,2021-04-29T00:08:48Z,1690000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M57.00S,2021-04-29T00:08:52.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628970,6.783837056504599,46.88265931372549,1610612766,39,23,2021-04-29T00:09:00Z,1700000,16.0,11.0,1,left,M. Bridges running DUNK (6 PTS) (P. Washington 2 AST),"[1628970, 1629023]",1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,1.93,Made,,,,,,,6.0,,,,,,P. Washington,1629023.0,2.0,,,
180,PT10M57.00S,2021-04-29T00:09:05.4Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612738,39,23,2021-04-29T00:09:38Z,1715000,,,0,,TEAM delay-of-game VIOLATION,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M43.00S,2021-04-29T00:09:18.4Z,2,REGULAR,3pt,Jump Shot,[],1629682,77.4802890932983,92.47089460784314,1610612738,39,23,2021-04-29T00:09:50Z,1720000,212.0,159.0,1,right,MISS T. Waters 26' 3PT,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,
176,PT10M41.00S,2021-04-29T00:09:20.4Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,39,23,2021-04-29T00:11:58Z,1730000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,175.0,3.0,2.0,1.0,,,,,,,,,,,,,,
177,PT10M35.00S,2021-04-29T00:09:25.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,89.96386333771353,45.41207107843137,1610612738,39,23,2021-04-29T00:09:55Z,1740000,-23.0,42.0,1,right,MISS T. Thompson Layup,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,4.77,Missed,,,,,,,,,,,,,,,,,,
178,PT10M33.00S,2021-04-29T00:09:27.8Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,39,23,2021-04-29T00:09:55Z,1750000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,,,
179,PT10M25.00S,2021-04-29T00:09:35.9Z,2,REGULAR,3pt,Jump Shot,[],1626179,30.699737187910642,69.921875,1610612766,39,23,2021-04-29T00:09:45Z,1760000,-100.0,236.0,1,left,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,
181,PT10M23.00S,2021-04-29T00:09:37.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,39,23,2021-04-29T00:09:45Z,1770000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,179.0,3.0,2.0,1.0,,,,,,,,,,,,,,
