actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
267,PT05M24.00S,2021-05-01T00:27:08.0Z,2,REGULAR,substitution,in,[],1630174,,,1610612759,30,57,2021-05-01T00:27:47Z,2640000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M24.00S,2021-05-01T00:27:08.0Z,2,REGULAR,substitution,in,[],202684,,,1610612759,30,57,2021-05-01T00:27:47Z,2650000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M24.00S,2021-05-01T00:27:08.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612759,30,57,2021-05-01T00:27:47Z,2660000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M24.00S,2021-05-01T00:28:35.2Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612759,30,58,2021-05-01T00:28:35Z,2670000,,,0,,D. DeRozan Free Throw 1 of 2 (9 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
271,PT05M24.00S,2021-05-01T00:28:48.7Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612759,30,59,2021-05-01T00:28:48Z,2680000,,,0,,D. DeRozan Free Throw 2 of 2 (10 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
272,PT05M14.00S,2021-05-01T00:29:01.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,13.354139290407357,62.814031862745104,1610612738,32,59,2021-05-01T00:29:23Z,2690000,-64.0,73.0,1,left,J. Tatum 9' driving floating Jump Shot (17 PTS) (T. Thompson 1 AST),"[1628369, 202684]",1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,9.71,Made,17.0,,,,,,,,T. Thompson,202684.0,1.0,,,,,,,,
273,PT05M14.00S,2021-05-01T00:29:05.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627749,,,1610612738,32,59,2021-05-01T00:29:22Z,2700000,,,0,,D. Murray shooting personal FOUL (2 PF) (Tatum 1 FT),"[1627749, 1628369]",1610612759.0,SAS,shooting,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Tatum,1628369.0,,,
275,PT05M14.00S,2021-05-01T00:29:30.3Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,33,59,2021-05-01T00:29:30Z,2720000,,,0,,J. Tatum Free Throw 1 of 1 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
277,PT04M59.00S,2021-05-01T00:29:47.4Z,2,REGULAR,2pt,Jump Shot,[],1627749,89.43823915900131,72.86305147058823,1610612759,33,61,2021-05-01T00:39:05Z,2730000,114.0,47.0,1,right,D. Murray 12' pullup Jump Shot (16 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,12.35,Made,16.0,,,,,,,,,,,,,,,,,,
278,PT04M34.00S,2021-05-01T00:30:12.3Z,2,REGULAR,3pt,Jump Shot,[],1630174,6.915243101182654,96.6375612745098,1610612738,33,61,2021-05-01T00:30:16Z,2740000,-233.0,13.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
279,PT04M32.00S,2021-05-01T00:30:14.3Z,2,REGULAR,rebound,defensive,[],201942,,,1610612759,33,61,2021-05-01T00:30:16Z,2750000,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,278.0,4.0,4.0,0.0,,,,,,,,,,,,,,
280,PT04M28.00S,2021-05-01T00:30:18.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,90.09526938239159,45.65716911764706,1610612759,33,63,2021-05-01T00:30:31Z,2760000,-22.0,41.0,1,right,K. Johnson running finger roll Layup (6 PTS) (D. DeRozan 6 AST),"[1629640, 201942]",1610612759.0,SAS,running finger roll,,,Johnson,K. Johnson,,,,,4.6,Made,6.0,,,,,,,,D. DeRozan,201942.0,6.0,,,,,,,,
282,PT04M12.00S,2021-05-01T00:30:34.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,12.828515111695138,40.510110294117645,1610612738,33,63,2021-05-01T00:30:42Z,2780000,47.0,68.0,1,left,MISS J. Brown 8' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,8.3,Missed,,,,,,,,,,,,,,,,,,,
283,PT04M09.00S,2021-05-01T00:30:37.0Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612759,33,63,2021-05-01T00:30:42Z,2790000,,,0,,D. Eubanks REBOUND (Off:0 Def:2),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,282.0,2.0,2.0,0.0,,,,,,,,,,,,,,
284,PT03M58.00S,2021-05-01T00:30:48.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,91.14651773981603,46.88265931372549,1610612759,33,65,2021-05-01T00:30:52Z,2800000,-16.0,31.0,1,right,D. Eubanks cutting Layup (4 PTS) (D. DeRozan 7 AST),"[1629234, 201942]",1610612759.0,SAS,cutting,,,Eubanks,D. Eubanks,,,,,3.44,Made,4.0,,,,,,,,D. DeRozan,201942.0,7.0,,,,,,,,
286,PT03M42.00S,2021-05-01T00:31:04.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.229303547963205,53.255208333333336,1610612738,35,65,2021-05-01T00:31:10Z,2820000,-16.0,25.0,1,left,J. Tatum driving finger roll Layup (20 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,2.98,Made,20.0,,,,,,,,M. Smart,203935.0,2.0,,,,,,,,
288,PT03M27.00S,2021-05-01T00:31:19.1Z,2,REGULAR,2pt,Jump Shot,[],1627749,77.4802890932983,35.11795343137255,1610612759,35,67,2021-05-01T00:31:26Z,2840000,-74.0,159.0,1,right,D. Murray 17' pullup Jump Shot (18 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,17.57,Made,18.0,,,,,,,,,,,,,,,,,,
289,PT03M15.00S,2021-05-01T00:31:32.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.389618922470433,52.76501225490197,1610612738,37,67,2021-05-01T00:31:39Z,2850000,-14.0,8.0,1,left,J. Tatum reverse Layup (22 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,reverse,,,Tatum,J. Tatum,,,,,1.58,Made,22.0,,,,,,,,M. Smart,203935.0,3.0,,,,,,,,
291,PT03M00.00S,2021-05-01T00:31:46.8Z,2,REGULAR,2pt,Jump Shot,[],1627749,79.58278580814718,39.5297181372549,1610612759,37,69,2021-05-01T00:31:56Z,2870000,-52.0,139.0,1,right,D. Murray 14' pullup Jump Shot (20 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,14.89,Made,20.0,,,,,,,,,,,,,,,,,,
292,PT02M48.00S,2021-05-01T00:31:59.5Z,2,REGULAR,3pt,Jump Shot,[],1627759,25.57490144546649,9.872855392156863,1610612738,40,69,2021-05-01T00:32:04Z,2880000,201.0,188.0,1,left,J. Brown 27' 3PT  (3 PTS) (T. Thompson 2 AST),"[1627759, 202684]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.49,Made,3.0,,,,,,,,T. Thompson,202684.0,2.0,,,,,,,,
294,PT02M32.00S,2021-05-01T00:32:25.2Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612759,40,69,2021-05-01T00:32:51Z,2900000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Vassell 2 FT),"[1630174, 1630170]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Vassell,1630170.0,,,
296,PT02M32.00S,2021-05-01T00:32:45.7Z,2,REGULAR,freethrow,1 of 2,[],1630170,,,1610612759,40,70,2021-05-01T00:32:45Z,2920000,,,0,,D. Vassell Free Throw 1 of 2 (1 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
297,PT02M32.00S,2021-05-01T00:32:51.8Z,2,REGULAR,substitution,out,[],1627749,,,1610612759,40,70,2021-05-01T00:33:01Z,2930000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M32.00S,2021-05-01T00:32:51.8Z,2,REGULAR,substitution,in,[],201988,,,1610612759,40,70,2021-05-01T00:33:01Z,2940000,,,0,,SUB in: P. Mills,[201988],1610612759.0,SAS,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M32.00S,2021-05-01T00:33:08.0Z,2,REGULAR,freethrow,2 of 2,[],1630170,,,1610612759,40,71,2021-05-01T00:33:08Z,2950000,,,0,,D. Vassell Free Throw 2 of 2 (2 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
300,PT02M16.00S,2021-05-01T00:33:26.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630170,,,1610612738,40,71,2021-05-01T00:33:48Z,2960000,,,0,,D. Vassell shooting personal FOUL (2 PF) (Smart 2 FT),"[1630170, 203935]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Smart,203935.0,,,
302,PT02M16.00S,2021-05-01T00:33:53.1Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,41,71,2021-05-01T00:33:53Z,2980000,,,0,,M. Smart Free Throw 1 of 2 (1 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
303,PT02M16.00S,2021-05-01T00:33:54.0Z,2,REGULAR,substitution,out,[],1629234,,,1610612738,41,71,2021-05-01T00:33:59Z,2990000,,,0,,SUB out: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M16.00S,2021-05-01T00:33:54.0Z,2,REGULAR,substitution,in,[],1627751,,,1610612738,41,71,2021-05-01T00:33:59Z,3000000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M16.00S,2021-05-01T00:34:12.8Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,42,71,2021-05-01T00:34:12Z,3010000,,,0,,M. Smart Free Throw 2 of 2 (2 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
306,PT02M02.00S,2021-05-01T00:34:27.6Z,2,REGULAR,3pt,Jump Shot,[],1630170,67.49342969776609,23.108149509803923,1610612759,42,71,2021-05-01T00:34:33Z,3020000,-134.0,253.0,1,right,MISS D. Vassell 28' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,28.66,Missed,,,,,,,,,,,,,,,,,,,
307,PT02M00.00S,2021-05-01T00:34:29.6Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,42,71,2021-05-01T00:34:33Z,3030000,,,0,,T. Thompson REBOUND (Off:3 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,306.0,6.0,3.0,3.0,,,,,,,,,,,,,,
308,PT01M56.00S,2021-05-01T00:34:38.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630170,,,1610612738,42,71,2021-05-01T00:34:55Z,3040000,,,0,,D. Vassell personal FOUL (3 PF) (Smart 2 FT),"[1630170, 203935]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,1628951.0,3.0,0.0,Smart,203935.0,,,
310,PT01M56.00S,2021-05-01T00:35:01.1Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,43,71,2021-05-01T00:35:01Z,3060000,,,0,,M. Smart Free Throw 1 of 2 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
311,PT01M56.00S,2021-05-01T00:35:02.1Z,2,REGULAR,substitution,out,[],1630170,,,1610612738,43,71,2021-05-01T00:35:04Z,3070000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M56.00S,2021-05-01T00:35:02.1Z,2,REGULAR,substitution,in,[],1629022,,,1610612738,43,71,2021-05-01T00:35:04Z,3080000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M56.00S,2021-05-01T00:35:17.9Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,44,71,2021-05-01T00:35:17Z,3090000,,,0,,M. Smart Free Throw 2 of 2 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
314,PT01M41.00S,2021-05-01T00:35:35.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,91.27792378449409,45.166973039215684,1610612759,44,73,2021-05-01T00:35:42Z,3100000,-24.0,29.0,1,right,K. Johnson driving finger roll Layup (8 PTS) (D. DeRozan 8 AST),"[1629640, 201942]",1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,3.82,Made,8.0,,,,,,,,D. DeRozan,201942.0,8.0,,,,,,,,
316,PT01M33.00S,2021-05-01T00:35:43.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,7.966491458607096,46.88265931372549,1610612738,46,73,2021-05-01T00:35:48Z,3120000,16.0,22.0,1,left,T. Thompson cutting DUNK (4 PTS) (M. Smart 4 AST),"[202684, 203935]",1610612738.0,BOS,cutting,,,Thompson,T. Thompson,,,,,2.73,Made,4.0,,,,,,,,M. Smart,203935.0,4.0,,,,,,,,
318,PT01M16.00S,2021-05-01T00:35:59.4Z,2,REGULAR,3pt,Jump Shot,[],1629022,69.85873850197109,79.48069852941177,1610612759,46,73,2021-05-01T00:36:04Z,3140000,147.0,231.0,1,right,MISS L. Walker IV 27' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,27.39,Missed,,,,,,,,,,,,,,,,,,,
319,PT01M13.00S,2021-05-01T00:36:02.4Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,46,73,2021-05-01T00:36:04Z,3150000,,,0,,T. Thompson REBOUND (Off:3 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,318.0,7.0,4.0,3.0,,,,,,,,,,,,,,
320,PT01M06.00S,2021-05-01T00:36:09.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.5722733245729295,46.14736519607843,1610612738,46,73,2021-05-01T00:36:15Z,3160000,19.0,19.0,1,left,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,2.69,Missed,,,,,,,,,,,,,,,,,,,
321,PT01M03.00S,2021-05-01T00:36:12.6Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,46,73,2021-05-01T00:36:12Z,3170000,,,0,,T. Thompson REBOUND (Off:4 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,320.0,8.0,4.0,4.0,,,,,,,,,,,,,,
322,PT01M03.00S,2021-05-01T00:36:12.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,5.590000152587891,50.0,1610612738,46,73,2021-05-01T00:36:12Z,3180000,0.0,0.0,1,left,MISS T. Thompson tip Layup,[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
323,PT01M02.00S,2021-05-01T00:36:13.4Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,46,73,2021-05-01T00:36:13Z,3190000,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,322.0,3.0,2.0,1.0,,,,,,,,,,,,,,
324,PT00M57.90S,2021-05-01T00:36:21.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612759,46,73,2021-05-01T00:36:32Z,3200000,,,0,,A. Nesmith personal FOUL (2 PF) (Walker IV 2 FT),"[1630174, 1629022]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Walker IV,1629022.0,,,
326,PT00M57.90S,2021-05-01T00:36:50.6Z,2,REGULAR,freethrow,1 of 2,[],1629022,,,1610612759,46,74,2021-05-01T00:36:50Z,3220000,,,0,,L. Walker IV Free Throw 1 of 2 (5 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
328,PT00M57.90S,2021-05-01T00:37:05.4Z,2,REGULAR,freethrow,2 of 2,[],1629022,,,1610612759,46,75,2021-05-01T00:37:05Z,3230000,,,0,,L. Walker IV Free Throw 2 of 2 (6 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
329,PT00M44.30S,2021-05-01T00:37:25.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,11.383048620236531,45.41207107843137,1610612738,46,75,2021-05-01T00:37:35Z,3240000,23.0,55.0,1,left,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,5.91,Missed,,,,,,,,,,,,,,,,,,,
330,PT00M42.30S,2021-05-01T00:37:29.1Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,46,75,2021-05-01T00:37:29Z,3250000,,,0,,T. Thompson REBOUND (Off:5 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,329.0,9.0,4.0,5.0,,,,,,,,,,,,,,
331,PT00M42.30S,2021-05-01T00:37:29.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,5.590000152587891,50.0,1610612738,46,75,2021-05-01T00:37:29Z,3260000,0.0,0.0,1,left,MISS T. Thompson tip Layup,[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
332,PT00M42.30S,2021-05-01T00:37:29.7Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,46,75,2021-05-01T00:37:29Z,3270000,,,0,,J. Tatum REBOUND (Off:2 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,331.0,4.0,2.0,2.0,,,,,,,,,,,,,,
333,PT00M42.30S,2021-05-01T00:37:32.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629022,,,1610612738,46,75,2021-05-01T00:37:48Z,3280000,,,0,,L. Walker IV personal FOUL (2 PF) (Tatum 2 FT),"[1629022, 1628369]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Tatum,1628369.0,,,
335,PT00M42.30S,2021-05-01T00:37:53.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,47,75,2021-05-01T00:37:53Z,3300000,,,0,,J. Tatum Free Throw 1 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
336,PT00M42.30S,2021-05-01T00:38:10.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,48,75,2021-05-01T00:38:10Z,3310000,,,0,,J. Tatum Free Throw 2 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
337,PT00M31.90S,2021-05-01T00:38:24.8Z,2,REGULAR,turnover,out-of-bounds,[],201988,,,1610612759,48,75,2021-05-01T00:38:40Z,3320000,,,0,,P. Mills lost ball out-of-bounds TURNOVER (1 TO),[201988],1610612759.0,SAS,lost ball,,,Mills,P. Mills,,,,,,,,,,,,1.0,,,,,,1628951.0,,,,,,,
338,PT00M25.50S,2021-05-01T00:38:42.3Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,48,75,2021-05-01T00:38:49Z,3330000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,,2.0,,,,,,1198.0,,,,,,,
339,PT00M25.50S,2021-05-01T00:38:55.2Z,2,REGULAR,substitution,out,[],1627751,,,1610612759,48,75,2021-05-01T00:38:59Z,3340000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M25.50S,2021-05-01T00:38:55.2Z,2,REGULAR,substitution,in,[],200752,,,1610612759,48,75,2021-05-01T00:38:59Z,3350000,,,0,,SUB in: R. Gay,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M05.60S,2021-05-01T00:39:28.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,77.61169513797634,73.10814950980392,1610612759,48,77,2021-05-01T00:39:34Z,3360000,116.0,158.0,1,right,D. DeRozan 19' step back Jump Shot (12 PTS),[201942],1610612759.0,SAS,step back,,,DeRozan,D. DeRozan,,,,,19.57,Made,12.0,,,,,,,,,,,,,,,,,,
342,PT00M00.10S,2021-05-01T00:39:35.7Z,2,REGULAR,3pt,Jump Shot,[],203935,33.196452036793694,34.627757352941174,1610612738,48,77,2021-05-01T00:39:42Z,3370000,77.0,260.0,1,left,MISS M. Smart 27' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,,
343,PT00M00.10S,2021-05-01T00:39:35.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,48,77,2021-05-01T00:39:42Z,3380000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,342.0,,,,,,,,,,,,,,,,,
344,PT00M00.00S,2021-05-01T00:39:41.9Z,2,REGULAR,period,end,[],0,,,1610612738,48,77,2021-05-01T00:39:41Z,3390000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-05-01T00:54:24.0Z,3,REGULAR,substitution,out,['startperiod'],202684,,,1610612738,48,77,2021-05-01T00:54:40Z,3400000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-05-01T00:54:24.0Z,3,REGULAR,substitution,out,['startperiod'],1630174,,,1610612738,48,77,2021-05-01T00:54:40Z,3410000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-05-01T00:54:24.0Z,3,REGULAR,substitution,out,['startperiod'],1629022,,,1610612738,48,77,2021-05-01T00:54:40Z,3420000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-05-01T00:54:24.0Z,3,REGULAR,substitution,out,['startperiod'],201988,,,1610612738,48,77,2021-05-01T00:54:40Z,3430000,,,0,,SUB out: P. Mills,[201988],1610612759.0,SAS,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-05-01T00:54:24.0Z,3,REGULAR,substitution,out,['startperiod'],200752,,,1610612738,48,77,2021-05-01T00:54:40Z,3440000,,,0,,SUB out: R. Gay,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-05-01T00:54:24.0Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,48,77,2021-05-01T00:54:40Z,3450000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-05-01T00:54:24.0Z,3,REGULAR,substitution,in,['startperiod'],203095,,,1610612738,48,77,2021-05-01T00:54:40Z,3460000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-05-01T00:54:24.0Z,3,REGULAR,substitution,in,['startperiod'],1627749,,,1610612738,48,77,2021-05-01T00:54:40Z,3470000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-05-01T00:54:24.0Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612738,48,77,2021-05-01T00:54:40Z,3480000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-05-01T00:54:24.0Z,3,REGULAR,substitution,in,['startperiod'],1630170,,,1610612738,48,77,2021-05-01T00:54:40Z,3490000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-05-01T00:54:54.2Z,3,REGULAR,period,start,[],0,,,1610612738,48,77,2021-05-01T00:54:54Z,3500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT11M43.00S,2021-05-01T00:55:13.1Z,3,REGULAR,foul,personal,[],1627749,,,1610612738,48,77,2021-05-01T00:55:21Z,3510000,,,0,,D. Murray personal FOUL (3 PF),"[1627749, 1627759]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,1198.0,3.0,0.0,Brown,1627759.0,,,
