actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
173,PT08M49.00S,2021-03-20T00:09:29.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,87.33574244415243,49.82383578431372,1610612738,30,39,2021-03-20T00:09:38Z,1690000,-1.0,67.0,1,right,A. Nesmith 6' floating Jump Shot (2 PTS) (J. Tatum 1 AST),"[1630174, 1628369]",1610612738.0,BOS,floating,,,Nesmith,A. Nesmith,,,,,,,6.65,Made,2.0,,,,,,,J. Tatum,1628369.0,1.0,,,,,,,
175,PT08M29.00S,2021-03-20T00:09:49.9Z,2,REGULAR,2pt,Jump Shot,[],202355,24.392247043363994,36.34344362745098,1610612758,30,39,2021-03-20T00:09:53Z,1710000,68.0,177.0,1,left,MISS H. Whiteside 18' Jump Shot,[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,,18.95,Missed,,,,,,,,,,,,,,,,,
176,PT08M27.00S,2021-03-20T00:09:51.9Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,30,39,2021-03-20T00:09:53Z,1720000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,175.0,2.0,1.0,1.0,,,,,,,,,,
177,PT08M19.00S,2021-03-20T00:10:04.2Z,2,REGULAR,foul,personal,[],1628368,,,1610612738,30,39,2021-03-20T00:10:17Z,1730000,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1630202]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,203177.0,,,,,,,,,,,,,,,,1.0,0.0,Pritchard,1630202.0,
179,PT08M19.00S,2021-03-20T00:10:16.1Z,2,REGULAR,substitution,out,[],1630169,,,1610612738,30,39,2021-03-20T00:10:20Z,1750000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M19.00S,2021-03-20T00:10:16.1Z,2,REGULAR,substitution,in,[],1629713,,,1610612738,30,39,2021-03-20T00:10:20Z,1760000,,,0,,SUB in: J. James,[1629713],1610612758.0,SAC,,,,James,J. James,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M09.00S,2021-03-20T00:10:34.4Z,2,REGULAR,2pt,Jump Shot,[],1628369,89.04402102496715,16.490502450980394,1610612738,30,39,2021-03-20T00:10:38Z,1770000,-168.0,50.0,1,right,MISS J. Tatum 17' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,17.49,Missed,,,,,,,,,,,,,,,,,
182,PT08M06.00S,2021-03-20T00:10:37.4Z,2,REGULAR,rebound,defensive,[],202355,,,1610612758,30,39,2021-03-20T00:10:38Z,1780000,,,0,,H. Whiteside REBOUND (Off:2 Def:2),[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,,,,,,,181.0,4.0,2.0,2.0,,,,,,,,,,
183,PT07M59.00S,2021-03-20T00:10:48.5Z,2,REGULAR,foul,personal,[],1630174,,,1610612758,30,39,2021-03-20T00:10:54Z,1790000,,,0,,A. Nesmith personal FOUL (1 PF),"[1630174, 202709]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,1174.0,,,,,,,,,,,,,,,,1.0,0.0,Joseph,202709.0,
185,PT07M59.00S,2021-03-20T00:10:57.9Z,2,REGULAR,substitution,out,[],1630174,,,1610612758,30,39,2021-03-20T00:11:02Z,1810000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT07M59.00S,2021-03-20T00:10:57.9Z,2,REGULAR,substitution,in,[],203935,,,1610612758,30,39,2021-03-20T00:11:02Z,1820000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT07M53.00S,2021-03-20T00:11:19.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629713,10.726018396846255,40.01991421568628,1610612758,30,39,2021-03-20T00:15:55Z,1830000,50.0,48.0,1,left,MISS J. James 6' driving Layup - blocked,"[1629713, 1628464]",1610612758.0,SAC,driving,,,James,J. James,,,,,,,6.94,Missed,,,,,,,,,,,Theis,1628464.0,,,,,
188,PT07M53.00S,2021-03-20T00:11:19.1Z,2,REGULAR,block,,[],1628464,,,1610612758,30,39,2021-03-20T00:11:22Z,1840000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT07M52.00S,2021-03-20T00:11:20.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,30,39,2021-03-20T00:15:55Z,1850000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,
190,PT07M52.00S,2021-03-20T00:11:25.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,30,39,2021-03-20T00:11:25Z,1860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT07M52.00S,2021-03-20T00:11:26.9Z,2,REGULAR,substitution,out,[],202357,,,1610612758,30,39,2021-03-20T00:11:33Z,1870000,,,0,,SUB out: N. Bjelica,[202357],1610612758.0,SAC,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT07M52.00S,2021-03-20T00:11:26.9Z,2,REGULAR,substitution,in,[],203084,,,1610612758,30,39,2021-03-20T00:11:33Z,1880000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M52.00S,2021-03-20T00:11:43.4Z,2,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612758,30,39,2021-03-20T00:12:09Z,1890000,,,0,,J. Tatum away-from-play personal FOUL (1 PF) (Barnes 1 FT),"[1628369, 203084]",1610612738.0,BOS,away-from-play,,,Tatum,J. Tatum,,,,,1174.0,,,,,,,,,,,,,,,,1.0,0.0,Barnes,203084.0,
195,PT07M52.00S,2021-03-20T00:12:03.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],203084,,,1610612758,30,40,2021-03-20T00:12:03Z,1910000,,,0,,H. Barnes away-from-play Free Throw 1 of 1 (8 PTS),[203084],1610612758.0,SAC,away-from-play,,,Barnes,H. Barnes,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
196,PT07M46.00S,2021-03-20T00:12:20.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,24.655059132720105,11.588541666666668,1610612758,30,40,2021-03-20T00:12:24Z,1920000,192.0,179.0,1,left,MISS D. Fox 26' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,26.28,Missed,,,,,,,,,,,,,,,,,
197,PT07M43.00S,2021-03-20T00:12:23.0Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,30,40,2021-03-20T00:12:24Z,1930000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,
198,PT07M36.00S,2021-03-20T00:12:29.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,87.33574244415243,44.43167892156863,1610612738,32,40,2021-03-20T00:12:37Z,1940000,-28.0,67.0,1,right,M. Smart 7' driving floating bank Jump Shot (2 PTS),[203935],1610612738.0,BOS,driving floating bank,,,Smart,M. Smart,,,,,,,7.21,Made,2.0,,,,,,,,,,,,,,,,
199,PT07M16.00S,2021-03-20T00:12:49.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,11.645860709592641,59.872855392156865,1610612758,32,42,2021-03-20T00:12:53Z,1950000,-49.0,57.0,1,left,C. Joseph 7' pullup Jump Shot (2 PTS),[202709],1610612758.0,SAC,pullup,,,Joseph,C. Joseph,,,,,,,7.54,Made,2.0,,,,,,,,,,,,,,,,
200,PT07M04.00S,2021-03-20T00:13:01.3Z,2,REGULAR,3pt,Jump Shot,[],203935,67.7562417871222,20.657169117647058,1610612738,32,42,2021-03-20T00:13:05Z,1960000,-147.0,251.0,1,right,MISS M. Smart 29' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,29.04,Missed,,,,,,,,,,,,,,,,,
201,PT07M02.00S,2021-03-20T00:13:03.3Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,32,42,2021-03-20T00:13:05Z,1970000,,,0,,H. Barnes REBOUND (Off:0 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,200.0,4.0,4.0,0.0,,,,,,,,,,
202,PT06M54.00S,2021-03-20T00:13:12.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202355,14.931011826544022,45.90226715686275,1610612758,32,42,2021-03-20T00:59:33Z,1980000,20.0,88.0,1,left,MISS H. Whiteside 9' floating Shot,[202355],1610612758.0,SAC,floating,,,Whiteside,H. Whiteside,,,,,,,9.03,Missed,,,,,,,,,,,,,,,,,
203,PT06M52.00S,2021-03-20T00:13:14.0Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,32,42,2021-03-20T00:13:16Z,1990000,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,202.0,3.0,2.0,1.0,,,,,,,,,,
204,PT06M48.00S,2021-03-20T00:13:22.2Z,2,REGULAR,foul,personal,[],1629713,,,1610612738,32,42,2021-03-20T00:13:30Z,2000000,,,0,,J. James personal FOUL (1 PF),"[1629713, 1629684]",1610612758.0,SAC,,,,James,J. James,,,,,203177.0,,,,,,,,,,,,,,,,1.0,0.0,Williams,1629684.0,
206,PT06M48.00S,2021-03-20T00:13:30.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,32,42,2021-03-20T00:13:30Z,2020000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M48.00S,2021-03-20T00:16:21.2Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,32,42,2021-03-20T00:16:36Z,2030000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M48.00S,2021-03-20T00:16:21.2Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,32,42,2021-03-20T00:16:36Z,2040000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M48.00S,2021-03-20T00:16:21.2Z,2,REGULAR,substitution,in,[],202689,,,1610612738,32,42,2021-03-20T00:16:36Z,2050000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M48.00S,2021-03-20T00:16:21.2Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,32,42,2021-03-20T00:16:36Z,2060000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M48.00S,2021-03-20T00:16:21.2Z,2,REGULAR,substitution,out,[],202355,,,1610612738,32,42,2021-03-20T00:17:12Z,2065000,,,0,,SUB out: H. Whiteside,[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M48.00S,2021-03-20T00:16:21.2Z,2,REGULAR,substitution,in,[],1626158,,,1610612738,32,42,2021-03-20T00:17:12Z,2068750,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M48.00S,2021-03-20T00:16:21.2Z,2,REGULAR,substitution,in,[],1627741,,,1610612738,32,42,2021-03-20T00:17:12Z,2069375,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT06M48.00S,2021-03-20T00:16:21.2Z,2,REGULAR,substitution,out,[],202709,,,1610612738,32,42,2021-03-20T00:27:53Z,2069687,,,0,,SUB out: C. Joseph,[202709],1610612758.0,SAC,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M41.00S,2021-03-20T00:16:38.3Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,32,42,2021-03-20T00:22:20Z,2070000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 1628368]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,2.0,,,,Fox,1628368.0,,,,,,,,,,,,,,
212,PT06M41.00S,2021-03-20T00:16:38.3Z,2,REGULAR,steal,,[],1628368,,,1610612758,32,42,2021-03-20T00:22:24Z,2080000,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M29.00S,2021-03-20T00:16:44.6Z,2,REGULAR,turnover,bad pass,[],1628368,,,1610612758,32,42,2021-03-20T00:17:24Z,2090000,,,0,,D. Fox bad pass TURNOVER (2 TO),"[1628368, 203935]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,2.0,,,,Smart,203935.0,,,,,,,,,,,,,,
214,PT06M29.00S,2021-03-20T00:16:44.6Z,2,REGULAR,steal,,[],203935,,,1610612738,32,42,2021-03-20T00:25:35Z,2100000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M11.00S,2021-03-20T00:17:03.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202689,89.04402102496715,56.68658088235294,1610612738,34,42,2021-03-20T00:17:27Z,2110000,33.0,50.0,1,right,K. Walker 6' Layup (8 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,6.05,Made,8.0,,,,,,,,,,,,,,,,
220,PT05M48.00S,2021-03-20T00:17:27.3Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612758,34,42,2021-03-20T00:17:37Z,2120000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Holmes 2 FT),"[1629057, 1626158]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,1174.0,,,,,,,,,,,,,,,,1.0,0.0,Holmes,1626158.0,
222,PT05M48.00S,2021-03-20T00:17:52.1Z,2,REGULAR,freethrow,1 of 2,[],1626158,,,1610612758,34,43,2021-03-20T00:17:52Z,2140000,,,0,,R. Holmes Free Throw 1 of 2 (7 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
223,PT05M48.00S,2021-03-20T00:17:59.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612758,34,43,2021-03-20T00:18:11Z,2150000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M48.00S,2021-03-20T00:17:59.1Z,2,REGULAR,substitution,out,[],1628368,,,1610612758,34,43,2021-03-20T00:18:11Z,2160000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M48.00S,2021-03-20T00:17:59.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612758,34,43,2021-03-20T00:18:11Z,2170000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M48.00S,2021-03-20T00:17:59.1Z,2,REGULAR,substitution,in,[],1630169,,,1610612758,34,43,2021-03-20T00:18:11Z,2180000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M48.00S,2021-03-20T00:18:13.1Z,2,REGULAR,freethrow,2 of 2,[],1626158,,,1610612758,34,44,2021-03-20T00:18:13Z,2190000,,,0,,R. Holmes Free Throw 2 of 2 (8 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
228,PT05M33.00S,2021-03-20T00:18:32.0Z,2,REGULAR,2pt,Jump Shot,[],202689,78.13731931668858,40.510110294117645,1610612738,34,44,2021-03-20T00:18:36Z,2200000,-47.0,153.0,1,right,MISS K. Walker 16' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,16.02,Missed,,,,,,,,,,,,,,,,,
229,PT05M30.00S,2021-03-20T00:18:35.0Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,34,44,2021-03-20T00:18:36Z,2210000,,,0,,R. Holmes REBOUND (Off:0 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,228.0,2.0,2.0,0.0,,,,,,,,,,
230,PT05M21.00S,2021-03-20T00:18:44.4Z,2,REGULAR,3pt,Jump Shot,[],1627741,18.478975032851512,94.921875,1610612758,34,44,2021-03-20T00:18:49Z,2220000,-225.0,121.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,25.52,Missed,,,,,,,,,,,,,,,,,
231,PT05M18.00S,2021-03-20T00:18:46.6Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,34,44,2021-03-20T00:18:46Z,2230000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,230.0,1.0,1.0,0.0,,,,,,,,,,
232,PT05M15.00S,2021-03-20T00:18:50.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203935,91.40932982917214,56.196384803921575,1610612738,34,44,2021-03-20T00:18:57Z,2240000,31.0,28.0,1,right,MISS M. Smart alley-oop Layup,[203935],1610612738.0,BOS,alley-oop,,,Smart,M. Smart,,,,,,,4.2,Missed,,,,,,,,,,,,,,,,,
233,PT05M09.00S,2021-03-20T00:18:56.2Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,34,44,2021-03-20T00:28:34Z,2250000,,,0,,H. Barnes REBOUND (Off:0 Def:5),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,232.0,5.0,5.0,0.0,,,,,,,,,,
234,PT05M09.00S,2021-03-20T00:19:01.4Z,2,REGULAR,turnover,out-of-bounds,[],1629713,,,1610612758,34,44,2021-03-20T00:37:40Z,2260000,,,0,,J. James step out-of-bounds TURNOVER (1 TO),[1629713],1610612758.0,SAC,step,,,James,J. James,,,,,1174.0,1.0,,,,,,,,,,,,,,,,,,,
235,PT04M52.00S,2021-03-20T00:19:26.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202689,89.83245729303549,61.09834558823529,1610612738,34,44,2021-03-20T00:59:54Z,2270000,55.0,43.0,1,right,MISS K. Walker 7' driving Layup - blocked,"[202689, 1630169]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,,,7.03,Missed,,,,,,,,,,,Haliburton,1630169.0,,,,,
236,PT04M52.00S,2021-03-20T00:19:26.5Z,2,REGULAR,block,,[],1630169,,,1610612738,34,44,2021-03-20T00:19:29Z,2280000,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M49.00S,2021-03-20T00:19:29.5Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,34,44,2021-03-20T00:19:47Z,2290000,,,0,,R. Holmes REBOUND (Off:0 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,235.0,3.0,3.0,0.0,,,,,,,,,,
238,PT04M46.00S,2021-03-20T00:19:33.2Z,2,REGULAR,turnover,lost ball,[],1629713,,,1610612758,34,44,2021-03-20T00:19:37Z,2300000,,,0,,J. James lost ball TURNOVER (2 TO),"[1629713, 1627759]",1610612758.0,SAC,,,,James,J. James,,,,,,2.0,,,,Brown,1627759.0,,,,,,,,,,,,,,
239,PT04M46.00S,2021-03-20T00:19:33.2Z,2,REGULAR,steal,,[],1627759,,,1610612738,34,44,2021-03-20T00:19:35Z,2310000,,,0,,J. Brown STEAL (3 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M42.00S,2021-03-20T00:19:37.1Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,34,44,2021-03-20T00:19:52Z,2320000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1626158]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,3.0,,,,Holmes,1626158.0,,,,,,,,,,,,,,
241,PT04M42.00S,2021-03-20T00:19:37.1Z,2,REGULAR,steal,,[],1626158,,,1610612758,34,44,2021-03-20T00:19:38Z,2330000,,,0,,R. Holmes STEAL (1 STL),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M36.00S,2021-03-20T00:19:45.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626158,8.09789750328515,56.196384803921575,1610612758,34,46,2021-03-20T00:20:02Z,2340000,-31.0,24.0,1,left,R. Holmes Layup (10 PTS) (B. Hield 2 AST),"[1626158, 1627741]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,3.9,Made,10.0,,,,,,,B. Hield,1627741.0,2.0,,,,,,,
244,PT04M36.00S,2021-03-20T00:19:50.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627759,,,1610612758,34,46,2021-03-20T00:20:00Z,2360000,,,0,,J. Brown shooting personal FOUL (2 PF) (Holmes 1 FT),"[1627759, 1626158]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,1628953.0,,,,,,,,,,,,,,,,2.0,0.0,Holmes,1626158.0,
248,PT04M36.00S,2021-03-20T00:20:18.6Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1626158,,,1610612758,34,47,2021-03-20T00:20:18Z,2400000,,,0,,R. Holmes Free Throw 1 of 1 (11 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
249,PT04M24.00S,2021-03-20T00:20:28.4Z,2,REGULAR,2pt,Jump Shot,[],203935,77.7431011826544,23.598345588235293,1610612738,34,47,2021-03-20T00:20:32Z,2410000,-132.0,157.0,1,right,MISS M. Smart 20' Jump Shot,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,20.49,Missed,,,,,,,,,,,,,,,,,
250,PT04M23.00S,2021-03-20T00:20:30.1Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,34,47,2021-03-20T00:20:30Z,2420000,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,249.0,3.0,1.0,2.0,,,,,,,,,,
251,PT04M14.00S,2021-03-20T00:20:38.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,91.40932982917214,55.4610906862745,1610612738,34,47,2021-03-20T00:20:44Z,2430000,27.0,28.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,3.93,Missed,,,,,,,,,,,,,,,,,
252,PT04M14.00S,2021-03-20T00:20:41.5Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,34,47,2021-03-20T00:20:41Z,2440000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,251.0,5.0,4.0,1.0,,,,,,,,,,
253,PT04M14.00S,2021-03-20T00:20:41.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,94.40999984741211,50.0,1610612738,34,47,2021-03-20T00:20:41Z,2450000,0.0,0.0,1,right,MISS J. Brown tip Layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
254,PT04M14.00S,2021-03-20T00:20:43.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,34,47,2021-03-20T00:20:43Z,2460000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,253.0,,,,,,,,,,,,,
255,PT04M14.00S,2021-03-20T00:20:45.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,34,47,2021-03-20T00:20:45Z,2470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M08.00S,2021-03-20T00:21:03.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,88.38699080157687,57.91207107843137,1610612738,34,47,2021-03-20T00:21:08Z,2480000,40.0,57.0,1,right,MISS G. Williams 6' driving Layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,,,6.92,Missed,,,,,,,,,,,,,,,,,
257,PT04M06.00S,2021-03-20T00:21:05.5Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,34,47,2021-03-20T00:21:08Z,2490000,,,0,,H. Barnes REBOUND (Off:0 Def:6),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,256.0,6.0,6.0,0.0,,,,,,,,,,
258,PT04M03.00S,2021-03-20T00:21:08.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629713,9.149145860709593,44.921875,1610612758,34,49,2021-03-20T01:00:10Z,2500000,25.0,34.0,1,left,J. James running DUNK (2 PTS) (T. Haliburton 4 AST),"[1629713, 1630169]",1610612758.0,SAC,running,,,James,J. James,,,,,,,4.2,Made,2.0,,,,,,,T. Haliburton,1630169.0,4.0,,,,,,,
260,PT04M02.00S,2021-03-20T00:21:37.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,34,49,2021-03-20T00:21:37Z,2520000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M02.00S,2021-03-20T00:23:30.7Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,34,49,2021-03-20T00:23:53Z,2530000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
