actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
362,PT08M58.00S,2021-03-20T00:59:30.8Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612758,54,64,2021-03-20T00:59:33Z,3510000,,,0,,T. Haliburton REBOUND (Off:0 Def:3),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,361.0,3.0,3.0,0.0,,,,,,,,,,
363,PT08M43.00S,2021-03-20T00:59:45.8Z,3,REGULAR,3pt,Jump Shot,[],203084,93.64323258869908,1.7846200980392155,1610612758,54,67,2021-03-20T00:59:50Z,3520000,-241.0,7.0,1,right,H. Barnes 24' 3PT  (11 PTS) (B. Hield 3 AST),"[203084, 1627741]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,24.12,Made,11.0,,,,,,,B. Hield,1627741.0,3.0,,,,,,,
365,PT08M22.00S,2021-03-20T01:00:06.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,9.806176084099869,39.28462009803921,1610612738,54,67,2021-03-20T01:02:02Z,3540000,54.0,40.0,1,left,MISS D. Theis 6' bank Shot,[1628464],1610612738.0,BOS,bank,,,Theis,D. Theis,,,,,,,6.67,Missed,,,,,,,,,,,,,,,,,
366,PT08M19.00S,2021-03-20T01:00:09.4Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612758,54,67,2021-03-20T01:00:51Z,3550000,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,365.0,3.0,3.0,0.0,,,,,,,,,,
367,PT08M08.00S,2021-03-20T01:00:20.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203084,91.27792378449409,54.23560049019608,1610612758,54,67,2021-03-20T01:00:29Z,3560000,21.0,29.0,1,right,MISS H. Barnes driving reverse Layup,[203084],1610612758.0,SAC,driving reverse,,,Barnes,H. Barnes,,,,,,,3.63,Missed,,,,,,,,,,,,,,,,,
368,PT08M06.00S,2021-03-20T01:00:22.8Z,3,REGULAR,rebound,offensive,[],203084,,,1610612758,54,67,2021-03-20T01:00:43Z,3570000,,,0,,H. Barnes REBOUND (Off:1 Def:6),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,367.0,7.0,6.0,1.0,,,,,,,,,,
369,PT08M03.00S,2021-03-20T01:00:28.7Z,3,REGULAR,turnover,out-of-bounds,[],203084,,,1610612758,54,67,2021-03-20T01:00:35Z,3580000,,,0,,H. Barnes bad pass out-of-bounds TURNOVER (1 TO),[203084],1610612758.0,SAC,bad pass,,,Barnes,H. Barnes,,,,,203177.0,1.0,,,,,,,,,,,,,,,,,,,
370,PT08M03.00S,2021-03-20T01:00:36.5Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,54,67,2021-03-20T01:00:50Z,3590000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT08M03.00S,2021-03-20T01:00:36.5Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,54,67,2021-03-20T01:00:50Z,3600000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT07M54.00S,2021-03-20T01:00:59.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,11.383048620236531,42.715992647058826,1610612738,56,67,2021-03-20T01:01:04Z,3610000,36.0,55.0,1,left,J. Tatum 6' driving floating bank Jump Shot (15 PTS),[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,,,6.55,Made,15.0,,,,,,,,,,,,,,,,
373,PT07M40.00S,2021-03-20T01:01:16.8Z,3,REGULAR,foul,personal,[],1628369,,,1610612758,56,67,2021-03-20T01:01:23Z,3620000,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 203084]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,203177.0,,,,,,,,,,,,,,,,2.0,0.0,Barnes,203084.0,
375,PT07M33.00S,2021-03-20T01:01:36.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,87.99277266754271,58.40226715686274,1610612758,56,67,2021-03-20T01:05:31Z,3640000,42.0,60.0,1,right,MISS R. Holmes 7' floating Shot,[1626158],1610612758.0,SAC,floating,,,Holmes,R. Holmes,,,,,,,7.36,Missed,,,,,,,,,,,,,,,,,
376,PT07M28.00S,2021-03-20T01:01:41.2Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,56,67,2021-03-20T01:01:42Z,3650000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,375.0,4.0,4.0,0.0,,,,,,,,,,
377,PT07M22.00S,2021-03-20T01:01:47.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,7.703679369250986,56.44148284313726,1610612738,58,67,2021-03-20T01:01:52Z,3660000,-32.0,20.0,1,left,R. Williams III alley-oop Layup (4 PTS) (M. Smart 4 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,3.79,Made,4.0,,,,,,,M. Smart,203935.0,4.0,,,,,,,
379,PT07M02.00S,2021-03-20T01:02:07.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,90.75229960578186,57.666973039215684,1610612758,58,67,2021-03-20T01:02:19Z,3680000,38.0,34.0,1,right,MISS R. Holmes driving Layup - blocked,"[1626158, 1629057]",1610612758.0,SAC,driving,,,Holmes,R. Holmes,,,,,,,5.15,Missed,,,,,,,,,,,Williams III,1629057.0,,,,,
380,PT07M02.00S,2021-03-20T01:02:07.3Z,3,REGULAR,block,,[],1629057,,,1610612758,58,67,2021-03-20T01:07:55Z,3690000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M59.00S,2021-03-20T01:02:10.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,67,2021-03-20T01:02:19Z,3700000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,379.0,3.0,2.0,1.0,,,,,,,,,,
382,PT06M54.00S,2021-03-20T01:02:15.4Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629057,9.017739816031538,51.53952205882353,1610612738,60,67,2021-03-20T01:08:05Z,3710000,-8.0,32.0,1,left,R. Williams III cutting DUNK (6 PTS) (K. Walker 4 AST),"[1629057, 202689]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,,,3.32,Made,6.0,,,,,,,K. Walker,202689.0,4.0,,,,,,,
384,PT06M34.00S,2021-03-20T01:02:35.1Z,3,REGULAR,3pt,Jump Shot,[],1628368,67.49342969776609,23.353247549019606,1610612758,60,67,2021-03-20T01:02:44Z,3730000,-133.0,253.0,1,right,MISS D. Fox 28' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,28.6,Missed,,,,,,,,,,,,,,,,,
385,PT06M30.00S,2021-03-20T01:02:39.1Z,3,REGULAR,rebound,offensive,[],1626158,,,1610612758,60,67,2021-03-20T01:02:44Z,3740000,,,0,,R. Holmes REBOUND (Off:3 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,384.0,7.0,4.0,3.0,,,,,,,,,,
386,PT06M28.00S,2021-03-20T01:02:41.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,68.67608409986859,78.74540441176471,1610612758,60,67,2021-03-20T01:02:50Z,3750000,144.0,242.0,1,right,MISS B. Hield 28' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,28.14,Missed,,,,,,,,,,,,,,,,,
387,PT06M27.00S,2021-03-20T01:02:42.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,60,67,2021-03-20T01:02:50Z,3760000,,,0,,J. Brown REBOUND (Off:2 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,386.0,8.0,6.0,2.0,,,,,,,,,,
388,PT06M17.00S,2021-03-20T01:02:51.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,27.414586070959263,83.40226715686273,1610612738,63,67,2021-03-20T01:02:56Z,3770000,-167.0,205.0,1,left,J. Brown 26' 3PT  (12 PTS) (M. Smart 5 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,26.46,Made,12.0,,,,,,,M. Smart,203935.0,5.0,,,,,,,
390,PT05M56.00S,2021-03-20T01:03:12.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,85.10183968462549,54.48069852941176,1610612758,63,69,2021-03-20T01:15:09Z,3790000,22.0,88.0,1,right,R. Holmes 9' floating Jump Shot (17 PTS) (H. Barnes 2 AST),"[1626158, 203084]",1610612758.0,SAC,floating,,,Holmes,R. Holmes,,,,,,,9.03,Made,17.0,,,,,,,H. Barnes,203084.0,2.0,,,,,,,
392,PT05M33.00S,2021-03-20T01:03:36.0Z,3,REGULAR,3pt,Jump Shot,[],203935,28.465834428383708,18.696384803921568,1610612738,66,69,2021-03-20T01:03:48Z,3810000,157.0,215.0,1,left,M. Smart 26' 3PT  (9 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,26.6,Made,9.0,,,,,,,J. Tatum,1628369.0,2.0,,,,,,,
394,PT05M31.00S,2021-03-20T01:03:46.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,66,69,2021-03-20T01:03:46Z,3830000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT05M31.00S,2021-03-20T01:06:04.0Z,3,REGULAR,substitution,out,[],1630169,,,1610612758,66,69,2021-03-20T01:06:30Z,3840000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M31.00S,2021-03-20T01:06:04.0Z,3,REGULAR,substitution,in,[],202709,,,1610612758,66,69,2021-03-20T01:06:30Z,3850000,,,0,,SUB in: C. Joseph,[202709],1610612758.0,SAC,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M20.00S,2021-03-20T01:06:56.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,66,69,2021-03-20T01:06:56Z,3860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M13.00S,2021-03-20T01:07:15.9Z,3,REGULAR,3pt,Jump Shot,[],202709,67.7562417871222,78.01011029411765,1610612758,66,69,2021-03-20T01:07:21Z,3870000,140.0,251.0,1,right,MISS C. Joseph 28' 3PT,[202709],1610612758.0,SAC,,,,Joseph,C. Joseph,,,,,,,28.71,Missed,,,,,,,,,,,,,,,,,
399,PT05M11.00S,2021-03-20T01:07:17.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,66,69,2021-03-20T01:07:21Z,3880000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,398.0,4.0,2.0,2.0,,,,,,,,,,
400,PT05M00.00S,2021-03-20T01:07:29.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.017739816031538,53.255208333333336,1610612738,66,69,2021-03-20T01:07:34Z,3890000,-16.0,32.0,1,left,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,3.62,Missed,,,,,,,,,,,,,,,,,
401,PT04M57.00S,2021-03-20T01:07:32.8Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,66,69,2021-03-20T01:07:34Z,3900000,,,0,,H. Barnes REBOUND (Off:1 Def:7),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,400.0,8.0,7.0,1.0,,,,,,,,,,
402,PT04M47.00S,2021-03-20T01:07:42.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203084,92.19776609724047,52.27481617647059,1610612758,66,71,2021-03-20T01:14:46Z,3910000,11.0,21.0,1,right,H. Barnes cutting DUNK (13 PTS) (R. Holmes 2 AST),"[203084, 1626158]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,,,2.37,Made,13.0,,,,,,,R. Holmes,1626158.0,2.0,,,,,,,
404,PT04M25.00S,2021-03-20T01:08:09.0Z,3,REGULAR,foul,offensive,[],1629057,,,1610612738,66,71,2021-03-20T01:08:20Z,3930000,,,0,,R. Williams III offensive FOUL (2 PF),"[1629057, 203084]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1174.0,,,,,,,,,,,,,,,,2.0,0.0,Barnes,203084.0,
406,PT04M25.00S,2021-03-20T01:08:09.0Z,3,REGULAR,turnover,offensive foul,[],1629057,,,1610612738,66,71,2021-03-20T01:08:09Z,3950000,,,0,,R. Williams III offensive foul TURNOVER (3 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1174.0,3.0,,,,,,,,,,,,,,,,,,,
407,PT04M25.00S,2021-03-20T01:08:17.3Z,3,REGULAR,substitution,out,[],1628369,,,1610612758,66,71,2021-03-20T01:08:25Z,3960000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M25.00S,2021-03-20T01:08:17.3Z,3,REGULAR,substitution,out,[],1627741,,,1610612758,66,71,2021-03-20T01:08:25Z,3970000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M25.00S,2021-03-20T01:08:17.3Z,3,REGULAR,substitution,in,[],1630202,,,1610612758,66,71,2021-03-20T01:08:25Z,3980000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M25.00S,2021-03-20T01:08:17.3Z,3,REGULAR,substitution,in,[],1629713,,,1610612758,66,71,2021-03-20T01:08:25Z,3990000,,,0,,SUB in: J. James,[1629713],1610612758.0,SAC,,,,James,J. James,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M09.00S,2021-03-20T01:08:43.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626158,87.86136662286465,47.86305147058824,1610612758,66,71,2021-03-20T01:08:47Z,4000000,-11.0,62.0,1,right,MISS R. Holmes 6' Hook,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,6.25,Missed,,,,,,,,,,,,,,,,,
412,PT04M07.00S,2021-03-20T01:08:45.4Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,66,71,2021-03-20T01:08:47Z,4010000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,411.0,2.0,2.0,0.0,,,,,,,,,,
413,PT04M01.00S,2021-03-20T01:08:52.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,5.206964520367937,51.294424019607845,1610612738,68,71,2021-03-20T01:08:57Z,4020000,-6.0,-4.0,1,left,R. Williams III DUNK (8 PTS) (K. Walker 5 AST),"[1629057, 202689]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,0.74,Made,8.0,,,,,,,K. Walker,202689.0,5.0,,,,,,,
415,PT03M46.00S,2021-03-20T01:09:08.7Z,3,REGULAR,foul,personal,['2freethrow'],202689,,,1610612758,68,71,2021-03-20T01:09:25Z,4040000,,,0,,K. Walker shooting personal FOUL (2 PF) (Holmes 2 FT),"[202689, 1626158]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,1174.0,,,,,,,,,,,,,,,,2.0,0.0,Holmes,1626158.0,
417,PT03M46.00S,2021-03-20T01:09:35.6Z,3,REGULAR,freethrow,1 of 2,[],1626158,,,1610612758,68,72,2021-03-20T01:10:07Z,4060000,,,0,,R. Holmes Free Throw 1 of 2 (18 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,
418,PT03M46.00S,2021-03-20T01:09:36.9Z,3,REGULAR,substitution,out,[],202689,,,1610612758,68,72,2021-03-20T01:09:48Z,4070000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M46.00S,2021-03-20T01:09:36.9Z,3,REGULAR,substitution,in,[],1630174,,,1610612758,68,72,2021-03-20T01:09:48Z,4080000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M46.00S,2021-03-20T01:09:35.6Z,3,REGULAR,freethrow,2 of 2,[],1626158,,,1610612758,68,72,2021-03-20T01:10:07Z,4090000,,,0,,MISS R. Holmes Free Throw 2 of 2,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,Missed,,,,,,,,,,,,,,,,,
421,PT03M44.00S,2021-03-20T01:09:37.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,68,72,2021-03-20T01:10:07Z,4100000,,,0,,J. Brown REBOUND (Off:2 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,420.0,9.0,7.0,2.0,,,,,,,,,,
422,PT03M33.00S,2021-03-20T01:10:16.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,17.0335085413929,57.666973039215684,1610612738,68,72,2021-03-20T01:10:25Z,4110000,-38.0,108.0,1,left,MISS J. Brown 11' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,11.42,Missed,,,,,,,,,,,,,,,,,
423,PT03M26.00S,2021-03-20T01:10:23.9Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,68,72,2021-03-20T01:10:25Z,4120000,,,0,,J. Brown REBOUND (Off:3 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,422.0,10.0,7.0,3.0,,,,,,,,,,
424,PT03M26.00S,2021-03-20T01:10:23.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627759,5.590000152587891,50.0,1610612738,70,72,2021-03-20T01:10:54Z,4130000,0.0,0.0,1,left,J. Brown tip Layup (14 PTS),[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,,,0.0,Made,14.0,,,,,,,,,,,,,,,,
425,PT03M21.00S,2021-03-20T01:10:28.6Z,3,REGULAR,2pt,Jump Shot,[],1628368,74.06373193166885,68.45128676470588,1610612758,70,74,2021-03-20T01:10:38Z,4140000,92.0,191.0,1,right,D. Fox 21' Jump Shot (17 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,21.24,Made,17.0,,,,,,,,,,,,,,,,
426,PT03M10.00S,2021-03-20T01:10:39.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,30.699737187910642,71.39246323529412,1610612738,73,74,2021-03-20T01:10:44Z,4150000,-107.0,236.0,1,left,J. Brown 25' 3PT  (17 PTS) (R. Williams III 2 AST),"[1627759, 1629057]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,25.92,Made,17.0,,,,,,,R. Williams III,1629057.0,2.0,,,,,,,
427,PT02M49.00S,2021-03-20T01:11:00.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,81.42247043363994,41.24540441176471,1610612758,73,74,2021-03-20T01:11:06Z,4160000,-44.0,122.0,1,right,MISS C. Joseph 12' Jump Shot,[202709],1610612758.0,SAC,,,,Joseph,C. Joseph,,,,,,,12.97,Missed,,,,,,,,,,,,,,,,,
428,PT02M47.00S,2021-03-20T01:11:02.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,73,74,2021-03-20T01:11:06Z,4170000,,,0,,J. Brown REBOUND (Off:3 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,427.0,11.0,8.0,3.0,,,,,,,,,,
430,PT02M39.00S,2021-03-20T01:11:10.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.278580814717477,46.400122549019606,1610612738,73,74,2021-03-20T01:11:18Z,4180000,18.0,25.0,1,left,MISS J. Brown driving finger roll Layup,[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,,,3.1,Missed,,,,,,,,,,,,,,,,,
431,PT02M36.00S,2021-03-20T01:11:13.9Z,3,REGULAR,rebound,defensive,[],202709,,,1610612758,73,74,2021-03-20T01:11:18Z,4190000,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612758.0,SAC,,,,Joseph,C. Joseph,,,,,,,,,,,,430.0,1.0,1.0,0.0,,,,,,,,,,
432,PT02M24.00S,2021-03-20T01:11:25.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,93.42969776609723,56.21936274509803,1610612758,73,74,2021-03-20T01:11:36Z,4200000,31.0,9.0,1,right,MISS D. Fox driving Layup - blocked,"[1628368, 1629057]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,,,3.25,Missed,,,,,,,,,,,Williams III,1629057.0,,,,,
433,PT02M24.00S,2021-03-20T01:11:25.4Z,3,REGULAR,block,,[],1629057,,,1610612758,73,74,2021-03-20T01:11:27Z,4210000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M21.00S,2021-03-20T01:11:28.4Z,3,REGULAR,rebound,offensive,[],203084,,,1610612758,73,74,2021-03-20T01:11:36Z,4220000,,,0,,H. Barnes REBOUND (Off:2 Def:7),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,432.0,9.0,7.0,2.0,,,,,,,,,,
435,PT02M18.00S,2021-03-20T01:11:33.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629713,91.5407358738502,58.40226715686274,1610612758,73,74,2021-03-20T01:11:54Z,4230000,42.0,27.0,1,right,MISS J. James Layup,[1629713],1610612758.0,SAC,,,,James,J. James,,,,,,,4.99,Missed,,,,,,,,,,,,,,,,,
436,PT02M17.00S,2021-03-20T01:11:34.9Z,3,REGULAR,rebound,offensive,[],1626158,,,1610612758,73,74,2021-03-20T01:11:54Z,4240000,,,0,,R. Holmes REBOUND (Off:4 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,435.0,8.0,4.0,4.0,,,,,,,,,,
437,PT02M16.00S,2021-03-20T01:11:39.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626158,90.22667542706965,52.76501225490197,1610612758,73,76,2021-03-20T01:11:45Z,4250000,14.0,39.0,1,right,R. Holmes putback Layup (20 PTS),[1626158],1610612758.0,SAC,putback,,,Holmes,R. Holmes,,,,,,,4.17,Made,20.0,,,,,,,,,,,,,,,,
438,PT02M16.00S,2021-03-20T01:11:42.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627759,,,1610612758,73,76,2021-03-20T01:11:55Z,4260000,,,0,,J. Brown shooting personal FOUL (3 PF) (Holmes 1 FT),"[1627759, 1626158]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,203177.0,,,,,,,,,,,,,,,,3.0,0.0,Holmes,1626158.0,
440,PT02M16.00S,2021-03-20T01:11:57.1Z,3,REGULAR,substitution,out,[],203084,,,1610612758,73,76,2021-03-20T01:12:05Z,4280000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M16.00S,2021-03-20T01:11:57.1Z,3,REGULAR,substitution,in,[],1627741,,,1610612758,73,76,2021-03-20T01:12:05Z,4290000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT02M16.00S,2021-03-20T01:12:18.8Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1626158,,,1610612758,73,76,2021-03-20T01:12:22Z,4300000,,,0,,MISS R. Holmes Free Throw 1 of 1,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,Missed,,,,,,,,,,,,,,,,,
443,PT02M13.00S,2021-03-20T01:12:21.8Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,73,76,2021-03-20T01:12:22Z,4310000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,442.0,5.0,3.0,2.0,,,,,,,,,,
444,PT01M57.00S,2021-03-20T01:12:36.4Z,3,REGULAR,3pt,Jump Shot,[],1630202,25.57490144546649,82.66697303921569,1610612738,76,76,2021-03-20T01:12:42Z,4320000,-163.0,188.0,1,left,P. Pritchard 24' 3PT turnaround fadeaway (3 PTS),[1630202],1610612738.0,BOS,turnaround fadeaway,,,Pritchard,P. Pritchard,,,,,,,24.89,Made,3.0,,,,,,,,,,,,,,,,
445,PT01M42.00S,2021-03-20T01:12:50.8Z,3,REGULAR,3pt,Jump Shot,[],1627741,64.99671484888306,38.05912990196079,1610612758,76,79,2021-03-20T01:12:56Z,4330000,-60.0,277.0,1,right,B. Hield 28' 3PT pullup (17 PTS),[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,,,28.29,Made,17.0,,,,,,,,,,,,,,,,
446,PT01M28.00S,2021-03-20T01:13:05.5Z,3,REGULAR,3pt,Jump Shot,[],1630202,32.933639947437584,32.176776960784316,1610612738,79,79,2021-03-20T01:13:09Z,4340000,89.0,257.0,1,left,P. Pritchard 27' 3PT  (6 PTS) (J. Brown 2 AST),"[1630202, 1627759]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,27.21,Made,6.0,,,,,,,J. Brown,1627759.0,2.0,,,,,,,
448,PT01M12.00S,2021-03-20T01:13:20.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,91.85282522996057,43.497242647058826,1610612758,79,81,2021-03-20T01:13:28Z,4360000,-33.0,24.0,1,right,D. Fox driving finger roll Layup (19 PTS),[1628368],1610612758.0,SAC,driving finger roll,,,Fox,D. Fox,,,,,,,4.05,Made,19.0,,,,,,,,,,,,,,,,
