actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
261,PT05M09.00S,2021-05-19T01:45:46.2Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,37,39,2021-05-19T01:45:51Z,2580000,,,0,,B. Beal REBOUND (Off:1 Def:4),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,260.0,5.0,4.0,1.0,,,,,,,,,,,,,
262,PT05M02.00S,2021-05-19T01:45:54.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,14.799605781865965,50.06893382352941,1610612764,37,41,2021-05-19T01:45:59Z,2590000,0.0,87.0,1,left,B. Beal 8' turnaround Jump Shot (6 PTS),[203078],1610612764.0,WAS,turnaround,,,Beal,B. Beal,,,,,,8.66,Made,,,,,6.0,,,,,,,,,,,,
263,PT04M48.00S,2021-05-19T01:46:07.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,89.17542706964521,49.333639705882355,1610612738,37,41,2021-05-19T01:46:30Z,2600000,-3.0,49.0,1,right,MISS K. Walker driving Layup - blocked,"[202689, 203078]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,,4.94,Missed,,,,,,,,,Beal,203078.0,,,,,,,
264,PT04M48.00S,2021-05-19T01:46:07.5Z,2,REGULAR,block,,[],203078,,,1610612738,37,41,2021-05-19T01:46:10Z,2610000,,,0,,B. Beal BLOCK (2 BLK),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M47.00S,2021-05-19T01:46:08.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,37,41,2021-05-19T01:46:30Z,2620000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,263.0,,,,,,,,,,,,,,,,
266,PT04M47.00S,2021-05-19T01:46:12.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,37,41,2021-05-19T01:46:12Z,2630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M47.00S,2021-05-19T01:46:28.5Z,2,REGULAR,foul,technical,['1freethrow'],202689,,,1610612738,37,41,2021-05-19T01:46:35Z,2640000,,,0,,K. Walker technical FOUL (1 Tech),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,202058.0,1.0,1.0,,,,
268,PT04M47.00S,2021-05-19T01:46:47.4Z,2,REGULAR,freethrow,1 of 1,[],203078,,,1610612738,37,42,2021-05-19T01:46:47Z,2650000,,,0,,B. Beal technical Free Throw 1 of 1 (7 PTS),[203078],1610612764.0,WAS,technical,,,Beal,B. Beal,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
269,PT04M47.00S,2021-05-19T01:46:48.1Z,2,REGULAR,substitution,out,[],202397,,,1610612738,37,42,2021-05-19T01:46:52Z,2660000,,,0,,SUB out: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M47.00S,2021-05-19T01:46:48.1Z,2,REGULAR,substitution,in,[],201566,,,1610612738,37,42,2021-05-19T01:46:52Z,2670000,,,0,,SUB in: R. Westbrook,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M42.00S,2021-05-19T01:47:35.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202689,75.90341655716163,10.853247549019608,1610612738,37,42,2021-05-19T01:47:40Z,2680000,-196.0,174.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,26.19,Missed,,,,,,,,,,,,,,,,,
272,PT04M40.00S,2021-05-19T01:47:37.1Z,2,REGULAR,rebound,defensive,[],201566,,,1610612764,37,42,2021-05-19T01:47:40Z,2690000,,,0,,R. Westbrook REBOUND (Off:2 Def:7),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,271.0,9.0,7.0,2.0,,,,,,,,,,,,,
273,PT04M30.00S,2021-05-19T01:47:47.4Z,2,REGULAR,2pt,Jump Shot,[],203078,7.30946123521682,80.95128676470588,1610612764,37,42,2021-05-19T01:47:54Z,2700000,-155.0,16.0,1,left,MISS B. Beal 15' pullup Shot,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,15.56,Missed,,,,,,,,,,,,,,,,,
274,PT04M28.00S,2021-05-19T01:47:49.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,37,42,2021-05-19T01:47:54Z,2710000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,273.0,3.0,3.0,0.0,,,,,,,,,,,,,
275,PT04M19.00S,2021-05-19T01:47:58.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,76.16622864651774,9.137561274509803,1610612738,37,42,2021-05-19T01:48:05Z,2720000,-204.0,172.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,26.67,Missed,,,,,,,,,,,,,,,,,
276,PT04M15.00S,2021-05-19T01:48:02.5Z,2,REGULAR,rebound,defensive,[],201566,,,1610612764,37,42,2021-05-19T01:48:05Z,2730000,,,0,,R. Westbrook REBOUND (Off:2 Def:8),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,275.0,10.0,8.0,2.0,,,,,,,,,,,,,
277,PT04M11.00S,2021-05-19T01:48:06.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201566,19.793035479632064,49.08854166666667,1610612764,37,42,2021-05-19T01:48:15Z,2740000,5.0,134.0,1,left,MISS R. Westbrook 13' running pullup Shot,[201566],1610612764.0,WAS,running pullup,,,Westbrook,R. Westbrook,,,,,,13.37,Missed,,,,,,,,,,,,,,,,,
278,PT04M08.00S,2021-05-19T01:48:09.6Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,37,42,2021-05-19T01:48:15Z,2750000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,277.0,3.0,2.0,1.0,,,,,,,,,,,,,
279,PT03M59.00S,2021-05-19T01:48:20.1Z,2,REGULAR,foul,personal,['2freethrow'],1629060,,,1610612738,37,42,2021-05-19T01:48:36Z,2760000,,,0,,R. Hachimura shooting personal FOUL (3 PF) (Thompson 2 FT),"[1629060, 202684]",1610612764.0,WAS,shooting,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,202058.0,3.0,0.0,Thompson,202684.0,,
281,PT03M59.00S,2021-05-19T01:48:58.2Z,2,REGULAR,freethrow,1 of 2,[],202684,,,1610612738,38,42,2021-05-19T01:49:33Z,2780000,,,0,,T. Thompson Free Throw 1 of 2 (5 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
282,PT03M59.00S,2021-05-19T01:48:59.1Z,2,REGULAR,substitution,out,[],1629060,,,1610612738,38,42,2021-05-19T01:49:12Z,2790000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M59.00S,2021-05-19T01:48:59.1Z,2,REGULAR,substitution,out,[],201577,,,1610612738,38,42,2021-05-19T01:49:12Z,2800000,,,0,,SUB out: R. Lopez,[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M59.00S,2021-05-19T01:48:59.1Z,2,REGULAR,substitution,in,[],202722,,,1610612738,38,42,2021-05-19T01:49:12Z,2810000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M59.00S,2021-05-19T01:48:59.1Z,2,REGULAR,substitution,in,[],203458,,,1610612738,38,42,2021-05-19T01:49:12Z,2820000,,,0,,SUB in: A. Len,[203458],1610612764.0,WAS,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M59.00S,2021-05-19T01:48:58.2Z,2,REGULAR,freethrow,2 of 2,[],202684,,,1610612738,38,42,2021-05-19T01:49:33Z,2830000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,Missed,,,,,,,,,,,,,,,,,
287,PT03M57.00S,2021-05-19T01:49:00.2Z,2,REGULAR,rebound,defensive,[],201566,,,1610612764,38,42,2021-05-19T01:49:33Z,2840000,,,0,,R. Westbrook REBOUND (Off:2 Def:9),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,286.0,11.0,9.0,2.0,,,,,,,,,,,,,
288,PT03M45.00S,2021-05-19T01:49:42.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,7.966491458607096,41.73560049019608,1610612764,38,44,2021-05-19T01:49:49Z,2850000,41.0,22.0,1,left,B. Beal driving finger roll Layup (9 PTS) (R. Westbrook 5 AST),"[203078, 201566]",1610612764.0,WAS,driving finger roll,,,Beal,B. Beal,,,,,,4.7,Made,,,,,9.0,R. Westbrook,201566.0,5.0,,,,,,,,,
290,PT03M34.00S,2021-05-19T01:49:59.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,38,44,2021-05-19T01:49:59Z,2870000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M34.00S,2021-05-19T01:51:28.6Z,2,REGULAR,substitution,out,[],202684,,,1610612738,38,44,2021-05-19T01:53:05Z,2880000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M34.00S,2021-05-19T01:51:28.6Z,2,REGULAR,substitution,out,[],203935,,,1610612738,38,44,2021-05-19T01:53:05Z,2890000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M34.00S,2021-05-19T01:51:28.6Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,38,44,2021-05-19T01:53:05Z,2900000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M34.00S,2021-05-19T01:51:28.6Z,2,REGULAR,substitution,in,[],1629641,,,1610612738,38,44,2021-05-19T01:53:05Z,2910000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M21.00S,2021-05-19T01:53:49.6Z,2,REGULAR,3pt,Jump Shot,[],203095,73.53810775295663,15.265012254901961,1610612738,38,44,2021-05-19T01:53:56Z,2920000,-174.0,196.0,1,right,MISS E. Fournier 26' pullup 3PT,[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,,26.2,Missed,,,,,,,,,,,,,,,,,
296,PT03M17.00S,2021-05-19T01:53:53.6Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,38,44,2021-05-19T01:53:56Z,2930000,,,0,,B. Beal REBOUND (Off:1 Def:5),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,295.0,6.0,5.0,1.0,,,,,,,,,,,,,
297,PT03M08.00S,2021-05-19T01:54:02.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203458,12.66425755584757,50.91145833333333,1610612764,38,46,2021-05-19T01:54:43Z,2940000,-5.0,67.0,1,left,A. Len 6' floating Jump Shot (5 PTS) (B. Beal 5 AST),"[203458, 203078]",1610612764.0,WAS,floating,,,Len,A. Len,,,,,,6.67,Made,,,,,5.0,B. Beal,203078.0,5.0,,,,,,,,,
299,PT02M55.00S,2021-05-19T01:54:17.7Z,2,REGULAR,turnover,traveling,[],202689,,,1610612738,38,46,2021-05-19T01:54:24Z,2960000,,,0,,K. Walker traveling TURNOVER (2 TO),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,2.0,,,,,,,,,,,,,202058.0,,,,,,
300,PT02M46.00S,2021-05-19T01:54:46.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,38,46,2021-05-19T01:54:46Z,2970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M46.00S,2021-05-19T01:54:52.8Z,2,REGULAR,substitution,out,[],1629641,,,1610612764,38,46,2021-05-19T01:54:57Z,2980000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M46.00S,2021-05-19T01:54:52.8Z,2,REGULAR,substitution,in,[],203935,,,1610612764,38,46,2021-05-19T01:54:57Z,2990000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M40.00S,2021-05-19T01:55:09.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203526,15.193823915900131,36.58854166666667,1610612764,38,46,2021-05-19T01:55:26Z,3000000,67.0,90.0,1,left,MISS R. Neto 11' driving floating Shot,[203526],1610612764.0,WAS,driving floating,,,Neto,R. Neto,,,,,,11.25,Missed,,,,,,,,,,,,,,,,,
304,PT02M34.00S,2021-05-19T01:55:15.2Z,2,REGULAR,rebound,defensive,[],203095,,,1610612738,38,46,2021-05-19T01:55:26Z,3010000,,,0,,E. Fournier REBOUND (Off:1 Def:2),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,303.0,3.0,2.0,1.0,,,,,,,,,,,,,
305,PT02M32.00S,2021-05-19T01:55:16.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202689,91.5407358738502,52.029718137254896,1610612738,40,46,2021-05-19T01:55:32Z,3020000,10.0,27.0,1,right,K. Walker driving Layup (9 PTS) (E. Fournier 2 AST),"[202689, 203095]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,,2.88,Made,,,,,9.0,E. Fournier,203095.0,2.0,,,,,,,,,
307,PT02M15.00S,2021-05-19T01:55:33.6Z,2,REGULAR,2pt,Jump Shot,[],203078,18.873193166885677,25.80422794117647,1610612764,40,48,2021-05-19T01:55:38Z,3040000,121.0,125.0,1,left,B. Beal 17' pullup Jump Shot (11 PTS),[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,17.39,Made,,,,,11.0,,,,,,,,,,,,
308,PT02M03.00S,2021-05-19T01:55:45.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.46057818659659,46.63756127450981,1610612738,42,48,2021-05-19T01:55:52Z,3050000,-17.0,18.0,1,right,J. Tatum driving reverse Layup (12 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,,2.49,Made,,,,,12.0,,,,,,,,,,,,
309,PT01M50.00S,2021-05-19T01:55:58.4Z,2,REGULAR,3pt,Jump Shot,[],202722,29.77989487516426,71.8826593137255,1610612764,42,48,2021-05-19T01:56:04Z,3060000,-109.0,227.0,1,left,MISS D. Bertans 25' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,25.23,Missed,,,,,,,,,,,,,,,,,
310,PT01M47.00S,2021-05-19T01:56:01.9Z,2,REGULAR,rebound,offensive,[],201566,,,1610612764,42,48,2021-05-19T01:56:02Z,3070000,,,0,,R. Westbrook REBOUND (Off:3 Def:9),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,309.0,12.0,9.0,3.0,,,,,,,,,,,,,
311,PT01M46.00S,2021-05-19T01:56:02.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,5.338370565045992,51.049325980392155,1610612764,42,50,2021-05-19T01:56:07Z,3080000,-5.0,-2.0,1,left,R. Westbrook putback Layup (6 PTS),[201566],1610612764.0,WAS,putback,,,Westbrook,R. Westbrook,,,,,,0.57,Made,,,,,6.0,,,,,,,,,,,,
312,PT01M36.00S,2021-05-19T01:56:15.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,92.32917214191852,51.294424019607845,1610612738,42,50,2021-05-19T01:56:29Z,3090000,6.0,20.0,1,right,MISS K. Walker driving Layup,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,,2.06,Missed,,,,,,,,,,,,,,,,,
313,PT01M35.00S,2021-05-19T01:56:16.4Z,2,REGULAR,rebound,offensive,[],202689,,,1610612738,42,50,2021-05-19T01:56:39Z,3100000,,,0,,K. Walker REBOUND (Off:1 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,312.0,2.0,1.0,1.0,,,,,,,,,,,,,
314,PT01M34.00S,2021-05-19T01:56:19.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202689,94.40999984741211,50.0,1610612738,44,50,2021-05-19T01:56:19Z,3110000,0.0,0.0,1,right,K. Walker tip Layup (11 PTS),[202689],1610612738.0,BOS,tip,,,Walker,K. Walker,,,,,,0.0,Made,,,,,11.0,,,,,,,,,,,,
315,PT01M34.00S,2021-05-19T01:56:21.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203526,,,1610612738,44,50,2021-05-19T01:56:30Z,3120000,,,0,,R. Neto shooting personal FOUL (1 PF) (Walker 1 FT),"[203526, 202689]",1610612764.0,WAS,shooting,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Walker,202689.0,,
317,PT01M34.00S,2021-05-19T01:56:43.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],202689,,,1610612738,45,50,2021-05-19T01:56:43Z,3140000,,,0,,K. Walker Free Throw 1 of 1 (12 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
318,PT01M16.00S,2021-05-19T01:57:02.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,9.017739816031538,63.549325980392155,1610612764,45,52,2021-05-19T01:57:06Z,3150000,-68.0,32.0,1,left,B. Beal 7' driving floating bank Jump Shot (13 PTS),[203078],1610612764.0,WAS,driving floating bank,,,Beal,B. Beal,,,,,,7.5,Made,,,,,13.0,,,,,,,,,,,,
319,PT01M03.00S,2021-05-19T01:57:19.5Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203458,,,1610612738,45,52,2021-05-19T01:57:33Z,3160000,,,0,,A. Len shooting personal FOUL (2 PF) (Tatum 3 FT),"[203458, 1628369]",1610612764.0,WAS,shooting,,,Len,A. Len,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Tatum,1628369.0,,
321,PT01M03.00S,2021-05-19T01:57:44.7Z,2,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,46,52,2021-05-19T01:57:44Z,3180000,,,0,,J. Tatum Free Throw 1 of 3 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,13.0,,,,,,,,,,,,
322,PT01M03.00S,2021-05-19T01:58:00.3Z,2,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,47,52,2021-05-19T01:58:00Z,3190000,,,0,,J. Tatum Free Throw 2 of 3 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,14.0,,,,,,,,,,,,
323,PT01M03.00S,2021-05-19T01:58:05.3Z,2,REGULAR,substitution,out,[],203095,,,1610612738,47,52,2021-05-19T01:58:12Z,3200000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M03.00S,2021-05-19T01:58:05.3Z,2,REGULAR,substitution,in,[],1629641,,,1610612738,47,52,2021-05-19T01:58:12Z,3210000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M03.00S,2021-05-19T01:58:23.5Z,2,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,48,52,2021-05-19T01:58:23Z,3220000,,,0,,J. Tatum Free Throw 3 of 3 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,15.0,,,,,,,,,,,,
326,PT00M52.40S,2021-05-19T01:58:36.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.703679369250986,34.627757352941174,1610612764,48,52,2021-05-19T01:58:45Z,3230000,77.0,20.0,1,left,MISS R. Westbrook 7' driving Layup - blocked,"[201566, 1628369]",1610612764.0,WAS,driving,,,Westbrook,R. Westbrook,,,,,,7.94,Missed,,,,,,,,,Tatum,1628369.0,,,,,,,
327,PT00M52.40S,2021-05-19T01:58:36.2Z,2,REGULAR,block,,[],1628369,,,1610612764,48,52,2021-05-19T01:58:38Z,3240000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M50.10S,2021-05-19T01:58:38.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,48,52,2021-05-19T01:58:45Z,3250000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,326.0,4.0,4.0,0.0,,,,,,,,,,,,,
329,PT00M45.40S,2021-05-19T01:58:43.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203935,68.54467805519053,73.59834558823529,1610612738,48,52,2021-05-19T01:59:18Z,3260000,118.0,243.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,27.03,Missed,,,,,,,,,,,,,,,,,
330,PT00M42.20S,2021-05-19T01:58:47.1Z,2,REGULAR,rebound,offensive,[],202689,,,1610612738,48,52,2021-05-19T02:00:56Z,3270000,,,0,,K. Walker REBOUND (Off:2 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,329.0,3.0,1.0,2.0,,,,,,,,,,,,,
331,PT00M40.60S,2021-05-19T01:59:20.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,48,52,2021-05-19T01:59:20Z,3280000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M40.60S,2021-05-19T02:00:17.3Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,48,52,2021-05-19T02:00:45Z,3290000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M40.60S,2021-05-19T02:00:17.3Z,2,REGULAR,substitution,in,[],202684,,,1610612738,48,52,2021-05-19T02:00:45Z,3300000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M31.30S,2021-05-19T02:01:07.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,78.79434954007884,48.84344362745098,1610612738,50,52,2021-05-19T02:02:44Z,3310000,-6.0,147.0,1,right,J. Tatum 14' fadeaway Jump Shot (17 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,14.69,Made,,,,,17.0,,,,,,,,,,,,
335,PT00M31.30S,2021-05-19T02:01:11.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203078,,,1610612738,50,52,2021-05-19T02:01:18Z,3320000,,,0,,B. Beal shooting personal FOUL (1 PF) (Tatum 1 FT),"[203078, 1628369]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Tatum,1628369.0,,
337,PT00M31.30S,2021-05-19T02:01:43.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628369,,,1610612738,51,52,2021-05-19T02:01:43Z,3340000,,,0,,J. Tatum Free Throw 1 of 1 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,18.0,,,,,,,,,,,,
338,PT00M26.40S,2021-05-19T02:01:56.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203458,11.251642575558476,42.22579656862745,1610612764,51,52,2021-05-19T02:02:06Z,3350000,39.0,53.0,1,left,MISS A. Len 6' Hook,[203458],1610612764.0,WAS,,,,Len,A. Len,,,,,,6.6,Missed,,,,,,,,,,,,,,,,,
339,PT00M25.70S,2021-05-19T02:01:57.6Z,2,REGULAR,rebound,offensive,[],201566,,,1610612764,51,52,2021-05-19T02:02:06Z,3360000,,,0,,R. Westbrook REBOUND (Off:4 Def:9),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,338.0,13.0,9.0,4.0,,,,,,,,,,,,,
340,PT00M25.70S,2021-05-19T02:02:01.0Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",201566,5.590000152587891,50.0,1610612764,51,54,2021-05-19T02:02:12Z,3370000,0.0,0.0,1,left,R. Westbrook tip DUNK (8 PTS),[201566],1610612764.0,WAS,tip,,,Westbrook,R. Westbrook,,,,,,0.0,Made,,,,,8.0,,,,,,,,,,,,
341,PT00M04.90S,2021-05-19T02:02:24.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,75.3777923784494,11.833639705882353,1610612738,51,54,2021-05-19T02:02:33Z,3380000,-191.0,179.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,26.16,Missed,,,,,,,,,,,,,,,,,
342,PT00M03.20S,2021-05-19T02:02:26.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,51,54,2021-05-19T02:02:33Z,3390000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,341.0,,,,,,,,,,,,,,,,
343,PT00M03.20S,2021-05-19T02:02:30.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203458,,,1610612738,51,54,2021-05-19T02:02:39Z,3400000,,,0,,A. Len loose ball personal FOUL (3 PF) (Thompson 2 FT),"[203458, 202684]",1610612764.0,WAS,loose ball,,,Len,A. Len,,,,,,,,,,,,,,,,,,1162.0,3.0,0.0,Thompson,202684.0,,
345,PT00M03.20S,2021-05-19T02:02:57.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202684,,,1610612738,51,54,2021-05-19T02:02:57Z,3420000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,Missed,,,,,,,,,,,,,,,,,
