actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
346,PT00M03.20S,2021-05-19T02:02:57.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,51,54,2021-05-19T02:02:57Z,3430000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,345.0,,,,,,,,,,,,,,,,
347,PT00M03.20S,2021-05-19T02:03:04.9Z,2,REGULAR,substitution,out,[],203458,,,1610612738,51,54,2021-05-19T02:03:09Z,3440000,,,0,,SUB out: A. Len,[203458],1610612764.0,WAS,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M03.20S,2021-05-19T02:03:04.9Z,2,REGULAR,substitution,in,[],201577,,,1610612738,51,54,2021-05-19T02:03:09Z,3450000,,,0,,SUB in: R. Lopez,[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M03.20S,2021-05-19T02:03:28.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202684,,,1610612738,52,54,2021-05-19T02:03:28Z,3460000,,,0,,T. Thompson Free Throw 2 of 2 (6 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
350,PT00M00.30S,2021-05-19T02:03:35.9Z,2,REGULAR,foul,offensive,['inpenalty'],203078,,,1610612764,52,54,2021-05-19T02:04:54Z,3470000,,,0,,B. Beal charge offensive FOUL (2 PF),"[203078, 203935]",1610612764.0,WAS,charge,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Smart,203935.0,,
352,PT00M00.30S,2021-05-19T02:03:35.9Z,2,REGULAR,turnover,offensive foul,[],203078,,,1610612764,52,54,2021-05-19T02:03:35Z,3490000,,,0,,B. Beal offensive foul TURNOVER (1 TO),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,1.0,,,,,,,,,,,,,202058.0,,,,,,
353,PT00M00.00S,2021-05-19T02:03:57.3Z,2,REGULAR,period,end,[],0,,,1610612738,52,54,2021-05-19T02:03:57Z,3500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-05-19T02:19:40.2Z,3,REGULAR,substitution,out,['startperiod'],202684,,,1610612738,52,54,2021-05-19T02:20:18Z,3510000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-05-19T02:19:40.2Z,3,REGULAR,substitution,out,['startperiod'],1629641,,,1610612738,52,54,2021-05-19T02:20:18Z,3520000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2021-05-19T02:19:40.2Z,3,REGULAR,substitution,out,['startperiod'],202722,,,1610612738,52,54,2021-05-19T02:20:18Z,3530000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2021-05-19T02:19:40.2Z,3,REGULAR,substitution,out,['startperiod'],201577,,,1610612738,52,54,2021-05-19T02:20:18Z,3540000,,,0,,SUB out: R. Lopez,[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2021-05-19T02:19:40.2Z,3,REGULAR,substitution,in,['startperiod'],203095,,,1610612738,52,54,2021-05-19T02:20:18Z,3550000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2021-05-19T02:19:40.2Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,52,54,2021-05-19T02:20:18Z,3560000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2021-05-19T02:19:40.2Z,3,REGULAR,substitution,in,['startperiod'],1629060,,,1610612738,52,54,2021-05-19T02:20:18Z,3570000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2021-05-19T02:19:40.2Z,3,REGULAR,substitution,in,['startperiod'],203458,,,1610612738,52,54,2021-05-19T02:20:18Z,3580000,,,0,,SUB in: A. Len,[203458],1610612764.0,WAS,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2021-05-19T02:20:45.8Z,3,REGULAR,period,start,[],0,,,1610612738,52,54,2021-05-19T02:20:45Z,3590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT11M48.00S,2021-05-19T02:20:58.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.835085413929041,59.872855392156865,1610612738,54,54,2021-05-19T02:21:19Z,3600000,-49.0,21.0,1,left,J. Tatum driving Layup (20 PTS) (E. Fournier 3 AST),"[1628369, 203095]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,5.37,Made,,,,,20.0,E. Fournier,203095.0,3.0,,,,,,,,,
364,PT11M48.00S,2021-05-19T02:21:05.1Z,3,REGULAR,foul,personal,['1freethrow'],203526,,,1610612738,54,54,2021-05-19T02:21:22Z,3610000,,,0,,R. Neto shooting personal FOUL (2 PF) (Tatum 1 FT),"[203526, 1628369]",1610612764.0,WAS,shooting,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Tatum,1628369.0,,
366,PT11M48.00S,2021-05-19T02:21:23.3Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,55,54,2021-05-19T02:21:23Z,3630000,,,0,,J. Tatum Free Throw 1 of 1 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,21.0,,,,,,,,,,,,
367,PT11M37.00S,2021-05-19T02:21:36.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,89.17542706964521,45.166973039215684,1610612764,55,56,2021-05-19T02:21:44Z,3640000,-24.0,49.0,1,right,B. Beal driving finger roll Layup (15 PTS),[203078],1610612764.0,WAS,driving finger roll,,,Beal,B. Beal,,,,,,5.49,Made,,,,,15.0,,,,,,,,,,,,
368,PT11M37.00S,2021-05-19T02:21:42.5Z,3,REGULAR,foul,personal,['1freethrow'],202689,,,1610612764,55,56,2021-05-19T02:21:51Z,3650000,,,0,,K. Walker shooting personal FOUL (2 PF) (Beal 1 FT),"[202689, 203078]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,1179.0,2.0,1.0,Beal,203078.0,,
370,PT11M37.00S,2021-05-19T02:22:01.9Z,3,REGULAR,freethrow,1 of 1,[],203078,,,1610612764,55,56,2021-05-19T02:22:06Z,3670000,,,0,,MISS B. Beal Free Throw 1 of 1,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,Missed,,,,,,,,,,,,,,,,,
371,PT11M35.00S,2021-05-19T02:22:03.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,56,2021-05-19T02:22:06Z,3680000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,370.0,5.0,5.0,0.0,,,,,,,,,,,,,
372,PT11M29.00S,2021-05-19T02:22:12.0Z,3,REGULAR,foul,personal,[],1629060,,,1610612738,55,56,2021-05-19T02:22:24Z,3690000,,,0,,R. Hachimura personal FOUL (4 PF),"[1629060, 203095]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,1179.0,4.0,0.0,Fournier,203095.0,,
374,PT11M29.00S,2021-05-19T02:22:26.1Z,3,REGULAR,substitution,out,[],1629060,,,1610612738,55,56,2021-05-19T02:22:29Z,3710000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
375,PT11M29.00S,2021-05-19T02:22:26.1Z,3,REGULAR,substitution,in,[],202722,,,1610612738,55,56,2021-05-19T02:22:29Z,3720000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
376,PT11M24.00S,2021-05-19T02:22:39.3Z,3,REGULAR,3pt,Jump Shot,[],202689,29.911300919842315,68.94148284313727,1610612738,58,56,2021-05-19T02:22:44Z,3730000,-95.0,229.0,1,left,K. Walker 24' 3PT pullup (15 PTS) (J. Tatum 2 AST),"[202689, 1628369]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,24.75,Made,,,,,15.0,J. Tatum,1628369.0,2.0,,,,,,,,,
378,PT11M13.00S,2021-05-19T02:22:50.4Z,3,REGULAR,3pt,Jump Shot,[],203078,76.2976346911958,5.951286764705882,1610612764,58,56,2021-05-19T02:22:55Z,3750000,-220.0,170.0,1,right,MISS B. Beal 27' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,27.84,Missed,,,,,,,,,,,,,,,,,
379,PT11M10.00S,2021-05-19T02:22:53.4Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,58,56,2021-05-19T02:22:55Z,3760000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,378.0,1.0,1.0,0.0,,,,,,,,,,,,,
380,PT11M02.00S,2021-05-19T02:23:01.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,8.492115637319317,43.20618872549019,1610612738,58,56,2021-05-19T02:23:08Z,3770000,34.0,27.0,1,left,MISS K. Walker driving Layup,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,,4.36,Missed,,,,,,,,,,,,,,,,,
381,PT10M59.00S,2021-05-19T02:23:04.3Z,3,REGULAR,rebound,defensive,[],203526,,,1610612764,58,56,2021-05-19T02:23:08Z,3780000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,380.0,1.0,1.0,0.0,,,,,,,,,,,,,
382,PT10M54.00S,2021-05-19T02:23:08.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202722,69.46452036793693,21.637561274509803,1610612764,58,56,2021-05-19T02:23:16Z,3790000,-142.0,235.0,1,right,MISS D. Bertans 27' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,27.4,Missed,,,,,,,,,,,,,,,,,
383,PT10M52.00S,2021-05-19T02:23:10.6Z,3,REGULAR,rebound,defensive,[],203095,,,1610612738,58,56,2021-05-19T02:23:16Z,3800000,,,0,,E. Fournier REBOUND (Off:1 Def:3),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,382.0,4.0,3.0,1.0,,,,,,,,,,,,,
384,PT10M50.00S,2021-05-19T02:23:14.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202689,7.440867279894875,44.676776960784316,1610612738,58,56,2021-05-19T02:23:30Z,3810000,27.0,17.0,1,left,MISS K. Walker running Layup - blocked,"[202689, 201566]",1610612738.0,BOS,running,,,Walker,K. Walker,,,,,,3.18,Missed,,,,,,,,,Westbrook,201566.0,,,,,,,
385,PT10M50.00S,2021-05-19T02:23:14.4Z,3,REGULAR,block,,[],201566,,,1610612738,58,56,2021-05-19T02:23:16Z,3820000,,,0,,R. Westbrook BLOCK (1 BLK),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
386,PT10M49.00S,2021-05-19T02:23:15.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,58,56,2021-05-19T02:23:30Z,3830000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,384.0,,,,,,,,,,,,,,,,
387,PT10M49.00S,2021-05-19T02:23:18.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,58,56,2021-05-19T02:23:18Z,3840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT10M49.00S,2021-05-19T02:23:20.0Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,58,56,2021-05-19T02:23:25Z,3850000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
389,PT10M49.00S,2021-05-19T02:23:20.0Z,3,REGULAR,substitution,in,[],202684,,,1610612738,58,56,2021-05-19T02:23:25Z,3860000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
390,PT10M44.00S,2021-05-19T02:23:44.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202684,8.09789750328515,34.627757352941174,1610612738,58,56,2021-05-19T02:23:51Z,3870000,77.0,24.0,1,left,MISS T. Thompson 8' turnaround bank Hook,[202684],1610612738.0,BOS,turnaround bank,,,Thompson,T. Thompson,,,,,,8.04,Missed,,,,,,,,,,,,,,,,,
391,PT10M41.00S,2021-05-19T02:23:47.9Z,3,REGULAR,rebound,defensive,[],202722,,,1610612764,58,56,2021-05-19T02:23:51Z,3880000,,,0,,D. Bertans REBOUND (Off:0 Def:1),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,390.0,1.0,1.0,0.0,,,,,,,,,,,,,
392,PT10M30.00S,2021-05-19T02:23:59.0Z,3,REGULAR,turnover,bad pass,[],203526,,,1610612764,58,56,2021-05-19T02:24:05Z,3890000,,,0,,R. Neto bad pass TURNOVER (2 TO),"[203526, 1628369]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,2.0,,,,,,,,,,,,,,,,,,Tatum,1628369.0
393,PT10M30.00S,2021-05-19T02:23:59.0Z,3,REGULAR,steal,,[],1628369,,,1610612738,58,56,2021-05-19T02:24:01Z,3900000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
394,PT10M29.00S,2021-05-19T02:24:02.3Z,3,REGULAR,foul,personal,[],201566,,,1610612738,58,56,2021-05-19T02:24:16Z,3910000,,,0,,R. Westbrook take personal FOUL (2 PF),"[201566, 1628369]",1610612764.0,WAS,take,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Tatum,1628369.0,,
396,PT10M24.00S,2021-05-19T02:24:25.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202689,31.35676741130092,64.03952205882352,1610612738,61,56,2021-05-19T02:24:30Z,3930000,-70.0,242.0,1,left,K. Walker 25' 3PT  (18 PTS) (J. Tatum 3 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,25.23,Made,,,,,18.0,J. Tatum,1628369.0,3.0,,,,,,,,,
398,PT10M22.00S,2021-05-19T02:24:29.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,61,56,2021-05-19T02:24:29Z,3950000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT10M07.00S,2021-05-19T02:28:20.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203458,82.86793692509855,59.62775735294118,1610612764,61,56,2021-05-19T02:30:45Z,3960000,48.0,109.0,1,right,MISS A. Len 11' driving Layup,[203458],1610612764.0,WAS,driving,,,Len,A. Len,,,,,,11.87,Missed,,,,,,,,,,,,,,,,,
401,PT10M06.00S,2021-05-19T02:28:21.9Z,3,REGULAR,rebound,offensive,[],203458,,,1610612764,61,56,2021-05-19T02:30:45Z,3970000,,,0,,A. Len REBOUND (Off:3 Def:1),[203458],1610612764.0,WAS,,,,Len,A. Len,,,,,,,,400.0,4.0,1.0,3.0,,,,,,,,,,,,,
402,PT10M05.00S,2021-05-19T02:28:28.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203458,94.40999984741211,50.0,1610612764,61,56,2021-05-19T02:30:59Z,3980000,0.0,0.0,1,right,MISS A. Len tip Layup,[203458],1610612764.0,WAS,tip,,,Len,A. Len,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
403,PT10M01.00S,2021-05-19T02:28:32.0Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,61,56,2021-05-19T02:30:59Z,3990000,,,0,,K. Walker REBOUND (Off:2 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,402.0,4.0,2.0,2.0,,,,,,,,,,,,,
404,PT09M46.00S,2021-05-19T02:28:40.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,17.559132720105126,45.41207107843137,1610612738,61,56,2021-05-19T02:28:47Z,4000000,23.0,113.0,1,left,MISS J. Tatum 11' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,11.49,Missed,,,,,,,,,,,,,,,,,
405,PT09M42.00S,2021-05-19T02:28:44.4Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,61,56,2021-05-19T02:28:47Z,4010000,,,0,,B. Beal REBOUND (Off:1 Def:6),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,404.0,7.0,6.0,1.0,,,,,,,,,,,,,
406,PT09M37.00S,2021-05-19T02:28:49.3Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],203078,83.13074901445466,23.598345588235293,1610612764,61,56,2021-05-19T02:29:15Z,4020000,-132.0,106.0,1,right,MISS B. Beal 16' pullup Shot,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,16.94,Missed,,,,,,,,,,,,,,,,,
407,PT09M35.00S,2021-05-19T02:28:51.3Z,3,REGULAR,rebound,defensive,[],203095,,,1610612738,61,56,2021-05-19T02:29:15Z,4030000,,,0,,E. Fournier REBOUND (Off:1 Def:4),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,406.0,5.0,4.0,1.0,,,,,,,,,,,,,
408,PT09M25.00S,2021-05-19T02:29:02.1Z,3,REGULAR,3pt,Jump Shot,[],202689,29.122864651773984,25.314031862745097,1610612738,64,56,2021-05-19T02:29:18Z,4040000,123.0,221.0,1,left,K. Walker 25' 3PT  (21 PTS) (J. Tatum 4 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,25.34,Made,,,,,21.0,J. Tatum,1628369.0,4.0,,,,,,,,,
410,PT09M12.00S,2021-05-19T02:29:17.4Z,3,REGULAR,foul,personal,[],203935,,,1610612764,64,56,2021-05-19T02:29:31Z,4060000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 203078]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Beal,203078.0,,
412,PT09M12.00S,2021-05-19T02:29:32.3Z,3,REGULAR,substitution,out,[],203526,,,1610612764,64,56,2021-05-19T02:29:37Z,4080000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
413,PT09M12.00S,2021-05-19T02:29:32.3Z,3,REGULAR,substitution,out,[],203458,,,1610612764,64,56,2021-05-19T02:29:37Z,4090000,,,0,,SUB out: A. Len,[203458],1610612764.0,WAS,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
414,PT09M12.00S,2021-05-19T02:29:32.3Z,3,REGULAR,substitution,in,[],1629655,,,1610612764,64,56,2021-05-19T02:29:37Z,4100000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
415,PT09M12.00S,2021-05-19T02:29:32.3Z,3,REGULAR,substitution,in,[],202397,,,1610612764,64,56,2021-05-19T02:29:37Z,4110000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
416,PT09M06.00S,2021-05-19T02:29:45.9Z,3,REGULAR,3pt,Jump Shot,[],201566,66.5735873850197,31.196384803921568,1610612764,64,56,2021-05-19T02:29:55Z,4120000,-94.0,262.0,1,right,MISS R. Westbrook 27' 3PT,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,27.81,Missed,,,,,,,,,,,,,,,,,
417,PT09M00.00S,2021-05-19T02:29:51.9Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,64,56,2021-05-19T02:29:55Z,4130000,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,416.0,4.0,3.0,1.0,,,,,,,,,,,,,
418,PT08M40.00S,2021-05-19T02:30:10.4Z,3,REGULAR,2pt,Jump Shot,[],1628369,8.492115637319317,18.206188725490197,1610612738,66,56,2021-05-19T02:30:16Z,4140000,159.0,27.0,1,left,J. Tatum 16' turnaround fadeaway Jump Shot (23 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,16.13,Made,,,,,23.0,,,,,,,,,,,,
419,PT08M26.00S,2021-05-19T02:30:25.3Z,3,REGULAR,3pt,Jump Shot,[],203078,68.15045992115637,73.10814950980392,1610612764,66,56,2021-05-19T02:30:33Z,4150000,116.0,247.0,1,right,MISS B. Beal 27' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,27.26,Missed,,,,,,,,,,,,,,,,,
420,PT08M22.00S,2021-05-19T02:30:29.3Z,3,REGULAR,rebound,defensive,[],203095,,,1610612738,66,56,2021-05-19T02:30:33Z,4160000,,,0,,E. Fournier REBOUND (Off:1 Def:5),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,419.0,6.0,5.0,1.0,,,,,,,,,,,,,
421,PT08M09.00S,2021-05-19T02:30:42.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,5.863994743758213,95.16697303921569,1610612738,69,56,2021-05-19T02:30:49Z,4170000,-226.0,3.0,1,left,J. Tatum 3PT  (26 PTS) (K. Walker 2 AST),"[1628369, 202689]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,22.58,Made,,,,,26.0,K. Walker,202689.0,2.0,,,,,,,,,
423,PT08M08.00S,2021-05-19T02:30:49.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,69,56,2021-05-19T02:30:49Z,4190000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT07M57.00S,2021-05-19T02:34:39.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,69,56,2021-05-19T02:34:39Z,4200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT07M52.00S,2021-05-19T02:34:53.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,85.89027595269383,36.833639705882355,1610612764,69,56,2021-05-19T02:35:02Z,4210000,-66.0,80.0,1,right,MISS B. Beal 10' driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,10.37,Missed,,,,,,,,,,,,,,,,,
426,PT07M47.00S,2021-05-19T02:34:58.6Z,3,REGULAR,rebound,offensive,[],1629655,,,1610612764,69,56,2021-05-19T02:35:02Z,4220000,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,425.0,3.0,2.0,1.0,,,,,,,,,,,,,
427,PT07M47.00S,2021-05-19T02:34:57.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,94.40999984741211,50.0,1610612764,69,58,2021-05-19T02:34:57Z,4230000,0.0,0.0,1,right,D. Gafford tip Layup (8 PTS),[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,,0.0,Made,,,,,8.0,,,,,,,,,,,,
428,PT07M38.00S,2021-05-19T02:35:06.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.652431011826544,53.50030637254902,1610612738,71,58,2021-05-19T02:35:14Z,4240000,-18.0,10.0,1,left,J. Tatum alley-oop Layup (28 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,alley-oop,,,Tatum,J. Tatum,,,,,,2.02,Made,,,,,28.0,M. Smart,203935.0,2.0,,,,,,,,,
430,PT07M22.00S,2021-05-19T02:35:22.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,81.2910643889619,63.05912990196079,1610612764,71,58,2021-05-19T02:35:30Z,4260000,65.0,123.0,1,right,MISS B. Beal 13' driving floating Shot,[203078],1610612764.0,WAS,driving floating,,,Beal,B. Beal,,,,,,13.96,Missed,,,,,,,,,,,,,,,,,
431,PT07M18.00S,2021-05-19T02:35:26.6Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,71,58,2021-05-19T02:35:30Z,4270000,,,0,,T. Thompson REBOUND (Off:1 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,430.0,5.0,4.0,1.0,,,,,,,,,,,,,
432,PT07M13.00S,2021-05-19T02:35:31.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,25.443495400788436,81.44148284313727,1610612738,74,58,2021-05-19T02:35:36Z,4280000,-157.0,187.0,1,left,J. Tatum 24' 3PT  (31 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,24.41,Made,,,,,31.0,M. Smart,203935.0,3.0,,,,,,,,,
434,PT07M02.00S,2021-05-19T02:35:43.9Z,3,REGULAR,foul,personal,['2freethrow'],203095,,,1610612764,74,58,2021-05-19T02:35:53Z,4300000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Westbrook 2 FT),"[203095, 201566]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Westbrook,201566.0,,
436,PT07M02.00S,2021-05-19T02:36:13.9Z,3,REGULAR,freethrow,1 of 2,[],201566,,,1610612764,74,59,2021-05-19T02:36:13Z,4320000,,,0,,R. Westbrook Free Throw 1 of 2 (9 PTS),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
437,PT07M02.00S,2021-05-19T02:36:33.8Z,3,REGULAR,freethrow,2 of 2,[],201566,,,1610612764,74,60,2021-05-19T02:36:33Z,4330000,,,0,,R. Westbrook Free Throw 2 of 2 (10 PTS),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
