actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
353,PT09M22.00S,2021-04-18T02:01:21.7Z,3,REGULAR,rebound,offensive,[],1627814,,,1610612744,71,68,2021-04-18T02:01:30Z,3520000,,,0,,D. Lee REBOUND (Off:1 Def:2),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,352.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
354,PT09M17.00S,2021-04-18T02:01:26.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201939,68.9388961892247,77.51991421568627,1610612744,71,68,2021-04-18T02:01:35Z,3530000,138.0,239.0,1,right,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,27.62,Missed,,,,,,,,,,,,,,,,,,,
355,PT09M16.00S,2021-04-18T02:01:27.4Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,71,68,2021-04-18T02:01:35Z,3540000,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,354.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
356,PT08M57.00S,2021-04-18T02:01:46.4Z,3,REGULAR,2pt,Jump Shot,[],203935,5.075558475689881,77.0297181372549,1610612738,71,68,2021-04-18T02:01:54Z,3550000,-135.0,-5.0,1,left,MISS M. Smart 13' fadeaway Shot,[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,13.52,Missed,,,,,,,,,,,,,,,,,,,
357,PT08M55.00S,2021-04-18T02:01:48.4Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,71,68,2021-04-18T02:01:54Z,3560000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,356.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
358,PT08M49.00S,2021-04-18T02:01:54.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,73.53810775295663,15.265012254901961,1610612744,71,71,2021-04-18T02:02:00Z,3570000,-174.0,196.0,1,right,S. Curry 26' 3PT  (25 PTS) (D. Green 5 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.2,Made,,,,,25.0,,,,,,D. Green,203110.0,5.0,,,,,,
360,PT08M28.00S,2021-04-18T02:02:14.8Z,3,REGULAR,3pt,Jump Shot,[],203935,30.17411300919842,23.108149509803923,1610612738,74,71,2021-04-18T02:02:20Z,3590000,134.0,231.0,1,left,M. Smart 26' 3PT  (10 PTS) (T. Thompson 2 AST),"[203935, 202684]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.74,Made,,,,,10.0,,,,,,T. Thompson,202684.0,2.0,,,,,,
362,PT08M10.00S,2021-04-18T02:02:35.1Z,3,REGULAR,foul,personal,[],1628369,,,1610612744,74,71,2021-04-18T02:05:59Z,3610000,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 201939]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,204059.0,2.0,0.0,Curry,201939.0,,,,,,,,,
364,PT08M04.00S,2021-04-18T02:03:00.4Z,3,REGULAR,2pt,Jump Shot,[],203952,82.21090670170827,18.206188725490197,1610612744,74,71,2021-04-18T02:03:05Z,3630000,-159.0,115.0,1,right,MISS A. Wiggins 19' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,19.61,Missed,,,,,,,,,,,,,,,,,,,
365,PT08M02.00S,2021-04-18T02:03:02.4Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,74,71,2021-04-18T02:03:05Z,3640000,,,0,,T. Thompson REBOUND (Off:1 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,364.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
366,PT07M48.00S,2021-04-18T02:03:16.6Z,3,REGULAR,3pt,Jump Shot,[],202689,29.517082785808146,21.88265931372549,1610612738,74,71,2021-04-18T02:03:23Z,3650000,141.0,225.0,1,left,MISS K. Walker 26' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,,
367,PT07M46.00S,2021-04-18T02:03:18.6Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,74,71,2021-04-18T02:03:23Z,3660000,,,0,,T. Thompson REBOUND (Off:2 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,366.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
368,PT07M38.00S,2021-04-18T02:03:26.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,8.360709592641262,51.53952205882353,1610612738,76,71,2021-04-18T02:03:31Z,3670000,-8.0,26.0,1,left,J. Tatum driving Layup (27 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.72,Made,,,,,27.0,,,,,,,,,,,,,,
369,PT07M24.00S,2021-04-18T02:03:40.9Z,3,REGULAR,turnover,bad pass,[],1627814,,,1610612744,76,71,2021-04-18T02:03:44Z,3680000,,,0,,D. Lee bad pass TURNOVER (1 TO),"[1627814, 203935]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0,,,
370,PT07M24.00S,2021-04-18T02:03:40.9Z,3,REGULAR,steal,,[],203935,,,1610612738,76,71,2021-04-18T02:03:42Z,3690000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT07M20.00S,2021-04-18T02:03:44.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,6.1268068331143235,48.84344362745098,1610612738,78,71,2021-04-18T02:03:50Z,3700000,6.0,5.0,1,left,J. Tatum running DUNK (29 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,0.77,Made,,,,,29.0,,,,,,M. Smart,203935.0,5.0,,,,,,
373,PT07M20.00S,2021-04-18T02:03:50.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,78,71,2021-04-18T02:03:50Z,3720000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT07M20.00S,2021-04-18T02:06:15.8Z,3,REGULAR,substitution,out,[],1627814,,,1610612744,78,71,2021-04-18T02:06:31Z,3730000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M20.00S,2021-04-18T02:06:15.8Z,3,REGULAR,substitution,in,[],1627780,,,1610612744,78,71,2021-04-18T02:06:31Z,3740000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT07M06.00S,2021-04-18T02:07:26.6Z,3,REGULAR,foul,personal,['2freethrow'],1628400,,,1610612744,78,71,2021-04-18T02:07:42Z,3750000,,,0,,S. Ojeleye shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1628400, 203952]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,1198.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,
378,PT07M06.00S,2021-04-18T02:07:51.6Z,3,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,78,72,2021-04-18T02:08:09Z,3770000,,,0,,A. Wiggins Free Throw 1 of 2 (15 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
379,PT07M06.00S,2021-04-18T02:07:51.6Z,3,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,78,72,2021-04-18T02:08:09Z,3780000,,,0,,MISS A. Wiggins Free Throw 2 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
380,PT07M04.00S,2021-04-18T02:07:53.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,78,72,2021-04-18T02:08:09Z,3790000,,,0,,M. Smart REBOUND (Off:2 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,379.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
381,PT06M52.00S,2021-04-18T02:08:20.0Z,3,REGULAR,3pt,Jump Shot,[],1628400,6.258212877792378,96.39246323529412,1610612738,78,72,2021-04-18T02:08:26Z,3800000,-232.0,6.0,1,left,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.21,Missed,,,,,,,,,,,,,,,,,,,
382,PT06M50.00S,2021-04-18T02:08:22.0Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,78,72,2021-04-18T02:08:26Z,3810000,,,0,,K. Looney REBOUND (Off:2 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,381.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
383,PT06M42.00S,2021-04-18T02:08:29.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,92.85479632063075,49.333639705882355,1610612744,78,74,2021-04-18T02:08:38Z,3820000,-3.0,15.0,1,right,A. Wiggins reverse Layup (17 PTS) (D. Green 6 AST),"[203952, 203110]",1610612744.0,GSW,reverse,,,Wiggins,A. Wiggins,,,,,1.51,Made,,,,,17.0,,,,,,D. Green,203110.0,6.0,,,,,,
385,PT06M19.00S,2021-04-18T02:08:54.0Z,3,REGULAR,3pt,Jump Shot,[],203935,20.318659658344284,91.49050245098039,1610612738,78,74,2021-04-18T02:09:01Z,3840000,-207.0,138.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.95,Missed,,,,,,,,,,,,,,,,,,,
386,PT06M16.00S,2021-04-18T02:08:57.0Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,78,74,2021-04-18T02:09:01Z,3850000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,385.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
387,PT06M10.00S,2021-04-18T02:09:03.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,60.528909329829176,46.14736519607843,1610612744,78,77,2021-04-18T02:10:42Z,3860000,-19.0,319.0,1,right,S. Curry 31' 3PT running pullup (28 PTS),[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,31.91,Made,,,,,28.0,,,,,,,,,,,,,,
388,PT05M54.00S,2021-04-18T02:09:18.1Z,3,REGULAR,3pt,Jump Shot,[],203935,20.71287779237845,91.73560049019608,1610612738,78,77,2021-04-18T02:09:23Z,3870000,-209.0,142.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
389,PT05M52.00S,2021-04-18T02:09:20.1Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,78,77,2021-04-18T02:09:23Z,3880000,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,388.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
390,PT05M47.00S,2021-04-18T02:09:25.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,66.70499342969777,17.47089460784314,1610612744,78,80,2021-04-18T02:11:23Z,3890000,-163.0,260.0,1,right,S. Curry 30' 3PT  (31 PTS) (D. Green 7 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,30.71,Made,,,,,31.0,,,,,,D. Green,203110.0,7.0,,,,,,
392,PT05M46.00S,2021-04-18T02:09:35.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,78,80,2021-04-18T02:09:35Z,3910000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M46.00S,2021-04-18T02:10:29.0Z,3,REGULAR,substitution,out,[],1626172,,,1610612738,78,80,2021-04-18T02:10:55Z,3920000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT05M46.00S,2021-04-18T02:10:29.0Z,3,REGULAR,substitution,in,[],1629308,,,1610612738,78,80,2021-04-18T02:10:55Z,3930000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT05M33.00S,2021-04-18T02:11:07.0Z,3,REGULAR,2pt,Jump Shot,[],1628369,18.74178712220762,68.2061887254902,1610612738,78,80,2021-04-18T02:11:13Z,3940000,-91.0,124.0,1,left,MISS J. Tatum 15' turnaround fadeaway Shot - blocked,"[1628369, 203952]",1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,15.36,Missed,,,,,,,,,,,,,,,,,Wiggins,203952.0,
396,PT05M33.00S,2021-04-18T02:11:07.0Z,3,REGULAR,block,,[],203952,,,1610612738,78,80,2021-04-18T02:11:09Z,3950000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M31.00S,2021-04-18T02:11:09.0Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,78,80,2021-04-18T02:11:13Z,3960000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,395.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
398,PT05M31.00S,2021-04-18T02:11:12.1Z,3,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,78,80,2021-04-18T02:11:19Z,3970000,,,0,,S. Curry lost ball out-of-bounds TURNOVER (1 TO),[201939],1610612744.0,GSW,lost ball,,,Curry,S. Curry,,,,,,,,,,,,1198.0,,,,,,,,1.0,,,,,
399,PT05M27.00S,2021-04-18T02:11:33.1Z,3,REGULAR,foul,personal,[],1627780,,,1610612738,78,80,2021-04-18T02:11:40Z,3980000,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 202689]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,204059.0,1.0,0.0,Walker,202689.0,,,,,,,,,
401,PT05M27.00S,2021-04-18T02:11:45.2Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,78,80,2021-04-18T02:11:52Z,4000000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M27.00S,2021-04-18T02:11:45.2Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,78,80,2021-04-18T02:11:52Z,4010000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M15.00S,2021-04-18T02:12:12.3Z,3,REGULAR,turnover,lost ball,[],202684,,,1610612738,78,80,2021-04-18T02:12:16Z,4020000,,,0,,T. Thompson lost ball TURNOVER (2 TO),"[202684, 1627780]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,2.0,Payton II,1627780.0,,,
404,PT05M15.00S,2021-04-18T02:12:12.3Z,3,REGULAR,steal,,[],1627780,,,1610612744,78,80,2021-04-18T02:12:13Z,4030000,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M04.00S,2021-04-18T02:12:23.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203110,64.86530880420499,38.794424019607845,1610612744,78,80,2021-04-18T02:12:29Z,4040000,-56.0,278.0,1,right,MISS D. Green 28' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,28.34,Missed,,,,,,,,,,,,,,,,,,,
406,PT05M02.00S,2021-04-18T02:12:25.0Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,78,80,2021-04-18T02:12:29Z,4050000,,,0,,S. Ojeleye REBOUND (Off:0 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,405.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
407,PT04M46.00S,2021-04-18T02:12:41.3Z,3,REGULAR,3pt,Jump Shot,[],203935,30.962549277266753,36.833639705882355,1610612738,78,80,2021-04-18T02:13:28Z,4060000,66.0,239.0,1,left,MISS M. Smart 24' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,24.74,Missed,,,,,,,,,,,,,,,,,,,
408,PT04M43.00S,2021-04-18T02:12:44.3Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,78,80,2021-04-18T02:12:49Z,4070000,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,407.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
409,PT04M29.00S,2021-04-18T02:12:58.6Z,3,REGULAR,2pt,Jump Shot,[],201939,75.64060446780552,50.06893382352941,1610612744,78,80,2021-04-18T02:13:07Z,4080000,0.0,176.0,1,right,MISS S. Curry 17' step back Shot,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,17.65,Missed,,,,,,,,,,,,,,,,,,,
410,PT04M27.00S,2021-04-18T02:13:00.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,78,80,2021-04-18T02:13:07Z,4090000,,,0,,M. Smart REBOUND (Off:2 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,409.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
411,PT04M12.00S,2021-04-18T02:13:15.3Z,3,REGULAR,2pt,Jump Shot,[],202689,20.318659658344284,20.657169117647058,1610612738,78,80,2021-04-18T02:13:20Z,4100000,147.0,138.0,1,left,MISS K. Walker 20' step back Shot,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,20.18,Missed,,,,,,,,,,,,,,,,,,,
412,PT04M10.00S,2021-04-18T02:13:17.3Z,3,REGULAR,rebound,defensive,[],1629308,,,1610612744,78,80,2021-04-18T02:13:24Z,4110000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:3),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,411.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
413,PT03M57.00S,2021-04-18T02:13:29.8Z,3,REGULAR,3pt,Jump Shot,[],1627780,91.93495400788436,96.14736519607843,1610612744,78,80,2021-04-18T02:13:35Z,4120000,231.0,23.0,1,right,MISS G. Payton II 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,23.19,Missed,,,,,,,,,,,,,,,,,,,
414,PT03M56.00S,2021-04-18T02:13:30.8Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,78,80,2021-04-18T02:13:35Z,4130000,,,0,,M. Smart REBOUND (Off:2 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,413.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
415,PT03M33.00S,2021-04-18T02:13:53.9Z,3,REGULAR,3pt,Jump Shot,[],202689,32.14520367936925,30.46109068627451,1610612738,78,80,2021-04-18T02:13:59Z,4140000,98.0,250.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,,
416,PT03M31.00S,2021-04-18T02:13:55.9Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,78,80,2021-04-18T02:13:59Z,4150000,,,0,,G. Payton II REBOUND (Off:0 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,415.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
417,PT03M18.00S,2021-04-18T02:14:09.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,92.19776609724047,53.50030637254902,1610612744,78,82,2021-04-18T02:15:21Z,4160000,18.0,21.0,1,right,G. Payton II Layup (2 PTS) (D. Green 8 AST),"[1627780, 203110]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,2.72,Made,,,,,2.0,,,,,,D. Green,203110.0,8.0,,,,,,
419,PT03M01.00S,2021-04-18T02:14:30.3Z,3,REGULAR,foul,personal,[],1627780,,,1610612738,78,82,2021-04-18T02:14:35Z,4180000,,,0,,G. Payton II personal FOUL (2 PF),"[1627780, 202684]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,1148.0,2.0,0.0,Thompson,202684.0,,,,,,,,,
421,PT03M01.00S,2021-04-18T02:14:38.3Z,3,REGULAR,substitution,out,[],202689,,,1610612738,78,82,2021-04-18T02:15:01Z,4200000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M01.00S,2021-04-18T02:14:38.3Z,3,REGULAR,substitution,out,[],202684,,,1610612738,78,82,2021-04-18T02:15:01Z,4210000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M01.00S,2021-04-18T02:14:38.3Z,3,REGULAR,substitution,out,[],1628400,,,1610612738,78,82,2021-04-18T02:15:01Z,4220000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M01.00S,2021-04-18T02:14:38.3Z,3,REGULAR,substitution,out,[],203952,,,1610612738,78,82,2021-04-18T02:15:01Z,4230000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M01.00S,2021-04-18T02:14:38.3Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,78,82,2021-04-18T02:15:01Z,4240000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M01.00S,2021-04-18T02:14:38.3Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,78,82,2021-04-18T02:15:01Z,4250000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M01.00S,2021-04-18T02:14:38.3Z,3,REGULAR,substitution,in,[],203953,,,1610612738,78,82,2021-04-18T02:15:01Z,4260000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M01.00S,2021-04-18T02:14:38.3Z,3,REGULAR,substitution,in,[],1629673,,,1610612738,78,82,2021-04-18T02:15:01Z,4270000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT02M52.00S,2021-04-18T02:15:10.5Z,3,REGULAR,3pt,Jump Shot,[],1629684,30.17411300919842,28.745404411764707,1610612738,78,82,2021-04-18T02:15:20Z,4280000,106.0,231.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
430,PT02M51.00S,2021-04-18T02:15:11.5Z,3,REGULAR,rebound,offensive,[],1630202,,,1610612738,78,82,2021-04-18T02:15:20Z,4290000,,,0,,P. Pritchard REBOUND (Off:2 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,429.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
431,PT02M47.00S,2021-04-18T02:15:15.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,8.09789750328515,3.7454044117647056,1610612738,81,82,2021-04-18T02:15:23Z,4300000,231.0,24.0,1,left,P. Pritchard 3PT  (11 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.25,Made,,,,,11.0,,,,,,,,,,,,,,
432,PT02M36.00S,2021-04-18T02:15:29.4Z,3,REGULAR,turnover,traveling,[],201939,,,1610612744,81,82,2021-04-18T02:15:34Z,4310000,,,0,,S. Curry traveling TURNOVER (2 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,1198.0,,,,,,,,2.0,,,,,
433,PT02M24.00S,2021-04-18T02:15:51.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203953,7.966491458607096,3.990502450980392,1610612738,81,82,2021-04-18T02:15:58Z,4320000,230.0,22.0,1,left,MISS J. Parker 3PT,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,,
434,PT02M22.00S,2021-04-18T02:15:53.8Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,81,82,2021-04-18T02:15:58Z,4330000,,,0,,M. Smart REBOUND (Off:3 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,433.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
435,PT02M21.00S,2021-04-18T02:15:56.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630202,33.590670170827856,25.559129901960787,1610612738,81,82,2021-04-18T02:16:03Z,4340000,122.0,263.0,1,left,MISS P. Pritchard 29' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,29.03,Missed,,,,,,,,,,,,,,,,,,,
436,PT02M20.00S,2021-04-18T02:15:57.0Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,81,82,2021-04-18T02:16:03Z,4350000,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,435.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
437,PT01M56.00S,2021-04-18T02:16:19.0Z,3,REGULAR,3pt,Jump Shot,[],201939,68.67608409986859,13.059129901960784,1610612744,81,85,2021-04-18T02:16:24Z,4360000,-185.0,242.0,1,right,S. Curry 30' 3PT step back (34 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,30.44,Made,,,,,34.0,,,,,,,,,,,,,,
438,PT01M37.00S,2021-04-18T02:16:40.7Z,3,REGULAR,foul,personal,['2freethrow'],1627780,,,1610612738,81,85,2021-04-18T02:16:53Z,4370000,,,0,,G. Payton II shooting personal FOUL (3 PF) (Parker 2 FT),"[1627780, 203953]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,,,,,,,,1198.0,3.0,0.0,Parker,203953.0,,,,,,,,,
