actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
270,PT05M04.00S,2020-12-16T01:16:02.2Z,2,REGULAR,3pt,Jump Shot,[],203954,28.827201051248352,24.195772058823522,1610612755,42,30,2020-12-16T01:16:07Z,2670000,129.0,218.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,25.37,Missed,,,,,,,,,,,,,,,
271,PT05M01.00S,2020-12-16T01:16:05.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,42,30,2020-12-16T01:16:07Z,2680000,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,270.0,5.0,3.0,2.0,,,,,,,,,,,
272,PT04M53.00S,2020-12-16T01:16:12.9Z,2,REGULAR,3pt,Jump Shot,[],1628400,89.14257555847568,96.25459558823529,1610612738,42,33,2020-12-16T01:16:17Z,2690000,231.0,50.0,1,right,S. Ojeleye 3PT  (5 PTS) (M. Smart 2 AST),"[1628400, 203935]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,23.66,Made,,,,,5.0,M. Smart,203935.0,2.0,,,,,,,
274,PT04M43.00S,2020-12-16T01:16:26.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612755,42,33,2020-12-16T01:16:35Z,2710000,,,0,,R. Williams III shooting personal FOUL (4 PF) (Embiid 2 FT),"[1629057, 203954]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,201639.0,4.0,0.0,Embiid,203954.0,,
276,PT04M43.00S,2020-12-16T01:16:54.0Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,43,33,2020-12-16T01:16:54Z,2730000,,,0,,J. Embiid Free Throw 1 of 2 (15 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,15.0,,,,,,,,,,
277,PT04M43.00S,2020-12-16T01:16:54.9Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,43,33,2020-12-16T01:17:05Z,2740000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M43.00S,2020-12-16T01:16:54.9Z,2,REGULAR,substitution,out,[],1628400,,,1610612755,43,33,2020-12-16T01:17:05Z,2750000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M43.00S,2020-12-16T01:16:54.9Z,2,REGULAR,substitution,out,[],1629057,,,1610612755,43,33,2020-12-16T01:17:05Z,2760000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M43.00S,2020-12-16T01:16:54.9Z,2,REGULAR,substitution,in,[],201980,,,1610612755,43,33,2020-12-16T01:17:05Z,2770000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M43.00S,2020-12-16T01:16:54.9Z,2,REGULAR,substitution,in,[],1629684,,,1610612755,43,33,2020-12-16T01:17:05Z,2780000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M43.00S,2020-12-16T01:16:54.9Z,2,REGULAR,substitution,in,[],1628369,,,1610612755,43,33,2020-12-16T01:17:05Z,2790000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M43.00S,2020-12-16T01:17:18.3Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,44,33,2020-12-16T01:17:18Z,2800000,,,0,,J. Embiid Free Throw 2 of 2 (16 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,16.0,,,,,,,,,,
284,PT04M31.00S,2020-12-16T01:17:34.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201980,,,1610612738,44,33,2020-12-16T01:17:42Z,2810000,,,0,,D. Green shooting personal FOUL (1 PF) (Smart 2 FT),"[201980, 203935]",1610612755.0,PHI,shooting,,,Green,D. Green,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Smart,203935.0,,
286,PT04M31.00S,2020-12-16T01:18:04.1Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,44,34,2020-12-16T01:18:04Z,2830000,,,0,,M. Smart Free Throw 1 of 2 (1 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
287,PT04M31.00S,2020-12-16T01:18:19.6Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,44,35,2020-12-16T01:18:19Z,2840000,,,0,,M. Smart Free Throw 2 of 2 (2 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
288,PT04M12.00S,2020-12-16T01:18:40.0Z,2,REGULAR,3pt,Jump Shot,[],203552,28.827201051248352,84.73498774509804,1610612755,44,35,2020-12-16T01:18:54Z,2850000,-174.0,218.0,1,left,MISS S. Curry 27' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,27.91,Missed,,,,,,,,,,,,,,,
289,PT04M00.00S,2020-12-16T01:18:52.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,44,35,2020-12-16T01:18:54Z,2860000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,288.0,3.0,3.0,0.0,,,,,,,,,,,
290,PT03M58.00S,2020-12-16T01:18:53.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,94.34954007884363,51.71568627450981,1610612738,44,35,2020-12-16T01:19:05Z,2870000,9.0,1.0,1,right,MISS J. Brown driving DUNK,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,0.86,Missed,,,,,,,,,,,,,,,
291,PT03M52.00S,2020-12-16T01:18:59.8Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,44,35,2020-12-16T01:19:05Z,2880000,,,0,,T. Harris REBOUND (Off:1 Def:6),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,290.0,7.0,6.0,1.0,,,,,,,,,,,
292,PT03M48.00S,2020-12-16T01:19:04.2Z,2,REGULAR,3pt,Jump Shot,[],201980,8.065045992115643,1.40165441176471,1610612755,44,35,2020-12-16T01:19:09Z,2890000,243.0,23.0,1,left,MISS D. Green 24' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,24.41,Missed,,,,,,,,,,,,,,,
293,PT03M45.00S,2020-12-16T01:19:07.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,44,35,2020-12-16T01:19:09Z,2900000,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,292.0,6.0,4.0,2.0,,,,,,,,,,,
294,PT03M40.00S,2020-12-16T01:19:15.4Z,2,REGULAR,foul,offensive,['inpenalty'],1628369,,,1610612738,44,35,2020-12-16T01:19:28Z,2910000,,,0,,J. Tatum offensive FOUL (2 PF),"[1628369, 201980]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Green,201980.0,,
296,PT03M40.00S,2020-12-16T01:19:15.4Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,44,35,2020-12-16T01:19:15Z,2930000,,,0,,J. Tatum offensive foul TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.0,,,,,,,,,,,,,202007.0,,,,,,
297,PT03M29.00S,2020-12-16T01:19:40.9Z,2,REGULAR,turnover,traveling,[],203552,,,1610612755,44,35,2020-12-16T01:19:51Z,2940000,,,0,,S. Curry traveling TURNOVER (2 TO),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,2.0,,,,,,,,,,,,,202007.0,,,,,,
298,PT03M08.00S,2020-12-16T01:20:16.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629684,94.92444152431011,52.13694852941176,1610612738,44,37,2020-12-16T01:20:20Z,2950000,11.0,-5.0,1,right,G. Williams driving finger roll Layup (2 PTS),[1629684],1610612738.0,BOS,driving finger roll,,,Williams,G. Williams,,,,,,,,1.17,Made,,,,,2.0,,,,,,,,,,
299,PT02M48.00S,2020-12-16T01:20:41.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612755,44,37,2020-12-16T01:20:49Z,2960000,,,0,,G. Williams shooting personal FOUL (3 PF) (Embiid 2 FT),"[1629684, 203954]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,201639.0,3.0,0.0,Embiid,203954.0,,
301,PT02M48.00S,2020-12-16T01:20:53.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,44,37,2020-12-16T01:20:53Z,2980000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M48.00S,2020-12-16T01:23:18.2Z,2,REGULAR,substitution,out,[],1629750,,,1610612755,44,37,2020-12-16T01:23:30Z,2990000,,,0,,SUB out: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M48.00S,2020-12-16T01:23:18.2Z,2,REGULAR,substitution,in,[],201952,,,1610612755,44,37,2020-12-16T01:23:30Z,3000000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M48.00S,2020-12-16T01:24:09.9Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,45,37,2020-12-16T01:24:09Z,3010000,,,0,,J. Embiid Free Throw 1 of 2 (17 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,17.0,,,,,,,,,,
305,PT02M48.00S,2020-12-16T01:24:26.8Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,46,37,2020-12-16T01:24:26Z,3020000,,,0,,J. Embiid Free Throw 2 of 2 (18 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,18.0,,,,,,,,,,
306,PT02M32.00S,2020-12-16T01:24:43.3Z,2,REGULAR,2pt,Jump Shot,[],1627759,80.46977660972405,25.42126225490196,1610612738,46,37,2020-12-16T01:24:47Z,3030000,-123.0,131.0,1,right,MISS J. Brown 17' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,17.97,Missed,,,,,,,,,,,,,,,
307,PT02M29.00S,2020-12-16T01:24:46.3Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,46,37,2020-12-16T01:24:47Z,3040000,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,306.0,3.0,3.0,0.0,,,,,,,,,,,
308,PT02M19.00S,2020-12-16T01:24:56.4Z,2,REGULAR,2pt,Jump Shot,[],202699,6.750985545335084,31.058517156862735,1610612755,48,37,2020-12-16T01:25:01Z,3050000,95.0,11.0,1,left,T. Harris 9' step back Jump Shot (6 PTS),[202699],1610612755.0,PHI,step back,,,Harris,T. Harris,,,,,,,,9.53,Made,,,,,6.0,,,,,,,,,,
309,PT02M10.00S,2020-12-16T01:25:04.3Z,2,REGULAR,3pt,Jump Shot,[],1627759,91.50788436268068,3.607536764705884,1610612738,48,37,2020-12-16T01:36:19Z,3060000,-232.0,27.0,1,right,MISS J. Brown running 3PT,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,,23.36,Missed,,,,,,,,,,,,,,,
310,PT02M08.00S,2020-12-16T01:25:06.3Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,48,37,2020-12-16T01:25:08Z,3070000,,,0,,T. Harris REBOUND (Off:1 Def:7),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,309.0,8.0,7.0,1.0,,,,,,,,,,,
311,PT02M05.00S,2020-12-16T01:25:11.4Z,2,REGULAR,turnover,out-of-bounds,[],202699,,,1610612755,48,37,2020-12-16T01:25:18Z,3080000,,,0,,T. Harris lost ball out-of-bounds TURNOVER (3 TO),[202699],1610612755.0,PHI,lost ball,,,Harris,T. Harris,,,,,3.0,,,,,,,,,,,,,1627529.0,,,,,,
312,PT01M47.00S,2020-12-16T01:25:36.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,93.74178712220763,86.20557598039215,1610612738,48,39,2020-12-16T01:25:43Z,3090000,181.0,6.0,1,right,J. Tatum 18' step back Jump Shot (8 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,18.11,Made,,,,,8.0,,,,,,,,,,
313,PT01M21.00S,2020-12-16T01:26:02.6Z,2,REGULAR,3pt,Jump Shot,[],203954,33.295006570302235,52.38204656862745,1610612755,48,39,2020-12-16T01:26:06Z,3100000,-12.0,260.0,1,left,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,26.08,Missed,,,,,,,,,,,,,,,
314,PT01M19.00S,2020-12-16T01:26:04.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,48,39,2020-12-16T01:26:06Z,3110000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,313.0,4.0,4.0,0.0,,,,,,,,,,,
315,PT01M11.00S,2020-12-16T01:26:13.0Z,2,REGULAR,3pt,Jump Shot,[],201952,73.11103810775296,14.146752450980387,1610612738,48,42,2020-12-16T01:26:16Z,3120000,-179.0,200.0,1,right,J. Teague 26' 3PT  (9 PTS) (J. Tatum 2 AST),"[201952, 1628369]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,26.88,Made,,,,,9.0,J. Tatum,1628369.0,2.0,,,,,,,
317,PT00M58.30S,2020-12-16T01:26:25.5Z,2,REGULAR,3pt,Jump Shot,[],202699,33.03219448094612,47.970281862745104,1610612755,48,42,2020-12-16T01:26:30Z,3140000,10.0,258.0,1,left,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,25.82,Missed,,,,,,,,,,,,,,,
318,PT00M56.40S,2020-12-16T01:26:27.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,48,42,2020-12-16T01:26:30Z,3150000,,,0,,J. Brown REBOUND (Off:2 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,317.0,7.0,5.0,2.0,,,,,,,,,,,
319,PT00M52.80S,2020-12-16T01:26:32.0Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,48,42,2020-12-16T01:26:35Z,3160000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 203954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,3.0,Embiid,203954.0,,,,,,,,,,,,,,,,,
320,PT00M52.80S,2020-12-16T01:26:32.0Z,2,REGULAR,steal,,[],203954,,,1610612755,48,42,2020-12-16T01:26:34Z,3170000,,,0,,J. Embiid STEAL (2 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M48.20S,2020-12-16T01:26:36.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203954,23.570959264126145,12.43106617647058,1610612755,48,42,2020-12-16T01:35:28Z,3180000,188.0,169.0,1,left,MISS J. Embiid 25' running 3PT,[203954],1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,,,,25.27,Missed,,,,,,,,,,,,,,,
322,PT00M44.30S,2020-12-16T01:26:40.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,48,42,2020-12-16T01:26:42Z,3190000,,,0,,J. Brown REBOUND (Off:2 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,321.0,8.0,6.0,2.0,,,,,,,,,,,
323,PT00M40.20S,2020-12-16T01:26:46.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612738,48,42,2020-12-16T01:26:57Z,3200000,,,0,,J. Embiid shooting personal FOUL (2 PF) (Brown 2 FT),"[203954, 1627759]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Brown,1627759.0,,
325,PT00M40.20S,2020-12-16T01:27:10.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,48,43,2020-12-16T01:27:10Z,3220000,,,0,,J. Brown Free Throw 1 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
326,PT00M40.20S,2020-12-16T01:27:12.0Z,2,REGULAR,substitution,out,[],201980,,,1610612738,48,43,2020-12-16T01:27:17Z,3230000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M40.20S,2020-12-16T01:27:12.0Z,2,REGULAR,substitution,in,[],1629003,,,1610612738,48,43,2020-12-16T01:27:17Z,3240000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M40.20S,2020-12-16T01:27:29.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,48,44,2020-12-16T01:27:29Z,3250000,,,0,,J. Brown Free Throw 2 of 2 (5 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
329,PT00M31.90S,2020-12-16T01:27:39.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,12.927069645203687,53.36243872549019,1610612755,50,44,2020-12-16T01:27:44Z,3260000,-17.0,69.0,1,left,T. Harris 7' driving floating Jump Shot (8 PTS) (B. Simmons 3 AST),"[202699, 1627732]",1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,,,,7.1,Made,,,,,8.0,B. Simmons,1627732.0,3.0,,,,,,,
331,PT00M08.90S,2020-12-16T01:28:03.7Z,2,REGULAR,2pt,Jump Shot,[],1628369,77.973061760841,67.08792892156863,1610612738,50,44,2020-12-16T01:28:08Z,3280000,85.0,155.0,1,right,MISS J. Tatum 17' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,17.66,Missed,,,,,,,,,,,,,,,
332,PT00M06.10S,2020-12-16T01:28:06.5Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,50,44,2020-12-16T01:28:08Z,3290000,,,0,,G. Williams REBOUND (Off:2 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,331.0,4.0,2.0,2.0,,,,,,,,,,,
333,PT00M00.10S,2020-12-16T01:28:13.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628369,91.11366622864652,43.31341911764706,1610612738,50,44,2020-12-16T01:28:26Z,3300000,-33.0,31.0,1,right,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,,4.56,Missed,,,,,,,,,,,,,,,
334,PT00M00.10S,2020-12-16T01:28:13.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,50,44,2020-12-16T01:28:26Z,3310000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,333.0,,,,,,,,,,,,,,
335,PT00M00.00S,2020-12-16T01:28:23.8Z,2,REGULAR,period,end,[],0,,,1610612738,50,44,2020-12-16T01:28:23Z,3320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2020-12-16T01:43:26.5Z,3,REGULAR,substitution,out,['startperiod'],203954,,,1610612738,50,44,2020-12-16T01:43:40Z,3330000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2020-12-16T01:43:26.5Z,3,REGULAR,substitution,out,['startperiod'],201952,,,1610612738,50,44,2020-12-16T01:43:40Z,3340000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2020-12-16T01:43:26.5Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,50,44,2020-12-16T01:43:40Z,3350000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2020-12-16T01:43:26.5Z,3,REGULAR,substitution,in,['startperiod'],2730,,,1610612738,50,44,2020-12-16T01:43:40Z,3360000,,,0,,SUB in: D. Howard,[2730],1610612755.0,PHI,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2020-12-16T01:43:26.5Z,3,REGULAR,substitution,in,['startperiod'],1629750,,,1610612738,50,44,2020-12-16T01:43:40Z,3370000,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2020-12-16T01:43:26.5Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,50,44,2020-12-16T01:43:40Z,3380000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2020-12-16T01:43:38.8Z,3,REGULAR,period,start,[],0,,,1610612755,50,44,2020-12-16T01:43:40Z,3390000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT11M42.00S,2020-12-16T01:43:56.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627732,91.77069645203679,65.12714460784314,1610612755,50,44,2020-12-16T01:44:07Z,3400000,76.0,25.0,1,right,MISS B. Simmons 7' turnaround Shot,[1627732],1610612755.0,PHI,turnaround,,,Simmons,B. Simmons,,,,,,,,7.96,Missed,,,,,,,,,,,,,,,
344,PT11M42.00S,2020-12-16T01:43:59.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,50,44,2020-12-16T01:43:59Z,3410000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,343.0,,,,,,,,,,,,,,
345,PT11M40.00S,2020-12-16T01:44:13.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629003,90.45663600525624,78.60753676470588,1610612755,52,44,2020-12-16T01:44:19Z,3420000,143.0,37.0,1,right,S. Milton 14' Jump Shot (6 PTS) (B. Simmons 4 AST),"[1629003, 1627732]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,14.78,Made,,,,,6.0,B. Simmons,1627732.0,4.0,,,,,,,
347,PT11M23.00S,2020-12-16T01:44:30.9Z,3,REGULAR,2pt,Jump Shot,[],203935,8.196452036793687,76.15655637254902,1610612738,52,46,2020-12-16T01:44:37Z,3440000,-131.0,25.0,1,left,M. Smart 13' pullup Jump Shot (4 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,13.31,Made,,,,,4.0,,,,,,,,,,
348,PT11M16.00S,2020-12-16T01:44:39.0Z,3,REGULAR,turnover,lost ball,[],1627732,,,1610612755,52,46,2020-12-16T01:47:34Z,3450000,,,0,,B. Simmons lost ball TURNOVER (2 TO),"[1627732, 203935]",1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,2.0,Smart,203935.0,,,,,,,,,,,,,,,,,
349,PT11M16.00S,2020-12-16T01:44:39.0Z,3,REGULAR,steal,,[],203935,,,1610612738,52,46,2020-12-16T01:44:40Z,3460000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M11.00S,2020-12-16T01:44:42.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629750,6.4881734559789805,47.72518382352941,1610612738,52,48,2020-12-16T01:44:51Z,3470000,11.0,8.0,1,left,J. Green running DUNK (7 PTS),[1629750],1610612738.0,BOS,running,,,Green,J. Green,,,,,,,,1.42,Made,,,,,7.0,,,,,,,,,,
351,PT10M56.00S,2020-12-16T01:44:57.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203552,91.63929040735874,54.09773284313725,1610612755,52,48,2020-12-16T01:45:03Z,3480000,20.0,26.0,1,right,MISS S. Curry driving finger roll Layup,[203552],1610612755.0,PHI,driving finger roll,,,Curry,S. Curry,,,,,,,,3.32,Missed,,,,,,,,,,,,,,,
352,PT10M56.00S,2020-12-16T01:44:57.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,52,48,2020-12-16T01:45:03Z,3490000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,351.0,,,,,,,,,,,,,,
353,PT10M42.00S,2020-12-16T01:45:22.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,34.346254927726676,48.46047794117647,1610612738,52,48,2020-12-16T01:45:27Z,3500000,8.0,270.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,27.05,Missed,,,,,,,,,,,,,,,
354,PT10M39.00S,2020-12-16T01:45:25.0Z,3,REGULAR,rebound,defensive,[],2730,,,1610612755,52,48,2020-12-16T01:45:27Z,3510000,,,0,,D. Howard REBOUND (Off:1 Def:2),[2730],1610612755.0,PHI,,,,Howard,D. Howard,,,,,,,,,,353.0,3.0,2.0,1.0,,,,,,,,,,,
355,PT10M27.00S,2020-12-16T01:45:37.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,84.80617608409987,52.872242647058826,1610612755,54,48,2020-12-16T01:45:45Z,3520000,14.0,90.0,1,right,T. Harris 9' driving floating Jump Shot (10 PTS),[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,,,,9.14,Made,,,,,10.0,,,,,,,,,,
