actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
183,PT10M36.00S,2020-12-16T01:02:21.8Z,2,REGULAR,3pt,Jump Shot,[],1630202,67.85479632063075,23.215379901960787,1610612738,31,22,2020-12-16T01:02:25Z,1830000,-134.0,250.0,1,right,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,28.33,Missed,,,,,,,,,,,,,,,
184,PT10M34.00S,2020-12-16T01:02:23.8Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,31,22,2020-12-16T01:02:25Z,1840000,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,183.0,2.0,2.0,0.0,,,,,,,,,,,
185,PT10M27.00S,2020-12-16T01:02:30.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629003,6.356767411300922,52.38204656862745,1610612755,33,22,2020-12-16T01:02:38Z,1850000,-12.0,7.0,1,left,S. Milton running finger roll Layup (4 PTS),[1629003],1610612755.0,PHI,running finger roll,,,Milton,S. Milton,,,,,,,,1.4,Made,,,,,4.0,,,,,,,,,,
186,PT10M20.00S,2020-12-16T01:02:38.8Z,2,REGULAR,3pt,Jump Shot,[],201952,68.51182654402103,67.578125,1610612738,33,25,2020-12-16T01:02:51Z,1860000,88.0,243.0,1,right,J. Teague 25' 3PT pullup (6 PTS),[201952],1610612738.0,BOS,pullup,,,Teague,J. Teague,,,,,,,,25.89,Made,,,,,6.0,,,,,,,,,,
187,PT10M02.00S,2020-12-16T01:02:58.9Z,2,REGULAR,turnover,out-of-bounds,[],1627788,,,1610612755,33,25,2020-12-16T01:03:11Z,1870000,,,0,,F. Korkmaz step out-of-bounds TURNOVER (1 TO),[1627788],1610612755.0,PHI,step,,,Korkmaz,F. Korkmaz,,,,,1.0,,,,,,,,,,,,,201639.0,,,,,,
188,PT09M49.00S,2020-12-16T01:03:22.3Z,2,REGULAR,foul,personal,['2freethrow'],2730,,,1610612738,33,25,2020-12-16T01:03:30Z,1880000,,,0,,D. Howard shooting personal FOUL (3 PF) (Tatum 2 FT),"[2730, 1628369]",1610612755.0,PHI,shooting,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,1627529.0,3.0,0.0,Tatum,1628369.0,,
190,PT09M49.00S,2020-12-16T01:03:44.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,33,25,2020-12-16T01:03:44Z,1900000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Missed,,,,,,,,,,,,,,,
191,PT09M49.00S,2020-12-16T01:03:44.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,33,25,2020-12-16T01:03:44Z,1910000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,
192,PT09M49.00S,2020-12-16T01:03:59.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,33,26,2020-12-16T01:03:59Z,1920000,,,0,,J. Tatum Free Throw 2 of 2 (6 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
193,PT09M34.00S,2020-12-16T01:04:18.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627788,11.613009198423129,53.36243872549019,1610612755,35,26,2020-12-16T01:04:26Z,1930000,-17.0,57.0,1,left,F. Korkmaz driving floating Jump Shot (4 PTS),[1627788],1610612755.0,PHI,driving floating,,,Korkmaz,F. Korkmaz,,,,,,,,5.91,Made,,,,,4.0,,,,,,,,,,
194,PT09M34.00S,2020-12-16T01:04:23.3Z,2,REGULAR,foul,personal,['1freethrow'],201952,,,1610612755,35,26,2020-12-16T01:04:34Z,1940000,,,0,,J. Teague shooting personal FOUL (1 PF) (Korkmaz 1 FT),"[201952, 1627788]",1610612738.0,BOS,shooting,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Korkmaz,1627788.0,,
196,PT09M34.00S,2020-12-16T01:04:41.5Z,2,REGULAR,freethrow,1 of 1,[],1627788,,,1610612755,35,26,2020-12-16T01:04:45Z,1960000,,,0,,MISS F. Korkmaz Free Throw 1 of 1,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,Missed,,,,,,,,,,,,,,,
197,PT09M31.00S,2020-12-16T01:04:44.5Z,2,REGULAR,rebound,offensive,[],203118,,,1610612755,35,26,2020-12-16T01:04:45Z,1970000,,,0,,M. Scott REBOUND (Off:1 Def:0),[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,196.0,1.0,0.0,1.0,,,,,,,,,,,
198,PT09M30.00S,2020-12-16T01:04:44.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629003,33.55781865965835,64.63694852941177,1610612755,35,26,2020-12-16T01:04:49Z,1980000,-73.0,263.0,1,left,MISS S. Milton 27' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,27.29,Missed,,,,,,,,,,,,,,,
199,PT09M26.00S,2020-12-16T01:04:48.3Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,35,26,2020-12-16T01:04:49Z,1990000,,,0,,S. Ojeleye REBOUND (Off:0 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,198.0,2.0,2.0,0.0,,,,,,,,,,,
200,PT09M18.00S,2020-12-16T01:04:56.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.93495400788436,32.529105392156865,1610612738,35,26,2020-12-16T01:05:01Z,2000000,-87.0,258.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,27.27,Missed,,,,,,,,,,,,,,,
201,PT09M16.00S,2020-12-16T01:04:58.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,35,26,2020-12-16T01:05:01Z,2010000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,
202,PT09M05.00S,2020-12-16T01:05:20.4Z,2,REGULAR,foul,personal,[],1628400,,,1610612755,35,26,2020-12-16T01:05:27Z,2020000,,,0,,S. Ojeleye personal FOUL (1 PF),"[1628400, 2730]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Howard,2730.0,,
204,PT09M05.00S,2020-12-16T01:05:28.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612755,35,26,2020-12-16T01:05:32Z,2040000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M05.00S,2020-12-16T01:05:28.0Z,2,REGULAR,substitution,in,[],1629057,,,1610612755,35,26,2020-12-16T01:05:32Z,2050000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M00.00S,2020-12-16T01:05:44.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,5.568331143232584,41.84283088235294,1610612755,35,26,2020-12-16T01:05:53Z,2060000,41.0,0.0,1,left,MISS S. Milton driving finger roll Layup - blocked,"[1629003, 1629057]",1610612755.0,PHI,driving finger roll,,,Milton,S. Milton,,,,,,,,4.08,Missed,,,,,,,,,,,,,,Williams III,1629057.0
207,PT09M00.00S,2020-12-16T01:05:44.2Z,2,REGULAR,block,,[],1629057,,,1610612755,35,26,2020-12-16T01:05:46Z,2070000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M00.00S,2020-12-16T01:05:44.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,35,26,2020-12-16T01:05:53Z,2080000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,
245,PT09M00.00S,2020-12-16T01:05:54.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,35,26,2020-12-16T01:09:28Z,2085000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M53.00S,2020-12-16T01:06:05.0Z,2,REGULAR,turnover,bad pass,[],1627788,,,1610612755,35,26,2020-12-16T01:06:10Z,2090000,,,0,,F. Korkmaz bad pass TURNOVER (2 TO),"[1627788, 1628400]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,2.0,Ojeleye,1628400.0,,,,,,,,,,,,,,,,,
210,PT08M53.00S,2020-12-16T01:06:05.0Z,2,REGULAR,steal,,[],1628400,,,1610612738,35,26,2020-12-16T01:06:08Z,2100000,,,0,,S. Ojeleye STEAL (1 STL),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M48.00S,2020-12-16T01:06:10.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629057,93.34756898817345,49.685968137254896,1610612738,35,28,2020-12-16T01:06:20Z,2110000,-2.0,10.0,1,right,R. Williams III running alley-oop DUNK (2 PTS) (P. Pritchard 2 AST),"[1629057, 1630202]",1610612738.0,BOS,running alley-oop,,,Williams III,R. Williams III,,,,,,,,1.01,Made,,,,,2.0,P. Pritchard,1630202.0,2.0,,,,,,,
213,PT08M34.00S,2020-12-16T01:06:25.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2730,5.699737187910642,47.970281862745104,1610612755,37,28,2020-12-16T01:06:31Z,2130000,10.0,1.0,1,left,D. Howard driving reverse Layup (4 PTS),[2730],1610612755.0,PHI,driving reverse,,,Howard,D. Howard,,,,,,,,1.02,Made,,,,,4.0,,,,,,,,,,
214,PT08M19.00S,2020-12-16T01:06:39.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,90.98226018396846,50.91145833333333,1610612738,37,28,2020-12-16T01:06:46Z,2140000,5.0,32.0,1,right,MISS J. Tatum floating Shot,[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,,,,3.26,Missed,,,,,,,,,,,,,,,
215,PT08M14.00S,2020-12-16T01:06:44.5Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,37,28,2020-12-16T01:06:44Z,2150000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,214.0,2.0,1.0,1.0,,,,,,,,,,,
216,PT08M14.00S,2020-12-16T01:06:44.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,94.40999984741211,50.0,1610612738,37,30,2020-12-16T01:06:44Z,2160000,0.0,0.0,1,right,R. Williams III tip Layup (4 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,0.0,Made,,,,,4.0,,,,,,,,,,
217,PT08M06.00S,2020-12-16T01:06:52.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,7.933639947437584,52.627144607843135,1610612755,37,30,2020-12-16T01:06:58Z,2170000,-13.0,22.0,1,left,MISS M. Thybulle driving Layup - blocked,"[1629680, 1628369]",1610612755.0,PHI,driving,,,Thybulle,M. Thybulle,,,,,,,,2.57,Missed,,,,,,,,,,,,,,Tatum,1628369.0
218,PT08M06.00S,2020-12-16T01:06:52.1Z,2,REGULAR,block,,[],1628369,,,1610612755,37,30,2020-12-16T01:06:54Z,2180000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M05.00S,2020-12-16T01:06:53.1Z,2,REGULAR,rebound,offensive,[],1629680,,,1610612755,37,30,2020-12-16T01:06:58Z,2190000,,,0,,M. Thybulle REBOUND (Off:1 Def:0),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,217.0,1.0,0.0,1.0,,,,,,,,,,,
220,PT08M05.00S,2020-12-16T01:06:58.4Z,2,REGULAR,turnover,bad pass,[],1629680,,,1610612755,37,30,2020-12-16T01:07:02Z,2200000,,,0,,M. Thybulle bad pass TURNOVER (1 TO),"[1629680, 1628369]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,1.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,
221,PT08M05.00S,2020-12-16T01:06:58.4Z,2,REGULAR,steal,,[],1628369,,,1610612738,37,30,2020-12-16T01:07:00Z,2210000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M05.00S,2020-12-16T01:07:06.5Z,2,REGULAR,foul,personal,[],1629003,,,1610612738,37,30,2020-12-16T01:07:29Z,2220000,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 1628369]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Tatum,1628369.0,,
224,PT08M05.00S,2020-12-16T01:07:17.2Z,2,REGULAR,substitution,out,[],2730,,,1610612738,37,30,2020-12-16T01:07:24Z,2240000,,,0,,SUB out: D. Howard,[2730],1610612755.0,PHI,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M05.00S,2020-12-16T01:07:17.2Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,37,30,2020-12-16T01:07:24Z,2250000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M05.00S,2020-12-16T01:07:17.2Z,2,REGULAR,substitution,in,[],203954,,,1610612738,37,30,2020-12-16T01:07:24Z,2260000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M05.00S,2020-12-16T01:07:17.2Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,37,30,2020-12-16T01:07:24Z,2270000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M05.00S,2020-12-16T01:07:17.2Z,2,REGULAR,substitution,out,[],201952,,,1610612738,37,30,2020-12-16T01:07:51Z,2275000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M05.00S,2020-12-16T01:07:17.2Z,2,REGULAR,substitution,in,[],203935,,,1610612738,37,30,2020-12-16T01:07:51Z,2277500,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M47.00S,2020-12-16T01:07:38.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629057,84.80617608409987,44.5389093137255,1610612738,37,30,2020-12-16T01:07:46Z,2280000,-27.0,90.0,1,right,MISS R. Williams III 9' turnaround bank Shot,[1629057],1610612738.0,BOS,turnaround bank,,,Williams III,R. Williams III,,,,,,,,9.43,Missed,,,,,,,,,,,,,,,
229,PT07M43.00S,2020-12-16T01:07:42.6Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,37,30,2020-12-16T01:07:46Z,2290000,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,228.0,2.0,2.0,0.0,,,,,,,,,,,
232,PT07M37.00S,2020-12-16T01:07:53.5Z,2,REGULAR,foul,offensive,[],203954,,,1610612755,37,30,2020-12-16T01:08:00Z,2300000,,,0,,J. Embiid charge offensive FOUL (1 PF),"[203954, 203935]",1610612755.0,PHI,charge,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Smart,203935.0,,
234,PT07M37.00S,2020-12-16T01:07:53.5Z,2,REGULAR,turnover,offensive foul,[],203954,,,1610612755,37,30,2020-12-16T01:07:53Z,2320000,,,0,,J. Embiid offensive foul TURNOVER (1 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,1.0,,,,,,,,,,,,,1627529.0,,,,,,
235,PT07M37.00S,2020-12-16T01:08:06.8Z,2,REGULAR,substitution,out,[],1629680,,,1610612738,37,30,2020-12-16T01:08:11Z,2330000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M37.00S,2020-12-16T01:08:06.8Z,2,REGULAR,substitution,in,[],203552,,,1610612738,37,30,2020-12-16T01:08:11Z,2340000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M25.00S,2020-12-16T01:08:26.7Z,2,REGULAR,foul,personal,['2freethrow'],203118,,,1610612738,37,30,2020-12-16T01:08:32Z,2350000,,,0,,M. Scott shooting personal FOUL (1 PF) (Williams III 2 FT),"[203118, 1629057]",1610612755.0,PHI,shooting,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Williams III,1629057.0,,
239,PT07M25.00S,2020-12-16T01:08:55.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629057,,,1610612738,37,30,2020-12-16T01:09:18Z,2370000,,,0,,MISS R. Williams III Free Throw 1 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,Missed,,,,,,,,,,,,,,,
240,PT07M25.00S,2020-12-16T01:08:55.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,37,30,2020-12-16T01:09:18Z,2380000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,239.0,,,,,,,,,,,,,,
241,PT07M25.00S,2020-12-16T01:08:57.1Z,2,REGULAR,substitution,out,[],203118,,,1610612738,37,30,2020-12-16T01:09:03Z,2390000,,,0,,SUB out: M. Scott,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M25.00S,2020-12-16T01:08:57.1Z,2,REGULAR,substitution,in,[],202699,,,1610612738,37,30,2020-12-16T01:09:03Z,2400000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M25.00S,2020-12-16T01:08:55.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629057,,,1610612738,37,30,2020-12-16T01:09:18Z,2410000,,,0,,MISS R. Williams III Free Throw 2 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,Missed,,,,,,,,,,,,,,,
244,PT07M22.00S,2020-12-16T01:08:58.9Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,37,30,2020-12-16T01:09:18Z,2420000,,,0,,T. Harris REBOUND (Off:1 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,243.0,5.0,4.0,1.0,,,,,,,,,,,
246,PT07M06.00S,2020-12-16T01:09:35.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203954,6.8823915900131425,53.11734068627451,1610612755,39,30,2020-12-16T01:09:41Z,2430000,-16.0,12.0,1,left,J. Embiid Hook (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,1.98,Made,,,,,11.0,,,,,,,,,,
247,PT07M06.00S,2020-12-16T01:09:39.9Z,2,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612755,39,30,2020-12-16T01:09:47Z,2440000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Embiid 1 FT),"[1629057, 203954]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Embiid,203954.0,,
249,PT07M06.00S,2020-12-16T01:10:08.2Z,2,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,40,30,2020-12-16T01:10:08Z,2460000,,,0,,J. Embiid Free Throw 1 of 1 (12 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,,,,,12.0,,,,,,,,,,
250,PT06M49.00S,2020-12-16T01:10:26.6Z,2,REGULAR,3pt,Jump Shot,[],1630202,67.59198423127464,74.6859681372549,1610612738,40,30,2020-12-16T01:10:31Z,2470000,123.0,252.0,1,right,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,28.07,Missed,,,,,,,,,,,,,,,
251,PT06M46.00S,2020-12-16T01:10:29.6Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,40,30,2020-12-16T01:10:31Z,2480000,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,250.0,3.0,1.0,2.0,,,,,,,,,,,
252,PT06M42.00S,2020-12-16T01:10:34.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,67.7233902759527,34.24479166666666,1610612738,40,30,2020-12-16T01:10:38Z,2490000,-79.0,251.0,1,right,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,26.3,Missed,,,,,,,,,,,,,,,
253,PT06M38.00S,2020-12-16T01:10:38.0Z,2,REGULAR,rebound,offensive,[],1628400,,,1610612738,40,30,2020-12-16T01:10:38Z,2500000,,,0,,S. Ojeleye REBOUND (Off:1 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,252.0,3.0,2.0,1.0,,,,,,,,,,,
254,PT06M35.00S,2020-12-16T01:10:41.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628400,82.44086727989487,95.27420343137256,1610612738,40,30,2020-12-16T01:10:45Z,2510000,226.0,113.0,1,right,MISS S. Ojeleye 25' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,25.29,Missed,,,,,,,,,,,,,,,
255,PT06M31.00S,2020-12-16T01:10:45.4Z,2,REGULAR,rebound,defensive,[],1627788,,,1610612755,40,30,2020-12-16T01:10:45Z,2520000,,,0,,F. Korkmaz REBOUND (Off:0 Def:2),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,254.0,2.0,2.0,0.0,,,,,,,,,,,
256,PT06M20.00S,2020-12-16T01:10:59.7Z,2,REGULAR,foul,personal,[],1629057,,,1610612755,40,30,2020-12-16T01:11:06Z,2530000,,,0,,R. Williams III personal FOUL (3 PF),"[1629057, 203954]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,201639.0,3.0,0.0,Embiid,203954.0,,
258,PT06M20.00S,2020-12-16T01:11:11.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,40,30,2020-12-16T01:11:11Z,2550000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M20.00S,2020-12-16T01:13:26.1Z,2,REGULAR,substitution,out,[],1627788,,,1610612755,40,30,2020-12-16T01:13:45Z,2560000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M20.00S,2020-12-16T01:13:26.1Z,2,REGULAR,substitution,out,[],1630202,,,1610612755,40,30,2020-12-16T01:13:45Z,2570000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M20.00S,2020-12-16T01:13:26.1Z,2,REGULAR,substitution,in,[],1627732,,,1610612755,40,30,2020-12-16T01:13:45Z,2580000,,,0,,SUB in: B. Simmons,[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M20.00S,2020-12-16T01:13:26.1Z,2,REGULAR,substitution,in,[],1629750,,,1610612755,40,30,2020-12-16T01:13:45Z,2590000,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M11.00S,2020-12-16T01:14:46.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,40,30,2020-12-16T01:14:46Z,2600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M06.00S,2020-12-16T01:14:50.1Z,2,REGULAR,2pt,Jump Shot,[],203954,16.606438896189218,80.32322303921569,1610612755,42,30,2020-12-16T01:14:55Z,2610000,-152.0,104.0,1,left,J. Embiid 18' fadeaway Jump Shot (14 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,,,,18.36,Made,,,,,14.0,,,,,,,,,,
265,PT05M50.00S,2020-12-16T01:15:08.6Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,42,30,2020-12-16T01:15:16Z,2620000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (3 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,3.0,,,,,,,,,,,,,202007.0,,,,,,
266,PT05M34.00S,2020-12-16T01:15:33.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202699,13.058475689881732,43.803615196078425,1610612755,42,30,2020-12-16T01:15:38Z,2630000,31.0,70.0,1,left,MISS T. Harris 7' turnaround fadeaway Shot,[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,,,,7.67,Missed,,,,,,,,,,,,,,,
267,PT05M30.00S,2020-12-16T01:15:36.1Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612738,42,30,2020-12-16T01:15:36Z,2640000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,266.0,1.0,1.0,0.0,,,,,,,,,,,
268,PT05M12.00S,2020-12-16T01:15:53.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,81.12680683311433,55.81341911764706,1610612738,42,30,2020-12-16T01:15:58Z,2650000,29.0,125.0,1,right,MISS J. Brown 12' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,,,,12.82,Missed,,,,,,,,,,,,,,,
269,PT05M09.00S,2020-12-16T01:15:56.7Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,42,30,2020-12-16T01:15:58Z,2660000,,,0,,T. Harris REBOUND (Off:1 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,268.0,6.0,5.0,1.0,,,,,,,,,,,
