actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
549,PT06M26.00S,2021-03-21T21:31:11.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203516,6.258212877792378,52.76501225490197,1610612753,100,87,2021-03-21T21:31:23Z,5340000,-14.0,6.0,1,left,J. Ennis III cutting Layup (18 PTS) (A. Gordon 5 AST),"[203516, 203932]",1610612753.0,ORL,cutting,,,Ennis III,J. Ennis III,,,,,1.52,Made,,,,,,,18.0,A. Gordon,203932.0,5.0,,,,,,,,
551,PT06M04.00S,2021-03-21T21:31:32.5Z,4,REGULAR,3pt,Jump Shot,[],1627759,66.70499342969777,68.2061887254902,1610612738,103,87,2021-03-21T21:31:37Z,5360000,91.0,260.0,1,right,J. Brown 27' 3PT step back (31 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,27.59,Made,,,,,,,31.0,,,,,,,,,,,
552,PT05M41.00S,2021-03-21T21:31:56.2Z,4,REGULAR,3pt,Jump Shot,[],202329,25.04927726675427,84.3826593137255,1610612753,103,87,2021-03-21T21:32:12Z,5370000,-172.0,183.0,1,left,MISS A. Aminu 25' 3PT,[202329],1610612753.0,ORL,,,,Aminu,A. Aminu,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,
553,PT05M39.00S,2021-03-21T21:31:58.2Z,4,REGULAR,rebound,offensive,[],203516,,,1610612753,103,87,2021-03-21T21:32:12Z,5380000,,,0,,J. Ennis III REBOUND (Off:1 Def:4),[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,552.0,5.0,4.0,1.0,,,,,,,,,,,,,,
554,PT05M34.00S,2021-03-21T21:32:06.2Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612753,103,87,2021-03-21T21:32:22Z,5390000,,,0,,D. Theis shooting personal FOUL (2 PF) (Fournier 2 FT),"[1628464, 203095]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,1174.0,2.0,0.0,Fournier,203095.0
556,PT05M34.00S,2021-03-21T21:32:40.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203095,,,1610612753,103,88,2021-03-21T21:32:40Z,5410000,,,0,,E. Fournier Free Throw 1 of 2 (15 PTS),[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
557,PT05M34.00S,2021-03-21T21:32:41.8Z,4,REGULAR,substitution,out,[],1628400,,,1610612753,103,88,2021-03-21T21:32:47Z,5420000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
558,PT05M34.00S,2021-03-21T21:32:41.8Z,4,REGULAR,substitution,in,[],202689,,,1610612753,103,88,2021-03-21T21:32:47Z,5430000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
559,PT05M34.00S,2021-03-21T21:33:02.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203095,,,1610612753,103,89,2021-03-21T21:33:02Z,5440000,,,0,,E. Fournier Free Throw 2 of 2 (16 PTS),[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
560,PT05M18.00S,2021-03-21T21:33:19.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,92.11563731931669,50.43658088235294,1610612738,105,89,2021-03-21T21:33:25Z,5450000,2.0,22.0,1,right,D. Theis alley-oop DUNK (13 PTS) (J. Brown 3 AST),"[1628464, 1627759]",1610612738.0,BOS,alley-oop,,,Theis,D. Theis,,,,,2.17,Made,,,,,,,13.0,J. Brown,1627759.0,3.0,,,,,,,,
562,PT05M04.00S,2021-03-21T21:33:32.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202329,8.623521681997373,46.63756127450981,1610612753,105,89,2021-03-21T21:33:42Z,5470000,17.0,29.0,1,left,MISS A. Aminu driving Layup,[202329],1610612753.0,ORL,driving,,,Aminu,A. Aminu,,,,,3.32,Missed,,,,,,,,,,,,,,,,,,
563,PT05M03.00S,2021-03-21T21:33:33.7Z,4,REGULAR,rebound,offensive,[],202329,,,1610612753,105,89,2021-03-21T21:33:42Z,5480000,,,0,,A. Aminu REBOUND (Off:2 Def:3),[202329],1610612753.0,ORL,,,,Aminu,A. Aminu,,,,,,,562.0,5.0,3.0,2.0,,,,,,,,,,,,,,
564,PT05M02.00S,2021-03-21T21:33:35.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202329,5.590000152587891,50.0,1610612753,105,91,2021-03-21T21:33:50Z,5490000,0.0,0.0,1,left,A. Aminu tip Layup (5 PTS),[202329],1610612753.0,ORL,tip,,,Aminu,A. Aminu,,,,,0.0,Made,,,,,,,5.0,,,,,,,,,,,
565,PT04M52.00S,2021-03-21T21:33:44.3Z,4,REGULAR,3pt,Jump Shot,[],1627759,70.38436268068331,79.72579656862744,1610612738,108,91,2021-03-21T21:33:53Z,5500000,149.0,226.0,1,right,J. Brown 27' 3PT  (34 PTS) (M. Smart 8 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.04,Made,,,,,,,34.0,M. Smart,203935.0,8.0,,,,,,,,
567,PT04M35.00S,2021-03-21T21:34:01.2Z,4,REGULAR,2pt,Jump Shot,[],202696,7.966491458607096,73.84344362745098,1610612753,108,91,2021-03-21T21:34:08Z,5520000,-119.0,22.0,1,left,MISS N. Vucevic 12' turnaround fadeaway Shot,[202696],1610612753.0,ORL,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,12.13,Missed,,,,,,,,,,,,,,,,,,
568,PT04M33.00S,2021-03-21T21:34:03.2Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,108,91,2021-03-21T21:34:08Z,5530000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,567.0,4.0,4.0,0.0,,,,,,,,,,,,,,
569,PT04M25.00S,2021-03-21T21:34:11.6Z,4,REGULAR,3pt,Jump Shot,[],1627759,64.47109067017082,33.64736519607843,1610612738,108,91,2021-03-21T21:34:18Z,5540000,-82.0,281.0,1,right,MISS J. Brown 29' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,29.31,Missed,,,,,,,,,,,,,,,,,,
570,PT04M23.00S,2021-03-21T21:34:13.6Z,4,REGULAR,rebound,defensive,[],203095,,,1610612753,108,91,2021-03-21T21:34:18Z,5550000,,,0,,E. Fournier REBOUND (Off:0 Def:5),[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,,569.0,5.0,5.0,0.0,,,,,,,,,,,,,,
571,PT04M10.00S,2021-03-21T21:34:29.6Z,4,REGULAR,foul,personal,[],1628464,,,1610612753,108,91,2021-03-21T21:34:36Z,5560000,,,0,,D. Theis personal FOUL (3 PF),"[1628464, 202696]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,1628480.0,3.0,0.0,Vucevic,202696.0
573,PT03M58.00S,2021-03-21T21:34:59.0Z,4,REGULAR,3pt,Jump Shot,[],203932,20.18725361366623,8.892463235294118,1610612753,108,91,2021-03-21T21:35:06Z,5580000,206.0,137.0,1,left,MISS A. Gordon 24' 3PT,[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,
574,PT03M56.00S,2021-03-21T21:35:01.0Z,4,REGULAR,rebound,offensive,[],202696,,,1610612753,108,91,2021-03-21T21:35:06Z,5590000,,,0,,N. Vucevic REBOUND (Off:3 Def:10),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,573.0,13.0,10.0,3.0,,,,,,,,,,,,,,
575,PT03M55.00S,2021-03-21T21:35:02.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,7.178055190538765,51.294424019607845,1610612753,108,91,2021-03-21T21:35:21Z,5600000,-6.0,15.0,1,left,MISS N. Vucevic putback Layup - blocked,"[202696, 1628464]",1610612753.0,ORL,putback,,,Vucevic,N. Vucevic,,,,,1.63,Missed,,,,,Theis,1628464.0,,,,,,,,,,,,
576,PT03M55.00S,2021-03-21T21:35:02.5Z,4,REGULAR,block,,[],1628464,,,1610612753,108,91,2021-03-21T21:35:05Z,5610000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
577,PT03M54.00S,2021-03-21T21:35:03.5Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,108,91,2021-03-21T21:35:14Z,5620000,,,0,,K. Walker REBOUND (Off:0 Def:5),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,575.0,5.0,5.0,0.0,,,,,,,,,,,,,,
578,PT03M53.00S,2021-03-21T21:35:09.3Z,4,REGULAR,foul,personal,[],203932,,,1610612738,108,91,2021-03-21T21:35:15Z,5630000,,,0,,A. Gordon take personal FOUL (3 PF),"[203932, 202689]",1610612753.0,ORL,take,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,1174.0,3.0,0.0,Walker,202689.0
580,PT03M53.00S,2021-03-21T21:35:27.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,108,91,2021-03-21T21:35:27Z,5650000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT03M53.00S,2021-03-21T21:36:47.2Z,4,REGULAR,substitution,out,[],1627759,,,1610612738,108,91,2021-03-21T21:37:01Z,5660000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
582,PT03M53.00S,2021-03-21T21:36:47.2Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,108,91,2021-03-21T21:37:01Z,5670000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
583,PT03M53.00S,2021-03-21T21:36:47.2Z,4,REGULAR,substitution,out,[],203932,,,1610612738,108,91,2021-03-21T21:37:01Z,5680000,,,0,,SUB out: A. Gordon,[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
584,PT03M53.00S,2021-03-21T21:36:47.2Z,4,REGULAR,substitution,out,[],202329,,,1610612738,108,91,2021-03-21T21:37:01Z,5690000,,,0,,SUB out: A. Aminu,[202329],1610612753.0,ORL,,,,Aminu,A. Aminu,,,,,,,,,,,,,,,,,,,,,,,,
585,PT03M53.00S,2021-03-21T21:36:47.2Z,4,REGULAR,substitution,out,[],202696,,,1610612738,108,91,2021-03-21T21:37:01Z,5700000,,,0,,SUB out: N. Vucevic,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
586,PT03M53.00S,2021-03-21T21:36:47.2Z,4,REGULAR,substitution,out,[],203095,,,1610612738,108,91,2021-03-21T21:37:01Z,5710000,,,0,,SUB out: E. Fournier,[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
587,PT03M53.00S,2021-03-21T21:36:47.2Z,4,REGULAR,substitution,out,[],203516,,,1610612738,108,91,2021-03-21T21:37:01Z,5720000,,,0,,SUB out: J. Ennis III,[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,
588,PT03M53.00S,2021-03-21T21:36:47.2Z,4,REGULAR,substitution,in,[],1628400,,,1610612738,108,91,2021-03-21T21:37:01Z,5730000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
589,PT03M53.00S,2021-03-21T21:36:47.2Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,108,91,2021-03-21T21:37:01Z,5740000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
590,PT03M53.00S,2021-03-21T21:36:47.2Z,4,REGULAR,substitution,in,[],1628407,,,1610612738,108,91,2021-03-21T21:37:01Z,5750000,,,0,,SUB in: D. Bacon,[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,,,,,,,,,,,,,,,,,,,,
591,PT03M53.00S,2021-03-21T21:36:47.2Z,4,REGULAR,substitution,in,[],203920,,,1610612738,108,91,2021-03-21T21:37:01Z,5760000,,,0,,SUB in: K. Birch,[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
592,PT03M53.00S,2021-03-21T21:36:47.2Z,4,REGULAR,substitution,in,[],1629643,,,1610612738,108,91,2021-03-21T21:37:01Z,5770000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
593,PT03M53.00S,2021-03-21T21:36:47.2Z,4,REGULAR,substitution,in,[],1629109,,,1610612738,108,91,2021-03-21T21:37:01Z,5780000,,,0,,SUB in: G. Clark,[1629109],1610612753.0,ORL,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
594,PT03M53.00S,2021-03-21T21:36:47.2Z,4,REGULAR,substitution,in,[],1630211,,,1610612738,108,91,2021-03-21T21:37:01Z,5790000,,,0,,SUB in: K. Mane,[1630211],1610612753.0,ORL,,,,Mane,K. Mane,,,,,,,,,,,,,,,,,,,,,,,,
595,PT03M48.00S,2021-03-21T21:37:18.1Z,4,REGULAR,3pt,Jump Shot,[],202689,64.73390275952694,47.127757352941174,1610612738,108,91,2021-03-21T21:37:27Z,5800000,-14.0,279.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,27.94,Missed,,,,,,,,,,,,,,,,,,
596,PT03M46.00S,2021-03-21T21:37:20.1Z,4,REGULAR,rebound,defensive,[],1629109,,,1610612753,108,91,2021-03-21T21:37:27Z,5810000,,,0,,G. Clark REBOUND (Off:0 Def:1),[1629109],1610612753.0,ORL,,,,Clark,G. Clark,,,,,,,595.0,1.0,1.0,0.0,,,,,,,,,,,,,,
597,PT03M37.00S,2021-03-21T21:37:27.7Z,4,REGULAR,3pt,Jump Shot,[],1628407,28.991458607095925,21.637561274509803,1610612753,108,91,2021-03-21T21:37:31Z,5820000,142.0,220.0,1,left,MISS D. Bacon 26' 3PT,[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,
598,PT03M36.00S,2021-03-21T21:37:28.7Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,108,91,2021-03-21T21:37:31Z,5830000,,,0,,R. Williams III REBOUND (Off:1 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,597.0,6.0,5.0,1.0,,,,,,,,,,,,,,
599,PT03M25.00S,2021-03-21T21:37:39.7Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,108,91,2021-03-21T21:37:45Z,5840000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 203920]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,2.0,Birch,203920.0,,,,,
600,PT03M25.00S,2021-03-21T21:37:39.7Z,4,REGULAR,steal,,[],203920,,,1610612753,108,91,2021-03-21T21:37:41Z,5850000,,,0,,K. Birch STEAL (1 STL),[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
601,PT03M20.00S,2021-03-21T21:37:44.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629643,27.414586070959263,77.51991421568627,1610612753,108,91,2021-03-21T21:37:53Z,5860000,-138.0,205.0,1,left,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,
602,PT03M18.00S,2021-03-21T21:37:46.6Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,108,91,2021-03-21T21:37:53Z,5870000,,,0,,R. Williams III REBOUND (Off:1 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,601.0,7.0,6.0,1.0,,,,,,,,,,,,,,
603,PT03M01.00S,2021-03-21T21:38:03.7Z,4,REGULAR,3pt,Jump Shot,[],1628400,91.01511169513797,2.7650122549019605,1610612738,108,91,2021-03-21T21:38:09Z,5880000,-236.0,32.0,1,right,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.84,Missed,,,,,,,,,,,,,,,,,,
604,PT02M59.00S,2021-03-21T21:38:05.7Z,4,REGULAR,rebound,defensive,[],1628407,,,1610612753,108,91,2021-03-21T21:38:09Z,5890000,,,0,,D. Bacon REBOUND (Off:0 Def:2),[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,,,603.0,2.0,2.0,0.0,,,,,,,,,,,,,,
605,PT02M46.00S,2021-03-21T21:38:19.2Z,4,REGULAR,2pt,Jump Shot,[],1629643,9.280551905387648,26.53952205882353,1610612753,108,93,2021-03-21T21:38:25Z,5900000,117.0,35.0,1,left,C. Okeke 12' turnaround fadeaway Jump Shot (5 PTS),[1629643],1610612753.0,ORL,turnaround fadeaway,,,Okeke,C. Okeke,,,,,12.23,Made,,,,,,,5.0,,,,,,,,,,,
606,PT02M31.00S,2021-03-21T21:38:33.6Z,4,REGULAR,3pt,Jump Shot,[],1628400,71.56701708278581,81.19638480392157,1610612738,108,93,2021-03-21T21:38:42Z,5910000,156.0,215.0,1,right,MISS S. Ojeleye 26' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
607,PT02M29.00S,2021-03-21T21:38:35.6Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,108,93,2021-03-21T21:38:42Z,5920000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,606.0,2.0,2.0,0.0,,,,,,,,,,,,,,
608,PT02M20.00S,2021-03-21T21:38:47.8Z,4,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612753,108,93,2021-03-21T21:38:53Z,5930000,,,0,,G. Williams shooting personal FOUL (3 PF) (Birch 2 FT),"[1629684, 203920]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,1174.0,3.0,0.0,Birch,203920.0
612,PT02M20.00S,2021-03-21T21:39:10.8Z,4,REGULAR,substitution,out,[],203935,,,1610612753,108,93,2021-03-21T21:39:15Z,5970000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
613,PT02M20.00S,2021-03-21T21:39:10.8Z,4,REGULAR,substitution,in,[],1630174,,,1610612753,108,93,2021-03-21T21:39:15Z,5980000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
610,PT02M20.00S,2021-03-21T21:39:10.9Z,4,REGULAR,freethrow,1 of 2,[],203920,,,1610612753,108,93,2021-03-21T21:42:08Z,5982500,,,0,,MISS K. Birch Free Throw 1 of 2,[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,Missed,,,,,,,,,,,,,,,,,,
611,PT02M20.00S,2021-03-21T21:39:10.9Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,108,93,2021-03-21T21:42:08Z,5983750,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,610.0,,,,,,,,,,,,,,,,,
614,PT02M20.00S,2021-03-21T21:39:10.9Z,4,REGULAR,freethrow,2 of 2,[],203920,,,1610612753,108,94,2021-03-21T21:42:08Z,5984375,,,0,,K. Birch Free Throw 2 of 2 (4 PTS),[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
615,PT01M58.00S,2021-03-21T21:39:53.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,92.46057818659659,61.34344362745098,1610612738,108,94,2021-03-21T21:40:04Z,5985000,57.0,18.0,1,right,MISS G. Williams driving Layup - blocked,"[1629684, 1629643]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,5.96,Missed,,,,,Okeke,1629643.0,,,,,,,,,,,,
616,PT01M58.00S,2021-03-21T21:39:53.3Z,4,REGULAR,block,,[],1629643,,,1610612738,108,94,2021-03-21T21:39:55Z,5987500,,,0,,C. Okeke BLOCK (1 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
617,PT01M56.00S,2021-03-21T21:39:55.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,108,94,2021-03-21T21:40:04Z,5988750,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,615.0,,,,,,,,,,,,,,,,,
618,PT01M56.00S,2021-03-21T21:40:00.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,108,94,2021-03-21T21:40:10Z,6030000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,203593.0,,,,
619,PT01M56.00S,2021-03-21T21:40:08.7Z,4,REGULAR,substitution,out,[],202689,,,1610612753,108,94,2021-03-21T21:40:11Z,6040000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
620,PT01M56.00S,2021-03-21T21:40:08.7Z,4,REGULAR,substitution,in,[],1630202,,,1610612753,108,94,2021-03-21T21:40:11Z,6050000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
621,PT01M56.00S,2021-03-21T21:40:14.8Z,4,REGULAR,substitution,out,[],1629057,,,1610612753,108,94,2021-03-21T21:40:23Z,6060000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
622,PT01M56.00S,2021-03-21T21:40:14.8Z,4,REGULAR,substitution,in,[],1629605,,,1610612753,108,94,2021-03-21T21:40:23Z,6070000,,,0,,SUB in: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,
623,PT01M39.00S,2021-03-21T21:40:46.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203920,20.45006570302234,78.25520833333334,1610612753,108,94,2021-03-21T21:40:53Z,6080000,-141.0,140.0,1,left,MISS K. Birch 19' Jump Shot,[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,19.87,Missed,,,,,,,,,,,,,,,,,,
624,PT01M37.00S,2021-03-21T21:40:48.3Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,108,94,2021-03-21T21:40:53Z,6090000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,623.0,3.0,3.0,0.0,,,,,,,,,,,,,,
625,PT01M24.00S,2021-03-21T21:41:00.1Z,4,REGULAR,3pt,Jump Shot,[],1628400,66.96780551905388,20.412071078431374,1610612738,108,94,2021-03-21T21:41:11Z,6100000,-148.0,258.0,1,right,MISS S. Ojeleye 29' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,29.74,Missed,,,,,,,,,,,,,,,,,,
626,PT01M21.00S,2021-03-21T21:41:03.1Z,4,REGULAR,rebound,offensive,[],1630174,,,1610612738,108,94,2021-03-21T21:41:11Z,6110000,,,0,,A. Nesmith REBOUND (Off:2 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,625.0,4.0,2.0,2.0,,,,,,,,,,,,,,
627,PT01M21.00S,2021-03-21T21:41:11.1Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612738,108,94,2021-03-21T21:41:11Z,6120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT01M13.00S,2021-03-21T21:41:32.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630202,91.80354796320631,43.69638480392157,1610612738,110,94,2021-03-21T21:41:37Z,6130000,-32.0,25.0,1,right,P. Pritchard cutting Layup (5 PTS) (G. Williams 2 AST),"[1630202, 1629684]",1610612738.0,BOS,cutting,,,Pritchard,P. Pritchard,,,,,3.99,Made,,,,,,,5.0,G. Williams,1629684.0,2.0,,,,,,,,
630,PT00M55.20S,2021-03-21T21:41:52.5Z,4,REGULAR,2pt,Jump Shot,[],1628407,13.61695137976347,78.25520833333334,1610612753,110,94,2021-03-21T21:41:59Z,6150000,-141.0,75.0,1,left,MISS D. Bacon 16' fadeaway Shot,[1628407],1610612753.0,ORL,fadeaway,,,Bacon,D. Bacon,,,,,16.02,Missed,,,,,,,,,,,,,,,,,,
631,PT00M53.10S,2021-03-21T21:41:54.6Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,110,94,2021-03-21T21:41:59Z,6160000,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,630.0,4.0,4.0,0.0,,,,,,,,,,,,,,
632,PT00M50.20S,2021-03-21T21:42:00.6Z,4,REGULAR,foul,personal,[],1629109,,,1610612738,110,94,2021-03-21T21:42:12Z,6170000,,,0,,G. Clark personal FOUL (1 PF),"[1629109, 1630174]",1610612753.0,ORL,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,1174.0,1.0,0.0,Nesmith,1630174.0
634,PT00M42.80S,2021-03-21T21:42:29.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629605,91.85282522996057,51.685049019607845,1610612738,112,94,2021-03-21T21:42:35Z,6190000,8.0,24.0,1,right,T. Fall cutting DUNK (2 PTS) (S. Ojeleye 1 AST),"[1629605, 1628400]",1610612738.0,BOS,cutting,,,Fall,T. Fall,,,,,2.55,Made,,,,,,,2.0,S. Ojeleye,1628400.0,1.0,,,,,,,,
636,PT00M21.70S,2021-03-21T21:42:54.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612753,112,94,2021-03-21T21:43:02Z,6210000,,,0,,P. Pritchard personal FOUL (2 PF) (Bacon 2 FT),"[1630202, 1628407]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Bacon,1628407.0
