actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
182,PT10M40.00S,2021-03-21T20:10:34.2Z,2,REGULAR,freethrow,2 of 2,[],203932,,,1610612753,29,33,2021-03-21T20:10:34Z,1820000,,,0,,A. Gordon Free Throw 2 of 2 (6 PTS),[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
183,PT10M25.00S,2021-03-21T20:10:50.3Z,2,REGULAR,3pt,Jump Shot,[],202689,28.78818988173456,26.07230392156863,1610612738,29,33,2021-03-21T20:10:58Z,1830000,120.0,218.0,1,left,MISS K. Walker 24' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,
184,PT10M23.00S,2021-03-21T20:10:52.3Z,2,REGULAR,rebound,offensive,[],1628400,,,1610612738,29,33,2021-03-21T20:10:58Z,1840000,,,0,,S. Ojeleye REBOUND (Off:1 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,183.0,2.0,1.0,1.0,,,,,,,,,,,,,,
185,PT10M16.00S,2021-03-21T20:10:58.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628400,8.09789750328515,42.715992647058826,1610612738,29,33,2021-03-21T20:11:05Z,1850000,36.0,24.0,1,left,MISS S. Ojeleye driving Layup,[1628400],1610612738.0,BOS,driving,,,Ojeleye,S. Ojeleye,,,,,4.34,Missed,,,,,,,,,,,,,,,,,,
186,PT10M15.00S,2021-03-21T20:10:59.6Z,2,REGULAR,rebound,defensive,[],203932,,,1610612753,29,33,2021-03-21T20:11:05Z,1860000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,,185.0,2.0,2.0,0.0,,,,,,,,,,,,,,
187,PT10M05.00S,2021-03-21T20:11:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,92.72339027595268,57.91207107843137,1610612753,29,33,2021-03-21T20:11:16Z,1870000,40.0,16.0,1,right,MISS A. Gordon driving finger roll Layup,[203932],1610612753.0,ORL,driving finger roll,,,Gordon,A. Gordon,,,,,4.27,Missed,,,,,,,,,,,,,,,,,,
188,PT10M04.00S,2021-03-21T20:11:10.9Z,2,REGULAR,rebound,offensive,[],203920,,,1610612753,29,33,2021-03-21T20:11:16Z,1880000,,,0,,K. Birch REBOUND (Off:2 Def:0),[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,,187.0,2.0,0.0,2.0,,,,,,,,,,,,,,
189,PT10M03.00S,2021-03-21T20:11:12.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203920,94.40999984741211,50.0,1610612753,29,33,2021-03-21T20:11:26Z,1890000,0.0,0.0,1,right,MISS K. Birch tip Layup,[203920],1610612753.0,ORL,tip,,,Birch,K. Birch,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
190,PT10M01.00S,2021-03-21T20:11:14.3Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,29,33,2021-03-21T20:11:26Z,1900000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,,,
191,PT09M58.00S,2021-03-21T20:11:17.7Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,29,33,2021-03-21T20:11:21Z,1910000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 202329]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1.0,Aminu,202329.0,,,,,
192,PT09M58.00S,2021-03-21T20:11:17.7Z,2,REGULAR,steal,,[],202329,,,1610612753,29,33,2021-03-21T20:11:19Z,1920000,,,0,,A. Aminu STEAL (2 STL),[202329],1610612753.0,ORL,,,,Aminu,A. Aminu,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M52.00S,2021-03-21T20:11:22.7Z,2,REGULAR,turnover,bad pass,[],202329,,,1610612753,29,33,2021-03-21T20:11:28Z,1930000,,,0,,A. Aminu bad pass TURNOVER (1 TO),"[202329, 1630174]",1610612753.0,ORL,,,,Aminu,A. Aminu,,,,,,,,,,,,,,,,,1.0,Nesmith,1630174.0,,,,,
194,PT09M52.00S,2021-03-21T20:11:22.7Z,2,REGULAR,steal,,[],1630174,,,1610612738,29,33,2021-03-21T20:11:24Z,1940000,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M47.00S,2021-03-21T20:11:27.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630174,6.915243101182654,44.43167892156863,1610612738,29,33,2021-03-21T20:11:34Z,1950000,28.0,13.0,1,left,MISS A. Nesmith running Layup,[1630174],1610612738.0,BOS,running,,,Nesmith,A. Nesmith,,,,,3.05,Missed,,,,,,,,,,,,,,,,,,
196,PT09M45.00S,2021-03-21T20:11:29.9Z,2,REGULAR,rebound,defensive,[],203095,,,1610612753,29,33,2021-03-21T20:11:34Z,1960000,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,,,
197,PT09M39.00S,2021-03-21T20:11:35.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,84.23127463863338,51.23314950980392,1610612753,29,33,2021-03-21T20:11:45Z,1970000,6.0,96.0,1,right,MISS E. Fournier 9' driving floating Shot - blocked,"[203095, 1629057]",1610612753.0,ORL,driving floating,,,Fournier,E. Fournier,,,,,9.59,Missed,,,,,Williams III,1629057.0,,,,,,,,,,,,
198,PT09M39.00S,2021-03-21T20:11:35.7Z,2,REGULAR,block,,[],1629057,,,1610612753,29,33,2021-03-21T20:11:38Z,1980000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M37.00S,2021-03-21T20:11:37.7Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,29,33,2021-03-21T20:11:45Z,1990000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,197.0,4.0,3.0,1.0,,,,,,,,,,,,,,
200,PT09M28.00S,2021-03-21T20:11:47.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,7.227332457293036,59.895833333333336,1610612738,31,33,2021-03-21T20:11:55Z,2000000,-49.0,15.0,1,left,K. Walker driving floating Jump Shot (2 PTS) (J. Tatum 1 AST),"[202689, 1628369]",1610612738.0,BOS,driving floating,,,Walker,K. Walker,,,,,5.18,Made,,,,,,,2.0,J. Tatum,1628369.0,1.0,,,,,,,,
202,PT09M12.00S,2021-03-21T20:12:01.9Z,2,REGULAR,2pt,Jump Shot,[],203932,76.60972404730617,22.36902573529412,1610612753,31,35,2021-03-21T20:12:07Z,2020000,-138.0,167.0,1,right,A. Gordon 21' pullup Jump Shot (8 PTS),[203932],1610612753.0,ORL,pullup,,,Gordon,A. Gordon,,,,,21.71,Made,,,,,,,8.0,,,,,,,,,,,
203,PT08M57.00S,2021-03-21T20:12:17.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,19.66162943495401,34.13756127450981,1610612738,33,35,2021-03-21T20:12:22Z,2030000,79.0,132.0,1,left,K. Walker 15' pullup Jump Shot (4 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,15.42,Made,,,,,,,4.0,,,,,,,,,,,
204,PT08M29.00S,2021-03-21T20:12:46.0Z,2,REGULAR,2pt,Jump Shot,[],203920,89.35611038107753,30.53768382352941,1610612753,33,37,2021-03-21T20:12:53Z,2040000,-97.0,48.0,1,right,K. Birch 10' driving floating Jump Shot (2 PTS) (A. Aminu 2 AST),"[203920, 202329]",1610612753.0,ORL,driving floating,,,Birch,K. Birch,,,,,10.83,Made,,,,,,,2.0,A. Aminu,202329.0,2.0,,,,,,,,
206,PT08M16.00S,2021-03-21T20:12:59.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.652431011826544,50.06893382352941,1610612738,35,37,2021-03-21T20:13:03Z,2060000,0.0,10.0,1,left,R. Williams III alley-oop DUNK (2 PTS) (J. Tatum 2 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.0,Made,,,,,,,2.0,J. Tatum,1628369.0,2.0,,,,,,,,
208,PT07M58.00S,2021-03-21T20:13:20.8Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612753,35,37,2021-03-21T20:13:28Z,2080000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Birch 2 FT),"[1630174, 203920]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,1174.0,1.0,0.0,Birch,203920.0
210,PT07M58.00S,2021-03-21T20:13:38.8Z,2,REGULAR,freethrow,1 of 2,[],203920,,,1610612753,35,37,2021-03-21T20:13:38Z,2100000,,,0,,MISS K. Birch Free Throw 1 of 2,[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,Missed,,,,,,,,,,,,,,,,,,
211,PT07M58.00S,2021-03-21T20:13:38.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,35,37,2021-03-21T20:13:38Z,2110000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,
212,PT07M58.00S,2021-03-21T20:13:40.6Z,2,REGULAR,substitution,out,[],1629057,,,1610612753,35,37,2021-03-21T20:13:51Z,2120000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M58.00S,2021-03-21T20:13:40.6Z,2,REGULAR,substitution,out,[],203932,,,1610612753,35,37,2021-03-21T20:13:51Z,2130000,,,0,,SUB out: A. Gordon,[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M58.00S,2021-03-21T20:13:40.6Z,2,REGULAR,substitution,out,[],203516,,,1610612753,35,37,2021-03-21T20:13:51Z,2140000,,,0,,SUB out: J. Ennis III,[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M58.00S,2021-03-21T20:13:40.6Z,2,REGULAR,substitution,in,[],1628464,,,1610612753,35,37,2021-03-21T20:13:51Z,2150000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M58.00S,2021-03-21T20:13:40.6Z,2,REGULAR,substitution,in,[],203487,,,1610612753,35,37,2021-03-21T20:13:51Z,2160000,,,0,,SUB in: M. Carter-Williams,[203487],1610612753.0,ORL,,,,Carter-Williams,M. Carter-Williams,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M58.00S,2021-03-21T20:13:40.6Z,2,REGULAR,substitution,in,[],1628407,,,1610612753,35,37,2021-03-21T20:13:51Z,2170000,,,0,,SUB in: D. Bacon,[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M58.00S,2021-03-21T20:14:01.4Z,2,REGULAR,freethrow,2 of 2,[],203920,,,1610612753,35,38,2021-03-21T20:14:01Z,2180000,,,0,,K. Birch Free Throw 2 of 2 (3 PTS),[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
219,PT07M44.00S,2021-03-21T20:14:17.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,26.888961892247043,20.902267156862745,1610612738,35,38,2021-03-21T20:14:25Z,2190000,145.0,200.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.76,Missed,,,,,,,,,,,,,,,,,,
220,PT07M42.00S,2021-03-21T20:14:19.9Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,35,38,2021-03-21T20:14:25Z,2200000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,219.0,2.0,1.0,1.0,,,,,,,,,,,,,,
221,PT07M31.00S,2021-03-21T20:14:33.1Z,2,REGULAR,foul,personal,[],203920,,,1610612738,35,38,2021-03-21T20:14:45Z,2210000,,,0,,K. Birch personal FOUL (2 PF),"[203920, 202689]",1610612753.0,ORL,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Walker,202689.0
223,PT07M31.00S,2021-03-21T20:14:47.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,35,38,2021-03-21T20:14:47Z,2230000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M31.00S,2021-03-21T20:17:13.2Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,35,38,2021-03-21T20:17:27Z,2240000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M31.00S,2021-03-21T20:17:13.2Z,2,REGULAR,substitution,out,[],202329,,,1610612738,35,38,2021-03-21T20:17:27Z,2250000,,,0,,SUB out: A. Aminu,[202329],1610612753.0,ORL,,,,Aminu,A. Aminu,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M31.00S,2021-03-21T20:17:13.2Z,2,REGULAR,substitution,out,[],203920,,,1610612738,35,38,2021-03-21T20:17:27Z,2260000,,,0,,SUB out: K. Birch,[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M31.00S,2021-03-21T20:17:13.2Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,35,38,2021-03-21T20:17:27Z,2270000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M31.00S,2021-03-21T20:17:13.2Z,2,REGULAR,substitution,in,[],1629643,,,1610612738,35,38,2021-03-21T20:17:27Z,2280000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M31.00S,2021-03-21T20:17:13.2Z,2,REGULAR,substitution,in,[],202696,,,1610612738,35,38,2021-03-21T20:17:27Z,2290000,,,0,,SUB in: N. Vucevic,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M20.00S,2021-03-21T20:18:01.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628464,20.844283837056505,27.27481617647059,1610612738,37,38,2021-03-21T20:18:06Z,2300000,114.0,143.0,1,left,D. Theis 18' Jump Shot (4 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,18.29,Made,,,,,,,4.0,,,,,,,,,,,
231,PT06M58.00S,2021-03-21T20:18:22.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203095,92.90407358738501,57.689950980392155,1610612753,37,40,2021-03-21T20:18:28Z,2310000,38.0,14.0,1,right,E. Fournier driving Layup (7 PTS),[203095],1610612753.0,ORL,driving,,,Fournier,E. Fournier,,,,,4.09,Made,,,,,,,7.0,,,,,,,,,,,
232,PT06M43.00S,2021-03-21T20:18:37.5Z,2,REGULAR,3pt,Jump Shot,[],1628464,32.933639947437584,52.51991421568627,1610612738,37,40,2021-03-21T20:18:42Z,2320000,-13.0,257.0,1,left,MISS D. Theis 25' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,
233,PT06M40.00S,2021-03-21T20:18:40.5Z,2,REGULAR,rebound,defensive,[],202696,,,1610612753,37,40,2021-03-21T20:18:42Z,2330000,,,0,,N. Vucevic REBOUND (Off:1 Def:7),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,232.0,8.0,7.0,1.0,,,,,,,,,,,,,,
234,PT06M33.00S,2021-03-21T20:18:48.3Z,2,REGULAR,3pt,Jump Shot,[],1629643,94.34954007884363,3.768382352941176,1610612753,37,40,2021-03-21T20:18:57Z,2340000,-231.0,1.0,1,right,MISS C. Okeke 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,23.12,Missed,,,,,,,,,,,,,,,,,,
235,PT06M31.00S,2021-03-21T20:18:50.3Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,37,40,2021-03-21T20:18:57Z,2350000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,234.0,4.0,3.0,1.0,,,,,,,,,,,,,,
236,PT06M24.00S,2021-03-21T20:18:57.2Z,2,REGULAR,3pt,Jump Shot,[],1627759,27.33245729303548,21.660539215686274,1610612738,40,40,2021-03-21T20:19:04Z,2360000,142.0,204.0,1,left,J. Brown 24' 3PT  (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.87,Made,,,,,,,11.0,,,,,,,,,,,
238,PT06M01.00S,2021-03-21T20:19:20.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203487,92.32917214191852,51.294424019607845,1610612753,40,42,2021-03-21T20:19:24Z,2380000,6.0,20.0,1,right,M. Carter-Williams cutting Layup (2 PTS) (N. Vucevic 2 AST),"[203487, 202696]",1610612753.0,ORL,cutting,,,Carter-Williams,M. Carter-Williams,,,,,2.06,Made,,,,,,,2.0,N. Vucevic,202696.0,2.0,,,,,,,,
240,PT05M49.00S,2021-03-21T20:19:32.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,29.38567674113009,71.14736519607843,1610612738,43,42,2021-03-21T20:19:36Z,2400000,-106.0,224.0,1,left,J. Brown 24' 3PT pullup (14 PTS) (K. Walker 1 AST),"[1627759, 202689]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,24.74,Made,,,,,,,14.0,K. Walker,202689.0,1.0,,,,,,,,
242,PT05M25.00S,2021-03-21T20:19:55.9Z,2,REGULAR,2pt,Jump Shot,[],203095,79.63206307490145,33.78140318627451,1610612753,43,42,2021-03-21T20:20:05Z,2420000,-81.0,139.0,1,right,MISS E. Fournier 16' turnaround Shot,[203095],1610612753.0,ORL,turnaround,,,Fournier,E. Fournier,,,,,16.09,Missed,,,,,,,,,,,,,,,,,,
243,PT05M22.00S,2021-03-21T20:19:58.9Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,43,42,2021-03-21T20:20:05Z,2430000,,,0,,S. Ojeleye REBOUND (Off:1 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,242.0,3.0,2.0,1.0,,,,,,,,,,,,,,
244,PT05M09.00S,2021-03-21T20:20:12.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,28.86005256241787,20.166973039215684,1610612738,43,42,2021-03-21T20:20:21Z,2440000,149.0,219.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,
245,PT05M07.00S,2021-03-21T20:20:14.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,43,42,2021-03-21T20:20:21Z,2450000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,244.0,,,,,,,,,,,,,,,,,
247,PT05M07.00S,2021-03-21T20:20:26.1Z,2,REGULAR,foul,personal,[],1630174,,,1610612753,43,42,2021-03-21T20:20:38Z,2470000,,,0,,A. Nesmith loose ball personal FOUL (2 PF),"[1630174, 203095]",1610612738.0,BOS,loose ball,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,1628480.0,2.0,0.0,Fournier,203095.0
252,PT05M07.00S,2021-03-21T20:20:38.3Z,2,REGULAR,substitution,out,[],202689,,,1610612753,43,42,2021-03-21T20:21:18Z,2485000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M07.00S,2021-03-21T20:20:38.3Z,2,REGULAR,substitution,out,[],203095,,,1610612753,43,42,2021-03-21T20:21:18Z,2487500,,,0,,SUB out: E. Fournier,[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M07.00S,2021-03-21T20:20:38.3Z,2,REGULAR,substitution,in,[],203935,,,1610612753,43,42,2021-03-21T20:21:18Z,2488750,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M07.00S,2021-03-21T20:20:38.3Z,2,REGULAR,substitution,in,[],203516,,,1610612753,43,42,2021-03-21T20:21:18Z,2489375,,,0,,SUB in: J. Ennis III,[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M53.00S,2021-03-21T20:20:50.5Z,2,REGULAR,foul,personal,[],1628464,,,1610612753,43,42,2021-03-21T20:21:33Z,2490000,,,0,,D. Theis personal FOUL (1 PF),"[1628464, 202696]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Vucevic,202696.0
251,PT04M45.00S,2021-03-21T20:21:17.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,84.97043363994744,49.82383578431372,1610612753,43,42,2021-03-21T20:21:44Z,2510000,-1.0,89.0,1,right,MISS N. Vucevic 8' Hook,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,8.88,Missed,,,,,,,,,,,,,,,,,,
256,PT04M43.00S,2021-03-21T20:21:19.6Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,43,42,2021-03-21T20:21:19Z,2520000,,,0,,D. Theis REBOUND (Off:1 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,251.0,5.0,4.0,1.0,,,,,,,,,,,,,,
257,PT04M34.00S,2021-03-21T20:21:28.2Z,2,REGULAR,3pt,Jump Shot,[],1628400,23.340998685939553,12.814031862745098,1610612738,46,42,2021-03-21T20:21:47Z,2530000,186.0,167.0,1,left,S. Ojeleye 24' 3PT  (3 PTS) (M. Smart 4 AST),"[1628400, 203935]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,24.98,Made,,,,,,,3.0,M. Smart,203935.0,4.0,,,,,,,,
259,PT04M15.00S,2021-03-21T20:21:47.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203487,85.89027595269383,44.43167892156863,1610612753,46,42,2021-03-21T20:21:55Z,2550000,-28.0,80.0,1,right,MISS M. Carter-Williams 8' driving Layup,[203487],1610612753.0,ORL,driving,,,Carter-Williams,M. Carter-Williams,,,,,8.48,Missed,,,,,,,,,,,,,,,,,,
260,PT04M13.00S,2021-03-21T20:21:49.1Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,46,42,2021-03-21T20:21:55Z,2560000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,259.0,2.0,2.0,0.0,,,,,,,,,,,,,,
261,PT04M04.00S,2021-03-21T20:21:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,15.325229960578188,54.970894607843135,1610612738,46,42,2021-03-21T20:22:04Z,2570000,-25.0,92.0,1,left,MISS J. Brown 9' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,9.49,Missed,,,,,,,,,,,,,,,,,,
262,PT04M02.00S,2021-03-21T20:21:58.8Z,2,REGULAR,rebound,defensive,[],203516,,,1610612753,46,42,2021-03-21T20:22:04Z,2580000,,,0,,J. Ennis III REBOUND (Off:0 Def:2),[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,261.0,2.0,2.0,0.0,,,,,,,,,,,,,,
263,PT03M49.00S,2021-03-21T20:22:20.3Z,2,REGULAR,violation,kicked ball,[],1628464,,,1610612753,46,42,2021-03-21T20:22:26Z,2590000,,,0,,D. Theis kicked ball VIOLATION,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,1174.0,,,,
264,PT03M49.00S,2021-03-21T20:22:24.8Z,2,REGULAR,substitution,out,[],203487,,,1610612753,46,42,2021-03-21T20:22:38Z,2600000,,,0,,SUB out: M. Carter-Williams,[203487],1610612753.0,ORL,,,,Carter-Williams,M. Carter-Williams,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M49.00S,2021-03-21T20:22:24.8Z,2,REGULAR,substitution,out,[],1628407,,,1610612753,46,42,2021-03-21T20:22:38Z,2610000,,,0,,SUB out: D. Bacon,[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M49.00S,2021-03-21T20:22:24.8Z,2,REGULAR,substitution,in,[],203932,,,1610612753,46,42,2021-03-21T20:22:38Z,2620000,,,0,,SUB in: A. Gordon,[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M49.00S,2021-03-21T20:22:24.8Z,2,REGULAR,substitution,in,[],1626184,,,1610612753,46,42,2021-03-21T20:22:38Z,2630000,,,0,,SUB in: C. Randle,[1626184],1610612753.0,ORL,,,,Randle,C. Randle,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M45.00S,2021-03-21T20:22:46.3Z,2,REGULAR,3pt,Jump Shot,[],203516,77.08607095926413,88.79442401960785,1610612753,46,42,2021-03-21T20:22:52Z,2640000,194.0,163.0,1,right,MISS J. Ennis III 25' 3PT,[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,
269,PT03M43.00S,2021-03-21T20:22:48.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,46,42,2021-03-21T20:22:52Z,2650000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,
270,PT03M43.00S,2021-03-21T20:22:51.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,46,42,2021-03-21T20:22:51Z,2660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
