actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
260,PT03M15.00S,2021-02-13T01:53:03.5Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,37,45,2021-02-13T01:53:13Z,2530000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,259.0,3.0,2.0,1.0,,,,,,,,,,
261,PT03M14.00S,2021-02-13T01:53:05.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628464,94.40999984741211,50.0,1610612738,39,45,2021-02-13T01:53:19Z,2540000,0.0,0.0,1,right,D. Theis tip Layup (3 PTS),[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,0.0,Made,3.0,,,,,,,,,,,,,,,,,
262,PT03M00.00S,2021-02-13T01:53:19.7Z,2,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612765,39,45,2021-02-13T01:53:28Z,2550000,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Wright 2 FT),"[1630202, 1626153]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,2534.0,2.0,0.0,Wright,1626153.0,,,,,
264,PT03M00.00S,2021-02-13T01:53:46.9Z,2,REGULAR,freethrow,1 of 2,[],1626153,,,1610612765,39,46,2021-02-13T01:53:47Z,2570000,,,0,,D. Wright Free Throw 1 of 2 (5 PTS),[1626153],1610612765.0,DET,,,,Wright,D. Wright,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
265,PT03M00.00S,2021-02-13T01:54:02.7Z,2,REGULAR,freethrow,2 of 2,[],1626153,,,1610612765,39,47,2021-02-13T01:54:02Z,2580000,,,0,,D. Wright Free Throw 2 of 2 (6 PTS),[1626153],1610612765.0,DET,,,,Wright,D. Wright,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
266,PT02M46.00S,2021-02-13T01:54:18.2Z,2,REGULAR,3pt,Jump Shot,[],1628400,77.21747700394218,89.5297181372549,1610612738,39,47,2021-02-13T01:54:27Z,2590000,198.0,162.0,1,right,MISS S. Ojeleye 25' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,
267,PT02M44.00S,2021-02-13T01:54:20.2Z,2,REGULAR,rebound,defensive,[],201933,,,1610612765,39,47,2021-02-13T01:54:27Z,2600000,,,0,,B. Griffin REBOUND (Off:0 Def:2),[201933],1610612765.0,DET,,,,Griffin,B. Griffin,,,,,,,,,,,266.0,2.0,2.0,0.0,,,,,,,,,,
268,PT02M35.00S,2021-02-13T01:54:29.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,7.178055190538765,49.82383578431372,1610612765,39,49,2021-02-13T01:54:39Z,2610000,1.0,15.0,1,left,I. Stewart Layup (2 PTS) (B. Griffin 5 AST),"[1630191, 201933]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,1.5,Made,2.0,B. Griffin,201933.0,5.0,,,,,,,,,,,,,,
270,PT02M35.00S,2021-02-13T01:54:29.6Z,2,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612765,39,49,2021-02-13T01:57:10Z,2630000,,,0,,J. Tatum shooting personal FOUL (1 PF) (Stewart 1 FT),"[1628369, 1630191]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1155.0,1.0,0.0,Stewart,1630191.0,,,,,
272,PT02M35.00S,2021-02-13T01:54:55.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,39,49,2021-02-13T01:56:16Z,2650000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M35.00S,2021-02-13T01:57:33.7Z,2,REGULAR,freethrow,1 of 1,[],1630191,,,1610612765,39,50,2021-02-13T01:57:33Z,2660000,,,0,,I. Stewart Free Throw 1 of 1 (3 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
274,PT02M22.00S,2021-02-13T01:57:49.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.34954007884363,45.53462009803921,1610612738,41,50,2021-02-13T01:57:58Z,2670000,-22.0,1.0,1,right,J. Tatum driving Layup (9 PTS) (S. Ojeleye 2 AST),"[1628369, 1628400]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.23,Made,9.0,S. Ojeleye,1628400.0,2.0,,,,,,,,,,,,,,
276,PT02M02.00S,2021-02-13T01:58:08.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201933,9.280551905387648,49.82383578431372,1610612765,41,50,2021-02-13T02:14:37Z,2690000,1.0,35.0,1,left,MISS B. Griffin driving Hook,[201933],1610612765.0,DET,driving,,,Griffin,B. Griffin,,,,,3.47,Missed,,,,,,,,,,,,,,,,,,
277,PT02M00.00S,2021-02-13T01:58:10.4Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,41,50,2021-02-13T01:58:15Z,2700000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,276.0,4.0,3.0,1.0,,,,,,,,,,
278,PT01M53.00S,2021-02-13T01:58:17.7Z,2,REGULAR,3pt,Jump Shot,[],1628464,64.99671484888306,41.00030637254902,1610612738,41,50,2021-02-13T01:58:23Z,2710000,-45.0,277.0,1,right,MISS D. Theis 28' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,28.01,Missed,,,,,,,,,,,,,,,,,,
279,PT01M51.00S,2021-02-13T01:58:19.7Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,41,50,2021-02-13T01:58:23Z,2720000,,,0,,S. Bey REBOUND (Off:1 Def:7),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,278.0,8.0,7.0,1.0,,,,,,,,,,
280,PT01M41.00S,2021-02-13T01:58:29.7Z,2,REGULAR,3pt,Jump Shot,[],201961,32.53942181340342,43.69638480392157,1610612765,41,50,2021-02-13T01:58:38Z,2730000,32.0,253.0,1,left,MISS W. Ellington 25' 3PT,[201961],1610612765.0,DET,,,,Ellington,W. Ellington,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,
281,PT01M39.00S,2021-02-13T01:58:31.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,41,50,2021-02-13T01:58:38Z,2740000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,280.0,4.0,4.0,0.0,,,,,,,,,,
282,PT01M33.00S,2021-02-13T01:58:38.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,91.67214191852825,51.049325980392155,1610612738,43,50,2021-02-13T01:58:50Z,2750000,5.0,26.0,1,right,J. Brown running finger roll Layup (15 PTS) (S. Ojeleye 3 AST),"[1627759, 1628400]",1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,2.63,Made,15.0,S. Ojeleye,1628400.0,3.0,,,,,,,,,,,,,,
284,PT01M16.00S,2021-02-13T01:58:54.7Z,2,REGULAR,3pt,Jump Shot,[],201961,15.982260183968464,2.7650122549019605,1610612765,43,50,2021-02-13T01:58:59Z,2770000,236.0,98.0,1,left,MISS W. Ellington 25' 3PT,[201961],1610612765.0,DET,,,,Ellington,W. Ellington,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,
285,PT01M14.00S,2021-02-13T01:58:56.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,43,50,2021-02-13T01:58:59Z,2780000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,284.0,6.0,6.0,0.0,,,,,,,,,,
286,PT01M08.00S,2021-02-13T01:59:02.9Z,2,REGULAR,3pt,Jump Shot,[],1628400,72.50328515111694,18.956801470588236,1610612738,46,50,2021-02-13T01:59:09Z,2790000,-155.0,206.0,1,right,S. Ojeleye 25' 3PT  (9 PTS) (J. Tatum 4 AST),"[1628400, 1628369]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,25.79,Made,9.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,
288,PT00M41.50S,2021-02-13T01:59:32.2Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612765,46,50,2021-02-13T01:59:39Z,2810000,,,0,,J. Brown shooting personal FOUL (3 PF) (Bey 2 FT),"[1627759, 1630180]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,1627529.0,3.0,0.0,Bey,1630180.0,,,,,
290,PT00M41.50S,2021-02-13T01:59:56.2Z,2,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,46,51,2021-02-13T01:59:56Z,2830000,,,0,,S. Bey Free Throw 1 of 2 (18 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
291,PT00M41.50S,2021-02-13T01:59:57.1Z,2,REGULAR,substitution,out,[],1630191,,,1610612765,46,51,2021-02-13T02:00:02Z,2840000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
292,PT00M41.50S,2021-02-13T01:59:57.1Z,2,REGULAR,substitution,in,[],203924,,,1610612765,46,51,2021-02-13T02:00:02Z,2850000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
293,PT00M41.50S,2021-02-13T02:00:14.3Z,2,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,46,52,2021-02-13T02:00:14Z,2860000,,,0,,S. Bey Free Throw 2 of 2 (19 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
294,PT00M37.40S,2021-02-13T02:00:27.1Z,2,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612738,46,52,2021-02-13T02:00:33Z,2870000,,,0,,S. Bey shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630180, 1628369]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,,,,,,,,,,,1627529.0,1.0,1.0,Tatum,1628369.0,,,,,
296,PT00M37.40S,2021-02-13T02:00:53.7Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,47,52,2021-02-13T02:01:28Z,2890000,,,0,,J. Tatum Free Throw 1 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
297,PT00M37.40S,2021-02-13T02:00:54.4Z,2,REGULAR,substitution,out,[],1627759,,,1610612738,47,52,2021-02-13T02:01:05Z,2900000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
298,PT00M37.40S,2021-02-13T02:00:54.4Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,47,52,2021-02-13T02:01:05Z,2910000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
299,PT00M37.40S,2021-02-13T02:00:54.4Z,2,REGULAR,substitution,in,[],1629750,,,1610612738,47,52,2021-02-13T02:01:05Z,2920000,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
300,PT00M37.40S,2021-02-13T02:00:54.4Z,2,REGULAR,substitution,in,[],202684,,,1610612738,47,52,2021-02-13T02:01:05Z,2930000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M37.40S,2021-02-13T02:00:53.7Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,47,52,2021-02-13T02:01:28Z,2940000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
302,PT00M37.40S,2021-02-13T02:00:53.7Z,2,REGULAR,rebound,defensive,[],201933,,,1610612765,47,52,2021-02-13T02:17:49Z,2950000,,,0,,B. Griffin REBOUND (Off:0 Def:3),[201933],1610612765.0,DET,,,,Griffin,B. Griffin,,,,,,,,,,,301.0,3.0,3.0,0.0,,,,,,,,,,
303,PT00M31.50S,2021-02-13T02:01:28.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612765,47,52,2021-02-13T02:01:35Z,2960000,,,0,,J. Green personal FOUL (2 PF) (Wright 2 FT),"[1629750, 1626153]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,1627529.0,2.0,0.0,Wright,1626153.0,,,,,
305,PT00M31.50S,2021-02-13T02:01:55.8Z,2,REGULAR,freethrow,1 of 2,[],1626153,,,1610612765,47,53,2021-02-13T02:01:55Z,2980000,,,0,,D. Wright Free Throw 1 of 2 (7 PTS),[1626153],1610612765.0,DET,,,,Wright,D. Wright,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
306,PT00M31.50S,2021-02-13T02:02:12.8Z,2,REGULAR,freethrow,2 of 2,[],1626153,,,1610612765,47,54,2021-02-13T02:02:12Z,2990000,,,0,,D. Wright Free Throw 2 of 2 (8 PTS),[1626153],1610612765.0,DET,,,,Wright,D. Wright,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
307,PT00M28.80S,2021-02-13T02:02:21.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,67.62483574244416,33.15716911764706,1610612738,50,54,2021-02-13T02:02:27Z,3000000,-84.0,252.0,1,right,J. Tatum 26' 3PT pullup (13 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.55,Made,13.0,,,,,,,,,,,,,,,,,
308,PT00M09.50S,2021-02-13T02:02:49.1Z,2,REGULAR,turnover,lost ball,[],1626153,,,1610612765,50,54,2021-02-13T02:02:53Z,3010000,,,0,,D. Wright lost ball TURNOVER (1 TO),"[1626153, 1629750]",1610612765.0,DET,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,1.0,Green,1629750.0
309,PT00M09.50S,2021-02-13T02:02:49.1Z,2,REGULAR,steal,,[],1629750,,,1610612738,50,54,2021-02-13T02:02:51Z,3020000,,,0,,J. Green STEAL (2 STL),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M05.70S,2021-02-13T02:02:53.3Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629750,92.19776609724047,49.82383578431372,1610612738,52,54,2021-02-13T02:20:08Z,3030000,-1.0,21.0,1,right,J. Green alley-oop DUNK (7 PTS) (J. Tatum 5 AST),"[1629750, 1628369]",1610612738.0,BOS,alley-oop,,,Green,J. Green,,,,,2.08,Made,7.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,
312,PT00M01.10S,2021-02-13T02:03:01.3Z,2,REGULAR,3pt,Jump Shot,[],203924,31.35676741130092,30.95128676470588,1610612765,52,54,2021-02-13T02:03:37Z,3050000,95.0,242.0,1,left,MISS J. Grant 26' pullup 3PT,[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,
313,PT00M00.80S,2021-02-13T02:03:01.6Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,52,54,2021-02-13T02:03:17Z,3060000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,312.0,2.0,1.0,1.0,,,,,,,,,,
314,PT00M00.00S,2021-02-13T02:03:07.7Z,2,REGULAR,period,end,[],0,,,1610612738,52,54,2021-02-13T02:03:07Z,3070000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-02-13T02:17:37.7Z,3,REGULAR,substitution,out,['startperiod'],1629750,,,1610612738,52,54,2021-02-13T02:18:11Z,3080000,,,0,,SUB out: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-02-13T02:17:37.7Z,3,REGULAR,substitution,out,['startperiod'],202684,,,1610612738,52,54,2021-02-13T02:18:11Z,3090000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-02-13T02:17:37.7Z,3,REGULAR,substitution,out,['startperiod'],1630180,,,1610612738,52,54,2021-02-13T02:18:11Z,3100000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-02-13T02:17:37.7Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612738,52,54,2021-02-13T02:18:11Z,3110000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-02-13T02:17:37.7Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,52,54,2021-02-13T02:18:11Z,3120000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-02-13T02:17:37.7Z,3,REGULAR,substitution,in,['startperiod'],1630191,,,1610612738,52,54,2021-02-13T02:18:11Z,3130000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-02-13T02:18:19.5Z,3,REGULAR,period,start,[],0,,,1610612765,52,54,2021-02-13T02:18:19Z,3140000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M45.00S,2021-02-13T02:18:33.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,91.67214191852825,50.80422794117647,1610612765,52,56,2021-02-13T02:18:38Z,3150000,4.0,26.0,1,right,I. Stewart Layup (5 PTS) (W. Ellington 1 AST),"[1630191, 201961]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,2.61,Made,5.0,W. Ellington,201961.0,1.0,,,,,,,,,,,,,,
326,PT11M29.00S,2021-02-13T02:18:50.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.884362680683312,57.60569852941176,1610612738,52,56,2021-02-13T02:18:57Z,3170000,-38.0,22.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,4.37,Missed,,,,,,,,,,,,,,,,,,
327,PT11M27.00S,2021-02-13T02:18:52.3Z,3,REGULAR,rebound,defensive,[],1626153,,,1610612765,52,56,2021-02-13T02:18:57Z,3180000,,,0,,D. Wright REBOUND (Off:1 Def:2),[1626153],1610612765.0,DET,,,,Wright,D. Wright,,,,,,,,,,,326.0,3.0,2.0,1.0,,,,,,,,,,
328,PT11M15.00S,2021-02-13T02:19:03.7Z,3,REGULAR,3pt,Jump Shot,[],201933,72.10906701708278,20.603553921568626,1610612765,52,59,2021-02-13T02:19:10Z,3190000,-147.0,210.0,1,right,B. Griffin 25' 3PT  (8 PTS) (J. Grant 1 AST),"[201933, 203924]",1610612765.0,DET,,,,Griffin,B. Griffin,,,,,25.61,Made,8.0,J. Grant,203924.0,1.0,,,,,,,,,,,,,,
330,PT11M01.00S,2021-02-13T02:19:19.8Z,3,REGULAR,foul,personal,[],1630191,,,1610612738,52,59,2021-02-13T02:19:29Z,3210000,,,0,,I. Stewart personal FOUL (3 PF),"[1630191, 1628464]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,1155.0,3.0,0.0,Theis,1628464.0,,,,,
332,PT10M50.00S,2021-02-13T02:19:45.9Z,3,REGULAR,foul,personal,['2freethrow'],203924,,,1610612738,52,59,2021-02-13T02:20:10Z,3230000,,,0,,J. Grant shooting personal FOUL (1 PF) (Tatum 2 FT),"[203924, 1628369]",1610612765.0,DET,shooting,,,Grant,J. Grant,,,,,,,,,,,,,,,2534.0,1.0,0.0,Tatum,1628369.0,,,,,
334,PT10M50.00S,2021-02-13T02:20:10.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,52,59,2021-02-13T02:20:10Z,3250000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT10M50.00S,2021-02-13T02:20:18.7Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612738,52,59,2021-02-13T02:22:20Z,3260000,,,0,,,[],1610612765.0,DET,stands,,,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,
336,PT10M50.00S,2021-02-13T02:23:02.5Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,53,59,2021-02-13T02:23:02Z,3270000,,,0,,J. Tatum Free Throw 1 of 2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
337,PT10M50.00S,2021-02-13T02:23:12.7Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,54,59,2021-02-13T02:23:12Z,3280000,,,0,,J. Tatum Free Throw 2 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
338,PT10M30.00S,2021-02-13T02:23:33.5Z,3,REGULAR,2pt,Jump Shot,[],203924,84.05059132720105,75.3140318627451,1610612765,54,59,2021-02-13T02:23:42Z,3290000,127.0,97.0,1,right,MISS J. Grant 15' Jump Shot,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,15.97,Missed,,,,,,,,,,,,,,,,,,
339,PT10M27.00S,2021-02-13T02:23:36.5Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,54,59,2021-02-13T02:23:42Z,3300000,,,0,,S. Ojeleye REBOUND (Off:0 Def:4),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,338.0,4.0,4.0,0.0,,,,,,,,,,
340,PT10M22.00S,2021-02-13T02:23:41.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,28.33442838370565,75.80422794117648,1610612738,57,59,2021-02-13T02:23:50Z,3310000,-129.0,214.0,1,left,J. Tatum 24' 3PT  (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.97,Made,18.0,,,,,,,,,,,,,,,,,
341,PT10M04.00S,2021-02-13T02:24:02.6Z,3,REGULAR,foul,offensive,[],203924,,,1610612765,57,59,2021-02-13T02:24:18Z,3320000,,,0,,J. Grant charge offensive FOUL (2 PF),"[203924, 1628400]",1610612765.0,DET,charge,,,Grant,J. Grant,,,,,,,,,,,,,,,1155.0,2.0,0.0,Ojeleye,1628400.0,,,,,
343,PT10M04.00S,2021-02-13T02:24:02.6Z,3,REGULAR,turnover,offensive foul,[],203924,,,1610612765,57,59,2021-02-13T02:24:18Z,3340000,,,0,,J. Grant offensive foul TURNOVER (2 TO),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,1155.0,,,,,,,2.0,,
344,PT09M50.00S,2021-02-13T02:24:29.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,9.280551905387648,43.94148284313725,1610612738,57,59,2021-02-13T02:24:38Z,3350000,30.0,35.0,1,left,MISS J. Tatum driving finger roll Layup - blocked,"[1628369, 1630191]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,4.61,Missed,,,,,,,,,,,,,,Stewart,1630191.0,,,
345,PT09M50.00S,2021-02-13T02:24:29.7Z,3,REGULAR,block,,[],1630191,,,1610612738,57,59,2021-02-13T02:24:32Z,3360000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
346,PT09M49.00S,2021-02-13T02:24:30.7Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,57,59,2021-02-13T02:24:38Z,3370000,,,0,,D. Theis REBOUND (Off:2 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,344.0,5.0,3.0,2.0,,,,,,,,,,
347,PT09M49.00S,2021-02-13T02:24:34.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628464,6.915243101182654,48.59834558823529,1610612738,57,59,2021-02-13T02:24:52Z,3380000,7.0,13.0,1,left,MISS D. Theis putback Layup - blocked,"[1628464, 203924]",1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,1.43,Missed,,,,,,,,,,,,,,Grant,203924.0,,,
348,PT09M49.00S,2021-02-13T02:24:34.1Z,3,REGULAR,block,,[],203924,,,1610612738,57,59,2021-02-13T02:24:42Z,3390000,,,0,,J. Grant BLOCK (2 BLK),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
349,PT09M48.00S,2021-02-13T02:24:35.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,57,59,2021-02-13T02:24:52Z,3400000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,347.0,,,,,,,,,,,,,
350,PT09M48.00S,2021-02-13T02:24:45.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,57,59,2021-02-13T02:24:45Z,3410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT09M42.00S,2021-02-13T02:24:51.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630202,14.98028909329829,58.86948529411765,1610612738,59,59,2021-02-13T02:25:55Z,3420000,-44.0,88.0,1,left,P. Pritchard 9' floating Jump Shot (2 PTS),[1630202],1610612738.0,BOS,floating,,,Pritchard,P. Pritchard,,,,,9.88,Made,2.0,,,,,,,,,,,,,,,,,
352,PT09M22.00S,2021-02-13T02:25:10.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201933,87.07293035479631,48.10814950980392,1610612765,59,59,2021-02-13T02:25:17Z,3430000,-9.0,69.0,1,right,MISS B. Griffin 6' Hook,[201933],1610612765.0,DET,,,,Griffin,B. Griffin,,,,,6.97,Missed,,,,,,,,,,,,,,,,,,
353,PT09M20.00S,2021-02-13T02:25:12.0Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,59,59,2021-02-13T02:25:17Z,3440000,,,0,,I. Stewart REBOUND (Off:2 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,352.0,3.0,1.0,2.0,,,,,,,,,,
