actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
449,PT01M21.00S,2021-02-13T02:43:19.0Z,3,REGULAR,3pt,Jump Shot,[],1629035,7.35873850197109,97.15073529411765,1610612738,69,79,2021-02-13T02:43:29Z,4390000,-236.0,17.0,1,left,MISS C. Edwards 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,23.64,Missed,,,,,,,,,,,,,,,,,,
450,PT01M19.00S,2021-02-13T02:43:21.0Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,69,79,2021-02-13T02:43:29Z,4400000,,,0,,I. Stewart REBOUND (Off:2 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,449.0,6.0,4.0,2.0,,,,,,,,,,
451,PT01M03.00S,2021-02-13T02:43:36.6Z,3,REGULAR,3pt,Jump Shot,[],1630180,78.66294349540078,93.2061887254902,1610612765,69,82,2021-02-13T02:43:41Z,4410000,216.0,148.0,1,right,S. Bey 26' 3PT  (27 PTS) (D. Wright 6 AST),"[1630180, 1626153]",1610612765.0,DET,,,,Bey,S. Bey,,,,,26.19,Made,27.0,D. Wright,1626153.0,6.0,,,,,,,,,,,,,,
453,PT00M48.00S,2021-02-13T02:43:53.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201952,7.703679369250986,53.255208333333336,1610612738,69,82,2021-02-13T02:44:01Z,4430000,-16.0,20.0,1,left,MISS J. Teague driving finger roll Layup,[201952],1610612738.0,BOS,driving finger roll,,,Teague,J. Teague,,,,,2.57,Missed,,,,,,,,,,,,,,,,,,
454,PT00M46.60S,2021-02-13T02:43:54.6Z,3,REGULAR,rebound,defensive,[],203924,,,1610612765,69,82,2021-02-13T02:55:08Z,4440000,,,0,,J. Grant REBOUND (Off:0 Def:4),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,453.0,4.0,4.0,0.0,,,,,,,,,,
457,PT00M26.20S,2021-02-13T02:44:14.9Z,3,REGULAR,turnover,bad pass,[],203924,,,1610612765,69,82,2021-02-13T02:44:20Z,4470000,,,0,,J. Grant bad pass TURNOVER (4 TO),"[203924, 1629684]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,4.0,Williams,1629684.0
458,PT00M26.20S,2021-02-13T02:44:14.9Z,3,REGULAR,steal,,[],1629684,,,1610612738,69,82,2021-02-13T02:44:16Z,4480000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
459,PT00M05.20S,2021-02-13T02:44:35.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201952,26.49474375821288,79.97089460784314,1610612738,72,82,2021-02-13T02:44:41Z,4490000,-150.0,197.0,1,left,J. Teague 24' 3PT  (8 PTS) (J. Tatum 6 AST),"[201952, 1628369]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,24.72,Made,8.0,J. Tatum,1628369.0,6.0,,,,,,,,,,,,,,
461,PT00M00.80S,2021-02-13T02:44:45.1Z,3,REGULAR,3pt,Jump Shot,[],1628367,72.40473061760841,81.9546568627451,1610612765,72,82,2021-02-13T02:44:57Z,4510000,160.0,207.0,1,right,MISS J. Jackson 26' pullup 3PT,[1628367],1610612765.0,DET,pullup,,,Jackson,J. Jackson,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,
462,PT00M00.30S,2021-02-13T02:44:45.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,72,82,2021-02-13T02:44:57Z,4520000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,461.0,,,,,,,,,,,,,
463,PT00M00.00S,2021-02-13T02:44:49.2Z,3,REGULAR,period,end,[],0,,,1610612765,72,82,2021-02-13T02:44:49Z,4530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2021-02-13T02:46:55.7Z,4,REGULAR,substitution,out,['startperiod'],1629035,,,1610612765,72,82,2021-02-13T02:47:21Z,4540000,,,0,,SUB out: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2021-02-13T02:46:55.7Z,4,REGULAR,substitution,out,['startperiod'],203924,,,1610612765,72,82,2021-02-13T02:47:21Z,4550000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2021-02-13T02:46:55.7Z,4,REGULAR,substitution,out,['startperiod'],1626153,,,1610612765,72,82,2021-02-13T02:47:21Z,4560000,,,0,,SUB out: D. Wright,[1626153],1610612765.0,DET,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2021-02-13T02:46:55.7Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612765,72,82,2021-02-13T02:47:21Z,4570000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2021-02-13T02:46:55.7Z,4,REGULAR,substitution,in,['startperiod'],1628372,,,1610612765,72,82,2021-02-13T02:47:21Z,4580000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612765.0,DET,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2021-02-13T02:46:55.7Z,4,REGULAR,substitution,in,['startperiod'],1629004,,,1610612765,72,82,2021-02-13T02:47:21Z,4590000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2021-02-13T02:47:27.4Z,4,REGULAR,period,start,[],0,,,1610612738,72,82,2021-02-13T02:47:27Z,4600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT11M44.00S,2021-02-13T02:47:43.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201952,8.623521681997373,44.18658088235294,1610612738,72,82,2021-02-13T02:52:26Z,4610000,29.0,29.0,1,left,MISS J. Teague driving Layup,[201952],1610612738.0,BOS,driving,,,Teague,J. Teague,,,,,4.08,Missed,,,,,,,,,,,,,,,,,,
472,PT11M43.00S,2021-02-13T02:47:44.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,72,82,2021-02-13T02:47:51Z,4620000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,471.0,,,,,,,,,,,,,
473,PT11M43.00S,2021-02-13T02:47:49.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,72,82,2021-02-13T02:47:49Z,4630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT11M40.00S,2021-02-13T02:48:20.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202684,11.432325886990801,40.29947916666667,1610612738,72,82,2021-02-13T02:54:49Z,4640000,49.0,55.0,1,left,MISS T. Thompson 7' Jump Shot,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,7.33,Missed,,,,,,,,,,,,,,,,,,
475,PT11M38.00S,2021-02-13T02:48:22.1Z,4,REGULAR,rebound,defensive,[],1630180,,,1610612765,72,82,2021-02-13T02:48:36Z,4650000,,,0,,S. Bey REBOUND (Off:1 Def:8),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,474.0,9.0,8.0,1.0,,,,,,,,,,
476,PT11M18.00S,2021-02-13T02:48:41.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,91.5407358738502,49.333639705882355,1610612765,72,82,2021-02-13T02:48:47Z,4660000,-3.0,27.0,1,right,MISS S. Mykhailiuk driving finger roll Layup,[1629004],1610612765.0,DET,driving finger roll,,,Mykhailiuk,S. Mykhailiuk,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,
477,PT11M16.00S,2021-02-13T02:48:43.7Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,72,82,2021-02-13T02:48:43Z,4670000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,476.0,3.0,3.0,0.0,,,,,,,,,,
478,PT11M01.00S,2021-02-13T02:49:04.2Z,4,REGULAR,foul,personal,[],1628367,,,1610612738,72,82,2021-02-13T02:49:09Z,4680000,,,0,,J. Jackson personal FOUL (1 PF),"[1628367, 202684]",1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,1155.0,1.0,0.0,Thompson,202684.0,,,,,
480,PT10M52.00S,2021-02-13T02:49:29.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.492115637319317,45.41207107843137,1610612738,72,82,2021-02-13T02:49:37Z,4700000,23.0,27.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.56,Missed,,,,,,,,,,,,,,,,,,
481,PT10M50.00S,2021-02-13T02:49:31.3Z,4,REGULAR,rebound,defensive,[],1628367,,,1610612765,72,82,2021-02-13T02:49:37Z,4710000,,,0,,J. Jackson REBOUND (Off:0 Def:5),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,480.0,5.0,5.0,0.0,,,,,,,,,,
482,PT10M43.00S,2021-02-13T02:49:37.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629004,86.28449408672799,3.2552083333333335,1610612765,72,85,2021-02-13T02:49:43Z,4720000,-234.0,76.0,1,right,S. Mykhailiuk 24' 3PT  (3 PTS) (J. Jackson 2 AST),"[1629004, 1628367]",1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,24.59,Made,3.0,J. Jackson,1628367.0,2.0,,,,,,,,,,,,,,
484,PT10M24.00S,2021-02-13T02:49:56.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,10.068988173455978,62.32383578431373,1610612738,72,85,2021-02-13T02:50:45Z,4740000,-62.0,42.0,1,left,MISS J. Tatum 7' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,7.46,Missed,,,,,,,,,,,,,,,,,,
485,PT10M22.00S,2021-02-13T02:49:58.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,72,85,2021-02-13T02:50:45Z,4750000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,484.0,,,,,,,,,,,,,
486,PT10M22.00S,2021-02-13T02:50:37.1Z,4,REGULAR,violation,jumpball,[],1629004,,,1610612738,72,85,2021-02-13T02:50:45Z,4760000,,,0,,S. Mykhailiuk jumpball VIOLATION,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,1155.0,,,,,,,,,
487,PT10M13.00S,2021-02-13T02:50:55.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,11.300919842312746,44.87974877450981,1610612738,74,85,2021-02-13T02:51:05Z,4770000,26.0,54.0,1,left,J. Brown driving Layup (21 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,5.95,Made,21.0,,,,,,,,,,,,,,,,,
488,PT09M57.00S,2021-02-13T02:51:13.9Z,4,REGULAR,turnover,out-of-bounds,[],1628367,,,1610612765,74,85,2021-02-13T02:51:22Z,4780000,,,0,,J. Jackson bad pass out-of-bounds TURNOVER (2 TO),[1628367],1610612765.0,DET,bad pass,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,2.0,,
489,PT09M40.00S,2021-02-13T02:51:38.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,21.81340341655716,34.89583333333333,1610612738,76,85,2021-02-13T02:51:44Z,4790000,76.0,153.0,1,left,J. Tatum 17' pullup Jump Shot (20 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,17.02,Made,20.0,,,,,,,,,,,,,,,,,
490,PT09M16.00S,2021-02-13T02:52:02.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,91.80354796320631,53.74540441176471,1610612765,76,87,2021-02-13T02:52:09Z,4800000,19.0,25.0,1,right,S. Mykhailiuk driving reverse Layup (5 PTS),[1629004],1610612765.0,DET,driving reverse,,,Mykhailiuk,S. Mykhailiuk,,,,,3.08,Made,5.0,,,,,,,,,,,,,,,,,
491,PT09M03.00S,2021-02-13T02:52:18.5Z,4,REGULAR,foul,personal,[],1629004,,,1610612738,76,87,2021-02-13T02:52:31Z,4810000,,,0,,S. Mykhailiuk personal FOUL (2 PF),"[1629004, 1628369]",1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,2534.0,2.0,0.0,Tatum,1628369.0,,,,,
493,PT09M03.00S,2021-02-13T02:52:33.0Z,4,REGULAR,substitution,out,[],202684,,,1610612738,76,87,2021-02-13T02:52:37Z,4830000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
494,PT09M03.00S,2021-02-13T02:52:33.0Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,76,87,2021-02-13T02:52:37Z,4840000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
495,PT08M53.00S,2021-02-13T02:53:02.8Z,4,REGULAR,3pt,Jump Shot,[],1627759,29.6484888304862,69.67677696078431,1610612738,76,87,2021-02-13T02:53:17Z,4850000,-98.0,226.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.67,Missed,,,,,,,,,,,,,,,,,,
496,PT08M49.00S,2021-02-13T02:53:06.6Z,4,REGULAR,rebound,defensive,[],1630180,,,1610612765,76,87,2021-02-13T02:53:06Z,4860000,,,0,,S. Bey REBOUND (Off:1 Def:9),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,495.0,10.0,9.0,1.0,,,,,,,,,,
503,PT08M45.00S,2021-02-13T02:53:18.5Z,4,REGULAR,turnover,bad pass,[],1628372,,,1610612765,76,87,2021-02-13T02:54:31Z,4895000,,,0,,D. Smith Jr. bad pass TURNOVER (2 TO),"[1628372, 1629684]",1610612765.0,DET,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,2.0,Williams,1629684.0
504,PT08M45.00S,2021-02-13T02:53:18.5Z,4,REGULAR,steal,,[],1629684,,,1610612738,76,87,2021-02-13T02:54:31Z,4897500,,,0,,G. Williams STEAL (2 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
500,PT08M31.00S,2021-02-13T02:53:24.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628464,6.1268068331143235,50.55912990196079,1610612738,78,87,2021-02-13T02:54:31Z,4900000,-3.0,5.0,1,left,D. Theis alley-oop DUNK (7 PTS) (J. Teague 2 AST),"[1628464, 201952]",1610612738.0,BOS,alley-oop,,,Theis,D. Theis,,,,,0.58,Made,7.0,J. Teague,201952.0,2.0,,,,,,,,,,,,,,
502,PT08M31.00S,2021-02-13T02:53:30.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,78,87,2021-02-13T02:53:30Z,4920000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT08M31.00S,2021-02-13T02:55:49.3Z,4,REGULAR,substitution,out,[],1629004,,,1610612765,78,87,2021-02-13T02:56:18Z,4930000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,
506,PT08M31.00S,2021-02-13T02:55:49.3Z,4,REGULAR,substitution,out,[],1630191,,,1610612765,78,87,2021-02-13T02:56:18Z,4940000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
507,PT08M31.00S,2021-02-13T02:55:49.3Z,4,REGULAR,substitution,in,[],203924,,,1610612765,78,87,2021-02-13T02:56:18Z,4950000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
508,PT08M31.00S,2021-02-13T02:55:49.3Z,4,REGULAR,substitution,in,[],201933,,,1610612765,78,87,2021-02-13T02:56:18Z,4960000,,,0,,SUB in: B. Griffin,[201933],1610612765.0,DET,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
509,PT08M22.00S,2021-02-13T02:56:31.7Z,4,REGULAR,turnover,bad pass,[],201933,,,1610612765,78,87,2021-02-13T02:57:10Z,4970000,,,0,,B. Griffin bad pass TURNOVER (1 TO),"[201933, 1628464]",1610612765.0,DET,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,1.0,Theis,1628464.0
510,PT08M22.00S,2021-02-13T02:56:31.7Z,4,REGULAR,steal,,[],1628464,,,1610612738,78,87,2021-02-13T02:57:01Z,4980000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
511,PT08M17.00S,2021-02-13T02:56:35.8Z,4,REGULAR,foul,personal,['2freethrow'],1628367,,,1610612738,78,87,2021-02-13T02:58:43Z,4990000,,,0,,J. Jackson shooting personal FOUL (2 PF) (Brown 2 FT),"[1628367, 1627759]",1610612765.0,DET,shooting,,,Jackson,J. Jackson,,,,,,,,,,,,,,,2534.0,2.0,0.0,Brown,1627759.0,,,,,
513,PT08M17.00S,2021-02-13T02:57:56.2Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612738,78,87,2021-02-13T02:57:56Z,5010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT08M17.00S,2021-02-13T02:58:52.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,79,87,2021-02-13T02:58:52Z,5020000,,,0,,J. Brown Free Throw 1 of 2 (22 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
515,PT08M17.00S,2021-02-13T02:58:56.0Z,4,REGULAR,substitution,out,[],1628372,,,1610612738,79,87,2021-02-13T02:59:10Z,5030000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612765.0,DET,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
516,PT08M17.00S,2021-02-13T02:58:56.0Z,4,REGULAR,substitution,in,[],1626153,,,1610612738,79,87,2021-02-13T02:59:10Z,5040000,,,0,,SUB in: D. Wright,[1626153],1610612765.0,DET,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
517,PT08M17.00S,2021-02-13T02:58:52.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,79,87,2021-02-13T02:59:16Z,5050000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
518,PT08M17.00S,2021-02-13T02:58:52.9Z,4,REGULAR,rebound,defensive,[],1630180,,,1610612765,79,87,2021-02-13T02:59:16Z,5060000,,,0,,S. Bey REBOUND (Off:1 Def:10),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,517.0,11.0,10.0,1.0,,,,,,,,,,
519,PT08M04.00S,2021-02-13T02:59:22.0Z,4,REGULAR,2pt,Jump Shot,[],203924,78.71222076215506,23.86642156862745,1610612765,79,87,2021-02-13T02:59:29Z,5070000,-131.0,148.0,1,right,MISS J. Grant 19' Jump Shot,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,19.72,Missed,,,,,,,,,,,,,,,,,,
520,PT08M02.00S,2021-02-13T02:59:24.0Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,79,87,2021-02-13T02:59:29Z,5080000,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,519.0,4.0,4.0,0.0,,,,,,,,,,
521,PT07M46.00S,2021-02-13T02:59:40.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,16.245072273324574,46.392463235294116,1610612738,79,87,2021-02-13T02:59:53Z,5090000,18.0,100.0,1,left,MISS J. Tatum 10' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,10.18,Missed,,,,,,,,,,,,,,,,,,
522,PT07M44.00S,2021-02-13T02:59:42.4Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,79,87,2021-02-13T02:59:53Z,5100000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,521.0,5.0,4.0,1.0,,,,,,,,,,
523,PT07M43.00S,2021-02-13T02:59:44.9Z,4,REGULAR,foul,personal,['2freethrow'],201933,,,1610612738,79,87,2021-02-13T03:00:09Z,5110000,,,0,,B. Griffin shooting personal FOUL (1 PF) (Brown 2 FT),"[201933, 1627759]",1610612765.0,DET,shooting,,,Griffin,B. Griffin,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Brown,1627759.0,,,,,
525,PT07M43.00S,2021-02-13T03:00:12.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1627759,,,1610612738,80,87,2021-02-13T03:00:41Z,5130000,,,0,,J. Brown Free Throw 1 of 2 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
526,PT07M43.00S,2021-02-13T03:00:12.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1627759,,,1610612738,80,87,2021-02-13T03:00:41Z,5140000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
527,PT07M43.00S,2021-02-13T03:00:12.7Z,4,REGULAR,rebound,offensive,[],1628464,,,1610612738,80,87,2021-02-13T03:00:41Z,5150000,,,0,,D. Theis REBOUND (Off:4 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,526.0,7.0,3.0,4.0,,,,,,,,,,
528,PT07M38.00S,2021-02-13T03:00:31.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,6.915243101182654,49.57873774509804,1610612738,82,87,2021-02-13T03:00:45Z,5160000,2.0,13.0,1,left,D. Theis putback Layup (9 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,1.27,Made,9.0,,,,,,,,,,,,,,,,,
529,PT07M26.00S,2021-02-13T03:00:46.0Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612765,82,87,2021-02-13T03:00:52Z,5170000,,,0,,D. Theis shooting personal FOUL (2 PF) (Jackson 2 FT),"[1628464, 1628367]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,1627529.0,2.0,0.0,Jackson,1628367.0,,,,,
531,PT07M26.00S,2021-02-13T03:01:13.1Z,4,REGULAR,freethrow,1 of 2,[],1628367,,,1610612765,82,88,2021-02-13T03:01:13Z,5190000,,,0,,J. Jackson Free Throw 1 of 2 (9 PTS),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
532,PT07M26.00S,2021-02-13T03:01:16.4Z,4,REGULAR,substitution,out,[],1630180,,,1610612765,82,88,2021-02-13T03:01:18Z,5200000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
533,PT07M26.00S,2021-02-13T03:01:16.4Z,4,REGULAR,substitution,in,[],1629004,,,1610612765,82,88,2021-02-13T03:01:18Z,5210000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M26.00S,2021-02-13T03:01:30.9Z,4,REGULAR,freethrow,2 of 2,[],1628367,,,1610612765,82,89,2021-02-13T03:01:30Z,5220000,,,0,,J. Jackson Free Throw 2 of 2 (10 PTS),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
535,PT07M13.00S,2021-02-13T03:01:49.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,6.783837056504599,49.82383578431372,1610612738,84,89,2021-02-13T03:01:56Z,5230000,1.0,11.0,1,left,J. Tatum DUNK (22 PTS) (D. Theis 1 AST),"[1628369, 1628464]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1.13,Made,22.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,,,
537,PT06M57.00S,2021-02-13T03:02:07.5Z,4,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612765,84,89,2021-02-13T03:02:46Z,5250000,,,0,,G. Williams shooting personal FOUL (2 PF) (Grant 2 FT),"[1629684, 203924]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,1155.0,2.0,0.0,Grant,203924.0,,,,,
539,PT06M57.00S,2021-02-13T03:02:49.2Z,4,REGULAR,freethrow,1 of 2,[],203924,,,1610612765,84,90,2021-02-13T03:02:49Z,5270000,,,0,,J. Grant Free Throw 1 of 2 (14 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
540,PT06M57.00S,2021-02-13T03:02:52.0Z,4,REGULAR,freethrow,2 of 2,[],203924,,,1610612765,84,91,2021-02-13T03:02:52Z,5280000,,,0,,J. Grant Free Throw 2 of 2 (15 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
541,PT06M47.00S,2021-02-13T03:03:08.4Z,4,REGULAR,foul,offensive,[],1628464,,,1610612738,84,91,2021-02-13T03:03:25Z,5290000,,,0,,D. Theis offensive FOUL (3 PF),"[1628464, 201933]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,1155.0,3.0,0.0,Griffin,201933.0,,,,,
543,PT06M47.00S,2021-02-13T03:03:08.4Z,4,REGULAR,turnover,offensive foul,[],1628464,,,1610612738,84,91,2021-02-13T03:03:08Z,5310000,,,0,,D. Theis offensive foul TURNOVER (1 TO),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,1155.0,,,,,,,1.0,,
