actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
262,PT01M34.00S,2021-03-17T00:32:50.1Z,2,REGULAR,2pt,Jump Shot,[],1628464,1.445466491458607,74.6017156862745,1610612738,51,50,2021-03-17T00:33:11Z,2600000,-123.0,-39.0,1,left,MISS D. Theis 12' Jump Shot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,12.9,Missed,,,,,,,,,,,,,,,,,,,
263,PT01M32.00S,2021-03-17T00:32:52.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,51,50,2021-03-17T00:33:11Z,2610000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,,
264,PT01M32.00S,2021-03-17T00:32:59.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612738,51,50,2021-03-17T00:33:37Z,2620000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,201246.0,,,,,,,
265,PT01M11.00S,2021-03-17T00:33:25.6Z,2,REGULAR,foul,personal,['3freethrow'],1628400,,,1610612762,51,50,2021-03-17T00:36:35Z,2630000,,,0,,S. Ojeleye flagrant-type-1 personal FOUL (1 PF) (Mitchell 3 FT),"[1628400, 1628378]",1610612738.0,BOS,flagrant-type-1,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,201246.0,,,1.0,0.0,Mitchell,1628378.0,
267,PT01M11.00S,2021-03-17T00:34:01.2Z,2,REGULAR,instantreplay,request,[],0,,,1610612762,51,50,2021-03-17T00:36:03Z,2650000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,202027.0,,,,,,,Common Foul to Flagrant 1
268,PT01M11.00S,2021-03-17T00:36:48.1Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],1628378,,,1610612762,51,50,2021-03-17T00:38:24Z,2660000,,,0,,MISS D. Mitchell flagrant Free Throw 1 of 3,[1628378],1610612762.0,UTA,flagrant,,,Mitchell,D. Mitchell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
269,PT01M11.00S,2021-03-17T00:36:48.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,51,50,2021-03-17T00:38:24Z,2670000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,,
270,PT01M11.00S,2021-03-17T00:36:48.1Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],1628378,,,1610612762,51,51,2021-03-17T00:38:24Z,2680000,,,0,,D. Mitchell flagrant Free Throw 2 of 3 (6 PTS),[1628378],1610612762.0,UTA,flagrant,,,Mitchell,D. Mitchell,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
271,PT01M11.00S,2021-03-17T00:36:48.1Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],1628378,,,1610612762,51,52,2021-03-17T00:38:24Z,2690000,,,0,,D. Mitchell flagrant Free Throw 3 of 3 (7 PTS),[1628378],1610612762.0,UTA,flagrant,,,Mitchell,D. Mitchell,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
272,PT01M00.00S,2021-03-17T00:37:29.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201144,77.08607095926413,91.73560049019608,1610612762,51,52,2021-03-17T00:37:39Z,2700000,209.0,163.0,1,right,MISS M. Conley 26' step back 3PT,[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,,
273,PT00M55.80S,2021-03-17T00:37:34.1Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,51,52,2021-03-17T00:37:39Z,2710000,,,0,,D. Theis REBOUND (Off:0 Def:7),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,272.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
274,PT00M40.10S,2021-03-17T00:37:50.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,19.267411300919843,34.627757352941174,1610612738,51,52,2021-03-17T00:38:00Z,2720000,77.0,129.0,1,left,MISS D. Theis 14' Jump Shot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,14.98,Missed,,,,,,,,,,,,,,,,,,,
275,PT00M37.10S,2021-03-17T00:37:53.6Z,2,REGULAR,rebound,defensive,[],202711,,,1610612762,51,52,2021-03-17T00:37:53Z,2730000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,274.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
276,PT00M32.20S,2021-03-17T00:37:59.8Z,2,REGULAR,turnover,out-of-bounds,[],201144,,,1610612762,51,52,2021-03-17T00:38:05Z,2740000,,,0,,M. Conley bad pass out-of-bounds TURNOVER (2 TO),[201144],1610612762.0,UTA,bad pass,,,Conley,M. Conley,,,,,,,,,,,,,,,2.0,,,1155.0,,,,,,,
277,PT00M20.10S,2021-03-17T00:38:27.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628464,7.178055190538765,53.01011029411765,1610612738,53,52,2021-03-17T00:38:32Z,2750000,-15.0,15.0,1,left,D. Theis cutting DUNK (11 PTS) (J. Brown 3 AST),"[1628464, 1627759]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,2.13,Made,,,,,11.0,J. Brown,1627759.0,3.0,,,,,,,,,,,
279,PT00M01.20S,2021-03-17T00:38:51.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612762,53,52,2021-03-17T00:43:06Z,2770000,,,0,,D. Theis personal FOUL (2 PF) (Mitchell 2 FT),"[1628464, 1628378]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,202027.0,,,2.0,0.0,Mitchell,1628378.0,
281,PT00M01.20S,2021-03-17T00:39:28.8Z,2,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,53,53,2021-03-17T00:39:28Z,2790000,,,0,,D. Mitchell Free Throw 1 of 2 (8 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
282,PT00M01.20S,2021-03-17T00:39:45.4Z,2,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,53,54,2021-03-17T00:39:45Z,2800000,,,0,,D. Mitchell Free Throw 2 of 2 (9 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
283,PT00M00.00S,2021-03-17T00:39:54.0Z,2,REGULAR,period,end,[],0,,,1610612738,53,54,2021-03-17T00:39:54Z,2810000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT12M00.00S,2021-03-17T00:55:28.2Z,3,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,53,54,2021-03-17T00:56:20Z,2820000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT12M00.00S,2021-03-17T00:55:28.2Z,3,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,53,54,2021-03-17T00:56:20Z,2830000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT12M00.00S,2021-03-17T00:56:20.8Z,3,REGULAR,period,start,[],0,,,1610612738,53,54,2021-03-17T00:56:20Z,2840000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT11M39.00S,2021-03-17T00:56:41.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,71.30420499342969,13.549325980392158,1610612738,56,54,2021-03-17T00:57:29Z,2850000,-182.0,217.0,1,right,J. Tatum 28' 3PT step back (14 PTS) (D. Theis 4 AST),"[1628369, 1628464]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,28.36,Made,,,,,14.0,D. Theis,1628464.0,4.0,,,,,,,,,,,
289,PT11M18.00S,2021-03-17T00:57:01.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,13.222733245729303,46.14736519607843,1610612762,56,56,2021-03-17T00:57:10Z,2870000,19.0,72.0,1,left,B. Bogdanovic 7' turnaround Jump Shot (2 PTS),[202711],1610612762.0,UTA,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,7.43,Made,,,,,2.0,,,,,,,,,,,,,,
290,PT10M57.00S,2021-03-17T00:57:22.9Z,3,REGULAR,2pt,Jump Shot,[],1627759,77.34888304862024,30.95128676470588,1610612738,56,56,2021-03-17T00:58:34Z,2880000,-95.0,160.0,1,right,MISS J. Brown 18' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,18.65,Missed,,,,,,,,,,,,,,,,,,,
291,PT10M56.00S,2021-03-17T00:57:23.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,56,56,2021-03-17T00:57:36Z,2890000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,290.0,,,,,,,,,,,,,,,,,,
292,PT10M56.00S,2021-03-17T00:57:37.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,56,56,2021-03-17T00:57:42Z,2900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT10M41.00S,2021-03-17T00:57:49.7Z,3,REGULAR,3pt,Jump Shot,[],1626220,19.530223390275953,6.931678921568627,1610612762,56,59,2021-03-17T00:57:54Z,2910000,215.0,131.0,1,left,R. O'Neale 25' 3PT  (6 PTS) (B. Bogdanovic 2 AST),"[1626220, 202711]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,25.21,Made,,,,,6.0,B. Bogdanovic,202711.0,2.0,,,,,,,,,,,
295,PT10M19.00S,2021-03-17T00:58:13.9Z,3,REGULAR,2pt,Jump Shot,[],1627759,90.93298291721419,28.370098039215684,1610612738,58,59,2021-03-17T01:00:09Z,2930000,-108.0,33.0,1,right,J. Brown 11' pullup Jump Shot (14 PTS) (D. Theis 5 AST),"[1627759, 1628464]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,11.29,Made,,,,,14.0,D. Theis,1628464.0,5.0,,,,,,,,,,,
297,PT10M19.00S,2021-03-17T00:58:16.9Z,3,REGULAR,foul,personal,['1freethrow'],1628378,,,1610612738,58,59,2021-03-17T00:58:31Z,2950000,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Brown 1 FT),"[1628378, 1627759]",1610612762.0,UTA,shooting,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,1155.0,,,2.0,0.0,Brown,1627759.0,
299,PT10M19.00S,2021-03-17T00:58:51.5Z,3,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,59,59,2021-03-17T00:58:51Z,2970000,,,0,,J. Brown Free Throw 1 of 1 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
300,PT10M07.00S,2021-03-17T00:59:14.0Z,3,REGULAR,foul,technical,['1freethrow'],1628464,,,1610612762,59,59,2021-03-17T00:59:27Z,2980000,,,0,,D. Theis defensive-3-second technical FOUL (1 Tech),[1628464],1610612738.0,BOS,defensive-3-second,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,201246.0,,,2.0,1.0,,,
301,PT10M07.00S,2021-03-17T00:59:28.5Z,3,REGULAR,freethrow,1 of 1,[],202711,,,1610612762,59,60,2021-03-17T00:59:28Z,2990000,,,0,,B. Bogdanovic technical Free Throw 1 of 1 (3 PTS),[202711],1610612762.0,UTA,technical,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
302,PT10M00.00S,2021-03-17T00:59:47.5Z,3,REGULAR,3pt,Jump Shot,[],202711,28.33442838370565,76.29442401960785,1610612762,59,60,2021-03-17T00:59:52Z,3000000,-131.0,214.0,1,left,MISS B. Bogdanovic 25' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,,
303,PT09M58.00S,2021-03-17T00:59:49.5Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,59,60,2021-03-17T00:59:52Z,3010000,,,0,,D. Theis REBOUND (Off:0 Def:8),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,302.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
304,PT09M52.00S,2021-03-17T00:59:56.5Z,3,REGULAR,3pt,Jump Shot,[],202689,69.07030223390277,78.50030637254902,1610612738,59,60,2021-03-17T01:01:34Z,3020000,143.0,238.0,1,right,MISS K. Walker 27' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.76,Missed,,,,,,,,,,,,,,,,,,,
305,PT09M48.00S,2021-03-17T01:00:00.2Z,3,REGULAR,rebound,offensive,[],1628400,,,1610612738,59,60,2021-03-17T01:00:00Z,3030000,,,0,,S. Ojeleye REBOUND (Off:2 Def:0),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,304.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
306,PT09M39.00S,2021-03-17T01:00:09.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,79.31997371879106,58.40226715686274,1610612738,59,60,2021-03-17T01:00:15Z,3040000,42.0,142.0,1,right,MISS J. Brown 14' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,14.8,Missed,,,,,,,,,,,,,,,,,,,
307,PT09M37.00S,2021-03-17T01:00:11.3Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,59,60,2021-03-17T01:00:15Z,3050000,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,306.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
308,PT09M28.00S,2021-03-17T01:00:20.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,5.469776609724048,46.392463235294116,1610612762,59,62,2021-03-17T01:00:27Z,3060000,18.0,-1.0,1,left,D. Mitchell driving finger roll Layup (11 PTS),[1628378],1610612762.0,UTA,driving finger roll,,,Mitchell,D. Mitchell,,,,,1.8,Made,,,,,11.0,,,,,,,,,,,,,,
309,PT09M11.00S,2021-03-17T01:00:36.3Z,3,REGULAR,2pt,Jump Shot,[],1628369,92.72339027595268,67.9610906862745,1610612738,59,62,2021-03-17T01:00:45Z,3070000,90.0,16.0,1,right,MISS J. Tatum 9' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,9.12,Missed,,,,,,,,,,,,,,,,,,,
310,PT09M08.00S,2021-03-17T01:00:39.3Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,59,62,2021-03-17T01:00:45Z,3080000,,,0,,R. Gobert REBOUND (Off:0 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,309.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
311,PT09M01.00S,2021-03-17T01:00:47.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,6.258212877792378,54.72579656862745,1610612762,59,62,2021-03-17T01:00:56Z,3090000,-24.0,6.0,1,left,MISS D. Mitchell driving finger roll Layup,[1628378],1610612762.0,UTA,driving finger roll,,,Mitchell,D. Mitchell,,,,,2.44,Missed,,,,,,,,,,,,,,,,,,,
312,PT08M57.00S,2021-03-17T01:00:50.5Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,59,62,2021-03-17T01:00:50Z,3100000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,311.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
313,PT08M57.00S,2021-03-17T01:00:54.8Z,3,REGULAR,foul,personal,[],1626220,,,1610612738,59,62,2021-03-17T01:01:07Z,3110000,,,0,,R. O'Neale take personal FOUL (3 PF),"[1626220, 202689]",1610612762.0,UTA,take,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,1155.0,,,3.0,0.0,Walker,202689.0,
315,PT08M44.00S,2021-03-17T01:01:26.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,87.33574244415243,56.44148284313726,1610612738,59,62,2021-03-17T01:01:32Z,3130000,32.0,67.0,1,right,MISS J. Tatum 7' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,7.39,Missed,,,,,,,,,,,,,,,,,,,
316,PT08M41.00S,2021-03-17T01:01:29.0Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,59,62,2021-03-17T01:01:29Z,3140000,,,0,,J. Tatum REBOUND (Off:2 Def:0),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,315.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
317,PT08M41.00S,2021-03-17T01:01:29.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,86.02168199737189,58.40226715686274,1610612738,59,62,2021-03-17T01:01:45Z,3150000,42.0,79.0,1,right,MISS J. Tatum 8' tip Layup,[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,8.94,Missed,,,,,,,,,,,,,,,,,,,
318,PT08M40.00S,2021-03-17T01:01:30.4Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,59,62,2021-03-17T01:01:45Z,3160000,,,0,,D. Theis REBOUND (Off:1 Def:8),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,317.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
319,PT08M36.00S,2021-03-17T01:01:33.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627759,87.72996057818659,54.23560049019608,1610612738,59,62,2021-03-17T01:02:06Z,3170000,21.0,63.0,1,right,MISS J. Brown 6' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,6.63,Missed,,,,,,,,,,,,,,,,,,,
320,PT08M35.00S,2021-03-17T01:01:34.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,59,62,2021-03-17T01:02:06Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,319.0,,,,,,,,,,,,,,,,,,
321,PT08M35.00S,2021-03-17T01:01:44.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,59,62,2021-03-17T01:02:15Z,3190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT08M29.00S,2021-03-17T01:02:04.0Z,3,REGULAR,foul,personal,[],1626220,,,1610612738,59,62,2021-03-17T01:02:12Z,3200000,,,0,,R. O'Neale personal FOUL (4 PF),"[1626220, 1628464]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,201246.0,,,4.0,0.0,Theis,1628464.0,
324,PT08M29.00S,2021-03-17T01:02:14.7Z,3,REGULAR,substitution,out,[],1626220,,,1610612738,59,62,2021-03-17T01:02:18Z,3220000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT08M29.00S,2021-03-17T01:02:14.7Z,3,REGULAR,substitution,in,[],204060,,,1610612738,59,62,2021-03-17T01:02:18Z,3230000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT08M16.00S,2021-03-17T01:02:45.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628464,68.80749014454665,72.12775735294117,1610612738,59,62,2021-03-17T01:02:55Z,3240000,111.0,241.0,1,right,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,,
327,PT08M13.00S,2021-03-17T01:02:48.5Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,59,62,2021-03-17T01:02:55Z,3250000,,,0,,D. Theis REBOUND (Off:2 Def:8),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,326.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
328,PT08M11.00S,2021-03-17T01:02:50.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628464,91.5407358738502,46.63756127450981,1610612738,59,62,2021-03-17T01:03:20Z,3260000,-17.0,27.0,1,right,MISS D. Theis DUNK - blocked,"[1628464, 203497]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,3.18,Missed,,,,,,,,,,,,,Gobert,203497.0,,,,,
329,PT08M11.00S,2021-03-17T01:02:50.1Z,3,REGULAR,block,,[],203497,,,1610612738,59,62,2021-03-17T01:02:54Z,3270000,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT08M07.00S,2021-03-17T01:02:54.1Z,3,REGULAR,rebound,defensive,[],201144,,,1610612762,59,62,2021-03-17T01:03:07Z,3280000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,328.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
331,PT07M59.00S,2021-03-17T01:03:02.7Z,3,REGULAR,3pt,Jump Shot,[],204060,31.61957950065703,47.61795343137255,1610612762,59,65,2021-03-17T01:03:11Z,3290000,12.0,245.0,1,left,J. Ingles 24' 3PT  (14 PTS) (M. Conley 4 AST),"[204060, 201144]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,24.5,Made,,,,,14.0,M. Conley,201144.0,4.0,,,,,,,,,,,
333,PT07M41.00S,2021-03-17T01:03:20.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,91.40932982917214,45.166973039215684,1610612738,59,65,2021-03-17T01:05:59Z,3310000,-24.0,28.0,1,right,MISS K. Walker driving Layup,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,3.72,Missed,,,,,,,,,,,,,,,,,,,
335,PT07M38.00S,2021-03-17T01:03:23.0Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,59,65,2021-03-17T01:03:29Z,3330000,,,0,,D. Theis REBOUND (Off:3 Def:8),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,333.0,11.0,8.0,3.0,,,,,,,,,,,,,,,
336,PT07M37.00S,2021-03-17T01:03:23.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628464,91.40932982917214,50.314031862745104,1610612738,61,65,2021-03-17T01:03:38Z,3340000,2.0,28.0,1,right,D. Theis putback DUNK (13 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,2.83,Made,,,,,13.0,,,,,,,,,,,,,,
337,PT07M24.00S,2021-03-17T01:03:39.0Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612762,61,65,2021-03-17T01:03:54Z,3350000,,,0,,D. Theis shooting personal FOUL (3 PF) (Gobert 2 FT),"[1628464, 203497]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,202027.0,,,3.0,1.0,Gobert,203497.0,
339,PT07M24.00S,2021-03-17T01:04:15.3Z,3,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,61,65,2021-03-17T01:04:15Z,3370000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,,
340,PT07M24.00S,2021-03-17T01:04:15.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,61,65,2021-03-17T01:04:15Z,3380000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,339.0,,,,,,,,,,,,,,,,,,
341,PT07M24.00S,2021-03-17T01:04:16.3Z,3,REGULAR,substitution,out,[],1628400,,,1610612762,61,65,2021-03-17T01:04:21Z,3390000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT07M24.00S,2021-03-17T01:04:16.3Z,3,REGULAR,substitution,in,[],201952,,,1610612762,61,65,2021-03-17T01:04:21Z,3400000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT07M24.00S,2021-03-17T01:04:41.2Z,3,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,61,66,2021-03-17T01:04:41Z,3410000,,,0,,R. Gobert Free Throw 2 of 2 (5 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
344,PT07M16.00S,2021-03-17T01:04:53.2Z,3,REGULAR,foul,personal,[],204060,,,1610612738,61,66,2021-03-17T01:04:59Z,3420000,,,0,,J. Ingles personal FOUL (1 PF),"[204060, 202689]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,1155.0,,,1.0,0.0,Walker,202689.0,
346,PT07M09.00S,2021-03-17T01:05:16.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,84.44480946123521,40.510110294117645,1610612738,63,66,2021-03-17T01:05:24Z,3440000,-47.0,94.0,1,right,D. Theis 10' floating Jump Shot (15 PTS) (K. Walker 4 AST),"[1628464, 202689]",1610612738.0,BOS,floating,,,Theis,D. Theis,,,,,10.5,Made,,,,,15.0,K. Walker,202689.0,4.0,,,,,,,,,,,
348,PT06M52.00S,2021-03-17T01:05:32.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628378,8.229303547963205,50.80422794117647,1610612762,63,66,2021-03-17T01:05:39Z,3460000,-4.0,25.0,1,left,MISS D. Mitchell driving DUNK,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,2.52,Missed,,,,,,,,,,,,,,,,,,,
349,PT06M49.00S,2021-03-17T01:05:35.3Z,3,REGULAR,rebound,defensive,[],201952,,,1610612738,63,66,2021-03-17T01:05:35Z,3470000,,,0,,J. Teague REBOUND (Off:0 Def:1),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,348.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
350,PT06M48.00S,2021-03-17T01:05:38.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202689,91.40932982917214,46.14736519607843,1610612738,63,66,2021-03-17T01:09:17Z,3480000,-19.0,28.0,1,right,MISS K. Walker running Layup - blocked,"[202689, 201144]",1610612738.0,BOS,running,,,Walker,K. Walker,,,,,3.43,Missed,,,,,,,,,,,,,Conley,201144.0,,,,,
