actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
265,PT04M46.00S,2021-04-24T00:30:16.9Z,2,REGULAR,substitution,out,[],1629684,,,1610612751,48,41,2021-04-24T00:30:37Z,2620000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M46.00S,2021-04-24T00:30:16.9Z,2,REGULAR,substitution,in,[],1629013,,,1610612751,48,41,2021-04-24T00:30:37Z,2630000,,,0,,SUB in: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M46.00S,2021-04-24T00:30:16.9Z,2,REGULAR,substitution,in,[],202681,,,1610612751,48,41,2021-04-24T00:30:37Z,2640000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M46.00S,2021-04-24T00:30:16.9Z,2,REGULAR,substitution,in,[],203935,,,1610612751,48,41,2021-04-24T00:30:37Z,2650000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M46.00S,2021-04-24T00:30:16.9Z,2,REGULAR,substitution,in,[],203095,,,1610612751,48,41,2021-04-24T00:30:37Z,2660000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M46.00S,2021-04-24T00:30:43.3Z,2,REGULAR,freethrow,2 of 2,[],201145,,,1610612751,49,41,2021-04-24T00:30:43Z,2670000,,,0,,J. Green Free Throw 2 of 2 (10 PTS),[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
271,PT04M29.00S,2021-04-24T00:31:03.5Z,2,REGULAR,2pt,Jump Shot,[],1629641,85.3646517739816,90.01991421568627,1610612738,49,41,2021-04-24T00:31:08Z,2680000,200.0,85.0,1,right,MISS R. Langford 21' step back Shot,[1629641],1610612738.0,BOS,step back,,,Langford,R. Langford,,,,,,,,21.74,Missed,,,,,,,,,,,,,,,,
272,PT04M27.00S,2021-04-24T00:31:05.8Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,49,41,2021-04-24T00:31:05Z,2690000,,,0,,B. Brown REBOUND (Off:0 Def:4),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,271.0,4.0,4.0,0.0,,,,,,,,
273,PT04M24.00S,2021-04-24T00:31:08.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202681,31.488173455978973,28.255208333333332,1610612751,49,41,2021-04-24T00:31:19Z,2700000,109.0,243.0,1,left,MISS K. Irving 26' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,26.67,Missed,,,,,,,,,,,,,,,,
274,PT04M20.00S,2021-04-24T00:31:12.8Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,49,41,2021-04-24T00:31:19Z,2710000,,,0,,T. Thompson REBOUND (Off:3 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,273.0,7.0,4.0,3.0,,,,,,,,
275,PT04M06.00S,2021-04-24T00:31:26.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.70499342969777,49.57873774509804,1610612738,49,41,2021-04-24T00:31:36Z,2720000,-2.0,260.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,26.05,Missed,,,,,,,,,,,,,,,,
276,PT03M59.00S,2021-04-24T00:31:33.8Z,2,REGULAR,rebound,offensive,[],1629641,,,1610612738,49,41,2021-04-24T00:31:36Z,2730000,,,0,,R. Langford REBOUND (Off:1 Def:0),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,275.0,1.0,0.0,1.0,,,,,,,,
277,PT03M58.00S,2021-04-24T00:31:34.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203935,71.04139290407359,21.88265931372549,1610612738,49,41,2021-04-24T00:31:42Z,2740000,-141.0,220.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,26.08,Missed,,,,,,,,,,,,,,,,
278,PT03M55.00S,2021-04-24T00:31:37.6Z,2,REGULAR,rebound,offensive,[],1629641,,,1610612738,49,41,2021-04-24T00:31:42Z,2750000,,,0,,R. Langford REBOUND (Off:2 Def:0),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,277.0,2.0,0.0,2.0,,,,,,,,
279,PT03M54.00S,2021-04-24T00:31:38.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629641,94.1688567674113,49.82383578431372,1610612738,49,41,2021-04-24T00:31:47Z,2760000,-1.0,2.0,1,right,MISS R. Langford putback Layup,[1629641],1610612738.0,BOS,putback,,,Langford,R. Langford,,,,,,,,0.25,Missed,,,,,,,,,,,,,,,,
280,PT03M52.00S,2021-04-24T00:31:40.6Z,2,REGULAR,rebound,defensive,[],201933,,,1610612751,49,41,2021-04-24T00:31:47Z,2770000,,,0,,B. Griffin REBOUND (Off:1 Def:2),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,279.0,3.0,2.0,1.0,,,,,,,,
281,PT03M48.00S,2021-04-24T00:31:45.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,6.783837056504599,47.372855392156865,1610612751,51,41,2021-04-24T00:31:56Z,2780000,13.0,11.0,1,left,B. Brown Layup (9 PTS) (K. Irving 3 AST),"[1628971, 202681]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,1.73,Made,9.0,K. Irving,202681.0,3.0,,,,,,,,,,,,
283,PT03M38.00S,2021-04-24T00:31:59.3Z,2,REGULAR,foul,personal,[],1628971,,,1610612738,51,41,2021-04-24T00:32:32Z,2800000,,,0,,B. Brown personal FOUL (4 PF),"[1628971, 203935]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,2148.0,4.0,0.0,Smart,203935.0,
285,PT03M38.00S,2021-04-24T00:32:07.6Z,2,REGULAR,substitution,out,[],1628971,,,1610612738,51,41,2021-04-24T00:32:17Z,2820000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M38.00S,2021-04-24T00:32:07.6Z,2,REGULAR,substitution,out,[],201933,,,1610612738,51,41,2021-04-24T00:32:17Z,2830000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M38.00S,2021-04-24T00:32:07.6Z,2,REGULAR,substitution,out,[],202684,,,1610612738,51,41,2021-04-24T00:32:17Z,2840000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M38.00S,2021-04-24T00:32:07.6Z,2,REGULAR,substitution,in,[],201599,,,1610612738,51,41,2021-04-24T00:32:17Z,2850000,,,0,,SUB in: D. Jordan,[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M38.00S,2021-04-24T00:32:07.6Z,2,REGULAR,substitution,in,[],1627789,,,1610612738,51,41,2021-04-24T00:32:17Z,2860000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612751.0,BKN,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M38.00S,2021-04-24T00:32:07.6Z,2,REGULAR,substitution,in,[],1628436,,,1610612738,51,41,2021-04-24T00:32:17Z,2870000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M30.00S,2021-04-24T00:32:29.1Z,2,REGULAR,3pt,Jump Shot,[],1628436,69.46452036793693,29.480698529411764,1610612738,51,41,2021-04-24T00:32:43Z,2880000,-103.0,235.0,1,right,MISS L. Kornet 25' 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,25.6,Missed,,,,,,,,,,,,,,,,
292,PT03M24.00S,2021-04-24T00:32:35.1Z,2,REGULAR,rebound,defensive,[],1627789,,,1610612751,51,41,2021-04-24T00:32:43Z,2890000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:0 Def:1),[1627789],1610612751.0,BKN,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,291.0,1.0,1.0,0.0,,,,,,,,
293,PT03M20.00S,2021-04-24T00:32:38.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",201599,5.601182654402102,48.10814950980392,1610612751,53,41,2021-04-24T00:39:38Z,2900000,9.0,0.0,1,left,D. Jordan alley-oop DUNK (4 PTS) (K. Irving 4 AST),"[201599, 202681]",1610612751.0,BKN,alley-oop,,,Jordan,D. Jordan,,,,,,,,0.95,Made,4.0,K. Irving,202681.0,4.0,,,,,,,,,,,,
295,PT03M10.00S,2021-04-24T00:32:51.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,53,41,2021-04-24T00:32:51Z,2920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M01.00S,2021-04-24T00:33:16.0Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,53,41,2021-04-24T00:33:22Z,2930000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1629013]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.0,Shamet,1629013.0,,,,,,,,,,,,,,,,,,
297,PT03M01.00S,2021-04-24T00:33:16.0Z,2,REGULAR,steal,,[],1629013,,,1610612751,53,41,2021-04-24T00:42:57Z,2940000,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M58.00S,2021-04-24T00:33:20.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629013,6.652431011826544,49.333639705882355,1610612751,55,41,2021-04-24T00:43:13Z,2950000,3.0,10.0,1,left,L. Shamet running DUNK (7 PTS) (K. Irving 5 AST),"[1629013, 202681]",1610612751.0,BKN,running,,,Shamet,L. Shamet,,,,,,,,1.05,Made,7.0,K. Irving,202681.0,5.0,,,,,,,,,,,,
300,PT02M39.00S,2021-04-24T00:33:40.1Z,2,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612738,55,41,2021-04-24T00:37:14Z,2970000,,,0,,L. Shamet shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629013, 1628369]",1610612751.0,BKN,shooting,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Tatum,1628369.0,
302,PT02M39.00S,2021-04-24T00:34:13.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,55,41,2021-04-24T00:34:13Z,2990000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M39.00S,2021-04-24T00:34:14.5Z,2,REGULAR,substitution,out,[],1629641,,,1610612738,55,41,2021-04-24T00:37:06Z,3000000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M39.00S,2021-04-24T00:34:14.5Z,2,REGULAR,substitution,in,[],1628400,,,1610612738,55,41,2021-04-24T00:37:06Z,3010000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M39.00S,2021-04-24T00:37:29.4Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,55,42,2021-04-24T00:37:48Z,3020000,,,0,,J. Tatum Free Throw 1 of 2 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,
306,PT02M39.00S,2021-04-24T00:37:29.4Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,55,42,2021-04-24T00:37:48Z,3030000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Missed,,,,,,,,,,,,,,,,
307,PT02M36.00S,2021-04-24T00:37:32.4Z,2,REGULAR,rebound,defensive,[],1627789,,,1610612751,55,42,2021-04-24T00:37:48Z,3040000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:0 Def:2),[1627789],1610612751.0,BKN,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,306.0,2.0,2.0,0.0,,,,,,,,
308,PT02M22.00S,2021-04-24T00:38:02.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201145,7.703679369250986,50.80422794117647,1610612751,55,42,2021-04-24T00:38:11Z,3050000,-4.0,20.0,1,left,MISS J. Green driving Layup,[201145],1610612751.0,BKN,driving,,,Green,J. Green,,,,,,,,2.03,Missed,,,,,,,,,,,,,,,,
309,PT02M21.00S,2021-04-24T00:38:03.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,55,42,2021-04-24T00:38:11Z,3060000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,
310,PT02M21.00S,2021-04-24T00:38:11.0Z,2,REGULAR,foul,personal,[],201145,,,1610612738,55,42,2021-04-24T00:38:25Z,3070000,,,0,,J. Green loose ball personal FOUL (1 PF),"[201145, 203935]",1610612751.0,BKN,loose ball,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Smart,203935.0,
312,PT02M10.00S,2021-04-24T00:38:32.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,93.51182654402102,49.82383578431372,1610612738,55,44,2021-04-24T00:38:38Z,3090000,-1.0,8.0,1,right,J. Tatum cutting DUNK (20 PTS) (L. Kornet 1 AST),"[1628369, 1628436]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,,,,0.85,Made,20.0,L. Kornet,1628436.0,1.0,,,,,,,,,,,,
314,PT01M58.00S,2021-04-24T00:38:44.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,13.222733245729303,58.15716911764706,1610612751,57,44,2021-04-24T00:38:55Z,3110000,-41.0,72.0,1,left,K. Irving 8' pullup Jump Shot (9 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,8.26,Made,9.0,,,,,,,,,,,,,,,
315,PT01M46.00S,2021-04-24T00:38:55.8Z,2,REGULAR,2pt,Jump Shot,[],203095,76.16622864651774,47.372855392156865,1610612738,57,44,2021-04-24T00:39:06Z,3120000,-13.0,172.0,1,right,MISS E. Fournier 17' pullup Shot,[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,,,,17.2,Missed,,,,,,,,,,,,,,,,
316,PT01M44.00S,2021-04-24T00:38:57.8Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612751,57,44,2021-04-24T00:39:06Z,3130000,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,315.0,2.0,2.0,0.0,,,,,,,,
317,PT01M38.00S,2021-04-24T00:39:04.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629013,30.56833114323259,68.45128676470588,1610612751,57,44,2021-04-24T00:39:11Z,3140000,-92.0,235.0,1,left,MISS L. Shamet 25' 3PT,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,25.23,Missed,,,,,,,,,,,,,,,,
318,PT01M38.00S,2021-04-24T00:39:04.0Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,57,44,2021-04-24T00:39:11Z,3150000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,317.0,4.0,3.0,1.0,,,,,,,,
319,PT01M29.00S,2021-04-24T00:39:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,93.77463863337714,47.86305147058824,1610612738,57,46,2021-04-24T00:39:22Z,3160000,-11.0,6.0,1,right,M. Smart driving Layup (5 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,1.23,Made,5.0,,,,,,,,,,,,,,,
320,PT01M10.00S,2021-04-24T00:39:31.6Z,2,REGULAR,3pt,Jump Shot,[],201145,28.86005256241787,27.76501225490196,1610612751,60,46,2021-04-24T00:39:36Z,3170000,111.0,219.0,1,left,J. Green 24' 3PT  (13 PTS) (D. Jordan 3 AST),"[201145, 201599]",1610612751.0,BKN,,,,Green,J. Green,,,,,,,,24.54,Made,13.0,D. Jordan,201599.0,3.0,,,,,,,,,,,,
322,PT00M56.30S,2021-04-24T00:39:46.9Z,2,REGULAR,3pt,Jump Shot,[],203935,72.48685939553219,78.99050245098039,1610612738,60,46,2021-04-24T00:39:52Z,3190000,145.0,206.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,25.2,Missed,,,,,,,,,,,,,,,,
323,PT00M52.50S,2021-04-24T00:39:50.7Z,2,REGULAR,rebound,defensive,[],1627789,,,1610612751,60,46,2021-04-24T00:39:52Z,3200000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:0 Def:3),[1627789],1610612751.0,BKN,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,322.0,3.0,3.0,0.0,,,,,,,,
324,PT00M46.30S,2021-04-24T00:39:56.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201599,7.046649145860711,49.08854166666667,1610612751,60,46,2021-04-24T00:40:01Z,3210000,5.0,14.0,1,left,MISS D. Jordan cutting Layup,[201599],1610612751.0,BKN,cutting,,,Jordan,D. Jordan,,,,,,,,1.45,Missed,,,,,,,,,,,,,,,,
325,PT00M43.90S,2021-04-24T00:39:59.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,60,46,2021-04-24T00:39:59Z,3220000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,324.0,4.0,4.0,0.0,,,,,,,,
326,PT00M36.60S,2021-04-24T00:40:07.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.51182654402102,50.55912990196079,1610612738,60,48,2021-04-24T00:40:11Z,3230000,3.0,8.0,1,right,J. Tatum driving Layup (22 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,0.89,Made,22.0,,,,,,,,,,,,,,,
327,PT00M25.30S,2021-04-24T00:40:19.5Z,2,REGULAR,turnover,bad pass,[],202681,,,1610612751,60,48,2021-04-24T00:40:23Z,3240000,,,0,,K. Irving bad pass TURNOVER (2 TO),"[202681, 203935]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,2.0,Smart,203935.0,,,,,,,,,,,,,,,,,,
328,PT00M25.30S,2021-04-24T00:40:19.5Z,2,REGULAR,steal,,[],203935,,,1610612738,60,48,2021-04-24T00:40:22Z,3250000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M03.40S,2021-04-24T00:40:41.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,72.35545335085413,20.902267156862745,1610612738,60,51,2021-04-24T00:40:45Z,3260000,-145.0,207.0,1,right,J. Tatum 25' 3PT  (25 PTS) (M. Smart 1 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,25.33,Made,25.0,M. Smart,203935.0,1.0,,,,,,,,,,,,
331,PT00M00.00S,2021-04-24T00:40:52.3Z,2,REGULAR,period,end,[],0,,,1610612751,60,51,2021-04-24T00:40:52Z,3280000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2021-04-24T00:55:10.0Z,3,REGULAR,substitution,out,['startperiod'],1627789,,,1610612751,60,51,2021-04-24T00:56:17Z,3290000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612751.0,BKN,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2021-04-24T00:55:10.0Z,3,REGULAR,substitution,out,['startperiod'],1628436,,,1610612751,60,51,2021-04-24T00:56:17Z,3300000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2021-04-24T00:55:10.0Z,3,REGULAR,substitution,out,['startperiod'],203095,,,1610612751,60,51,2021-04-24T00:56:17Z,3310000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2021-04-24T00:55:10.0Z,3,REGULAR,substitution,in,['startperiod'],203925,,,1610612751,60,51,2021-04-24T00:56:17Z,3320000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2021-04-24T00:55:10.0Z,3,REGULAR,substitution,in,['startperiod'],202684,,,1610612751,60,51,2021-04-24T00:56:17Z,3330000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2021-04-24T00:55:10.0Z,3,REGULAR,substitution,in,['startperiod'],1629641,,,1610612751,60,51,2021-04-24T00:56:17Z,3340000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2021-04-24T00:56:28.3Z,3,REGULAR,period,start,[],0,,,1610612751,60,51,2021-04-24T00:56:28Z,3350000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT11M46.00S,2021-04-24T00:56:42.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,92.9862023653088,50.80422794117647,1610612751,62,51,2021-04-24T00:56:49Z,3360000,4.0,13.0,1,right,D. Jordan cutting DUNK (6 PTS) (J. Harris 3 AST),"[201599, 203925]",1610612751.0,BKN,cutting,,,Jordan,D. Jordan,,,,,,,,1.4,Made,6.0,J. Harris,203925.0,3.0,,,,,,,,,,,,
341,PT11M46.00S,2021-04-24T00:56:46.1Z,3,REGULAR,foul,personal,['1freethrow'],202684,,,1610612751,62,51,2021-04-24T00:57:00Z,3380000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Jordan 1 FT),"[202684, 201599]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Jordan,201599.0,
343,PT11M46.00S,2021-04-24T00:57:10.2Z,3,REGULAR,freethrow,1 of 1,[],201599,,,1610612751,63,51,2021-04-24T00:57:10Z,3400000,,,0,,D. Jordan Free Throw 1 of 1 (7 PTS),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
344,PT11M32.00S,2021-04-24T00:57:25.8Z,3,REGULAR,3pt,Jump Shot,[],203935,23.078186596583443,86.58854166666666,1610612738,63,51,2021-04-24T00:57:30Z,3410000,-183.0,164.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,24.59,Missed,,,,,,,,,,,,,,,,
345,PT11M29.00S,2021-04-24T00:57:28.8Z,3,REGULAR,rebound,defensive,[],201599,,,1610612751,63,51,2021-04-24T00:57:30Z,3420000,,,0,,D. Jordan REBOUND (Off:1 Def:5),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,344.0,6.0,5.0,1.0,,,,,,,,
346,PT11M25.00S,2021-04-24T00:57:35.9Z,3,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612751,63,51,2021-04-24T00:57:50Z,3430000,,,0,,R. Langford shooting personal FOUL (2 PF) (Green 2 FT),"[1629641, 201145]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Green,201145.0,
348,PT11M25.00S,2021-04-24T00:58:00.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],201145,,,1610612751,64,51,2021-04-24T00:58:00Z,3450000,,,0,,J. Green Free Throw 1 of 2 (14 PTS),[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
349,PT11M25.00S,2021-04-24T00:58:01.4Z,3,REGULAR,substitution,out,[],1629641,,,1610612751,64,51,2021-04-24T00:58:06Z,3460000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M25.00S,2021-04-24T00:58:01.4Z,3,REGULAR,substitution,in,[],1630174,,,1610612751,64,51,2021-04-24T00:58:06Z,3470000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT11M25.00S,2021-04-24T00:58:20.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],201145,,,1610612751,65,51,2021-04-24T00:58:20Z,3480000,,,0,,J. Green Free Throw 2 of 2 (15 PTS),[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
352,PT11M12.00S,2021-04-24T00:58:35.7Z,3,REGULAR,3pt,Jump Shot,[],1630174,28.597240473061763,22.37285539215686,1610612738,65,54,2021-04-24T00:58:41Z,3490000,138.0,216.0,1,left,A. Nesmith 25' 3PT  (5 PTS) (J. Tatum 2 AST),"[1630174, 1628369]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,25.66,Made,5.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,
354,PT10M58.00S,2021-04-24T00:58:49.3Z,3,REGULAR,2pt,Jump Shot,[],202681,76.82325886990802,72.12775735294117,1610612751,65,54,2021-04-24T00:58:57Z,3510000,111.0,165.0,1,right,MISS K. Irving 19' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,19.9,Missed,,,,,,,,,,,,,,,,
