actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
316,PT02M55.00S,2021-03-27T00:38:31.4Z,2,REGULAR,3pt,Jump Shot,[],203935,32.013797634691194,63.05912990196079,1610612738,47,52,2021-03-27T00:38:37Z,3150000,-65.0,248.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,25.68,,,,,,,,,
317,PT02M53.00S,2021-03-27T00:38:34.9Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,47,52,2021-03-27T00:38:34Z,3160000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,316.0,5.0,3.0,2.0,,
318,PT02M50.00S,2021-03-27T00:38:37.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203935,31.35676741130092,57.666973039215684,1610612738,47,55,2021-03-27T00:38:44Z,3170000,-38.0,242.0,1,left,M. Smart 24' 3PT  (6 PTS) (R. Williams III 5 AST),"[203935, 1629057]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,6.0,,,,24.53,R. Williams III,1629057.0,5.0,,,,,,
320,PT02M32.00S,2021-03-27T00:38:54.8Z,2,REGULAR,2pt,Jump Shot,[],201950,79.31997371879106,66.24540441176471,1610612749,49,55,2021-03-27T00:38:59Z,3190000,81.0,142.0,1,right,J. Holiday 16' pullup Jump Shot (11 PTS),[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,,,,,,Made,11.0,,,,16.35,,,,,,,,,
321,PT02M21.00S,2021-03-27T00:39:06.0Z,2,REGULAR,2pt,Jump Shot,[],1629057,24.392247043363994,58.892463235294116,1610612738,49,55,2021-03-27T00:39:11Z,3200000,-44.0,177.0,1,left,MISS R. Williams III 18' Jump Shot,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,Missed,,,,,18.23,,,,,,,,,
322,PT02M17.00S,2021-03-27T00:39:10.0Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,49,55,2021-03-27T00:39:11Z,3210000,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,321.0,2.0,2.0,0.0,,
323,PT02M13.00S,2021-03-27T00:39:14.4Z,2,REGULAR,3pt,Jump Shot,[],203114,78.40013140604468,7.176776960784313,1610612749,52,55,2021-03-27T00:40:51Z,3220000,-214.0,151.0,1,right,K. Middleton 26' 3PT pullup (14 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,,,,,,Made,14.0,,,,26.17,,,,,,,,,
324,PT02M12.00S,2021-03-27T00:39:27.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,52,55,2021-03-27T00:39:27Z,3230000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT02M12.00S,2021-03-27T00:40:20.0Z,2,REGULAR,substitution,out,[],201572,,,1610612738,52,55,2021-03-27T00:44:52Z,3235000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
351,PT02M12.00S,2021-03-27T00:40:20.0Z,2,REGULAR,substitution,in,[],203648,,,1610612738,52,55,2021-03-27T00:44:52Z,3237500,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M52.00S,2021-03-27T00:41:13.0Z,2,REGULAR,turnover,lost ball,[],202689,,,1610612738,52,55,2021-03-27T00:41:19Z,3240000,,,0,,K. Walker lost ball TURNOVER (2 TO),"[202689, 1626192]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,2.0,Connaughton,1626192.0,,,,,,,,,,
326,PT01M52.00S,2021-03-27T00:41:13.0Z,2,REGULAR,steal,,[],1626192,,,1610612749,52,55,2021-03-27T00:41:16Z,3250000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M44.00S,2021-03-27T00:41:21.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627854,94.95729303547962,2.5199142156862746,1610612749,55,55,2021-03-27T00:41:26Z,3260000,-237.0,-5.0,1,right,B. Forbes 3PT  (3 PTS) (K. Middleton 2 AST),"[1627854, 203114]",1610612749.0,MIL,,,,Forbes,B. Forbes,,,,,,,,,,Made,3.0,,,,23.75,K. Middleton,203114.0,2.0,,,,,,
329,PT01M15.00S,2021-03-27T00:41:49.2Z,2,REGULAR,3pt,Jump Shot,[],203935,26.888961892247043,13.304227941176471,1610612738,55,58,2021-03-27T00:41:54Z,3280000,183.0,200.0,1,left,M. Smart 27' 3PT  (9 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,9.0,,,,27.16,J. Tatum,1628369.0,2.0,,,,,,
331,PT01M02.00S,2021-03-27T00:42:02.0Z,2,REGULAR,3pt,Jump Shot,[],201950,78.13731931668858,8.15716911764706,1610612749,55,58,2021-03-27T00:42:07Z,3300000,-209.0,153.0,1,right,MISS J. Holiday 25' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,Missed,,,,,25.92,,,,,,,,,
332,PT00M59.20S,2021-03-27T00:42:04.8Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,55,58,2021-03-27T00:42:07Z,3310000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,331.0,6.0,4.0,2.0,,
333,PT00M54.00S,2021-03-27T00:42:11.1Z,2,REGULAR,3pt,Jump Shot,[],202689,28.597240473061763,23.353247549019606,1610612738,55,58,2021-03-27T00:42:18Z,3320000,133.0,216.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,25.4,,,,,,,,,
334,PT00M52.90S,2021-03-27T00:42:15.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,55,58,2021-03-27T00:42:15Z,3330000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,333.0,,,,,
335,PT00M52.90S,2021-03-27T00:42:18.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,55,58,2021-03-27T00:42:18Z,3340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M36.30S,2021-03-27T00:42:42.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,95.3515111695138,56.68658088235294,1610612749,55,58,2021-03-27T00:42:50Z,3350000,33.0,-9.0,1,right,MISS P. Connaughton driving Layup - blocked,"[1626192, 1629057]",1610612749.0,MIL,driving,,,Connaughton,P. Connaughton,,,,,,,,,,Missed,,,,,3.45,,,,,,,,Williams III,1629057.0
337,PT00M36.30S,2021-03-27T00:42:42.8Z,2,REGULAR,block,,[],1629057,,,1610612749,55,58,2021-03-27T00:42:47Z,3360000,,,0,,R. Williams III BLOCK (4 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M31.80S,2021-03-27T00:42:47.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,58,2021-03-27T00:42:50Z,3370000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,336.0,3.0,3.0,0.0,,
339,PT00M31.80S,2021-03-27T00:42:48.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,5.732588699080158,46.14736519607843,1610612738,55,60,2021-03-27T00:42:59Z,3380000,19.0,1.0,1,left,J. Brown running alley-oop Layup (12 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,running alley-oop,,,Brown,J. Brown,,,,,,,,,,Made,12.0,,,,1.94,J. Tatum,1628369.0,3.0,,,,,,
341,PT00M22.10S,2021-03-27T00:43:04.3Z,2,REGULAR,turnover,lost ball,[],203114,,,1610612749,55,60,2021-03-27T00:43:15Z,3400000,,,0,,K. Middleton lost ball TURNOVER (2 TO),"[203114, 1628369]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,2.0,Tatum,1628369.0,,,,,,,,,,
342,PT00M22.10S,2021-03-27T00:43:04.3Z,2,REGULAR,steal,,[],1628369,,,1610612738,55,60,2021-03-27T00:51:35Z,3410000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M22.10S,2021-03-27T00:43:11.0Z,2,REGULAR,foul,personal,[],203114,,,1610612738,55,60,2021-03-27T00:43:17Z,3420000,,,0,,K. Middleton personal FOUL (2 PF),"[203114, 1629057]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,201246.0,2.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,,,
345,PT00M22.10S,2021-03-27T00:43:19.7Z,2,REGULAR,substitution,out,[],1627854,,,1610612738,55,60,2021-03-27T00:43:26Z,3440000,,,0,,SUB out: B. Forbes,[1627854],1610612749.0,MIL,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M22.10S,2021-03-27T00:43:19.7Z,2,REGULAR,substitution,in,[],203507,,,1610612738,55,60,2021-03-27T00:43:26Z,3450000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M01.60S,2021-03-27T00:43:52.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,14.668199737187912,69.921875,1610612738,55,60,2021-03-27T00:44:02Z,3460000,-100.0,85.0,1,left,MISS J. Tatum 13' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,13.12,,,,,,,,,
348,PT00M01.60S,2021-03-27T00:43:52.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,55,60,2021-03-27T00:44:02Z,3470000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,347.0,,,,,
349,PT00M00.00S,2021-03-27T00:44:01.1Z,2,REGULAR,period,end,[],0,,,1610612738,55,60,2021-03-27T00:44:01Z,3480000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-03-27T00:57:48.7Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612738,55,60,2021-03-27T00:59:21Z,3490000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-03-27T00:57:48.7Z,3,REGULAR,substitution,out,['startperiod'],203648,,,1610612738,55,60,2021-03-27T00:59:21Z,3500000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-03-27T00:57:48.7Z,3,REGULAR,substitution,in,['startperiod'],1628978,,,1610612738,55,60,2021-03-27T00:59:21Z,3510000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-03-27T00:57:48.7Z,3,REGULAR,substitution,in,['startperiod'],201572,,,1610612738,55,60,2021-03-27T00:59:21Z,3520000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2021-03-27T00:59:33.7Z,3,REGULAR,period,start,[],0,,,1610612749,55,60,2021-03-27T00:59:33Z,3530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT11M44.00S,2021-03-27T00:59:49.0Z,3,REGULAR,2pt,Jump Shot,[],203507,5.206964520367937,68.69638480392157,1610612749,57,60,2021-03-27T00:59:56Z,3540000,-93.0,-4.0,1,left,G. Antetokounmpo 9' turnaround fadeaway Jump Shot (6 PTS) (K. Middleton 3 AST),"[203507, 203114]",1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,6.0,,,,9.36,K. Middleton,203114.0,3.0,,,,,,
359,PT11M16.00S,2021-03-27T01:00:17.1Z,3,REGULAR,3pt,Jump Shot,[],1627759,67.7562417871222,35.853247549019606,1610612738,57,63,2021-03-27T01:00:23Z,3560000,-71.0,251.0,1,right,J. Brown 26' 3PT  (15 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,15.0,,,,26.04,J. Tatum,1628369.0,4.0,,,,,,
361,PT10M52.00S,2021-03-27T01:00:40.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,8.754927726675426,55.4610906862745,1610612749,57,63,2021-03-27T01:00:47Z,3580000,-27.0,30.0,1,left,MISS J. Holiday cutting Layup - blocked,"[201950, 1629057]",1610612749.0,MIL,cutting,,,Holiday,J. Holiday,,,,,,,,,,Missed,,,,,4.04,,,,,,,,Williams III,1629057.0
362,PT10M52.00S,2021-03-27T01:00:40.6Z,3,REGULAR,block,,[],1629057,,,1610612749,57,63,2021-03-27T01:00:44Z,3590000,,,0,,R. Williams III BLOCK (5 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
363,PT10M48.00S,2021-03-27T01:00:44.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,57,63,2021-03-27T01:00:47Z,3600000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,361.0,2.0,2.0,0.0,,
364,PT10M42.00S,2021-03-27T01:00:51.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,96.7969776609724,95.65716911764706,1610612738,57,66,2021-03-27T01:00:56Z,3610000,228.0,-22.0,1,right,J. Tatum 3PT  (18 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,18.0,,,,22.94,M. Smart,203935.0,3.0,,,,,,
366,PT10M26.00S,2021-03-27T01:01:06.2Z,3,REGULAR,3pt,Jump Shot,[],201572,3.1044678055190538,3.7454044117647056,1610612749,60,66,2021-03-27T01:01:10Z,3630000,231.0,-23.0,1,left,B. Lopez 3PT  (6 PTS) (K. Middleton 4 AST),"[201572, 203114]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,Made,6.0,,,,23.25,K. Middleton,203114.0,4.0,,,,,,
368,PT10M11.00S,2021-03-27T01:01:21.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,68.28186596583443,19.921875,1610612738,60,69,2021-03-27T01:01:27Z,3650000,-150.0,246.0,1,right,J. Tatum 28' 3PT  (21 PTS) (K. Walker 2 AST),"[1628369, 202689]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,21.0,,,,28.81,K. Walker,202689.0,2.0,,,,,,
370,PT09M56.00S,2021-03-27T01:01:43.1Z,3,REGULAR,foul,personal,[],1627759,,,1610612749,60,69,2021-03-27T01:01:52Z,3670000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 203507]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,2530.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
372,PT09M51.00S,2021-03-27T01:02:07.8Z,3,REGULAR,3pt,Jump Shot,[],203114,30.699737187910642,27.519914215686274,1610612749,63,69,2021-03-27T01:02:12Z,3690000,112.0,236.0,1,left,K. Middleton 26' 3PT  (17 PTS) (J. Holiday 3 AST),"[203114, 201950]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,Made,17.0,,,,26.15,J. Holiday,201950.0,3.0,,,,,,
374,PT09M30.00S,2021-03-27T01:02:28.6Z,3,REGULAR,3pt,Jump Shot,[],202689,68.54467805519053,63.794424019607845,1610612738,63,69,2021-03-27T01:02:36Z,3710000,69.0,243.0,1,right,MISS K. Walker 25' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,25.28,,,,,,,,,
375,PT09M29.00S,2021-03-27T01:02:29.6Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,63,69,2021-03-27T01:02:36Z,3720000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,374.0,7.0,4.0,3.0,,
376,PT09M29.00S,2021-03-27T01:02:35.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,94.40999984741211,50.0,1610612738,63,71,2021-03-27T01:02:35Z,3730000,0.0,0.0,1,right,R. Williams III putback Layup (2 PTS),[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,,,,,,Made,2.0,,,,0.0,,,,,,,,,
377,PT09M29.00S,2021-03-27T01:02:37.7Z,3,REGULAR,foul,personal,['1freethrow'],203507,,,1610612738,63,71,2021-03-27T01:02:51Z,3740000,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Williams III 1 FT),"[203507, 1629057]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,2530.0,2.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,,,
379,PT09M29.00S,2021-03-27T01:03:04.1Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629057,,,1610612738,63,72,2021-03-27T01:03:04Z,3760000,,,0,,R. Williams III Free Throw 1 of 1 (3 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
380,PT09M18.00S,2021-03-27T01:03:18.0Z,3,REGULAR,3pt,Jump Shot,[],201572,27.808804204993432,17.96109068627451,1610612749,63,72,2021-03-27T01:03:25Z,3770000,160.0,209.0,1,left,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,Missed,,,,,26.33,,,,,,,,,
381,PT09M11.00S,2021-03-27T01:03:25.0Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,63,72,2021-03-27T01:03:25Z,3780000,,,0,,R. Williams III REBOUND (Off:3 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,380.0,8.0,5.0,3.0,,
382,PT08M56.00S,2021-03-27T01:03:39.1Z,3,REGULAR,2pt,Jump Shot,[],1628369,70.12155059132719,47.61795343137255,1610612738,63,74,2021-03-27T01:03:45Z,3790000,-12.0,228.0,1,right,J. Tatum 22' step back Jump Shot (23 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,Made,23.0,,,,22.87,,,,,,,,,
383,PT08M51.00S,2021-03-27T01:03:47.6Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612749,63,74,2021-03-27T01:04:07Z,3800000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1629057, 203507]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,2530.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
385,PT08M51.00S,2021-03-27T01:04:26.8Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,63,74,2021-03-27T01:04:26Z,3820000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,,,,,,,,,,,,
386,PT08M51.00S,2021-03-27T01:04:26.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,63,74,2021-03-27T01:04:26Z,3830000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,385.0,,,,,
387,PT08M51.00S,2021-03-27T01:04:54.5Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,64,74,2021-03-27T01:04:54Z,3840000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (7 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
388,PT08M43.00S,2021-03-27T01:05:08.4Z,3,REGULAR,3pt,Jump Shot,[],203935,70.12155059132719,77.76501225490196,1610612738,64,77,2021-03-27T01:05:14Z,3850000,139.0,228.0,1,right,M. Smart 26' 3PT pullup (12 PTS) (K. Walker 3 AST),"[203935, 202689]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,,,Made,12.0,,,,26.73,K. Walker,202689.0,3.0,,,,,,
390,PT08M31.00S,2021-03-27T01:05:20.0Z,3,REGULAR,3pt,Jump Shot,[],1628978,15.850854139290407,2.5199142156862746,1610612749,64,77,2021-03-27T01:05:25Z,3870000,237.0,96.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,Missed,,,,,25.63,,,,,,,,,
391,PT08M27.00S,2021-03-27T01:05:24.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,64,77,2021-03-27T01:05:25Z,3880000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,390.0,4.0,4.0,0.0,,
392,PT08M24.00S,2021-03-27T01:05:26.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,73.80091984231275,16.980698529411764,1610612738,64,80,2021-03-27T01:05:37Z,3890000,-165.0,194.0,1,right,J. Brown 25' 3PT running pullup (18 PTS) (J. Tatum 5 AST),"[1627759, 1628369]",1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,,,,,,Made,18.0,,,,25.46,J. Tatum,1628369.0,5.0,,,,,,
394,PT08M23.00S,2021-03-27T01:05:34.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,64,80,2021-03-27T01:05:34Z,3910000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT08M23.00S,2021-03-27T01:08:52.6Z,3,REGULAR,substitution,out,[],201572,,,1610612749,64,80,2021-03-27T01:08:58Z,3920000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
396,PT08M23.00S,2021-03-27T01:08:52.6Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,64,80,2021-03-27T01:08:58Z,3930000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
397,PT08M09.00S,2021-03-27T01:09:12.5Z,3,REGULAR,3pt,Jump Shot,[],1626192,24.655059132720105,14.039522058823529,1610612749,64,80,2021-03-27T01:09:33Z,3940000,180.0,179.0,1,left,MISS P. Connaughton 25' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,Missed,,,,,25.39,,,,,,,,,
398,PT08M04.00S,2021-03-27T01:09:17.5Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,64,80,2021-03-27T01:11:35Z,3950000,,,0,,R. Williams III REBOUND (Off:3 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,397.0,9.0,6.0,3.0,,
399,PT07M56.00S,2021-03-27T01:09:25.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,93.51182654402102,48.353247549019606,1610612738,64,82,2021-03-27T01:09:39Z,3960000,-8.0,8.0,1,right,R. Williams III alley-oop DUNK (5 PTS) (J. Tatum 6 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,,,Made,5.0,,,,1.18,J. Tatum,1628369.0,6.0,,,,,,
401,PT07M43.00S,2021-03-27T01:09:37.5Z,3,REGULAR,3pt,Jump Shot,[],201950,5.075558475689881,2.7650122549019605,1610612749,67,82,2021-03-27T01:09:42Z,3980000,236.0,-5.0,1,left,J. Holiday 3PT  (14 PTS) (D. DiVincenzo 2 AST),"[201950, 1628978]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,Made,14.0,,,,23.62,D. DiVincenzo,1628978.0,2.0,,,,,,
403,PT07M25.00S,2021-03-27T01:09:55.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,96.27135348226018,95.41207107843137,1610612738,67,85,2021-03-27T01:16:31Z,4000000,227.0,-17.0,1,right,J. Tatum 3PT step back (26 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,Made,26.0,,,,22.78,,,,,,,,,
405,PT07M12.00S,2021-03-27T01:10:09.2Z,3,REGULAR,3pt,Jump Shot,[],201950,16.63929040735874,3.990502450980392,1610612749,67,85,2021-03-27T01:10:15Z,4020000,230.0,104.0,1,left,MISS J. Holiday 25' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,Missed,,,,,25.24,,,,,,,,,
406,PT07M08.00S,2021-03-27T01:10:13.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,67,85,2021-03-27T01:10:15Z,4030000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,405.0,3.0,3.0,0.0,,
407,PT06M57.00S,2021-03-27T01:10:24.5Z,3,REGULAR,3pt,Jump Shot,[],1627759,81.15965834428384,93.69638480392157,1610612738,67,85,2021-03-27T01:10:28Z,4040000,218.0,125.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,25.15,,,,,,,,,
408,PT06M54.00S,2021-03-27T01:10:27.5Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612749,67,85,2021-03-27T01:10:28Z,4050000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:2),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,407.0,3.0,2.0,1.0,,
