actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
450,PT01M00.00S,2021-05-09T18:58:35.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203473,91.27792378449409,50.314031862745104,1610612748,84,105,2021-05-09T18:58:40Z,4470000,2.0,29.0,1,right,D. Dedmon cutting Layup (4 PTS) (J. Butler 10 AST),"[203473, 202710]",1610612748.0,MIA,cutting,,,Dedmon,D. Dedmon,,,,,2.95,Made,,,,,,,,,,,,,4.0,J. Butler,202710.0,10.0,,,
452,PT00M46.40S,2021-05-09T18:58:51.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,22.026938239159,89.03952205882352,1610612738,84,105,2021-05-09T18:58:58Z,4490000,-195.0,155.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
453,PT00M44.30S,2021-05-09T18:58:53.2Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,84,105,2021-05-09T18:58:58Z,4500000,,,0,,D. Dedmon REBOUND (Off:0 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,452.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
454,PT00M29.40S,2021-05-09T18:59:08.5Z,3,REGULAR,3pt,Jump Shot,[],201609,68.54467805519053,26.784620098039213,1610612748,84,105,2021-05-09T18:59:15Z,4510000,-116.0,243.0,1,right,MISS G. Dragic 26' 3PT,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,,
457,PT00M27.20S,2021-05-09T18:59:10.7Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,84,105,2021-05-09T18:59:15Z,4520000,,,0,,A. Nesmith REBOUND (Off:1 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,454.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
458,PT00M04.90S,2021-05-09T18:59:32.9Z,3,REGULAR,3pt,Jump Shot,[],1628436,27.808804204993432,73.35324754901961,1610612738,84,105,2021-05-09T18:59:39Z,4530000,-117.0,209.0,1,left,MISS L. Kornet 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,23.93,Missed,,,,,,,,,,,,,,,,,,,
459,PT00M01.60S,2021-05-09T18:59:36.2Z,3,REGULAR,rebound,defensive,[],201609,,,1610612748,84,105,2021-05-09T18:59:39Z,4540000,,,0,,G. Dragic REBOUND (Off:1 Def:2),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,458.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
460,PT00M00.30S,2021-05-09T18:59:40.2Z,3,REGULAR,3pt,Jump Shot,[],202710,69.33311432325887,91.00030637254902,1610612748,84,105,2021-05-09T18:59:49Z,4550000,205.0,236.0,1,right,MISS J. Butler 31' pullup 3PT,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,31.25,Missed,,,,,,,,,,,,,,,,,,,
461,PT00M00.10S,2021-05-09T18:59:40.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,84,105,2021-05-09T18:59:49Z,4560000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,,,,
462,PT00M00.00S,2021-05-09T18:59:43.0Z,3,REGULAR,period,end,[],0,,,1610612748,84,105,2021-05-09T18:59:43Z,4570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2021-05-09T19:01:54.0Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612748,84,105,2021-05-09T19:03:01Z,4580000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2021-05-09T19:01:54.0Z,4,REGULAR,substitution,out,['startperiod'],1628436,,,1610612748,84,105,2021-05-09T19:03:01Z,4590000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2021-05-09T19:01:54.0Z,4,REGULAR,substitution,out,['startperiod'],202710,,,1610612748,84,105,2021-05-09T19:03:01Z,4600000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2021-05-09T19:01:54.0Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612748,84,105,2021-05-09T19:03:01Z,4610000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2021-05-09T19:01:54.0Z,4,REGULAR,substitution,in,['startperiod'],202684,,,1610612748,84,105,2021-05-09T19:03:01Z,4620000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2021-05-09T19:01:54.0Z,4,REGULAR,substitution,in,['startperiod'],1629134,,,1610612748,84,105,2021-05-09T19:03:01Z,4630000,,,0,,SUB in: K. Nunn,[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2021-05-09T19:03:16.0Z,4,REGULAR,period,start,[],0,,,1610612748,84,105,2021-05-09T19:03:16Z,4640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT11M46.00S,2021-05-09T19:03:29.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203473,91.80354796320631,52.76501225490197,1610612748,84,107,2021-05-09T19:03:36Z,4650000,14.0,25.0,1,right,D. Dedmon alley-oop DUNK (6 PTS) (G. Dragic 5 AST),"[203473, 201609]",1610612748.0,MIA,alley-oop,,,Dedmon,D. Dedmon,,,,,2.81,Made,,,,,,,,,,,,,6.0,G. Dragic,201609.0,5.0,,,
472,PT11M46.00S,2021-05-09T19:03:36.6Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612738,84,107,2021-05-09T19:03:36Z,4670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT11M20.00S,2021-05-09T19:04:06.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,9.674770039421814,65.26501225490196,1610612738,84,107,2021-05-09T19:04:49Z,4680000,-76.0,38.0,1,left,MISS P. Pritchard 8' step back bank Shot,[1630202],1610612738.0,BOS,step back bank,,,Pritchard,P. Pritchard,,,,,8.54,Missed,,,,,,,,,,,,,,,,,,,
474,PT11M18.00S,2021-05-09T19:04:08.7Z,4,REGULAR,rebound,defensive,[],2738,,,1610612748,84,107,2021-05-09T19:04:14Z,4690000,,,0,,A. Iguodala REBOUND (Off:0 Def:1),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,473.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
475,PT11M16.00S,2021-05-09T19:04:11.6Z,4,REGULAR,turnover,lost ball,[],2738,,,1610612748,84,107,2021-05-09T19:04:18Z,4700000,,,0,,A. Iguodala lost ball TURNOVER (2 TO),"[2738, 1630174]",1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,2.0,Nesmith,1630174.0,,,,,,,,,,,,
476,PT11M16.00S,2021-05-09T19:04:11.6Z,4,REGULAR,steal,,[],1630174,,,1610612738,84,107,2021-05-09T19:04:13Z,4710000,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT11M12.00S,2021-05-09T19:04:14.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630174,5.995400788436268,55.21599264705882,1610612738,86,107,2021-05-09T19:04:21Z,4720000,-26.0,4.0,1,left,A. Nesmith Layup (13 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,2.64,Made,,,,,,,,,,,,,13.0,,,,,,
478,PT10M58.00S,2021-05-09T19:04:29.3Z,4,REGULAR,turnover,bad pass,[],1629639,,,1610612748,86,107,2021-05-09T19:04:33Z,4730000,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 202689]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,1.0,Walker,202689.0,,,,,,,,,,,,
479,PT10M58.00S,2021-05-09T19:04:29.3Z,4,REGULAR,steal,,[],202689,,,1610612738,86,107,2021-05-09T19:04:31Z,4740000,,,0,,K. Walker STEAL (2 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT10M52.00S,2021-05-09T19:04:35.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630174,26.757555847568987,20.166973039215684,1610612738,89,107,2021-05-09T19:04:40Z,4750000,149.0,199.0,1,left,A. Nesmith 24' 3PT pullup (16 PTS) (K. Walker 5 AST),"[1630174, 202689]",1610612738.0,BOS,pullup,,,Nesmith,A. Nesmith,,,,,24.87,Made,,,,,,,,,,,,,16.0,K. Walker,202689.0,5.0,,,
482,PT10M37.00S,2021-05-09T19:04:50.9Z,4,REGULAR,2pt,Jump Shot,[],201609,77.08607095926413,69.43167892156863,1610612748,89,107,2021-05-09T19:05:00Z,4770000,97.0,163.0,1,right,MISS G. Dragic 18' turnaround Shot,[201609],1610612748.0,MIA,turnaround,,,Dragic,G. Dragic,,,,,18.97,Missed,,,,,,,,,,,,,,,,,,,
483,PT10M35.00S,2021-05-09T19:04:52.9Z,4,REGULAR,rebound,defensive,[],202684,,,1610612738,89,107,2021-05-09T19:05:00Z,4780000,,,0,,T. Thompson REBOUND (Off:2 Def:7),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,482.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
484,PT10M28.00S,2021-05-09T19:05:00.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202689,5.863994743758213,43.94148284313725,1610612738,91,107,2021-05-09T19:05:07Z,4790000,30.0,3.0,1,left,K. Walker driving reverse Layup (11 PTS),[202689],1610612738.0,BOS,driving reverse,,,Walker,K. Walker,,,,,3.04,Made,,,,,,,,,,,,,11.0,,,,,,
485,PT10M28.00S,2021-05-09T19:05:06.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,91,107,2021-05-09T19:05:06Z,4800000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT10M28.00S,2021-05-09T19:07:25.8Z,4,REGULAR,substitution,out,[],1629134,,,1610612748,91,107,2021-05-09T19:08:16Z,4810000,,,0,,SUB out: K. Nunn,[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT10M28.00S,2021-05-09T19:07:25.8Z,4,REGULAR,substitution,in,[],202710,,,1610612748,91,107,2021-05-09T19:08:16Z,4820000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT10M11.00S,2021-05-09T19:08:41.2Z,4,REGULAR,2pt,Jump Shot,[],202710,83.78777923784494,13.549325980392158,1610612748,91,107,2021-05-09T19:08:54Z,4830000,-182.0,100.0,1,right,MISS J. Butler 20' step back Shot,[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,20.79,Missed,,,,,,,,,,,,,,,,,,,
489,PT10M08.00S,2021-05-09T19:08:44.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,91,107,2021-05-09T19:08:54Z,4840000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,488.0,,,,,,,,,,,,,,,,,,
490,PT10M08.00S,2021-05-09T19:08:46.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,91,107,2021-05-09T19:08:46Z,4850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT10M08.00S,2021-05-09T19:08:53.0Z,4,REGULAR,substitution,out,[],203473,,,1610612738,91,107,2021-05-09T19:08:58Z,4860000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT10M08.00S,2021-05-09T19:08:53.0Z,4,REGULAR,substitution,in,[],1628389,,,1610612738,91,107,2021-05-09T19:08:58Z,4870000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT09M49.00S,2021-05-09T19:09:21.1Z,4,REGULAR,3pt,Jump Shot,[],1629035,21.632720105124836,87.8140318627451,1610612738,94,107,2021-05-09T19:09:26Z,4880000,-189.0,151.0,1,left,C. Edwards 24' 3PT  (3 PTS) (K. Walker 6 AST),"[1629035, 202689]",1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,24.19,Made,,,,,,,,,,,,,3.0,K. Walker,202689.0,6.0,,,
495,PT09M32.00S,2021-05-09T19:09:37.9Z,4,REGULAR,3pt,Jump Shot,[],2738,91.5407358738502,95.16697303921569,1610612748,94,107,2021-05-09T19:09:42Z,4900000,226.0,27.0,1,right,MISS A. Iguodala 3PT,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,22.74,Missed,,,,,,,,,,,,,,,,,,,
496,PT09M30.00S,2021-05-09T19:09:40.0Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,94,107,2021-05-09T19:09:40Z,4910000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,495.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
497,PT09M25.00S,2021-05-09T19:09:45.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630174,5.338370565045992,45.65716911764706,1610612738,94,107,2021-05-09T19:10:41Z,4920000,22.0,-2.0,1,left,MISS A. Nesmith running Layup,[1630174],1610612738.0,BOS,running,,,Nesmith,A. Nesmith,,,,,2.18,Missed,,,,,,,,,,,,,,,,,,,
498,PT09M22.00S,2021-05-09T19:09:48.4Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,94,107,2021-05-09T19:09:52Z,4930000,,,0,,J. Butler REBOUND (Off:1 Def:6),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,497.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
499,PT09M19.00S,2021-05-09T19:09:51.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,65.52233902759527,34.627757352941174,1610612748,94,107,2021-05-09T19:11:30Z,4940000,-77.0,272.0,1,right,MISS T. Herro 28' running pullup 3PT,[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,28.23,Missed,,,,,,,,,,,,,,,,,,,
500,PT09M17.00S,2021-05-09T19:09:53.2Z,4,REGULAR,rebound,defensive,[],1629035,,,1610612738,94,107,2021-05-09T19:10:36Z,4950000,,,0,,C. Edwards REBOUND (Off:0 Def:1),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,499.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
501,PT09M12.00S,2021-05-09T19:09:59.4Z,4,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612738,94,107,2021-05-09T19:10:12Z,4960000,,,0,,T. Herro shooting personal FOUL (1 PF) (Edwards 2 FT),"[1629639, 1629035]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,,,,,,,,,,1162.0,1.0,0.0,Edwards,1629035.0,,,,,,,
503,PT09M12.00S,2021-05-09T19:10:26.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629035,,,1610612738,95,107,2021-05-09T19:10:26Z,4980000,,,0,,C. Edwards Free Throw 1 of 2 (4 PTS),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,Made,,,,,,,,,,,,,4.0,,,,,,
504,PT09M12.00S,2021-05-09T19:10:27.0Z,4,REGULAR,substitution,out,[],2738,,,1610612738,95,107,2021-05-09T19:10:36Z,4990000,,,0,,SUB out: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT09M12.00S,2021-05-09T19:10:27.0Z,4,REGULAR,substitution,in,[],2772,,,1610612738,95,107,2021-05-09T19:10:36Z,5000000,,,0,,SUB in: T. Ariza,[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M12.00S,2021-05-09T19:10:45.8Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629035,,,1610612738,96,107,2021-05-09T19:10:45Z,5010000,,,0,,C. Edwards Free Throw 2 of 2 (5 PTS),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,Made,,,,,,,,,,,,,5.0,,,,,,
507,PT08M58.00S,2021-05-09T19:11:02.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202710,90.48948751642575,50.314031862745104,1610612748,96,109,2021-05-09T19:11:10Z,5020000,2.0,37.0,1,right,J. Butler driving Layup (17 PTS) (G. Dragic 6 AST),"[202710, 201609]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,3.69,Made,,,,,,,,,,,,,17.0,G. Dragic,201609.0,6.0,,,
509,PT08M44.00S,2021-05-09T19:11:16.2Z,4,REGULAR,3pt,Jump Shot,[],1630202,3.235873850197109,96.8826593137255,1610612738,96,109,2021-05-09T19:11:22Z,5040000,-234.0,-22.0,1,left,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,,
510,PT08M42.00S,2021-05-09T19:11:18.2Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,96,109,2021-05-09T19:11:22Z,5050000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,509.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
511,PT08M20.00S,2021-05-09T19:11:40.4Z,4,REGULAR,2pt,Jump Shot,[],202710,88.83048620236531,66.0232843137255,1610612748,96,111,2021-05-09T19:11:48Z,5060000,80.0,52.0,1,right,J. Butler 9' turnaround Jump Shot (19 PTS),[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,9.58,Made,,,,,,,,,,,,,19.0,,,,,,
512,PT08M20.00S,2021-05-09T19:11:49.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,96,111,2021-05-09T19:11:49Z,5070000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT08M20.00S,2021-05-09T19:13:48.8Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,96,111,2021-05-09T19:14:42Z,5080000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT08M20.00S,2021-05-09T19:13:48.8Z,4,REGULAR,substitution,out,[],1630174,,,1610612738,96,111,2021-05-09T19:14:42Z,5090000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT08M20.00S,2021-05-09T19:13:48.8Z,4,REGULAR,substitution,in,[],203095,,,1610612738,96,111,2021-05-09T19:14:42Z,5100000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT08M20.00S,2021-05-09T19:13:48.8Z,4,REGULAR,substitution,in,[],203935,,,1610612738,96,111,2021-05-09T19:14:42Z,5110000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT08M03.00S,2021-05-09T19:15:24.5Z,4,REGULAR,3pt,Jump Shot,[],1629035,3.3672798948751645,95.65716911764706,1610612738,96,111,2021-05-09T19:15:33Z,5120000,-228.0,-21.0,1,left,MISS C. Edwards 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
518,PT08M01.00S,2021-05-09T19:15:26.5Z,4,REGULAR,rebound,defensive,[],2772,,,1610612748,96,111,2021-05-09T19:15:33Z,5130000,,,0,,T. Ariza REBOUND (Off:0 Def:3),[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,,517.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
519,PT07M41.00S,2021-05-09T19:15:49.8Z,4,REGULAR,2pt,Jump Shot,[],202710,77.08607095926413,72.12775735294117,1610612748,96,111,2021-05-09T19:17:04Z,5140000,111.0,163.0,1,right,MISS J. Butler 19' step back Shot,[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,19.69,Missed,,,,,,,,,,,,,,,,,,,
520,PT07M40.00S,2021-05-09T19:15:50.8Z,4,REGULAR,rebound,defensive,[],1629035,,,1610612738,96,111,2021-05-09T19:16:19Z,5150000,,,0,,C. Edwards REBOUND (Off:0 Def:2),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,519.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
521,PT07M36.00S,2021-05-09T19:16:12.4Z,4,REGULAR,turnover,out-of-bounds,[],202684,,,1610612738,96,111,2021-05-09T19:17:06Z,5160000,,,0,,T. Thompson step out-of-bounds TURNOVER (1 TO),[202684],1610612738.0,BOS,step,,,Thompson,T. Thompson,,,,,,,,,,,1.0,,,1162.0,,,,,,,,,,,
522,PT07M36.00S,2021-05-09T19:16:18.4Z,4,REGULAR,substitution,out,[],1629035,,,1610612748,96,111,2021-05-09T19:16:26Z,5170000,,,0,,SUB out: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT07M36.00S,2021-05-09T19:16:18.4Z,4,REGULAR,substitution,out,[],202710,,,1610612748,96,111,2021-05-09T19:16:26Z,5180000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT07M36.00S,2021-05-09T19:16:18.4Z,4,REGULAR,substitution,in,[],1628369,,,1610612748,96,111,2021-05-09T19:16:26Z,5190000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT07M36.00S,2021-05-09T19:16:18.4Z,4,REGULAR,substitution,in,[],1629134,,,1610612748,96,111,2021-05-09T19:16:26Z,5200000,,,0,,SUB in: K. Nunn,[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT07M34.00S,2021-05-09T19:16:33.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629639,89.70105124835742,83.15716911764706,1610612748,96,111,2021-05-09T19:16:47Z,5210000,166.0,44.0,1,right,MISS T. Herro 17' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,17.16,Missed,,,,,,,,,,,,,,,,,,,
527,PT07M31.00S,2021-05-09T19:16:36.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,96,111,2021-05-09T19:16:47Z,5220000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,526.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
528,PT07M23.00S,2021-05-09T19:16:43.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.178055190538765,49.333639705882355,1610612738,98,111,2021-05-09T19:16:55Z,5230000,3.0,15.0,1,left,J. Tatum driving Layup (20 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.54,Made,,,,,,,,,,,,,20.0,,,,,,
529,PT07M05.00S,2021-05-09T19:17:02.1Z,4,REGULAR,2pt,Jump Shot,[],1629639,72.61826544021025,51.78462009803921,1610612748,98,111,2021-05-09T19:17:12Z,5240000,9.0,205.0,1,right,MISS T. Herro 20' Jump Shot,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,20.51,Missed,,,,,,,,,,,,,,,,,,,
530,PT07M03.00S,2021-05-09T19:17:04.1Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,98,111,2021-05-09T19:17:12Z,5250000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,529.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
531,PT07M02.00S,2021-05-09T19:17:07.3Z,4,REGULAR,foul,personal,[],201609,,,1610612738,98,111,2021-05-09T19:18:40Z,5260000,,,0,,G. Dragic take personal FOUL (3 PF),"[201609, 202689]",1610612748.0,MIA,take,,,Dragic,G. Dragic,,,,,,,,,,,,,,1155.0,3.0,0.0,Walker,202689.0,,,,,,,
533,PT07M02.00S,2021-05-09T19:17:16.5Z,4,REGULAR,substitution,out,[],1629639,,,1610612738,98,111,2021-05-09T19:17:19Z,5280000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M02.00S,2021-05-09T19:17:16.5Z,4,REGULAR,substitution,in,[],1629130,,,1610612738,98,111,2021-05-09T19:17:19Z,5290000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT06M56.00S,2021-05-09T19:17:31.6Z,4,REGULAR,3pt,Jump Shot,[],203095,31.09395532194481,59.3826593137255,1610612738,101,111,2021-05-09T19:17:38Z,5300000,-47.0,240.0,1,left,E. Fournier 24' 3PT  (24 PTS) (M. Smart 3 AST),"[203095, 203935]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,24.43,Made,,,,,,,,,,,,,24.0,M. Smart,203935.0,3.0,,,
537,PT06M40.00S,2021-05-09T19:17:53.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,101,111,2021-05-09T19:17:53Z,5320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT06M40.00S,2021-05-09T19:17:54.7Z,4,REGULAR,substitution,out,[],1629134,,,1610612748,101,111,2021-05-09T19:17:58Z,5330000,,,0,,SUB out: K. Nunn,[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,
