actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
257,PT03M46.00S,2021-04-25T18:02:48.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,77.21747700394218,10.117953431372548,1610612738,52,37,2021-04-25T18:02:53Z,2520000,-199.0,162.0,1,right,MISS A. Nesmith 25' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,25.67,Missed,,,,,,,,,,,,,,,,,,,
258,PT03M46.00S,2021-04-25T18:02:48.2Z,2,REGULAR,rebound,offensive,[],203935,,,1610612738,52,37,2021-04-25T18:02:53Z,2530000,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,257.0,1.0,0.0,1.0,,,,,,,,,
259,PT03M42.00S,2021-04-25T18:02:54.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,67.23061760840999,51.049325980392155,1610612738,52,40,2021-04-25T18:02:58Z,2540000,5.0,256.0,1,right,J. Brown 25' 3PT  (8 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.56,Made,8.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,,
261,PT03M42.00S,2021-04-25T18:03:00.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612766,52,40,2021-04-25T18:03:00Z,2560000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M42.00S,2021-04-25T18:04:11.0Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,52,40,2021-04-25T18:04:48Z,2570000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M42.00S,2021-04-25T18:04:11.0Z,2,REGULAR,substitution,out,[],202687,,,1610612766,52,40,2021-04-25T18:04:48Z,2580000,,,0,,SUB out: B. Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M42.00S,2021-04-25T18:04:11.0Z,2,REGULAR,substitution,out,[],202954,,,1610612766,52,40,2021-04-25T18:04:48Z,2590000,,,0,,SUB out: B. Wanamaker,[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M42.00S,2021-04-25T18:04:11.0Z,2,REGULAR,substitution,out,[],202684,,,1610612766,52,40,2021-04-25T18:04:48Z,2600000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M42.00S,2021-04-25T18:04:11.0Z,2,REGULAR,substitution,out,[],1630174,,,1610612766,52,40,2021-04-25T18:04:48Z,2610000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M42.00S,2021-04-25T18:04:11.0Z,2,REGULAR,substitution,in,[],1628984,,,1610612766,52,40,2021-04-25T18:04:48Z,2620000,,,0,,SUB in: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M42.00S,2021-04-25T18:04:11.0Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,52,40,2021-04-25T18:04:48Z,2630000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M42.00S,2021-04-25T18:04:11.0Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,52,40,2021-04-25T18:04:48Z,2640000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M42.00S,2021-04-25T18:04:11.0Z,2,REGULAR,substitution,in,[],1629684,,,1610612766,52,40,2021-04-25T18:04:48Z,2650000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M42.00S,2021-04-25T18:04:11.0Z,2,REGULAR,substitution,in,[],202689,,,1610612766,52,40,2021-04-25T18:04:48Z,2660000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M27.00S,2021-04-25T18:04:56.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,7.5722733245729295,52.27481617647059,1610612766,52,40,2021-04-25T18:14:54Z,2670000,-11.0,19.0,1,left,MISS C. Martin driving Layup,[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,2.19,Missed,,,,,,,,,,,,,,,,,,,
274,PT03M24.00S,2021-04-25T18:04:59.5Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,52,40,2021-04-25T18:05:07Z,2690000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,272.0,2.0,2.0,0.0,,,,,,,,,
275,PT03M21.00S,2021-04-25T18:05:03.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202689,66.96780551905388,51.53952205882353,1610612738,52,40,2021-04-25T18:14:58Z,2700000,8.0,258.0,1,right,MISS K. Walker 25' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,,
276,PT03M19.00S,2021-04-25T18:05:05.1Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612766,52,40,2021-04-25T18:05:13Z,2710000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,275.0,1.0,1.0,0.0,,,,,,,,,
277,PT03M16.00S,2021-04-25T18:05:09.6Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612766,52,40,2021-04-25T18:05:22Z,2720000,,,0,,J. Tatum shooting personal FOUL (2 PF) (Martin 2 FT),"[1628369, 1628998]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,200833.0,2.0,0.0,Martin,1628998.0,,,,
279,PT03M16.00S,2021-04-25T18:05:33.4Z,2,REGULAR,freethrow,1 of 2,[],1628998,,,1610612766,53,40,2021-04-25T18:05:33Z,2740000,,,0,,C. Martin Free Throw 1 of 2 (10 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
281,PT03M16.00S,2021-04-25T18:05:47.6Z,2,REGULAR,freethrow,2 of 2,[],1628998,,,1610612766,54,40,2021-04-25T18:05:47Z,2750000,,,0,,C. Martin Free Throw 2 of 2 (11 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
282,PT03M08.00S,2021-04-25T18:05:59.9Z,2,REGULAR,foul,personal,[],1628998,,,1610612738,54,40,2021-04-25T18:06:11Z,2760000,,,0,,C. Martin personal FOUL (1 PF),"[1628998, 1627759]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Brown,1627759.0,,,,
284,PT02M55.00S,2021-04-25T18:06:36.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,87.86136662286465,51.53952205882353,1610612738,54,40,2021-04-25T18:16:03Z,2780000,8.0,62.0,1,right,MISS J. Tatum 6' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,6.21,Missed,,,,,,,,,,,,,,,,,,,
285,PT02M52.00S,2021-04-25T18:06:39.0Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,54,40,2021-04-25T18:06:40Z,2790000,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,284.0,3.0,3.0,0.0,,,,,,,,,
286,PT02M45.00S,2021-04-25T18:06:45.3Z,2,REGULAR,3pt,Jump Shot,[],1628984,26.757555847568987,17.22579656862745,1610612766,57,40,2021-04-25T18:06:49Z,2800000,164.0,199.0,1,left,D. Graham 25' 3PT  (6 PTS) (M. Bridges 1 AST),"[1628984, 1628970]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,25.78,Made,6.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,,,
288,PT02M33.00S,2021-04-25T18:06:59.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,92.46057818659659,51.049325980392155,1610612738,57,42,2021-04-25T18:07:04Z,2820000,5.0,18.0,1,right,K. Walker driving Layup (7 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,1.91,Made,7.0,,,,,,,,,,,,,,,,,,
289,PT02M33.00S,2021-04-25T18:07:02.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629023,,,1610612738,57,42,2021-04-25T18:07:11Z,2830000,,,0,,P. Washington shooting personal FOUL (1 PF) (Walker 1 FT),"[1629023, 202689]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Walker,202689.0,,,,
291,PT02M33.00S,2021-04-25T18:07:21.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,57,42,2021-04-25T18:08:06Z,2850000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M33.00S,2021-04-25T18:07:21.1Z,2,REGULAR,substitution,in,[],203095,,,1610612738,57,42,2021-04-25T18:08:06Z,2860000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M33.00S,2021-04-25T18:07:45.2Z,2,REGULAR,freethrow,1 of 1,[],202689,,,1610612738,57,43,2021-04-25T18:07:45Z,2870000,,,0,,K. Walker Free Throw 1 of 1 (8 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
294,PT02M15.00S,2021-04-25T18:08:04.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628984,12.171484888304862,50.55912990196079,1610612766,57,43,2021-04-25T18:19:30Z,2880000,-3.0,62.0,1,left,MISS D. Graham 6' driving floating Shot,[1628984],1610612766.0,CHA,driving floating,,,Graham,D. Graham,,,,,6.2,Missed,,,,,,,,,,,,,,,,,,,
296,PT02M12.00S,2021-04-25T18:08:06.5Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612766,57,43,2021-04-25T18:08:06Z,2890000,,,0,,P. Washington REBOUND (Off:2 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,294.0,4.0,2.0,2.0,,,,,,,,,
322,PT02M11.00S,2021-04-25T18:08:08.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629023,7.6215505913272015,50.58210784313726,1610612766,57,43,2021-04-25T18:14:52Z,2895000,-3.0,19.0,1,left,MISS P. Washington tip Layup,[1629023],1610612766.0,CHA,tip,,,Washington,P. Washington,,,,,1.93,Missed,,,,,,,,,,,,,,,,,,,
323,PT02M11.00S,2021-04-25T18:08:08.4Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612766,57,43,2021-04-25T18:14:52Z,2897500,,,0,,P. Washington REBOUND (Off:3 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,322.0,5.0,2.0,3.0,,,,,,,,,
297,PT02M07.00S,2021-04-25T18:08:12.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,26.231931668856767,18.45128676470588,1610612766,60,43,2021-04-25T18:13:36Z,2900000,158.0,194.0,1,left,D. Graham 25' 3PT  (9 PTS) (C. Martin 2 AST),"[1628984, 1628998]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,25.01,Made,9.0,C. Martin,1628998.0,2.0,,,,,,,,,,,,,,,
299,PT01M52.00S,2021-04-25T18:08:27.4Z,2,REGULAR,3pt,Jump Shot,[],1629684,69.20170827858082,26.294424019607842,1610612738,60,46,2021-04-25T18:08:32Z,2920000,-119.0,237.0,1,right,G. Williams 26' 3PT  (6 PTS) (M. Smart 3 AST),"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.5,Made,6.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,,
301,PT01M41.00S,2021-04-25T18:08:37.2Z,2,REGULAR,3pt,Jump Shot,[],1628984,30.17411300919842,69.921875,1610612766,60,46,2021-04-25T18:08:41Z,2940000,-100.0,231.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
302,PT01M41.00S,2021-04-25T18:08:37.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,60,46,2021-04-25T18:08:41Z,2950000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,301.0,,,,,,,,,,,,
303,PT01M41.00S,2021-04-25T18:08:41.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,60,46,2021-04-25T18:08:41Z,2960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M31.00S,2021-04-25T18:09:01.9Z,2,REGULAR,3pt,Jump Shot,[],202689,69.99014454664915,78.25520833333334,1610612738,60,46,2021-04-25T18:09:06Z,2970000,141.0,230.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,,
305,PT01M29.00S,2021-04-25T18:09:03.7Z,2,REGULAR,rebound,offensive,[],202689,,,1610612738,60,46,2021-04-25T18:09:03Z,2980000,,,0,,K. Walker REBOUND (Off:1 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,304.0,3.0,2.0,1.0,,,,,,,,,
306,PT01M26.00S,2021-04-25T18:09:06.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202689,92.59198423127464,53.50030637254902,1610612738,60,48,2021-04-25T18:09:10Z,2990000,18.0,17.0,1,right,K. Walker driving Layup (10 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,2.45,Made,10.0,,,,,,,,,,,,,,,,,,
307,PT01M12.00S,2021-04-25T18:09:23.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,60,48,2021-04-25T18:09:23Z,3000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M01.00S,2021-04-25T18:09:56.9Z,2,REGULAR,3pt,Jump Shot,[],1629023,31.09395532194481,27.76501225490196,1610612766,63,48,2021-04-25T18:10:01Z,3010000,111.0,240.0,1,left,P. Washington 26' 3PT  (14 PTS) (D. Graham 7 AST),"[1629023, 1628984]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.43,Made,14.0,D. Graham,1628984.0,7.0,,,,,,,,,,,,,,,
310,PT00M45.20S,2021-04-25T18:10:16.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626179,,,1610612738,63,48,2021-04-25T18:10:32Z,3030000,,,0,,T. Rozier shooting personal FOUL (3 PF) (Brown 2 FT),"[1626179, 1627759]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,200833.0,3.0,0.0,Brown,1627759.0,,,,
312,PT00M45.20S,2021-04-25T18:10:48.3Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,63,49,2021-04-25T18:10:48Z,3050000,,,0,,J. Brown Free Throw 1 of 2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
313,PT00M45.20S,2021-04-25T18:11:08.3Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,63,50,2021-04-25T18:11:08Z,3060000,,,0,,J. Brown Free Throw 2 of 2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
314,PT00M32.60S,2021-04-25T18:11:23.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,15.456636005256241,48.353247549019606,1610612766,63,50,2021-04-25T18:20:49Z,3070000,8.0,93.0,1,left,MISS T. Rozier 9' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,9.32,Missed,,,,,,,,,,,,,,,,,,,
315,PT00M30.60S,2021-04-25T18:11:25.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,63,50,2021-04-25T18:11:25Z,3080000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,314.0,5.0,4.0,1.0,,,,,,,,,
316,PT00M26.90S,2021-04-25T18:11:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.67214191852825,50.55912990196079,1610612738,63,52,2021-04-25T18:21:02Z,3090000,3.0,26.0,1,right,J. Brown running finger roll Layup (12 PTS),[1627759],1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,2.6,Made,12.0,,,,,,,,,,,,,,,,,,
317,PT00M03.20S,2021-04-25T18:11:56.7Z,2,REGULAR,3pt,Jump Shot,[],1628984,30.305519053876477,27.029718137254903,1610612766,63,52,2021-04-25T18:22:12Z,3100000,115.0,232.0,1,left,MISS D. Graham 25' step back 3PT,[1628984],1610612766.0,CHA,step back,,,Graham,D. Graham,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
318,PT00M01.10S,2021-04-25T18:11:58.8Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,63,52,2021-04-25T18:28:24Z,3110000,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,317.0,6.0,5.0,1.0,,,,,,,,,
319,PT00M00.00S,2021-04-25T18:12:01.9Z,2,REGULAR,3pt,Jump Shot,[],202689,38.05847568988173,68.45128676470588,1610612738,63,52,2021-04-25T18:12:05Z,3120000,92.0,530.0,1,right,MISS K. Walker 53' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,53.78,Missed,,,,,,,,,,,,,,,,,,,
320,PT00M00.00S,2021-04-25T18:12:03.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,63,52,2021-04-25T18:12:03Z,3130000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,319.0,,,,,,,,,,,,
321,PT00M00.00S,2021-04-25T18:12:13.3Z,2,REGULAR,period,end,[],0,,,1610612738,63,52,2021-04-25T18:12:13Z,3140000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-04-25T18:27:33.3Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,63,52,2021-04-25T18:28:21Z,3150000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-04-25T18:27:33.3Z,3,REGULAR,substitution,out,['startperiod'],203095,,,1610612738,63,52,2021-04-25T18:28:21Z,3160000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-04-25T18:27:33.3Z,3,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,63,52,2021-04-25T18:28:21Z,3170000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-04-25T18:27:33.3Z,3,REGULAR,substitution,in,['startperiod'],202684,,,1610612738,63,52,2021-04-25T18:28:21Z,3180000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-04-25T18:28:34.3Z,3,REGULAR,period,start,[],0,,,1610612766,63,52,2021-04-25T18:28:34Z,3190000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT11M42.00S,2021-04-25T18:28:53.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,63,52,2021-04-25T18:28:53Z,3200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M37.00S,2021-04-25T18:29:15.4Z,3,REGULAR,3pt,Jump Shot,[],1628984,64.99671484888306,45.41207107843137,1610612766,63,52,2021-04-25T18:29:41Z,3210000,-23.0,277.0,1,right,MISS D. Graham 27' pullup 3PT,[1628984],1610612766.0,CHA,pullup,,,Graham,D. Graham,,,,,27.74,Missed,,,,,,,,,,,,,,,,,,,
331,PT11M35.00S,2021-04-25T18:29:17.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,63,52,2021-04-25T18:29:18Z,3220000,,,0,,J. Tatum REBOUND (Off:3 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,330.0,7.0,4.0,3.0,,,,,,,,,
332,PT11M23.00S,2021-04-25T18:29:29.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,5.863994743758213,97.37285539215686,1610612738,63,52,2021-04-25T18:29:34Z,3230000,-237.0,3.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.69,Missed,,,,,,,,,,,,,,,,,,,
333,PT11M19.00S,2021-04-25T18:29:33.7Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,63,52,2021-04-25T18:29:34Z,3240000,,,0,,C. Martin REBOUND (Off:0 Def:4),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,332.0,4.0,4.0,0.0,,,,,,,,,
334,PT11M11.00S,2021-04-25T18:29:40.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628998,92.46057818659659,49.82383578431372,1610612766,63,52,2021-04-25T18:30:43Z,3250000,-1.0,18.0,1,right,MISS C. Martin driving floating bank Shot,[1628998],1610612766.0,CHA,driving floating bank,,,Martin,C. Martin,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,,
335,PT11M10.00S,2021-04-25T18:29:41.8Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,63,52,2021-04-25T18:29:45Z,3260000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,334.0,2.0,1.0,1.0,,,,,,,,,
336,PT11M09.00S,2021-04-25T18:29:45.7Z,3,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612738,63,52,2021-04-25T18:30:00Z,3270000,,,0,,D. Graham shooting personal FOUL (1 PF) (Tatum 2 FT),"[1628984, 1628369]",1610612766.0,CHA,shooting,,,Graham,D. Graham,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Tatum,1628369.0,,,,
338,PT11M09.00S,2021-04-25T18:30:08.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628369,,,1610612738,63,53,2021-04-25T18:30:08Z,3290000,,,0,,J. Tatum Free Throw 1 of 2 (6 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
339,PT11M09.00S,2021-04-25T18:30:24.4Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628369,,,1610612738,63,54,2021-04-25T18:30:24Z,3300000,,,0,,J. Tatum Free Throw 2 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
340,PT10M46.00S,2021-04-25T18:30:48.2Z,3,REGULAR,3pt,Jump Shot,[],1628970,67.36202365308804,56.93167892156863,1610612766,63,54,2021-04-25T18:31:48Z,3310000,35.0,254.0,1,right,MISS M. Bridges 25' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,25.67,Missed,,,,,,,,,,,,,,,,,,,
341,PT10M44.00S,2021-04-25T18:30:50.1Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,63,54,2021-04-25T18:30:50Z,3320000,,,0,,K. Walker REBOUND (Off:1 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,340.0,4.0,3.0,1.0,,,,,,,,,
342,PT10M38.00S,2021-04-25T18:30:56.4Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203935,7.440867279894875,52.27481617647059,1610612738,63,56,2021-04-25T18:32:08Z,3330000,-11.0,17.0,1,left,M. Smart driving floating bank Jump Shot (7 PTS),[203935],1610612738.0,BOS,driving floating bank,,,Smart,M. Smart,,,,,2.08,Made,7.0,,,,,,,,,,,,,,,,,,
343,PT10M22.00S,2021-04-25T18:31:11.7Z,3,REGULAR,3pt,Jump Shot,[],1628970,89.04402102496715,3.7454044117647056,1610612766,63,56,2021-04-25T18:31:16Z,3340000,-231.0,50.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,23.67,Missed,,,,,,,,,,,,,,,,,,,
344,PT10M19.00S,2021-04-25T18:31:14.7Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,63,56,2021-04-25T18:31:16Z,3350000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,343.0,3.0,2.0,1.0,,,,,,,,,
345,PT10M08.00S,2021-04-25T18:31:26.2Z,3,REGULAR,3pt,Jump Shot,[],203935,30.305519053876477,27.27481617647059,1610612738,63,56,2021-04-25T18:31:29Z,3360000,114.0,232.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,,
346,PT10M07.00S,2021-04-25T18:31:27.2Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,63,56,2021-04-25T18:31:29Z,3370000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,345.0,2.0,2.0,0.0,,,,,,,,,
