actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
530,PT11M06.00S,2021-04-25T19:03:44.7Z,4,REGULAR,substitution,in,[],203953,,,1610612738,102,89,2021-04-25T19:03:47Z,5140000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT11M06.00S,2021-04-25T19:04:00.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,102,90,2021-04-25T19:04:00Z,5150000,,,0,,J. Tatum Free Throw 2 of 2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
532,PT10M48.00S,2021-04-25T19:04:20.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202954,92.46057818659659,51.78462009803921,1610612766,102,90,2021-04-25T19:19:41Z,5160000,9.0,18.0,1,right,MISS B. Wanamaker cutting Layup,[202954],1610612766.0,CHA,cutting,,,Wanamaker,B. Wanamaker,,,,,2.04,Missed,,,,,,,,,,,,,,,,,,,
533,PT10M46.00S,2021-04-25T19:04:22.5Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,102,90,2021-04-25T19:04:25Z,5170000,,,0,,J. Tatum REBOUND (Off:4 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,532.0,10.0,6.0,4.0,,,,,,,,,
534,PT10M38.00S,2021-04-25T19:04:29.5Z,4,REGULAR,3pt,Jump Shot,[],1628369,28.07161629434954,79.97089460784314,1610612738,102,90,2021-04-25T19:20:07Z,5180000,-150.0,211.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
535,PT10M37.00S,2021-04-25T19:04:31.2Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,102,90,2021-04-25T19:04:31Z,5190000,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,534.0,5.0,5.0,0.0,,,,,,,,,
536,PT10M34.00S,2021-04-25T19:04:34.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202954,92.19776609724047,51.53952205882353,1610612766,104,90,2021-04-25T19:20:19Z,5200000,8.0,21.0,1,right,B. Wanamaker running Layup (10 PTS) (M. Bridges 3 AST),"[202954, 1628970]",1610612766.0,CHA,running,,,Wanamaker,B. Wanamaker,,,,,2.22,Made,10.0,M. Bridges,1628970.0,3.0,,,,,,,,,,,,,,,
538,PT10M12.00S,2021-04-25T19:04:56.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.492115637319317,51.78462009803921,1610612738,104,90,2021-04-25T19:05:00Z,5220000,-9.0,27.0,1,left,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.87,Missed,,,,,,,,,,,,,,,,,,,
539,PT10M11.00S,2021-04-25T19:04:57.0Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,104,90,2021-04-25T19:05:00Z,5230000,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,538.0,6.0,6.0,0.0,,,,,,,,,
540,PT10M05.00S,2021-04-25T19:05:03.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,92.72339027595268,49.333639705882355,1610612766,106,90,2021-04-25T19:05:09Z,5240000,-3.0,16.0,1,right,P. Washington DUNK (21 PTS) (D. Graham 9 AST),"[1629023, 1628984]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,1.62,Made,21.0,D. Graham,1628984.0,9.0,,,,,,,,,,,,,,,
542,PT10M05.00S,2021-04-25T19:05:12.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,106,90,2021-04-25T19:05:12Z,5260000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M42.00S,2021-04-25T19:08:50.3Z,4,REGULAR,3pt,Jump Shot,[],1630202,32.933639947437584,47.86305147058824,1610612738,106,90,2021-04-25T19:08:55Z,5270000,11.0,257.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,,
544,PT09M41.00S,2021-04-25T19:08:51.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612766,106,90,2021-04-25T19:08:55Z,5280000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,543.0,,,,,,,,,,,,
545,PT09M41.00S,2021-04-25T19:08:54.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,106,90,2021-04-25T19:08:54Z,5290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT09M27.00S,2021-04-25T19:09:16.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202954,92.19776609724047,53.50030637254902,1610612766,106,90,2021-04-25T19:22:56Z,5300000,18.0,21.0,1,right,MISS B. Wanamaker driving Layup - blocked,"[202954, 203953]",1610612766.0,CHA,driving,,,Wanamaker,B. Wanamaker,,,,,2.72,Missed,,,,,Parker,203953.0,,,,,,,,,,,,,
547,PT09M27.00S,2021-04-25T19:09:16.9Z,4,REGULAR,block,,[],203953,,,1610612766,106,90,2021-04-25T19:09:19Z,5310000,,,0,,J. Parker BLOCK (1 BLK),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT09M27.00S,2021-04-25T19:09:16.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,106,90,2021-04-25T19:22:56Z,5320000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,546.0,,,,,,,,,,,,
549,PT09M27.00S,2021-04-25T19:09:22.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,106,90,2021-04-25T19:09:22Z,5330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT09M19.00S,2021-04-25T19:09:47.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,64.73390275952694,34.13756127450981,1610612766,106,90,2021-04-25T19:09:51Z,5340000,-79.0,279.0,1,right,MISS M. Bridges 29' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,29.01,Missed,,,,,,,,,,,,,,,,,,,
551,PT09M16.00S,2021-04-25T19:09:50.0Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,106,90,2021-04-25T19:09:51Z,5350000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,550.0,2.0,2.0,0.0,,,,,,,,,
552,PT09M09.00S,2021-04-25T19:09:56.7Z,4,REGULAR,3pt,Jump Shot,[],1629684,8.09789750328515,96.14736519607843,1610612738,106,93,2021-04-25T19:10:01Z,5360000,-231.0,24.0,1,left,G. Williams 3PT  (9 PTS) (P. Pritchard 1 AST),"[1629684, 1630202]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.19,Made,9.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,,
554,PT08M59.00S,2021-04-25T19:10:08.7Z,4,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612766,106,93,2021-04-25T19:10:19Z,5380000,,,0,,G. Williams shooting personal FOUL (3 PF) (Washington 2 FT),"[1629684, 1629023]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1151.0,3.0,0.0,Washington,1629023.0,,,,
556,PT08M59.00S,2021-04-25T19:10:37.4Z,4,REGULAR,freethrow,1 of 2,[],1629023,,,1610612766,107,93,2021-04-25T19:11:04Z,5400000,,,0,,P. Washington Free Throw 1 of 2 (22 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
558,PT08M59.00S,2021-04-25T19:10:38.5Z,4,REGULAR,substitution,out,[],203095,,,1610612766,107,93,2021-04-25T19:10:45Z,5410000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT08M59.00S,2021-04-25T19:10:38.5Z,4,REGULAR,substitution,in,[],1627759,,,1610612766,107,93,2021-04-25T19:10:45Z,5420000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M59.00S,2021-04-25T19:10:37.4Z,4,REGULAR,freethrow,2 of 2,[],1629023,,,1610612766,107,93,2021-04-25T19:11:04Z,5430000,,,0,,MISS P. Washington Free Throw 2 of 2,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,Missed,,,,,,,,,,,,,,,,,,,
561,PT08M57.00S,2021-04-25T19:10:39.4Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,107,93,2021-04-25T19:11:04Z,5440000,,,0,,J. Tatum REBOUND (Off:4 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,560.0,11.0,7.0,4.0,,,,,,,,,
562,PT08M46.00S,2021-04-25T19:11:13.8Z,4,REGULAR,foul,personal,[],1628970,,,1610612738,107,93,2021-04-25T19:11:21Z,5450000,,,0,,M. Bridges personal FOUL (2 PF),"[1628970, 1627759]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Brown,1627759.0,,,,
565,PT08M40.00S,2021-04-25T19:11:37.1Z,4,REGULAR,turnover,lost ball,[],1627759,,,1610612738,107,93,2021-04-25T19:11:46Z,5470000,,,0,,J. Brown lost ball TURNOVER (3 TO),"[1627759, 1628998]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,3.0,Martin,1628998.0,
566,PT08M40.00S,2021-04-25T19:11:37.1Z,4,REGULAR,steal,,[],1628998,,,1610612766,107,93,2021-04-25T19:13:26Z,5480000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M40.00S,2021-04-25T19:11:46.2Z,4,REGULAR,foul,personal,[],1629684,,,1610612766,107,93,2021-04-25T19:24:50Z,5490000,,,0,,G. Williams take personal FOUL (4 PF),"[1629684, 1628998]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,,,,,,202901.0,4.0,0.0,Martin,1628998.0,,,,
569,PT08M40.00S,2021-04-25T19:11:55.7Z,4,REGULAR,substitution,out,[],1628984,,,1610612766,107,93,2021-04-25T19:12:01Z,5510000,,,0,,SUB out: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT08M40.00S,2021-04-25T19:11:55.7Z,4,REGULAR,substitution,in,[],1626179,,,1610612766,107,93,2021-04-25T19:12:01Z,5520000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT08M22.00S,2021-04-25T19:12:15.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202954,79.45137976346912,48.10814950980392,1610612766,107,93,2021-04-25T19:12:20Z,5530000,-9.0,141.0,1,right,MISS B. Wanamaker 14' Jump Shot,[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,14.1,Missed,,,,,,,,,,,,,,,,,,,
573,PT08M20.00S,2021-04-25T19:12:17.7Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,107,93,2021-04-25T19:12:20Z,5540000,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,572.0,7.0,6.0,1.0,,,,,,,,,
574,PT08M15.00S,2021-04-25T19:12:22.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,8.623521681997373,52.51991421568627,1610612738,107,93,2021-04-25T19:12:30Z,5550000,-13.0,29.0,1,left,MISS J. Brown Layup - blocked,"[1627759, 1628970]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,3.13,Missed,,,,,Bridges,1628970.0,,,,,,,,,,,,,
575,PT08M15.00S,2021-04-25T19:12:22.3Z,4,REGULAR,block,,[],1628970,,,1610612738,107,93,2021-04-25T19:12:24Z,5560000,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT08M12.00S,2021-04-25T19:12:25.3Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,107,93,2021-04-25T19:12:30Z,5570000,,,0,,P. Washington REBOUND (Off:3 Def:5),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,574.0,8.0,5.0,3.0,,,,,,,,,
577,PT08M08.00S,2021-04-25T19:12:29.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,74.85216819973719,88.30422794117648,1610612766,110,93,2021-04-25T19:12:34Z,5580000,192.0,184.0,1,right,T. Rozier 26' 3PT  (21 PTS) (P. Washington 4 AST),"[1626179, 1629023]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,26.55,Made,21.0,P. Washington,1629023.0,4.0,,,,,,,,,,,,,,,
579,PT07M56.00S,2021-04-25T19:12:40.5Z,4,REGULAR,3pt,Jump Shot,[],1629684,8.754927726675426,4.725796568627451,1610612738,110,93,2021-04-25T19:12:44Z,5600000,226.0,30.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.84,Missed,,,,,,,,,,,,,,,,,,,
580,PT07M54.00S,2021-04-25T19:12:42.5Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,110,93,2021-04-25T19:12:44Z,5610000,,,0,,P. Washington REBOUND (Off:3 Def:6),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,579.0,9.0,6.0,3.0,,,,,,,,,
581,PT07M38.00S,2021-04-25T19:13:01.4Z,4,REGULAR,turnover,traveling,[],1628998,,,1610612766,110,93,2021-04-25T19:13:12Z,5620000,,,0,,C. Martin traveling TURNOVER (1 TO),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,1151.0,,,,,1.0,,,
582,PT07M38.00S,2021-04-25T19:13:04.0Z,4,REGULAR,substitution,out,[],1629023,,,1610612738,110,93,2021-04-25T19:13:09Z,5630000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M38.00S,2021-04-25T19:13:04.0Z,4,REGULAR,substitution,in,[],202687,,,1610612738,110,93,2021-04-25T19:13:09Z,5640000,,,0,,SUB in: B. Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT07M25.00S,2021-04-25T19:13:39.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,8.492115637319317,50.06893382352941,1610612738,110,95,2021-04-25T19:13:54Z,5650000,0.0,27.0,1,left,J. Tatum Layup (15 PTS) (G. Williams 2 AST),"[1628369, 1629684]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.73,Made,15.0,G. Williams,1629684.0,2.0,,,,,,,,,,,,,,,
586,PT07M25.00S,2021-04-25T19:13:43.8Z,4,REGULAR,foul,personal,['1freethrow'],202954,,,1610612738,110,95,2021-04-25T19:14:01Z,5670000,,,0,,B. Wanamaker shooting personal FOUL (5 PF) (Tatum 1 FT),"[202954, 1628369]",1610612766.0,CHA,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,202901.0,5.0,0.0,Tatum,1628369.0,,,,
588,PT07M25.00S,2021-04-25T19:13:53.3Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,110,95,2021-04-25T19:14:36Z,5690000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT07M25.00S,2021-04-25T19:13:53.3Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,110,95,2021-04-25T19:14:36Z,5700000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT07M25.00S,2021-04-25T19:13:53.3Z,4,REGULAR,substitution,in,[],202689,,,1610612738,110,95,2021-04-25T19:14:36Z,5710000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT07M25.00S,2021-04-25T19:13:53.3Z,4,REGULAR,substitution,in,[],202684,,,1610612738,110,95,2021-04-25T19:14:36Z,5720000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT07M25.00S,2021-04-25T19:14:18.1Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1628369,,,1610612738,110,96,2021-04-25T19:14:18Z,5730000,,,0,,J. Tatum Free Throw 1 of 1 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
593,PT07M00.00S,2021-04-25T19:14:44.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,93.64323258869908,49.333639705882355,1610612766,110,96,2021-04-25T19:14:52Z,5740000,-3.0,7.0,1,right,MISS T. Rozier finger roll Layup,[1626179],1610612766.0,CHA,finger roll,,,Rozier,T. Rozier,,,,,0.8,Missed,,,,,,,,,,,,,,,,,,,
594,PT06M58.00S,2021-04-25T19:14:46.4Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,110,96,2021-04-25T19:14:46Z,5750000,,,0,,K. Walker REBOUND (Off:2 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,593.0,6.0,4.0,2.0,,,,,,,,,
595,PT06M52.00S,2021-04-25T19:14:52.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202689,32.14520367936925,34.38265931372549,1610612738,110,96,2021-04-25T19:15:28Z,5760000,78.0,250.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,,
596,PT06M50.00S,2021-04-25T19:14:54.4Z,4,REGULAR,rebound,defensive,[],202954,,,1610612766,110,96,2021-04-25T19:14:56Z,5770000,,,0,,B. Wanamaker REBOUND (Off:0 Def:2),[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,595.0,2.0,2.0,0.0,,,,,,,,,
597,PT06M40.00S,2021-04-25T19:15:05.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.85479632063075,53.01011029411765,1610612766,110,96,2021-04-25T19:15:19Z,5780000,15.0,15.0,1,right,MISS M. Bridges Layup,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,2.11,Missed,,,,,,,,,,,,,,,,,,,
598,PT06M37.00S,2021-04-25T19:15:08.6Z,4,REGULAR,rebound,offensive,[],1626179,,,1610612766,110,96,2021-04-25T19:15:19Z,5790000,,,0,,T. Rozier REBOUND (Off:1 Def:4),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,597.0,5.0,4.0,1.0,,,,,,,,,
599,PT06M37.00S,2021-04-25T19:15:10.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626179,94.40999984741211,50.0,1610612766,110,96,2021-04-25T19:15:10Z,5800000,0.0,0.0,1,right,MISS T. Rozier tip Layup,[1626179],1610612766.0,CHA,tip,,,Rozier,T. Rozier,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
600,PT06M37.00S,2021-04-25T19:15:10.9Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,110,96,2021-04-25T19:15:10Z,5810000,,,0,,J. Brown REBOUND (Off:1 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,599.0,8.0,7.0,1.0,,,,,,,,,
601,PT06M37.00S,2021-04-25T19:15:12.5Z,4,REGULAR,foul,personal,[],1626179,,,1610612738,110,96,2021-04-25T19:15:16Z,5820000,,,0,,T. Rozier personal FOUL (5 PF),"[1626179, 1627759]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,202901.0,5.0,0.0,Brown,1627759.0,,,,
603,PT06M37.00S,2021-04-25T19:15:21.2Z,4,REGULAR,substitution,out,[],1626179,,,1610612738,110,96,2021-04-25T19:15:25Z,5840000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT06M37.00S,2021-04-25T19:15:21.2Z,4,REGULAR,substitution,in,[],1628984,,,1610612738,110,96,2021-04-25T19:15:25Z,5850000,,,0,,SUB in: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT06M37.00S,2021-04-25T19:15:29.5Z,4,REGULAR,substitution,out,[],202954,,,1610612738,110,96,2021-04-25T19:15:35Z,5860000,,,0,,SUB out: B. Wanamaker,[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT06M37.00S,2021-04-25T19:15:29.5Z,4,REGULAR,substitution,in,[],1629023,,,1610612738,110,96,2021-04-25T19:15:35Z,5870000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT06M26.00S,2021-04-25T19:15:55.6Z,4,REGULAR,3pt,Jump Shot,[],1628369,29.122864651773984,75.06893382352942,1610612738,110,96,2021-04-25T19:16:01Z,5880000,-125.0,221.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
608,PT06M22.00S,2021-04-25T19:15:59.6Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,110,96,2021-04-25T19:16:01Z,5890000,,,0,,P. Washington REBOUND (Off:3 Def:7),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,607.0,10.0,7.0,3.0,,,,,,,,,
609,PT06M19.00S,2021-04-25T19:16:02.3Z,4,REGULAR,turnover,bad pass,[],1629023,,,1610612766,110,96,2021-04-25T19:16:06Z,5900000,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 202689]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,1.0,Walker,202689.0,
610,PT06M19.00S,2021-04-25T19:16:02.3Z,4,REGULAR,steal,,[],202689,,,1610612738,110,96,2021-04-25T19:16:03Z,5910000,,,0,,K. Walker STEAL (2 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT06M12.00S,2021-04-25T19:16:09.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202689,6.783837056504599,50.55912990196079,1610612738,110,96,2021-04-25T19:16:14Z,5920000,-3.0,11.0,1,left,MISS K. Walker Layup,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,1.16,Missed,,,,,,,,,,,,,,,,,,,
612,PT06M10.00S,2021-04-25T19:16:11.9Z,4,REGULAR,rebound,defensive,[],202687,,,1610612766,110,96,2021-04-25T19:16:14Z,5930000,,,0,,B. Biyombo REBOUND (Off:2 Def:3),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,611.0,5.0,3.0,2.0,,,,,,,,,
613,PT05M48.00S,2021-04-25T19:16:33.1Z,4,REGULAR,3pt,Jump Shot,[],1628984,66.5735873850197,44.18658088235294,1610612766,113,96,2021-04-25T19:16:38Z,5940000,-29.0,262.0,1,right,D. Graham 26' 3PT step back (21 PTS),[1628984],1610612766.0,CHA,step back,,,Graham,D. Graham,,,,,26.33,Made,21.0,,,,,,,,,,,,,,,,,,
614,PT05M31.00S,2021-04-25T19:16:50.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203953,7.835085413929041,49.333639705882355,1610612738,113,96,2021-04-25T19:16:53Z,5950000,3.0,21.0,1,left,MISS J. Parker Layup,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,2.14,Missed,,,,,,,,,,,,,,,,,,,
615,PT05M30.00S,2021-04-25T19:16:51.0Z,4,REGULAR,rebound,defensive,[],202687,,,1610612766,113,96,2021-04-25T19:16:53Z,5960000,,,0,,B. Biyombo REBOUND (Off:2 Def:4),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,614.0,6.0,4.0,2.0,,,,,,,,,
616,PT05M19.00S,2021-04-25T19:17:02.5Z,4,REGULAR,3pt,Jump Shot,[],1628970,87.99277266754271,2.029718137254902,1610612766,113,96,2021-04-25T19:17:06Z,5970000,-240.0,60.0,1,right,MISS M. Bridges 24' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,24.74,Missed,,,,,,,,,,,,,,,,,,,
617,PT05M17.00S,2021-04-25T19:17:04.5Z,4,REGULAR,rebound,defensive,[],202684,,,1610612738,113,96,2021-04-25T19:17:06Z,5980000,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,616.0,4.0,3.0,1.0,,,,,,,,,
618,PT05M06.00S,2021-04-25T19:17:15.0Z,4,REGULAR,3pt,Jump Shot,[],1627759,28.33442838370565,75.3140318627451,1610612738,113,96,2021-04-25T19:17:18Z,5990000,-127.0,214.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,,
619,PT05M04.00S,2021-04-25T19:17:17.0Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,113,96,2021-04-25T19:17:18Z,6000000,,,0,,P. Washington REBOUND (Off:3 Def:8),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,618.0,11.0,8.0,3.0,,,,,,,,,
