actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
522,PT05M56.00S,2021-05-16T19:08:04.7Z,4,REGULAR,foul,personal,[],203953,,,1610612752,91,80,2021-05-16T19:08:10Z,5090000,,,0,,J. Parker personal FOUL (2 PF),"[203953, 203944]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,1627964.0,2.0,0.0,Randle,203944.0,
524,PT05M52.00S,2021-05-16T19:08:21.8Z,4,REGULAR,foul,offensive,[],203944,,,1610612752,91,80,2021-05-16T19:08:29Z,5110000,,,0,,J. Randle offensive FOUL (3 PF),"[203944, 203953]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,201640.0,3.0,0.0,Parker,203953.0,
526,PT05M52.00S,2021-05-16T19:08:21.8Z,4,REGULAR,turnover,offensive foul,[],203944,,,1610612752,91,80,2021-05-16T19:08:21Z,5130000,,,0,,J. Randle offensive foul TURNOVER (3 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,3.0,,,201640.0,,,,,
527,PT05M43.00S,2021-05-16T19:08:43.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629682,28.728646517739815,23.108149509803923,1610612738,91,83,2021-05-16T19:08:49Z,5140000,134.0,218.0,1,left,T. Waters 25' 3PT step back (15 PTS),[1629682],1610612738.0,BOS,step back,,,Waters,T. Waters,,,,,25.57,Made,,,,,,,15.0,,,,,,,,,,,,
528,PT05M20.00S,2021-05-16T19:09:06.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202692,94.43166885676742,52.76501225490197,1610612752,91,83,2021-05-16T19:09:10Z,5150000,14.0,0.0,1,right,MISS A. Burks driving Layup,[202692],1610612752.0,NYK,driving,,,Burks,A. Burks,,,,,1.38,Missed,,,,,,,,,,,,,,,,,,,
529,PT05M18.00S,2021-05-16T19:09:08.4Z,4,REGULAR,rebound,defensive,[],1629682,,,1610612738,91,83,2021-05-16T19:09:10Z,5160000,,,0,,T. Waters REBOUND (Off:0 Def:3),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,528.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
530,PT05M12.00S,2021-05-16T19:09:14.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,7.30946123521682,49.57873774509804,1610612738,91,85,2021-05-16T19:09:17Z,5170000,2.0,16.0,1,left,R. Langford Layup (11 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,1.63,Made,,,,,,,11.0,,,,,,,,,,,,
531,PT05M12.00S,2021-05-16T19:09:19.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,91,85,2021-05-16T19:09:19Z,5180000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT04M55.00S,2021-05-16T19:12:55.7Z,4,REGULAR,3pt,Jump Shot,[],202692,73.14388961892247,18.941482843137255,1610612752,91,85,2021-05-16T19:13:01Z,5190000,-155.0,200.0,1,right,MISS A. Burks 25' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
533,PT04M53.00S,2021-05-16T19:12:57.7Z,4,REGULAR,rebound,defensive,[],1629682,,,1610612738,91,85,2021-05-16T19:13:01Z,5200000,,,0,,T. Waters REBOUND (Off:0 Def:4),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,532.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
534,PT04M38.00S,2021-05-16T19:13:14.1Z,4,REGULAR,3pt,Jump Shot,[],1629035,27.283180026281208,78.01011029411765,1610612738,91,85,2021-05-16T19:14:39Z,5210000,-140.0,204.0,1,left,MISS C. Edwards 24' step back 3PT,[1629035],1610612738.0,BOS,step back,,,Edwards,C. Edwards,,,,,24.75,Missed,,,,,,,,,,,,,,,,,,,
535,PT04M36.00S,2021-05-16T19:13:16.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612752,91,85,2021-05-16T19:13:19Z,5220000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,534.0,,,,,,,,,,,,,,,,,,
536,PT04M36.00S,2021-05-16T19:13:18.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,91,85,2021-05-16T19:13:18Z,5230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT04M36.00S,2021-05-16T19:13:26.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,91,85,2021-05-16T19:13:26Z,5240000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT04M36.00S,2021-05-16T19:13:28.6Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612752,91,85,2021-05-16T19:15:49Z,5250000,,,0,,,[],1610612738.0,BOS,stands,,,,,,,,,,,,,,,,,,,,,,,,101283.0,,,,,Miscellaneous
539,PT04M19.00S,2021-05-16T19:16:14.9Z,4,REGULAR,turnover,lost ball,[],202692,,,1610612752,91,85,2021-05-16T19:16:21Z,5260000,,,0,,A. Burks lost ball TURNOVER (2 TO),"[202692, 1629682]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,2.0,Waters,1629682.0,,,,,,
540,PT04M19.00S,2021-05-16T19:16:14.9Z,4,REGULAR,steal,,[],1629682,,,1610612738,91,85,2021-05-16T19:16:16Z,5270000,,,0,,T. Waters STEAL (1 STL),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT04M15.00S,2021-05-16T19:16:18.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629035,6.389618922470433,51.53952205882353,1610612738,91,87,2021-05-16T19:16:28Z,5280000,-8.0,8.0,1,left,C. Edwards running DUNK (10 PTS) (T. Waters 5 AST),"[1629035, 1629682]",1610612738.0,BOS,running,,,Edwards,C. Edwards,,,,,1.08,Made,,,,,,,10.0,T. Waters,1629682.0,5.0,,,,,,,,,
543,PT03M49.00S,2021-05-16T19:16:45.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,87.07293035479631,49.08854166666667,1610612752,91,87,2021-05-16T19:17:09Z,5300000,-5.0,69.0,1,right,MISS J. Randle 6' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,6.92,Missed,,,,,,,,,,,,,,,,,,,
544,PT03M47.00S,2021-05-16T19:16:47.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,91,87,2021-05-16T19:17:09Z,5310000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,543.0,,,,,,,,,,,,,,,,,,
545,PT03M47.00S,2021-05-16T19:16:51.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612752,91,87,2021-05-16T19:16:57Z,5320000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,101283.0,,,,,
546,PT03M47.00S,2021-05-16T19:16:51.7Z,4,REGULAR,substitution,out,[],202692,,,1610612738,91,87,2021-05-16T19:17:16Z,5330000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT03M47.00S,2021-05-16T19:16:51.7Z,4,REGULAR,substitution,in,[],201565,,,1610612738,91,87,2021-05-16T19:17:16Z,5340000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT03M35.00S,2021-05-16T19:17:23.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628436,4.418528252299605,96.6375612745098,1610612738,91,87,2021-05-16T19:17:30Z,5350000,-233.0,-11.0,1,left,MISS L. Kornet 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
549,PT03M33.00S,2021-05-16T19:17:25.2Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,91,87,2021-05-16T19:17:30Z,5360000,,,0,,J. Randle REBOUND (Off:0 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,548.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
550,PT03M19.00S,2021-05-16T19:17:38.2Z,4,REGULAR,3pt,Jump Shot,[],203493,69.72733245729303,66.73560049019608,1610612752,91,87,2021-05-16T19:17:43Z,5370000,84.0,232.0,1,right,MISS R. Bullock 24' 3PT,[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,24.67,Missed,,,,,,,,,,,,,,,,,,,
551,PT03M17.00S,2021-05-16T19:17:40.2Z,4,REGULAR,rebound,defensive,[],1629682,,,1610612738,91,87,2021-05-16T19:17:43Z,5380000,,,0,,T. Waters REBOUND (Off:0 Def:5),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,550.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
552,PT03M11.00S,2021-05-16T19:17:46.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629641,8.492115637319317,46.88265931372549,1610612738,91,87,2021-05-16T19:17:56Z,5390000,16.0,27.0,1,left,MISS R. Langford driving Layup - blocked,"[1629641, 203493]",1610612738.0,BOS,driving,,,Langford,R. Langford,,,,,3.14,Missed,,,,,Bullock,203493.0,,,,,,,,,,,,,
553,PT03M11.00S,2021-05-16T19:17:46.6Z,4,REGULAR,block,,[],203493,,,1610612738,91,87,2021-05-16T19:17:49Z,5400000,,,0,,R. Bullock BLOCK (1 BLK),[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT03M09.00S,2021-05-16T19:17:48.6Z,4,REGULAR,rebound,offensive,[],1629641,,,1610612738,91,87,2021-05-16T19:17:56Z,5410000,,,0,,R. Langford REBOUND (Off:1 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,552.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
555,PT03M07.00S,2021-05-16T19:17:50.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629641,6.783837056504599,49.57873774509804,1610612738,91,89,2021-05-16T19:17:58Z,5420000,2.0,11.0,1,left,R. Langford Layup (13 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,1.15,Made,,,,,,,13.0,,,,,,,,,,,,
556,PT02M47.00S,2021-05-16T19:18:11.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203944,93.9060446780552,46.14736519607843,1610612752,93,89,2021-05-16T19:18:14Z,5430000,-19.0,5.0,1,right,J. Randle driving Layup (19 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,1.99,Made,,,,,,,19.0,,,,,,,,,,,,
557,PT02M30.00S,2021-05-16T19:18:29.2Z,4,REGULAR,foul,personal,['2freethrow'],203457,,,1610612738,93,89,2021-05-16T19:18:46Z,5440000,,,0,,N. Noel shooting personal FOUL (1 PF) (Langford 2 FT),"[203457, 1629641]",1610612752.0,NYK,shooting,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Langford,1629641.0,
559,PT02M30.00S,2021-05-16T19:18:54.1Z,4,REGULAR,freethrow,1 of 2,[],1629641,,,1610612738,93,89,2021-05-16T19:18:54Z,5460000,,,0,,MISS R. Langford Free Throw 1 of 2,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
560,PT02M30.00S,2021-05-16T19:18:54.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,93,89,2021-05-16T19:18:54Z,5470000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,559.0,,,,,,,,,,,,,,,,,,
561,PT02M30.00S,2021-05-16T19:19:13.9Z,4,REGULAR,freethrow,2 of 2,[],1629641,,,1610612738,93,90,2021-05-16T19:19:13Z,5480000,,,0,,R. Langford Free Throw 2 of 2 (14 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,,,,,,,14.0,,,,,,,,,,,,
562,PT02M18.00S,2021-05-16T19:19:29.1Z,4,REGULAR,turnover,bad pass,[],201565,,,1610612752,93,90,2021-05-16T19:19:34Z,5490000,,,0,,D. Rose bad pass TURNOVER (1 TO),"[201565, 1629682]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,1.0,Waters,1629682.0,,,,,,
563,PT02M18.00S,2021-05-16T19:19:29.1Z,4,REGULAR,steal,,[],1629682,,,1610612738,93,90,2021-05-16T19:19:30Z,5500000,,,0,,T. Waters STEAL (2 STL),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT02M13.00S,2021-05-16T19:19:33.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629682,6.1268068331143235,50.314031862745104,1610612738,93,92,2021-05-16T19:19:39Z,5510000,-2.0,5.0,1,left,T. Waters running Layup (17 PTS),[1629682],1610612738.0,BOS,running,,,Waters,T. Waters,,,,,0.53,Made,,,,,,,17.0,,,,,,,,,,,,
565,PT01M54.00S,2021-05-16T19:19:52.4Z,4,REGULAR,2pt,Jump Shot,[],203493,92.72339027595268,87.32383578431373,1610612752,95,92,2021-05-16T19:20:18Z,5520000,187.0,16.0,1,right,R. Bullock 18' pullup Jump Shot (16 PTS) (J. Randle 7 AST),"[203493, 203944]",1610612752.0,NYK,pullup,,,Bullock,R. Bullock,,,,,18.73,Made,,,,,,,16.0,J. Randle,203944.0,7.0,,,,,,,,,
567,PT01M37.00S,2021-05-16T19:20:11.2Z,4,REGULAR,3pt,Jump Shot,[],1628436,5.601182654402102,3.5003063725490198,1610612738,95,92,2021-05-16T19:20:16Z,5540000,232.0,0.0,1,left,MISS L. Kornet 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,,
568,PT01M35.00S,2021-05-16T19:20:13.2Z,4,REGULAR,rebound,defensive,[],201565,,,1610612752,95,92,2021-05-16T19:20:16Z,5550000,,,0,,D. Rose REBOUND (Off:2 Def:3),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,567.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
569,PT01M21.00S,2021-05-16T19:20:27.5Z,4,REGULAR,3pt,Jump Shot,[],203493,89.30683311432325,96.39246323529412,1610612752,95,92,2021-05-16T19:20:37Z,5560000,232.0,48.0,1,right,MISS R. Bullock 3PT,[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,23.69,Missed,,,,,,,,,,,,,,,,,,,
570,PT01M19.00S,2021-05-16T19:20:29.5Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,95,92,2021-05-16T19:20:37Z,5570000,,,0,,R. Langford REBOUND (Off:1 Def:3),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,569.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
571,PT01M04.00S,2021-05-16T19:20:45.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629035,7.5722733245729295,47.372855392156865,1610612738,95,92,2021-05-16T19:20:50Z,5580000,13.0,19.0,1,left,MISS C. Edwards Layup,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,2.28,Missed,,,,,,,,,,,,,,,,,,,
573,PT01M02.00S,2021-05-16T19:20:47.0Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,95,92,2021-05-16T19:20:50Z,5600000,,,0,,J. Randle REBOUND (Off:0 Def:7),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,571.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
574,PT00M42.70S,2021-05-16T19:21:07.1Z,4,REGULAR,turnover,lost ball,[],203944,,,1610612752,95,92,2021-05-16T19:21:10Z,5610000,,,0,,J. Randle lost ball TURNOVER (4 TO),"[203944, 1629035]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,4.0,Edwards,1629035.0,,,,,,
575,PT00M42.70S,2021-05-16T19:21:07.1Z,4,REGULAR,steal,,[],1629035,,,1610612738,95,92,2021-05-16T19:21:09Z,5620000,,,0,,C. Edwards STEAL (1 STL),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT00M37.30S,2021-05-16T19:21:14.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629682,7.966491458607096,44.676776960784316,1610612738,95,92,2021-05-16T19:21:30Z,5630000,27.0,22.0,1,left,MISS T. Waters driving Layup - blocked,"[1629682, 203457]",1610612738.0,BOS,driving,,,Waters,T. Waters,,,,,3.48,Missed,,,,,Noel,203457.0,,,,,,,,,,,,,
577,PT00M37.30S,2021-05-16T19:21:14.9Z,4,REGULAR,block,,[],203457,,,1610612738,95,92,2021-05-16T19:21:17Z,5640000,,,0,,N. Noel BLOCK (3 BLK),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT00M35.30S,2021-05-16T19:21:16.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,95,92,2021-05-16T19:21:30Z,5650000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,576.0,,,,,,,,,,,,,,,,,,
580,PT00M35.30S,2021-05-16T19:21:25.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,95,92,2021-05-16T19:21:55Z,5655000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT00M35.30S,2021-05-16T19:21:35.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,95,92,2021-05-16T19:21:35Z,5660000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT00M35.30S,2021-05-16T19:21:35.3Z,4,REGULAR,substitution,out,[],1629628,,,1610612738,95,92,2021-05-16T19:23:12Z,5670000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT00M35.30S,2021-05-16T19:21:35.3Z,4,REGULAR,substitution,in,[],1628373,,,1610612738,95,92,2021-05-16T19:23:12Z,5680000,,,0,,SUB in: F. Ntilikina,[1628373],1610612752.0,NYK,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT00M32.10S,2021-05-16T19:23:17.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629682,11.908672798948752,3.7454044117647056,1610612738,95,92,2021-05-16T19:24:51Z,5690000,231.0,59.0,1,left,MISS T. Waters step back 3PT,[1629682],1610612738.0,BOS,step back,,,Waters,T. Waters,,,,,23.88,Missed,,,,,,,,,,,,,,,,,,,
584,PT00M29.60S,2021-05-16T19:23:20.0Z,4,REGULAR,rebound,defensive,[],203457,,,1610612752,95,92,2021-05-16T19:23:24Z,5700000,,,0,,N. Noel REBOUND (Off:0 Def:6),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,583.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
585,PT00M24.90S,2021-05-16T19:23:27.4Z,4,REGULAR,foul,personal,[],1629641,,,1610612752,95,92,2021-05-16T19:23:32Z,5710000,,,0,,R. Langford personal FOUL (4 PF),"[1629641, 203944]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,201640.0,4.0,0.0,Randle,203944.0,
587,PT00M24.90S,2021-05-16T19:23:27.5Z,4,REGULAR,substitution,out,[],1628373,,,1610612752,95,92,2021-05-16T19:23:46Z,5730000,,,0,,SUB out: F. Ntilikina,[1628373],1610612752.0,NYK,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT00M24.90S,2021-05-16T19:23:27.5Z,4,REGULAR,substitution,in,[],202692,,,1610612752,95,92,2021-05-16T19:23:46Z,5740000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT00M24.90S,2021-05-16T19:23:27.5Z,4,REGULAR,substitution,out,[],203457,,,1610612752,95,92,2021-05-16T19:24:04Z,5750000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT00M24.90S,2021-05-16T19:23:27.5Z,4,REGULAR,substitution,out,[],1628436,,,1610612752,95,92,2021-05-16T19:24:04Z,5760000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT00M24.90S,2021-05-16T19:23:27.5Z,4,REGULAR,substitution,in,[],1630193,,,1610612752,95,92,2021-05-16T19:24:04Z,5770000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT00M24.90S,2021-05-16T19:23:27.5Z,4,REGULAR,substitution,in,[],1628400,,,1610612752,95,92,2021-05-16T19:24:04Z,5780000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT00M12.30S,2021-05-16T19:24:33.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203953,,,1610612752,95,92,2021-05-16T19:24:42Z,5790000,,,0,,J. Parker take personal FOUL (3 PF) (Randle 2 FT),"[203953, 203944]",1610612738.0,BOS,take,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,101283.0,3.0,0.0,Randle,203944.0,
597,PT00M12.30S,2021-05-16T19:24:48.7Z,4,REGULAR,substitution,out,[],201565,,,1610612752,95,92,2021-05-16T19:25:19Z,5805000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT00M12.30S,2021-05-16T19:24:48.7Z,4,REGULAR,substitution,out,[],1630193,,,1610612752,95,92,2021-05-16T19:25:19Z,5807500,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT00M12.30S,2021-05-16T19:24:48.7Z,4,REGULAR,substitution,in,[],203457,,,1610612752,95,92,2021-05-16T19:25:19Z,5808750,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT00M12.30S,2021-05-16T19:24:48.7Z,4,REGULAR,substitution,in,[],1628373,,,1610612752,95,92,2021-05-16T19:25:19Z,5809375,,,0,,SUB in: F. Ntilikina,[1628373],1610612752.0,NYK,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT00M12.30S,2021-05-16T19:25:04.4Z,4,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,95,92,2021-05-16T19:25:04Z,5810000,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Missed,,,,,,,,,,,,,,,,,,,
596,PT00M12.30S,2021-05-16T19:25:04.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,95,92,2021-05-16T19:25:04Z,5820000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,595.0,,,,,,,,,,,,,,,,,,
601,PT00M12.30S,2021-05-16T19:25:39.2Z,4,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,96,92,2021-05-16T19:25:39Z,5830000,,,0,,J. Randle Free Throw 2 of 2 (20 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,20.0,,,,,,,,,,,,
602,PT00M07.30S,2021-05-16T19:25:46.7Z,4,REGULAR,3pt,Jump Shot,[],1629682,28.86005256241787,12.568933823529413,1610612738,96,92,2021-05-16T19:26:00Z,5840000,187.0,219.0,1,left,MISS T. Waters 28' pullup 3PT,[1629682],1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,28.8,Missed,,,,,,,,,,,,,,,,,,,
603,PT00M06.90S,2021-05-16T19:25:47.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,96,92,2021-05-16T19:26:00Z,5850000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,602.0,,,,,,,,,,,,,,,,,,
604,PT00M06.90S,2021-05-16T19:25:52.8Z,4,REGULAR,foul,personal,[],1628373,,,1610612738,96,92,2021-05-16T19:26:10Z,5860000,,,0,,F. Ntilikina loose ball personal FOUL (1 PF),"[1628373, 1629641]",1610612752.0,NYK,loose ball,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Langford,1629641.0,
606,PT00M03.40S,2021-05-16T19:26:14.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203953,27.414586070959263,80.95128676470588,1610612738,96,92,2021-05-16T19:27:30Z,5880000,-155.0,205.0,1,left,MISS J. Parker 25' pullup 3PT,[203953],1610612738.0,BOS,pullup,,,Parker,J. Parker,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
607,PT00M00.60S,2021-05-16T19:26:16.9Z,4,REGULAR,rebound,defensive,[],202692,,,1610612752,96,92,2021-05-16T19:26:16Z,5890000,,,0,,A. Burks REBOUND (Off:1 Def:5),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,606.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
608,PT00M00.00S,2021-05-16T19:26:20.0Z,4,REGULAR,period,end,[],0,,,1610612752,96,92,2021-05-16T19:26:20Z,5900000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT00M00.00S,2021-05-16T19:26:26.3Z,4,REGULAR,game,end,[],0,,,0,96,92,2021-05-16T19:26:26Z,5910000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
