actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
255,PT03M07.00S,2021-05-16T18:02:57.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202692,,,1610612738,42,37,2021-05-16T18:03:02Z,2520000,,,0,,A. Burks shooting personal FOUL (2 PF) (Langford 2 FT),"[202692, 1629641]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Langford,1629641.0,
257,PT03M07.00S,2021-05-16T18:03:18.7Z,2,REGULAR,freethrow,1 of 2,[],1629641,,,1610612738,42,38,2021-05-16T18:03:18Z,2540000,,,0,,R. Langford Free Throw 1 of 2 (8 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,,,,,,,8.0,,,,,,,,,,,,
258,PT03M07.00S,2021-05-16T18:03:33.8Z,2,REGULAR,freethrow,2 of 2,[],1629641,,,1610612738,42,39,2021-05-16T18:03:33Z,2550000,,,0,,R. Langford Free Throw 2 of 2 (9 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
259,PT02M57.00S,2021-05-16T18:03:49.5Z,2,REGULAR,3pt,Jump Shot,[],202692,32.40801576872536,38.794424019607845,1610612752,45,39,2021-05-16T18:10:53Z,2560000,56.0,252.0,1,left,A. Burks 25' 3PT pullup (11 PTS),[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,25.82,Made,,,,,,,11.0,,,,,,,,,,,,
260,PT02M37.00S,2021-05-16T18:04:08.7Z,2,REGULAR,3pt,Jump Shot,[],1628436,74.98357424441524,81.93167892156863,1610612738,45,39,2021-05-16T18:04:14Z,2570000,160.0,183.0,1,right,MISS L. Kornet 24' 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,24.27,Missed,,,,,,,,,,,,,,,,,,,
261,PT02M35.00S,2021-05-16T18:04:10.7Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,45,39,2021-05-16T18:04:14Z,2580000,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,260.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
262,PT02M24.00S,2021-05-16T18:04:28.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629641,,,1610612752,45,39,2021-05-16T18:07:57Z,2590000,,,0,,R. Langford personal FOUL (3 PF) (Barrett 2 FT),"[1629641, 1629628]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,1627964.0,3.0,0.0,Barrett,1629628.0,
264,PT02M24.00S,2021-05-16T18:04:48.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,45,39,2021-05-16T18:04:48Z,2610000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M24.00S,2021-05-16T18:04:48.5Z,2,REGULAR,substitution,out,[],1629641,,,1610612752,45,39,2021-05-16T18:07:40Z,2620000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M24.00S,2021-05-16T18:04:48.5Z,2,REGULAR,substitution,out,[],1628436,,,1610612752,45,39,2021-05-16T18:07:40Z,2630000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M24.00S,2021-05-16T18:04:48.5Z,2,REGULAR,substitution,out,[],1628400,,,1610612752,45,39,2021-05-16T18:07:40Z,2640000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M24.00S,2021-05-16T18:04:48.5Z,2,REGULAR,substitution,in,[],1630174,,,1610612752,45,39,2021-05-16T18:07:40Z,2650000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M24.00S,2021-05-16T18:04:48.5Z,2,REGULAR,substitution,in,[],1629605,,,1610612752,45,39,2021-05-16T18:07:40Z,2660000,,,0,,SUB in: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M24.00S,2021-05-16T18:04:48.5Z,2,REGULAR,substitution,in,[],1629035,,,1610612752,45,39,2021-05-16T18:07:40Z,2670000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M24.00S,2021-05-16T18:08:03.5Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,46,39,2021-05-16T18:08:03Z,2680000,,,0,,R. Barrett Free Throw 1 of 2 (5 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
273,PT02M24.00S,2021-05-16T18:08:14.4Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,47,39,2021-05-16T18:08:14Z,2690000,,,0,,R. Barrett Free Throw 2 of 2 (6 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
274,PT02M10.00S,2021-05-16T18:08:29.7Z,2,REGULAR,turnover,bad pass,[],1629035,,,1610612738,47,39,2021-05-16T18:08:32Z,2700000,,,0,,C. Edwards bad pass TURNOVER (1 TO),"[1629035, 203457]",1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,1.0,Noel,203457.0,,,,,,
275,PT02M10.00S,2021-05-16T18:08:29.7Z,2,REGULAR,steal,,[],203457,,,1610612752,47,39,2021-05-16T18:08:31Z,2710000,,,0,,N. Noel STEAL (1 STL),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M07.00S,2021-05-16T18:08:34.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203457,7.30946123521682,49.57873774509804,1610612752,49,39,2021-05-16T18:12:19Z,2720000,2.0,16.0,1,left,N. Noel running alley-oop DUNK (2 PTS) (R. Barrett 2 AST),"[203457, 1629628]",1610612752.0,NYK,running alley-oop,,,Noel,N. Noel,,,,,1.63,Made,,,,,,,2.0,R. Barrett,1629628.0,2.0,,,,,,,,,
278,PT01M42.00S,2021-05-16T18:09:04.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,84.97043363994744,51.294424019607845,1610612738,49,39,2021-05-16T18:09:13Z,2740000,6.0,89.0,1,right,MISS P. Pritchard 8' driving bank Shot,[1630202],1610612738.0,BOS,driving bank,,,Pritchard,P. Pritchard,,,,,8.9,Missed,,,,,,,,,,,,,,,,,,,
279,PT01M40.00S,2021-05-16T18:09:06.2Z,2,REGULAR,rebound,defensive,[],203493,,,1610612752,49,39,2021-05-16T18:09:13Z,2750000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,278.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
280,PT01M37.00S,2021-05-16T18:09:10.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,6.389618922470433,50.80422794117647,1610612752,51,39,2021-05-16T18:09:19Z,2760000,-4.0,8.0,1,left,R. Barrett driving Layup (8 PTS) (R. Bullock 1 AST),"[1629628, 203493]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,0.86,Made,,,,,,,8.0,R. Bullock,203493.0,1.0,,,,,,,,,
281,PT01M37.00S,2021-05-16T18:09:13.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630202,,,1610612752,51,39,2021-05-16T18:09:33Z,2770000,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Barrett 1 FT),"[1630202, 1629628]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Barrett,1629628.0,
283,PT01M37.00S,2021-05-16T18:09:34.5Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629628,,,1610612752,51,39,2021-05-16T18:09:39Z,2790000,,,0,,MISS R. Barrett Free Throw 1 of 1,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
284,PT01M35.00S,2021-05-16T18:09:36.5Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,51,39,2021-05-16T18:09:39Z,2800000,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,283.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
285,PT01M22.00S,2021-05-16T18:09:47.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629035,92.9862023653088,51.294424019607845,1610612738,51,39,2021-05-16T18:09:51Z,2810000,6.0,13.0,1,right,MISS C. Edwards driving Layup - blocked,"[1629035, 203457]",1610612738.0,BOS,driving,,,Edwards,C. Edwards,,,,,1.49,Missed,,,,,Noel,203457.0,,,,,,,,,,,,,
286,PT01M22.00S,2021-05-16T18:09:47.0Z,2,REGULAR,block,,[],203457,,,1610612738,51,39,2021-05-16T18:28:31Z,2820000,,,0,,N. Noel BLOCK (1 BLK),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT01M20.00S,2021-05-16T18:09:49.0Z,2,REGULAR,rebound,offensive,[],1629605,,,1610612738,51,39,2021-05-16T18:09:51Z,2830000,,,0,,T. Fall REBOUND (Off:3 Def:2),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,285.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
288,PT01M18.00S,2021-05-16T18:09:51.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,65.25952693823915,49.08854166666667,1610612738,51,39,2021-05-16T18:09:54Z,2840000,-5.0,274.0,1,right,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,,
289,PT01M16.00S,2021-05-16T18:09:53.1Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,51,39,2021-05-16T18:09:54Z,2850000,,,0,,J. Randle REBOUND (Off:0 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,288.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
290,PT01M01.00S,2021-05-16T18:10:12.1Z,2,REGULAR,turnover,traveling,[],202692,,,1610612752,51,39,2021-05-16T18:10:17Z,2860000,,,0,,A. Burks traveling TURNOVER (1 TO),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,1.0,,,201640.0,,,,,
291,PT00M47.60S,2021-05-16T18:10:38.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629035,72.88107752956637,18.206188725490197,1610612738,51,39,2021-05-16T18:16:18Z,2870000,-159.0,202.0,1,right,MISS C. Edwards 25' pullup 3PT,[1629035],1610612738.0,BOS,pullup,,,Edwards,C. Edwards,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
292,PT00M45.60S,2021-05-16T18:10:40.1Z,2,REGULAR,rebound,offensive,[],1630174,,,1610612738,51,39,2021-05-16T18:10:45Z,2880000,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,291.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
293,PT00M42.20S,2021-05-16T18:10:43.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630174,94.56307490144546,50.55912990196079,1610612738,51,39,2021-05-16T18:10:49Z,2890000,3.0,-1.0,1,right,MISS A. Nesmith driving Layup - blocked,"[1630174, 203457]",1610612738.0,BOS,driving,,,Nesmith,A. Nesmith,,,,,0.31,Missed,,,,,Noel,203457.0,,,,,,,,,,,,,
294,PT00M42.20S,2021-05-16T18:10:43.5Z,2,REGULAR,block,,[],203457,,,1610612738,51,39,2021-05-16T18:10:45Z,2900000,,,0,,N. Noel BLOCK (2 BLK),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT00M40.20S,2021-05-16T18:10:45.5Z,2,REGULAR,rebound,defensive,[],203493,,,1610612752,51,39,2021-05-16T18:10:49Z,2910000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,293.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
296,PT00M35.70S,2021-05-16T18:10:50.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203493,31.61957950065703,26.784620098039213,1610612752,54,39,2021-05-16T18:10:58Z,2920000,116.0,245.0,1,left,R. Bullock 27' 3PT  (9 PTS) (J. Randle 4 AST),"[203493, 203944]",1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,27.08,Made,,,,,,,9.0,J. Randle,203944.0,4.0,,,,,,,,,
298,PT00M29.60S,2021-05-16T18:11:00.3Z,2,REGULAR,3pt,Jump Shot,[],1630202,70.51576872536137,74.08854166666666,1610612738,54,39,2021-05-16T18:17:30Z,2940000,120.0,225.0,1,right,MISS P. Pritchard 25' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
299,PT00M27.80S,2021-05-16T18:11:02.1Z,2,REGULAR,rebound,defensive,[],203493,,,1610612752,54,39,2021-05-16T18:11:07Z,2950000,,,0,,R. Bullock REBOUND (Off:0 Def:3),[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,298.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
300,PT00M05.40S,2021-05-16T18:11:24.8Z,2,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,54,39,2021-05-16T18:11:30Z,2960000,,,0,,J. Randle bad pass out-of-bounds TURNOVER (2 TO),[203944],1610612752.0,NYK,bad pass,,,Randle,J. Randle,,,,,,,,,,,,,,,,,2.0,,,101283.0,,,,,
301,PT00M05.40S,2021-05-16T18:11:24.9Z,2,REGULAR,substitution,out,[],1629605,,,1610612738,54,39,2021-05-16T18:11:49Z,2970000,,,0,,SUB out: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M05.40S,2021-05-16T18:11:24.9Z,2,REGULAR,substitution,in,[],1629682,,,1610612738,54,39,2021-05-16T18:11:49Z,2980000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M01.00S,2021-05-16T18:11:51.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629682,66.5735873850197,33.40226715686275,1610612738,54,39,2021-05-16T18:18:07Z,2990000,-83.0,262.0,1,right,MISS T. Waters 27' pullup 3PT,[1629682],1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,27.45,Missed,,,,,,,,,,,,,,,,,,,
304,PT00M01.00S,2021-05-16T18:11:51.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,54,39,2021-05-16T18:11:57Z,3000000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,303.0,,,,,,,,,,,,,,,,,,
305,PT00M00.00S,2021-05-16T18:11:56.2Z,2,REGULAR,period,end,[],0,,,1610612738,54,39,2021-05-16T18:11:56Z,3010000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2021-05-16T18:27:01.0Z,3,REGULAR,substitution,out,['startperiod'],202692,,,1610612738,54,39,2021-05-16T18:27:32Z,3020000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2021-05-16T18:27:01.0Z,3,REGULAR,substitution,out,['startperiod'],1630174,,,1610612738,54,39,2021-05-16T18:27:32Z,3030000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2021-05-16T18:27:01.0Z,3,REGULAR,substitution,out,['startperiod'],1629035,,,1610612738,54,39,2021-05-16T18:27:32Z,3040000,,,0,,SUB out: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2021-05-16T18:27:01.0Z,3,REGULAR,substitution,out,['startperiod'],1629682,,,1610612738,54,39,2021-05-16T18:27:32Z,3050000,,,0,,SUB out: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2021-05-16T18:27:01.0Z,3,REGULAR,substitution,in,['startperiod'],203901,,,1610612738,54,39,2021-05-16T18:27:32Z,3060000,,,0,,SUB in: E. Payton,[203901],1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2021-05-16T18:27:01.0Z,3,REGULAR,substitution,in,['startperiod'],1629641,,,1610612738,54,39,2021-05-16T18:27:32Z,3070000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2021-05-16T18:27:01.0Z,3,REGULAR,substitution,in,['startperiod'],1628436,,,1610612738,54,39,2021-05-16T18:27:32Z,3080000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-05-16T18:27:01.0Z,3,REGULAR,substitution,in,['startperiod'],1628400,,,1610612738,54,39,2021-05-16T18:27:32Z,3090000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2021-05-16T18:27:33.3Z,3,REGULAR,period,start,[],0,,,1610612752,54,39,2021-05-16T18:27:33Z,3100000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT11M40.00S,2021-05-16T18:27:53.0Z,3,REGULAR,3pt,Jump Shot,[],203944,68.80749014454665,32.421875,1610612752,54,39,2021-05-16T18:27:59Z,3110000,-88.0,241.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
317,PT11M38.00S,2021-05-16T18:27:55.0Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,54,39,2021-05-16T18:27:59Z,3120000,,,0,,G. Williams REBOUND (Off:1 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,316.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
318,PT11M24.00S,2021-05-16T18:28:08.3Z,3,REGULAR,3pt,Jump Shot,[],1628400,5.732588699080158,3.5003063725490198,1610612738,54,39,2021-05-16T18:28:13Z,3130000,232.0,1.0,1,left,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,,
319,PT11M22.00S,2021-05-16T18:28:10.3Z,3,REGULAR,rebound,defensive,[],203901,,,1610612752,54,39,2021-05-16T18:28:13Z,3140000,,,0,,E. Payton REBOUND (Off:0 Def:1),[203901],1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,318.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
320,PT11M19.00S,2021-05-16T18:28:17.3Z,3,REGULAR,foul,personal,['2freethrow'],1628400,,,1610612752,54,39,2021-05-16T18:28:29Z,3150000,,,0,,S. Ojeleye shooting personal FOUL (1 PF) (Barrett 2 FT),"[1628400, 1629628]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Barrett,1629628.0,
322,PT11M19.00S,2021-05-16T18:28:38.7Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,54,39,2021-05-16T18:28:38Z,3170000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
323,PT11M19.00S,2021-05-16T18:28:38.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,54,39,2021-05-16T18:28:38Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,322.0,,,,,,,,,,,,,,,,,,
324,PT11M19.00S,2021-05-16T18:28:49.3Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,55,39,2021-05-16T18:28:49Z,3190000,,,0,,R. Barrett Free Throw 2 of 2 (9 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
325,PT11M08.00S,2021-05-16T18:29:01.1Z,3,REGULAR,turnover,bad pass,[],1629641,,,1610612738,55,39,2021-05-16T18:29:04Z,3200000,,,0,,R. Langford bad pass TURNOVER (2 TO),"[1629641, 203457]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,2.0,Noel,203457.0,,,,,,
326,PT11M08.00S,2021-05-16T18:29:01.1Z,3,REGULAR,steal,,[],203457,,,1610612752,55,39,2021-05-16T18:29:02Z,3210000,,,0,,N. Noel STEAL (2 STL),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT10M58.00S,2021-05-16T18:29:11.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203901,94.43166885676742,53.50030637254902,1610612752,55,39,2021-05-16T18:29:19Z,3220000,18.0,0.0,1,right,MISS E. Payton driving DUNK - blocked,"[203901, 1628436]",1610612752.0,NYK,driving,,,Payton,E. Payton,,,,,1.75,Missed,,,,,Kornet,1628436.0,,,,,,,,,,,,,
328,PT10M58.00S,2021-05-16T18:29:11.0Z,3,REGULAR,block,,[],1628436,,,1610612752,55,39,2021-05-16T18:29:13Z,3230000,,,0,,L. Kornet BLOCK (3 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT10M56.00S,2021-05-16T18:29:13.0Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,55,39,2021-05-16T18:29:15Z,3240000,,,0,,P. Pritchard REBOUND (Off:1 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,327.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
330,PT10M50.00S,2021-05-16T18:29:19.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,26.49474375821288,81.68658088235294,1610612738,55,42,2021-05-16T18:29:24Z,3250000,-158.0,197.0,1,left,G. Williams 25' 3PT  (8 PTS) (P. Pritchard 3 AST),"[1629684, 1630202]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.25,Made,,,,,,,8.0,P. Pritchard,1630202.0,3.0,,,,,,,,,
332,PT10M21.00S,2021-05-16T18:29:49.2Z,3,REGULAR,3pt,Jump Shot,[],1629628,71.30420499342969,18.941482843137255,1610612752,55,42,2021-05-16T18:29:55Z,3270000,-155.0,217.0,1,right,MISS R. Barrett 26' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,,
333,PT10M19.00S,2021-05-16T18:29:51.2Z,3,REGULAR,rebound,defensive,[],1629641,,,1610612738,55,42,2021-05-16T18:29:55Z,3280000,,,0,,R. Langford REBOUND (Off:0 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,332.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
334,PT10M14.00S,2021-05-16T18:29:55.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,23.99802890932983,90.75520833333334,1610612738,55,42,2021-05-16T18:30:01Z,3290000,-204.0,173.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,,
335,PT10M12.00S,2021-05-16T18:29:57.7Z,3,REGULAR,rebound,defensive,[],203901,,,1610612752,55,42,2021-05-16T18:30:01Z,3300000,,,0,,E. Payton REBOUND (Off:0 Def:2),[203901],1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,334.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
336,PT09M48.00S,2021-05-16T18:30:21.5Z,3,REGULAR,2pt,Jump Shot,[],203901,82.7365308804205,68.69638480392157,1610612752,55,42,2021-05-16T18:30:27Z,3310000,93.0,110.0,1,right,MISS E. Payton 14' running pullup Shot,[203901],1610612752.0,NYK,running pullup,,,Payton,E. Payton,,,,,14.42,Missed,,,,,,,,,,,,,,,,,,,
337,PT09M46.00S,2021-05-16T18:30:23.5Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,55,42,2021-05-16T18:30:27Z,3320000,,,0,,G. Williams REBOUND (Off:1 Def:5),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,336.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
338,PT09M44.00S,2021-05-16T18:30:29.6Z,3,REGULAR,foul,personal,[],203493,,,1610612738,55,42,2021-05-16T18:30:35Z,3330000,,,0,,R. Bullock personal FOUL (1 PF),"[203493, 1629684]",1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Williams,1629684.0,
340,PT09M33.00S,2021-05-16T18:31:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,6.521024967148489,47.61795343137255,1610612738,55,44,2021-05-16T18:31:07Z,3350000,12.0,9.0,1,left,G. Williams driving Layup (10 PTS) (S. Ojeleye 1 AST),"[1629684, 1628400]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,1.48,Made,,,,,,,10.0,S. Ojeleye,1628400.0,1.0,,,,,,,,,
342,PT09M33.00S,2021-05-16T18:31:05.6Z,3,REGULAR,foul,personal,['1freethrow'],1629628,,,1610612738,55,44,2021-05-16T18:31:14Z,3370000,,,0,,R. Barrett shooting personal FOUL (3 PF) (Williams 1 FT),"[1629628, 1629684]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,201640.0,3.0,0.0,Williams,1629684.0,
