actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
98,PT04M04.00S,2021-05-25T23:50:00.3Z,1,REGULAR,3pt,Jump Shot,[],202689,67.09921156373193,48.353247549019606,1610612738,29,16,2021-05-25T23:59:39Z,920000,-8.0,257.0,1,right,MISS K. Walker 25' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Missed,,25.69,,,,,,,,,,,,
99,PT04M00.00S,2021-05-25T23:50:04.3Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,29,16,2021-05-25T23:50:05Z,930000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,
100,PT03M51.00S,2021-05-25T23:50:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,13.87976346911958,64.03952205882352,1610612751,29,16,2021-05-25T23:50:16Z,940000,-70.0,78.0,1,left,MISS K. Irving 10' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,,,Missed,,10.49,,,,,,,,,,,,
101,PT03M48.00S,2021-05-25T23:50:15.4Z,1,REGULAR,rebound,defensive,[],202689,,,1610612738,29,16,2021-05-25T23:50:30Z,950000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,100.0,2.0,2.0,0.0,,,,,
102,PT03M43.00S,2021-05-25T23:50:21.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203095,94.03745072273325,48.10814950980392,1610612738,29,18,2021-05-25T23:50:27Z,960000,-9.0,4.0,1,right,E. Fournier driving Layup (7 PTS),[203095],1610612738.0,BOS,driving,,,Fournier,E. Fournier,,,,,,,,,,Made,7.0,1.01,,,,,,,,,,,,
103,PT03M36.00S,2021-05-25T23:50:33.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,29,18,2021-05-25T23:50:33Z,970000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M21.00S,2021-05-25T23:54:27.5Z,1,REGULAR,3pt,Jump Shot,[],201145,5.338370565045992,97.61795343137256,1610612751,29,18,2021-05-25T23:54:33Z,980000,-238.0,-2.0,1,left,MISS J. Green 3PT,[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,Missed,,23.81,,,,,,,,,,,,
105,PT03M21.00S,2021-05-25T23:54:27.5Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,29,18,2021-05-25T23:54:33Z,990000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,
106,PT03M09.00S,2021-05-25T23:54:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,83.78777923784494,50.80422794117647,1610612738,29,18,2021-05-25T23:54:53Z,1000000,4.0,100.0,1,right,MISS E. Fournier 10' floating Shot,[203095],1610612738.0,BOS,floating,,,Fournier,E. Fournier,,,,,,,,,,Missed,,10.0,,,,,,,,,,,,
109,PT03M05.00S,2021-05-25T23:54:42.8Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,29,18,2021-05-25T23:54:42Z,1010000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,106.0,2.0,1.0,1.0,,,,,
110,PT03M05.00S,2021-05-25T23:54:42.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,29,20,2021-05-26T00:00:50Z,1020000,0.0,0.0,1,right,R. Williams III tip DUNK (2 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,,,Made,2.0,0.0,,,,,,,,,,,,
111,PT02M47.00S,2021-05-25T23:55:00.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,9.543363994743759,42.470894607843135,1610612751,29,20,2021-05-26T00:01:30Z,1030000,38.0,37.0,1,left,MISS K. Irving floating Shot,[202681],1610612751.0,BKN,floating,,,Irving,K. Irving,,,,,,,,,,Missed,,5.29,,,,,,,,,,,,
112,PT02M47.00S,2021-05-25T23:55:00.6Z,1,REGULAR,rebound,offensive,[],202681,,,1610612751,29,20,2021-05-25T23:57:15Z,1040000,,,0,,K. Irving REBOUND (Off:1 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,111.0,2.0,1.0,1.0,,,,,
113,PT02M43.00S,2021-05-25T23:55:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202681,5.590000152587891,50.0,1610612751,31,20,2021-05-25T23:55:04Z,1050000,0.0,0.0,1,left,K. Irving tip Layup (8 PTS),[202681],1610612751.0,BKN,tip,,,Irving,K. Irving,,,,,,,,,,Made,8.0,0.0,,,,,,,,,,,,
114,PT02M29.00S,2021-05-25T23:55:18.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203953,86.5473061760841,48.59834558823529,1610612738,31,22,2021-05-25T23:55:33Z,1060000,-7.0,74.0,1,right,J. Parker 7' turnaround fadeaway bank Jump Shot (2 PTS),[203953],1610612738.0,BOS,turnaround fadeaway bank,,,Parker,J. Parker,,,,,,,,,,Made,2.0,7.43,,,,,,,,,,,,
115,PT02M13.00S,2021-05-25T23:55:34.8Z,1,REGULAR,2pt,Jump Shot,[],201142,15.850854139290407,30.95128676470588,1610612751,31,22,2021-05-25T23:55:53Z,1070000,95.0,96.0,1,left,MISS K. Durant 13' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,Missed,,13.56,,,,,,,,,,,,
116,PT02M13.00S,2021-05-25T23:55:34.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,31,22,2021-05-25T23:55:53Z,1080000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,
117,PT02M13.00S,2021-05-25T23:55:42.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612738,31,22,2021-05-25T23:56:00Z,1090000,,,0,,B. Brown loose ball personal FOUL (1 PF) (Walker 2 FT),"[1628971, 202689]",1610612751.0,BKN,loose ball,,,Brown,B. Brown,,,,,1148.0,1.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,
119,PT02M13.00S,2021-05-25T23:56:23.8Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612738,31,22,2021-05-25T23:56:23Z,1110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M13.00S,2021-05-25T23:57:07.1Z,1,REGULAR,freethrow,1 of 2,[],202689,,,1610612738,31,23,2021-05-25T23:57:07Z,1120000,,,0,,K. Walker Free Throw 1 of 2 (6 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
123,PT02M13.00S,2021-05-25T23:57:08.9Z,1,REGULAR,substitution,out,[],203095,,,1610612738,31,23,2021-05-25T23:57:17Z,1130000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M13.00S,2021-05-25T23:57:08.9Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,31,23,2021-05-25T23:57:17Z,1140000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M13.00S,2021-05-25T23:57:27.0Z,1,REGULAR,freethrow,2 of 2,[],202689,,,1610612738,31,24,2021-05-25T23:57:27Z,1150000,,,0,,K. Walker Free Throw 2 of 2 (7 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
126,PT02M01.00S,2021-05-25T23:57:41.6Z,1,REGULAR,2pt,Jump Shot,[],201142,12.959921156373195,22.863051470588236,1610612751,31,24,2021-05-25T23:57:45Z,1160000,136.0,69.0,1,left,MISS K. Durant 15' Jump Shot - blocked,"[201142, 1628369]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Missed,,15.24,,,,,,,,,,,Tatum,1628369.0
127,PT02M01.00S,2021-05-25T23:57:41.6Z,1,REGULAR,block,,[],1628369,,,1610612751,31,24,2021-05-25T23:57:44Z,1170000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M57.00S,2021-05-25T23:57:45.6Z,1,REGULAR,rebound,offensive,[],201142,,,1610612751,31,24,2021-05-25T23:57:45Z,1180000,,,0,,K. Durant REBOUND (Off:1 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,126.0,3.0,2.0,1.0,,,,,
129,PT01M56.00S,2021-05-25T23:57:45.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201142,7.966491458607096,18.696384803921568,1610612751,33,24,2021-05-25T23:57:53Z,1190000,157.0,22.0,1,left,K. Durant 15' pullup Jump Shot (5 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,Made,5.0,15.81,,,,,,,,,,,,
130,PT01M45.00S,2021-05-25T23:57:56.8Z,1,REGULAR,2pt,Jump Shot,[],203953,90.3580814717477,71.39246323529412,1610612738,33,24,2021-05-25T23:58:01Z,1200000,107.0,38.0,1,right,MISS J. Parker 11' fadeaway Shot,[203953],1610612738.0,BOS,fadeaway,,,Parker,J. Parker,,,,,,,,,,Missed,,11.36,,,,,,,,,,,,
131,PT01M42.00S,2021-05-25T23:57:59.8Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,33,24,2021-05-25T23:58:01Z,1210000,,,0,,K. Irving REBOUND (Off:1 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,130.0,3.0,2.0,1.0,,,,,
132,PT01M33.00S,2021-05-25T23:58:09.6Z,1,REGULAR,3pt,Jump Shot,[],1629013,28.728646517739815,23.598345588235293,1610612751,33,24,2021-05-25T23:58:13Z,1220000,132.0,218.0,1,left,MISS L. Shamet 25' 3PT,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,Missed,,25.44,,,,,,,,,,,,
133,PT01M29.00S,2021-05-25T23:58:13.6Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,33,24,2021-05-25T23:58:13Z,1230000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,132.0,3.0,2.0,1.0,,,,,
134,PT01M22.00S,2021-05-25T23:58:19.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.7562417871222,61.588541666666664,1610612738,33,24,2021-05-25T23:58:23Z,1240000,58.0,251.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,Missed,,25.72,,,,,,,,,,,,
135,PT01M19.00S,2021-05-25T23:58:22.0Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,33,24,2021-05-25T23:58:23Z,1250000,,,0,,K. Irving REBOUND (Off:1 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,134.0,4.0,3.0,1.0,,,,,
139,PT01M10.00S,2021-05-25T23:58:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,7.178055190538765,48.353247549019606,1610612751,35,24,2021-05-25T23:58:49Z,1290000,8.0,15.0,1,left,J. Green cutting Layup (4 PTS) (B. Brown 1 AST),"[201145, 1628971]",1610612751.0,BKN,cutting,,,Green,J. Green,,,,,,,,,,Made,4.0,1.71,B. Brown,1628971.0,1.0,,,,,,,,,
141,PT00M54.50S,2021-05-25T23:58:48.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,94.03745072273325,50.55912990196079,1610612738,35,24,2021-05-25T23:58:52Z,1310000,3.0,4.0,1,right,MISS R. Williams III alley-oop DUNK,[1629057],1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,,,Missed,,0.45,,,,,,,,,,,,
142,PT00M52.10S,2021-05-25T23:58:50.7Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,35,24,2021-05-25T23:58:52Z,1320000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,141.0,2.0,2.0,0.0,,,,,
143,PT00M44.00S,2021-05-25T23:58:58.9Z,1,REGULAR,3pt,Jump Shot,[],201142,27.283180026281208,22.37285539215686,1610612751,38,24,2021-05-25T23:59:03Z,1330000,138.0,204.0,1,left,K. Durant 24' 3PT  (8 PTS) (K. Irving 3 AST),"[201142, 202681]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,8.0,24.63,K. Irving,202681.0,3.0,,,,,,,,,
145,PT00M35.20S,2021-05-25T23:59:14.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612738,38,24,2021-05-25T23:59:30Z,1350000,,,0,,B. Brown shooting personal FOUL (2 PF) (Walker 2 FT),"[1628971, 202689]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,1151.0,2.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,
147,PT00M35.20S,2021-05-25T23:59:48.4Z,1,REGULAR,freethrow,1 of 2,[],202689,,,1610612738,38,25,2021-05-25T23:59:48Z,1370000,,,0,,K. Walker Free Throw 1 of 2 (8 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
148,PT00M35.20S,2021-05-25T23:59:49.1Z,1,REGULAR,substitution,out,[],1628971,,,1610612738,38,25,2021-05-25T23:59:58Z,1380000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M35.20S,2021-05-25T23:59:49.1Z,1,REGULAR,substitution,out,[],1629013,,,1610612738,38,25,2021-05-25T23:59:58Z,1390000,,,0,,SUB out: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M35.20S,2021-05-25T23:59:49.1Z,1,REGULAR,substitution,out,[],203953,,,1610612738,38,25,2021-05-25T23:59:58Z,1400000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M35.20S,2021-05-25T23:59:49.1Z,1,REGULAR,substitution,in,[],203925,,,1610612738,38,25,2021-05-25T23:59:58Z,1410000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M35.20S,2021-05-25T23:59:49.1Z,1,REGULAR,substitution,in,[],201935,,,1610612738,38,25,2021-05-25T23:59:58Z,1420000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M35.20S,2021-05-25T23:59:49.1Z,1,REGULAR,substitution,in,[],1630174,,,1610612738,38,25,2021-05-25T23:59:58Z,1430000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M35.20S,2021-05-26T00:00:13.4Z,1,REGULAR,freethrow,2 of 2,[],202689,,,1610612738,38,26,2021-05-26T00:00:13Z,1440000,,,0,,K. Walker Free Throw 2 of 2 (9 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
155,PT00M29.80S,2021-05-26T00:00:24.2Z,1,REGULAR,turnover,out-of-bounds,[],201935,,,1610612751,38,26,2021-05-26T00:00:35Z,1450000,,,0,,J. Harden bad pass out-of-bounds TURNOVER (1 TO),[201935],1610612751.0,BKN,bad pass,,,Harden,J. Harden,,,,,1151.0,,,,,,,,,,,,,,,1.0,,,,
157,PT00M05.80S,2021-05-26T00:01:05.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612738,38,26,2021-05-26T00:01:25Z,1470000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M02.90S,2021-05-26T00:01:17.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201145,5.075558475689881,49.333639705882355,1610612751,40,26,2021-05-26T00:01:36Z,1480000,3.0,-5.0,1,left,J. Green Layup (6 PTS) (K. Durant 2 AST),"[201145, 201142]",1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,Made,6.0,0.58,K. Durant,201142.0,2.0,,,,,,,,,
160,PT00M00.00S,2021-05-26T00:01:33.3Z,1,REGULAR,3pt,Jump Shot,[],203935,44.49737187910644,69.43167892156863,1610612738,40,26,2021-05-26T00:02:03Z,1500000,97.0,469.0,1,right,MISS M. Smart 47' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,47.92,,,,,,,,,,,,
161,PT00M00.00S,2021-05-26T00:01:33.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,40,26,2021-05-26T00:02:03Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,
162,PT00M00.00S,2021-05-26T00:01:43.6Z,1,REGULAR,period,end,[],0,,,1610612738,40,26,2021-05-26T00:01:43Z,1520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-05-26T00:02:25.0Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612738,40,26,2021-05-26T00:05:09Z,1530000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-05-26T00:02:25.0Z,2,REGULAR,substitution,out,['startperiod'],202681,,,1610612738,40,26,2021-05-26T00:05:09Z,1540000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-05-26T00:02:25.0Z,2,REGULAR,substitution,out,['startperiod'],202689,,,1610612738,40,26,2021-05-26T00:05:09Z,1550000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-05-26T00:02:25.0Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,40,26,2021-05-26T00:05:09Z,1560000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-05-26T00:02:25.0Z,2,REGULAR,substitution,in,['startperiod'],1629013,,,1610612738,40,26,2021-05-26T00:05:09Z,1570000,,,0,,SUB in: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-05-26T00:02:25.0Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612738,40,26,2021-05-26T00:05:09Z,1580000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-05-26T00:02:25.0Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612738,40,26,2021-05-26T00:05:09Z,1590000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-05-26T00:02:25.0Z,2,REGULAR,substitution,in,['startperiod'],203953,,,1610612738,40,26,2021-05-26T00:05:09Z,1600000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-05-26T00:05:10.1Z,2,REGULAR,period,start,[],0,,,1610612738,40,26,2021-05-26T00:05:10Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M47.00S,2021-05-26T00:05:25.6Z,2,REGULAR,turnover,out-of-bounds,[],203953,,,1610612738,40,26,2021-05-26T00:05:30Z,1620000,,,0,,J. Parker bad pass out-of-bounds TURNOVER (1 TO),[203953],1610612738.0,BOS,bad pass,,,Parker,J. Parker,,,,,1148.0,,,,,,,,,,,,,,,1.0,,,,
173,PT11M30.00S,2021-05-26T00:05:49.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201935,12.040078843626807,41.00030637254902,1610612751,40,26,2021-05-26T00:05:55Z,1630000,45.0,61.0,1,left,MISS J. Harden 7' floating Shot,[201935],1610612751.0,BKN,floating,,,Harden,J. Harden,,,,,,,,,,Missed,,7.56,,,,,,,,,,,,
174,PT11M28.00S,2021-05-26T00:05:51.7Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,40,26,2021-05-26T00:05:51Z,1640000,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,173.0,1.0,0.0,1.0,,,,,
175,PT11M27.00S,2021-05-26T00:05:53.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629651,6.258212877792378,50.314031862745104,1610612751,40,26,2021-05-26T00:05:57Z,1650000,-2.0,6.0,1,left,MISS N. Claxton putback Layup,[1629651],1610612751.0,BKN,putback,,,Claxton,N. Claxton,,,,,,,,,,Missed,,0.65,,,,,,,,,,,,
177,PT11M27.00S,2021-05-26T00:05:53.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,40,26,2021-05-26T00:05:57Z,1670000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,175.0,4.0,3.0,1.0,,,,,
178,PT11M21.00S,2021-05-26T00:05:58.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,71.04139290407359,76.78462009803921,1610612738,40,26,2021-05-26T00:06:09Z,1680000,134.0,220.0,1,right,MISS A. Nesmith 25' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,Missed,,25.73,,,,,,,,,,,,
179,PT11M18.00S,2021-05-26T00:06:01.7Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,40,26,2021-05-26T00:06:09Z,1690000,,,0,,J. Harden REBOUND (Off:1 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,178.0,2.0,1.0,1.0,,,,,
180,PT11M03.00S,2021-05-26T00:06:16.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,5.732588699080158,49.57873774509804,1610612751,40,26,2021-05-26T00:06:21Z,1700000,2.0,1.0,1,left,MISS N. Claxton Layup - blocked,"[1629651, 1628369]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Missed,,0.25,,,,,,,,,,,Tatum,1628369.0
181,PT11M03.00S,2021-05-26T00:06:16.7Z,2,REGULAR,block,,[],1628369,,,1610612751,40,26,2021-05-26T00:06:19Z,1710000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M00.00S,2021-05-26T00:06:19.7Z,2,REGULAR,rebound,defensive,[],203953,,,1610612738,40,26,2021-05-26T00:07:18Z,1720000,,,0,,J. Parker REBOUND (Off:0 Def:2),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,180.0,2.0,2.0,0.0,,,,,
183,PT10M59.00S,2021-05-26T00:06:24.9Z,2,REGULAR,foul,offensive,[],1628369,,,1610612738,40,26,2021-05-26T00:07:15Z,1730000,,,0,,J. Tatum charge offensive FOUL (2 PF),"[1628369, 1629013]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,1151.0,2.0,0.0,Shamet,1629013.0,,,,,,,,,,,,,,,
185,PT10M59.00S,2021-05-26T00:06:24.9Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,40,26,2021-05-26T00:07:15Z,1750000,,,0,,J. Tatum offensive foul TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1151.0,,,,,,,,,,,,,,,2.0,,,,
186,PT10M49.00S,2021-05-26T00:06:49.8Z,2,REGULAR,foul,personal,[],1630202,,,1610612751,40,26,2021-05-26T00:07:09Z,1760000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1629013]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,1148.0,1.0,0.0,Shamet,1629013.0,,,,,,,,,,,,,,,
188,PT10M43.00S,2021-05-26T00:07:14.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,31.35676741130092,39.77481617647059,1610612751,43,26,2021-05-26T00:07:22Z,1780000,51.0,242.0,1,left,J. Harden 24' 3PT step back (3 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,,,Made,3.0,24.76,,,,,,,,,,,,
189,PT10M24.00S,2021-05-26T00:07:35.8Z,2,REGULAR,foul,offensive,[],203953,,,1610612738,43,26,2021-05-26T00:07:45Z,1790000,,,0,,J. Parker offensive FOUL (1 PF),"[203953, 1629013]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,1148.0,1.0,0.0,Shamet,1629013.0,,,,,,,,,,,,,,,
191,PT10M24.00S,2021-05-26T00:07:35.8Z,2,REGULAR,turnover,offensive foul,[],203953,,,1610612738,43,26,2021-05-26T00:07:35Z,1810000,,,0,,J. Parker offensive foul TURNOVER (2 TO),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,1148.0,,,,,,,,,,,,,,,2.0,,,,
192,PT10M13.00S,2021-05-26T00:08:04.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,28.465834428383708,23.598345588235293,1610612751,46,26,2021-05-26T00:09:06Z,1820000,132.0,215.0,1,left,J. Harden 25' 3PT  (6 PTS) (N. Claxton 1 AST),"[201935, 1629651]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,Made,6.0,25.24,N. Claxton,1629651.0,1.0,,,,,,,,,
