actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
183,PT09M48.00S,2021-04-03T00:11:55.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,9.543363994743759,61.09834558823529,1610612745,37,29,2021-04-03T00:16:43Z,1810000,-55.0,37.0,1,left,MISS J. Tate 6' driving Hook,[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,6.68,Missed,,,,,,,,,,,,,,,,,,
184,PT09M45.00S,2021-04-03T00:11:58.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,37,29,2021-04-03T00:12:01Z,1820000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,183.0,3.0,3.0,0.0,,,,,,,,,,
185,PT09M41.00S,2021-04-03T00:12:00.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,68.15045992115637,20.412071078431374,1610612738,37,29,2021-04-03T00:12:14Z,1830000,-148.0,247.0,1,right,MISS P. Pritchard 28' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,28.78,Missed,,,,,,,,,,,,,,,,,,
186,PT09M39.00S,2021-04-03T00:12:02.7Z,2,REGULAR,rebound,defensive,[],202340,,,1610612745,37,29,2021-04-03T00:12:14Z,1840000,,,0,,A. Bradley REBOUND (Off:0 Def:2),[202340],1610612745.0,HOU,,,,Bradley,A. Bradley,,,,,,,,,,,185.0,2.0,2.0,0.0,,,,,,,,,,
187,PT09M21.00S,2021-04-03T00:12:20.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202340,8.754927726675426,46.63756127450981,1610612745,37,31,2021-04-03T00:12:26Z,1850000,17.0,30.0,1,left,A. Bradley driving Layup (2 PTS) (J. Tate 4 AST),"[202340, 1630256]",1610612745.0,HOU,driving,,,Bradley,A. Bradley,,,,,3.42,Made,2.0,J. Tate,1630256.0,4.0,,,,,,,,,,,,,,
188,PT09M09.00S,2021-04-03T00:12:36.0Z,2,REGULAR,turnover,discontinued dribble,[],1628369,,,1610612738,37,31,2021-04-03T00:12:45Z,1860000,,,0,,J. Tatum discontinued dribble TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,2529.0,1.0,,,,,,,,
189,PT09M09.00S,2021-04-03T00:12:40.3Z,2,REGULAR,substitution,out,[],202340,,,1610612745,37,31,2021-04-03T00:12:51Z,1870000,,,0,,SUB out: A. Bradley,[202340],1610612745.0,HOU,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M09.00S,2021-04-03T00:12:40.3Z,2,REGULAR,substitution,in,[],1628425,,,1610612745,37,31,2021-04-03T00:12:51Z,1880000,,,0,,SUB in: S. Brown,[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M58.00S,2021-04-03T00:13:07.5Z,2,REGULAR,foul,personal,[],203095,,,1610612745,37,31,2021-04-03T00:13:15Z,1890000,,,0,,E. Fournier personal FOUL (2 PF),"[203095, 203482]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,1628953.0,,2.0,0.0,Olynyk,203482.0,,,,
193,PT08M58.00S,2021-04-03T00:13:13.3Z,2,REGULAR,substitution,out,[],1629057,,,1610612745,37,31,2021-04-03T00:13:19Z,1910000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M58.00S,2021-04-03T00:13:13.3Z,2,REGULAR,substitution,in,[],1628436,,,1610612745,37,31,2021-04-03T00:13:19Z,1920000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M44.00S,2021-04-03T00:13:37.8Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612745,37,31,2021-04-03T00:13:47Z,1930000,,,0,,G. Williams shooting personal FOUL (1 PF) (Augustin 2 FT),"[1629684, 201571]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,1626300.0,,1.0,0.0,Augustin,201571.0,,,,
197,PT08M44.00S,2021-04-03T00:14:15.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201571,,,1610612745,37,32,2021-04-03T00:14:15Z,1950000,,,0,,D. Augustin Free Throw 1 of 2 (3 PTS),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
198,PT08M44.00S,2021-04-03T00:14:35.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201571,,,1610612745,37,33,2021-04-03T00:14:35Z,1960000,,,0,,D. Augustin Free Throw 2 of 2 (4 PTS),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
199,PT08M25.00S,2021-04-03T00:14:56.0Z,2,REGULAR,3pt,Jump Shot,[],1628436,68.01905387647832,75.3140318627451,1610612738,37,33,2021-04-03T00:15:02Z,1970000,127.0,248.0,1,right,MISS L. Kornet 27' 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,27.85,Missed,,,,,,,,,,,,,,,,,,
200,PT08M21.00S,2021-04-03T00:15:00.0Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612745,37,33,2021-04-03T00:15:02Z,1980000,,,0,,S. Brown REBOUND (Off:0 Def:1),[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,
201,PT08M02.00S,2021-04-03T00:15:18.6Z,2,REGULAR,3pt,Jump Shot,[],1628425,26.62614980289093,80.4610906862745,1610612745,37,36,2021-04-03T00:15:28Z,1990000,-152.0,198.0,1,left,S. Brown 24' 3PT  (6 PTS) (K. Olynyk 1 AST),"[1628425, 203482]",1610612745.0,HOU,,,,Brown,S. Brown,,,,,24.96,Made,6.0,K. Olynyk,203482.0,1.0,,,,,,,,,,,,,,
203,PT07M53.00S,2021-04-03T00:15:31.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,37,36,2021-04-03T00:15:31Z,2010000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M53.00S,2021-04-03T00:17:52.4Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,37,36,2021-04-03T00:18:19Z,2020000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M53.00S,2021-04-03T00:17:52.4Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,37,36,2021-04-03T00:18:19Z,2030000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M53.00S,2021-04-03T00:17:52.4Z,2,REGULAR,substitution,out,[],1630256,,,1610612738,37,36,2021-04-03T00:18:19Z,2040000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M53.00S,2021-04-03T00:17:52.4Z,2,REGULAR,substitution,out,[],203482,,,1610612738,37,36,2021-04-03T00:18:19Z,2050000,,,0,,SUB out: K. Olynyk,[203482],1610612745.0,HOU,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M53.00S,2021-04-03T00:17:52.4Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,37,36,2021-04-03T00:18:19Z,2060000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M53.00S,2021-04-03T00:17:52.4Z,2,REGULAR,substitution,in,[],202689,,,1610612738,37,36,2021-04-03T00:18:19Z,2070000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M53.00S,2021-04-03T00:17:52.4Z,2,REGULAR,substitution,in,[],1629645,,,1610612738,37,36,2021-04-03T00:18:19Z,2080000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M53.00S,2021-04-03T00:17:52.4Z,2,REGULAR,substitution,in,[],1626174,,,1610612738,37,36,2021-04-03T00:18:19Z,2090000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M43.00S,2021-04-03T00:18:34.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627759,88.78120893561103,49.333639705882355,1610612738,37,36,2021-04-03T00:21:13Z,2100000,-3.0,53.0,1,right,MISS J. Brown turnaround Hook,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,5.31,Missed,,,,,,,,,,,,,,,,,,
213,PT07M40.00S,2021-04-03T00:18:37.7Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,37,36,2021-04-03T00:18:45Z,2110000,,,0,,J. Brown REBOUND (Off:3 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,212.0,4.0,1.0,3.0,,,,,,,,,,
214,PT07M40.00S,2021-04-03T00:18:38.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,94.40999984741211,50.0,1610612738,37,36,2021-04-03T00:18:38Z,2120000,0.0,0.0,1,right,MISS J. Brown tip Layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
215,PT07M39.00S,2021-04-03T00:18:39.5Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,37,36,2021-04-03T00:18:39Z,2130000,,,0,,J. Brown REBOUND (Off:4 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,214.0,5.0,1.0,4.0,,,,,,,,,,
216,PT07M38.00S,2021-04-03T00:18:40.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,91.14651773981603,48.84344362745098,1610612738,37,36,2021-04-03T00:20:34Z,2140000,-6.0,31.0,1,right,MISS J. Brown putback Layup,[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,3.12,Missed,,,,,,,,,,,,,,,,,,
217,PT07M36.00S,2021-04-03T00:18:42.1Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,37,36,2021-04-03T00:24:30Z,2150000,,,0,,C. Wood REBOUND (Off:2 Def:4),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,216.0,6.0,4.0,2.0,,,,,,,,,,
218,PT07M30.00S,2021-04-03T00:18:48.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,5.732588699080158,50.314031862745104,1610612745,37,38,2021-04-03T00:18:54Z,2160000,-2.0,1.0,1,left,C. Wood cutting DUNK (12 PTS) (K. Porter Jr. 3 AST),"[1626174, 1629645]",1610612745.0,HOU,cutting,,,Wood,C. Wood,,,,,0.21,Made,12.0,K. Porter Jr.,1629645.0,3.0,,,,,,,,,,,,,,
220,PT07M12.00S,2021-04-03T00:19:05.5Z,2,REGULAR,3pt,Jump Shot,[],202689,64.99671484888306,45.65716911764706,1610612738,37,38,2021-04-03T00:19:12Z,2180000,-22.0,277.0,1,right,MISS K. Walker 27' step back 3PT,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,27.74,Missed,,,,,,,,,,,,,,,,,,
221,PT07M09.00S,2021-04-03T00:19:08.5Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612745,37,38,2021-04-03T00:19:12Z,2190000,,,0,,S. Brown REBOUND (Off:0 Def:2),[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,,,,,,,220.0,2.0,2.0,0.0,,,,,,,,,,
222,PT07M04.00S,2021-04-03T00:19:13.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201571,29.77989487516426,73.84344362745098,1610612745,37,38,2021-04-03T00:19:21Z,2200000,-119.0,227.0,1,left,MISS D. Augustin 25' pullup 3PT,[201571],1610612745.0,HOU,pullup,,,Augustin,D. Augustin,,,,,25.67,Missed,,,,,,,,,,,,,,,,,,
223,PT07M03.00S,2021-04-03T00:19:14.5Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,37,38,2021-04-03T00:19:21Z,2210000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,222.0,2.0,2.0,0.0,,,,,,,,,,
224,PT06M58.00S,2021-04-03T00:19:20.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,91.67214191852825,47.127757352941174,1610612738,39,38,2021-04-03T00:19:32Z,2220000,-14.0,26.0,1,right,J. Brown Layup (7 PTS) (K. Walker 3 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,2.95,Made,7.0,K. Walker,202689.0,3.0,,,,,,,,,,,,,,
226,PT06M33.00S,2021-04-03T00:19:45.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628425,8.754927726675426,49.82383578431372,1610612745,39,38,2021-04-03T00:19:55Z,2240000,1.0,30.0,1,left,MISS S. Brown driving Layup,[1628425],1610612745.0,HOU,driving,,,Brown,S. Brown,,,,,2.98,Missed,,,,,,,,,,,,,,,,,,
227,PT06M31.00S,2021-04-03T00:19:47.9Z,2,REGULAR,rebound,offensive,[],1626174,,,1610612745,39,38,2021-04-03T00:19:55Z,2250000,,,0,,C. Wood REBOUND (Off:3 Def:4),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,226.0,7.0,4.0,3.0,,,,,,,,,,
228,PT06M29.00S,2021-04-03T00:19:49.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,10.988830486202366,54.72579656862745,1610612745,39,38,2021-04-03T00:19:58Z,2260000,-24.0,51.0,1,left,MISS C. Wood putback Layup,[1626174],1610612745.0,HOU,putback,,,Wood,C. Wood,,,,,5.6,Missed,,,,,,,,,,,,,,,,,,
229,PT06M27.00S,2021-04-03T00:19:51.3Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,39,38,2021-04-03T00:19:58Z,2270000,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,228.0,2.0,2.0,0.0,,,,,,,,,,
230,PT06M17.00S,2021-04-03T00:20:01.4Z,2,REGULAR,3pt,Jump Shot,[],203095,91.93495400788436,94.921875,1610612738,39,38,2021-04-03T00:20:07Z,2280000,225.0,23.0,1,right,MISS E. Fournier 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,22.58,Missed,,,,,,,,,,,,,,,,,,
231,PT06M14.00S,2021-04-03T00:20:04.4Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612745,39,38,2021-04-03T00:20:07Z,2290000,,,0,,S. Brown REBOUND (Off:0 Def:3),[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,,,,,,,230.0,3.0,3.0,0.0,,,,,,,,,,
232,PT06M06.00S,2021-04-03T00:20:12.4Z,2,REGULAR,turnover,lost ball,[],1629645,,,1610612745,39,38,2021-04-03T00:20:18Z,2300000,,,0,,K. Porter Jr. lost ball TURNOVER (2 TO),"[1629645, 1627759]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,2.0,,,,,Brown,1627759.0,,
233,PT06M06.00S,2021-04-03T00:20:12.4Z,2,REGULAR,steal,,[],1627759,,,1610612738,39,38,2021-04-03T00:20:14Z,2310000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M00.00S,2021-04-03T00:20:18.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202689,91.5407358738502,45.90226715686275,1610612738,41,38,2021-04-03T00:20:27Z,2320000,-20.0,27.0,1,right,K. Walker running reverse Layup (8 PTS),[202689],1610612738.0,BOS,running reverse,,,Walker,K. Walker,,,,,3.39,Made,8.0,,,,,,,,,,,,,,,,,
235,PT05M48.00S,2021-04-03T00:20:30.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201571,7.30946123521682,53.990502450980394,1610612745,41,38,2021-04-03T00:26:05Z,2330000,-20.0,16.0,1,left,MISS D. Augustin driving finger roll Layup,[201571],1610612745.0,HOU,driving finger roll,,,Augustin,D. Augustin,,,,,2.57,Missed,,,,,,,,,,,,,,,,,,
236,PT05M46.00S,2021-04-03T00:20:32.3Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,41,38,2021-04-03T00:25:03Z,2340000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,235.0,3.0,3.0,0.0,,,,,,,,,,
268,PT05M45.00S,2021-04-03T00:20:40.4Z,2,REGULAR,turnover,lost ball,[],202689,,,1610612738,41,38,2021-04-03T00:29:32Z,2345000,,,0,,K. Walker lost ball TURNOVER (1 TO),"[202689, 1629645]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,1.0,,,,,Porter Jr.,1629645.0,,
269,PT05M45.00S,2021-04-03T00:20:40.4Z,2,REGULAR,steal,,[],1629645,,,1610612745,41,38,2021-04-03T00:25:53Z,2347500,,,0,,K. Porter Jr. STEAL (2 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M42.00S,2021-04-03T00:20:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630231,9.904730617608408,59.73498774509804,1610612745,41,38,2021-04-03T00:33:32Z,2350000,-49.0,41.0,1,left,MISS K. Martin Jr. 6' Layup,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,6.34,Missed,,,,,,,,,,,,,,,,,,
238,PT05M41.00S,2021-04-03T00:20:51.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,41,38,2021-04-03T00:33:32Z,2360000,,,0,,J. Brown REBOUND (Off:4 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,237.0,6.0,2.0,4.0,,,,,,,,,,
303,PT05M33.00S,2021-04-03T00:20:59.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,91.37647831800263,50.666360294117645,1610612738,41,38,2021-04-03T00:34:54Z,2370000,3.0,29.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 1630231]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.88,Missed,,,,,,,,,,,,,,,,,Martin Jr.,1630231.0
304,PT05M33.00S,2021-04-03T00:20:59.6Z,2,REGULAR,block,,[],1630231,,,1610612738,41,38,2021-04-03T00:34:54Z,2375000,,,0,,K. Martin Jr. BLOCK (1 BLK),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
305,PT05M32.00S,2021-04-03T00:21:00.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,41,38,2021-04-03T00:34:54Z,2377500,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,303.0,,,,,,,,,,,,,
306,PT05M32.00S,2021-04-03T00:21:04.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,41,38,2021-04-03T00:35:06Z,2378750,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M32.00S,2021-04-03T00:21:08.6Z,2,REGULAR,substitution,out,[],201571,,,1610612745,41,38,2021-04-03T00:34:54Z,2380000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M32.00S,2021-04-03T00:21:08.6Z,2,REGULAR,substitution,in,[],1627863,,,1610612745,41,38,2021-04-03T00:34:54Z,2390000,,,0,,SUB in: D. House Jr.,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M32.00S,2021-04-03T00:21:08.7Z,2,REGULAR,substitution,out,[],1629684,,,1610612745,41,38,2021-04-03T00:34:54Z,2395000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M32.00S,2021-04-03T00:21:08.7Z,2,REGULAR,substitution,in,[],203935,,,1610612745,41,38,2021-04-03T00:34:54Z,2397500,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M15.00S,2021-04-03T00:21:29.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,17.427726675427067,42.96109068627451,1610612745,41,38,2021-04-03T00:33:50Z,2400000,35.0,111.0,1,left,MISS K. Porter Jr. 11' Jump Shot - blocked,"[1629645, 203935]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,11.67,Missed,,,,,,,,,,,,,,,,,Smart,203935.0
243,PT05M15.00S,2021-04-03T00:21:29.3Z,2,REGULAR,block,,[],203935,,,1610612745,41,38,2021-04-03T00:21:36Z,2410000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M14.00S,2021-04-03T00:21:30.3Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,41,38,2021-04-03T00:39:11Z,2420000,,,0,,L. Kornet REBOUND (Off:0 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,242.0,3.0,3.0,0.0,,,,,,,,,,
245,PT05M05.00S,2021-04-03T00:21:39.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203935,65.65374507227332,58.15716911764706,1610612738,41,38,2021-04-03T00:21:59Z,2430000,41.0,270.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.35,Missed,,,,,,,,,,,,,,,,,,
246,PT05M01.00S,2021-04-03T00:21:43.3Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612745,41,38,2021-04-03T00:21:59Z,2440000,,,0,,S. Brown REBOUND (Off:0 Def:4),[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,,,,,,,245.0,4.0,4.0,0.0,,,,,,,,,,
247,PT04M48.00S,2021-04-03T00:21:56.4Z,2,REGULAR,turnover,bad pass,[],1626174,,,1610612745,41,38,2021-04-03T00:22:03Z,2450000,,,0,,C. Wood bad pass TURNOVER (2 TO),"[1626174, 203935]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,2.0,,,,,Smart,203935.0,,
248,PT04M48.00S,2021-04-03T00:21:56.4Z,2,REGULAR,steal,,[],203935,,,1610612738,41,38,2021-04-03T00:21:59Z,2460000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M47.00S,2021-04-03T00:22:00.2Z,2,REGULAR,foul,personal,[],1627863,,,1610612738,41,38,2021-04-03T00:22:14Z,2470000,,,0,,D. House Jr. take personal FOUL (1 PF),"[1627863, 1627759]",1610612745.0,HOU,take,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,1628953.0,,1.0,0.0,Brown,1627759.0,,,,
251,PT04M40.00S,2021-04-03T00:22:33.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,71.43561103810775,55.70618872549019,1610612738,43,38,2021-04-03T00:22:39Z,2490000,29.0,216.0,1,right,J. Brown 21' pullup Jump Shot (9 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,21.79,Made,9.0,,,,,,,,,,,,,,,,,
254,PT04M26.00S,2021-04-03T00:22:47.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628425,9.411957950065702,53.50030637254902,1610612745,43,40,2021-04-03T00:23:06Z,2500000,-18.0,36.0,1,left,S. Brown driving Layup (8 PTS) (K. Porter Jr. 4 AST),"[1628425, 1629645]",1610612745.0,HOU,driving,,,Brown,S. Brown,,,,,4.0,Made,8.0,K. Porter Jr.,1629645.0,4.0,,,,,,,,,,,,,,
255,PT04M14.00S,2021-04-03T00:22:58.9Z,2,REGULAR,3pt,Jump Shot,[],202689,66.44218134034165,59.872855392156865,1610612738,43,40,2021-04-03T00:23:10Z,2510000,49.0,263.0,1,right,MISS K. Walker 26' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,
256,PT04M14.00S,2021-04-03T00:22:58.9Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612745,43,40,2021-04-03T00:23:10Z,2520000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:2),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,255.0,3.0,2.0,1.0,,,,,,,,,,
257,PT04M04.00S,2021-04-03T00:23:09.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,7.30946123521682,49.82383578431372,1610612745,43,42,2021-04-03T00:23:14Z,2530000,1.0,16.0,1,left,K. Martin Jr. cutting DUNK (2 PTS) (K. Porter Jr. 5 AST),"[1630231, 1629645]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,1.62,Made,2.0,K. Porter Jr.,1629645.0,5.0,,,,,,,,,,,,,,
259,PT03M49.00S,2021-04-03T00:23:24.0Z,2,REGULAR,2pt,Jump Shot,[],203095,78.79434954007884,47.86305147058824,1610612738,43,42,2021-04-03T00:23:33Z,2550000,-11.0,147.0,1,right,MISS E. Fournier 14' turnaround fadeaway Shot,[203095],1610612738.0,BOS,turnaround fadeaway,,,Fournier,E. Fournier,,,,,14.72,Missed,,,,,,,,,,,,,,,,,,
260,PT03M46.00S,2021-04-03T00:23:27.0Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,43,42,2021-04-03T00:23:33Z,2560000,,,0,,C. Wood REBOUND (Off:3 Def:5),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,259.0,8.0,5.0,3.0,,,,,,,,,,
