actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
359,PT08M12.00S,2021-04-03T00:57:11.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628369,14.931011826544022,96.39246323529412,1610612738,62,49,2021-04-03T00:57:20Z,3450000,-232.0,88.0,1,left,J. Tatum 24' 3PT turnaround (18 PTS) (M. Smart 7 AST),"[1628369, 203935]",1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,24.81,Made,18.0,M. Smart,203935.0,7.0,,,,,,,,,,,,,,
361,PT07M58.00S,2021-04-03T00:57:24.6Z,3,REGULAR,3pt,Jump Shot,[],1630256,68.15045992115637,24.333639705882355,1610612745,62,52,2021-04-03T00:57:29Z,3470000,-128.0,247.0,1,right,J. Tate 27' 3PT  (7 PTS) (K. Porter Jr. 7 AST),"[1630256, 1629645]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,27.82,Made,7.0,K. Porter Jr.,1629645.0,7.0,,,,,,,,,,,,,,
363,PT07M40.00S,2021-04-03T00:57:43.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,29.77989487516426,30.706188725490197,1610612738,62,52,2021-04-03T01:00:15Z,3490000,96.0,227.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.7,Missed,,,,,,,,,,,,,,,,,,
364,PT07M37.00S,2021-04-03T00:57:46.1Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612745,62,52,2021-04-03T00:57:49Z,3500000,,,0,,C. Wood REBOUND (Off:3 Def:6),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,363.0,9.0,6.0,3.0,,,,,,,,,,
365,PT07M24.00S,2021-04-03T00:57:58.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628425,91.27792378449409,45.90226715686275,1610612745,62,52,2021-04-03T01:00:54Z,3510000,-20.0,29.0,1,right,MISS S. Brown Layup,[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,3.59,Missed,,,,,,,,,,,,,,,,,,
367,PT07M23.00S,2021-04-03T00:57:59.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,62,52,2021-04-03T00:58:07Z,3530000,,,0,,J. Brown REBOUND (Off:4 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,365.0,8.0,4.0,4.0,,,,,,,,,,
368,PT07M17.00S,2021-04-03T00:58:06.2Z,3,REGULAR,3pt,Jump Shot,[],1627759,30.831143232588698,71.39246323529412,1610612738,62,52,2021-04-03T00:58:13Z,3540000,-107.0,237.0,1,left,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,
369,PT07M15.00S,2021-04-03T00:58:08.2Z,3,REGULAR,rebound,defensive,[],1627863,,,1610612745,62,52,2021-04-03T00:58:13Z,3550000,,,0,,D. House Jr. REBOUND (Off:0 Def:2),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,368.0,2.0,2.0,0.0,,,,,,,,,,
370,PT07M07.00S,2021-04-03T00:58:18.3Z,3,REGULAR,foul,personal,[],1627759,,,1610612745,62,52,2021-04-03T00:58:27Z,3560000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 1626174]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1626300.0,,3.0,0.0,Wood,1626174.0,,,,
372,PT06M59.00S,2021-04-03T00:58:39.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,83.26215505913272,47.61795343137255,1610612745,62,52,2021-04-03T00:58:47Z,3580000,-12.0,105.0,1,right,MISS C. Wood 10' turnaround Shot,[1626174],1610612745.0,HOU,turnaround,,,Wood,C. Wood,,,,,10.55,Missed,,,,,,,,,,,,,,,,,,
373,PT06M57.00S,2021-04-03T00:58:41.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,62,52,2021-04-03T00:58:47Z,3590000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,372.0,8.0,8.0,0.0,,,,,,,,,,
374,PT06M41.00S,2021-04-03T00:58:58.1Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,62,52,2021-04-03T00:59:03Z,3600000,,,0,,J. Tatum bad pass TURNOVER (4 TO),"[1628369, 1629645]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,4.0,,,,,Porter Jr.,1629645.0,,
375,PT06M41.00S,2021-04-03T00:58:58.1Z,3,REGULAR,steal,,[],1629645,,,1610612745,62,52,2021-04-03T01:07:08Z,3610000,,,0,,K. Porter Jr. STEAL (3 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M33.00S,2021-04-03T00:59:05.8Z,3,REGULAR,turnover,bad pass,[],1629645,,,1610612745,62,52,2021-04-03T00:59:11Z,3620000,,,0,,K. Porter Jr. bad pass TURNOVER (4 TO),"[1629645, 203935]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,4.0,,,,,Smart,203935.0,,
377,PT06M33.00S,2021-04-03T00:59:05.8Z,3,REGULAR,steal,,[],203935,,,1610612738,62,52,2021-04-03T00:59:07Z,3630000,,,0,,M. Smart STEAL (3 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M28.00S,2021-04-03T00:59:10.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,6.521024967148489,46.88265931372549,1610612738,64,52,2021-04-03T00:59:20Z,3640000,16.0,9.0,1,left,J. Brown running alley-oop DUNK (12 PTS) (K. Walker 6 AST),"[1627759, 202689]",1610612738.0,BOS,running alley-oop,,,Brown,J. Brown,,,,,1.79,Made,12.0,K. Walker,202689.0,6.0,,,,,,,,,,,,,,
380,PT06M27.00S,2021-04-03T00:59:20.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,64,52,2021-04-03T00:59:20Z,3660000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M27.00S,2021-04-03T01:01:10.0Z,3,REGULAR,substitution,out,[],1628369,,,1610612745,64,52,2021-04-03T01:01:58Z,3670000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M27.00S,2021-04-03T01:01:10.0Z,3,REGULAR,substitution,out,[],1629057,,,1610612745,64,52,2021-04-03T01:01:58Z,3680000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M27.00S,2021-04-03T01:01:10.0Z,3,REGULAR,substitution,out,[],1628425,,,1610612745,64,52,2021-04-03T01:01:58Z,3690000,,,0,,SUB out: S. Brown,[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M27.00S,2021-04-03T01:01:10.0Z,3,REGULAR,substitution,out,[],1630256,,,1610612745,64,52,2021-04-03T01:01:58Z,3700000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M27.00S,2021-04-03T01:01:10.0Z,3,REGULAR,substitution,in,[],1628436,,,1610612745,64,52,2021-04-03T01:01:58Z,3710000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M27.00S,2021-04-03T01:01:10.0Z,3,REGULAR,substitution,in,[],203095,,,1610612745,64,52,2021-04-03T01:01:58Z,3720000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M27.00S,2021-04-03T01:01:10.0Z,3,REGULAR,substitution,in,[],202340,,,1610612745,64,52,2021-04-03T01:01:58Z,3730000,,,0,,SUB in: A. Bradley,[202340],1610612745.0,HOU,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M27.00S,2021-04-03T01:01:10.0Z,3,REGULAR,substitution,in,[],203482,,,1610612745,64,52,2021-04-03T01:01:58Z,3740000,,,0,,SUB in: K. Olynyk,[203482],1610612745.0,HOU,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M10.00S,2021-04-03T01:02:25.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203482,91.67214191852825,65.75520833333334,1610612745,64,52,2021-04-03T01:02:32Z,3750000,79.0,26.0,1,right,MISS K. Olynyk 8' turnaround bank Hook,[203482],1610612745.0,HOU,turnaround bank,,,Olynyk,K. Olynyk,,,,,8.29,Missed,,,,,,,,,,,,,,,,,,
390,PT06M08.00S,2021-04-03T01:02:27.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,64,52,2021-04-03T01:02:32Z,3760000,,,0,,J. Brown REBOUND (Off:4 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,389.0,9.0,5.0,4.0,,,,,,,,,,
391,PT05M57.00S,2021-04-03T01:02:42.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,64,52,2021-04-03T01:02:42Z,3770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M51.00S,2021-04-03T01:03:04.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,18.478975032851512,40.75520833333333,1610612738,66,52,2021-04-03T01:03:23Z,3780000,46.0,121.0,1,left,J. Brown 12' driving floating Jump Shot (14 PTS) (L. Kornet 1 AST),"[1627759, 1628436]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,12.97,Made,14.0,L. Kornet,1628436.0,1.0,,,,,,,,,,,,,,
395,PT05M25.00S,2021-04-03T01:03:36.9Z,3,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612745,66,52,2021-04-03T01:03:41Z,3810000,,,0,,L. Kornet shooting personal FOUL (2 PF) (Wood 2 FT),"[1628436, 1626174]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,,,,,,,,,,,1628953.0,,2.0,0.0,Wood,1626174.0,,,,
397,PT05M25.00S,2021-04-03T01:03:52.4Z,3,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,66,52,2021-04-03T01:03:52Z,3830000,,,0,,MISS C. Wood Free Throw 1 of 2,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,
398,PT05M25.00S,2021-04-03T01:03:52.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,66,52,2021-04-03T01:03:52Z,3840000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,397.0,,,,,,,,,,,,,
399,PT05M25.00S,2021-04-03T01:03:53.0Z,3,REGULAR,substitution,out,[],1627863,,,1610612745,66,52,2021-04-03T01:04:02Z,3850000,,,0,,SUB out: D. House Jr.,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M25.00S,2021-04-03T01:03:53.0Z,3,REGULAR,substitution,in,[],201571,,,1610612745,66,52,2021-04-03T01:04:02Z,3860000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M25.00S,2021-04-03T01:04:10.7Z,3,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,66,53,2021-04-03T01:04:10Z,3870000,,,0,,C. Wood Free Throw 2 of 2 (15 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
402,PT05M17.00S,2021-04-03T01:04:23.3Z,3,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,66,53,2021-04-03T01:04:32Z,3880000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (3 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,,,,,1628953.0,3.0,,,,,,,,
403,PT05M05.00S,2021-04-03T01:04:47.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202340,72.48685939553219,16.735600490196077,1610612745,66,53,2021-04-03T01:05:01Z,3890000,-166.0,206.0,1,right,MISS A. Bradley 26' 3PT,[202340],1610612745.0,HOU,,,,Bradley,A. Bradley,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,
404,PT05M02.00S,2021-04-03T01:04:50.3Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,66,53,2021-04-03T01:04:50Z,3900000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,403.0,2.0,2.0,0.0,,,,,,,,,,
405,PT04M51.00S,2021-04-03T01:05:01.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.886333771353483,54.23560049019608,1610612738,68,53,2021-04-03T01:05:09Z,3910000,-21.0,31.0,1,left,J. Brown driving Layup (16 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.76,Made,16.0,,,,,,,,,,,,,,,,,
406,PT04M51.00S,2021-04-03T01:05:09.0Z,3,REGULAR,foul,technical,['1freethrow'],1627759,,,1610612745,68,53,2021-04-03T01:05:22Z,3920000,,,0,,J. Brown technical FOUL (1 Tech),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,2529.0,,3.0,1.0,,,,,,
407,PT04M51.00S,2021-04-03T01:05:34.2Z,3,REGULAR,freethrow,1 of 1,[],201571,,,1610612745,68,54,2021-04-03T01:05:34Z,3930000,,,0,,D. Augustin technical Free Throw 1 of 1 (5 PTS),[201571],1610612745.0,HOU,technical,,,Augustin,D. Augustin,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
408,PT04M40.00S,2021-04-03T01:06:01.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612745,68,54,2021-04-03T01:06:10Z,3940000,,,0,,M. Smart shooting personal FOUL (4 PF) (Bradley 2 FT),"[203935, 202340]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,1628953.0,,4.0,0.0,Bradley,202340.0,,,,
410,PT04M40.00S,2021-04-03T01:06:24.2Z,3,REGULAR,freethrow,1 of 2,[],202340,,,1610612745,68,55,2021-04-03T01:06:49Z,3960000,,,0,,A. Bradley Free Throw 1 of 2 (3 PTS),[202340],1610612745.0,HOU,,,,Bradley,A. Bradley,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
411,PT04M40.00S,2021-04-03T01:06:24.9Z,3,REGULAR,substitution,out,[],203935,,,1610612745,68,55,2021-04-03T01:06:34Z,3970000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M40.00S,2021-04-03T01:06:24.9Z,3,REGULAR,substitution,in,[],1628369,,,1610612745,68,55,2021-04-03T01:06:34Z,3980000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M40.00S,2021-04-03T01:06:24.2Z,3,REGULAR,freethrow,2 of 2,[],202340,,,1610612745,68,55,2021-04-03T01:06:49Z,3990000,,,0,,MISS A. Bradley Free Throw 2 of 2,[202340],1610612745.0,HOU,,,,Bradley,A. Bradley,,,,,,Missed,,,,,,,,,,,,,,,,,,
414,PT04M37.00S,2021-04-03T01:06:27.2Z,3,REGULAR,rebound,defensive,[],203095,,,1610612738,68,55,2021-04-03T01:06:49Z,4000000,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,413.0,2.0,2.0,0.0,,,,,,,,,,
415,PT04M28.00S,2021-04-03T01:06:56.8Z,3,REGULAR,2pt,Jump Shot,[],1627759,8.229303547963205,26.049325980392158,1610612738,70,55,2021-04-03T01:07:05Z,4010000,120.0,25.0,1,left,J. Brown 12' Jump Shot (18 PTS) (K. Walker 7 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,12.24,Made,18.0,K. Walker,202689.0,7.0,,,,,,,,,,,,,,
417,PT04M11.00S,2021-04-03T01:07:13.4Z,3,REGULAR,3pt,Jump Shot,[],201571,71.17279894875165,16.00030637254902,1610612745,70,55,2021-04-03T01:07:18Z,4030000,-170.0,218.0,1,right,MISS D. Augustin 27' pullup 3PT,[201571],1610612745.0,HOU,pullup,,,Augustin,D. Augustin,,,,,27.68,Missed,,,,,,,,,,,,,,,,,,
418,PT04M09.00S,2021-04-03T01:07:15.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,70,55,2021-04-03T01:07:18Z,4040000,,,0,,J. Brown REBOUND (Off:4 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,417.0,10.0,6.0,4.0,,,,,,,,,,
419,PT04M01.00S,2021-04-03T01:07:22.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,26.49474375821288,82.66697303921569,1610612738,73,55,2021-04-03T01:07:28Z,4050000,-163.0,197.0,1,left,J. Tatum 25' 3PT  (21 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.56,Made,21.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,
421,PT03M46.00S,2021-04-03T01:07:38.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,92.59198423127464,53.255208333333336,1610612745,73,57,2021-04-03T01:07:45Z,4070000,16.0,17.0,1,right,C. Wood driving DUNK (17 PTS) (K. Olynyk 2 AST),"[1626174, 203482]",1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,2.36,Made,17.0,K. Olynyk,203482.0,2.0,,,,,,,,,,,,,,
423,PT03M28.00S,2021-04-03T01:07:56.1Z,3,REGULAR,2pt,Jump Shot,[],1628369,5.469776609724048,74.57873774509804,1610612738,73,57,2021-04-03T01:08:04Z,4090000,-123.0,-1.0,1,left,MISS J. Tatum 12' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,12.29,Missed,,,,,,,,,,,,,,,,,,
424,PT03M25.00S,2021-04-03T01:07:59.1Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612745,73,57,2021-04-03T01:08:04Z,4100000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:4),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,423.0,5.0,4.0,1.0,,,,,,,,,,
461,PT03M22.00S,2021-04-03T01:08:00.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,88.51839684625493,52.029718137254896,1610612745,73,57,2021-04-03T01:13:17Z,4105000,10.0,55.0,1,right,MISS K. Porter Jr. Layup - blocked,"[1629645, 1628369]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,5.63,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0
462,PT03M22.00S,2021-04-03T01:08:00.6Z,3,REGULAR,block,,[],1628369,,,1610612745,73,57,2021-04-03T01:12:25Z,4107500,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M22.00S,2021-04-03T01:08:00.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,73,57,2021-04-03T01:12:25Z,4108750,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,461.0,,,,,,,,,,,,,
470,PT03M22.00S,2021-04-03T01:08:11.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,73,57,2021-04-03T01:13:48Z,4114375,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M22.00S,2021-04-03T01:08:21.7Z,3,REGULAR,substitution,out,[],1626174,,,1610612738,73,57,2021-04-03T01:08:25Z,4120000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M22.00S,2021-04-03T01:08:21.7Z,3,REGULAR,substitution,in,[],1630231,,,1610612738,73,57,2021-04-03T01:08:25Z,4130000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M12.00S,2021-04-03T01:08:33.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,7.30946123521682,49.82383578431372,1610612738,75,57,2021-04-03T01:12:31Z,4140000,1.0,16.0,1,left,J. Brown driving DUNK (20 PTS) (K. Walker 8 AST),"[1627759, 202689]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.62,Made,20.0,K. Walker,202689.0,8.0,,,,,,,,,,,,,,
429,PT03M01.00S,2021-04-03T01:08:44.3Z,3,REGULAR,3pt,Jump Shot,[],1629645,66.5735873850197,69.67677696078431,1610612745,75,57,2021-04-03T01:08:52Z,4150000,98.0,262.0,1,right,MISS K. Porter Jr. 27' pullup 3PT,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,27.96,Missed,,,,,,,,,,,,,,,,,,
430,PT02M55.00S,2021-04-03T01:08:50.3Z,3,REGULAR,rebound,offensive,[],1630231,,,1610612745,75,57,2021-04-03T01:08:52Z,4160000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,429.0,2.0,1.0,1.0,,,,,,,,,,
431,PT02M55.00S,2021-04-03T01:08:50.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630231,94.40999984741211,50.0,1610612745,75,59,2021-04-03T01:08:50Z,4170000,0.0,0.0,1,right,K. Martin Jr. tip DUNK (4 PTS),[1630231],1610612745.0,HOU,tip,,,Martin Jr.,K. Martin Jr.,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,
432,PT02M42.00S,2021-04-03T01:09:05.3Z,3,REGULAR,foul,personal,['2freethrow'],203482,,,1610612738,75,59,2021-04-03T01:09:23Z,4180000,,,0,,K. Olynyk shooting personal FOUL (3 PF) (Brown 2 FT),"[203482, 1627759]",1610612745.0,HOU,shooting,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,2529.0,,3.0,0.0,Brown,1627759.0,,,,
434,PT02M42.00S,2021-04-03T01:09:37.8Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,76,59,2021-04-03T01:09:37Z,4200000,,,0,,J. Brown Free Throw 1 of 2 (21 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
449,PT02M42.00S,2021-04-03T01:09:38.1Z,3,REGULAR,substitution,out,[],1629645,,,1610612738,76,59,2021-04-03T01:11:10Z,4205000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M42.00S,2021-04-03T01:09:38.1Z,3,REGULAR,substitution,in,[],1626174,,,1610612738,76,59,2021-04-03T01:11:10Z,4207500,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M42.00S,2021-04-03T01:09:38.4Z,3,REGULAR,substitution,out,[],202689,,,1610612738,76,59,2021-04-03T01:09:42Z,4210000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M42.00S,2021-04-03T01:09:38.4Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,76,59,2021-04-03T01:09:42Z,4220000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M42.00S,2021-04-03T01:09:58.0Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,77,59,2021-04-03T01:09:58Z,4230000,,,0,,J. Brown Free Throw 2 of 2 (22 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
438,PT02M23.00S,2021-04-03T01:10:18.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202340,92.9862023653088,53.255208333333336,1610612745,77,61,2021-04-03T01:10:29Z,4240000,16.0,13.0,1,right,A. Bradley driving reverse Layup (5 PTS) (C. Wood 2 AST),"[202340, 1626174]",1610612745.0,HOU,driving reverse,,,Bradley,A. Bradley,,,,,2.11,Made,5.0,C. Wood,1626174.0,2.0,,,,,,,,,,,,,,
440,PT02M13.00S,2021-04-03T01:10:27.1Z,3,REGULAR,3pt,Jump Shot,[],203095,31.61957950065703,60.11795343137255,1610612738,77,61,2021-04-03T01:10:35Z,4260000,-51.0,245.0,1,left,MISS E. Fournier 24' 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,
441,PT02M13.00S,2021-04-03T01:10:27.1Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612745,77,61,2021-04-03T01:10:35Z,4270000,,,0,,C. Wood REBOUND (Off:3 Def:7),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,440.0,10.0,7.0,3.0,,,,,,,,,,
442,PT02M02.00S,2021-04-03T01:10:38.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,91.93495400788436,47.372855392156865,1610612745,77,63,2021-04-03T01:13:08Z,4280000,-13.0,23.0,1,right,C. Wood cutting DUNK (19 PTS) (D. Augustin 1 AST),"[1626174, 201571]",1610612745.0,HOU,cutting,,,Wood,C. Wood,,,,,2.67,Made,19.0,D. Augustin,201571.0,1.0,,,,,,,,,,,,,,
444,PT01M37.00S,2021-04-03T01:11:04.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,8.886333771353483,44.18658088235294,1610612738,77,63,2021-04-03T01:13:35Z,4300000,29.0,31.0,1,left,MISS J. Brown driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,4.25,Missed,,,,,,,,,,,,,,,,,,
