actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
542,PT02M18.00S,2021-04-20T01:30:50.5Z,4,REGULAR,block,,[],1630172,,,1610612738,90,92,2021-04-20T01:30:53Z,5320000,,,0,,P. Williams BLOCK (2 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT02M15.00S,2021-04-20T01:30:53.5Z,4,REGULAR,rebound,defensive,[],1630172,,,1610612741,90,92,2021-04-20T01:30:59Z,5330000,,,0,,P. Williams REBOUND (Off:0 Def:6),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,541.0,6.0,6.0,0.0,,,,,,,,,,,,,
544,PT02M00.00S,2021-04-20T01:31:08.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.521024967148489,45.65716911764706,1610612741,90,94,2021-04-20T01:31:12Z,5340000,22.0,9.0,1,left,C. White driving finger roll Layup (15 PTS),[1629632],1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,,,2.34,Made,,,,,15.0,,,,,,,,,,,,
545,PT01M48.00S,2021-04-20T01:31:22.8Z,4,REGULAR,2pt,Jump Shot,[],1628369,83.919185282523,29.725796568627448,1610612738,90,94,2021-04-20T01:31:32Z,5350000,-101.0,99.0,1,right,MISS J. Tatum 14' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,14.15,Missed,,,,,,,,,,,,,,,,,
546,PT01M43.00S,2021-04-20T01:31:27.8Z,4,REGULAR,rebound,defensive,[],202066,,,1610612741,90,94,2021-04-20T01:31:32Z,5360000,,,0,,G. Temple REBOUND (Off:0 Def:4),[202066],1610612741.0,CHI,,,,Temple,G. Temple,,,,,,,,,545.0,4.0,4.0,0.0,,,,,,,,,,,,,
547,PT01M41.00S,2021-04-20T01:31:30.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630172,8.09789750328515,41.24540441176471,1610612741,90,96,2021-04-20T01:31:38Z,5370000,44.0,24.0,1,left,P. Williams running Layup (6 PTS) (G. Temple 4 AST),"[1630172, 202066]",1610612741.0,CHI,running,,,Williams,P. Williams,,,,,,,4.98,Made,,,,,6.0,G. Temple,202066.0,4.0,,,,,,,,,
549,PT01M36.00S,2021-04-20T01:31:40.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629632,,,1610612738,90,96,2021-04-20T01:31:53Z,5390000,,,0,,C. White shooting personal FOUL (2 PF) (Pritchard 2 FT),"[1629632, 1630202]",1610612741.0,CHI,shooting,,,White,C. White,,,,,204059.0,,,,,,,,,,,,,,,,2.0,0.0,Pritchard,1630202.0,
551,PT01M36.00S,2021-04-20T01:32:07.8Z,4,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,91,96,2021-04-20T01:32:07Z,5410000,,,0,,P. Pritchard Free Throw 1 of 2 (13 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,
552,PT01M36.00S,2021-04-20T01:32:13.7Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,91,96,2021-04-20T01:32:19Z,5420000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT01M36.00S,2021-04-20T01:32:13.7Z,4,REGULAR,substitution,in,[],1629641,,,1610612738,91,96,2021-04-20T01:32:19Z,5430000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT01M36.00S,2021-04-20T01:32:31.3Z,4,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,92,96,2021-04-20T01:32:31Z,5440000,,,0,,P. Pritchard Free Throw 2 of 2 (14 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,
555,PT01M21.00S,2021-04-20T01:32:48.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202066,9.017739816031538,59.13756127450981,1610612741,92,96,2021-04-20T01:32:56Z,5450000,-46.0,32.0,1,left,MISS G. Temple cutting finger roll Layup,[202066],1610612741.0,CHI,cutting finger roll,,,Temple,G. Temple,,,,,,,5.6,Missed,,,,,,,,,,,,,,,,,
557,PT01M18.00S,2021-04-20T01:32:51.2Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,92,96,2021-04-20T01:32:56Z,5470000,,,0,,R. Langford REBOUND (Off:0 Def:5),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,555.0,5.0,5.0,0.0,,,,,,,,,,,,,
558,PT01M12.00S,2021-04-20T01:32:56.4Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,92,96,2021-04-20T01:33:00Z,5480000,,,0,,J. Tatum bad pass TURNOVER (4 TO),"[1628369, 1629632]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,4.0,,,,,,,,,,,White,1629632.0,,,,,,,
559,PT01M12.00S,2021-04-20T01:32:56.4Z,4,REGULAR,steal,,[],1629632,,,1610612741,92,96,2021-04-20T01:32:58Z,5490000,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT00M55.60S,2021-04-20T01:33:13.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628464,30.042706964520367,70.90226715686273,1610612741,92,96,2021-04-20T01:33:18Z,5500000,-105.0,230.0,1,left,MISS D. Theis 25' 3PT,[1628464],1610612741.0,CHI,,,,Theis,D. Theis,,,,,,,25.25,Missed,,,,,,,,,,,,,,,,,
561,PT00M53.40S,2021-04-20T01:33:15.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,92,96,2021-04-20T01:33:18Z,5510000,,,0,,J. Tatum REBOUND (Off:0 Def:13),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,560.0,13.0,13.0,0.0,,,,,,,,,,,,,
562,PT00M45.60S,2021-04-20T01:33:24.3Z,4,REGULAR,3pt,Jump Shot,[],1629641,92.72339027595268,3.7454044117647056,1610612738,92,96,2021-04-20T01:33:30Z,5520000,-231.0,16.0,1,right,MISS R. Langford 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,23.18,Missed,,,,,,,,,,,,,,,,,
563,PT00M43.20S,2021-04-20T01:33:26.8Z,4,REGULAR,rebound,offensive,[],202684,,,1610612738,92,96,2021-04-20T01:33:26Z,5530000,,,0,,T. Thompson REBOUND (Off:2 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,562.0,5.0,3.0,2.0,,,,,,,,,,,,,
564,PT00M36.10S,2021-04-20T01:33:33.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629641,82.7365308804205,40.01991421568628,1610612738,92,96,2021-04-20T01:33:39Z,5540000,-50.0,110.0,1,right,MISS R. Langford 12' driving floating Shot,[1629641],1610612738.0,BOS,driving floating,,,Langford,R. Langford,,,,,,,12.06,Missed,,,,,,,,,,,,,,,,,
565,PT00M33.40S,2021-04-20T01:33:36.5Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612741,92,96,2021-04-20T01:33:39Z,5550000,,,0,,D. Theis REBOUND (Off:2 Def:4),[1628464],1610612741.0,CHI,,,,Theis,D. Theis,,,,,,,,,564.0,6.0,4.0,2.0,,,,,,,,,,,,,
566,PT00M30.00S,2021-04-20T01:33:41.0Z,4,REGULAR,foul,personal,[],1627759,,,1610612741,92,96,2021-04-20T01:33:56Z,5560000,,,0,,J. Brown take personal FOUL (4 PF),"[1627759, 1629632]",1610612738.0,BOS,take,,,Brown,J. Brown,,,,,1627534.0,,,,,,,,,,,,,,,,4.0,0.0,White,1629632.0,
568,PT00M30.00S,2021-04-20T01:34:07.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,92,96,2021-04-20T01:34:07Z,5580000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT00M30.00S,2021-04-20T01:34:58.7Z,4,REGULAR,substitution,out,[],1630202,,,1610612741,92,96,2021-04-20T01:35:36Z,5590000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT00M30.00S,2021-04-20T01:34:58.7Z,4,REGULAR,substitution,out,[],202684,,,1610612741,92,96,2021-04-20T01:35:36Z,5600000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT00M30.00S,2021-04-20T01:34:58.7Z,4,REGULAR,substitution,in,[],1629682,,,1610612741,92,96,2021-04-20T01:35:36Z,5610000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT00M30.00S,2021-04-20T01:34:58.7Z,4,REGULAR,substitution,in,[],1629684,,,1610612741,92,96,2021-04-20T01:35:36Z,5620000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT00M24.00S,2021-04-20T01:36:15.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,92,96,2021-04-20T01:47:58Z,5635000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT00M24.00S,2021-04-20T01:37:31.9Z,4,REGULAR,substitution,out,[],1629641,,,1610612741,92,96,2021-04-20T01:37:47Z,5650000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT00M24.00S,2021-04-20T01:37:31.9Z,4,REGULAR,substitution,out,[],202696,,,1610612741,92,96,2021-04-20T01:37:47Z,5660000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT00M24.00S,2021-04-20T01:37:31.9Z,4,REGULAR,substitution,in,[],1630202,,,1610612741,92,96,2021-04-20T01:37:47Z,5670000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT00M24.00S,2021-04-20T01:37:31.9Z,4,REGULAR,substitution,in,[],203107,,,1610612741,92,96,2021-04-20T01:37:47Z,5680000,,,0,,SUB in: T. Satoransky,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT00M24.00S,2021-04-20T01:38:59.7Z,4,REGULAR,instantreplay,request,[],0,,,1610612741,92,96,2021-04-20T01:54:47Z,5685000,,,0,,,[],,,stands,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,,,,
579,PT00M24.00S,2021-04-20T01:40:27.6Z,4,REGULAR,jumpball,recovered,[],1629682,,,1610612741,92,96,2021-04-20T01:48:29Z,5690000,,,0,,Jump Ball J. Tatum vs. D. Theis: Tip to T. Waters,"[1629682, 1628369, 1628464]",1610612738.0,BOS,outofbounds,T. Waters,1629682.0,Waters,T. Waters,Tatum,1628369.0,Theis,1628464.0,,,,,,,,,,,,,,,,,,,,,
582,PT00M24.00S,2021-04-20T01:40:27.6Z,4,REGULAR,turnover,lost ball,[],202066,,,1610612741,92,96,2021-04-20T01:48:38Z,5720000,,,0,,G. Temple lost ball TURNOVER (3 TO),"[202066, 1629682]",1610612741.0,CHI,,,,Temple,G. Temple,,,,,,3.0,,,,,,,,,,,Waters,1629682.0,,,,,,,
583,PT00M24.00S,2021-04-20T01:40:27.6Z,4,REGULAR,steal,,[],1629682,,,1610612738,92,96,2021-04-20T01:46:15Z,5730000,,,0,,T. Waters STEAL (2 STL),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT00M16.50S,2021-04-20T01:40:32.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629682,91.5407358738502,43.451286764705884,1610612738,94,96,2021-04-20T01:40:38Z,5740000,-33.0,27.0,1,right,T. Waters driving finger roll Layup (9 PTS),[1629682],1610612738.0,BOS,driving finger roll,,,Waters,T. Waters,,,,,,,4.24,Made,,,,,9.0,,,,,,,,,,,,
585,PT00M16.50S,2021-04-20T01:40:45.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,94,96,2021-04-20T01:40:45Z,5750000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT00M16.50S,2021-04-20T01:41:46.9Z,4,REGULAR,substitution,out,[],1630202,,,1610612741,94,96,2021-04-20T01:42:13Z,5760000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT00M16.50S,2021-04-20T01:41:46.9Z,4,REGULAR,substitution,out,[],1628464,,,1610612741,94,96,2021-04-20T01:42:13Z,5770000,,,0,,SUB out: D. Theis,[1628464],1610612741.0,CHI,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT00M16.50S,2021-04-20T01:41:46.9Z,4,REGULAR,substitution,out,[],203107,,,1610612741,94,96,2021-04-20T01:42:13Z,5780000,,,0,,SUB out: T. Satoransky,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT00M16.50S,2021-04-20T01:41:46.9Z,4,REGULAR,substitution,in,[],1629641,,,1610612741,94,96,2021-04-20T01:42:13Z,5790000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT00M16.50S,2021-04-20T01:41:46.9Z,4,REGULAR,substitution,in,[],1628374,,,1610612741,94,96,2021-04-20T01:42:13Z,5800000,,,0,,SUB in: L. Markkanen,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT00M16.50S,2021-04-20T01:41:46.9Z,4,REGULAR,substitution,in,[],202696,,,1610612741,94,96,2021-04-20T01:42:13Z,5810000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT00M15.90S,2021-04-20T01:42:16.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612741,94,96,2021-04-20T01:42:31Z,5820000,,,0,,G. Williams take personal FOUL (3 PF) (White 2 FT),"[1629684, 1629632]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,1148.0,,,,,,,,,,,,,,,,3.0,1.0,White,1629632.0,
595,PT00M15.90S,2021-04-20T01:42:40.8Z,4,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,94,97,2021-04-20T01:42:40Z,5840000,,,0,,C. White Free Throw 1 of 2 (16 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,
596,PT00M15.90S,2021-04-20T01:42:41.7Z,4,REGULAR,substitution,out,[],1629682,,,1610612741,94,97,2021-04-20T01:42:50Z,5850000,,,0,,SUB out: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT00M15.90S,2021-04-20T01:42:41.7Z,4,REGULAR,substitution,out,[],202696,,,1610612741,94,97,2021-04-20T01:42:50Z,5860000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT00M15.90S,2021-04-20T01:42:41.7Z,4,REGULAR,substitution,in,[],202684,,,1610612741,94,97,2021-04-20T01:42:50Z,5870000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT00M15.90S,2021-04-20T01:42:41.7Z,4,REGULAR,substitution,in,[],1628464,,,1610612741,94,97,2021-04-20T01:42:50Z,5880000,,,0,,SUB in: D. Theis,[1628464],1610612741.0,CHI,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT00M15.90S,2021-04-20T01:43:04.6Z,4,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,94,98,2021-04-20T01:43:04Z,5890000,,,0,,C. White Free Throw 2 of 2 (17 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,
601,PT00M15.90S,2021-04-20T01:43:07.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,94,98,2021-04-20T01:43:07Z,5900000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT00M15.90S,2021-04-20T01:43:55.2Z,4,REGULAR,substitution,out,[],1629641,,,1610612738,94,98,2021-04-20T01:44:21Z,5910000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT00M15.90S,2021-04-20T01:43:55.2Z,4,REGULAR,substitution,out,[],202684,,,1610612738,94,98,2021-04-20T01:44:21Z,5920000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT00M15.90S,2021-04-20T01:43:55.2Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,94,98,2021-04-20T01:44:21Z,5930000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT00M15.90S,2021-04-20T01:43:55.2Z,4,REGULAR,substitution,in,[],1629682,,,1610612738,94,98,2021-04-20T01:44:21Z,5940000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT00M13.20S,2021-04-20T01:44:35.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612738,94,98,2021-04-20T01:44:43Z,5950000,,,0,,D. Theis shooting personal FOUL (5 PF) (Tatum 2 FT),"[1628464, 1628369]",1610612741.0,CHI,shooting,,,Theis,D. Theis,,,,,204059.0,,,,,,,,,,,,,,,,5.0,0.0,Tatum,1628369.0,
609,PT00M13.20S,2021-04-20T01:45:06.2Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,95,98,2021-04-20T01:45:06Z,5970000,,,0,,J. Tatum Free Throw 1 of 2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,
610,PT00M13.20S,2021-04-20T01:45:07.1Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,95,98,2021-04-20T01:45:13Z,5980000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M13.20S,2021-04-20T01:45:07.1Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,95,98,2021-04-20T01:45:13Z,5990000,,,0,,SUB out: D. Theis,[1628464],1610612741.0,CHI,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT00M13.20S,2021-04-20T01:45:07.1Z,4,REGULAR,substitution,in,[],1629641,,,1610612738,95,98,2021-04-20T01:45:13Z,6000000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT00M13.20S,2021-04-20T01:45:07.1Z,4,REGULAR,substitution,in,[],202696,,,1610612738,95,98,2021-04-20T01:45:13Z,6010000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT00M13.20S,2021-04-20T01:45:19.0Z,4,REGULAR,substitution,out,[],1630172,,,1610612738,95,98,2021-04-20T01:45:24Z,6020000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT00M13.20S,2021-04-20T01:45:19.0Z,4,REGULAR,substitution,in,[],1627756,,,1610612738,95,98,2021-04-20T01:45:24Z,6030000,,,0,,SUB in: D. Valentine,[1627756],1610612741.0,CHI,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT00M13.20S,2021-04-20T01:45:37.3Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,96,98,2021-04-20T01:45:37Z,6040000,,,0,,J. Tatum Free Throw 2 of 2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,
617,PT00M10.60S,2021-04-20T01:45:49.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629682,,,1610612741,96,98,2021-04-20T01:55:44Z,6050000,,,0,,T. Waters take personal FOUL (1 PF) (White 2 FT),"[1629682, 1629632]",1610612738.0,BOS,take,,,Waters,T. Waters,,,,,1627534.0,,,,,,,,,,,,,,,,1.0,0.0,White,1629632.0,
619,PT00M10.60S,2021-04-20T01:46:19.6Z,4,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,96,99,2021-04-20T01:57:27Z,6070000,,,0,,C. White Free Throw 1 of 2 (18 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,
624,PT00M10.60S,2021-04-20T01:46:19.6Z,4,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,96,100,2021-04-20T01:57:27Z,6075000,,,0,,C. White Free Throw 2 of 2 (19 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,
620,PT00M10.60S,2021-04-20T01:46:20.2Z,4,REGULAR,substitution,out,[],202696,,,1610612738,96,100,2021-04-20T01:57:27Z,6080000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT00M10.60S,2021-04-20T01:46:20.2Z,4,REGULAR,substitution,out,[],1627756,,,1610612738,96,100,2021-04-20T01:57:27Z,6090000,,,0,,SUB out: D. Valentine,[1627756],1610612741.0,CHI,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M10.60S,2021-04-20T01:46:20.2Z,4,REGULAR,substitution,in,[],1630172,,,1610612738,96,100,2021-04-20T01:57:27Z,6100000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M10.60S,2021-04-20T01:46:20.2Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,96,100,2021-04-20T01:57:27Z,6110000,,,0,,SUB in: D. Theis,[1628464],1610612741.0,CHI,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M04.40S,2021-04-20T01:46:53.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,89.17542706964521,40.01991421568628,1610612738,96,100,2021-04-20T01:56:16Z,6112500,-50.0,49.0,1,right,MISS J. Tatum 7' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,7.01,Missed,,,,,,,,,,,,,,,,,
626,PT00M03.50S,2021-04-20T01:46:53.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612741,96,100,2021-04-20T01:56:16Z,6113750,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,625.0,,,,,,,,,,,,,,,,
627,PT00M03.50S,2021-04-20T01:46:58.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,96,100,2021-04-20T01:59:20Z,6114375,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M03.50S,2021-04-20T01:47:08.4Z,4,REGULAR,instantreplay,request,[],0,,,1610612741,96,100,2021-04-20T01:48:51Z,6115000,,,0,,,[],,,overturned,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,,,,Out of Bounds - Overturn Call
629,PT00M00.70S,2021-04-20T01:49:15.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612741,96,100,2021-04-20T01:56:25Z,6170000,,,0,,J. Tatum take personal FOUL (1 PF) (Temple 2 FT),"[1628369, 202066]",1610612738.0,BOS,take,,,Tatum,J. Tatum,,,,,1627534.0,,,,,,,,,,,,,,,,1.0,0.0,Temple,202066.0,
632,PT00M00.70S,2021-04-20T01:49:47.3Z,4,REGULAR,freethrow,1 of 2,[],202066,,,1610612741,96,101,2021-04-20T01:49:47Z,6200000,,,0,,G. Temple Free Throw 1 of 2 (12 PTS),[202066],1610612741.0,CHI,,,,Temple,G. Temple,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
633,PT00M00.70S,2021-04-20T01:50:00.9Z,4,REGULAR,freethrow,2 of 2,[],202066,,,1610612741,96,102,2021-04-20T01:50:00Z,6210000,,,0,,G. Temple Free Throw 2 of 2 (13 PTS),[202066],1610612741.0,CHI,,,,Temple,G. Temple,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,
634,PT00M00.00S,2021-04-20T01:50:07.0Z,4,REGULAR,period,end,[],0,,,1610612738,96,102,2021-04-20T01:50:07Z,6220000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M00.00S,2021-04-20T01:54:02.1Z,4,REGULAR,game,end,[],0,,,0,96,102,2021-04-20T01:54:02Z,6230000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
