actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
450,PT02M55.00S,2021-04-11T20:41:17.1Z,3,REGULAR,foul,personal,[],1629008,,,1610612738,76,62,2021-04-11T20:41:56Z,4400000,,,0,,M. Porter Jr. personal FOUL (1 PF),"[1629008, 1627759]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,2715.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,
452,PT02M44.00S,2021-04-11T20:41:44.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,15.850854139290407,3.990502450980392,1610612738,76,65,2021-04-11T20:41:52Z,4420000,230.0,96.0,1,left,J. Brown 24' 3PT  (12 PTS) (K. Walker 5 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.94,Made,,,,,,,,,,12.0,K. Walker,202689.0,5.0,,,,,,
454,PT02M17.00S,2021-04-11T20:42:10.9Z,3,REGULAR,3pt,Jump Shot,[],1630267,72.22404730617609,79.48069852941177,1610612743,79,65,2021-04-11T20:42:16Z,4440000,147.0,209.0,1,right,F. Campazzo 25' 3PT  (14 PTS) (N. Jokic 11 AST),"[1630267, 203999]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,25.54,Made,,,,,,,,,,14.0,N. Jokic,203999.0,11.0,,,,,,
456,PT01M57.00S,2021-04-11T20:42:31.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,5.995400788436268,56.93167892156863,1610612738,79,65,2021-04-11T20:42:36Z,4460000,-35.0,4.0,1,left,MISS K. Walker driving Layup,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,3.49,Missed,,,,,,,,,,,,,,,,,,,
457,PT01M55.00S,2021-04-11T20:42:33.3Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,79,65,2021-04-11T20:42:36Z,4470000,,,0,,N. Jokic REBOUND (Off:2 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,456.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
458,PT01M44.00S,2021-04-11T20:42:46.4Z,3,REGULAR,turnover,traveling,[],203210,,,1610612743,79,65,2021-04-11T20:42:52Z,4480000,,,0,,J. Green traveling TURNOVER (1 TO),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,201245.0,,,,,,,,,,,1.0,,,
459,PT01M44.00S,2021-04-11T20:42:48.8Z,3,REGULAR,substitution,out,[],1629008,,,1610612738,79,65,2021-04-11T20:42:52Z,4490000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT01M44.00S,2021-04-11T20:42:48.8Z,3,REGULAR,substitution,in,[],1628408,,,1610612738,79,65,2021-04-11T20:42:52Z,4500000,,,0,,SUB in: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT01M31.00S,2021-04-11T20:43:15.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,7.5722733245729295,56.44148284313726,1610612738,79,67,2021-04-11T20:43:20Z,4510000,-32.0,19.0,1,left,J. Brown driving Layup (14 PTS) (G. Williams 1 AST),"[1627759, 1629684]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.72,Made,,,,,,,,,,14.0,G. Williams,1629684.0,1.0,,,,,,
463,PT01M16.00S,2021-04-11T20:43:30.3Z,3,REGULAR,turnover,bad pass,[],1630267,,,1610612743,79,67,2021-04-11T20:43:37Z,4530000,,,0,,F. Campazzo bad pass TURNOVER (1 TO),"[1630267, 202689]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,1.0,Walker,202689.0,
464,PT01M16.00S,2021-04-11T20:43:30.3Z,3,REGULAR,steal,,[],202689,,,1610612738,79,67,2021-04-11T20:43:32Z,4540000,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT01M13.00S,2021-04-11T20:43:33.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202689,6.258212877792378,46.88265931372549,1610612738,79,69,2021-04-11T20:43:58Z,4550000,16.0,6.0,1,left,K. Walker running finger roll Layup (9 PTS),[202689],1610612738.0,BOS,running finger roll,,,Walker,K. Walker,,,,,1.68,Made,,,,,,,,,,9.0,,,,,,,,,
466,PT01M13.00S,2021-04-11T20:43:39.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612743,79,69,2021-04-11T20:43:39Z,4560000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT01M13.00S,2021-04-11T20:44:55.4Z,3,REGULAR,substitution,out,[],203999,,,1610612743,79,69,2021-04-11T20:45:08Z,4570000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M13.00S,2021-04-11T20:44:55.4Z,3,REGULAR,substitution,in,[],200794,,,1610612743,79,69,2021-04-11T20:45:08Z,4580000,,,0,,SUB in: P. Millsap,[200794],1610612743.0,DEN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT00M57.00S,2021-04-11T20:45:31.8Z,3,REGULAR,turnover,lost ball,[],1630267,,,1610612743,79,69,2021-04-11T20:45:42Z,4590000,,,0,,F. Campazzo lost ball TURNOVER (2 TO),"[1630267, 202684]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,2.0,Thompson,202684.0,
470,PT00M57.00S,2021-04-11T20:45:31.8Z,3,REGULAR,steal,,[],202684,,,1610612738,79,69,2021-04-11T20:45:42Z,4600000,,,0,,T. Thompson STEAL (1 STL),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M50.00S,2021-04-11T20:45:39.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,6.389618922470433,44.43167892156863,1610612738,79,71,2021-04-11T20:45:48Z,4610000,28.0,8.0,1,left,J. Brown driving finger roll Layup (16 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,2.88,Made,,,,,,,,,,16.0,,,,,,,,,
472,PT00M34.00S,2021-04-11T20:45:59.1Z,3,REGULAR,foul,offensive,[],203210,,,1610612743,79,71,2021-04-11T20:46:06Z,4620000,,,0,,J. Green charge offensive FOUL (3 PF),"[203210, 1629641]",1610612743.0,DEN,charge,,,Green,J. Green,,,,,,,,,,,2715.0,3.0,0.0,Langford,1629641.0,,,,,,,,,,
474,PT00M34.00S,2021-04-11T20:45:59.1Z,3,REGULAR,turnover,offensive foul,[],203210,,,1610612743,79,71,2021-04-11T20:45:59Z,4640000,,,0,,J. Green offensive foul TURNOVER (2 TO),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,2715.0,,,,,,,,,,,2.0,,,
475,PT00M34.00S,2021-04-11T20:46:05.0Z,3,REGULAR,substitution,out,[],1630267,,,1610612738,79,71,2021-04-11T20:46:08Z,4650000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT00M34.00S,2021-04-11T20:46:05.0Z,3,REGULAR,substitution,in,[],203115,,,1610612738,79,71,2021-04-11T20:46:08Z,4660000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT00M30.90S,2021-04-11T20:46:19.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202689,34.510512483574246,50.55912990196079,1610612738,79,71,2021-04-11T20:46:27Z,4670000,-3.0,272.0,1,left,MISS K. Walker 27' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.19,Missed,,,,,,,,,,,,,,,,,,,
478,PT00M25.90S,2021-04-11T20:46:24.0Z,3,REGULAR,rebound,defensive,[],203115,,,1610612743,79,71,2021-04-11T20:46:27Z,4680000,,,0,,W. Barton REBOUND (Off:1 Def:3),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,477.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
479,PT00M05.50S,2021-04-11T20:46:44.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,81.8166885676741,36.833639705882355,1610612743,79,71,2021-04-11T20:46:52Z,4690000,-66.0,118.0,1,right,MISS W. Barton 13' turnaround Shot - blocked,"[203115, 202689]",1610612743.0,DEN,turnaround,,,Barton,W. Barton,,,,,13.55,Missed,,,,,,,,,,,,,,Walker,202689.0,,,,
480,PT00M05.50S,2021-04-11T20:46:44.2Z,3,REGULAR,block,,[],202689,,,1610612743,79,71,2021-04-11T20:46:46Z,4700000,,,0,,K. Walker BLOCK (1 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M03.30S,2021-04-11T20:46:46.4Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,79,71,2021-04-11T20:46:52Z,4710000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,479.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
482,PT00M00.60S,2021-04-11T20:46:49.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202689,7.835085413929041,58.647365196078425,1610612738,79,73,2021-04-11T20:46:56Z,4720000,-43.0,21.0,1,left,K. Walker running finger roll Layup (11 PTS),[202689],1610612738.0,BOS,running finger roll,,,Walker,K. Walker,,,,,4.81,Made,,,,,,,,,,11.0,,,,,,,,,
483,PT00M00.60S,2021-04-11T20:46:52.3Z,3,REGULAR,foul,personal,['1freethrow'],1628420,,,1610612738,79,73,2021-04-11T20:50:35Z,4730000,,,0,,M. Morris shooting personal FOUL (1 PF) (Walker 1 FT),"[1628420, 202689]",1610612743.0,DEN,shooting,,,Morris,M. Morris,,,,,,,,,,,201245.0,1.0,0.0,Walker,202689.0,,,,,,,,,,
485,PT00M00.60S,2021-04-11T20:47:27.0Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],202689,,,1610612738,79,74,2021-04-11T20:53:21Z,4750000,,,0,,K. Walker Free Throw 1 of 1 (12 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
486,PT00M00.00S,2021-04-11T20:48:26.0Z,3,REGULAR,period,end,[],0,,,1610612743,79,74,2021-04-11T20:48:26Z,4760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2021-04-11T20:50:23.5Z,4,REGULAR,period,start,[],0,,,1610612743,79,74,2021-04-11T20:50:23Z,4770000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT11M45.00S,2021-04-11T20:50:38.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,91.93495400788436,56.68658088235294,1610612743,79,74,2021-04-11T20:50:44Z,4780000,33.0,23.0,1,right,MISS M. Morris driving floating Shot,[1628420],1610612743.0,DEN,driving floating,,,Morris,M. Morris,,,,,4.07,Missed,,,,,,,,,,,,,,,,,,,
489,PT11M42.00S,2021-04-11T20:50:41.2Z,4,REGULAR,rebound,offensive,[],1628420,,,1610612743,79,74,2021-04-11T20:50:44Z,4790000,,,0,,M. Morris REBOUND (Off:1 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,488.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
490,PT11M42.00S,2021-04-11T20:50:40.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628420,93.38042049934296,53.74540441176471,1610612743,79,74,2021-04-11T20:50:47Z,4800000,19.0,10.0,1,right,MISS M. Morris putback Layup,[1628420],1610612743.0,DEN,putback,,,Morris,M. Morris,,,,,2.11,Missed,,,,,,,,,,,,,,,,,,,
491,PT11M40.00S,2021-04-11T20:50:42.8Z,4,REGULAR,rebound,defensive,[],202684,,,1610612738,79,74,2021-04-11T20:50:47Z,4810000,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,490.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
492,PT11M32.00S,2021-04-11T20:50:50.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,14.4053876478318,36.58854166666667,1610612738,79,76,2021-04-11T20:50:55Z,4820000,67.0,83.0,1,left,J. Brown 10' turnaround fadeaway Jump Shot (18 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,10.67,Made,,,,,,,,,,18.0,,,,,,,,,
493,PT11M07.00S,2021-04-11T20:51:15.4Z,4,REGULAR,2pt,Jump Shot,[],1628420,79.58278580814718,21.637561274509803,1610612743,79,76,2021-04-11T20:51:25Z,4830000,-142.0,139.0,1,right,MISS M. Morris 19' step back Shot,[1628420],1610612743.0,DEN,step back,,,Morris,M. Morris,,,,,19.88,Missed,,,,,,,,,,,,,,,,,,,
494,PT11M02.00S,2021-04-11T20:51:20.4Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,79,76,2021-04-11T20:51:25Z,4840000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,493.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
495,PT10M53.00S,2021-04-11T20:51:29.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202689,6.652431011826544,44.18658088235294,1610612738,79,78,2021-04-11T20:51:32Z,4850000,29.0,10.0,1,left,K. Walker driving Layup (14 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,3.08,Made,,,,,,,,,,14.0,,,,,,,,,
496,PT10M37.00S,2021-04-11T20:51:45.1Z,4,REGULAR,3pt,Jump Shot,[],203210,79.188567674113,8.64736519607843,1610612743,79,78,2021-04-11T20:52:00Z,4860000,-207.0,143.0,1,right,MISS J. Green 25' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,,
497,PT10M34.00S,2021-04-11T20:51:48.1Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,79,78,2021-04-11T20:52:00Z,4870000,,,0,,R. Langford REBOUND (Off:1 Def:3),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,496.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
498,PT10M32.00S,2021-04-11T20:51:56.4Z,4,REGULAR,foul,personal,['2freethrow'],203210,,,1610612738,79,78,2021-04-11T20:52:26Z,4880000,,,0,,J. Green shooting personal FOUL (4 PF) (Langford 2 FT),"[203210, 1629641]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,1363.0,4.0,0.0,Langford,1629641.0,,,,,,,,,,
500,PT10M32.00S,2021-04-11T20:52:37.3Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629641,,,1610612738,79,79,2021-04-11T20:52:37Z,4900000,,,0,,R. Langford Free Throw 1 of 2 (4 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
501,PT10M32.00S,2021-04-11T20:52:52.8Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629641,,,1610612738,79,80,2021-04-11T20:52:52Z,4910000,,,0,,R. Langford Free Throw 2 of 2 (5 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
502,PT10M20.00S,2021-04-11T20:53:13.2Z,4,REGULAR,foul,offensive,[],200794,,,1610612743,79,80,2021-04-11T20:54:23Z,4920000,,,0,,P. Millsap offensive FOUL (4 PF),"[200794, 202689]",1610612743.0,DEN,,,,Millsap,P. Millsap,,,,,,,,,,,201245.0,4.0,0.0,Walker,202689.0,,,,,,,,,,
504,PT10M20.00S,2021-04-11T20:53:13.2Z,4,REGULAR,turnover,offensive foul,[],200794,,,1610612743,79,80,2021-04-11T20:53:13Z,4940000,,,0,,P. Millsap offensive foul TURNOVER (1 TO),[200794],1610612743.0,DEN,,,,Millsap,P. Millsap,,,,,,,,,,,201245.0,,,,,,,,,,,1.0,,,
505,PT10M07.00S,2021-04-11T20:53:36.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,33.196452036793694,64.28462009803921,1610612738,79,80,2021-04-11T20:53:40Z,4950000,-71.0,260.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,,
506,PT10M05.00S,2021-04-11T20:53:38.4Z,4,REGULAR,rebound,defensive,[],203115,,,1610612743,79,80,2021-04-11T20:53:40Z,4960000,,,0,,W. Barton REBOUND (Off:1 Def:4),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,505.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
507,PT09M57.00S,2021-04-11T20:53:46.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203115,92.19776609724047,53.990502450980394,1610612743,79,80,2021-04-11T20:54:02Z,4970000,20.0,21.0,1,right,MISS W. Barton Layup,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,2.89,Missed,,,,,,,,,,,,,,,,,,,
508,PT09M56.00S,2021-04-11T20:53:47.8Z,4,REGULAR,rebound,offensive,[],203115,,,1610612743,79,80,2021-04-11T20:53:47Z,4980000,,,0,,W. Barton REBOUND (Off:2 Def:4),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,507.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
510,PT09M55.00S,2021-04-11T20:53:55.1Z,4,REGULAR,foul,personal,['2freethrow'],202684,,,1610612743,79,80,2021-04-11T20:54:03Z,5000000,,,0,,T. Thompson shooting personal FOUL (3 PF) (Barton 2 FT),"[202684, 203115]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,1363.0,3.0,0.0,Barton,203115.0,,,,,,,,,,
512,PT09M55.00S,2021-04-11T20:54:12.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203115,,,1610612743,79,80,2021-04-11T20:54:12Z,5020000,,,0,,MISS W. Barton Free Throw 1 of 2,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
513,PT09M55.00S,2021-04-11T20:54:12.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,79,80,2021-04-11T20:54:12Z,5030000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,,,,
514,PT09M55.00S,2021-04-11T20:54:13.2Z,4,REGULAR,substitution,out,[],1627759,,,1610612743,79,80,2021-04-11T20:54:32Z,5040000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT09M55.00S,2021-04-11T20:54:13.2Z,4,REGULAR,substitution,out,[],202689,,,1610612743,79,80,2021-04-11T20:54:32Z,5050000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT09M55.00S,2021-04-11T20:54:13.2Z,4,REGULAR,substitution,out,[],202684,,,1610612743,79,80,2021-04-11T20:54:32Z,5060000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT09M55.00S,2021-04-11T20:54:13.2Z,4,REGULAR,substitution,in,[],1628369,,,1610612743,79,80,2021-04-11T20:54:32Z,5070000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT09M55.00S,2021-04-11T20:54:13.2Z,4,REGULAR,substitution,in,[],203935,,,1610612743,79,80,2021-04-11T20:54:32Z,5080000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT09M55.00S,2021-04-11T20:54:13.2Z,4,REGULAR,substitution,in,[],1629057,,,1610612743,79,80,2021-04-11T20:54:32Z,5090000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT09M55.00S,2021-04-11T20:54:37.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203115,,,1610612743,80,80,2021-04-11T20:54:37Z,5100000,,,0,,W. Barton Free Throw 2 of 2 (13 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
521,PT09M33.00S,2021-04-11T20:55:01.2Z,4,REGULAR,2pt,Jump Shot,[],1628369,9.543363994743759,77.27481617647058,1610612738,80,80,2021-04-11T20:55:06Z,5110000,-136.0,37.0,1,left,MISS J. Tatum 14' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,14.14,Missed,,,,,,,,,,,,,,,,,,,
522,PT09M30.00S,2021-04-11T20:55:04.2Z,4,REGULAR,rebound,defensive,[],1628420,,,1610612743,80,80,2021-04-11T20:55:06Z,5120000,,,0,,M. Morris REBOUND (Off:1 Def:2),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,521.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
523,PT09M18.00S,2021-04-11T20:55:16.6Z,4,REGULAR,3pt,Jump Shot,[],200794,67.09921156373193,54.970894607843135,1610612743,80,80,2021-04-11T20:55:24Z,5130000,25.0,257.0,1,right,MISS P. Millsap 25' 3PT,[200794],1610612743.0,DEN,,,,Millsap,P. Millsap,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
524,PT09M14.00S,2021-04-11T20:55:20.6Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,80,80,2021-04-11T20:55:24Z,5140000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,523.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
525,PT09M13.00S,2021-04-11T20:55:27.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,80,80,2021-04-11T20:55:27Z,5150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT09M08.00S,2021-04-11T20:55:48.1Z,4,REGULAR,2pt,Jump Shot,[],1628369,20.97568988173456,54.970894607843135,1610612738,80,82,2021-04-11T20:55:54Z,5160000,-25.0,145.0,1,left,J. Tatum 14' turnaround fadeaway Jump Shot (16 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,14.68,Made,,,,,,,,,,16.0,M. Smart,203935.0,3.0,,,,,,
528,PT08M50.00S,2021-04-11T20:56:06.1Z,4,REGULAR,2pt,Jump Shot,[],200794,79.05716162943496,54.970894607843135,1610612743,80,82,2021-04-11T20:56:11Z,5180000,25.0,144.0,1,right,MISS P. Millsap 14' Jump Shot,[200794],1610612743.0,DEN,,,,Millsap,P. Millsap,,,,,14.65,Missed,,,,,,,,,,,,,,,,,,,
529,PT08M47.00S,2021-04-11T20:56:09.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,80,82,2021-04-11T20:56:11Z,5190000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,528.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
530,PT08M39.00S,2021-04-11T20:56:17.3Z,4,REGULAR,foul,personal,['3freethrow'],203210,,,1610612738,80,82,2021-04-11T21:00:26Z,5200000,,,0,,J. Green shooting personal FOUL (5 PF) (Tatum 3 FT),"[203210, 1628369]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,201245.0,5.0,0.0,Tatum,1628369.0,,,,,,,,,,
532,PT08M39.00S,2021-04-11T20:56:26.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,80,82,2021-04-11T20:59:19Z,5220000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT08M39.00S,2021-04-11T20:58:48.4Z,4,REGULAR,substitution,out,[],203210,,,1610612738,80,82,2021-04-11T20:59:07Z,5230000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT08M39.00S,2021-04-11T20:58:48.4Z,4,REGULAR,substitution,out,[],200794,,,1610612738,80,82,2021-04-11T20:59:07Z,5240000,,,0,,SUB out: P. Millsap,[200794],1610612743.0,DEN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M39.00S,2021-04-11T20:58:48.4Z,4,REGULAR,substitution,out,[],203115,,,1610612738,80,82,2021-04-11T20:59:07Z,5250000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M39.00S,2021-04-11T20:58:48.4Z,4,REGULAR,substitution,in,[],1629008,,,1610612738,80,82,2021-04-11T20:59:07Z,5260000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M39.00S,2021-04-11T20:58:48.4Z,4,REGULAR,substitution,in,[],203932,,,1610612738,80,82,2021-04-11T20:59:07Z,5270000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M39.00S,2021-04-11T20:58:48.4Z,4,REGULAR,substitution,in,[],203999,,,1610612738,80,82,2021-04-11T20:59:07Z,5280000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT08M39.00S,2021-04-11T20:59:35.6Z,4,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,80,83,2021-04-11T21:00:21Z,5290000,,,0,,J. Tatum Free Throw 1 of 3 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,17.0,,,,,,,,,
