actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
536,PT02M43.00S,2021-03-03T02:55:33.6Z,4,REGULAR,3pt,Jump Shot,[],202704,77.21747700394218,89.77481617647058,1610612746,113,108,2021-03-03T02:55:38Z,5310000,199.0,162.0,1,right,R. Jackson 25' 3PT  (25 PTS) (P. George 4 AST),"[202704, 202331]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,25.63,Made,25.0,P. George,202331.0,4.0,,,,,,,,,,
538,PT02M18.00S,2021-03-03T02:55:58.8Z,4,REGULAR,3pt,Jump Shot,[],1628400,7.30946123521682,3.5003063725490198,1610612738,113,108,2021-03-03T02:56:05Z,5330000,232.0,16.0,1,left,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,23.31,Missed,,,,,,,,,,,,,,
539,PT02M15.00S,2021-03-03T02:56:01.8Z,4,REGULAR,rebound,defensive,[],202704,,,1610612746,113,108,2021-03-03T02:56:05Z,5340000,,,0,,R. Jackson REBOUND (Off:0 Def:3),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,538.0,3.0,3.0,0.0,,,
540,PT01M53.00S,2021-03-03T02:56:26.2Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612746,113,108,2021-03-03T02:56:37Z,5350000,,,0,,D. Theis shooting personal FOUL (3 PF) (Beverley 2 FT),"[1628464, 201976]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,1162.0,3.0,0.0,Beverley,201976.0,,,,,,,,,,,,,,,,
542,PT01M53.00S,2021-03-03T02:56:55.9Z,4,REGULAR,freethrow,1 of 2,[],201976,,,1610612746,113,108,2021-03-03T02:56:55Z,5370000,,,0,,MISS P. Beverley Free Throw 1 of 2,[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,Missed,,,,,,,,,,,,,,
543,PT01M53.00S,2021-03-03T02:56:55.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,113,108,2021-03-03T02:56:55Z,5380000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,542.0,,,,,,
544,PT01M53.00S,2021-03-03T02:56:57.2Z,4,REGULAR,substitution,out,[],1628464,,,1610612746,113,108,2021-03-03T02:57:02Z,5390000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT01M53.00S,2021-03-03T02:56:57.2Z,4,REGULAR,substitution,in,[],1629057,,,1610612746,113,108,2021-03-03T02:57:02Z,5400000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT01M53.00S,2021-03-03T02:57:13.5Z,4,REGULAR,freethrow,2 of 2,[],201976,,,1610612746,113,109,2021-03-03T02:57:13Z,5410000,,,0,,P. Beverley Free Throw 2 of 2 (8 PTS),[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
547,PT01M39.00S,2021-03-03T02:57:30.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628400,10.200394218134035,39.77481617647059,1610612738,113,109,2021-03-03T02:59:02Z,5420000,51.0,43.0,1,left,MISS S. Ojeleye 6' cutting Layup - blocked,"[1628400, 201586]",1610612738.0,BOS,cutting,,,Ojeleye,S. Ojeleye,,,,,,,,,,6.7,Missed,,,,,,,,,,,,Ibaka,201586.0,
548,PT01M39.00S,2021-03-03T02:57:30.2Z,4,REGULAR,block,,[],201586,,,1610612738,113,109,2021-03-03T02:59:53Z,5430000,,,0,,S. Ibaka BLOCK (2 BLK),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT01M36.00S,2021-03-03T02:57:33.2Z,4,REGULAR,rebound,offensive,[],1628400,,,1610612738,113,109,2021-03-03T02:57:37Z,5440000,,,0,,S. Ojeleye REBOUND (Off:1 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,547.0,3.0,2.0,1.0,,,
568,PT01M34.00S,2021-03-03T02:57:44.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,10.64388961892247,45.89460784313725,1610612738,113,109,2021-03-03T03:04:57Z,5455000,21.0,48.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,5.18,Missed,,,,,,,,,,,,,,
569,PT01M34.00S,2021-03-03T02:57:44.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,113,109,2021-03-03T03:03:51Z,5462500,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,568.0,,,,,,
552,PT01M33.00S,2021-03-03T02:57:58.7Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612738,113,109,2021-03-03T03:01:14Z,5470000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT01M33.00S,2021-03-03T02:58:24.5Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,113,109,2021-03-03T03:04:20Z,5480000,,,0,,,[],1610612746.0,LAC,overturned,,,,,,,,,1162.0,,,,,,,,,,,,,,,,,,,,No Foul on P. George
554,PT01M28.00S,2021-03-03T03:00:58.3Z,4,REGULAR,jumpball,recovered,[],1628369,,,1610612738,113,109,2021-03-03T03:00:58Z,5490000,,,0,,Jump Ball R. Williams III vs. S. Ibaka: Tip to J. Tatum,"[1628369, 1629057, 201586]",1610612738.0,BOS,challenge,J. Tatum,1628369.0,Tatum,J. Tatum,Williams III,1629057.0,Ibaka,201586.0,,,,,,,,,,,,,,,,,,,,,
557,PT01M11.00S,2021-03-03T03:01:15.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202689,24.78646517739816,13.549325980392158,1610612738,113,109,2021-03-03T03:03:51Z,5520000,182.0,180.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,25.65,Missed,,,,,,,,,,,,,,
558,PT01M08.00S,2021-03-03T03:01:18.1Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,113,109,2021-03-03T03:01:21Z,5530000,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,557.0,7.0,5.0,2.0,,,
559,PT00M57.80S,2021-03-03T03:01:30.1Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,113,109,2021-03-03T03:01:34Z,5540000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 201976]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,2.0,Beverley,201976.0,,,,,,,
560,PT00M57.80S,2021-03-03T03:01:30.1Z,4,REGULAR,steal,,[],201976,,,1610612746,113,109,2021-03-03T03:05:22Z,5550000,,,0,,P. Beverley STEAL (2 STL),[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT00M48.10S,2021-03-03T03:01:39.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202331,65.1281208935611,39.77481617647059,1610612746,113,109,2021-03-03T03:01:51Z,5560000,-51.0,275.0,1,right,MISS P. George 28' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,,,28.0,Missed,,,,,,,,,,,,,,
562,PT00M45.30S,2021-03-03T03:01:42.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,113,109,2021-03-03T03:01:51Z,5570000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,561.0,5.0,5.0,0.0,,,
570,PT00M28.20S,2021-03-03T03:02:02.5Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612738,113,109,2021-03-03T03:14:34Z,5575000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT00M28.20S,2021-03-03T03:02:02.7Z,4,REGULAR,foul,offensive,[],1628369,,,1610612738,113,109,2021-03-03T03:15:58Z,5580000,,,0,,J. Tatum offensive FOUL (1 PF),"[1628369, 202331]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1155.0,1.0,0.0,George,202331.0,,,,,,,,,,,,,,,,
565,PT00M28.20S,2021-03-03T03:02:02.7Z,4,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,113,109,2021-03-03T03:05:51Z,5600000,,,0,,J. Tatum offensive foul TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1155.0,,,,,,,,,,,3.0,,,,,,,,,
566,PT00M28.20S,2021-03-03T03:02:33.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,113,109,2021-03-03T03:06:06Z,5610000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT00M28.20S,2021-03-03T03:02:51.7Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612746,113,109,2021-03-03T03:06:17Z,5620000,,,0,,,[],1610612738.0,BOS,support,,,,,,,,,1162.0,,,,,,,,,,,,,,,,,,,,
571,PT00M28.00S,2021-03-03T03:05:37.9Z,4,REGULAR,substitution,out,[],201976,,,1610612746,113,109,2021-03-03T03:05:55Z,5640000,,,0,,SUB out: P. Beverley,[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT00M28.00S,2021-03-03T03:05:37.9Z,4,REGULAR,substitution,in,[],101150,,,1610612746,113,109,2021-03-03T03:05:55Z,5650000,,,0,,SUB in: L. Williams,[101150],1610612746.0,LAC,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT00M26.70S,2021-03-03T03:06:17.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202331,66.17936925098554,25.06893382352941,1610612746,113,109,2021-03-03T03:06:27Z,5660000,-125.0,265.0,1,right,MISS P. George 29' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,29.32,Missed,,,,,,,,,,,,,,
574,PT00M23.60S,2021-03-03T03:06:20.9Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,113,109,2021-03-03T03:06:20Z,5670000,,,0,,R. Williams III REBOUND (Off:2 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,573.0,8.0,6.0,2.0,,,
575,PT00M23.60S,2021-03-03T03:06:23.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202704,,,1610612738,113,109,2021-03-03T03:06:32Z,5680000,,,0,,R. Jackson take personal FOUL (3 PF) (Williams III 2 FT),"[202704, 1629057]",1610612746.0,LAC,take,,,Jackson,R. Jackson,,,,,1155.0,3.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,,,,
577,PT00M23.60S,2021-03-03T03:07:05.2Z,4,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,113,109,2021-03-03T03:07:05Z,5700000,,,0,,MISS R. Williams III Free Throw 1 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,Missed,,,,,,,,,,,,,,
578,PT00M23.60S,2021-03-03T03:07:05.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,113,109,2021-03-03T03:07:05Z,5710000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,577.0,,,,,,
579,PT00M23.60S,2021-03-03T03:07:26.2Z,4,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,114,109,2021-03-03T03:07:26Z,5720000,,,0,,R. Williams III Free Throw 2 of 2 (13 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
580,PT00M11.50S,2021-03-03T03:07:39.9Z,4,REGULAR,3pt,Jump Shot,[],202331,87.59855453350855,94.921875,1610612746,114,112,2021-03-03T03:07:45Z,5730000,225.0,64.0,1,right,P. George 3PT  (32 PTS) (R. Jackson 7 AST),"[202331, 202704]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,23.36,Made,32.0,R. Jackson,202704.0,7.0,,,,,,,,,,
582,PT00M10.90S,2021-03-03T03:07:53.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,114,112,2021-03-03T03:07:53Z,5750000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT00M10.90S,2021-03-03T03:08:58.5Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,114,112,2021-03-03T03:09:15Z,5760000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT00M10.90S,2021-03-03T03:08:58.5Z,4,REGULAR,substitution,out,[],201586,,,1610612738,114,112,2021-03-03T03:09:15Z,5770000,,,0,,SUB out: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT00M10.90S,2021-03-03T03:08:58.5Z,4,REGULAR,substitution,out,[],101150,,,1610612738,114,112,2021-03-03T03:09:15Z,5780000,,,0,,SUB out: L. Williams,[101150],1610612746.0,LAC,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT00M10.90S,2021-03-03T03:08:58.5Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,114,112,2021-03-03T03:09:15Z,5790000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT00M10.90S,2021-03-03T03:08:58.5Z,4,REGULAR,substitution,in,[],1629611,,,1610612738,114,112,2021-03-03T03:09:15Z,5800000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT00M10.90S,2021-03-03T03:08:58.5Z,4,REGULAR,substitution,in,[],201976,,,1610612738,114,112,2021-03-03T03:09:15Z,5810000,,,0,,SUB in: P. Beverley,[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT00M10.20S,2021-03-03T03:09:43.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202331,,,1610612738,114,112,2021-03-03T03:09:51Z,5820000,,,0,,P. George take personal FOUL (4 PF) (Theis 2 FT),"[202331, 1628464]",1610612746.0,LAC,take,,,George,P. George,,,,,1162.0,4.0,0.0,Theis,1628464.0,,,,,,,,,,,,,,,,
591,PT00M10.20S,2021-03-03T03:10:19.4Z,4,REGULAR,freethrow,1 of 2,[],1628464,,,1610612738,115,112,2021-03-03T03:10:19Z,5840000,,,0,,D. Theis Free Throw 1 of 2 (8 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
592,PT00M10.20S,2021-03-03T03:10:22.3Z,4,REGULAR,substitution,out,[],202704,,,1610612738,115,112,2021-03-03T03:10:42Z,5850000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT00M10.20S,2021-03-03T03:10:22.3Z,4,REGULAR,substitution,out,[],1629611,,,1610612738,115,112,2021-03-03T03:10:42Z,5860000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT00M10.20S,2021-03-03T03:10:22.3Z,4,REGULAR,substitution,in,[],1627826,,,1610612738,115,112,2021-03-03T03:10:42Z,5870000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT00M10.20S,2021-03-03T03:10:22.3Z,4,REGULAR,substitution,in,[],201586,,,1610612738,115,112,2021-03-03T03:10:42Z,5880000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT00M10.20S,2021-03-03T03:10:47.0Z,4,REGULAR,freethrow,2 of 2,[],1628464,,,1610612738,116,112,2021-03-03T03:10:47Z,5890000,,,0,,D. Theis Free Throw 2 of 2 (9 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
597,PT00M10.20S,2021-03-03T03:10:51.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,116,112,2021-03-03T03:10:51Z,5900000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT00M10.20S,2021-03-03T03:11:14.0Z,4,REGULAR,substitution,out,[],201976,,,1610612746,116,112,2021-03-03T03:12:13Z,5910000,,,0,,SUB out: P. Beverley,[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT00M10.20S,2021-03-03T03:11:14.0Z,4,REGULAR,substitution,out,[],1627826,,,1610612746,116,112,2021-03-03T03:12:13Z,5920000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT00M10.20S,2021-03-03T03:11:14.0Z,4,REGULAR,substitution,in,[],101150,,,1610612746,116,112,2021-03-03T03:12:13Z,5930000,,,0,,SUB in: L. Williams,[101150],1610612746.0,LAC,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT00M10.20S,2021-03-03T03:11:14.0Z,4,REGULAR,substitution,in,[],202704,,,1610612746,116,112,2021-03-03T03:12:13Z,5940000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT00M08.90S,2021-03-03T03:12:29.7Z,4,REGULAR,3pt,Jump Shot,[],202331,66.96780551905388,31.686580882352942,1610612746,116,112,2021-03-03T03:12:38Z,5950000,-92.0,258.0,1,right,MISS P. George 27' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,27.38,Missed,,,,,,,,,,,,,,
603,PT00M05.90S,2021-03-03T03:12:32.7Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,116,112,2021-03-03T03:12:32Z,5960000,,,0,,D. Theis REBOUND (Off:3 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,602.0,6.0,3.0,3.0,,,
604,PT00M04.10S,2021-03-03T03:12:35.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",101150,,,1610612738,116,112,2021-03-03T03:12:55Z,5970000,,,0,,L. Williams take personal FOUL (4 PF) (Walker 2 FT),"[101150, 202689]",1610612746.0,LAC,take,,,Williams,L. Williams,,,,,1155.0,4.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,,
606,PT00M04.10S,2021-03-03T03:13:15.9Z,4,REGULAR,freethrow,1 of 2,[],202689,,,1610612738,116,112,2021-03-03T03:13:52Z,5990000,,,0,,MISS K. Walker Free Throw 1 of 2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,Missed,,,,,,,,,,,,,,
607,PT00M04.10S,2021-03-03T03:13:15.9Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,116,112,2021-03-03T03:13:52Z,6000000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,606.0,,,,,,
608,PT00M04.10S,2021-03-03T03:13:15.9Z,4,REGULAR,freethrow,2 of 2,[],202689,,,1610612738,117,112,2021-03-03T03:13:52Z,6010000,,,0,,K. Walker Free Throw 2 of 2 (25 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,Made,25.0,,,,,,,,,,,,,
609,PT00M00.00S,2021-03-03T03:13:41.5Z,4,REGULAR,period,end,[],0,,,1610612746,117,112,2021-03-03T03:13:41Z,6020000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT00M00.00S,2021-03-03T03:15:55.6Z,4,REGULAR,game,end,[],0,,,0,117,112,2021-03-03T03:15:55Z,6030000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
