actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
259,PT01M20.00S,2021-03-03T01:41:09.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202684,88.12417871222075,42.470894607843135,1610612738,60,61,2021-03-03T01:41:15Z,2560000,-38.0,59.0,1,right,T. Thompson 7' turnaround Hook (9 PTS) (D. Theis 1 AST),"[202684, 1628464]",1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,,,,,,7.0,Made,9.0,D. Theis,1628464.0,1.0,,,,,,,,,,
261,PT01M02.00S,2021-03-03T01:41:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202331,11.645860709592641,43.451286764705884,1610612746,60,63,2021-03-03T01:41:33Z,2580000,33.0,57.0,1,left,P. George 6' cutting Layup (21 PTS) (R. Jackson 4 AST),"[202331, 202704]",1610612746.0,LAC,cutting,,,George,P. George,,,,,,,,,,6.57,Made,21.0,R. Jackson,202704.0,4.0,,,,,,,,,,
263,PT00M49.30S,2021-03-03T01:41:42.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,74.85216819973719,87.8140318627451,1610612738,60,63,2021-03-03T01:42:05Z,2600000,189.0,184.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,26.38,Missed,,,,,,,,,,,,,,
264,PT00M46.80S,2021-03-03T01:41:44.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,60,63,2021-03-03T01:42:05Z,2610000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,263.0,,,,,,
265,PT00M46.80S,2021-03-03T01:41:54.7Z,2,REGULAR,foul,personal,[],1627759,,,1610612746,60,63,2021-03-03T01:44:48Z,2620000,,,0,,J. Brown loose ball personal FOUL (2 PF),"[1627759, 201587]",1610612738.0,BOS,loose ball,,,Brown,J. Brown,,,,,1162.0,2.0,0.0,Batum,201587.0,,,,,,,,,,,,,,,,
267,PT00M46.80S,2021-03-03T01:42:33.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612746,60,63,2021-03-03T01:42:33Z,2640000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT00M46.80S,2021-03-03T01:43:29.7Z,2,REGULAR,substitution,out,[],202694,,,1610612746,60,63,2021-03-03T01:44:19Z,2650000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT00M46.80S,2021-03-03T01:43:29.7Z,2,REGULAR,substitution,out,[],202331,,,1610612746,60,63,2021-03-03T01:44:19Z,2660000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT00M46.80S,2021-03-03T01:43:29.7Z,2,REGULAR,substitution,in,[],1629611,,,1610612746,60,63,2021-03-03T01:44:19Z,2670000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT00M46.80S,2021-03-03T01:43:29.7Z,2,REGULAR,substitution,in,[],101150,,,1610612746,60,63,2021-03-03T01:44:19Z,2680000,,,0,,SUB in: L. Williams,[101150],1610612746.0,LAC,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT00M33.40S,2021-03-03T01:44:37.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,13.87976346911958,64.03952205882352,1610612746,60,63,2021-03-03T01:44:45Z,2690000,-70.0,78.0,1,left,MISS R. Jackson 10' driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,,,,,,10.49,Missed,,,,,,,,,,,,,,
273,PT00M30.20S,2021-03-03T01:44:41.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,60,63,2021-03-03T01:44:45Z,2700000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,272.0,1.0,1.0,0.0,,,
274,PT00M20.60S,2021-03-03T01:44:50.5Z,2,REGULAR,2pt,Jump Shot,[],1627759,87.07293035479631,30.46109068627451,1610612738,62,63,2021-03-03T01:47:51Z,2710000,-98.0,69.0,1,right,J. Brown 11' driving floating Jump Shot (16 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,11.96,Made,16.0,,,,,,,,,,,,,
275,PT00M02.70S,2021-03-03T01:45:10.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],101150,8.623521681997373,41.73560049019608,1610612746,62,63,2021-03-03T01:45:30Z,2720000,41.0,29.0,1,left,MISS L. Williams driving Layup,[101150],1610612746.0,LAC,driving,,,Williams,L. Williams,,,,,,,,,,5.02,Missed,,,,,,,,,,,,,,
276,PT00M01.40S,2021-03-03T01:45:12.1Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,62,63,2021-03-03T01:45:30Z,2730000,,,0,,T. Thompson REBOUND (Off:3 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,275.0,5.0,2.0,3.0,,,
277,PT00M00.30S,2021-03-03T01:45:14.4Z,2,REGULAR,3pt,Jump Shot,[],202689,35.8245729303548,42.96109068627451,1610612738,62,63,2021-03-03T01:46:56Z,2740000,-35.0,551.0,1,right,MISS K. Walker 55' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,55.18,Missed,,,,,,,,,,,,,,
278,PT00M00.10S,2021-03-03T01:45:14.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,62,63,2021-03-03T01:46:56Z,2750000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,277.0,,,,,,
279,PT00M00.00S,2021-03-03T01:45:19.0Z,2,REGULAR,period,end,[],0,,,1610612738,62,63,2021-03-03T01:45:19Z,2760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT12M00.00S,2021-03-03T02:00:55.3Z,3,REGULAR,substitution,out,['startperiod'],1629611,,,1610612738,62,63,2021-03-03T02:01:34Z,2770000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT12M00.00S,2021-03-03T02:00:55.3Z,3,REGULAR,substitution,out,['startperiod'],101150,,,1610612738,62,63,2021-03-03T02:01:34Z,2780000,,,0,,SUB out: L. Williams,[101150],1610612746.0,LAC,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT12M00.00S,2021-03-03T02:00:55.3Z,3,REGULAR,substitution,in,['startperiod'],202331,,,1610612738,62,63,2021-03-03T02:01:34Z,2790000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT12M00.00S,2021-03-03T02:00:55.3Z,3,REGULAR,substitution,in,['startperiod'],201976,,,1610612738,62,63,2021-03-03T02:01:34Z,2800000,,,0,,SUB in: P. Beverley,[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT12M00.00S,2021-03-03T02:01:52.2Z,3,REGULAR,period,start,[],0,,,1610612746,62,63,2021-03-03T02:01:52Z,2810000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT11M54.00S,2021-03-03T02:01:57.6Z,3,REGULAR,3pt,Jump Shot,[],202331,90.22667542706965,95.16697303921569,1610612746,62,63,2021-03-03T02:02:04Z,2820000,226.0,39.0,1,right,MISS P. George 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,22.92,Missed,,,,,,,,,,,,,,
286,PT11M51.00S,2021-03-03T02:02:00.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,62,63,2021-03-03T02:02:04Z,2830000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,285.0,2.0,2.0,0.0,,,
287,PT11M39.00S,2021-03-03T02:02:11.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,6.783837056504599,54.48069852941176,1610612738,62,63,2021-03-03T02:02:20Z,2840000,-22.0,11.0,1,left,MISS D. Theis driving Layup,[1628464],1610612738.0,BOS,driving,,,Theis,D. Theis,,,,,,,,,,2.51,Missed,,,,,,,,,,,,,,
288,PT11M36.00S,2021-03-03T02:02:14.5Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,62,63,2021-03-03T02:02:20Z,2850000,,,0,,T. Thompson REBOUND (Off:4 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,287.0,6.0,2.0,4.0,,,
289,PT11M36.00S,2021-03-03T02:02:16.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,5.590000152587891,50.0,1610612738,62,63,2021-03-03T02:02:16Z,2860000,0.0,0.0,1,left,MISS T. Thompson tip Layup,[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
290,PT11M35.00S,2021-03-03T02:02:16.8Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,62,63,2021-03-03T02:02:16Z,2870000,,,0,,N. Batum REBOUND (Off:0 Def:4),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,289.0,4.0,4.0,0.0,,,
291,PT11M27.00S,2021-03-03T02:02:24.3Z,3,REGULAR,3pt,Jump Shot,[],201586,75.50919842312747,12.078737745098039,1610612746,62,63,2021-03-03T02:02:29Z,2880000,-190.0,178.0,1,right,MISS S. Ibaka 25' 3PT,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,25.99,Missed,,,,,,,,,,,,,,
292,PT11M24.00S,2021-03-03T02:02:27.3Z,3,REGULAR,rebound,offensive,[],201976,,,1610612746,62,63,2021-03-03T02:02:29Z,2890000,,,0,,P. Beverley REBOUND (Off:1 Def:2),[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,291.0,3.0,2.0,1.0,,,
293,PT11M19.00S,2021-03-03T02:02:32.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201976,91.40932982917214,94.18658088235294,1610612746,62,63,2021-03-03T02:02:39Z,2900000,221.0,28.0,1,right,MISS P. Beverley 3PT,[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,22.27,Missed,,,,,,,,,,,,,,
294,PT11M16.00S,2021-03-03T02:02:35.1Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,62,63,2021-03-03T02:02:39Z,2910000,,,0,,T. Thompson REBOUND (Off:4 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,293.0,7.0,3.0,4.0,,,
295,PT10M59.00S,2021-03-03T02:02:52.1Z,3,REGULAR,3pt,Jump Shot,[],202689,31.09395532194481,59.3826593137255,1610612738,65,63,2021-03-03T02:02:59Z,2920000,-47.0,240.0,1,left,K. Walker 24' 3PT  (14 PTS) (J. Tatum 3 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,24.43,Made,14.0,J. Tatum,1628369.0,3.0,,,,,,,,,,
297,PT10M38.00S,2021-03-03T02:03:12.9Z,3,REGULAR,2pt,Jump Shot,[],201586,82.21090670170827,75.80422794117648,1610612746,65,63,2021-03-03T02:03:19Z,2940000,129.0,115.0,1,right,MISS S. Ibaka 17' Jump Shot,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,17.26,Missed,,,,,,,,,,,,,,
298,PT10M35.00S,2021-03-03T02:03:15.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,65,63,2021-03-03T02:03:19Z,2950000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,297.0,3.0,3.0,0.0,,,
299,PT10M25.00S,2021-03-03T02:03:25.6Z,3,REGULAR,3pt,Jump Shot,[],202689,30.17411300919842,67.22579656862744,1610612738,65,63,2021-03-03T02:03:31Z,2960000,-86.0,231.0,1,left,MISS K. Walker 24' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,24.66,Missed,,,,,,,,,,,,,,
300,PT10M22.00S,2021-03-03T02:03:29.3Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,65,63,2021-03-03T02:03:29Z,2970000,,,0,,J. Brown REBOUND (Off:2 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,299.0,3.0,1.0,2.0,,,
301,PT10M21.00S,2021-03-03T02:03:30.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,8.623521681997373,71.14736519607843,1610612738,65,63,2021-03-03T02:03:44Z,2980000,-106.0,29.0,1,left,MISS J. Brown 10' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,,,,,,10.95,Missed,,,,,,,,,,,,,,
302,PT10M18.00S,2021-03-03T02:03:33.9Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,65,63,2021-03-03T02:03:44Z,2990000,,,0,,N. Batum REBOUND (Off:0 Def:5),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,301.0,5.0,5.0,0.0,,,
303,PT10M00.00S,2021-03-03T02:03:51.5Z,3,REGULAR,3pt,Jump Shot,[],201587,91.93495400788436,2.7650122549019605,1610612746,65,63,2021-03-03T02:04:00Z,3000000,-236.0,23.0,1,right,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,23.73,Missed,,,,,,,,,,,,,,
304,PT09M56.00S,2021-03-03T02:03:55.5Z,3,REGULAR,rebound,offensive,[],201976,,,1610612746,65,63,2021-03-03T02:04:00Z,3010000,,,0,,P. Beverley REBOUND (Off:2 Def:2),[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,303.0,4.0,2.0,2.0,,,
305,PT09M54.00S,2021-03-03T02:03:57.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201586,92.06636005256242,50.80422794117647,1610612746,65,65,2021-03-03T02:04:08Z,3020000,4.0,22.0,1,right,S. Ibaka cutting DUNK (7 PTS) (N. Batum 2 AST),"[201586, 201587]",1610612746.0,LAC,cutting,,,Ibaka,S. Ibaka,,,,,,,,,,2.25,Made,7.0,N. Batum,201587.0,2.0,,,,,,,,,,
307,PT09M34.00S,2021-03-03T02:04:16.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,9.017739816031538,56.196384803921575,1610612738,67,65,2021-03-03T02:04:23Z,3040000,-31.0,32.0,1,left,K. Walker driving finger roll Layup (16 PTS),[202689],1610612738.0,BOS,driving finger roll,,,Walker,K. Walker,,,,,,,,,,4.48,Made,16.0,,,,,,,,,,,,,
308,PT09M17.00S,2021-03-03T02:04:33.6Z,3,REGULAR,3pt,Jump Shot,[],202704,68.28186596583443,31.686580882352942,1610612746,67,65,2021-03-03T02:04:39Z,3050000,-92.0,246.0,1,right,MISS R. Jackson 26' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,26.22,Missed,,,,,,,,,,,,,,
309,PT09M14.00S,2021-03-03T02:04:36.6Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,67,65,2021-03-03T02:04:39Z,3060000,,,0,,K. Walker REBOUND (Off:1 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,308.0,4.0,3.0,1.0,,,
310,PT09M04.00S,2021-03-03T02:04:47.1Z,3,REGULAR,2pt,Jump Shot,[],202689,21.107095926412615,40.26501225490196,1610612738,67,65,2021-03-03T02:04:56Z,3070000,49.0,146.0,1,left,MISS K. Walker 15' step back Shot,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,,,,,,15.38,Missed,,,,,,,,,,,,,,
311,PT09M00.00S,2021-03-03T02:04:51.1Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,67,65,2021-03-03T02:04:56Z,3080000,,,0,,D. Theis REBOUND (Off:3 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,310.0,5.0,2.0,3.0,,,
312,PT08M50.00S,2021-03-03T02:05:02.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,7.703679369250986,56.68658088235294,1610612738,67,65,2021-03-03T02:10:02Z,3090000,-33.0,20.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,3.89,Missed,,,,,,,,,,,,,,
313,PT08M49.00S,2021-03-03T02:05:03.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,67,65,2021-03-03T02:05:32Z,3100000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,312.0,,,,,,
314,PT08M49.00S,2021-03-03T02:05:05.1Z,3,REGULAR,foul,personal,[],201586,,,1610612738,67,65,2021-03-03T02:05:52Z,3110000,,,0,,S. Ibaka loose ball personal FOUL (2 PF),"[201586, 202684]",1610612746.0,LAC,loose ball,,,Ibaka,S. Ibaka,,,,,202049.0,2.0,0.0,Thompson,202684.0,,,,,,,,,,,,,,,,
317,PT08M44.00S,2021-03-03T02:05:34.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,67,65,2021-03-03T02:05:34Z,3140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT08M35.00S,2021-03-03T02:05:55.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612738,67,65,2021-03-03T02:06:02Z,3150000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,1162.0,,,,,,,,,,,,,,,,,,,,
319,PT08M17.00S,2021-03-03T02:06:25.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202704,78.40013140604468,34.627757352941174,1610612746,67,67,2021-03-03T02:06:32Z,3160000,-77.0,151.0,1,right,R. Jackson 16' pullup Jump Shot (12 PTS) (N. Batum 3 AST),"[202704, 201587]",1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,,16.9,Made,12.0,N. Batum,201587.0,3.0,,,,,,,,,,
321,PT07M50.00S,2021-03-03T02:06:52.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202684,9.017739816031538,44.676776960784316,1610612738,67,67,2021-03-03T02:07:00Z,3180000,27.0,32.0,1,left,MISS T. Thompson Layup - blocked,"[202684, 201586]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,4.18,Missed,,,,,,,,,,,,Ibaka,201586.0,
326,PT07M50.00S,2021-03-03T02:06:52.4Z,3,REGULAR,block,,[],201586,,,1610612738,67,67,2021-03-03T02:08:38Z,3185000,,,0,,S. Ibaka BLOCK (1 BLK),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT07M46.00S,2021-03-03T02:06:56.4Z,3,REGULAR,rebound,defensive,[],201976,,,1610612746,67,67,2021-03-03T02:07:00Z,3190000,,,0,,P. Beverley REBOUND (Off:2 Def:3),[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,321.0,5.0,3.0,2.0,,,
323,PT07M29.00S,2021-03-03T02:07:13.6Z,3,REGULAR,3pt,Jump Shot,[],201587,82.7365308804205,95.16697303921569,1610612746,67,70,2021-03-03T02:07:22Z,3200000,226.0,110.0,1,right,N. Batum 25' 3PT  (10 PTS) (P. Beverley 1 AST),"[201587, 201976]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,25.11,Made,10.0,P. Beverley,201976.0,1.0,,,,,,,,,,
325,PT07M16.00S,2021-03-03T02:07:29.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,67,70,2021-03-03T02:07:29Z,3220000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT07M05.00S,2021-03-03T02:11:07.6Z,3,REGULAR,3pt,Jump Shot,[],202689,30.962549277266753,27.519914215686274,1610612738,67,70,2021-03-03T02:12:36Z,3230000,112.0,239.0,1,left,MISS K. Walker 26' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,26.37,Missed,,,,,,,,,,,,,,
328,PT07M02.00S,2021-03-03T02:11:10.6Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,67,70,2021-03-03T02:11:13Z,3240000,,,0,,T. Thompson REBOUND (Off:5 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,327.0,8.0,3.0,5.0,,,
329,PT06M53.00S,2021-03-03T02:11:17.7Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202684,10.463206307490145,45.41207107843137,1610612738,69,70,2021-03-03T02:12:24Z,3250000,23.0,46.0,1,left,T. Thompson driving Hook (11 PTS),[202684],1610612738.0,BOS,driving,,,Thompson,T. Thompson,,,,,,,,,,5.13,Made,11.0,,,,,,,,,,,,,
330,PT06M24.00S,2021-03-03T02:11:51.1Z,3,REGULAR,3pt,Jump Shot,[],202704,92.19776609724047,3.5003063725490198,1610612746,69,73,2021-03-03T02:12:20Z,3260000,-232.0,21.0,1,right,R. Jackson 3PT  (15 PTS) (P. Beverley 2 AST),"[202704, 201976]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,23.34,Made,15.0,P. Beverley,201976.0,2.0,,,,,,,,,,
332,PT06M06.00S,2021-03-03T02:12:31.4Z,3,REGULAR,substitution,out,[],201976,,,1610612738,69,73,2021-03-03T02:12:35Z,3280000,,,0,,SUB out: P. Beverley,[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT06M06.00S,2021-03-03T02:12:31.4Z,3,REGULAR,substitution,in,[],1629611,,,1610612738,69,73,2021-03-03T02:12:35Z,3290000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT06M04.00S,2021-03-03T02:12:57.8Z,3,REGULAR,jumpball,recovered,[],1627759,,,1610612738,69,73,2021-03-03T02:12:57Z,3300000,,,0,,Jump Ball D. Theis vs. P. George: Tip to J. Brown,"[1627759, 1628464, 202331]",1610612738.0,BOS,heldball,J. Brown,1627759.0,Brown,J. Brown,Theis,1628464.0,George,202331.0,,,,,,,,,,,,,,,,,,,,,
337,PT05M56.00S,2021-03-03T02:13:05.5Z,3,REGULAR,foul,personal,['2freethrow'],201586,,,1610612738,69,73,2021-03-03T02:13:20Z,3330000,,,0,,S. Ibaka shooting personal FOUL (3 PF) (Theis 2 FT),"[201586, 1628464]",1610612746.0,LAC,shooting,,,Ibaka,S. Ibaka,,,,,202049.0,3.0,0.0,Theis,1628464.0,,,,,,,,,,,,,,,,
339,PT05M56.00S,2021-03-03T02:13:41.5Z,3,REGULAR,freethrow,1 of 2,[],1628464,,,1610612738,69,73,2021-03-03T02:13:41Z,3350000,,,0,,MISS D. Theis Free Throw 1 of 2,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,Missed,,,,,,,,,,,,,,
340,PT05M56.00S,2021-03-03T02:13:41.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,69,73,2021-03-03T02:13:41Z,3360000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,339.0,,,,,,
341,PT05M56.00S,2021-03-03T02:13:42.4Z,3,REGULAR,substitution,out,[],202689,,,1610612738,69,73,2021-03-03T02:13:47Z,3370000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT05M56.00S,2021-03-03T02:13:42.4Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,69,73,2021-03-03T02:13:47Z,3380000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT05M56.00S,2021-03-03T02:14:01.4Z,3,REGULAR,freethrow,2 of 2,[],1628464,,,1610612738,70,73,2021-03-03T02:14:01Z,3390000,,,0,,D. Theis Free Throw 2 of 2 (5 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
344,PT05M42.00S,2021-03-03T02:14:16.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,89.17542706964521,41.98069852941176,1610612746,70,75,2021-03-03T02:14:21Z,3400000,-40.0,49.0,1,right,R. Jackson 6' driving Layup (17 PTS),[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,,,,,,6.35,Made,17.0,,,,,,,,,,,,,
345,PT05M20.00S,2021-03-03T02:14:37.9Z,3,REGULAR,2pt,Jump Shot,[],1628369,14.14257555847569,24.823835784313726,1610612738,70,75,2021-03-03T02:14:45Z,3410000,126.0,80.0,1,left,MISS J. Tatum 14' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,,,14.94,Missed,,,,,,,,,,,,,,
346,PT05M17.00S,2021-03-03T02:14:40.9Z,3,REGULAR,rebound,defensive,[],201586,,,1610612746,70,75,2021-03-03T02:14:45Z,3420000,,,0,,S. Ibaka REBOUND (Off:0 Def:2),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,345.0,2.0,2.0,0.0,,,
347,PT05M07.00S,2021-03-03T02:14:54.5Z,3,REGULAR,foul,personal,[],1628464,,,1610612746,70,75,2021-03-03T02:15:03Z,3430000,,,0,,D. Theis personal FOUL (2 PF),"[1628464, 202331]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,1155.0,2.0,0.0,George,202331.0,,,,,,,,,,,,,,,,
349,PT05M07.00S,2021-03-03T02:15:02.5Z,3,REGULAR,substitution,out,[],1628464,,,1610612746,70,75,2021-03-03T02:15:12Z,3450000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
