actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
262,PT05M12.00S,2021-03-30T00:25:41.5Z,2,REGULAR,foul,offensive,[],1628404,,,1610612740,44,47,2021-03-30T00:26:02Z,2610000,,,0,,J. Hart charge offensive FOUL (2 PF),"[1628404, 202689]",1610612740.0,NOP,charge,,,Hart,J. Hart,,,,,,,,,,,,202056.0,2.0,0.0,Walker,202689.0,,,,,,,,,
264,PT05M12.00S,2021-03-30T00:25:41.5Z,2,REGULAR,turnover,offensive foul,[],1628404,,,1610612740,44,47,2021-03-30T00:25:41Z,2630000,,,0,,J. Hart offensive foul TURNOVER (2 TO),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,202056.0,,,,,,,,,,2.0,,,
265,PT05M00.00S,2021-03-30T00:26:08.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,93.64323258869908,49.08854166666667,1610612738,46,47,2021-03-30T00:26:13Z,2640000,-5.0,7.0,1,right,R. Williams III alley-oop DUNK (4 PTS) (M. Smart 2 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,0.86,Made,,4.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,
267,PT04M37.00S,2021-03-30T00:26:29.4Z,2,REGULAR,3pt,Jump Shot,[],202339,25.57490144546649,81.68658088235294,1610612740,46,50,2021-03-30T00:26:35Z,2660000,-158.0,188.0,1,left,E. Bledsoe 24' 3PT  (6 PTS) (B. Ingram 1 AST),"[202339, 1627742]",1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,24.58,Made,,6.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
269,PT04M16.00S,2021-03-30T00:26:51.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,93.77463863337714,45.65716911764706,1610612738,48,50,2021-03-30T00:26:55Z,2680000,-22.0,6.0,1,right,M. Smart driving Layup (2 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,2.25,Made,,2.0,,,,,,,,,,,,,,,,,
270,PT04M00.00S,2021-03-30T00:27:06.6Z,2,REGULAR,3pt,Jump Shot,[],1627742,32.14520367936925,53.990502450980394,1610612740,48,50,2021-03-30T00:27:17Z,2690000,-20.0,250.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,,
271,PT03M58.00S,2021-03-30T00:27:08.6Z,2,REGULAR,rebound,defensive,[],203095,,,1610612738,48,50,2021-03-30T00:27:17Z,2700000,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,270.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
272,PT03M42.00S,2021-03-30T00:27:25.0Z,2,REGULAR,3pt,Jump Shot,[],203935,65.52233902759527,49.333639705882355,1610612738,48,50,2021-03-30T00:27:39Z,2710000,-3.0,272.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,,
273,PT03M40.00S,2021-03-30T00:27:27.0Z,2,REGULAR,rebound,defensive,[],202339,,,1610612740,48,50,2021-03-30T00:27:39Z,2720000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,,,272.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
274,PT03M30.00S,2021-03-30T00:27:37.3Z,2,REGULAR,3pt,Jump Shot,[],1630184,23.73521681997372,82.91207107843137,1610612740,48,53,2021-03-30T00:27:42Z,2730000,-165.0,171.0,1,left,K. Lewis Jr. 3PT  (9 PTS) (B. Ingram 2 AST),"[1630184, 1627742]",1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,23.71,Made,,9.0,B. Ingram,1627742.0,2.0,,,,,,,,,,,,,,
276,PT03M28.00S,2021-03-30T00:27:47.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,48,53,2021-03-30T00:27:47Z,2750000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M28.00S,2021-03-30T00:30:05.3Z,2,REGULAR,substitution,out,[],1628404,,,1610612738,48,53,2021-03-30T00:30:35Z,2760000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M28.00S,2021-03-30T00:30:05.3Z,2,REGULAR,substitution,out,[],1630184,,,1610612738,48,53,2021-03-30T00:30:35Z,2770000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M28.00S,2021-03-30T00:30:05.3Z,2,REGULAR,substitution,in,[],1629638,,,1610612738,48,53,2021-03-30T00:30:35Z,2780000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M28.00S,2021-03-30T00:30:05.3Z,2,REGULAR,substitution,in,[],1629627,,,1610612738,48,53,2021-03-30T00:30:35Z,2790000,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M06.00S,2021-03-30T00:31:12.9Z,2,REGULAR,3pt,Jump Shot,[],203095,94.43166885676742,3.5003063725490198,1610612738,48,53,2021-03-30T00:31:39Z,2800000,-232.0,0.0,1,right,MISS E. Fournier 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,,
282,PT03M04.00S,2021-03-30T00:31:14.9Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,48,53,2021-03-30T00:31:39Z,2810000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:5),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,281.0,,,,,,,,,,5.0,5.0,0.0,,,,,,
283,PT02M57.00S,2021-03-30T00:31:24.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,48,53,2021-03-30T00:31:24Z,2820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M46.00S,2021-03-30T00:31:46.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.075558475689881,52.27481617647059,1610612740,48,55,2021-03-30T00:31:56Z,2830000,-11.0,-5.0,1,left,Z. Williamson reverse Layup (9 PTS) (B. Ingram 3 AST),"[1629627, 1627742]",1610612740.0,NOP,reverse,,,Williamson,Z. Williamson,,,,,1.24,Made,,9.0,B. Ingram,1627742.0,3.0,,,,,,,,,,,,,,
286,PT02M46.00S,2021-03-30T00:31:51.6Z,2,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612740,48,55,2021-03-30T00:31:58Z,2850000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Williamson 1 FT),"[1629057, 1629627]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,201639.0,2.0,0.0,Williamson,1629627.0,,,,,,,,,
288,PT02M46.00S,2021-03-30T00:32:15.6Z,2,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,48,56,2021-03-30T00:32:15Z,2870000,,,0,,Z. Williamson Free Throw 1 of 1 (10 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Made,,10.0,,,,,,,,,,,,,,,,,
289,PT02M42.00S,2021-03-30T00:32:30.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,91.14651773981603,46.14736519607843,1610612738,50,56,2021-03-30T00:32:35Z,2880000,-19.0,31.0,1,right,K. Walker driving Layup (9 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,3.63,Made,,9.0,,,,,,,,,,,,,,,,,
290,PT02M42.00S,2021-03-30T00:32:37.3Z,2,REGULAR,foul,personal,['1freethrow'],1629638,,,1610612738,50,56,2021-03-30T00:32:45Z,2890000,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Walker 1 FT),"[1629638, 202689]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,203591.0,2.0,0.0,Walker,202689.0,,,,,,,,,
292,PT02M42.00S,2021-03-30T00:32:58.9Z,2,REGULAR,freethrow,1 of 1,[],202689,,,1610612738,51,56,2021-03-30T00:32:58Z,2910000,,,0,,K. Walker Free Throw 1 of 1 (10 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,10.0,,,,,,,,,,,,,,,,,
293,PT02M25.00S,2021-03-30T00:33:18.2Z,2,REGULAR,3pt,Jump Shot,[],1629638,28.33442838370565,73.84344362745098,1610612740,51,59,2021-03-30T00:33:23Z,2920000,-119.0,214.0,1,left,N. Alexander-Walker 24' 3PT  (7 PTS) (B. Ingram 4 AST),"[1629638, 1627742]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,24.48,Made,,7.0,B. Ingram,1627742.0,4.0,,,,,,,,,,,,,,
295,PT02M04.00S,2021-03-30T00:33:39.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,90.88370565045992,52.51991421568627,1610612738,53,59,2021-03-30T00:33:43Z,2940000,13.0,33.0,1,right,M. Smart driving Layup (4 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.55,Made,,4.0,,,,,,,,,,,,,,,,,
296,PT01M49.00S,2021-03-30T00:33:55.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612740,53,59,2021-03-30T00:34:34Z,2950000,,,0,,M. Smart shooting personal FOUL (2 PF) (Ingram 2 FT),"[203935, 1627742]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,203591.0,2.0,0.0,Ingram,1627742.0,,,,,,,,,
298,PT01M49.00S,2021-03-30T00:34:35.8Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,53,60,2021-03-30T00:34:35Z,2970000,,,0,,B. Ingram Free Throw 1 of 2 (11 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,11.0,,,,,,,,,,,,,,,,,
299,PT01M49.00S,2021-03-30T00:34:35.8Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,53,60,2021-03-30T00:34:54Z,2980000,,,0,,MISS B. Ingram Free Throw 2 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Missed,,,,,,,,,,,,,,,,,,,
300,PT01M46.00S,2021-03-30T00:34:38.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,60,2021-03-30T00:34:54Z,2990000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,299.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
301,PT01M36.00S,2021-03-30T00:35:02.8Z,2,REGULAR,2pt,Jump Shot,[],202689,88.38699080157687,90.01991421568627,1610612738,55,60,2021-03-30T00:35:09Z,3000000,200.0,57.0,1,right,K. Walker 20' Jump Shot (12 PTS) (R. Williams III 2 AST),"[202689, 1629057]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,20.8,Made,,12.0,R. Williams III,1629057.0,2.0,,,,,,,,,,,,,,
303,PT01M21.00S,2021-03-30T00:35:21.8Z,2,REGULAR,turnover,backcourt,[],1629627,,,1610612740,55,60,2021-03-30T00:35:30Z,3020000,,,0,,Z. Williamson backcourt TURNOVER (1 TO),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,202056.0,,,,,,,,,,1.0,,,
304,PT01M14.00S,2021-03-30T00:35:40.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202689,67.88764783180025,72.86305147058823,1610612738,55,60,2021-03-30T00:35:45Z,3030000,114.0,249.0,1,right,MISS K. Walker 27' step back 3PT,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,27.43,Missed,,,,,,,,,,,,,,,,,,,
305,PT01M12.00S,2021-03-30T00:35:42.3Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,55,60,2021-03-30T00:36:05Z,3040000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,304.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
306,PT01M05.00S,2021-03-30T00:35:49.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203500,6.652431011826544,54.23560049019608,1610612740,55,62,2021-03-30T00:36:33Z,3050000,-21.0,10.0,1,left,S. Adams Layup (2 PTS) (B. Ingram 5 AST),"[203500, 1627742]",1610612740.0,NOP,,,,Adams,S. Adams,,,,,2.34,Made,,2.0,B. Ingram,1627742.0,5.0,,,,,,,,,,,,,,
308,PT00M53.30S,2021-03-30T00:36:00.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,69.99014454664915,19.186580882352942,1610612738,55,62,2021-03-30T00:36:11Z,3070000,-154.0,230.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.65,Missed,,,,,,,,,,,,,,,,,,,
309,PT00M51.20S,2021-03-30T00:36:02.4Z,2,REGULAR,rebound,defensive,[],202339,,,1610612740,55,62,2021-03-30T00:36:25Z,3080000,,,0,,E. Bledsoe REBOUND (Off:0 Def:2),[202339],1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,,,308.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
310,PT00M46.90S,2021-03-30T00:36:07.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202339,31.750985545335087,50.06893382352941,1610612740,55,62,2021-03-30T00:36:19Z,3090000,0.0,246.0,1,left,MISS E. Bledsoe 24' running pullup 3PT,[202339],1610612740.0,NOP,running pullup,,,Bledsoe,E. Bledsoe,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,,
311,PT00M44.60S,2021-03-30T00:36:09.9Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,55,62,2021-03-30T00:36:09Z,3100000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,310.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
312,PT00M30.30S,2021-03-30T00:36:26.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,79.84559789750328,48.84344362745098,1610612738,55,62,2021-03-30T00:41:12Z,3110000,-6.0,137.0,1,right,MISS M. Smart 13' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,13.71,Missed,,,,,,,,,,,,,,,,,,,
313,PT00M29.30S,2021-03-30T00:36:27.2Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,55,62,2021-03-30T00:41:12Z,3120000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,312.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
321,PT00M28.30S,2021-03-30T00:36:38.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,93.64323258869908,53.990502450980394,1610612738,55,62,2021-03-30T00:41:12Z,3125000,20.0,7.0,1,right,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,2.13,Missed,,,,,,,,,,,,,,,,,,,
322,PT00M27.30S,2021-03-30T00:36:39.0Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,55,62,2021-03-30T00:40:42Z,3127500,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:6),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,321.0,,,,,,,,,,6.0,6.0,0.0,,,,,,
314,PT00M05.80S,2021-03-30T00:36:49.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,14.799605781865965,40.510110294117645,1610612740,55,62,2021-03-30T00:36:59Z,3130000,47.0,87.0,1,left,MISS Z. Williamson 9' driving Layup - blocked,"[1629627, 203095]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,9.87,Missed,,,,,,,,,,,,,,Fournier,203095.0,,,,
315,PT00M05.80S,2021-03-30T00:36:49.8Z,2,REGULAR,block,,[],203095,,,1610612740,55,62,2021-03-30T00:36:52Z,3140000,,,0,,E. Fournier BLOCK (1 BLK),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M04.10S,2021-03-30T00:36:51.5Z,2,REGULAR,rebound,offensive,[],1629627,,,1610612740,55,62,2021-03-30T00:36:59Z,3150000,,,0,,Z. Williamson REBOUND (Off:1 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,314.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
317,PT00M03.00S,2021-03-30T00:36:54.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,8.229303547963205,45.90226715686275,1610612740,55,64,2021-03-30T00:37:31Z,3160000,20.0,25.0,1,left,Z. Williamson putback Layup (12 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,3.23,Made,,12.0,,,,,,,,,,,,,,,,,
318,PT00M00.60S,2021-03-30T00:37:09.1Z,2,REGULAR,3pt,Jump Shot,[],202689,54.8784494086728,18.206188725490197,1610612738,55,64,2021-03-30T00:37:41Z,3170000,-159.0,372.0,1,right,MISS K. Walker 40' running 3PT,[202689],1610612738.0,BOS,running,,,Walker,K. Walker,,,,,40.42,Missed,,,,,,,,,,,,,,,,,,,
319,PT00M00.10S,2021-03-30T00:37:09.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,55,64,2021-03-30T00:37:41Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,318.0,,,,,,,,,,,,,,,,,,
320,PT00M00.00S,2021-03-30T00:37:11.7Z,2,REGULAR,period,end,[],0,,,1610612738,55,64,2021-03-30T00:37:11Z,3190000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-03-30T00:51:14.2Z,3,REGULAR,substitution,out,['startperiod'],203095,,,1610612738,55,64,2021-03-30T00:52:18Z,3200000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-03-30T00:51:14.2Z,3,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,55,64,2021-03-30T00:52:18Z,3210000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-03-30T00:52:24.1Z,3,REGULAR,period,start,[],0,,,1610612738,55,64,2021-03-30T00:52:24Z,3220000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M50.00S,2021-03-30T00:52:33.9Z,3,REGULAR,3pt,Jump Shot,[],1629684,3.892904073587385,95.90226715686273,1610612738,55,64,2021-03-30T00:52:41Z,3230000,-230.0,-16.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.01,Missed,,,,,,,,,,,,,,,,,,,
327,PT11M48.00S,2021-03-30T00:52:35.9Z,3,REGULAR,rebound,defensive,[],203500,,,1610612740,55,64,2021-03-30T00:52:41Z,3240000,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612740.0,NOP,,,,Adams,S. Adams,,,,,,,326.0,,,,,,,,,,4.0,3.0,1.0,,,,,,
328,PT11M36.00S,2021-03-30T00:52:48.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,90.40735873850197,50.9689031862745,1610612740,55,64,2021-03-30T00:52:56Z,3250000,5.0,38.0,1,right,MISS Z. Williamson driving Layup - blocked,"[1629627, 203935]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,3.8,Missed,,,,,,,,,,,,,,Smart,203935.0,,,,
329,PT11M36.00S,2021-03-30T00:52:48.1Z,3,REGULAR,block,,[],203935,,,1610612740,55,64,2021-03-30T00:52:50Z,3260000,,,0,,M. Smart BLOCK (2 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M34.00S,2021-03-30T00:52:50.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,64,2021-03-30T00:52:56Z,3270000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,328.0,,,,,,,,,,4.0,4.0,0.0,,,,,,
331,PT11M27.00S,2021-03-30T00:52:57.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203935,3.7614980289093296,54.23560049019608,1610612738,57,64,2021-03-30T00:53:13Z,3280000,-21.0,-17.0,1,left,M. Smart running Layup (6 PTS) (J. Tatum 4 AST),"[203935, 1628369]",1610612738.0,BOS,running,,,Smart,M. Smart,,,,,2.72,Made,,6.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,
333,PT11M14.00S,2021-03-30T00:53:17.6Z,3,REGULAR,foul,offensive,[],203500,,,1610612740,57,64,2021-03-30T00:54:37Z,3300000,,,0,,S. Adams offensive FOUL (1 PF),"[203500, 203935]",1610612740.0,NOP,,,,Adams,S. Adams,,,,,,,,,,,,201639.0,1.0,0.0,Smart,203935.0,,,,,,,,,
335,PT11M14.00S,2021-03-30T00:53:17.6Z,3,REGULAR,turnover,offensive foul,[],203500,,,1610612740,57,64,2021-03-30T00:53:17Z,3320000,,,0,,S. Adams offensive foul TURNOVER (1 TO),[203500],1610612740.0,NOP,,,,Adams,S. Adams,,,,,,,,,,,,201639.0,,,,,,,,,,1.0,,,
338,PT11M03.00S,2021-03-30T00:54:07.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,57,64,2021-03-30T00:54:07Z,3350000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M03.00S,2021-03-30T00:55:00.7Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612738,57,64,2021-03-30T00:56:41Z,3370000,,,0,,,[],1610612740.0,NOP,overturned,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,,,,No Foul on B. Ingram
341,PT10M53.00S,2021-03-30T00:57:23.8Z,3,REGULAR,foul,personal,['3freethrow'],1629638,,,1610612738,57,64,2021-03-30T00:57:39Z,3380000,,,0,,N. Alexander-Walker shooting personal FOUL (3 PF) (Smart 3 FT),"[1629638, 203935]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,202056.0,3.0,0.0,Smart,203935.0,,,,,,,,,
343,PT10M53.00S,2021-03-30T00:57:49.2Z,3,REGULAR,freethrow,1 of 3,['fromturnover'],203935,,,1610612738,58,64,2021-03-30T00:57:49Z,3400000,,,0,,M. Smart Free Throw 1 of 3 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,7.0,,,,,,,,,,,,,,,,,
344,PT10M53.00S,2021-03-30T00:58:01.1Z,3,REGULAR,freethrow,2 of 3,['fromturnover'],203935,,,1610612738,59,64,2021-03-30T00:58:01Z,3410000,,,0,,M. Smart Free Throw 2 of 3 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,8.0,,,,,,,,,,,,,,,,,
345,PT10M53.00S,2021-03-30T00:58:12.4Z,3,REGULAR,freethrow,3 of 3,['fromturnover'],203935,,,1610612738,60,64,2021-03-30T00:58:12Z,3420000,,,0,,M. Smart Free Throw 3 of 3 (9 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,9.0,,,,,,,,,,,,,,,,,
346,PT10M40.00S,2021-03-30T00:58:27.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203500,82.47371879106439,61.83363970588235,1610612740,60,66,2021-03-30T00:58:36Z,3430000,59.0,112.0,1,right,S. Adams 12' driving Hook (4 PTS) (B. Ingram 6 AST),"[203500, 1627742]",1610612740.0,NOP,driving,,,Adams,S. Adams,,,,,12.69,Made,,4.0,B. Ingram,1627742.0,6.0,,,,,,,,,,,,,,
348,PT10M28.00S,2021-03-30T00:58:43.5Z,3,REGULAR,foul,personal,[],1627742,,,1610612738,60,66,2021-03-30T00:59:03Z,3450000,,,0,,B. Ingram personal FOUL (3 PF),"[1627742, 1628369]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,203591.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,
350,PT10M20.00S,2021-03-30T00:59:01.3Z,3,REGULAR,3pt,Jump Shot,[],202689,25.312089356110377,13.059129901960784,1610612738,63,66,2021-03-30T00:59:06Z,3470000,185.0,185.0,1,left,K. Walker 26' 3PT  (15 PTS) (J. Tatum 5 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.17,Made,,15.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,
352,PT10M04.00S,2021-03-30T00:59:18.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.32917214191852,45.65716911764706,1610612740,63,68,2021-03-30T00:59:23Z,3490000,-22.0,20.0,1,right,Z. Williamson driving reverse Layup (14 PTS) (N. Alexander-Walker 2 AST),"[1629627, 1629638]",1610612740.0,NOP,driving reverse,,,Williamson,Z. Williamson,,,,,2.92,Made,,14.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,,,,,
354,PT09M49.00S,2021-03-30T00:59:31.7Z,3,REGULAR,3pt,Jump Shot,[],1629684,3.7614980289093296,3.5003063725490198,1610612738,66,68,2021-03-30T00:59:36Z,3510000,232.0,-17.0,1,left,G. Williams 3PT  (3 PTS) (K. Walker 3 AST),"[1629684, 202689]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.31,Made,,3.0,K. Walker,202689.0,3.0,,,,,,,,,,,,,,
356,PT09M42.00S,2021-03-30T00:59:43.6Z,3,REGULAR,turnover,out-of-bounds,[],202339,,,1610612740,66,68,2021-03-30T00:59:50Z,3530000,,,0,,E. Bledsoe lost ball out-of-bounds TURNOVER (1 TO),[202339],1610612740.0,NOP,lost ball,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,201639.0,,,,,,,,,,1.0,,,
