actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
253,PT04M18.00S,2021-02-18T01:23:00.0Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,45,49,2021-02-18T01:23:05Z,2490000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M18.00S,2021-02-18T01:23:00.0Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,45,49,2021-02-18T01:23:05Z,2500000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M18.00S,2021-02-18T01:23:18.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,46,49,2021-02-18T01:23:18Z,2510000,,,0,,J. Brown Free Throw 2 of 2 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
256,PT03M58.00S,2021-02-18T01:23:40.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,5.995400788436268,48.59834558823529,1610612737,46,51,2021-02-18T01:23:45Z,2520000,7.0,4.0,1,left,C. Reddish driving finger roll Layup (11 PTS),[1629629],1610612737.0,ATL,driving finger roll,,,Reddish,C. Reddish,,,,,0.8,Made,,,,,11.0,,,,,,,,,,,,,
257,PT03M39.00S,2021-02-18T01:23:59.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202684,91.80354796320631,47.372855392156865,1610612738,48,51,2021-02-18T01:24:11Z,2530000,-13.0,25.0,1,right,T. Thompson driving bank Hook (8 PTS),[202684],1610612738.0,BOS,driving bank,,,Thompson,T. Thompson,,,,,2.78,Made,,,,,8.0,,,,,,,,,,,,,
258,PT03M25.00S,2021-02-18T01:24:16.9Z,2,REGULAR,foul,personal,[],1627759,,,1610612737,48,51,2021-02-18T01:24:22Z,2540000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1629629]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Reddish,1629629.0,,
260,PT03M17.00S,2021-02-18T01:24:40.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,5.995400788436268,48.353247549019606,1610612737,48,53,2021-02-18T01:24:46Z,2560000,8.0,4.0,1,left,C. Capela DUNK (12 PTS) (T. Young 4 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,0.91,Made,,,,,12.0,T. Young,1629027.0,4.0,,,,,,,,,,
262,PT03M01.00S,2021-02-18T01:24:57.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,84.83902759526939,48.84344362745098,1610612738,48,53,2021-02-18T01:25:14Z,2580000,-6.0,90.0,1,right,MISS J. Brown 9' turnaround Shot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,9.02,Missed,,,,,,,,,,,,,,,,,,
263,PT03M00.00S,2021-02-18T01:24:58.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,48,53,2021-02-18T01:25:24Z,2590000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,
264,PT03M00.00S,2021-02-18T01:25:04.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,48,53,2021-02-18T01:25:04Z,2600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT02M47.00S,2021-02-18T01:25:21.2Z,2,REGULAR,turnover,lost ball,[],1629027,,,1610612737,48,53,2021-02-18T01:25:28Z,2610000,,,0,,T. Young lost ball TURNOVER (4 TO),"[1629027, 202684]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,4.0,Thompson,202684.0,,,,,,,
266,PT02M47.00S,2021-02-18T01:25:21.2Z,2,REGULAR,steal,,[],202684,,,1610612738,48,53,2021-02-18T01:25:52Z,2620000,,,0,,T. Thompson STEAL (1 STL),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M35.00S,2021-02-18T01:25:33.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629750,91.80354796320631,53.255208333333336,1610612738,48,53,2021-02-18T01:25:40Z,2630000,16.0,25.0,1,right,MISS J. Green driving Layup,[1629750],1610612738.0,BOS,driving,,,Green,J. Green,,,,,2.94,Missed,,,,,,,,,,,,,,,,,,
268,PT02M33.00S,2021-02-18T01:25:35.2Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612737,48,53,2021-02-18T01:25:40Z,2640000,,,0,,C. Reddish REBOUND (Off:1 Def:1),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,267.0,2.0,1.0,1.0,,,,,,,,,,,,,,
269,PT02M31.00S,2021-02-18T01:25:37.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628989,5.863994743758213,49.333639705882355,1610612737,48,55,2021-02-18T01:25:46Z,2650000,3.0,3.0,1,left,K. Huerter running Layup (4 PTS) (C. Reddish 2 AST),"[1628989, 1629629]",1610612737.0,ATL,running,,,Huerter,K. Huerter,,,,,0.42,Made,,,,,4.0,C. Reddish,1629629.0,2.0,,,,,,,,,,
271,PT02M09.00S,2021-02-18T01:25:59.5Z,2,REGULAR,3pt,Jump Shot,[],1629750,87.59855453350855,96.14736519607843,1610612738,51,55,2021-02-18T01:26:03Z,2670000,231.0,64.0,1,right,J. Green 3PT  (5 PTS) (G. Williams 1 AST),"[1629750, 1629684]",1610612738.0,BOS,,,,Green,J. Green,,,,,23.94,Made,,,,,5.0,G. Williams,1629684.0,1.0,,,,,,,,,,
273,PT02M01.00S,2021-02-18T01:26:10.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,51,55,2021-02-18T01:26:10Z,2690000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M01.00S,2021-02-18T01:28:45.5Z,2,REGULAR,substitution,out,[],1629750,,,1610612737,51,55,2021-02-18T01:28:59Z,2700000,,,0,,SUB out: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M01.00S,2021-02-18T01:28:45.5Z,2,REGULAR,substitution,out,[],203991,,,1610612737,51,55,2021-02-18T01:28:59Z,2710000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M01.00S,2021-02-18T01:28:45.5Z,2,REGULAR,substitution,in,[],1628369,,,1610612737,51,55,2021-02-18T01:28:59Z,2720000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M01.00S,2021-02-18T01:28:45.5Z,2,REGULAR,substitution,in,[],201568,,,1610612737,51,55,2021-02-18T01:28:59Z,2730000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
278,PT01M55.00S,2021-02-18T01:29:17.1Z,2,REGULAR,foul,personal,[],1630202,,,1610612737,51,55,2021-02-18T01:29:26Z,2740000,,,0,,P. Pritchard personal FOUL (2 PF),"[1630202, 1629027]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,204058.0,2.0,0.0,Young,1629027.0,,
280,PT01M45.00S,2021-02-18T01:29:48.3Z,2,REGULAR,turnover,bad pass,[],1628989,,,1610612737,51,55,2021-02-18T01:29:54Z,2760000,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1628369]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,,
281,PT01M45.00S,2021-02-18T01:29:48.3Z,2,REGULAR,steal,,[],1628369,,,1610612738,51,55,2021-02-18T01:29:50Z,2770000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
282,PT01M42.00S,2021-02-18T01:29:53.0Z,2,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612738,51,55,2021-02-18T01:29:59Z,2780000,,,0,,G. Williams bad pass out-of-bounds TURNOVER (1 TO),[1629684],1610612738.0,BOS,bad pass,,,Williams,G. Williams,,,,,,,,,,,,,,,1.0,,,204058.0,,,,,,
283,PT01M31.00S,2021-02-18T01:30:13.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612737,51,55,2021-02-18T01:30:24Z,2790000,,,0,,J. Brown shooting personal FOUL (3 PF) (Young 2 FT),"[1627759, 1629027]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,1204.0,3.0,0.0,Young,1629027.0,,
285,PT01M31.00S,2021-02-18T01:30:37.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,51,56,2021-02-18T01:30:37Z,2810000,,,0,,T. Young Free Throw 1 of 2 (12 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
286,PT01M31.00S,2021-02-18T01:30:39.1Z,2,REGULAR,substitution,out,[],1627759,,,1610612737,51,56,2021-02-18T01:30:49Z,2820000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
287,PT01M31.00S,2021-02-18T01:30:39.1Z,2,REGULAR,substitution,in,[],1630174,,,1610612737,51,56,2021-02-18T01:30:49Z,2830000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M31.00S,2021-02-18T01:30:59.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,51,57,2021-02-18T01:30:59Z,2840000,,,0,,T. Young Free Throw 2 of 2 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
289,PT01M14.00S,2021-02-18T01:31:17.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,91.27792378449409,3.7454044117647056,1610612738,54,57,2021-02-18T01:31:24Z,2850000,-231.0,29.0,1,right,J. Tatum 3PT step back (17 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,23.32,Made,,,,,17.0,,,,,,,,,,,,,
290,PT01M02.00S,2021-02-18T01:31:29.7Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,54,57,2021-02-18T01:31:35Z,2860000,,,0,,T. Young bad pass TURNOVER (5 TO),"[1629027, 202684]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,5.0,Thompson,202684.0,,,,,,,
291,PT01M02.00S,2021-02-18T01:31:29.7Z,2,REGULAR,steal,,[],202684,,,1610612738,54,57,2021-02-18T01:31:35Z,2870000,,,0,,T. Thompson STEAL (2 STL),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
292,PT00M57.00S,2021-02-18T01:31:35.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630202,89.56964520367937,94.921875,1610612738,54,57,2021-02-18T01:31:43Z,2880000,225.0,46.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,
293,PT00M54.70S,2021-02-18T01:31:37.5Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612737,54,57,2021-02-18T01:31:43Z,2890000,,,0,,C. Reddish REBOUND (Off:1 Def:2),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,292.0,3.0,2.0,1.0,,,,,,,,,,,,,,
294,PT00M42.10S,2021-02-18T01:31:50.4Z,2,REGULAR,3pt,Jump Shot,[],201568,23.078186596583443,85.85324754901961,1610612737,54,57,2021-02-18T01:32:09Z,2900000,-179.0,164.0,1,left,MISS D. Gallinari 24' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,24.33,Missed,,,,,,,,,,,,,,,,,,
295,PT00M39.90S,2021-02-18T01:31:52.6Z,2,REGULAR,rebound,offensive,[],1628381,,,1610612737,54,57,2021-02-18T01:32:09Z,2910000,,,0,,J. Collins REBOUND (Off:2 Def:0),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,294.0,2.0,0.0,2.0,,,,,,,,,,,,,,
296,PT00M39.90S,2021-02-18T01:31:54.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628381,6.389618922470433,51.294424019607845,1610612737,54,59,2021-02-18T01:32:27Z,2920000,-6.0,8.0,1,left,J. Collins putback Layup (11 PTS),[1628381],1610612737.0,ATL,putback,,,Collins,J. Collins,,,,,1.0,Made,,,,,11.0,,,,,,,,,,,,,
297,PT00M39.90S,2021-02-18T01:31:59.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630202,,,1610612737,54,59,2021-02-18T01:32:10Z,2930000,,,0,,P. Pritchard shooting personal FOUL (3 PF) (Collins 1 FT),"[1630202, 1628381]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,204058.0,3.0,0.0,Collins,1628381.0,,
299,PT00M39.90S,2021-02-18T01:32:16.6Z,2,REGULAR,substitution,out,[],201568,,,1610612737,54,59,2021-02-18T01:32:28Z,2950000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
300,PT00M39.90S,2021-02-18T01:32:16.6Z,2,REGULAR,substitution,in,[],203991,,,1610612737,54,59,2021-02-18T01:32:28Z,2960000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M39.90S,2021-02-18T01:32:34.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628381,,,1610612737,54,60,2021-02-18T01:32:34Z,2970000,,,0,,J. Collins Free Throw 1 of 1 (12 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
302,PT00M33.40S,2021-02-18T01:32:42.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,67.62483574244416,69.18658088235294,1610612738,54,60,2021-02-18T01:32:51Z,2980000,96.0,252.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,
303,PT00M31.00S,2021-02-18T01:32:44.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,54,60,2021-02-18T01:46:30Z,2990000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,
311,PT00M31.00S,2021-02-18T01:32:57.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,54,60,2021-02-18T01:47:06Z,3000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M24.70S,2021-02-18T01:33:12.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,79.97700394218134,74.08854166666666,1610612738,56,60,2021-02-18T01:46:45Z,3010000,120.0,136.0,1,right,J. Tatum 18' turnaround fadeaway Jump Shot (19 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,18.14,Made,,,,,19.0,,,,,,,,,,,,,
306,PT00M01.40S,2021-02-18T01:33:40.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,11.777266754270697,44.43167892156863,1610612737,56,62,2021-02-18T01:33:45Z,3020000,28.0,58.0,1,left,T. Young 6' driving floating Jump Shot (15 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,6.45,Made,,,,,15.0,,,,,,,,,,,,,
307,PT00M01.00S,2021-02-18T01:33:46.7Z,2,REGULAR,3pt,Jump Shot,[],1629684,54.22141918528253,13.059129901960784,1610612738,56,62,2021-02-18T01:34:00Z,3030000,-185.0,378.0,1,right,MISS G. Williams 42' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,42.05,Missed,,,,,,,,,,,,,,,,,,
308,PT00M00.10S,2021-02-18T01:33:47.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,56,62,2021-02-18T01:34:00Z,3040000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,
309,PT00M00.00S,2021-02-18T01:33:49.9Z,2,REGULAR,period,end,[],0,,,1610612738,56,62,2021-02-18T01:33:49Z,3050000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2021-02-18T01:48:30.4Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612738,56,62,2021-02-18T01:49:07Z,3060000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2021-02-18T01:48:30.4Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,56,62,2021-02-18T01:49:07Z,3070000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-02-18T01:48:30.4Z,3,REGULAR,substitution,out,['startperiod'],1630174,,,1610612738,56,62,2021-02-18T01:49:07Z,3080000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2021-02-18T01:48:30.4Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,56,62,2021-02-18T01:49:07Z,3090000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2021-02-18T01:48:30.4Z,3,REGULAR,substitution,in,['startperiod'],1628400,,,1610612738,56,62,2021-02-18T01:49:07Z,3100000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-02-18T01:48:30.4Z,3,REGULAR,substitution,in,['startperiod'],1629750,,,1610612738,56,62,2021-02-18T01:49:07Z,3110000,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-02-18T01:49:14.9Z,3,REGULAR,period,start,[],0,,,1610612738,56,62,2021-02-18T01:49:14Z,3120000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M48.00S,2021-02-18T01:49:28.7Z,3,REGULAR,turnover,traveling,[],202684,,,1610612738,56,62,2021-02-18T01:49:36Z,3130000,,,0,,T. Thompson traveling TURNOVER (1 TO),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,1.0,,,1204.0,,,,,,
320,PT11M33.00S,2021-02-18T01:49:55.3Z,3,REGULAR,foul,personal,[],1629750,,,1610612737,56,62,2021-02-18T01:50:02Z,3140000,,,0,,J. Green personal FOUL (1 PF),"[1629750, 203991]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Capela,203991.0,,
322,PT11M20.00S,2021-02-18T01:50:23.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,63.15703022339028,56.93167892156863,1610612737,56,65,2021-02-18T01:50:29Z,3160000,35.0,294.0,1,right,T. Young 29' 3PT  (18 PTS) (K. Huerter 2 AST),"[1629027, 1628989]",1610612737.0,ATL,,,,Young,T. Young,,,,,29.58,Made,,,,,18.0,K. Huerter,1628989.0,2.0,,,,,,,,,,
324,PT10M54.00S,2021-02-18T01:50:49.3Z,3,REGULAR,2pt,Jump Shot,[],1628369,6.258212877792378,28.010110294117645,1610612738,56,65,2021-02-18T01:50:55Z,3180000,110.0,6.0,1,left,MISS J. Tatum 11' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,11.01,Missed,,,,,,,,,,,,,,,,,,
325,PT10M51.00S,2021-02-18T01:50:52.3Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,56,65,2021-02-18T01:50:55Z,3190000,,,0,,T. Thompson REBOUND (Off:3 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,324.0,4.0,1.0,3.0,,,,,,,,,,,,,,
326,PT10M51.00S,2021-02-18T01:50:52.1Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202684,7.095926412614981,58.42524509803921,1610612738,58,65,2021-02-18T01:51:12Z,3200000,-42.0,14.0,1,left,T. Thompson Hook (10 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,4.44,Made,,,,,10.0,,,,,,,,,,,,,
327,PT10M39.00S,2021-02-18T01:51:08.0Z,3,REGULAR,foul,offensive,[],1628381,,,1610612737,58,65,2021-02-18T01:51:17Z,3210000,,,0,,J. Collins offensive FOUL (1 PF),"[1628381, 1629750]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Green,1629750.0,,
329,PT10M39.00S,2021-02-18T01:51:08.0Z,3,REGULAR,turnover,offensive foul,[],1628381,,,1610612737,58,65,2021-02-18T01:51:08Z,3230000,,,0,,J. Collins offensive foul TURNOVER (2 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,2.0,,,101283.0,,,,,,
340,PT10M39.00S,2021-02-18T01:51:20.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,8.360709592641262,41.73560049019608,1610612738,58,65,2021-02-18T01:53:03Z,3245000,41.0,26.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 203991]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,4.89,Missed,,,,,,,,,,,,,,,,,Capela,203991.0
341,PT10M39.00S,2021-02-18T01:51:20.2Z,3,REGULAR,block,,[],203991,,,1610612738,58,65,2021-02-18T01:53:03Z,3252500,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
342,PT10M32.00S,2021-02-18T01:51:27.2Z,3,REGULAR,rebound,offensive,[],1629750,,,1610612738,58,65,2021-02-18T01:54:22Z,3256250,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,340.0,2.0,1.0,1.0,,,,,,,,,,,,,,
332,PT10M29.00S,2021-02-18T01:51:32.4Z,3,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612738,58,65,2021-02-18T01:51:42Z,3260000,,,0,,J. Collins shooting personal FOUL (2 PF) (Green 2 FT),"[1628381, 1629750]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,204058.0,2.0,0.0,Green,1629750.0,,
334,PT10M29.00S,2021-02-18T01:51:57.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629750,,,1610612738,59,65,2021-02-18T01:53:03Z,3280000,,,0,,J. Green Free Throw 1 of 2 (6 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
335,PT10M29.00S,2021-02-18T01:52:15.5Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629750,,,1610612738,60,65,2021-02-18T01:53:03Z,3290000,,,0,,J. Green Free Throw 2 of 2 (7 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
336,PT10M14.00S,2021-02-18T01:52:32.3Z,3,REGULAR,turnover,traveling,[],203991,,,1610612737,60,65,2021-02-18T01:52:38Z,3300000,,,0,,C. Capela traveling TURNOVER (1 TO),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,1.0,,,1204.0,,,,,,
337,PT10M04.00S,2021-02-18T01:52:50.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,31.882391590013142,51.294424019607845,1610612738,60,65,2021-02-18T01:53:11Z,3310000,-6.0,247.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,
338,PT10M01.00S,2021-02-18T01:52:53.2Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,60,65,2021-02-18T01:52:53Z,3320000,,,0,,C. Capela REBOUND (Off:1 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,337.0,8.0,7.0,1.0,,,,,,,,,,,,,,
339,PT09M54.00S,2021-02-18T01:53:01.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,86.15308804204993,44.676776960784316,1610612737,60,67,2021-02-18T01:53:25Z,3330000,-27.0,78.0,1,right,T. Young 8' driving floating Jump Shot (20 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,8.21,Made,,,,,20.0,,,,,,,,,,,,,
343,PT09M46.00S,2021-02-18T01:53:13.9Z,3,REGULAR,foul,personal,[],1629629,,,1610612738,60,67,2021-02-18T01:53:17Z,3340000,,,0,,C. Reddish personal FOUL (3 PF),"[1629629, 1627759]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,204058.0,3.0,0.0,Brown,1627759.0,,
345,PT09M42.00S,2021-02-18T01:53:33.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,60,67,2021-02-18T01:53:33Z,3360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT09M38.00S,2021-02-18T01:54:28.2Z,3,REGULAR,foul,personal,[],1628381,,,1610612738,60,67,2021-02-18T01:54:37Z,3370000,,,0,,J. Collins personal FOUL (3 PF),"[1628381, 1628369]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,101283.0,3.0,0.0,Tatum,1628369.0,,
