actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
95,PT03M50.00S,2021-04-04T22:28:16.4Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,15,20,2021-04-04T22:28:18Z,940000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,94.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
96,PT03M32.00S,2021-04-04T22:28:34.3Z,1,REGULAR,3pt,Jump Shot,[],1628970,8.229303547963205,3.010110294117647,1610612766,15,20,2021-04-04T22:28:40Z,950000,235.0,25.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,23.62,Missed,,,,,,,,,,,,,,,,,,,
97,PT03M30.00S,2021-04-04T22:28:36.3Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,15,20,2021-04-04T22:28:40Z,960000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
98,PT03M19.00S,2021-04-04T22:28:48.2Z,1,REGULAR,3pt,Jump Shot,[],1630202,66.70499342969777,42.470894607843135,1610612738,15,20,2021-04-04T22:28:54Z,970000,-38.0,260.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,,
99,PT03M17.00S,2021-04-04T22:28:50.2Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,15,20,2021-04-04T22:28:54Z,980000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,98.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
100,PT03M09.00S,2021-04-04T22:28:58.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203469,6.1268068331143235,54.72579656862745,1610612766,15,20,2021-04-04T22:29:08Z,990000,-24.0,5.0,1,left,MISS C. Zeller driving Layup,[203469],1610612766.0,CHA,driving,,,Zeller,C. Zeller,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M06.00S,2021-04-04T22:29:01.8Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,15,20,2021-04-04T22:29:08Z,1000000,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
102,PT03M01.00S,2021-04-04T22:29:06.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,92.19776609724047,52.76501225490197,1610612738,17,20,2021-04-04T22:29:12Z,1010000,14.0,21.0,1,right,J. Brown running Layup (11 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,2.5,Made,,,,,,,,,,11.0,,,,,,,,,
103,PT02M45.00S,2021-04-04T22:29:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,19.398817345597898,46.63756127450981,1610612766,17,20,2021-04-04T22:29:29Z,1020000,17.0,130.0,1,left,MISS T. Rozier 13' turnaround fadeaway Shot,[1626179],1610612766.0,CHA,turnaround fadeaway,,,Rozier,T. Rozier,,,,,13.09,Missed,,,,,,,,,,,,,,,,,,,
104,PT02M42.00S,2021-04-04T22:29:24.6Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,17,20,2021-04-04T22:29:29Z,1030000,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,103.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
105,PT02M28.00S,2021-04-04T22:29:39.0Z,1,REGULAR,3pt,Jump Shot,[],203095,92.32917214191852,95.41207107843137,1610612738,20,20,2021-04-04T22:29:44Z,1040000,227.0,20.0,1,right,E. Fournier 3PT  (3 PTS) (K. Walker 3 AST),"[203095, 202689]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,22.79,Made,,,,,,,,,,3.0,K. Walker,202689.0,3.0,,,,,,
107,PT02M08.00S,2021-04-04T22:29:59.1Z,1,REGULAR,2pt,Jump Shot,[],202954,18.74178712220762,20.657169117647058,1610612766,20,20,2021-04-04T22:30:10Z,1060000,147.0,124.0,1,left,MISS B. Wanamaker 19' pullup Shot,[202954],1610612766.0,CHA,pullup,,,Wanamaker,B. Wanamaker,,,,,19.19,Missed,,,,,,,,,,,,,,,,,,,
108,PT02M05.00S,2021-04-04T22:30:02.1Z,1,REGULAR,rebound,offensive,[],203469,,,1610612766,20,20,2021-04-04T22:30:02Z,1070000,,,0,,C. Zeller REBOUND (Off:1 Def:0),[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,107.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
109,PT02M02.00S,2021-04-04T22:30:05.0Z,1,REGULAR,turnover,lost ball,[],203469,,,1610612766,20,20,2021-04-04T22:30:12Z,1080000,,,0,,C. Zeller lost ball TURNOVER (1 TO),"[203469, 1630202]",1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,1.0,Pritchard,1630202.0,,,
110,PT02M02.00S,2021-04-04T22:30:05.0Z,1,REGULAR,steal,,[],1630202,,,1610612738,20,20,2021-04-04T22:30:07Z,1090000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT01M59.00S,2021-04-04T22:30:08.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630202,91.5407358738502,51.049325980392155,1610612738,20,20,2021-04-04T22:33:06Z,1100000,5.0,27.0,1,right,MISS P. Pritchard running finger roll Layup,[1630202],1610612738.0,BOS,running finger roll,,,Pritchard,P. Pritchard,,,,,2.75,Missed,,,,,,,,,,,,,,,,,,,
112,PT01M56.00S,2021-04-04T22:30:11.7Z,1,REGULAR,rebound,offensive,[],202689,,,1610612738,20,20,2021-04-04T22:33:06Z,1110000,,,0,,K. Walker REBOUND (Off:1 Def:0),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,111.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
113,PT01M53.00S,2021-04-04T22:30:18.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,20,20,2021-04-04T22:30:18Z,1120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M53.00S,2021-04-04T22:30:22.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,20,20,2021-04-04T22:30:40Z,1130000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M53.00S,2021-04-04T22:30:22.4Z,1,REGULAR,substitution,out,[],202689,,,1610612738,20,20,2021-04-04T22:30:40Z,1140000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M53.00S,2021-04-04T22:30:22.4Z,1,REGULAR,substitution,out,[],1626179,,,1610612738,20,20,2021-04-04T22:30:40Z,1150000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M53.00S,2021-04-04T22:30:22.4Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,20,20,2021-04-04T22:30:40Z,1160000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M53.00S,2021-04-04T22:30:22.4Z,1,REGULAR,substitution,in,[],1629641,,,1610612738,20,20,2021-04-04T22:30:40Z,1170000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M53.00S,2021-04-04T22:30:22.4Z,1,REGULAR,substitution,in,[],1628984,,,1610612738,20,20,2021-04-04T22:30:40Z,1180000,,,0,,SUB in: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M52.00S,2021-04-04T22:30:50.2Z,1,REGULAR,turnover,out-of-bounds,[],1629641,,,1610612738,20,20,2021-04-04T22:31:03Z,1190000,,,0,,R. Langford step out-of-bounds TURNOVER (1 TO),[1629641],1610612738.0,BOS,step,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,1.0,,,,,
121,PT01M39.00S,2021-04-04T22:31:11.7Z,1,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612766,20,20,2021-04-04T22:31:19Z,1200000,,,0,,L. Kornet shooting personal FOUL (1 PF) (Bridges 2 FT),"[1628436, 1628970]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,,,,,,,1627524.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,,
123,PT01M39.00S,2021-04-04T22:31:32.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628970,,,1610612766,20,21,2021-04-04T22:31:32Z,1220000,,,0,,M. Bridges Free Throw 1 of 2 (6 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
124,PT01M39.00S,2021-04-04T22:31:45.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628970,,,1610612766,20,22,2021-04-04T22:31:45Z,1230000,,,0,,M. Bridges Free Throw 2 of 2 (7 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
125,PT01M28.00S,2021-04-04T22:31:57.5Z,1,REGULAR,3pt,Jump Shot,[],203095,66.44218134034165,47.86305147058824,1610612738,23,22,2021-04-04T22:38:24Z,1240000,-11.0,263.0,1,right,E. Fournier 26' 3PT step back (6 PTS),[203095],1610612738.0,BOS,step back,,,Fournier,E. Fournier,,,,,26.31,Made,,,,,,,,,,6.0,,,,,,,,,
126,PT01M06.00S,2021-04-04T22:32:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,10.726018396846255,53.990502450980394,1610612766,23,24,2021-04-04T22:32:38Z,1250000,-20.0,48.0,1,left,C. Martin driving Layup (2 PTS) (D. Graham 2 AST),"[1628998, 1628984]",1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,5.23,Made,,,,,,,,,,2.0,D. Graham,1628984.0,2.0,,,,,,
128,PT00M52.60S,2021-04-04T22:32:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628436,85.49605781865965,42.715992647058826,1610612738,25,24,2021-04-04T22:32:57Z,1270000,-36.0,84.0,1,right,L. Kornet 9' floating Jump Shot (2 PTS) (P. Pritchard 1 AST),"[1628436, 1630202]",1610612738.0,BOS,floating,,,Kornet,L. Kornet,,,,,9.14,Made,,,,,,,,,,2.0,P. Pritchard,1630202.0,1.0,,,,,,
130,PT00M30.90S,2021-04-04T22:33:15.7Z,1,REGULAR,2pt,Jump Shot,[],1628984,20.45006570302234,45.65716911764706,1610612766,25,24,2021-04-04T22:33:33Z,1290000,22.0,140.0,1,left,MISS D. Graham 14' pullup Shot,[1628984],1610612766.0,CHA,pullup,,,Graham,D. Graham,,,,,14.14,Missed,,,,,,,,,,,,,,,,,,,
131,PT00M28.50S,2021-04-04T22:33:18.1Z,1,REGULAR,rebound,offensive,[],203469,,,1610612766,25,24,2021-04-04T22:33:33Z,1300000,,,0,,C. Zeller REBOUND (Off:2 Def:0),[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,130.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
147,PT00M28.50S,2021-04-04T22:33:38.8Z,1,REGULAR,substitution,out,[],1628436,,,1610612766,25,24,2021-04-04T22:36:36Z,1305000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M28.50S,2021-04-04T22:33:38.8Z,1,REGULAR,substitution,out,[],1628998,,,1610612766,25,24,2021-04-04T22:36:36Z,1307500,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M28.50S,2021-04-04T22:33:38.8Z,1,REGULAR,substitution,in,[],1629057,,,1610612766,25,24,2021-04-04T22:36:36Z,1308750,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M28.50S,2021-04-04T22:33:38.8Z,1,REGULAR,substitution,in,[],1626179,,,1610612766,25,24,2021-04-04T22:36:36Z,1309375,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M22.70S,2021-04-04T22:34:01.9Z,1,REGULAR,jumpball,recovered,[],1626179,,,1610612766,25,24,2021-04-04T22:35:54Z,1310000,,,0,,Jump Ball C. Zeller vs. E. Fournier: Tip to T. Rozier,"[1626179, 203469, 203095]",1610612766.0,CHA,heldball,T. Rozier,1626179.0,Rozier,T. Rozier,Zeller,203469.0,Fournier,203095.0,,,,,,,,,,,,,,,,,,,,,
135,PT00M18.00S,2021-04-04T22:34:06.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202954,31.35676741130092,47.372855392156865,1610612766,25,24,2021-04-04T22:34:26Z,1340000,13.0,242.0,1,left,MISS B. Wanamaker 24' 3PT,[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,24.27,Missed,,,,,,,,,,,,,,,,,,,
136,PT00M15.00S,2021-04-04T22:34:09.6Z,1,REGULAR,rebound,offensive,[],203469,,,1610612766,25,24,2021-04-04T22:34:26Z,1350000,,,0,,C. Zeller REBOUND (Off:3 Def:0),[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,135.0,3.0,0.0,3.0,,,,,,,,,,,,,,,
137,PT00M14.70S,2021-04-04T22:34:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203469,7.046649145860711,48.10814950980392,1610612766,25,26,2021-04-04T22:34:31Z,1360000,9.0,14.0,1,left,C. Zeller Layup (2 PTS),[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,1.67,Made,,,,,,,,,,2.0,,,,,,,,,
140,PT00M00.60S,2021-04-04T22:34:28.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,77.61169513797634,89.77481617647058,1610612738,25,26,2021-04-04T22:40:54Z,1370000,199.0,158.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
141,PT00M00.60S,2021-04-04T22:34:28.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,25,26,2021-04-04T22:34:35Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,
142,PT00M00.00S,2021-04-04T22:35:09.2Z,1,REGULAR,period,end,[],0,,,1610612738,25,26,2021-04-04T22:35:09Z,1390000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-04-04T22:36:56.8Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,25,26,2021-04-04T22:37:10Z,1400000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-04-04T22:36:56.8Z,2,REGULAR,substitution,out,['startperiod'],1626179,,,1610612738,25,26,2021-04-04T22:37:10Z,1410000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-04-04T22:36:56.8Z,2,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,25,26,2021-04-04T22:37:10Z,1420000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-04-04T22:36:56.8Z,2,REGULAR,substitution,in,['startperiod'],1629667,,,1610612738,25,26,2021-04-04T22:37:10Z,1430000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-04-04T22:37:24.3Z,2,REGULAR,period,start,[],0,,,1610612766,25,26,2021-04-04T22:37:24Z,1440000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M47.00S,2021-04-04T22:37:39.5Z,2,REGULAR,foul,personal,[],1630202,,,1610612766,25,26,2021-04-04T22:37:58Z,1450000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1628970]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,2005.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,,
158,PT11M47.00S,2021-04-04T22:37:55.1Z,2,REGULAR,substitution,out,[],203469,,,1610612766,25,26,2021-04-04T22:37:58Z,1470000,,,0,,SUB out: C. Zeller,[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M47.00S,2021-04-04T22:37:55.1Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,25,26,2021-04-04T22:37:58Z,1480000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M32.00S,2021-04-04T22:38:08.5Z,2,REGULAR,2pt,Jump Shot,[],1629667,13.222733245729303,16.00030637254902,1610612766,25,26,2021-04-04T22:38:14Z,1490000,170.0,72.0,1,left,MISS J. McDaniels 18' pullup Shot,[1629667],1610612766.0,CHA,pullup,,,McDaniels,J. McDaniels,,,,,18.45,Missed,,,,,,,,,,,,,,,,,,,
161,PT11M30.00S,2021-04-04T22:38:11.0Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,25,26,2021-04-04T22:38:11Z,1500000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,160.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
162,PT11M11.00S,2021-04-04T22:38:29.9Z,2,REGULAR,3pt,Jump Shot,[],1629641,65.91655716162943,40.510110294117645,1610612738,28,26,2021-04-04T22:42:24Z,1510000,-47.0,268.0,1,right,R. Langford 27' 3PT pullup (3 PTS) (G. Williams 1 AST),"[1629641, 1629684]",1610612738.0,BOS,pullup,,,Langford,R. Langford,,,,,27.21,Made,,,,,,,,,,3.0,G. Williams,1629684.0,1.0,,,,,,
164,PT10M48.00S,2021-04-04T22:38:53.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,6.521024967148489,41.490502450980394,1610612766,28,26,2021-04-04T22:39:06Z,1530000,43.0,9.0,1,left,MISS M. Bridges driving DUNK - blocked,"[1628970, 1629641]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,4.34,Missed,,,,,,,,,,,,,,,,,Langford,1629641.0,
165,PT10M48.00S,2021-04-04T22:38:53.2Z,2,REGULAR,block,,[],1629641,,,1610612766,28,26,2021-04-04T22:38:56Z,1540000,,,0,,R. Langford BLOCK (1 BLK),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M45.00S,2021-04-04T22:38:56.2Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,28,26,2021-04-04T22:39:06Z,1550000,,,0,,P. Pritchard REBOUND (Off:0 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,164.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
167,PT10M40.00S,2021-04-04T22:39:03.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.14651773981603,44.18658088235294,1610612738,28,26,2021-04-04T22:39:15Z,1560000,-29.0,31.0,1,right,MISS J. Tatum driving finger roll Layup - blocked,"[1628369, 1629023]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,4.23,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0,
214,PT10M40.00S,2021-04-04T22:39:03.6Z,2,REGULAR,block,,[],1629023,,,1610612738,28,26,2021-04-04T22:47:33Z,1570000,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M38.00S,2021-04-04T22:39:05.6Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612766,28,26,2021-04-04T22:39:15Z,1580000,,,0,,D. Graham REBOUND (Off:0 Def:2),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,167.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
170,PT10M31.00S,2021-04-04T22:39:09.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,31.882391590013142,43.94148284313725,1610612766,28,26,2021-04-04T22:39:20Z,1590000,30.0,247.0,1,left,MISS D. Graham 24' pullup 3PT,[1628984],1610612766.0,CHA,pullup,,,Graham,D. Graham,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,,
171,PT10M29.00S,2021-04-04T22:39:11.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,28,26,2021-04-04T22:39:20Z,1600000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,,
172,PT10M29.00S,2021-04-04T22:39:15.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,28,26,2021-04-04T22:39:15Z,1610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M10.00S,2021-04-04T22:39:40.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203095,88.78120893561103,41.00030637254902,1610612738,30,26,2021-04-04T22:39:46Z,1620000,-45.0,53.0,1,right,E. Fournier 6' driving finger roll Layup (8 PTS),[203095],1610612738.0,BOS,driving finger roll,,,Fournier,E. Fournier,,,,,6.95,Made,,,,,,,,,,8.0,,,,,,,,,
174,PT09M53.00S,2021-04-04T22:39:57.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202954,11.383048620236531,49.08854166666667,1610612766,30,28,2021-04-04T22:40:04Z,1630000,5.0,55.0,1,left,B. Wanamaker driving Layup (2 PTS) (D. Graham 3 AST),"[202954, 1628984]",1610612766.0,CHA,driving,,,Wanamaker,B. Wanamaker,,,,,5.47,Made,,,,,,,,,,2.0,D. Graham,1628984.0,3.0,,,,,,
176,PT09M30.00S,2021-04-04T22:40:20.8Z,2,REGULAR,2pt,Jump Shot,[],1628369,77.39816031537451,77.05269607843137,1610612738,32,28,2021-04-04T22:40:28Z,1650000,135.0,160.0,1,right,J. Tatum 20' Jump Shot (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,20.95,Made,,,,,,,,,,2.0,,,,,,,,,
177,PT09M12.00S,2021-04-04T22:40:38.8Z,2,REGULAR,turnover,bad pass,[],1629023,,,1610612766,32,28,2021-04-04T22:40:59Z,1660000,,,0,,P. Washington bad pass TURNOVER (2 TO),"[1629023, 203095]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,2.0,Fournier,203095.0,,,
178,PT09M12.00S,2021-04-04T22:40:38.8Z,2,REGULAR,steal,,[],203095,,,1610612738,32,28,2021-04-04T22:40:40Z,1670000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M08.00S,2021-04-04T22:40:45.9Z,2,REGULAR,foul,personal,[],1629023,,,1610612738,32,28,2021-04-04T22:40:52Z,1680000,,,0,,P. Washington personal FOUL (2 PF),"[1629023, 1630202]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,2005.0,2.0,0.0,Pritchard,1630202.0,,,,,,,,,,
181,PT08M56.00S,2021-04-04T22:41:18.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630202,90.75229960578186,44.18658088235294,1610612738,34,28,2021-04-04T22:41:24Z,1700000,-29.0,34.0,1,right,P. Pritchard driving Layup (2 PTS) (J. Tatum 1 AST),"[1630202, 1628369]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,4.51,Made,,,,,,,,,,2.0,J. Tatum,1628369.0,1.0,,,,,,
183,PT08M55.00S,2021-04-04T22:41:23.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,34,28,2021-04-04T22:41:23Z,1720000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M55.00S,2021-04-04T22:43:26.9Z,2,REGULAR,substitution,out,[],1628984,,,1610612766,34,28,2021-04-04T22:44:14Z,1730000,,,0,,SUB out: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M55.00S,2021-04-04T22:43:26.9Z,2,REGULAR,substitution,out,[],202954,,,1610612766,34,28,2021-04-04T22:44:14Z,1740000,,,0,,SUB out: B. Wanamaker,[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M55.00S,2021-04-04T22:43:26.9Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,34,28,2021-04-04T22:44:14Z,1750000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M55.00S,2021-04-04T22:43:26.9Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,34,28,2021-04-04T22:44:14Z,1760000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M41.00S,2021-04-04T22:44:33.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.835085413929041,53.990502450980394,1610612766,34,28,2021-04-04T22:44:39Z,1770000,-20.0,21.0,1,left,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,2.91,Missed,,,,,,,,,,,,,,,,,,,
