actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,stealPlayerName,stealPersonId
191,PT11M07.00S,2021-02-27T01:23:28.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,32,34,2021-02-27T01:23:29Z,1820000,,,0,,R. Williams III REBOUND (Off:0 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,190.0,5.0,5.0,0.0,,,,,,,,,,,,,
192,PT10M57.00S,2021-02-27T01:23:38.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,92.19776609724047,48.10814950980392,1610612738,34,34,2021-02-27T01:23:56Z,1830000,-9.0,21.0,1,right,R. Williams III alley-oop Layup (6 PTS) (J. Tatum 1 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,2.29,Made,,,,,,,,6.0,J. Tatum,1628369.0,1.0,,,,,,,,
194,PT10M38.00S,2021-02-27T01:23:59.8Z,2,REGULAR,turnover,out-of-bounds,[],203087,,,1610612754,34,34,2021-02-27T01:24:39Z,1850000,,,0,,J. Lamb bad pass out-of-bounds TURNOVER (1 TO),[203087],1610612754.0,IND,bad pass,,,Lamb,J. Lamb,,,,,,,,,,,,,1626302.0,,,,,1.0,,,,,,,
195,PT10M26.00S,2021-02-27T01:24:25.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630202,79.45137976346912,40.01991421568628,1610612738,34,34,2021-02-27T01:24:30Z,1860000,-50.0,141.0,1,right,MISS P. Pritchard 14' driving floating Shot - blocked,"[1630202, 203087]",1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,14.93,Missed,Lamb,203087.0,,,,,,,,,,,,,,,,,
196,PT10M26.00S,2021-02-27T01:24:25.0Z,2,REGULAR,block,,[],203087,,,1610612738,34,34,2021-02-27T01:24:27Z,1870000,,,0,,J. Lamb BLOCK (1 BLK),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M24.00S,2021-02-27T01:24:27.0Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,34,34,2021-02-27T01:24:30Z,1880000,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,,
198,PT10M17.00S,2021-02-27T01:24:36.2Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612754,34,34,2021-02-27T01:24:45Z,1890000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Lamb 2 FT),"[1630174, 203087]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,2715.0,,,,,,1.0,0.0,Lamb,203087.0,,,
200,PT10M17.00S,2021-02-27T01:25:00.4Z,2,REGULAR,freethrow,1 of 2,[],203087,,,1610612754,34,35,2021-02-27T01:25:00Z,1910000,,,0,,J. Lamb Free Throw 1 of 2 (1 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Made,,,,,,,,1.0,,,,,,,,,,,
201,PT10M17.00S,2021-02-27T01:25:17.7Z,2,REGULAR,freethrow,2 of 2,[],203087,,,1610612754,34,36,2021-02-27T01:25:17Z,1920000,,,0,,J. Lamb Free Throw 2 of 2 (2 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Made,,,,,,,,2.0,,,,,,,,,,,
202,PT09M58.00S,2021-02-27T01:25:42.8Z,2,REGULAR,3pt,Jump Shot,[],201952,68.80749014454665,26.049325980392158,1610612738,37,36,2021-02-27T01:25:47Z,1930000,-120.0,241.0,1,right,J. Teague 26' 3PT  (6 PTS) (R. Williams III 1 AST),"[201952, 1629057]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,26.89,Made,,,,,,,,6.0,R. Williams III,1629057.0,1.0,,,,,,,,
204,PT09M47.00S,2021-02-27T01:25:53.8Z,2,REGULAR,3pt,Jump Shot,[],203926,28.203022339027594,74.82383578431373,1610612754,37,36,2021-02-27T01:26:08Z,1950000,-124.0,213.0,1,left,MISS D. McDermott 24' 3PT,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,,
205,PT09M44.00S,2021-02-27T01:25:56.8Z,2,REGULAR,rebound,defensive,[],201952,,,1610612738,37,36,2021-02-27T01:26:08Z,1960000,,,0,,J. Teague REBOUND (Off:0 Def:2),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,204.0,2.0,2.0,0.0,,,,,,,,,,,,,
206,PT09M38.00S,2021-02-27T01:26:02.6Z,2,REGULAR,3pt,Jump Shot,[],1630174,91.27792378449409,95.41207107843137,1610612738,37,36,2021-02-27T01:26:16Z,1970000,227.0,29.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,22.9,Missed,,,,,,,,,,,,,,,,,,,
207,PT09M35.00S,2021-02-27T01:26:05.2Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,37,36,2021-02-27T01:26:05Z,1980000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,206.0,2.0,1.0,1.0,,,,,,,,,,,,,
208,PT09M33.00S,2021-02-27T01:26:07.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630202,92.19776609724047,47.372855392156865,1610612738,39,36,2021-02-27T01:26:22Z,1990000,-13.0,21.0,1,right,P. Pritchard putback Layup (5 PTS),[1630202],1610612738.0,BOS,putback,,,Pritchard,P. Pritchard,,,,,2.46,Made,,,,,,,,5.0,,,,,,,,,,,
209,PT09M17.00S,2021-02-27T01:26:21.9Z,2,REGULAR,3pt,Jump Shot,[],203926,4.681340341655716,94.921875,1610612754,39,39,2021-02-27T01:27:08Z,2000000,-225.0,-8.0,1,left,D. McDermott 3PT  (6 PTS) (D. Sabonis 5 AST),"[203926, 1627734]",1610612754.0,IND,,,,McDermott,D. McDermott,,,,,22.48,Made,,,,,,,,6.0,D. Sabonis,1627734.0,5.0,,,,,,,,
211,PT09M11.00S,2021-02-27T01:26:31.9Z,2,REGULAR,foul,personal,['2freethrow'],203087,,,1610612738,39,39,2021-02-27T01:29:50Z,2020000,,,0,,J. Lamb shooting personal FOUL (1 PF) (Teague 2 FT),"[203087, 201952]",1610612754.0,IND,shooting,,,Lamb,J. Lamb,,,,,,,,,,,,,1626302.0,,,,,,1.0,0.0,Teague,201952.0,,,
213,PT09M11.00S,2021-02-27T01:26:57.0Z,2,REGULAR,freethrow,1 of 2,[],201952,,,1610612738,40,39,2021-02-27T01:30:03Z,2040000,,,0,,J. Teague Free Throw 1 of 2 (7 PTS),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,Made,,,,,,,,7.0,,,,,,,,,,,
228,PT09M11.00S,2021-02-27T01:26:57.0Z,2,REGULAR,freethrow,2 of 2,[],201952,,,1610612738,41,39,2021-02-27T01:30:03Z,2045000,,,0,,J. Teague Free Throw 2 of 2 (8 PTS),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,Made,,,,,,,,8.0,,,,,,,,,,,
214,PT09M11.00S,2021-02-27T01:26:58.3Z,2,REGULAR,substitution,out,[],203087,,,1610612754,41,39,2021-02-27T01:30:03Z,2050000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M11.00S,2021-02-27T01:26:58.3Z,2,REGULAR,substitution,in,[],1628410,,,1610612754,41,39,2021-02-27T01:30:03Z,2060000,,,0,,SUB in: E. Sumner,[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M04.00S,2021-02-27T01:27:26.5Z,2,REGULAR,3pt,Jump Shot,[],1628988,18.873193166885677,7.912071078431373,1610612754,41,39,2021-02-27T01:27:31Z,2070000,210.0,125.0,1,left,MISS A. Holiday 24' 3PT,[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,24.47,Missed,,,,,,,,,,,,,,,,,,,
217,PT09M01.00S,2021-02-27T01:27:29.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,41,39,2021-02-27T01:27:31Z,2080000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,216.0,2.0,1.0,1.0,,,,,,,,,,,,,
218,PT08M51.00S,2021-02-27T01:27:38.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,90.88370565045992,44.18658088235294,1610612738,43,39,2021-02-27T01:33:05Z,2090000,-29.0,33.0,1,right,P. Pritchard cutting Layup (7 PTS) (J. Tatum 2 AST),"[1630202, 1628369]",1610612738.0,BOS,cutting,,,Pritchard,P. Pritchard,,,,,4.41,Made,,,,,,,,7.0,J. Tatum,1628369.0,2.0,,,,,,,,
220,PT08M39.00S,2021-02-27T01:27:50.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,17.69053876478318,36.34344362745098,1610612754,43,41,2021-02-27T01:28:00Z,2110000,68.0,114.0,1,left,A. Holiday 13' driving floating Jump Shot (5 PTS) (D. McDermott 1 AST),"[1628988, 203926]",1610612754.0,IND,driving floating,,,Holiday,A. Holiday,,,,,13.27,Made,,,,,,,,5.0,D. McDermott,203926.0,1.0,,,,,,,,
221,PT08M19.00S,2021-02-27T01:28:10.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,91.80354796320631,44.676776960784316,1610612738,43,41,2021-02-27T01:28:17Z,2120000,-27.0,25.0,1,right,MISS P. Pritchard driving finger roll Layup,[1630202],1610612738.0,BOS,driving finger roll,,,Pritchard,P. Pritchard,,,,,3.62,Missed,,,,,,,,,,,,,,,,,,,
222,PT08M18.00S,2021-02-27T01:28:12.1Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,43,41,2021-02-27T01:28:12Z,2130000,,,0,,R. Williams III REBOUND (Off:1 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,221.0,6.0,5.0,1.0,,,,,,,,,,,,,
223,PT08M17.00S,2021-02-27T01:28:13.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,91.40932982917214,49.08854166666667,1610612738,43,41,2021-02-27T01:28:22Z,2140000,-5.0,28.0,1,right,MISS R. Williams III putback Layup,[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,2.87,Missed,,,,,,,,,,,,,,,,,,,
224,PT08M15.00S,2021-02-27T01:28:14.9Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,43,41,2021-02-27T01:28:14Z,2150000,,,0,,P. Pritchard REBOUND (Off:2 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,223.0,3.0,1.0,2.0,,,,,,,,,,,,,
225,PT08M13.00S,2021-02-27T01:28:17.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629057,92.19776609724047,46.88265931372549,1610612738,45,41,2021-02-27T01:28:26Z,2160000,-16.0,21.0,1,right,R. Williams III cutting DUNK (8 PTS) (P. Pritchard 1 AST),"[1629057, 1630202]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,2.6,Made,,,,,,,,8.0,P. Pritchard,1630202.0,1.0,,,,,,,,
227,PT08M11.00S,2021-02-27T01:28:27.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,45,41,2021-02-27T01:28:27Z,2180000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M00.00S,2021-02-27T01:31:53.6Z,2,REGULAR,3pt,Jump Shot,[],1628988,31.750985545335087,62.07873774509803,1610612754,45,41,2021-02-27T01:32:06Z,2190000,-60.0,246.0,1,left,MISS A. Holiday 25' 3PT,[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
230,PT07M57.00S,2021-02-27T01:31:56.8Z,2,REGULAR,rebound,offensive,[],204456,,,1610612754,45,41,2021-02-27T01:31:56Z,2200000,,,0,,T. McConnell REBOUND (Off:1 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,229.0,3.0,2.0,1.0,,,,,,,,,,,,,
231,PT07M52.00S,2021-02-27T01:32:01.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628988,27.808804204993432,75.3140318627451,1610612754,45,44,2021-02-27T01:32:09Z,2210000,-127.0,209.0,1,left,A. Holiday 24' 3PT  (8 PTS) (D. Sabonis 6 AST),"[1628988, 1627734]",1610612754.0,IND,,,,Holiday,A. Holiday,,,,,24.43,Made,,,,,,,,8.0,D. Sabonis,1627734.0,6.0,,,,,,,,
233,PT07M29.00S,2021-02-27T01:32:23.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201952,90.09526938239159,57.666973039215684,1610612738,45,44,2021-02-27T01:32:31Z,2230000,38.0,41.0,1,right,MISS J. Teague driving floating Shot,[201952],1610612738.0,BOS,driving floating,,,Teague,J. Teague,,,,,5.58,Missed,,,,,,,,,,,,,,,,,,,
234,PT07M27.00S,2021-02-27T01:32:25.5Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,45,44,2021-02-27T01:32:25Z,2240000,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,233.0,7.0,5.0,2.0,,,,,,,,,,,,,
235,PT07M24.00S,2021-02-27T01:32:29.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630202,90.22667542706965,8.402267156862745,1610612738,47,44,2021-02-27T01:32:36Z,2250000,-208.0,39.0,1,right,P. Pritchard 21' Jump Shot (9 PTS) (R. Williams III 2 AST),"[1630202, 1629057]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,21.17,Made,,,,,,,,9.0,R. Williams III,1629057.0,2.0,,,,,,,,
237,PT07M14.00S,2021-02-27T01:32:38.6Z,2,REGULAR,3pt,Jump Shot,[],203926,22.683968462549277,87.32383578431373,1610612754,47,44,2021-02-27T01:32:43Z,2270000,-187.0,161.0,1,left,MISS D. McDermott 24' 3PT,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,,
238,PT07M12.00S,2021-02-27T01:32:40.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,44,2021-02-27T01:32:43Z,2280000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,237.0,3.0,2.0,1.0,,,,,,,,,,,,,
239,PT07M02.00S,2021-02-27T01:32:51.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,89.96386333771353,96.6375612745098,1610612738,47,44,2021-02-27T01:32:55Z,2290000,233.0,42.0,1,right,MISS J. Tatum pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,23.69,Missed,,,,,,,,,,,,,,,,,,,
240,PT06M59.00S,2021-02-27T01:32:54.2Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,47,44,2021-02-27T01:32:55Z,2300000,,,0,,T. McConnell REBOUND (Off:1 Def:3),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,239.0,4.0,3.0,1.0,,,,,,,,,,,,,
241,PT06M56.00S,2021-02-27T01:32:57.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627734,5.338370565045992,49.57873774509804,1610612754,47,46,2021-02-27T01:33:09Z,2310000,2.0,-2.0,1,left,D. Sabonis running DUNK (2 PTS) (T. McConnell 1 AST),"[1627734, 204456]",1610612754.0,IND,running,,,Sabonis,D. Sabonis,,,,,0.31,Made,,,,,,,,2.0,T. McConnell,204456.0,1.0,,,,,,,,
243,PT06M45.00S,2021-02-27T01:33:11.6Z,2,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612738,47,46,2021-02-27T01:33:21Z,2330000,,,0,,A. Holiday shooting personal FOUL (2 PF) (Teague 2 FT),"[1628988, 201952]",1610612754.0,IND,shooting,,,Holiday,A. Holiday,,,,,,,,,,,,,2715.0,,,,,,2.0,0.0,Teague,201952.0,,,
245,PT06M45.00S,2021-02-27T01:33:37.2Z,2,REGULAR,freethrow,1 of 2,[],201952,,,1610612738,48,46,2021-02-27T01:33:37Z,2350000,,,0,,J. Teague Free Throw 1 of 2 (9 PTS),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,Made,,,,,,,,9.0,,,,,,,,,,,
246,PT06M45.00S,2021-02-27T01:33:37.6Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,48,46,2021-02-27T01:33:45Z,2360000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M45.00S,2021-02-27T01:33:37.6Z,2,REGULAR,substitution,out,[],1630174,,,1610612738,48,46,2021-02-27T01:33:45Z,2370000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M45.00S,2021-02-27T01:33:37.6Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,48,46,2021-02-27T01:33:45Z,2380000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M45.00S,2021-02-27T01:33:37.6Z,2,REGULAR,substitution,in,[],202689,,,1610612738,48,46,2021-02-27T01:33:45Z,2390000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M45.00S,2021-02-27T01:34:00.8Z,2,REGULAR,freethrow,2 of 2,[],201952,,,1610612738,49,46,2021-02-27T01:34:00Z,2400000,,,0,,J. Teague Free Throw 2 of 2 (10 PTS),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,Made,,,,,,,,10.0,,,,,,,,,,,
252,PT06M30.00S,2021-02-27T01:34:17.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,7.703679369250986,57.421875,1610612754,49,46,2021-02-27T01:34:25Z,2410000,-37.0,20.0,1,left,MISS A. Holiday driving Layup - blocked,"[1628988, 1629057]",1610612754.0,IND,driving,,,Holiday,A. Holiday,,,,,4.21,Missed,Williams III,1629057.0,,,,,,,,,,,,,,,,,
253,PT06M30.00S,2021-02-27T01:34:17.9Z,2,REGULAR,block,,[],1629057,,,1610612754,49,46,2021-02-27T01:34:21Z,2420000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M30.00S,2021-02-27T01:34:17.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,49,46,2021-02-27T01:34:25Z,2430000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,
255,PT06M30.00S,2021-02-27T01:34:23.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,49,46,2021-02-27T01:34:23Z,2440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M30.00S,2021-02-27T01:34:24.1Z,2,REGULAR,substitution,out,[],204456,,,1610612754,49,46,2021-02-27T01:34:39Z,2450000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M30.00S,2021-02-27T01:34:24.1Z,2,REGULAR,substitution,out,[],203926,,,1610612754,49,46,2021-02-27T01:34:39Z,2460000,,,0,,SUB out: D. McDermott,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M30.00S,2021-02-27T01:34:24.1Z,2,REGULAR,substitution,in,[],1626167,,,1610612754,49,46,2021-02-27T01:34:39Z,2470000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M30.00S,2021-02-27T01:34:24.1Z,2,REGULAR,substitution,in,[],1627763,,,1610612754,49,46,2021-02-27T01:34:39Z,2480000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M20.00S,2021-02-27T01:34:52.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628988,9.017739816031538,64.77481617647058,1610612754,49,48,2021-02-27T01:35:01Z,2490000,-74.0,32.0,1,left,A. Holiday 8' floating Jump Shot (10 PTS),[1628988],1610612754.0,IND,floating,,,Holiday,A. Holiday,,,,,8.07,Made,,,,,,,,10.0,,,,,,,,,,,
261,PT06M00.00S,2021-02-27T01:35:13.0Z,2,REGULAR,foul,personal,[],1628410,,,1610612738,49,48,2021-02-27T01:35:21Z,2500000,,,0,,E. Sumner personal FOUL (1 PF),"[1628410, 201952]",1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,,,,,,,200834.0,,,,,,1.0,0.0,Teague,201952.0,,,
263,PT06M00.00S,2021-02-27T01:35:29.0Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,49,48,2021-02-27T01:35:41Z,2520000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M00.00S,2021-02-27T01:35:29.0Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,49,48,2021-02-27T01:35:41Z,2530000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M50.00S,2021-02-27T01:35:53.6Z,2,REGULAR,2pt,Jump Shot,[],202689,84.70762155059133,67.9610906862745,1610612738,51,48,2021-02-27T01:35:58Z,2540000,90.0,91.0,1,right,K. Walker 12' fadeaway Jump Shot (12 PTS),[202689],1610612738.0,BOS,fadeaway,,,Walker,K. Walker,,,,,12.8,Made,,,,,,,,12.0,,,,,,,,,,,
266,PT05M41.00S,2021-02-27T01:36:03.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,7.966491458607096,58.40226715686274,1610612754,51,48,2021-02-27T01:36:11Z,2550000,-42.0,22.0,1,left,MISS M. Brogdon driving finger roll Layup,[1627763],1610612754.0,IND,driving finger roll,,,Brogdon,M. Brogdon,,,,,4.76,Missed,,,,,,,,,,,,,,,,,,,
267,PT05M39.00S,2021-02-27T01:36:05.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,51,48,2021-02-27T01:36:05Z,2560000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,266.0,1.0,1.0,0.0,,,,,,,,,,,,,
268,PT05M36.00S,2021-02-27T01:36:12.6Z,2,REGULAR,foul,personal,[],1628988,,,1610612738,51,48,2021-02-27T01:36:18Z,2570000,,,0,,A. Holiday personal FOUL (3 PF),"[1628988, 1627759]",1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,,,,,,,,200834.0,,,,,,3.0,0.0,Brown,1627759.0,,,
270,PT05M30.00S,2021-02-27T01:36:41.4Z,2,REGULAR,turnover,lost ball,[],201952,,,1610612738,51,48,2021-02-27T01:36:49Z,2590000,,,0,,J. Teague lost ball TURNOVER (2 TO),"[201952, 1628410]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,2.0,,,,,,Sumner,1628410.0
271,PT05M30.00S,2021-02-27T01:36:41.4Z,2,REGULAR,steal,,[],1628410,,,1610612754,51,48,2021-02-27T01:36:43Z,2600000,,,0,,E. Sumner STEAL (1 STL),[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M28.00S,2021-02-27T01:36:46.8Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612754,51,48,2021-02-27T01:37:00Z,2610000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Sumner 2 FT),"[1629057, 1628410]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,200834.0,,,,,,2.0,0.0,Sumner,1628410.0,,,
274,PT05M28.00S,2021-02-27T01:37:13.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628410,,,1610612754,51,48,2021-02-27T01:37:13Z,2630000,,,0,,MISS E. Sumner Free Throw 1 of 2,[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,Missed,,,,,,,,,,,,,,,,,,,
275,PT05M28.00S,2021-02-27T01:37:13.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,51,48,2021-02-27T01:37:13Z,2640000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,274.0,,,,,,,,,,,,,,,,
276,PT05M28.00S,2021-02-27T01:37:13.9Z,2,REGULAR,substitution,out,[],1629057,,,1610612754,51,48,2021-02-27T01:37:20Z,2650000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M28.00S,2021-02-27T01:37:13.9Z,2,REGULAR,substitution,out,[],201952,,,1610612754,51,48,2021-02-27T01:37:20Z,2660000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M28.00S,2021-02-27T01:37:13.9Z,2,REGULAR,substitution,in,[],202684,,,1610612754,51,48,2021-02-27T01:37:20Z,2670000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M28.00S,2021-02-27T01:37:13.9Z,2,REGULAR,substitution,in,[],1630202,,,1610612754,51,48,2021-02-27T01:37:20Z,2680000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M28.00S,2021-02-27T01:37:33.5Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628410,,,1610612754,51,49,2021-02-27T01:37:33Z,2690000,,,0,,E. Sumner Free Throw 2 of 2 (1 PTS),[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,Made,,,,,,,,1.0,,,,,,,,,,,
