actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,stealPlayerName,stealPersonId
281,PT05M08.00S,2021-02-27T01:37:56.6Z,2,REGULAR,2pt,Jump Shot,[],202689,77.08607095926413,47.86305147058824,1610612738,53,49,2021-02-27T01:38:01Z,2700000,-11.0,163.0,1,right,K. Walker 16' pullup Jump Shot (14 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,16.33,Made,,,,,,,,14.0,,,,,,,,,,,
282,PT04M49.00S,2021-02-27T01:38:16.1Z,2,REGULAR,turnover,out-of-bounds,[],1626167,,,1610612754,53,49,2021-02-27T01:39:00Z,2710000,,,0,,M. Turner bad pass out-of-bounds TURNOVER (1 TO),[1626167],1610612754.0,IND,bad pass,,,Turner,M. Turner,,,,,,,,,,,,,200834.0,,,,,1.0,,,,,,,
283,PT04M49.00S,2021-02-27T01:38:23.0Z,2,REGULAR,substitution,out,[],1628988,,,1610612738,53,49,2021-02-27T01:38:25Z,2720000,,,0,,SUB out: A. Holiday,[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M49.00S,2021-02-27T01:38:23.0Z,2,REGULAR,substitution,in,[],203200,,,1610612738,53,49,2021-02-27T01:38:25Z,2730000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M28.00S,2021-02-27T01:38:52.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626167,,,1610612738,53,49,2021-02-27T01:39:01Z,2740000,,,0,,M. Turner personal FOUL (2 PF) (Walker 2 FT),"[1626167, 202689]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Walker,202689.0,,,
287,PT04M28.00S,2021-02-27T01:39:18.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202689,,,1610612738,54,49,2021-02-27T01:39:18Z,2760000,,,0,,K. Walker Free Throw 1 of 2 (15 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,15.0,,,,,,,,,,,
288,PT04M28.00S,2021-02-27T01:39:32.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202689,,,1610612738,55,49,2021-02-27T01:39:32Z,2770000,,,0,,K. Walker Free Throw 2 of 2 (16 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,16.0,,,,,,,,,,,
289,PT04M12.00S,2021-02-27T01:39:50.9Z,2,REGULAR,3pt,Jump Shot,[],1627763,30.042706964520367,31.686580882352942,1610612754,55,49,2021-02-27T01:39:55Z,2780000,92.0,230.0,1,left,MISS M. Brogdon 24' 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,24.75,Missed,,,,,,,,,,,,,,,,,,,
290,PT04M10.00S,2021-02-27T01:39:52.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,55,49,2021-02-27T01:40:01Z,2790000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,289.0,2.0,2.0,0.0,,,,,,,,,,,,,
291,PT03M59.00S,2021-02-27T01:40:03.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,90.62089356110381,54.72579656862745,1610612738,55,49,2021-02-27T01:42:01Z,2800000,24.0,36.0,1,right,MISS J. Brown Layup - blocked,"[1627759, 1626167]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,4.28,Missed,Turner,1626167.0,,,,,,,,,,,,,,,,,
292,PT03M59.00S,2021-02-27T01:40:03.2Z,2,REGULAR,block,,[],1626167,,,1610612738,55,49,2021-02-27T01:40:05Z,2810000,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M57.00S,2021-02-27T01:40:05.2Z,2,REGULAR,rebound,defensive,[],1628410,,,1610612754,55,49,2021-02-27T01:42:01Z,2820000,,,0,,E. Sumner REBOUND (Off:0 Def:1),[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,,,291.0,1.0,1.0,0.0,,,,,,,,,,,,,
294,PT03M52.00S,2021-02-27T01:40:10.6Z,2,REGULAR,3pt,Jump Shot,[],203200,28.465834428383708,76.78462009803921,1610612754,55,52,2021-02-27T01:42:08Z,2830000,-134.0,215.0,1,left,J. Holiday 25' 3PT  (9 PTS) (E. Sumner 1 AST),"[203200, 1628410]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.34,Made,,,,,,,,9.0,E. Sumner,1628410.0,1.0,,,,,,,,
296,PT03M38.00S,2021-02-27T01:40:24.4Z,2,REGULAR,3pt,Jump Shot,[],202689,68.15045992115637,34.13756127450981,1610612738,55,52,2021-02-27T01:42:32Z,2850000,-79.0,247.0,1,right,MISS K. Walker 25' 3PT - blocked,"[202689, 203200]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.93,Missed,Holiday,203200.0,,,,,,,,,,,,,,,,,
300,PT03M38.00S,2021-02-27T01:40:24.4Z,2,REGULAR,block,,[],203200,,,1610612738,55,52,2021-02-27T01:42:46Z,2855000,,,0,,J. Holiday BLOCK (1 BLK),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M37.00S,2021-02-27T01:40:25.4Z,2,REGULAR,rebound,defensive,[],1628410,,,1610612754,55,52,2021-02-27T01:42:32Z,2860000,,,0,,E. Sumner REBOUND (Off:0 Def:2),[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,,,296.0,2.0,2.0,0.0,,,,,,,,,,,,,
298,PT03M31.00S,2021-02-27T01:40:32.6Z,2,REGULAR,turnover,out-of-bounds,[],203200,,,1610612754,55,52,2021-02-27T01:41:27Z,2870000,,,0,,J. Holiday lost ball out-of-bounds TURNOVER (1 TO),[203200],1610612754.0,IND,lost ball,,,Holiday,J. Holiday,,,,,,,,,,,,,2715.0,,,,,1.0,,,,,,,
299,PT03M31.00S,2021-02-27T01:40:41.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,55,52,2021-02-27T01:40:41Z,2880000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M22.00S,2021-02-27T01:44:07.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202689,67.62483574244416,68.45128676470588,1610612738,55,52,2021-02-27T01:44:12Z,2890000,92.0,252.0,1,right,MISS K. Walker 26' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
302,PT03M20.00S,2021-02-27T01:44:09.0Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,55,52,2021-02-27T01:44:12Z,2900000,,,0,,M. Turner REBOUND (Off:1 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,301.0,5.0,4.0,1.0,,,,,,,,,,,,,
303,PT03M08.00S,2021-02-27T01:44:21.7Z,2,REGULAR,turnover,bad pass,[],1627734,,,1610612754,55,52,2021-02-27T01:44:26Z,2910000,,,0,,D. Sabonis bad pass TURNOVER (2 TO),"[1627734, 1628464]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,2.0,,,,,,Theis,1628464.0
304,PT03M08.00S,2021-02-27T01:44:21.7Z,2,REGULAR,steal,,[],1628464,,,1610612738,55,52,2021-02-27T01:44:23Z,2920000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M03.00S,2021-02-27T01:44:25.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202689,92.72339027595268,50.06893382352941,1610612738,57,52,2021-02-27T01:44:35Z,2930000,0.0,16.0,1,right,K. Walker running Layup (18 PTS) (J. Brown 2 AST),"[202689, 1627759]",1610612738.0,BOS,running,,,Walker,K. Walker,,,,,1.59,Made,,,,,,,,18.0,J. Brown,1627759.0,2.0,,,,,,,,
307,PT02M53.00S,2021-02-27T01:44:36.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,5.601182654402102,52.27481617647059,1610612754,57,54,2021-02-27T01:44:42Z,2950000,-11.0,0.0,1,left,M. Brogdon driving Layup (5 PTS),[1627763],1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,1.14,Made,,,,,,,,5.0,,,,,,,,,,,
308,PT02M36.00S,2021-02-27T01:44:52.8Z,2,REGULAR,2pt,Jump Shot,[],1627759,75.24638633377135,26.049325980392158,1610612738,59,54,2021-02-27T01:44:59Z,2960000,-120.0,180.0,1,right,J. Brown 21' pullup Jump Shot (7 PTS) (T. Thompson 1 AST),"[1627759, 202684]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,21.64,Made,,,,,,,,7.0,T. Thompson,202684.0,1.0,,,,,,,,
310,PT02M26.00S,2021-02-27T01:45:05.8Z,2,REGULAR,foul,personal,[],1628464,,,1610612754,59,54,2021-02-27T01:45:12Z,2980000,,,0,,D. Theis personal FOUL (1 PF),"[1628464, 1627734]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,2715.0,,,,,,1.0,0.0,Sabonis,1627734.0,,,
312,PT02M26.00S,2021-02-27T01:45:12.2Z,2,REGULAR,substitution,out,[],1628464,,,1610612754,59,54,2021-02-27T01:45:35Z,3000000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M26.00S,2021-02-27T01:45:12.2Z,2,REGULAR,substitution,out,[],202684,,,1610612754,59,54,2021-02-27T01:45:35Z,3010000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M26.00S,2021-02-27T01:45:12.2Z,2,REGULAR,substitution,in,[],1628369,,,1610612754,59,54,2021-02-27T01:45:35Z,3020000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M26.00S,2021-02-27T01:45:12.2Z,2,REGULAR,substitution,in,[],1629057,,,1610612754,59,54,2021-02-27T01:45:35Z,3030000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M18.00S,2021-02-27T01:45:43.9Z,2,REGULAR,3pt,Jump Shot,[],203200,22.552562417871222,87.07873774509804,1610612754,59,54,2021-02-27T01:45:50Z,3040000,-185.0,159.0,1,left,MISS J. Holiday 24' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,,
317,PT02M15.00S,2021-02-27T01:45:46.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,59,54,2021-02-27T01:45:50Z,3050000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,
318,PT02M15.00S,2021-02-27T01:45:50.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,59,54,2021-02-27T01:45:50Z,3060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M03.00S,2021-02-27T01:46:19.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626167,15.456636005256241,64.28462009803921,1610612754,59,54,2021-02-27T01:46:27Z,3070000,-71.0,93.0,1,left,MISS M. Turner 11' turnaround fadeaway Shot,[1626167],1610612754.0,IND,turnaround fadeaway,,,Turner,M. Turner,,,,,11.71,Missed,,,,,,,,,,,,,,,,,,,
320,PT02M01.00S,2021-02-27T01:46:21.3Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,59,54,2021-02-27T01:46:27Z,3080000,,,0,,R. Williams III REBOUND (Off:2 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,319.0,8.0,6.0,2.0,,,,,,,,,,,,,
321,PT01M53.00S,2021-02-27T01:46:29.2Z,2,REGULAR,3pt,Jump Shot,[],202689,67.62483574244416,34.13756127450981,1610612738,59,54,2021-02-27T01:46:37Z,3090000,-79.0,252.0,1,right,MISS K. Walker 26' 3PT - blocked,"[202689, 203200]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.4,Missed,Holiday,203200.0,,,,,,,,,,,,,,,,,
322,PT01M53.00S,2021-02-27T01:46:29.2Z,2,REGULAR,block,,[],203200,,,1610612738,59,54,2021-02-27T01:46:32Z,3100000,,,0,,J. Holiday BLOCK (2 BLK),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M50.00S,2021-02-27T01:46:32.2Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,59,54,2021-02-27T01:46:48Z,3110000,,,0,,P. Pritchard REBOUND (Off:3 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,321.0,4.0,1.0,3.0,,,,,,,,,,,,,
324,PT01M45.00S,2021-02-27T01:46:37.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,75.90341655716163,63.794424019607845,1610612738,59,54,2021-02-27T01:46:42Z,3120000,69.0,174.0,1,right,MISS J. Brown 18' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,18.72,Missed,,,,,,,,,,,,,,,,,,,
325,PT01M42.00S,2021-02-27T01:46:40.1Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,59,54,2021-02-27T01:46:42Z,3130000,,,0,,M. Turner REBOUND (Off:1 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,324.0,6.0,5.0,1.0,,,,,,,,,,,,,
326,PT01M28.00S,2021-02-27T01:46:53.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,5.995400788436268,65.01991421568627,1610612754,59,56,2021-02-27T01:46:59Z,3140000,-75.0,4.0,1,left,D. Sabonis 7' turnaround bank Hook (4 PTS),[1627734],1610612754.0,IND,turnaround bank,,,Sabonis,D. Sabonis,,,,,7.52,Made,,,,,,,,4.0,,,,,,,,,,,
327,PT01M11.00S,2021-02-27T01:47:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,92.85479632063075,55.951286764705884,1610612738,59,56,2021-02-27T01:47:15Z,3150000,30.0,15.0,1,right,MISS K. Walker Layup,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,3.32,Missed,,,,,,,,,,,,,,,,,,,
328,PT01M09.00S,2021-02-27T01:47:12.1Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,59,56,2021-02-27T01:47:15Z,3160000,,,0,,M. Turner REBOUND (Off:1 Def:6),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,327.0,7.0,6.0,1.0,,,,,,,,,,,,,
329,PT01M05.00S,2021-02-27T01:47:15.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628410,26.363337713534822,17.22579656862745,1610612754,59,56,2021-02-27T01:47:34Z,3170000,164.0,195.0,1,left,MISS E. Sumner 25' 3PT,[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
330,PT01M04.00S,2021-02-27T01:47:16.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,59,56,2021-02-27T01:47:34Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,
331,PT01M04.00S,2021-02-27T01:47:25.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612754,59,56,2021-02-27T01:50:11Z,3190000,,,0,,R. Williams III loose ball personal FOUL (3 PF) (Sabonis 2 FT),"[1629057, 1627734]",1610612738.0,BOS,loose ball,,,Williams III,R. Williams III,,,,,,,,,,,,,200834.0,,,,,,3.0,0.0,Sabonis,1627734.0,,,
333,PT01M04.00S,2021-02-27T01:47:52.9Z,2,REGULAR,freethrow,1 of 2,"['2ndchance', 'fastbreak']",1627734,,,1610612754,59,57,2021-02-27T01:47:52Z,3210000,,,0,,D. Sabonis Free Throw 1 of 2 (5 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,5.0,,,,,,,,,,,
334,PT01M04.00S,2021-02-27T01:47:53.7Z,2,REGULAR,substitution,out,[],1629057,,,1610612754,59,57,2021-02-27T01:47:57Z,3220000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT01M04.00S,2021-02-27T01:47:53.7Z,2,REGULAR,substitution,in,[],1628464,,,1610612754,59,57,2021-02-27T01:47:57Z,3230000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT01M04.00S,2021-02-27T01:47:52.9Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', '2ndchance']",1627734,,,1610612754,59,58,2021-02-27T01:48:16Z,3240000,,,0,,D. Sabonis Free Throw 2 of 2 (6 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,6.0,,,,,,,,,,,
337,PT00M48.70S,2021-02-27T01:48:30.8Z,2,REGULAR,2pt,Jump Shot,[],1628369,85.49605781865965,31.44148284313725,1610612738,59,58,2021-02-27T01:48:37Z,3250000,-93.0,84.0,1,right,MISS J. Tatum 12' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,12.5,Missed,,,,,,,,,,,,,,,,,,,
338,PT00M46.80S,2021-02-27T01:48:32.7Z,2,REGULAR,rebound,defensive,[],203200,,,1610612754,59,58,2021-02-27T01:48:37Z,3260000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,337.0,2.0,2.0,0.0,,,,,,,,,,,,,
339,PT00M41.50S,2021-02-27T01:48:39.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,7.440867279894875,45.166973039215684,1610612754,59,60,2021-02-27T01:48:45Z,3270000,24.0,17.0,1,left,M. Brogdon driving finger roll Layup (7 PTS),[1627763],1610612754.0,IND,driving finger roll,,,Brogdon,M. Brogdon,,,,,2.98,Made,,,,,,,,7.0,,,,,,,,,,,
340,PT00M27.10S,2021-02-27T01:48:59.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.06636005256242,49.333639705882355,1610612738,61,60,2021-02-27T01:49:03Z,3280000,-3.0,22.0,1,right,J. Brown driving finger roll Layup (9 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,2.23,Made,,,,,,,,9.0,,,,,,,,,,,
341,PT00M04.60S,2021-02-27T01:49:23.6Z,2,REGULAR,3pt,Jump Shot,[],1627763,30.305519053876477,30.95128676470588,1610612754,61,60,2021-02-27T01:49:28Z,3290000,95.0,232.0,1,left,MISS M. Brogdon 25' 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
342,PT00M02.20S,2021-02-27T01:49:26.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,61,60,2021-02-27T01:49:28Z,3300000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,341.0,4.0,3.0,1.0,,,,,,,,,,,,,
343,PT00M00.00S,2021-02-27T01:49:28.4Z,2,REGULAR,3pt,Jump Shot,[],202689,52.5131406044678,77.51991421568627,1610612738,61,60,2021-02-27T01:49:34Z,3310000,138.0,394.0,1,right,MISS K. Walker 41' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,41.72,Missed,,,,,,,,,,,,,,,,,,,
344,PT00M00.00S,2021-02-27T01:49:32.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,61,60,2021-02-27T01:49:32Z,3320000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,343.0,,,,,,,,,,,,,,,,
345,PT00M00.00S,2021-02-27T01:49:32.6Z,2,REGULAR,period,end,[],0,,,1610612738,61,60,2021-02-27T01:49:32Z,3330000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-02-27T02:04:33.6Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612738,61,60,2021-02-27T02:04:59Z,3340000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-02-27T02:04:33.6Z,3,REGULAR,substitution,out,['startperiod'],1628410,,,1610612738,61,60,2021-02-27T02:04:59Z,3350000,,,0,,SUB out: E. Sumner,[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-02-27T02:04:33.6Z,3,REGULAR,substitution,in,['startperiod'],202684,,,1610612738,61,60,2021-02-27T02:04:59Z,3360000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-02-27T02:04:33.6Z,3,REGULAR,substitution,in,['startperiod'],203926,,,1610612738,61,60,2021-02-27T02:04:59Z,3370000,,,0,,SUB in: D. McDermott,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-02-27T02:05:05.7Z,3,REGULAR,period,start,[],0,,,1610612754,61,60,2021-02-27T02:05:05Z,3380000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT11M38.00S,2021-02-27T02:05:26.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,90.48948751642575,42.22579656862745,1610612754,61,60,2021-02-27T02:05:31Z,3390000,-39.0,37.0,1,right,MISS D. Sabonis driving Hook,[1627734],1610612754.0,IND,driving,,,Sabonis,D. Sabonis,,,,,5.36,Missed,,,,,,,,,,,,,,,,,,,
352,PT11M36.00S,2021-02-27T02:05:28.6Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,61,60,2021-02-27T02:05:31Z,3400000,,,0,,T. Thompson REBOUND (Off:0 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,351.0,3.0,3.0,0.0,,,,,,,,,,,,,
353,PT11M30.00S,2021-02-27T02:05:35.8Z,3,REGULAR,turnover,out-of-bounds,[],202689,,,1610612738,61,60,2021-02-27T02:05:46Z,3410000,,,0,,K. Walker bad pass out-of-bounds TURNOVER (1 TO),[202689],1610612738.0,BOS,bad pass,,,Walker,K. Walker,,,,,,,,,,,,,1626302.0,,,,,1.0,,,,,,,
354,PT11M20.00S,2021-02-27T02:05:54.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,90.09526938239159,95.41207107843137,1610612754,61,60,2021-02-27T02:05:58Z,3420000,227.0,41.0,1,right,MISS M. Turner 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,23.07,Missed,,,,,,,,,,,,,,,,,,,
355,PT11M17.00S,2021-02-27T02:05:57.3Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,61,60,2021-02-27T02:05:58Z,3430000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,354.0,3.0,3.0,0.0,,,,,,,,,,,,,
356,PT11M10.00S,2021-02-27T02:06:03.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,18.084756898817346,47.372855392156865,1610612738,63,60,2021-02-27T02:06:09Z,3440000,13.0,117.0,1,left,T. Thompson 11' driving floating Jump Shot (2 PTS) (J. Brown 3 AST),"[202684, 1627759]",1610612738.0,BOS,driving floating,,,Thompson,T. Thompson,,,,,11.82,Made,,,,,,,,2.0,J. Brown,1627759.0,3.0,,,,,,,,
358,PT10M51.00S,2021-02-27T02:06:22.8Z,3,REGULAR,3pt,Jump Shot,[],1627763,69.33311432325887,76.04932598039215,1610612754,63,60,2021-02-27T02:06:30Z,3460000,130.0,236.0,1,right,MISS M. Brogdon 26' 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,,
359,PT10M48.00S,2021-02-27T02:06:25.8Z,3,REGULAR,rebound,offensive,[],203926,,,1610612754,63,60,2021-02-27T02:06:38Z,3470000,,,0,,D. McDermott REBOUND (Off:1 Def:1),[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,358.0,2.0,1.0,1.0,,,,,,,,,,,,,
360,PT10M32.00S,2021-02-27T02:06:42.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203200,70.51576872536137,25.80422794117647,1610612754,63,63,2021-02-27T02:06:49Z,3480000,-121.0,225.0,1,right,J. Holiday 25' 3PT  (12 PTS) (D. Sabonis 7 AST),"[203200, 1627734]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.52,Made,,,,,,,,12.0,D. Sabonis,1627734.0,7.0,,,,,,,,
362,PT10M09.00S,2021-02-27T02:07:05.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,20.18725361366623,40.75520833333333,1610612738,65,63,2021-02-27T02:07:10Z,3500000,46.0,137.0,1,left,D. Theis 14' Jump Shot (7 PTS) (J. Tatum 3 AST),"[1628464, 1628369]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,14.49,Made,,,,,,,,7.0,J. Tatum,1628369.0,3.0,,,,,,,,
364,PT09M52.00S,2021-02-27T02:07:21.7Z,3,REGULAR,3pt,Jump Shot,[],1626167,89.17542706964521,3.7454044117647056,1610612754,65,63,2021-02-27T02:07:26Z,3520000,-231.0,49.0,1,right,MISS M. Turner 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,,
365,PT09M50.00S,2021-02-27T02:07:23.7Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,65,63,2021-02-27T02:07:26Z,3530000,,,0,,T. Thompson REBOUND (Off:0 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,364.0,4.0,4.0,0.0,,,,,,,,,,,,,
