actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
441,PT06M00.00S,2020-12-19T02:36:13.4Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,58,74,2020-12-19T02:36:39Z,4310000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 201599]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.0,Jordan,201599.0,,,,,,,,,,,,,,,,,,
442,PT06M00.00S,2020-12-19T02:36:13.4Z,3,REGULAR,steal,,[],201599,,,1610612751,58,74,2020-12-19T02:36:15Z,4320000,,,0,,D. Jordan STEAL (3 STL),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M55.00S,2020-12-19T02:36:26.8Z,3,REGULAR,foul,personal,[],1629057,,,1610612751,58,74,2020-12-19T02:36:31Z,4330000,,,0,,R. Williams III personal FOUL (4 PF),"[1629057, 203915]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,202041.0,4.0,0.0,Dinwiddie,203915.0,,,,,,
445,PT05M55.00S,2020-12-19T02:36:34.4Z,3,REGULAR,substitution,out,[],203915,,,1610612751,58,74,2020-12-19T02:36:41Z,4350000,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M55.00S,2020-12-19T02:36:34.4Z,3,REGULAR,substitution,in,[],1627747,,,1610612751,58,74,2020-12-19T02:36:41Z,4360000,,,0,,SUB in: C. LeVert,[1627747],1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M46.00S,2020-12-19T02:36:55.5Z,3,REGULAR,turnover,lost ball,[],201142,,,1610612751,58,74,2020-12-19T02:37:01Z,4370000,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 203935]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,1.0,Smart,203935.0,,,,,,,,,,,,,,,,,,
448,PT05M46.00S,2020-12-19T02:36:55.5Z,3,REGULAR,steal,,[],203935,,,1610612738,58,74,2020-12-19T02:36:57Z,4380000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M45.00S,2020-12-19T02:36:59.8Z,3,REGULAR,foul,personal,[],202681,,,1610612738,58,74,2020-12-19T02:37:11Z,4390000,,,0,,K. Irving take personal FOUL (2 PF),"[202681, 1627759]",1610612751.0,BKN,take,,,Irving,K. Irving,,,,,,,,,,,,,,,202041.0,2.0,0.0,Brown,1627759.0,,,,,,
451,PT05M45.00S,2020-12-19T02:37:19.0Z,3,REGULAR,substitution,out,[],201599,,,1610612738,58,74,2020-12-19T02:37:25Z,4410000,,,0,,SUB out: D. Jordan,[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT05M45.00S,2020-12-19T02:37:19.0Z,3,REGULAR,substitution,in,[],1628386,,,1610612738,58,74,2020-12-19T02:37:25Z,4420000,,,0,,SUB in: J. Allen,[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT05M29.00S,2020-12-19T02:37:37.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,15.719448094612352,3.7454044117647056,1610612738,58,74,2020-12-19T02:37:45Z,4430000,231.0,95.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,25.02,Missed,,,,,,,,,,,,,,,,
454,PT05M27.00S,2020-12-19T02:37:39.9Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,58,74,2020-12-19T02:37:53Z,4440000,,,0,,J. Harris REBOUND (Off:0 Def:5),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,453.0,5.0,5.0,0.0,,,,,,,,,,,,
455,PT05M16.00S,2020-12-19T02:37:50.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,83.65637319316689,47.61795343137255,1610612751,58,74,2020-12-19T02:37:57Z,4450000,-12.0,101.0,1,right,MISS J. Allen 10' Hook,[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,10.18,Missed,,,,,,,,,,,,,,,,
456,PT05M13.00S,2020-12-19T02:37:53.7Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,58,74,2020-12-19T02:37:57Z,4460000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,455.0,2.0,2.0,0.0,,,,,,,,,,,,
458,PT05M07.00S,2020-12-19T02:37:59.8Z,3,REGULAR,turnover,lost ball,[],1629684,,,1610612738,58,74,2020-12-19T02:38:16Z,4480000,,,0,,G. Williams lost ball TURNOVER (2 TO),"[1629684, 203925]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,2.0,Harris,203925.0,,,,,,,,,,,,,,,,,,
459,PT05M07.00S,2020-12-19T02:37:59.8Z,3,REGULAR,steal,,[],203925,,,1610612751,58,74,2020-12-19T02:38:01Z,4490000,,,0,,J. Harris STEAL (1 STL),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT05M03.00S,2020-12-19T02:38:04.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202681,64.99671484888306,53.74540441176471,1610612751,58,74,2020-12-19T03:26:46Z,4500000,19.0,277.0,1,right,MISS K. Irving 27' step back 3PT,[202681],1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,,,,27.71,Missed,,,,,,,,,,,,,,,,
461,PT05M01.00S,2020-12-19T02:38:06.6Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,58,74,2020-12-19T02:38:06Z,4510000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,460.0,1.0,1.0,0.0,,,,,,,,,,,,
462,PT04M55.00S,2020-12-19T02:38:12.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.09789750328515,49.333639705882355,1610612738,58,74,2020-12-19T02:38:26Z,4520000,3.0,24.0,1,left,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,2.38,Missed,,,,,,,,,,,,,,,,
463,PT04M53.00S,2020-12-19T02:38:14.5Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,58,74,2020-12-19T02:38:26Z,4530000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,462.0,2.0,1.0,1.0,,,,,,,,,,,,
464,PT04M52.00S,2020-12-19T02:38:14.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,6.783837056504599,50.314031862745104,1610612738,60,74,2020-12-19T02:38:29Z,4540000,-2.0,11.0,1,left,R. Williams III Layup (8 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,1.14,Made,,,,,8.0,,,,,,,,,,,
465,PT04M31.00S,2020-12-19T02:38:35.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,91.67214191852825,52.029718137254896,1610612751,60,76,2020-12-19T03:26:59Z,4550000,10.0,26.0,1,right,K. Durant driving DUNK (18 PTS) (J. Harris 1 AST),"[201142, 203925]",1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,,,,2.77,Made,,,,,18.0,,,,,,J. Harris,203925.0,1.0,,,
467,PT04M20.00S,2020-12-19T02:38:46.4Z,3,REGULAR,2pt,Jump Shot,[],203935,8.360709592641262,85.60814950980392,1610612738,60,76,2020-12-19T02:38:55Z,4570000,-178.0,26.0,1,left,MISS M. Smart 17' Jump Shot,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,17.99,Missed,,,,,,,,,,,,,,,,
468,PT04M16.00S,2020-12-19T02:38:50.4Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,60,76,2020-12-19T02:38:55Z,4580000,,,0,,K. Durant REBOUND (Off:0 Def:5),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,467.0,5.0,5.0,0.0,,,,,,,,,,,,
469,PT04M10.00S,2020-12-19T02:38:56.3Z,3,REGULAR,3pt,Jump Shot,[],201142,73.27529566360053,14.529718137254902,1610612751,60,76,2020-12-19T02:39:01Z,4590000,-177.0,199.0,1,right,MISS K. Durant 26' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,26.64,Missed,,,,,,,,,,,,,,,,
470,PT04M08.00S,2020-12-19T02:38:58.3Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,60,76,2020-12-19T02:39:01Z,4600000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,469.0,3.0,2.0,1.0,,,,,,,,,,,,
471,PT03M50.00S,2020-12-19T02:39:16.5Z,3,REGULAR,3pt,Jump Shot,[],1629684,19.136005256241788,7.666973039215687,1610612738,60,76,2020-12-19T02:39:22Z,4610000,212.0,127.0,1,left,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,24.71,Missed,,,,,,,,,,,,,,,,
472,PT03M47.00S,2020-12-19T02:39:19.5Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612751,60,76,2020-12-19T02:39:31Z,4620000,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,471.0,4.0,2.0,2.0,,,,,,,,,,,,
473,PT03M36.00S,2020-12-19T02:39:30.5Z,3,REGULAR,3pt,Jump Shot,[],203925,66.17936925098554,36.58854166666667,1610612751,60,76,2020-12-19T02:39:34Z,4630000,-67.0,265.0,1,right,MISS J. Harris 27' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,27.38,Missed,,,,,,,,,,,,,,,,
474,PT03M36.00S,2020-12-19T02:39:30.5Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,60,76,2020-12-19T02:39:34Z,4640000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,473.0,3.0,3.0,0.0,,,,,,,,,,,,
475,PT03M36.00S,2020-12-19T02:39:40.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,60,76,2020-12-19T02:39:40Z,4650000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT03M36.00S,2020-12-19T02:42:27.6Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,60,76,2020-12-19T02:42:48Z,4660000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT03M36.00S,2020-12-19T02:42:27.6Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,60,76,2020-12-19T02:42:48Z,4670000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M36.00S,2020-12-19T02:42:27.6Z,3,REGULAR,substitution,out,[],203935,,,1610612738,60,76,2020-12-19T02:42:48Z,4680000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT03M36.00S,2020-12-19T02:42:27.6Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,60,76,2020-12-19T02:42:48Z,4690000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M36.00S,2020-12-19T02:42:27.6Z,3,REGULAR,substitution,out,[],203925,,,1610612738,60,76,2020-12-19T02:42:48Z,4700000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M36.00S,2020-12-19T02:42:27.6Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,60,76,2020-12-19T02:42:48Z,4710000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT03M36.00S,2020-12-19T02:42:27.6Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,60,76,2020-12-19T02:42:48Z,4720000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT03M36.00S,2020-12-19T02:42:27.6Z,3,REGULAR,substitution,in,[],1628400,,,1610612738,60,76,2020-12-19T02:42:48Z,4730000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M36.00S,2020-12-19T02:42:27.6Z,3,REGULAR,substitution,in,[],201952,,,1610612738,60,76,2020-12-19T02:42:48Z,4740000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M36.00S,2020-12-19T02:42:27.6Z,3,REGULAR,substitution,in,[],1629013,,,1610612738,60,76,2020-12-19T02:42:48Z,4750000,,,0,,SUB in: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT03M22.00S,2020-12-19T02:43:14.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,60,76,2020-12-19T02:43:14Z,4760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT03M14.00S,2020-12-19T02:43:33.2Z,3,REGULAR,turnover,bad pass,[],1630202,,,1610612738,60,76,2020-12-19T02:43:37Z,4770000,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 201142]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,1.0,Durant,201142.0,,,,,,,,,,,,,,,,,,
488,PT03M14.00S,2020-12-19T02:43:33.2Z,3,REGULAR,steal,,[],201142,,,1610612751,60,76,2020-12-19T02:43:35Z,4780000,,,0,,K. Durant STEAL (1 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT03M03.00S,2020-12-19T02:43:43.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627747,91.5407358738502,70.65716911764706,1610612751,60,78,2020-12-19T02:43:50Z,4790000,103.0,27.0,1,right,C. LeVert 10' pullup Jump Shot (9 PTS),[1627747],1610612751.0,BKN,pullup,,,LeVert,C. LeVert,,,,,,,,10.68,Made,,,,,9.0,,,,,,,,,,,
490,PT02M49.00S,2020-12-19T02:43:57.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201952,20.05584756898817,36.09834558823529,1610612738,60,78,2020-12-19T02:44:03Z,4800000,70.0,136.0,1,left,MISS J. Teague 15' driving floating Shot,[201952],1610612738.0,BOS,driving floating,,,Teague,J. Teague,,,,,,,,15.27,Missed,,,,,,,,,,,,,,,,
491,PT02M47.00S,2020-12-19T02:43:59.1Z,3,REGULAR,rebound,defensive,[],1629013,,,1610612751,60,78,2020-12-19T02:44:09Z,4810000,,,0,,L. Shamet REBOUND (Off:0 Def:3),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,490.0,3.0,3.0,0.0,,,,,,,,,,,,
492,PT02M41.00S,2020-12-19T02:44:08.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612751,60,78,2020-12-19T02:44:18Z,4820000,,,0,,A. Nesmith personal FOUL (2 PF) (Allen 2 FT),"[1630174, 1628386]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,202041.0,2.0,0.0,Allen,1628386.0,,,,,,
494,PT02M41.00S,2020-12-19T02:44:35.3Z,3,REGULAR,freethrow,1 of 2,[],1628386,,,1610612751,60,79,2020-12-19T02:44:35Z,4840000,,,0,,J. Allen Free Throw 1 of 2 (6 PTS),[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
495,PT02M41.00S,2020-12-19T02:44:50.6Z,3,REGULAR,freethrow,2 of 2,[],1628386,,,1610612751,60,80,2020-12-19T02:44:50Z,4850000,,,0,,J. Allen Free Throw 2 of 2 (7 PTS),[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
496,PT02M31.00S,2020-12-19T02:45:02.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,9.592641261498029,57.889093137254896,1610612738,60,80,2020-12-19T02:45:11Z,4860000,-39.0,38.0,1,left,MISS G. Williams Jump Shot - blocked,"[1629684, 201142]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,5.45,Missed,,,,,,,,,,,,,,Durant,201142.0,
497,PT02M31.00S,2020-12-19T02:45:02.8Z,3,REGULAR,block,,[],201142,,,1610612738,60,80,2020-12-19T02:45:05Z,4870000,,,0,,K. Durant BLOCK (3 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT02M27.00S,2020-12-19T02:45:06.8Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,60,80,2020-12-19T02:45:11Z,4880000,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,496.0,4.0,3.0,1.0,,,,,,,,,,,,
499,PT02M21.00S,2020-12-19T02:45:12.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630202,19.136005256241788,71.6375612745098,1610612738,60,80,2020-12-19T02:45:19Z,4890000,-108.0,127.0,1,left,MISS P. Pritchard 16' Jump Shot,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,16.71,Missed,,,,,,,,,,,,,,,,
500,PT02M18.00S,2020-12-19T02:45:15.2Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612751,60,80,2020-12-19T02:45:36Z,4900000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,,,,,,499.0,2.0,2.0,0.0,,,,,,,,,,,,
501,PT02M12.00S,2020-12-19T02:45:20.7Z,3,REGULAR,turnover,lost ball,[],1627747,,,1610612751,60,80,2020-12-19T02:45:25Z,4910000,,,0,,C. LeVert lost ball TURNOVER (2 TO),"[1627747, 1630174]",1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,2.0,Nesmith,1630174.0,,,,,,,,,,,,,,,,,,
502,PT02M12.00S,2020-12-19T02:45:20.7Z,3,REGULAR,steal,,[],1630174,,,1610612738,60,80,2020-12-19T02:45:23Z,4920000,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT01M53.00S,2020-12-19T02:45:40.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,32.53942181340342,24.088541666666664,1610612738,60,80,2020-12-19T02:45:47Z,4930000,130.0,253.0,1,left,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,28.46,Missed,,,,,,,,,,,,,,,,
504,PT01M50.00S,2020-12-19T02:45:43.6Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612751,60,80,2020-12-19T02:45:52Z,4940000,,,0,,J. Allen REBOUND (Off:2 Def:3),[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,503.0,5.0,3.0,2.0,,,,,,,,,,,,
505,PT01M38.00S,2020-12-19T02:45:54.6Z,3,REGULAR,2pt,Jump Shot,[],1627747,89.04402102496715,71.8826593137255,1610612751,60,82,2020-12-19T02:46:02Z,4950000,109.0,50.0,1,right,C. LeVert 12' fadeaway Jump Shot (11 PTS),[1627747],1610612751.0,BKN,fadeaway,,,LeVert,C. LeVert,,,,,,,,12.05,Made,,,,,11.0,,,,,,,,,,,
506,PT01M26.00S,2020-12-19T02:46:06.9Z,3,REGULAR,2pt,Jump Shot,[],1629684,18.478975032851512,26.049325980392158,1610612738,60,82,2020-12-19T02:46:13Z,4960000,120.0,121.0,1,left,MISS G. Williams 17' turnaround fadeaway Shot,[1629684],1610612738.0,BOS,turnaround fadeaway,,,Williams,G. Williams,,,,,,,,17.04,Missed,,,,,,,,,,,,,,,,
507,PT01M24.00S,2020-12-19T02:46:08.9Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612751,60,82,2020-12-19T02:46:13Z,4970000,,,0,,J. Allen REBOUND (Off:2 Def:4),[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,506.0,6.0,4.0,2.0,,,,,,,,,,,,
508,PT01M16.00S,2020-12-19T02:46:17.0Z,3,REGULAR,3pt,Jump Shot,[],1627747,64.07687253613666,30.95128676470588,1610612751,60,85,2020-12-19T02:46:23Z,4980000,-95.0,285.0,1,right,C. LeVert 30' 3PT  (14 PTS) (L. Shamet 1 AST),"[1627747, 1629013]",1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,,,,30.07,Made,,,,,14.0,,,,,,L. Shamet,1629013.0,1.0,,,
510,PT01M05.00S,2020-12-19T02:46:27.3Z,3,REGULAR,2pt,Jump Shot,[],201952,17.69053876478318,27.519914215686274,1610612738,60,85,2020-12-19T02:46:32Z,5000000,112.0,114.0,1,left,MISS J. Teague 16' Jump Shot,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,16.0,Missed,,,,,,,,,,,,,,,,
511,PT01M03.00S,2020-12-19T02:46:29.3Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,60,85,2020-12-19T02:46:32Z,5010000,,,0,,K. Durant REBOUND (Off:0 Def:6),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,510.0,6.0,6.0,0.0,,,,,,,,,,,,
512,PT00M58.90S,2020-12-19T02:46:34.5Z,3,REGULAR,3pt,Jump Shot,[],201142,66.44218134034165,72.37285539215686,1610612751,60,88,2020-12-19T02:46:42Z,5020000,112.0,263.0,1,right,K. Durant 28' 3PT pullup (21 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,28.57,Made,,,,,21.0,,,,,,,,,,,
513,PT00M47.90S,2020-12-19T02:46:50.8Z,3,REGULAR,3pt,Jump Shot,[],1629684,31.35676741130092,31.686580882352942,1610612738,60,88,2020-12-19T02:46:56Z,5030000,92.0,242.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,25.9,Missed,,,,,,,,,,,,,,,,
514,PT00M44.60S,2020-12-19T02:46:54.1Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,60,88,2020-12-19T02:46:56Z,5040000,,,0,,K. Irving REBOUND (Off:0 Def:7),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,513.0,7.0,7.0,0.0,,,,,,,,,,,,
515,PT00M38.60S,2020-12-19T02:47:00.1Z,3,REGULAR,2pt,Jump Shot,[],201142,89.83245729303549,73.10814950980392,1610612751,60,88,2020-12-19T02:47:09Z,5050000,116.0,43.0,1,right,MISS K. Durant 12' driving floating Shot,[201142],1610612751.0,BKN,driving floating,,,Durant,K. Durant,,,,,,,,12.33,Missed,,,,,,,,,,,,,,,,
516,PT00M34.60S,2020-12-19T02:47:04.1Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612751,60,88,2020-12-19T02:47:04Z,5060000,,,0,,J. Allen REBOUND (Off:3 Def:4),[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,515.0,7.0,4.0,3.0,,,,,,,,,,,,
517,PT00M30.40S,2020-12-19T02:47:09.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612751,60,88,2020-12-19T02:47:17Z,5070000,,,0,,P. Pritchard personal FOUL (4 PF) (Durant 2 FT),"[1630202, 201142]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,1628954.0,4.0,0.0,Durant,201142.0,,,,,,
519,PT00M30.40S,2020-12-19T02:47:37.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],201142,,,1610612751,60,89,2020-12-19T02:47:37Z,5090000,,,0,,K. Durant Free Throw 1 of 2 (22 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,,,,,22.0,,,,,,,,,,,
520,PT00M30.40S,2020-12-19T02:47:38.6Z,3,REGULAR,substitution,out,[],1629684,,,1610612751,60,89,2020-12-19T02:47:44Z,5100000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT00M30.40S,2020-12-19T02:47:38.6Z,3,REGULAR,substitution,in,[],1628464,,,1610612751,60,89,2020-12-19T02:47:44Z,5110000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT00M30.40S,2020-12-19T02:47:57.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],201142,,,1610612751,60,90,2020-12-19T02:47:57Z,5120000,,,0,,K. Durant Free Throw 2 of 2 (23 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,,,,,23.0,,,,,,,,,,,
523,PT00M22.80S,2020-12-19T02:48:08.7Z,3,REGULAR,turnover,traveling,[],1630174,,,1610612738,60,90,2020-12-19T02:48:15Z,5130000,,,0,,A. Nesmith traveling TURNOVER (2 TO),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,2.0,,,,,,,,,,202041.0,,,,,,,,,,
524,PT00M06.10S,2020-12-19T02:48:40.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201142,91.5407358738502,51.53952205882353,1610612751,60,92,2020-12-19T02:48:48Z,5140000,8.0,27.0,1,right,K. Durant driving DUNK (25 PTS),[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,,,,2.81,Made,,,,,25.0,,,,,,,,,,,
525,PT00M01.50S,2020-12-19T02:48:50.2Z,3,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,60,92,2020-12-19T02:48:59Z,5150000,,,0,,P. Pritchard step out-of-bounds TURNOVER (2 TO),[1630202],1610612738.0,BOS,step,,,Pritchard,P. Pritchard,,,,,2.0,,,,,,,,,,202041.0,,,,,,,,,,
