actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
260,PT06M33.00S,2020-12-19T01:51:31.3Z,2,REGULAR,substitution,in,[],1630174,,,1610612738,29,50,2020-12-19T01:51:47Z,2580000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M33.00S,2020-12-19T01:51:31.3Z,2,REGULAR,substitution,in,[],203925,,,1610612738,29,50,2020-12-19T01:51:47Z,2590000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M23.00S,2020-12-19T01:52:20.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.90407358738501,50.19148284313726,1610612738,31,50,2020-12-19T01:52:27Z,2600000,1.0,14.0,1,right,R. Williams III alley-oop DUNK (4 PTS) (J. Brown 3 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,1.42,Made,,,,,4.0,,,,,,J. Brown,1627759.0,3.0,,,
264,PT06M13.00S,2020-12-19T01:52:33.9Z,2,REGULAR,foul,offensive,[],201599,,,1610612751,31,50,2020-12-19T01:52:54Z,2620000,,,0,,D. Jordan offensive FOUL (1 PF),"[201599, 203935]",1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,1628954.0,1.0,0.0,Smart,203935.0,,,,,,
266,PT06M13.00S,2020-12-19T01:52:33.9Z,2,REGULAR,turnover,offensive foul,[],201599,,,1610612751,31,50,2020-12-19T01:52:54Z,2640000,,,0,,D. Jordan offensive foul TURNOVER (2 TO),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,2.0,,,,,,,,,,1628954.0,,,,,,,,,,
267,PT06M05.00S,2020-12-19T01:52:54.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,65.91655716162943,35.60814950980392,1610612738,31,50,2020-12-19T01:52:58Z,2650000,-72.0,268.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,27.74,Missed,,,,,,,,,,,,,,,,
268,PT06M03.00S,2020-12-19T01:52:56.0Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,31,50,2020-12-19T01:53:06Z,2660000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,267.0,3.0,3.0,0.0,,,,,,,,,,,,
269,PT05M57.00S,2020-12-19T01:53:04.2Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612751,31,50,2020-12-19T01:53:31Z,2670000,,,0,,R. Williams III shooting personal FOUL (3 PF) (Dinwiddie 2 FT),"[1629057, 203915]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,1628954.0,3.0,0.0,Dinwiddie,203915.0,,,,,,
271,PT05M57.00S,2020-12-19T01:53:25.0Z,2,REGULAR,freethrow,1 of 2,[],203915,,,1610612751,31,51,2020-12-19T01:53:25Z,2690000,,,0,,S. Dinwiddie Free Throw 1 of 2 (3 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
272,PT05M57.00S,2020-12-19T01:53:30.2Z,2,REGULAR,substitution,out,[],1628400,,,1610612751,31,51,2020-12-19T01:53:38Z,2700000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M57.00S,2020-12-19T01:53:30.2Z,2,REGULAR,substitution,in,[],1628369,,,1610612751,31,51,2020-12-19T01:53:38Z,2710000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M57.00S,2020-12-19T01:53:43.5Z,2,REGULAR,freethrow,2 of 2,[],203915,,,1610612751,31,52,2020-12-19T01:53:43Z,2720000,,,0,,S. Dinwiddie Free Throw 2 of 2 (4 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
275,PT05M36.00S,2020-12-19T01:54:06.3Z,2,REGULAR,2pt,Jump Shot,[],1628369,89.04402102496715,76.04932598039215,1610612738,31,52,2020-12-19T01:54:13Z,2730000,130.0,50.0,1,right,MISS J. Tatum 13' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,13.97,Missed,,,,,,,,,,,,,,,,
276,PT05M31.00S,2020-12-19T01:54:11.3Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,31,52,2020-12-19T01:54:13Z,2740000,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,275.0,4.0,4.0,0.0,,,,,,,,,,,,
277,PT05M21.00S,2020-12-19T01:54:20.8Z,2,REGULAR,2pt,Jump Shot,[],202681,12.828515111695138,79.97089460784314,1610612751,31,52,2020-12-19T01:54:27Z,2750000,-150.0,68.0,1,left,MISS K. Irving 16' Jump Shot,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,16.46,Missed,,,,,,,,,,,,,,,,
278,PT05M18.00S,2020-12-19T01:54:23.8Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,31,52,2020-12-19T01:54:27Z,2760000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,277.0,1.0,1.0,0.0,,,,,,,,,,,,
279,PT05M06.00S,2020-12-19T01:54:36.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,93.69250985545335,54.993872549019606,1610612738,33,52,2020-12-19T01:54:42Z,2770000,25.0,7.0,1,right,R. Williams III Layup (6 PTS) (J. Brown 4 AST),"[1629057, 1627759]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,2.59,Made,,,,,6.0,,,,,,J. Brown,1627759.0,4.0,,,
281,PT04M50.00S,2020-12-19T01:54:51.7Z,2,REGULAR,3pt,Jump Shot,[],203925,31.750985545335087,31.196384803921568,1610612751,33,52,2020-12-19T01:54:57Z,2790000,94.0,246.0,1,left,MISS J. Harris 26' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,26.33,Missed,,,,,,,,,,,,,,,,
282,PT04M46.00S,2020-12-19T01:54:55.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,33,52,2020-12-19T01:54:57Z,2800000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,281.0,1.0,1.0,0.0,,,,,,,,,,,,
283,PT04M39.00S,2020-12-19T01:55:05.2Z,2,REGULAR,foul,personal,['2freethrow'],201599,,,1610612738,33,52,2020-12-19T01:55:23Z,2810000,,,0,,D. Jordan shooting personal FOUL (2 PF) (Tatum 2 FT),"[201599, 1628369]",1610612751.0,BKN,shooting,,,Jordan,D. Jordan,,,,,,,,,,,,,,,1628954.0,2.0,0.0,Tatum,1628369.0,,,,,,
285,PT04M39.00S,2020-12-19T01:55:27.4Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,34,52,2020-12-19T01:55:27Z,2830000,,,0,,J. Tatum Free Throw 1 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
286,PT04M39.00S,2020-12-19T01:55:30.4Z,2,REGULAR,substitution,out,[],201599,,,1610612738,34,52,2020-12-19T01:55:35Z,2840000,,,0,,SUB out: D. Jordan,[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M39.00S,2020-12-19T01:55:30.4Z,2,REGULAR,substitution,in,[],201145,,,1610612738,34,52,2020-12-19T01:55:35Z,2850000,,,0,,SUB in: J. Green,[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M39.00S,2020-12-19T01:55:52.5Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,35,52,2020-12-19T01:55:52Z,2860000,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
289,PT04M20.00S,2020-12-19T01:56:12.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,6.915243101182654,49.08854166666667,1610612751,35,54,2020-12-19T01:56:17Z,2870000,5.0,13.0,1,left,J. Green cutting DUNK (5 PTS) (K. Irving 4 AST),"[201145, 202681]",1610612751.0,BKN,cutting,,,Green,J. Green,,,,,,,,1.33,Made,,,,,5.0,,,,,,K. Irving,202681.0,4.0,,,
291,PT04M07.00S,2020-12-19T01:56:25.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,64.60249671484888,52.51991421568627,1610612738,35,54,2020-12-19T01:56:31Z,2890000,13.0,280.0,1,right,MISS J. Tatum 28' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,28.05,Missed,,,,,,,,,,,,,,,,
292,PT04M04.00S,2020-12-19T01:56:28.6Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,35,54,2020-12-19T01:56:31Z,2900000,,,0,,K. Irving REBOUND (Off:0 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,291.0,4.0,4.0,0.0,,,,,,,,,,,,
293,PT03M46.00S,2020-12-19T01:56:47.3Z,2,REGULAR,turnover,lost ball,[],202681,,,1610612751,35,54,2020-12-19T01:57:12Z,2910000,,,0,,K. Irving lost ball TURNOVER (3 TO),"[202681, 1628369]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,3.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,
294,PT03M46.00S,2020-12-19T01:56:47.3Z,2,REGULAR,steal,,[],1628369,,,1610612738,35,54,2020-12-19T01:56:49Z,2920000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M42.00S,2020-12-19T01:56:50.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,91.93495400788436,49.82383578431372,1610612738,37,54,2020-12-19T01:56:57Z,2930000,-1.0,23.0,1,right,J. Tatum running DUNK (10 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,,2.33,Made,,,,,10.0,,,,,,,,,,,
296,PT03M21.00S,2020-12-19T01:57:12.4Z,2,REGULAR,2pt,Jump Shot,[],203915,20.97568988173456,36.58854166666667,1610612751,37,54,2020-12-19T01:57:18Z,2940000,67.0,145.0,1,left,MISS S. Dinwiddie 15' Jump Shot - blocked,"[203915, 1629057]",1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,15.95,Missed,,,,,,,,,,,,,,Williams III,1629057.0,
297,PT03M21.00S,2020-12-19T01:57:12.4Z,2,REGULAR,block,,[],1629057,,,1610612751,37,54,2020-12-19T03:02:32Z,2950000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M15.00S,2020-12-19T01:57:18.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,37,54,2020-12-19T01:57:18Z,2960000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,296.0,1.0,1.0,0.0,,,,,,,,,,,,
299,PT03M14.00S,2020-12-19T01:57:18.1Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,37,54,2020-12-19T01:57:21Z,2970000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 201145]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,1.0,Green,201145.0,,,,,,,,,,,,,,,,,,
300,PT03M14.00S,2020-12-19T01:57:18.1Z,2,REGULAR,steal,,[],201145,,,1610612751,37,54,2020-12-19T01:57:19Z,2980000,,,0,,J. Green STEAL (1 STL),[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M12.00S,2020-12-19T01:57:26.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202681,8.278580814717477,54.25857843137255,1610612751,37,54,2020-12-19T01:57:43Z,2990000,-21.0,25.0,1,left,MISS K. Irving running Layup - blocked,"[202681, 1629057]",1610612751.0,BKN,running,,,Irving,K. Irving,,,,,,,,3.31,Missed,,,,,,,,,,,,,,Williams III,1629057.0,
302,PT03M12.00S,2020-12-19T01:57:26.3Z,2,REGULAR,block,,[],1629057,,,1610612751,37,54,2020-12-19T01:57:28Z,3000000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M12.00S,2020-12-19T01:57:26.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,37,54,2020-12-19T01:57:32Z,3010000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,301.0,,,,,,,,,,,,,,,
304,PT03M12.00S,2020-12-19T01:57:31.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,37,54,2020-12-19T01:57:31Z,3020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M59.00S,2020-12-19T01:57:45.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,90.22667542706965,47.127757352941174,1610612738,37,54,2020-12-19T01:57:58Z,3030000,-14.0,39.0,1,right,MISS M. Smart driving Layup - blocked,"[203935, 202681]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,4.19,Missed,,,,,,,,,,,,,,Irving,202681.0,
306,PT02M59.00S,2020-12-19T01:57:45.5Z,2,REGULAR,block,,[],202681,,,1610612738,37,54,2020-12-19T01:57:48Z,3040000,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M59.00S,2020-12-19T01:57:45.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,37,54,2020-12-19T01:57:52Z,3050000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,
308,PT02M59.00S,2020-12-19T01:57:49.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,37,54,2020-12-19T01:58:03Z,3060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M56.00S,2020-12-19T01:58:06.4Z,2,REGULAR,foul,personal,[],201142,,,1610612738,37,54,2020-12-19T01:58:19Z,3070000,,,0,,K. Durant personal FOUL (1 PF),"[201142, 1629057]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Williams III,1629057.0,,,,,,
311,PT02M56.00S,2020-12-19T01:58:18.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,37,54,2020-12-19T01:58:18Z,3090000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M49.00S,2020-12-19T02:01:38.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203935,81.94809461235218,54.970894607843135,1610612738,37,54,2020-12-19T02:01:46Z,3100000,25.0,117.0,1,right,MISS M. Smart 11' turnaround Shot,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,,,,11.98,Missed,,,,,,,,,,,,,,,,
313,PT02M46.00S,2020-12-19T02:01:41.9Z,2,REGULAR,rebound,defensive,[],203925,,,1610612751,37,54,2020-12-19T02:02:00Z,3110000,,,0,,J. Harris REBOUND (Off:0 Def:2),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,312.0,2.0,2.0,0.0,,,,,,,,,,,,
314,PT02M38.00S,2020-12-19T02:01:49.1Z,2,REGULAR,3pt,Jump Shot,[],203925,24.26084099868594,85.36305147058823,1610612751,37,57,2020-12-19T02:01:54Z,3120000,-177.0,176.0,1,left,J. Harris 24' 3PT  (9 PTS) (K. Irving 5 AST),"[203925, 202681]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,24.92,Made,,,,,9.0,,,,,,K. Irving,202681.0,5.0,,,
319,PT02M22.00S,2020-12-19T02:02:13.1Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612738,37,57,2020-12-19T02:19:09Z,3140000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M22.00S,2020-12-19T02:02:14.9Z,2,REGULAR,foul,offensive,['3freethrow'],1630174,,,1610612738,37,57,2020-12-19T02:04:43Z,3150000,,,0,,A. Nesmith offensive FOUL (1 PF) (Harris 3 FT),"[1630174, 203925]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Harris,203925.0,,,,,,
321,PT02M22.00S,2020-12-19T02:02:14.9Z,2,REGULAR,turnover,offensive foul,[],1630174,,,1610612738,37,57,2020-12-19T02:02:14Z,3165000,,,0,,A. Nesmith offensive foul TURNOVER (1 TO),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,1.0,,,,,,,,,,1626301.0,,,,,,,,,,
340,PT02M22.00S,2020-12-19T02:02:25.0Z,2,REGULAR,substitution,out,[],1629057,,,1610612751,37,57,2020-12-19T02:07:42Z,3167500,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT02M22.00S,2020-12-19T02:02:25.0Z,2,REGULAR,substitution,in,[],1628464,,,1610612751,37,57,2020-12-19T02:07:42Z,3168750,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT02M22.00S,2020-12-19T02:02:25.0Z,2,REGULAR,substitution,out,[],1630174,,,1610612751,37,57,2020-12-19T02:09:48Z,3169375,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT02M22.00S,2020-12-19T02:02:25.0Z,2,REGULAR,substitution,in,[],1629684,,,1610612751,37,57,2020-12-19T02:09:48Z,3169687,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M22.00S,2020-12-19T02:02:56.7Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612751,37,57,2020-12-19T02:49:43Z,3180000,,,0,,,[],1610612751.0,BKN,overturned,,,,,,,,,,,,,,,,,,,202041.0,,,,,,,,,,Corrected to Offensive Foul on A. Nesmith
322,PT02M06.00S,2020-12-19T02:04:58.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202681,11.514454664914586,2.7650122549019605,1610612751,37,57,2020-12-19T02:05:04Z,3190000,236.0,56.0,1,left,MISS K. Irving 24' step back 3PT,[202681],1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,,,,24.27,Missed,,,,,,,,,,,,,,,,
323,PT02M03.00S,2020-12-19T02:05:01.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,37,57,2020-12-19T02:05:04Z,3200000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,322.0,2.0,2.0,0.0,,,,,,,,,,,,
324,PT01M54.00S,2020-12-19T02:05:09.8Z,2,REGULAR,2pt,Jump Shot,[],1628369,87.46714848883047,23.353247549019606,1610612738,39,57,2020-12-19T02:05:15Z,3210000,-133.0,65.0,1,right,J. Tatum 14' Jump Shot (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,14.83,Made,,,,,12.0,,,,,,,,,,,
325,PT01M45.00S,2020-12-19T02:05:19.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203925,6.521024967148489,55.21599264705882,1610612751,39,57,2020-12-19T02:05:23Z,3220000,-26.0,9.0,1,left,MISS J. Harris Layup,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,2.75,Missed,,,,,,,,,,,,,,,,
326,PT01M42.00S,2020-12-19T02:05:22.6Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,39,57,2020-12-19T02:10:31Z,3230000,,,0,,D. Theis REBOUND (Off:1 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,325.0,5.0,4.0,1.0,,,,,,,,,,,,
327,PT01M40.00S,2020-12-19T02:05:24.6Z,2,REGULAR,3pt,Jump Shot,[],1627759,69.20170827858082,73.59834558823529,1610612738,39,57,2020-12-19T02:05:33Z,3240000,118.0,237.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,26.48,Missed,,,,,,,,,,,,,,,,
328,PT01M35.00S,2020-12-19T02:05:29.6Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,39,57,2020-12-19T03:29:40Z,3250000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,327.0,3.0,2.0,1.0,,,,,,,,,,,,
329,PT01M25.00S,2020-12-19T02:05:38.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,92.9862023653088,96.14736519607843,1610612738,42,57,2020-12-19T02:05:43Z,3260000,231.0,13.0,1,right,J. Tatum 3PT  (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,23.11,Made,,,,,15.0,,,,,,,,,,,
330,PT01M01.00S,2020-12-19T02:06:02.9Z,2,REGULAR,3pt,Jump Shot,[],203925,5.338370565045992,97.61795343137256,1610612751,42,60,2020-12-19T02:06:08Z,3270000,-238.0,-2.0,1,left,J. Harris 3PT  (12 PTS) (K. Durant 1 AST),"[203925, 201142]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,23.81,Made,,,,,12.0,,,,,,K. Durant,201142.0,1.0,,,
332,PT00M50.30S,2020-12-19T02:06:16.1Z,2,REGULAR,2pt,Jump Shot,[],1627759,89.70105124835742,74.82383578431373,1610612738,44,60,2020-12-19T02:06:21Z,3290000,124.0,44.0,1,right,J. Brown 13' Jump Shot (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,13.18,Made,,,,,8.0,,,,,,,,,,,
333,PT00M32.80S,2020-12-19T02:06:37.1Z,2,REGULAR,2pt,Jump Shot,[],203915,14.536793692509855,75.55912990196079,1610612751,44,60,2020-12-19T02:06:43Z,3300000,-128.0,84.0,1,left,MISS S. Dinwiddie 15' driving floating Shot,[203915],1610612751.0,BKN,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,,,,15.3,Missed,,,,,,,,,,,,,,,,
334,PT00M30.10S,2020-12-19T02:06:39.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,44,60,2020-12-19T02:06:43Z,3310000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,333.0,6.0,6.0,0.0,,,,,,,,,,,,
335,PT00M24.20S,2020-12-19T02:06:45.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,69.07030223390277,78.99050245098039,1610612738,44,60,2020-12-19T02:06:53Z,3320000,145.0,238.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,27.89,Missed,,,,,,,,,,,,,,,,
336,PT00M20.90S,2020-12-19T02:06:49.1Z,2,REGULAR,rebound,defensive,[],201145,,,1610612751,44,60,2020-12-19T02:06:49Z,3330000,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,335.0,2.0,2.0,0.0,,,,,,,,,,,,
337,PT00M04.60S,2020-12-19T02:07:05.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612751,44,60,2020-12-19T02:07:20Z,3340000,,,0,,M. Smart shooting personal FOUL (1 PF) (Durant 2 FT),"[203935, 201142]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,202041.0,1.0,0.0,Durant,201142.0,,,,,,
339,PT00M04.60S,2020-12-19T02:07:39.1Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,44,61,2020-12-19T02:07:39Z,3360000,,,0,,K. Durant Free Throw 1 of 2 (13 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,,,,,13.0,,,,,,,,,,,
342,PT00M04.60S,2020-12-19T02:08:00.7Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,44,62,2020-12-19T02:08:00Z,3370000,,,0,,K. Durant Free Throw 2 of 2 (14 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,
343,PT00M01.00S,2020-12-19T02:08:14.4Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,44,62,2020-12-19T02:12:32Z,3380000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 203915]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,2.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,,,,
344,PT00M01.00S,2020-12-19T02:08:14.4Z,2,REGULAR,steal,,[],203915,,,1610612751,44,62,2020-12-19T02:12:32Z,3390000,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M00.00S,2020-12-19T02:08:23.2Z,2,REGULAR,period,end,[],0,,,1610612751,44,62,2020-12-19T02:12:32Z,3400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2020-12-19T02:22:32.9Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612751,44,62,2020-12-19T02:23:39Z,3410000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
