actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
91,PT06M19.00S,2021-04-27T23:23:44.1Z,1,REGULAR,substitution,out,[],202684,,,1610612760,10,16,2021-04-27T23:23:47Z,900000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M19.00S,2021-04-27T23:23:44.1Z,1,REGULAR,substitution,in,[],1629684,,,1610612760,10,16,2021-04-27T23:23:47Z,910000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT06M19.00S,2021-04-27T23:24:05.5Z,1,REGULAR,freethrow,2 of 2,[],1629647,,,1610612760,10,17,2021-04-27T23:24:05Z,920000,,,0,,D. Bazley Free Throw 2 of 2 (2 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
94,PT05M57.00S,2021-04-27T23:24:30.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,93.5611038107753,58.057598039215684,1610612738,10,17,2021-04-27T23:24:37Z,930000,40.0,8.0,1,right,MISS M. Smart driving finger roll Layup,[203935],1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,4.11,Missed,,,,,,,,,,,,,,,,,,,
95,PT05M55.00S,2021-04-27T23:24:32.3Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,10,17,2021-04-27T23:24:37Z,940000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,94.0,2.0,2.0,0.0,,,,,,,,
96,PT05M51.00S,2021-04-27T23:24:38.3Z,1,REGULAR,turnover,traveling,[],1629647,,,1610612760,10,17,2021-04-27T23:24:48Z,950000,,,0,,D. Bazley traveling TURNOVER (3 TO),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,3.0,,,,,,,1627963.0,,,,,,,
97,PT05M38.00S,2021-04-27T23:25:03.1Z,1,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,10,17,2021-04-27T23:25:10Z,960000,,,0,,M. Smart step out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,step,,,Smart,M. Smart,,,,,,,,,,,2.0,,,,,,,202058.0,,,,,,,
98,PT05M20.00S,2021-04-27T23:25:35.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630197,33.459264126149804,25.314031862745097,1610612760,10,20,2021-04-27T23:25:41Z,970000,123.0,262.0,1,left,A. Pokusevski 28' 3PT  (5 PTS) (D. Bazley 2 AST),"[1630197, 1629647]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,28.96,Made,5.0,D. Bazley,1629647.0,2.0,,,,,,,,,,,,,,,
100,PT05M11.00S,2021-04-27T23:25:44.6Z,1,REGULAR,3pt,Jump Shot,[],1630202,65.52233902759527,25.314031862745097,1610612738,13,20,2021-04-27T23:25:49Z,990000,-123.0,272.0,1,right,P. Pritchard 29' 3PT pullup (3 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,29.83,Made,3.0,,,,,,,,,,,,,,,,,,
101,PT04M56.00S,2021-04-27T23:26:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,10.068988173455978,42.22579656862745,1610612760,13,20,2021-04-27T23:26:07Z,1000000,39.0,42.0,1,left,MISS L. Dort driving floating Shot,[1629652],1610612760.0,OKC,driving floating,,,Dort,L. Dort,,,,,5.73,Missed,,,,,,,,,,,,,,,,,,,
102,PT04M55.00S,2021-04-27T23:26:01.8Z,1,REGULAR,rebound,offensive,[],1629652,,,1610612760,13,20,2021-04-27T23:26:01Z,1010000,,,0,,L. Dort REBOUND (Off:1 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,101.0,2.0,1.0,1.0,,,,,,,,
103,PT04M47.00S,2021-04-27T23:26:09.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630177,25.443495400788436,14.529718137254902,1610612760,13,20,2021-04-27T23:26:14Z,1020000,177.0,187.0,1,left,MISS T. Maledon 25' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
104,PT04M43.00S,2021-04-27T23:26:13.5Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,13,20,2021-04-27T23:26:14Z,1030000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,103.0,2.0,2.0,0.0,,,,,,,,
105,PT04M37.00S,2021-04-27T23:26:19.1Z,1,REGULAR,3pt,Jump Shot,[],1630202,70.77858081471747,15.019914215686276,1610612738,16,20,2021-04-27T23:26:23Z,1040000,-175.0,222.0,1,right,P. Pritchard 28' 3PT  (6 PTS) (J. Brown 1 AST),"[1630202, 1627759]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,28.28,Made,6.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,,
107,PT04M22.00S,2021-04-27T23:26:36.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203953,,,1610612760,16,20,2021-04-27T23:26:47Z,1060000,,,0,,J. Parker shooting personal FOUL (1 PF) (Dort 2 FT),"[203953, 1629652]",1610612738.0,BOS,shooting,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Dort,1629652.0,,,
109,PT04M22.00S,2021-04-27T23:27:03.0Z,1,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,16,21,2021-04-27T23:27:03Z,1080000,,,0,,L. Dort Free Throw 1 of 2 (6 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
110,PT04M22.00S,2021-04-27T23:27:03.8Z,1,REGULAR,substitution,out,[],203935,,,1610612760,16,21,2021-04-27T23:27:16Z,1090000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M22.00S,2021-04-27T23:27:03.8Z,1,REGULAR,substitution,out,[],1629647,,,1610612760,16,21,2021-04-27T23:27:16Z,1100000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M22.00S,2021-04-27T23:27:03.8Z,1,REGULAR,substitution,out,[],1630177,,,1610612760,16,21,2021-04-27T23:27:16Z,1110000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M22.00S,2021-04-27T23:27:03.8Z,1,REGULAR,substitution,in,[],1630174,,,1610612760,16,21,2021-04-27T23:27:16Z,1120000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M22.00S,2021-04-27T23:27:03.8Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,16,21,2021-04-27T23:27:16Z,1130000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M22.00S,2021-04-27T23:27:03.8Z,1,REGULAR,substitution,in,[],1629660,,,1610612760,16,21,2021-04-27T23:27:16Z,1140000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M22.00S,2021-04-27T23:27:29.6Z,1,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,16,22,2021-04-27T23:27:29Z,1150000,,,0,,L. Dort Free Throw 2 of 2 (7 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
117,PT04M11.00S,2021-04-27T23:27:42.6Z,1,REGULAR,3pt,Jump Shot,[],1630202,70.38436268068331,83.15716911764706,1610612738,16,22,2021-04-27T23:27:47Z,1160000,166.0,226.0,1,right,MISS P. Pritchard 28' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,28.02,Missed,,,,,,,,,,,,,,,,,,,
118,PT04M08.00S,2021-04-27T23:27:45.6Z,1,REGULAR,rebound,defensive,[],1629660,,,1610612760,16,22,2021-04-27T23:27:47Z,1170000,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,
119,PT03M54.00S,2021-04-27T23:28:02.1Z,1,REGULAR,turnover,out-of-bounds,[],1629652,,,1610612760,16,22,2021-04-27T23:28:09Z,1180000,,,0,,L. Dort lost ball out-of-bounds TURNOVER (1 TO),[1629652],1610612760.0,OKC,lost ball,,,Dort,L. Dort,,,,,,,,,,,1.0,,,,,,,200833.0,,,,,,,
120,PT03M39.00S,2021-04-27T23:28:23.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,85.75886990801577,46.14736519607843,1610612738,16,22,2021-04-27T23:28:30Z,1190000,-19.0,81.0,1,right,MISS J. Brown 8' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,8.37,Missed,,,,,,,,,,,,,,,,,,,
121,PT03M36.00S,2021-04-27T23:28:26.2Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,16,22,2021-04-27T23:28:30Z,1200000,,,0,,I. Roby REBOUND (Off:0 Def:2),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,
122,PT03M34.00S,2021-04-27T23:28:50.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,16,22,2021-04-27T23:28:50Z,1210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M34.00S,2021-04-27T23:28:56.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,16,22,2021-04-27T23:28:56Z,1220000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M34.00S,2021-04-27T23:31:10.1Z,1,REGULAR,substitution,out,[],1630197,,,1610612760,16,22,2021-04-27T23:31:34Z,1230000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M34.00S,2021-04-27T23:31:10.1Z,1,REGULAR,substitution,in,[],1629004,,,1610612760,16,22,2021-04-27T23:31:34Z,1240000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612760.0,OKC,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M27.00S,2021-04-27T23:31:53.6Z,1,REGULAR,3pt,Jump Shot,[],1629660,25.312089356110377,82.421875,1610612760,16,22,2021-04-27T23:32:01Z,1250000,-162.0,185.0,1,left,MISS T. Jerome 24' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,,
127,PT03M24.00S,2021-04-27T23:31:56.6Z,1,REGULAR,rebound,defensive,[],203953,,,1610612738,16,22,2021-04-27T23:32:01Z,1260000,,,0,,J. Parker REBOUND (Off:0 Def:1),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,
128,PT03M18.00S,2021-04-27T23:32:01.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,68.01905387647832,26.049325980392158,1610612738,19,22,2021-04-27T23:32:07Z,1270000,-120.0,248.0,1,right,J. Brown 27' 3PT pullup (11 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,27.55,Made,11.0,,,,,,,,,,,,,,,,,,
129,PT02M58.00S,2021-04-27T23:32:22.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,4.944152431011826,55.70618872549019,1610612760,19,24,2021-04-27T23:32:28Z,1280000,-29.0,-6.0,1,left,K. Williams driving finger roll Layup (2 PTS) (S. Mykhailiuk 1 AST),"[1629026, 1629004]",1610612760.0,OKC,driving finger roll,,,Williams,K. Williams,,,,,2.91,Made,2.0,S. Mykhailiuk,1629004.0,1.0,,,,,,,,,,,,,,,
131,PT02M36.00S,2021-04-27T23:32:49.7Z,1,REGULAR,foul,personal,[],1629026,,,1610612738,19,24,2021-04-27T23:33:05Z,1300000,,,0,,K. Williams personal FOUL (1 PF),"[1629026, 1627759]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Brown,1627759.0,,,
133,PT02M26.00S,2021-04-27T23:33:22.1Z,1,REGULAR,3pt,Jump Shot,[],1629684,84.97043363994744,95.41207107843137,1610612738,19,24,2021-04-27T23:33:30Z,1320000,227.0,89.0,1,right,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.38,Missed,,,,,,,,,,,,,,,,,,,
134,PT02M23.00S,2021-04-27T23:33:25.0Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,19,24,2021-04-27T23:33:25Z,1330000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,
135,PT02M12.00S,2021-04-27T23:33:39.1Z,1,REGULAR,foul,offensive,[],1629026,,,1610612760,19,24,2021-04-27T23:34:01Z,1340000,,,0,,K. Williams offensive FOUL (2 PF),"[1629026, 1630202]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Pritchard,1630202.0,,,
137,PT02M12.00S,2021-04-27T23:33:39.1Z,1,REGULAR,turnover,offensive foul,[],1629026,,,1610612760,19,24,2021-04-27T23:34:01Z,1360000,,,0,,K. Williams offensive foul TURNOVER (1 TO),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,1.0,,,,,,,202058.0,,,,,,,
138,PT02M12.00S,2021-04-27T23:33:54.1Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,19,24,2021-04-27T23:33:58Z,1370000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M12.00S,2021-04-27T23:33:54.1Z,1,REGULAR,substitution,in,[],203095,,,1610612738,19,24,2021-04-27T23:33:58Z,1380000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M58.00S,2021-04-27T23:34:13.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629684,85.89027595269383,35.60814950980392,1610612738,21,24,2021-04-27T23:34:31Z,1390000,-72.0,80.0,1,right,G. Williams 10' turnaround Hook (2 PTS) (P. Pritchard 1 AST),"[1629684, 1630202]",1610612738.0,BOS,turnaround,,,Williams,G. Williams,,,,,10.77,Made,2.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,,
142,PT01M48.00S,2021-04-27T23:34:25.2Z,1,REGULAR,3pt,Jump Shot,[],1629660,3.892904073587385,99.33363970588235,1610612760,21,24,2021-04-27T23:34:40Z,1410000,-247.0,-16.0,1,left,MISS T. Jerome 24' 3PT - blocked,"[1629660, 1629684]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,24.72,Missed,,,,,,,,,,,,,,,,,Williams,1629684.0,
143,PT01M48.00S,2021-04-27T23:34:25.2Z,1,REGULAR,block,,[],1629684,,,1610612760,21,24,2021-04-27T23:34:28Z,1420000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M47.00S,2021-04-27T23:34:26.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,21,24,2021-04-27T23:34:40Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,
145,PT01M47.00S,2021-04-27T23:34:30.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,21,24,2021-04-27T23:34:30Z,1440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M47.00S,2021-04-27T23:34:32.4Z,1,REGULAR,substitution,out,[],203953,,,1610612760,21,24,2021-04-27T23:34:48Z,1450000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M47.00S,2021-04-27T23:34:32.4Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,21,24,2021-04-27T23:34:48Z,1460000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M47.00S,2021-04-27T23:34:32.4Z,1,REGULAR,substitution,in,[],1628436,,,1610612760,21,24,2021-04-27T23:34:48Z,1470000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M47.00S,2021-04-27T23:34:32.4Z,1,REGULAR,substitution,in,[],1628396,,,1610612760,21,24,2021-04-27T23:34:48Z,1480000,,,0,,SUB in: T. Bradley,[1628396],1610612760.0,OKC,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M34.00S,2021-04-27T23:35:08.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629004,8.492115637319317,64.5297181372549,1610612760,21,24,2021-04-27T23:36:01Z,1490000,-73.0,27.0,1,left,MISS S. Mykhailiuk 7' turnaround fadeaway Shot,[1629004],1610612760.0,OKC,turnaround fadeaway,,,Mykhailiuk,S. Mykhailiuk,,,,,7.76,Missed,,,,,,,,,,,,,,,,,,,
151,PT01M32.00S,2021-04-27T23:35:10.4Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,21,24,2021-04-27T23:35:20Z,1500000,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,
152,PT01M20.00S,2021-04-27T23:35:22.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,93.03547963206307,46.02481617647059,1610612738,23,24,2021-04-27T23:35:30Z,1510000,-20.0,13.0,1,right,P. Pritchard driving finger roll Layup (8 PTS),[1630202],1610612738.0,BOS,driving finger roll,,,Pritchard,P. Pritchard,,,,,2.38,Made,8.0,,,,,,,,,,,,,,,,,,
153,PT01M09.00S,2021-04-27T23:35:36.4Z,1,REGULAR,turnover,out-of-bounds,[],1629660,,,1610612760,23,24,2021-04-27T23:35:45Z,1520000,,,0,,T. Jerome step out-of-bounds TURNOVER (1 TO),[1629660],1610612760.0,OKC,step,,,Jerome,T. Jerome,,,,,,,,,,,1.0,,,,,,,,,,,,,,
154,PT00M56.30S,2021-04-27T23:36:02.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628436,70.25295663600527,19.186580882352942,1610612738,23,24,2021-04-27T23:36:07Z,1530000,-154.0,227.0,1,right,MISS L. Kornet 27' 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,27.44,Missed,,,,,,,,,,,,,,,,,,,
155,PT00M53.60S,2021-04-27T23:36:04.8Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612760,23,24,2021-04-27T23:36:07Z,1540000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612760.0,OKC,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,
156,PT00M47.30S,2021-04-27T23:36:11.4Z,1,REGULAR,2pt,Jump Shot,[],1629026,21.369908015768726,27.519914215686274,1610612760,23,26,2021-04-27T23:36:18Z,1550000,112.0,148.0,1,left,K. Williams 18' pullup Jump Shot (4 PTS) (S. Mykhailiuk 2 AST),"[1629026, 1629004]",1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,18.62,Made,4.0,S. Mykhailiuk,1629004.0,2.0,,,,,,,,,,,,,,,
158,PT00M40.30S,2021-04-27T23:36:22.0Z,1,REGULAR,foul,personal,['2freethrow'],1629660,,,1610612738,23,26,2021-04-27T23:36:29Z,1570000,,,0,,T. Jerome shooting personal FOUL (1 PF) (Pritchard 2 FT),"[1629660, 1630202]",1610612760.0,OKC,shooting,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Pritchard,1630202.0,,,
160,PT00M40.30S,2021-04-27T23:36:43.3Z,1,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,24,26,2021-04-27T23:37:13Z,1590000,,,0,,P. Pritchard Free Throw 1 of 2 (9 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
161,PT00M40.30S,2021-04-27T23:36:45.7Z,1,REGULAR,substitution,out,[],1628396,,,1610612738,24,26,2021-04-27T23:36:52Z,1600000,,,0,,SUB out: T. Bradley,[1628396],1610612760.0,OKC,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M40.30S,2021-04-27T23:36:45.7Z,1,REGULAR,substitution,in,[],1629647,,,1610612738,24,26,2021-04-27T23:36:52Z,1610000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M40.30S,2021-04-27T23:36:43.3Z,1,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,24,26,2021-04-27T23:37:13Z,1620000,,,0,,MISS P. Pritchard Free Throw 2 of 2,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Missed,,,,,,,,,,,,,,,,,,,
164,PT00M37.90S,2021-04-27T23:36:45.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,24,26,2021-04-27T23:37:13Z,1630000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,
165,PT00M37.90S,2021-04-27T23:37:17.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,24,26,2021-04-27T23:37:17Z,1640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M29.50S,2021-04-27T23:37:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,10.775295663600525,56.21936274509803,1610612760,24,26,2021-04-27T23:37:40Z,1650000,-31.0,49.0,1,left,MISS D. Bazley driving Layup,[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,5.79,Missed,,,,,,,,,,,,,,,,,,,
167,PT00M27.50S,2021-04-27T23:37:33.6Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,24,26,2021-04-27T23:37:40Z,1660000,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,166.0,2.0,2.0,0.0,,,,,,,,
168,PT00M07.20S,2021-04-27T23:37:56.1Z,1,REGULAR,turnover,traveling,[],1630202,,,1610612738,24,26,2021-04-27T23:38:08Z,1670000,,,0,,P. Pritchard traveling TURNOVER (1 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,1.0,,,,,,,,,,,,,,
169,PT00M00.00S,2021-04-27T23:38:16.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629676,26.888961892247043,12.568933823529413,1610612760,24,29,2021-04-27T23:38:27Z,1680000,187.0,200.0,1,left,I. Roby 27' 3PT  (3 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,27.42,Made,3.0,,,,,,,,,,,,,,,,,,
170,PT00M00.00S,2021-04-27T23:38:27.9Z,1,REGULAR,instantreplay,request,[],0,,,1610612738,24,29,2021-04-27T23:39:05Z,1690000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,End Period - Good Basket
172,PT00M00.00S,2021-04-27T23:38:48.0Z,1,REGULAR,period,end,[],0,,,1610612738,24,29,2021-04-27T23:38:48Z,1700000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-04-27T23:40:24.2Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,24,29,2021-04-27T23:40:55Z,1710000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-04-27T23:40:24.2Z,2,REGULAR,substitution,out,['startperiod'],1629647,,,1610612738,24,29,2021-04-27T23:40:55Z,1720000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-04-27T23:40:24.2Z,2,REGULAR,substitution,in,['startperiod'],1629641,,,1610612738,24,29,2021-04-27T23:40:55Z,1730000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2021-04-27T23:40:24.2Z,2,REGULAR,substitution,in,['startperiod'],1628396,,,1610612738,24,29,2021-04-27T23:40:55Z,1740000,,,0,,SUB in: T. Bradley,[1628396],1610612760.0,OKC,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-04-27T23:40:55.3Z,2,REGULAR,period,start,[],0,,,1610612738,24,29,2021-04-27T23:40:55Z,1750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M51.00S,2021-04-27T23:41:06.6Z,2,REGULAR,foul,personal,[],1629676,,,1610612738,24,29,2021-04-27T23:45:02Z,1760000,,,0,,I. Roby personal FOUL (1 PF),"[1629676, 1628436]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Kornet,1628436.0,,,
