actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
249,PT04M49.00S,2021-04-16T03:02:04.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,31.882391590013142,27.029718137254903,1610612747,36,40,2021-04-16T03:02:08Z,2480000,115.0,247.0,1,left,MISS K. Kuzma 27' 3PT,[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,27.26,Missed,,,,,,,,,,,,,
250,PT04M46.00S,2021-04-16T03:02:07.0Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,36,40,2021-04-16T03:02:08Z,2490000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,249.0,2.0,2.0,0.0,,,,,
251,PT04M37.00S,2021-04-16T03:02:15.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,92.9862023653088,49.333639705882355,1610612738,36,42,2021-04-16T03:02:18Z,2500000,-3.0,13.0,1,right,M. Smart driving Layup (7 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,1.38,Made,7.0,,,,,,,,,,,,
252,PT04M32.00S,2021-04-16T03:02:23.3Z,2,REGULAR,foul,offensive,[],1627936,,,1610612747,36,42,2021-04-16T03:02:32Z,2510000,,,0,,A. Caruso charge offensive FOUL (2 PF),"[1627936, 202689]",1610612747.0,LAL,charge,,,Caruso,A. Caruso,,,,,1162.0,2.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,
254,PT04M32.00S,2021-04-16T03:02:23.3Z,2,REGULAR,turnover,offensive foul,[],1627936,,,1610612747,36,42,2021-04-16T03:02:23Z,2530000,,,0,,A. Caruso offensive foul TURNOVER (1 TO),[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,1162.0,,,,,,,,,,,,,,,1.0,,,,
255,PT04M32.00S,2021-04-16T03:02:38.2Z,2,REGULAR,substitution,out,[],1627936,,,1610612738,36,42,2021-04-16T03:02:41Z,2540000,,,0,,SUB out: A. Caruso,[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M32.00S,2021-04-16T03:02:38.2Z,2,REGULAR,substitution,in,[],203471,,,1610612738,36,42,2021-04-16T03:02:41Z,2550000,,,0,,SUB in: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M19.00S,2021-04-16T03:03:08.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202684,91.5407358738502,47.86305147058824,1610612738,36,44,2021-04-16T03:03:12Z,2560000,-11.0,27.0,1,right,T. Thompson alley-oop DUNK (7 PTS) (M. Smart 1 AST),"[202684, 203935]",1610612738.0,BOS,alley-oop,,,Thompson,T. Thompson,,,,,,,,,,2.9,Made,7.0,M. Smart,203935.0,1.0,,,,,,,,,
259,PT04M19.00S,2021-04-16T03:03:12.9Z,2,REGULAR,foul,personal,['1freethrow'],1628398,,,1610612738,36,44,2021-04-16T03:03:19Z,2580000,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Thompson 1 FT),"[1628398, 202684]",1610612747.0,LAL,shooting,,,Kuzma,K. Kuzma,,,,,202026.0,1.0,0.0,Thompson,202684.0,,,,,,,,,,,,,,,
261,PT04M19.00S,2021-04-16T03:03:36.5Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],202684,,,1610612738,36,44,2021-04-16T03:03:41Z,2600000,,,0,,MISS T. Thompson Free Throw 1 of 1,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,Missed,,,,,,,,,,,,,
262,PT04M16.00S,2021-04-16T03:03:39.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,36,44,2021-04-16T03:03:41Z,2610000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,261.0,,,,,,,,
264,PT04M09.00S,2021-04-16T03:04:06.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201188,19.136005256241788,43.94148284313725,1610612747,38,44,2021-04-16T03:04:21Z,2630000,30.0,127.0,1,left,M. Gasol 13' Jump Shot (4 PTS) (D. Schroder 3 AST),"[201188, 203471]",1610612747.0,LAL,,,,Gasol,M. Gasol,,,,,,,,,,13.1,Made,4.0,D. Schroder,203471.0,3.0,,,,,,,,,
266,PT03M55.00S,2021-04-16T03:04:20.5Z,2,REGULAR,3pt,Jump Shot,[],1629684,87.99277266754271,4.4806985294117645,1610612738,38,44,2021-04-16T03:04:25Z,2650000,-228.0,60.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,23.55,Missed,,,,,,,,,,,,,
267,PT03M52.00S,2021-04-16T03:04:23.5Z,2,REGULAR,rebound,defensive,[],203471,,,1610612747,38,44,2021-04-16T03:04:25Z,2660000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,266.0,1.0,1.0,0.0,,,,,
268,PT03M40.00S,2021-04-16T03:04:36.3Z,2,REGULAR,3pt,Jump Shot,[],203471,29.911300919842315,78.01011029411765,1610612747,38,44,2021-04-16T03:04:40Z,2670000,-140.0,229.0,1,left,MISS D. Schroder 26' 3PT,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,26.82,Missed,,,,,,,,,,,,,
269,PT03M38.00S,2021-04-16T03:04:38.3Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,38,44,2021-04-16T03:04:40Z,2680000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,268.0,3.0,3.0,0.0,,,,,
270,PT03M28.00S,2021-04-16T03:04:48.5Z,2,REGULAR,2pt,Jump Shot,[],202689,77.7431011826544,57.91207107843137,1610612738,38,46,2021-04-16T03:04:53Z,2690000,40.0,157.0,1,right,K. Walker 16' pullup Jump Shot (7 PTS) (M. Smart 2 AST),"[202689, 203935]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,16.16,Made,7.0,M. Smart,203935.0,2.0,,,,,,,,,
272,PT03M11.00S,2021-04-16T03:05:04.6Z,2,REGULAR,3pt,Jump Shot,[],201188,35.167542706964525,52.27481617647059,1610612747,41,46,2021-04-16T03:05:09Z,2710000,-11.0,278.0,1,left,M. Gasol 27' 3PT  (7 PTS) (D. Schroder 4 AST),"[201188, 203471]",1610612747.0,LAL,,,,Gasol,M. Gasol,,,,,,,,,,27.83,Made,7.0,D. Schroder,203471.0,4.0,,,,,,,,,
274,PT02M56.00S,2021-04-16T03:05:20.4Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,41,46,2021-04-16T03:05:23Z,2730000,,,0,,J. Brown bad pass TURNOVER (4 TO),"[1627759, 202083]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,4.0,Matthews,202083.0,,
275,PT02M56.00S,2021-04-16T03:05:20.4Z,2,REGULAR,steal,,[],202083,,,1610612747,41,46,2021-04-16T03:05:22Z,2740000,,,0,,W. Matthews STEAL (2 STL),[202083],1610612747.0,LAL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M53.00S,2021-04-16T03:05:26.4Z,2,REGULAR,foul,personal,[],1629684,,,1610612747,41,46,2021-04-16T03:05:31Z,2750000,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 203471]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,202026.0,1.0,0.0,Schroder,203471.0,,,,,,,,,,,,,,,
278,PT02M53.00S,2021-04-16T03:05:33.6Z,2,REGULAR,substitution,out,[],203484,,,1610612747,41,46,2021-04-16T03:05:43Z,2770000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M53.00S,2021-04-16T03:05:33.6Z,2,REGULAR,substitution,out,[],1629684,,,1610612747,41,46,2021-04-16T03:05:43Z,2780000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M53.00S,2021-04-16T03:05:33.6Z,2,REGULAR,substitution,in,[],1629659,,,1610612747,41,46,2021-04-16T03:05:43Z,2790000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M53.00S,2021-04-16T03:05:33.6Z,2,REGULAR,substitution,in,[],1628369,,,1610612747,41,46,2021-04-16T03:05:43Z,2800000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M45.00S,2021-04-16T03:05:57.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201188,9.149145860709593,46.63756127450981,1610612747,41,46,2021-04-16T03:08:10Z,2810000,17.0,34.0,1,left,MISS M. Gasol driving Layup,[201188],1610612747.0,LAL,driving,,,Gasol,M. Gasol,,,,,,,,,,3.75,Missed,,,,,,,,,,,,,
283,PT02M43.00S,2021-04-16T03:05:59.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,41,46,2021-04-16T03:08:10Z,2820000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,282.0,3.0,3.0,0.0,,,,,
284,PT02M36.00S,2021-04-16T03:06:06.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.96780551905388,53.50030637254902,1610612738,41,49,2021-04-16T03:06:10Z,2830000,18.0,258.0,1,right,J. Tatum 25' 3PT  (7 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,25.86,Made,7.0,M. Smart,203935.0,3.0,,,,,,,,,
286,PT02M24.00S,2021-04-16T03:06:21.6Z,2,REGULAR,foul,personal,['2freethrow'],202684,,,1610612747,41,49,2021-04-16T03:06:33Z,2850000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Kuzma 2 FT),"[202684, 1628398]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,1626300.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,,,,
288,PT02M24.00S,2021-04-16T03:06:55.6Z,2,REGULAR,freethrow,1 of 2,[],1628398,,,1610612747,41,49,2021-04-16T03:06:55Z,2870000,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,Missed,,,,,,,,,,,,,
289,PT02M24.00S,2021-04-16T03:06:55.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,41,49,2021-04-16T03:06:55Z,2880000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,288.0,,,,,,,,
290,PT02M24.00S,2021-04-16T03:06:57.2Z,2,REGULAR,substitution,out,[],201188,,,1610612747,41,49,2021-04-16T03:07:01Z,2890000,,,0,,SUB out: M. Gasol,[201188],1610612747.0,LAL,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M24.00S,2021-04-16T03:06:57.2Z,2,REGULAR,substitution,in,[],1626149,,,1610612747,41,49,2021-04-16T03:07:01Z,2900000,,,0,,SUB in: M. Harrell,[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M24.00S,2021-04-16T03:07:20.6Z,2,REGULAR,freethrow,2 of 2,[],1628398,,,1610612747,42,49,2021-04-16T03:07:20Z,2910000,,,0,,K. Kuzma Free Throw 2 of 2 (1 PTS),[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
293,PT02M07.00S,2021-04-16T03:07:41.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202684,92.59198423127464,49.82383578431372,1610612738,42,51,2021-04-16T03:07:46Z,2920000,-1.0,17.0,1,right,T. Thompson Layup (9 PTS) (J. Tatum 2 AST),"[202684, 1628369]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,1.71,Made,9.0,J. Tatum,1628369.0,2.0,,,,,,,,,
295,PT02M07.00S,2021-04-16T03:07:44.0Z,2,REGULAR,foul,personal,['1freethrow'],1628398,,,1610612738,42,51,2021-04-16T03:07:52Z,2940000,,,0,,K. Kuzma shooting personal FOUL (2 PF) (Thompson 1 FT),"[1628398, 202684]",1610612747.0,LAL,shooting,,,Kuzma,K. Kuzma,,,,,1626300.0,2.0,0.0,Thompson,202684.0,,,,,,,,,,,,,,,
297,PT02M07.00S,2021-04-16T03:08:14.2Z,2,REGULAR,freethrow,1 of 1,[],202684,,,1610612738,42,52,2021-04-16T03:08:14Z,2960000,,,0,,T. Thompson Free Throw 1 of 1 (10 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
298,PT01M47.00S,2021-04-16T03:08:35.2Z,2,REGULAR,3pt,Jump Shot,[],202083,6.389618922470433,5.215992647058823,1610612747,42,52,2021-04-16T03:08:40Z,2970000,224.0,8.0,1,left,MISS W. Matthews 3PT,[202083],1610612747.0,LAL,,,,Matthews,W. Matthews,,,,,,,,,,22.4,Missed,,,,,,,,,,,,,
299,PT01M46.00S,2021-04-16T03:08:36.2Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612747,42,52,2021-04-16T03:08:40Z,2980000,,,0,,M. Harrell REBOUND (Off:1 Def:4),[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,298.0,5.0,4.0,1.0,,,,,
300,PT01M43.00S,2021-04-16T03:08:38.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,8.754927726675426,45.65716911764706,1610612747,42,52,2021-04-16T03:08:42Z,2990000,22.0,30.0,1,left,MISS M. Harrell putback Layup,[1626149],1610612747.0,LAL,putback,,,Harrell,M. Harrell,,,,,,,,,,3.69,Missed,,,,,,,,,,,,,
301,PT01M43.00S,2021-04-16T03:08:38.9Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612747,42,52,2021-04-16T03:08:42Z,3000000,,,0,,M. Harrell REBOUND (Off:2 Def:4),[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,300.0,6.0,4.0,2.0,,,,,
302,PT01M41.00S,2021-04-16T03:08:41.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,6.783837056504599,50.80422794117647,1610612747,42,52,2021-04-16T03:08:44Z,3010000,-4.0,11.0,1,left,MISS M. Harrell putback Layup,[1626149],1610612747.0,LAL,putback,,,Harrell,M. Harrell,,,,,,,,,,1.2,Missed,,,,,,,,,,,,,
303,PT01M41.00S,2021-04-16T03:08:41.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,42,52,2021-04-16T03:08:44Z,3020000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,302.0,4.0,4.0,0.0,,,,,
304,PT01M29.00S,2021-04-16T03:08:53.5Z,2,REGULAR,3pt,Jump Shot,[],1627759,69.59592641261499,73.10814950980392,1610612738,42,55,2021-04-16T03:08:59Z,3030000,116.0,233.0,1,right,J. Brown 26' 3PT  (17 PTS) (K. Walker 5 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,26.03,Made,17.0,K. Walker,202689.0,5.0,,,,,,,,,
306,PT01M14.00S,2021-04-16T03:09:10.7Z,2,REGULAR,foul,personal,['2freethrow'],202689,,,1610612747,42,55,2021-04-16T03:09:31Z,3050000,,,0,,K. Walker shooting personal FOUL (1 PF) (Horton-Tucker 2 FT),"[202689, 1629659]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,1162.0,1.0,0.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,,
308,PT01M14.00S,2021-04-16T03:09:39.3Z,2,REGULAR,freethrow,1 of 2,[],1629659,,,1610612747,43,55,2021-04-16T03:09:39Z,3070000,,,0,,T. Horton-Tucker Free Throw 1 of 2 (11 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
309,PT01M14.00S,2021-04-16T03:09:54.4Z,2,REGULAR,freethrow,2 of 2,[],1629659,,,1610612747,44,55,2021-04-16T03:09:54Z,3080000,,,0,,T. Horton-Tucker Free Throw 2 of 2 (12 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,Made,12.0,,,,,,,,,,,,
310,PT01M07.00S,2021-04-16T03:10:08.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,92.85479632063075,46.63756127450981,1610612738,44,57,2021-04-16T03:10:39Z,3090000,-17.0,15.0,1,right,J. Brown cutting DUNK (19 PTS) (K. Walker 6 AST),"[1627759, 202689]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,,,,,,2.23,Made,19.0,K. Walker,202689.0,6.0,,,,,,,,,
312,PT00M50.20S,2021-04-16T03:10:28.5Z,2,REGULAR,2pt,Jump Shot,[],1628398,19.267411300919843,78.99050245098039,1610612747,46,57,2021-04-16T03:10:32Z,3110000,-145.0,129.0,1,left,K. Kuzma 19' pullup Jump Shot (3 PTS) (T. Horton-Tucker 2 AST),"[1628398, 1629659]",1610612747.0,LAL,pullup,,,Kuzma,K. Kuzma,,,,,,,,,,19.38,Made,3.0,T. Horton-Tucker,1629659.0,2.0,,,,,,,,,
314,PT00M36.70S,2021-04-16T03:10:42.7Z,2,REGULAR,2pt,Jump Shot,[],1628369,73.9323258869908,72.61795343137256,1610612738,46,59,2021-04-16T03:13:36Z,3130000,113.0,193.0,1,right,J. Tatum 22' pullup Jump Shot (9 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,22.33,Made,9.0,,,,,,,,,,,,
329,PT00M36.70S,2021-04-16T03:10:56.7Z,2,REGULAR,instantreplay,request,[],0,,,1610612747,46,59,2021-04-16T03:21:49Z,3140000,,,0,,,[],,,overturned,,,,,,,,,1162.0,,,,,,,,,,,,,,,,,,,
316,PT00M27.50S,2021-04-16T03:11:10.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,8.09789750328515,50.314031862745104,1610612747,46,59,2021-04-16T03:12:36Z,3150000,-2.0,24.0,1,left,MISS K. Kuzma driving Layup,[1628398],1610612747.0,LAL,driving,,,Kuzma,K. Kuzma,,,,,,,,,,2.37,Missed,,,,,,,,,,,,,
317,PT00M27.50S,2021-04-16T03:11:13.1Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612747,46,59,2021-04-16T03:11:13Z,3160000,,,0,,M. Harrell REBOUND (Off:3 Def:4),[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,316.0,7.0,4.0,3.0,,,,,
318,PT00M27.50S,2021-04-16T03:11:14.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612747,46,59,2021-04-16T03:15:20Z,3170000,,,0,,K. Walker shooting personal FOUL (2 PF) (Harrell 2 FT),"[202689, 1626149]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,1626300.0,2.0,0.0,Harrell,1626149.0,,,,,,,,,,,,,,,
320,PT00M27.50S,2021-04-16T03:11:31.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626149,,,1610612747,47,59,2021-04-16T03:11:31Z,3190000,,,0,,M. Harrell Free Throw 1 of 2 (9 PTS),[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
321,PT00M27.50S,2021-04-16T03:11:33.6Z,2,REGULAR,substitution,out,[],1628398,,,1610612747,47,59,2021-04-16T03:11:37Z,3200000,,,0,,SUB out: K. Kuzma,[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M27.50S,2021-04-16T03:11:33.6Z,2,REGULAR,substitution,in,[],1627936,,,1610612747,47,59,2021-04-16T03:11:37Z,3210000,,,0,,SUB in: A. Caruso,[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M27.50S,2021-04-16T03:11:58.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626149,,,1610612747,48,59,2021-04-16T03:11:58Z,3220000,,,0,,M. Harrell Free Throw 2 of 2 (10 PTS),[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
324,PT00M14.60S,2021-04-16T03:12:20.6Z,2,REGULAR,foul,personal,[],202083,,,1610612738,48,59,2021-04-16T03:12:25Z,3230000,,,0,,W. Matthews personal FOUL (2 PF),"[202083, 1628369]",1610612747.0,LAL,,,,Matthews,W. Matthews,,,,,202026.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
326,PT00M03.40S,2021-04-16T03:12:47.9Z,2,REGULAR,2pt,Jump Shot,[],1627759,77.7431011826544,33.64736519607843,1610612738,48,61,2021-04-16T03:12:56Z,3250000,-82.0,157.0,1,right,J. Brown 17' step back Jump Shot (21 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,,,,,,17.68,Made,21.0,,,,,,,,,,,,
327,PT00M00.00S,2021-04-16T03:12:59.2Z,2,REGULAR,period,end,[],0,,,1610612747,48,61,2021-04-16T03:12:59Z,3260000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-04-16T03:29:46.1Z,3,REGULAR,substitution,out,['startperiod'],1629659,,,1610612747,48,61,2021-04-16T03:29:57Z,3270000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2021-04-16T03:29:46.1Z,3,REGULAR,substitution,out,['startperiod'],1626149,,,1610612747,48,61,2021-04-16T03:29:57Z,3280000,,,0,,SUB out: M. Harrell,[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2021-04-16T03:29:46.1Z,3,REGULAR,substitution,out,['startperiod'],1627936,,,1610612747,48,61,2021-04-16T03:29:57Z,3290000,,,0,,SUB out: A. Caruso,[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2021-04-16T03:29:46.1Z,3,REGULAR,substitution,in,['startperiod'],201188,,,1610612747,48,61,2021-04-16T03:29:57Z,3300000,,,0,,SUB in: M. Gasol,[201188],1610612747.0,LAL,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2021-04-16T03:29:46.1Z,3,REGULAR,substitution,in,['startperiod'],1628398,,,1610612747,48,61,2021-04-16T03:29:57Z,3310000,,,0,,SUB in: K. Kuzma,[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2021-04-16T03:29:46.1Z,3,REGULAR,substitution,in,['startperiod'],203484,,,1610612747,48,61,2021-04-16T03:29:57Z,3320000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2021-04-16T03:30:07.4Z,3,REGULAR,period,start,[],0,,,1610612747,48,61,2021-04-16T03:30:07Z,3330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M37.00S,2021-04-16T03:30:30.1Z,3,REGULAR,2pt,Jump Shot,[],203484,75.77201051248358,46.88265931372549,1610612747,48,61,2021-04-16T03:30:34Z,3340000,-16.0,175.0,1,right,MISS K. Caldwell-Pope 17' pullup Shot,[203484],1610612747.0,LAL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,17.59,Missed,,,,,,,,,,,,,
338,PT11M35.00S,2021-04-16T03:30:32.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,48,61,2021-04-16T03:30:34Z,3350000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,337.0,4.0,4.0,0.0,,,,,
339,PT11M30.00S,2021-04-16T03:30:38.3Z,3,REGULAR,turnover,traveling,[],202684,,,1610612738,48,61,2021-04-16T03:30:44Z,3360000,,,0,,T. Thompson traveling TURNOVER (1 TO),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,1162.0,,,,,,,,,,,,,,,1.0,,,,
340,PT11M20.00S,2021-04-16T03:30:58.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203484,91.93495400788436,47.127757352941174,1610612747,50,61,2021-04-16T03:31:02Z,3370000,-14.0,23.0,1,right,K. Caldwell-Pope Layup (2 PTS) (M. Gasol 3 AST),"[203484, 201188]",1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,2.74,Made,2.0,M. Gasol,201188.0,3.0,,,,,,,,,
342,PT11M20.00S,2021-04-16T03:31:02.4Z,3,REGULAR,foul,personal,['1freethrow'],203935,,,1610612747,50,61,2021-04-16T03:31:12Z,3390000,,,0,,M. Smart shooting personal FOUL (1 PF) (Caldwell-Pope 1 FT),"[203935, 203484]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,202026.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,
344,PT11M20.00S,2021-04-16T03:31:24.1Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],203484,,,1610612747,50,61,2021-04-16T03:31:26Z,3410000,,,0,,MISS K. Caldwell-Pope Free Throw 1 of 1,[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,Missed,,,,,,,,,,,,,
345,PT11M17.00S,2021-04-16T03:31:27.1Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,50,61,2021-04-16T03:31:26Z,3420000,,,0,,M. Smart REBOUND (Off:0 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,344.0,5.0,5.0,0.0,,,,,
