actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
437,PT02M15.00S,2021-04-16T03:49:32.3Z,3,REGULAR,3pt,Jump Shot,[],203935,32.53942181340342,46.392463235294116,1610612738,75,85,2021-04-16T03:49:35Z,4330000,18.0,253.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,25.4,Missed,,,,,,,,,,,,,
438,PT02M13.00S,2021-04-16T03:49:34.3Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612747,75,85,2021-04-16T03:49:35Z,4340000,,,0,,M. Harrell REBOUND (Off:3 Def:5),[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,437.0,8.0,5.0,3.0,,,,,
439,PT02M04.00S,2021-04-16T03:49:43.9Z,3,REGULAR,3pt,Jump Shot,[],1627936,69.99014454664915,25.559129901960787,1610612747,75,85,2021-04-16T03:49:47Z,4350000,-122.0,230.0,1,right,MISS A. Caruso 26' 3PT,[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,26.01,Missed,,,,,,,,,,,,,
440,PT02M02.00S,2021-04-16T03:49:45.9Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,75,85,2021-04-16T03:49:47Z,4360000,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,439.0,2.0,2.0,0.0,,,,,
441,PT01M53.00S,2021-04-16T03:49:54.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,11.777266754270697,43.94148284313725,1610612738,75,87,2021-04-16T03:51:05Z,4370000,30.0,58.0,1,left,J. Brown 6' driving floating Jump Shot (27 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,6.56,Made,27.0,M. Smart,203935.0,4.0,,,,,,,,,
443,PT01M36.00S,2021-04-16T03:50:10.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,92.32917214191852,51.294424019607845,1610612747,77,87,2021-04-16T03:50:17Z,4390000,6.0,20.0,1,right,M. Harrell driving Layup (12 PTS) (A. Caruso 2 AST),"[1626149, 1627936]",1610612747.0,LAL,driving,,,Harrell,M. Harrell,,,,,,,,,,2.06,Made,12.0,A. Caruso,1627936.0,2.0,,,,,,,,,
445,PT01M28.00S,2021-04-16T03:50:22.1Z,3,REGULAR,foul,offensive,[],1629684,,,1610612738,77,87,2021-04-16T03:51:53Z,4410000,,,0,,G. Williams offensive FOUL (2 PF),"[1629684, 1627936]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,1162.0,2.0,0.0,Caruso,1627936.0,,,,,,,,,,,,,,,
447,PT01M28.00S,2021-04-16T03:50:22.1Z,3,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,77,87,2021-04-16T03:50:22Z,4430000,,,0,,G. Williams offensive foul TURNOVER (2 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,1162.0,,,,,,,,,,,,,,,2.0,,,,
448,PT01M28.00S,2021-04-16T03:50:34.7Z,3,REGULAR,substitution,out,[],1628398,,,1610612747,77,87,2021-04-16T03:50:37Z,4440000,,,0,,SUB out: K. Kuzma,[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
449,PT01M28.00S,2021-04-16T03:50:34.7Z,3,REGULAR,substitution,in,[],1628035,,,1610612747,77,87,2021-04-16T03:50:37Z,4450000,,,0,,SUB in: A. McKinnie,[1628035],1610612747.0,LAL,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
450,PT01M14.00S,2021-04-16T03:50:56.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629659,93.64323258869908,50.80422794117647,1610612747,79,87,2021-04-16T03:51:00Z,4460000,4.0,7.0,1,right,T. Horton-Tucker Layup (14 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,0.83,Made,14.0,,,,,,,,,,,,
451,PT01M00.00S,2021-04-16T03:51:11.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.783837056504599,50.314031862745104,1610612738,79,89,2021-04-16T03:51:15Z,4470000,-2.0,11.0,1,left,J. Brown driving Layup (29 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,1.14,Made,29.0,,,,,,,,,,,,
452,PT00M47.00S,2021-04-16T03:51:25.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626149,89.83245729303549,49.333639705882355,1610612747,79,89,2021-04-16T03:51:29Z,4480000,-3.0,43.0,1,right,MISS M. Harrell floating Shot,[1626149],1610612747.0,LAL,floating,,,Harrell,M. Harrell,,,,,,,,,,4.32,Missed,,,,,,,,,,,,,
453,PT00M45.20S,2021-04-16T03:51:27.6Z,3,REGULAR,rebound,offensive,[],1627936,,,1610612747,79,89,2021-04-16T03:51:27Z,4490000,,,0,,A. Caruso REBOUND (Off:1 Def:1),[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,452.0,2.0,1.0,1.0,,,,,
454,PT00M38.30S,2021-04-16T03:51:34.4Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629659,78.40013140604468,33.40226715686275,1610612747,79,89,2021-04-16T03:52:14Z,4500000,-83.0,151.0,1,right,MISS T. Horton-Tucker 17' pullup Shot,[1629659],1610612747.0,LAL,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,17.19,Missed,,,,,,,,,,,,,
455,PT00M35.10S,2021-04-16T03:51:37.6Z,3,REGULAR,rebound,offensive,[],203463,,,1610612747,79,89,2021-04-16T03:51:37Z,4510000,,,0,,B. McLemore REBOUND (Off:1 Def:1),[203463],1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,454.0,2.0,1.0,1.0,,,,,
456,PT00M32.20S,2021-04-16T03:51:40.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203463,69.85873850197109,25.06893382352941,1610612747,79,89,2021-04-16T03:51:44Z,4520000,-125.0,231.0,1,right,MISS B. McLemore 26' 3PT,[203463],1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,26.23,Missed,,,,,,,,,,,,,
457,PT00M29.70S,2021-04-16T03:51:42.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,79,89,2021-04-16T03:51:42Z,4530000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,456.0,5.0,5.0,0.0,,,,,
458,PT00M24.80S,2021-04-16T03:51:48.9Z,3,REGULAR,foul,personal,['2freethrow'],1628035,,,1610612738,79,89,2021-04-16T03:52:13Z,4540000,,,0,,A. McKinnie shooting personal FOUL (1 PF) (Brown 2 FT),"[1628035, 1627759]",1610612747.0,LAL,shooting,,,McKinnie,A. McKinnie,,,,,1162.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
460,PT00M24.80S,2021-04-16T03:52:23.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,79,90,2021-04-16T03:52:23Z,4560000,,,0,,J. Brown Free Throw 1 of 2 (30 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,30.0,,,,,,,,,,,,
461,PT00M24.80S,2021-04-16T03:52:25.4Z,3,REGULAR,substitution,out,[],1630202,,,1610612738,79,90,2021-04-16T03:52:31Z,4570000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
462,PT00M24.80S,2021-04-16T03:52:25.4Z,3,REGULAR,substitution,in,[],1629641,,,1610612738,79,90,2021-04-16T03:52:31Z,4580000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
463,PT00M24.80S,2021-04-16T03:52:46.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,79,91,2021-04-16T03:52:46Z,4590000,,,0,,J. Brown Free Throw 2 of 2 (31 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,31.0,,,,,,,,,,,,
464,PT00M01.50S,2021-04-16T03:53:11.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,92.59198423127464,48.10814950980392,1610612747,79,91,2021-04-16T03:53:17Z,4600000,-9.0,17.0,1,right,MISS T. Horton-Tucker Layup,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,1.96,Missed,,,,,,,,,,,,,
465,PT00M01.50S,2021-04-16T03:53:11.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,79,91,2021-04-16T03:53:17Z,4610000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,464.0,6.0,6.0,0.0,,,,,
466,PT00M00.30S,2021-04-16T03:53:22.1Z,3,REGULAR,3pt,Jump Shot,[],1627759,54.22141918528253,38.05912990196079,1610612738,79,91,2021-04-16T03:55:00Z,4620000,60.0,457.0,1,left,MISS J. Brown 46' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,,,,,,46.11,Missed,,,,,,,,,,,,,
467,PT00M00.10S,2021-04-16T03:53:22.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,79,91,2021-04-16T03:55:00Z,4630000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,466.0,,,,,,,,
468,PT00M00.00S,2021-04-16T03:53:25.0Z,3,REGULAR,period,end,[],0,,,1610612738,79,91,2021-04-16T03:53:25Z,4640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2021-04-16T03:56:46.5Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,79,91,2021-04-16T03:56:57Z,4650000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2021-04-16T03:56:46.5Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612738,79,91,2021-04-16T03:56:57Z,4660000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2021-04-16T03:57:06.3Z,4,REGULAR,period,start,[],0,,,1610612738,79,91,2021-04-16T03:57:06Z,4670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT11M39.00S,2021-04-16T03:57:25.7Z,4,REGULAR,3pt,Jump Shot,[],1627759,30.699737187910642,28.010110294117645,1610612738,79,94,2021-04-16T03:57:28Z,4680000,110.0,236.0,1,left,J. Brown 26' 3PT  (34 PTS) (P. Pritchard 2 AST),"[1627759, 1630202]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,26.04,Made,34.0,P. Pritchard,1630202.0,2.0,,,,,,,,,
474,PT11M17.00S,2021-04-16T03:57:48.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628035,88.51839684625493,53.01011029411765,1610612747,79,94,2021-04-16T03:57:52Z,4700000,15.0,55.0,1,right,MISS A. McKinnie Layup - blocked,"[1628035, 1628436]",1610612747.0,LAL,,,,McKinnie,A. McKinnie,,,,,,,,,,5.74,Missed,,,,,,,,,,,,Kornet,1628436.0
475,PT11M17.00S,2021-04-16T03:57:48.3Z,4,REGULAR,block,,[],1628436,,,1610612747,79,94,2021-04-16T03:57:50Z,4710000,,,0,,L. Kornet BLOCK (3 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
476,PT11M14.00S,2021-04-16T03:57:51.3Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,79,94,2021-04-16T03:57:52Z,4720000,,,0,,J. Brown REBOUND (Off:0 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,474.0,7.0,7.0,0.0,,,,,
477,PT11M12.00S,2021-04-16T03:57:54.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,7.30946123521682,48.84344362745098,1610612738,79,96,2021-04-16T03:57:58Z,4730000,6.0,16.0,1,left,J. Brown running Layup (36 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,,,,1.72,Made,36.0,,,,,,,,,,,,
478,PT10M53.00S,2021-04-16T03:58:12.4Z,4,REGULAR,turnover,bad pass,[],1627936,,,1610612747,79,96,2021-04-16T03:58:16Z,4740000,,,0,,A. Caruso bad pass TURNOVER (2 TO),"[1627936, 1629684]",1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,2.0,Williams,1629684.0,,
479,PT10M53.00S,2021-04-16T03:58:12.4Z,4,REGULAR,steal,,[],1629684,,,1610612738,79,96,2021-04-16T03:58:14Z,4750000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
480,PT10M43.00S,2021-04-16T03:58:22.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,32.802233902759525,23.598345588235293,1610612738,79,99,2021-04-16T03:58:26Z,4760000,132.0,256.0,1,left,P. Pritchard 28' 3PT  (8 PTS) (L. Kornet 2 AST),"[1630202, 1628436]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,28.79,Made,8.0,L. Kornet,1628436.0,2.0,,,,,,,,,
482,PT10M42.00S,2021-04-16T03:58:28.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,79,99,2021-04-16T03:58:28Z,4780000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT10M42.00S,2021-04-16T04:01:46.8Z,4,REGULAR,substitution,out,[],1629659,,,1610612747,79,99,2021-04-16T04:01:54Z,4790000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
484,PT10M42.00S,2021-04-16T04:01:46.8Z,4,REGULAR,substitution,out,[],203463,,,1610612747,79,99,2021-04-16T04:01:54Z,4800000,,,0,,SUB out: B. McLemore,[203463],1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
485,PT10M42.00S,2021-04-16T04:01:46.8Z,4,REGULAR,substitution,out,[],1628035,,,1610612747,79,99,2021-04-16T04:01:54Z,4810000,,,0,,SUB out: A. McKinnie,[1628035],1610612747.0,LAL,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
486,PT10M42.00S,2021-04-16T04:01:46.8Z,4,REGULAR,substitution,in,[],203484,,,1610612747,79,99,2021-04-16T04:01:54Z,4820000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
487,PT10M42.00S,2021-04-16T04:01:46.8Z,4,REGULAR,substitution,in,[],203471,,,1610612747,79,99,2021-04-16T04:01:54Z,4830000,,,0,,SUB in: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
488,PT10M42.00S,2021-04-16T04:01:46.8Z,4,REGULAR,substitution,in,[],1628398,,,1610612747,79,99,2021-04-16T04:01:54Z,4840000,,,0,,SUB in: K. Kuzma,[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
489,PT10M31.00S,2021-04-16T04:02:02.2Z,4,REGULAR,3pt,Jump Shot,[],203484,87.07293035479631,96.14736519607843,1610612747,79,99,2021-04-16T04:02:07Z,4850000,231.0,69.0,1,right,MISS K. Caldwell-Pope 24' 3PT,[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,24.08,Missed,,,,,,,,,,,,,
490,PT10M28.00S,2021-04-16T04:02:05.2Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,79,99,2021-04-16T04:02:07Z,4860000,,,0,,J. Brown REBOUND (Off:0 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,489.0,8.0,8.0,0.0,,,,,
491,PT10M11.00S,2021-04-16T04:02:21.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629684,6.521024967148489,50.80422794117647,1610612738,79,101,2021-04-16T04:02:25Z,4870000,-4.0,9.0,1,left,G. Williams DUNK (2 PTS) (L. Kornet 3 AST),"[1629684, 1628436]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,0.97,Made,2.0,L. Kornet,1628436.0,3.0,,,,,,,,,
493,PT09M52.00S,2021-04-16T04:02:41.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.64323258869908,50.80422794117647,1610612747,81,101,2021-04-16T04:02:45Z,4890000,4.0,7.0,1,right,K. Kuzma cutting Layup (13 PTS) (D. Schroder 8 AST),"[1628398, 203471]",1610612747.0,LAL,cutting,,,Kuzma,K. Kuzma,,,,,,,,,,0.83,Made,13.0,D. Schroder,203471.0,8.0,,,,,,,,,
495,PT09M35.00S,2021-04-16T04:02:58.0Z,4,REGULAR,3pt,Jump Shot,[],1630202,29.122864651773984,19.676776960784316,1610612738,81,104,2021-04-16T04:03:02Z,4910000,152.0,221.0,1,left,P. Pritchard 26' 3PT  (11 PTS) (R. Langford 1 AST),"[1630202, 1629641]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,26.82,Made,11.0,R. Langford,1629641.0,1.0,,,,,,,,,
497,PT09M24.00S,2021-04-16T04:03:09.0Z,4,REGULAR,3pt,Jump Shot,[],1627936,67.36202365308804,64.03952205882352,1610612747,81,104,2021-04-16T04:03:14Z,4930000,70.0,254.0,1,right,MISS A. Caruso 26' 3PT,[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,26.38,Missed,,,,,,,,,,,,,
498,PT09M20.00S,2021-04-16T04:03:13.0Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,81,104,2021-04-16T04:03:14Z,4940000,,,0,,P. Pritchard REBOUND (Off:2 Def:4),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,497.0,6.0,4.0,2.0,,,,,
499,PT09M13.00S,2021-04-16T04:03:23.3Z,4,REGULAR,foul,personal,['2freethrow'],203484,,,1610612738,81,104,2021-04-16T04:03:32Z,4950000,,,0,,K. Caldwell-Pope shooting personal FOUL (3 PF) (Pritchard 2 FT),"[203484, 1630202]",1610612747.0,LAL,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,202026.0,3.0,0.0,Pritchard,1630202.0,,,,,,,,,,,,,,,
501,PT09M13.00S,2021-04-16T04:03:47.6Z,4,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,81,105,2021-04-16T04:03:47Z,4970000,,,0,,P. Pritchard Free Throw 1 of 2 (12 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,Made,12.0,,,,,,,,,,,,
502,PT09M13.00S,2021-04-16T04:03:48.2Z,4,REGULAR,substitution,out,[],1627936,,,1610612738,81,105,2021-04-16T04:03:52Z,4980000,,,0,,SUB out: A. Caruso,[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
503,PT09M13.00S,2021-04-16T04:03:48.2Z,4,REGULAR,substitution,in,[],1629659,,,1610612738,81,105,2021-04-16T04:03:52Z,4990000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M13.00S,2021-04-16T04:04:00.9Z,4,REGULAR,substitution,out,[],1627759,,,1610612738,81,105,2021-04-16T04:04:04Z,5000000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
505,PT09M13.00S,2021-04-16T04:04:00.9Z,4,REGULAR,substitution,in,[],1629035,,,1610612738,81,105,2021-04-16T04:04:04Z,5010000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M13.00S,2021-04-16T04:04:12.6Z,4,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,81,106,2021-04-16T04:04:12Z,5020000,,,0,,P. Pritchard Free Throw 2 of 2 (13 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,Made,13.0,,,,,,,,,,,,
507,PT08M58.00S,2021-04-16T04:04:30.4Z,4,REGULAR,foul,personal,[],1629035,,,1610612747,81,106,2021-04-16T04:04:39Z,5030000,,,0,,C. Edwards personal FOUL (1 PF),"[1629035, 1628398]",1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,1626300.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,,,,
509,PT08M58.00S,2021-04-16T04:04:39.6Z,4,REGULAR,substitution,out,[],203471,,,1610612747,81,106,2021-04-16T04:04:49Z,5050000,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
510,PT08M58.00S,2021-04-16T04:04:39.6Z,4,REGULAR,substitution,in,[],203463,,,1610612747,81,106,2021-04-16T04:04:49Z,5060000,,,0,,SUB in: B. McLemore,[203463],1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
511,PT08M55.00S,2021-04-16T04:05:03.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203463,82.07950065703022,36.34344362745098,1610612747,83,106,2021-04-16T04:05:09Z,5070000,-68.0,116.0,1,right,B. McLemore 13' Jump Shot (4 PTS) (T. Horton-Tucker 3 AST),"[203463, 1629659]",1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,13.46,Made,4.0,T. Horton-Tucker,1629659.0,3.0,,,,,,,,,
513,PT08M55.00S,2021-04-16T04:05:08.4Z,4,REGULAR,foul,personal,['1freethrow'],1630202,,,1610612747,83,106,2021-04-16T04:05:15Z,5090000,,,0,,P. Pritchard shooting personal FOUL (1 PF) (McLemore 1 FT),"[1630202, 203463]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,202026.0,1.0,0.0,McLemore,203463.0,,,,,,,,,,,,,,,
515,PT08M55.00S,2021-04-16T04:05:27.8Z,4,REGULAR,freethrow,1 of 1,[],203463,,,1610612747,84,106,2021-04-16T04:05:27Z,5110000,,,0,,B. McLemore Free Throw 1 of 1 (5 PTS),[203463],1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
516,PT08M45.00S,2021-04-16T04:05:39.0Z,4,REGULAR,3pt,Jump Shot,[],1628436,31.750985545335087,71.8826593137255,1610612738,84,106,2021-04-16T04:05:42Z,5120000,-109.0,246.0,1,left,MISS L. Kornet 26' 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,26.92,Missed,,,,,,,,,,,,,
517,PT08M42.00S,2021-04-16T04:05:41.4Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,84,106,2021-04-16T04:05:41Z,5130000,,,0,,P. Pritchard REBOUND (Off:3 Def:4),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,516.0,7.0,4.0,3.0,,,,,
518,PT08M36.00S,2021-04-16T04:05:47.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628436,33.590670170827856,54.72579656862745,1610612738,84,109,2021-04-16T04:05:51Z,5140000,-24.0,263.0,1,left,L. Kornet 26' 3PT  (3 PTS) (P. Pritchard 3 AST),"[1628436, 1630202]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,26.44,Made,3.0,P. Pritchard,1630202.0,3.0,,,,,,,,,
520,PT08M21.00S,2021-04-16T04:06:02.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,92.46057818659659,55.70618872549019,1610612747,84,109,2021-04-16T04:07:14Z,5160000,29.0,18.0,1,right,MISS K. Kuzma driving floating Shot,[1628398],1610612747.0,LAL,driving floating,,,Kuzma,K. Kuzma,,,,,,,,,,3.39,Missed,,,,,,,,,,,,,
521,PT08M19.00S,2021-04-16T04:06:04.7Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,84,109,2021-04-16T04:06:07Z,5170000,,,0,,R. Langford REBOUND (Off:1 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,520.0,3.0,2.0,1.0,,,,,
522,PT08M13.00S,2021-04-16T04:06:11.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,7.703679369250986,50.80422794117647,1610612738,84,111,2021-04-16T04:06:15Z,5180000,-4.0,20.0,1,left,G. Williams driving Layup (4 PTS) (R. Langford 2 AST),"[1629684, 1629641]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,,,,,,2.03,Made,4.0,R. Langford,1629641.0,2.0,,,,,,,,,
525,PT07M58.00S,2021-04-16T04:06:25.7Z,4,REGULAR,3pt,Jump Shot,[],1629659,76.82325886990802,10.117953431372548,1610612747,84,111,2021-04-16T04:06:30Z,5210000,-199.0,165.0,1,right,MISS T. Horton-Tucker 25' 3PT,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,25.91,Missed,,,,,,,,,,,,,
526,PT07M55.00S,2021-04-16T04:06:28.7Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,84,111,2021-04-16T04:06:30Z,5220000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,525.0,3.0,3.0,0.0,,,,,
527,PT07M49.00S,2021-04-16T04:06:35.0Z,4,REGULAR,3pt,Jump Shot,[],1628436,7.440867279894875,97.37285539215686,1610612738,84,111,2021-04-16T04:08:09Z,5230000,-237.0,17.0,1,left,MISS L. Kornet running 3PT,[1628436],1610612738.0,BOS,running,,,Kornet,L. Kornet,,,,,,,,,,23.75,Missed,,,,,,,,,,,,,
