actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
264,PT03M55.00S,2021-05-03T00:24:44.2Z,2,REGULAR,3pt,Jump Shot,[],1626181,31.488173455978973,67.9610906862745,1610612757,61,62,2021-05-03T00:24:50Z,2600000,-90.0,243.0,1,left,N. Powell 25' 3PT  (13 PTS) (J. Nurkic 3 AST),"[1626181, 203994]",1610612757.0,POR,,,,Powell,N. Powell,,,,,25.95,Made,13.0,J. Nurkic,203994.0,3.0,,,,,,,,,,,,,,,
266,PT03M39.00S,2021-05-03T00:25:03.3Z,2,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612738,61,62,2021-05-03T00:25:13Z,2620000,,,0,,N. Powell shooting personal FOUL (2 PF) (Pritchard 2 FT),"[1626181, 1630202]",1610612757.0,POR,shooting,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,204058.0,2.0,0.0,Pritchard,1630202.0,
268,PT03M39.00S,2021-05-03T00:25:31.1Z,2,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,62,62,2021-05-03T00:25:31Z,2640000,,,0,,P. Pritchard Free Throw 1 of 2 (6 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
269,PT03M39.00S,2021-05-03T00:25:34.5Z,2,REGULAR,substitution,out,[],202684,,,1610612738,62,62,2021-05-03T00:25:41Z,2650000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M39.00S,2021-05-03T00:25:34.5Z,2,REGULAR,substitution,out,[],1629014,,,1610612738,62,62,2021-05-03T00:25:41Z,2660000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M39.00S,2021-05-03T00:25:34.5Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,62,62,2021-05-03T00:25:41Z,2670000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M39.00S,2021-05-03T00:25:34.5Z,2,REGULAR,substitution,in,[],203468,,,1610612738,62,62,2021-05-03T00:25:41Z,2680000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M39.00S,2021-05-03T00:25:55.7Z,2,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,63,62,2021-05-03T00:25:55Z,2690000,,,0,,P. Pritchard Free Throw 2 of 2 (7 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
274,PT03M21.00S,2021-05-03T00:26:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,8.623521681997373,59.3826593137255,1610612757,63,62,2021-05-03T00:26:20Z,2700000,-47.0,29.0,1,left,MISS D. Lillard driving finger roll Layup,[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,5.49,Missed,,,,,,,,,,,,,,,,,,,
275,PT03M20.00S,2021-05-03T00:26:15.9Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,63,62,2021-05-03T00:26:20Z,2710000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,274.0,3.0,2.0,1.0,,,,,,,,
276,PT03M15.00S,2021-05-03T00:26:20.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,92.46057818659659,95.41207107843137,1610612738,66,62,2021-05-03T00:26:28Z,2720000,227.0,18.0,1,right,P. Pritchard 3PT  (10 PTS) (J. Brown 2 AST),"[1630202, 1627759]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,22.78,Made,10.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,,
278,PT02M59.00S,2021-05-03T00:26:37.4Z,2,REGULAR,3pt,Jump Shot,[],203496,22.552562417871222,90.51011029411765,1610612757,66,62,2021-05-03T00:26:44Z,2740000,-203.0,159.0,1,left,MISS R. Covington 25' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
279,PT02M58.00S,2021-05-03T00:26:38.4Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,66,62,2021-05-03T00:35:45Z,2750000,,,0,,P. Pritchard REBOUND (Off:1 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,278.0,4.0,3.0,1.0,,,,,,,,
315,PT02M57.00S,2021-05-03T00:26:40.8Z,2,REGULAR,turnover,bad pass,[],1630202,,,1610612738,66,62,2021-05-03T00:35:21Z,2755000,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 203081]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,1.0,Lillard,203081.0,,,,,,,,,,,,
316,PT02M57.00S,2021-05-03T00:26:40.8Z,2,REGULAR,steal,,[],203081,,,1610612757,66,62,2021-05-03T00:35:08Z,2757500,,,0,,D. Lillard STEAL (1 STL),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M52.00S,2021-05-03T00:26:44.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626181,6.652431011826544,75.06893382352942,1610612757,66,64,2021-05-03T00:35:08Z,2760000,-125.0,10.0,1,left,N. Powell 12' Jump Shot (15 PTS) (D. Lillard 5 AST),"[1626181, 203081]",1610612757.0,POR,,,,Powell,N. Powell,,,,,12.57,Made,15.0,D. Lillard,203081.0,5.0,,,,,,,,,,,,,,,
282,PT02M41.00S,2021-05-03T00:26:56.2Z,2,REGULAR,turnover,traveling,[],1627759,,,1610612738,66,64,2021-05-03T00:27:27Z,2780000,,,0,,J. Brown traveling TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,2.0,,,,,,,,,2882.0,,,,,
283,PT02M41.00S,2021-05-03T00:27:04.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,66,64,2021-05-03T00:27:04Z,2790000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M41.00S,2021-05-03T00:29:10.8Z,2,REGULAR,substitution,out,[],1630202,,,1610612757,66,64,2021-05-03T00:29:42Z,2800000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M41.00S,2021-05-03T00:29:10.8Z,2,REGULAR,substitution,in,[],1628369,,,1610612757,66,64,2021-05-03T00:29:42Z,2810000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M31.00S,2021-05-03T00:30:04.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203468,30.17411300919842,70.90226715686273,1610612757,66,64,2021-05-03T00:32:08Z,2820000,-105.0,231.0,1,left,MISS C. McCollum 25' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,,
287,PT02M26.00S,2021-05-03T00:30:09.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,66,64,2021-05-03T00:30:11Z,2830000,,,0,,R. Williams III REBOUND (Off:0 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,286.0,3.0,3.0,0.0,,,,,,,,
288,PT02M13.00S,2021-05-03T00:30:21.4Z,2,REGULAR,2pt,Jump Shot,[],1628369,88.78120893561103,66.98069852941177,1610612738,66,64,2021-05-03T00:30:28Z,2840000,85.0,53.0,1,right,MISS J. Tatum 10' floating Shot,[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,10.01,Missed,,,,,,,,,,,,,,,,,,,
289,PT02M11.00S,2021-05-03T00:30:23.4Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,66,64,2021-05-03T00:30:28Z,2850000,,,0,,J. Nurkic REBOUND (Off:0 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,288.0,5.0,5.0,0.0,,,,,,,,
317,PT02M04.00S,2021-05-03T00:30:35.5Z,2,REGULAR,turnover,lost ball,[],203081,,,1610612757,66,64,2021-05-03T00:36:30Z,2885000,,,0,,D. Lillard lost ball TURNOVER (1 TO),"[203081, 1629057]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,1.0,Williams III,1629057.0,,,,,,,,,,,,
318,PT02M04.00S,2021-05-03T00:30:35.5Z,2,REGULAR,steal,,[],1629057,,,1610612738,66,64,2021-05-03T00:36:30Z,2887500,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M55.00S,2021-05-03T00:30:40.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203095,68.54467805519053,11.34344362745098,1610612738,69,64,2021-05-03T00:36:30Z,2890000,-193.0,243.0,1,right,E. Fournier 31' 3PT  (10 PTS) (M. Smart 5 AST),"[203095, 203935]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,31.07,Made,10.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,,,
295,PT01M34.00S,2021-05-03T00:31:00.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,11.645860709592641,44.676776960784316,1610612757,69,64,2021-05-03T00:31:12Z,2910000,27.0,57.0,1,left,MISS J. Nurkic 6' floating Shot,[203994],1610612757.0,POR,floating,,,Nurkic,J. Nurkic,,,,,6.29,Missed,,,,,,,,,,,,,,,,,,,
296,PT01M30.00S,2021-05-03T00:31:04.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,69,64,2021-05-03T00:31:12Z,2920000,,,0,,J. Brown REBOUND (Off:2 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,295.0,8.0,6.0,2.0,,,,,,,,
297,PT01M16.00S,2021-05-03T00:31:18.2Z,2,REGULAR,3pt,Jump Shot,[],1627759,90.48948751642575,95.65716911764706,1610612738,69,64,2021-05-03T00:31:25Z,2930000,228.0,37.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.13,Missed,,,,,,,,,,,,,,,,,,,
298,PT01M13.00S,2021-05-03T00:31:21.2Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,69,64,2021-05-03T00:31:25Z,2940000,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,297.0,3.0,3.0,0.0,,,,,,,,
299,PT01M06.00S,2021-05-03T00:31:28.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,18.084756898817346,35.36305147058824,1610612757,69,66,2021-05-03T00:31:37Z,2950000,73.0,117.0,1,left,J. Nurkic 13' floating Jump Shot (7 PTS) (C. McCollum 3 AST),"[203994, 203468]",1610612757.0,POR,floating,,,Nurkic,J. Nurkic,,,,,13.84,Made,7.0,C. McCollum,203468.0,3.0,,,,,,,,,,,,,,,
300,PT00M48.80S,2021-05-03T00:31:46.1Z,2,REGULAR,2pt,Jump Shot,[],1628369,91.27792378449409,78.99050245098039,1610612738,71,66,2021-05-03T00:36:44Z,2960000,145.0,29.0,1,right,J. Tatum 14' pullup Jump Shot (24 PTS) (M. Smart 6 AST),"[1628369, 203935]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,14.8,Made,24.0,M. Smart,203935.0,6.0,,,,,,,,,,,,,,,
302,PT00M34.20S,2021-05-03T00:32:05.0Z,2,REGULAR,3pt,Jump Shot,[],203496,31.09395532194481,16.980698529411764,1610612757,71,69,2021-05-03T00:32:22Z,2980000,165.0,240.0,1,left,R. Covington 29' 3PT  (7 PTS) (D. Lillard 6 AST),"[203496, 203081]",1610612757.0,POR,,,,Covington,R. Covington,,,,,29.11,Made,7.0,D. Lillard,203081.0,6.0,,,,,,,,,,,,,,,
304,PT00M29.70S,2021-05-03T00:32:13.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,70.12155059132719,79.72579656862744,1610612738,71,69,2021-05-03T00:32:27Z,3000000,149.0,228.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.25,Missed,,,,,,,,,,,,,,,,,,,
305,PT00M29.70S,2021-05-03T00:32:13.8Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,71,69,2021-05-03T00:32:27Z,3010000,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,304.0,3.0,3.0,0.0,,,,,,,,
306,PT00M06.40S,2021-05-03T00:32:38.1Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612757,71,69,2021-05-03T00:32:47Z,3020000,,,0,,J. Tatum shooting personal FOUL (1 PF) (Lillard 2 FT),"[1628369, 203081]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Lillard,203081.0,
308,PT00M06.40S,2021-05-03T00:33:10.3Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,71,70,2021-05-03T00:33:10Z,3040000,,,0,,D. Lillard Free Throw 1 of 2 (15 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
309,PT00M06.40S,2021-05-03T00:33:11.8Z,2,REGULAR,substitution,out,[],1629057,,,1610612757,71,70,2021-05-03T00:33:16Z,3050000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M06.40S,2021-05-03T00:33:11.8Z,2,REGULAR,substitution,in,[],202684,,,1610612757,71,70,2021-05-03T00:33:16Z,3060000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M06.40S,2021-05-03T00:33:32.3Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,71,71,2021-05-03T00:33:32Z,3070000,,,0,,D. Lillard Free Throw 2 of 2 (16 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
312,PT00M00.70S,2021-05-03T00:33:40.4Z,2,REGULAR,3pt,Jump Shot,[],1627759,72.88107752956637,83.40226715686273,1610612738,71,71,2021-05-03T00:33:47Z,3080000,167.0,202.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
313,PT00M00.70S,2021-05-03T00:33:40.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,71,71,2021-05-03T00:33:47Z,3090000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,312.0,,,,,,,,,,,
314,PT00M00.00S,2021-05-03T00:33:46.2Z,2,REGULAR,period,end,[],0,,,1610612738,71,71,2021-05-03T00:33:46Z,3100000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-05-03T00:49:16.6Z,3,REGULAR,period,start,[],0,,,1610612738,71,71,2021-05-03T00:49:16Z,3110000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M44.00S,2021-05-03T00:49:36.7Z,3,REGULAR,foul,offensive,[],202684,,,1610612738,71,71,2021-05-03T00:49:56Z,3120000,,,0,,T. Thompson offensive FOUL (1 PF),"[202684, 203081]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Lillard,203081.0,
323,PT11M44.00S,2021-05-03T00:49:36.7Z,3,REGULAR,turnover,offensive foul,[],202684,,,1610612738,71,71,2021-05-03T00:49:36Z,3140000,,,0,,T. Thompson offensive foul TURNOVER (1 TO),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,1.0,,,,,,,,,1627534.0,,,,,
324,PT11M31.00S,2021-05-03T00:49:57.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,71.30420499342969,20.657169117647058,1610612757,71,71,2021-05-03T00:50:03Z,3150000,-147.0,217.0,1,right,MISS N. Powell 26' pullup 3PT,[1626181],1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
325,PT11M29.00S,2021-05-03T00:49:59.2Z,3,REGULAR,rebound,offensive,[],203994,,,1610612757,71,71,2021-05-03T00:50:03Z,3160000,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,324.0,6.0,5.0,1.0,,,,,,,,
326,PT11M22.00S,2021-05-03T00:50:05.9Z,3,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,71,71,2021-05-03T00:50:13Z,3170000,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (2 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,,,,,,,2.0,,,,,,,,,2882.0,,,,,
327,PT11M15.00S,2021-05-03T00:50:21.9Z,3,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,71,71,2021-05-03T00:50:28Z,3180000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,1.0,,,,,,,,,1627534.0,,,,,
328,PT11M04.00S,2021-05-03T00:50:39.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203468,81.94809461235218,75.3140318627451,1610612757,71,73,2021-05-03T00:50:46Z,3190000,127.0,117.0,1,right,C. McCollum 17' pullup Jump Shot (20 PTS) (D. Lillard 7 AST),"[203468, 203081]",1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,17.25,Made,20.0,D. Lillard,203081.0,7.0,,,,,,,,,,,,,,,
330,PT10M46.00S,2021-05-03T00:50:57.1Z,3,REGULAR,3pt,Jump Shot,[],203095,28.991458607095925,24.333639705882355,1610612738,74,73,2021-05-03T00:51:05Z,3210000,128.0,220.0,1,left,E. Fournier 25' 3PT  (13 PTS) (T. Thompson 2 AST),"[203095, 202684]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,25.47,Made,13.0,T. Thompson,202684.0,2.0,,,,,,,,,,,,,,,
332,PT10M33.00S,2021-05-03T00:51:10.4Z,3,REGULAR,2pt,Jump Shot,[],203468,77.4802890932983,29.235600490196077,1610612757,74,73,2021-05-03T00:51:18Z,3230000,-104.0,159.0,1,right,MISS C. McCollum 19' turnaround fadeaway Shot,[203468],1610612757.0,POR,turnaround fadeaway,,,McCollum,C. McCollum,,,,,19.01,Missed,,,,,,,,,,,,,,,,,,,
333,PT10M30.00S,2021-05-03T00:51:13.4Z,3,REGULAR,rebound,defensive,[],203095,,,1610612738,74,73,2021-05-03T00:51:18Z,3240000,,,0,,E. Fournier REBOUND (Off:0 Def:3),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,332.0,3.0,3.0,0.0,,,,,,,,
334,PT10M22.00S,2021-05-03T00:51:22.1Z,3,REGULAR,2pt,Jump Shot,[],1628369,22.421156373193167,44.921875,1610612738,74,73,2021-05-03T00:51:35Z,3250000,25.0,158.0,1,left,MISS J. Tatum 16' Jump Shot - blocked,"[1628369, 203468]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,16.03,Missed,,,,,,,,,,,,McCollum,203468.0,,,,,,
335,PT10M22.00S,2021-05-03T00:51:22.1Z,3,REGULAR,block,,[],203468,,,1610612738,74,73,2021-05-03T00:51:24Z,3260000,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT10M19.00S,2021-05-03T00:51:25.1Z,3,REGULAR,rebound,defensive,[],203081,,,1610612757,74,73,2021-05-03T00:51:35Z,3270000,,,0,,D. Lillard REBOUND (Off:0 Def:4),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,334.0,4.0,4.0,0.0,,,,,,,,
337,PT10M17.00S,2021-05-03T00:51:26.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203081,93.38042049934296,51.53952205882353,1610612757,74,75,2021-05-03T00:51:41Z,3280000,8.0,10.0,1,right,D. Lillard running finger roll Layup (18 PTS),[203081],1610612757.0,POR,running finger roll,,,Lillard,D. Lillard,,,,,1.24,Made,18.0,,,,,,,,,,,,,,,,,,
338,PT10M00.00S,2021-05-03T00:51:43.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202684,8.754927726675426,42.470894607843135,1610612738,74,75,2021-05-03T00:51:48Z,3290000,38.0,30.0,1,left,MISS T. Thompson turnaround Hook,[202684],1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,4.8,Missed,,,,,,,,,,,,,,,,,,,
339,PT09M58.00S,2021-05-03T00:51:45.5Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,74,75,2021-05-03T00:51:48Z,3300000,,,0,,J. Nurkic REBOUND (Off:1 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,338.0,7.0,6.0,1.0,,,,,,,,
340,PT09M46.00S,2021-05-03T00:51:57.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,92.19776609724047,56.196384803921575,1610612757,74,75,2021-05-03T00:53:00Z,3310000,31.0,21.0,1,right,MISS N. Powell driving Layup - blocked,"[1626181, 202684]",1610612757.0,POR,driving,,,Powell,N. Powell,,,,,3.73,Missed,,,,,,,,,,,,Thompson,202684.0,,,,,,
341,PT09M46.00S,2021-05-03T00:51:57.0Z,3,REGULAR,block,,[],202684,,,1610612757,74,75,2021-05-03T00:51:59Z,3320000,,,0,,T. Thompson BLOCK (3 BLK),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT09M44.00S,2021-05-03T00:51:59.0Z,3,REGULAR,rebound,defensive,[],203095,,,1610612738,74,75,2021-05-03T00:52:04Z,3330000,,,0,,E. Fournier REBOUND (Off:0 Def:4),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,340.0,4.0,4.0,0.0,,,,,,,,
343,PT09M40.00S,2021-05-03T00:52:03.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203935,29.911300919842315,73.59834558823529,1610612738,77,75,2021-05-03T00:52:12Z,3340000,-118.0,229.0,1,left,M. Smart 25' 3PT  (3 PTS) (E. Fournier 2 AST),"[203935, 203095]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.73,Made,3.0,E. Fournier,203095.0,2.0,,,,,,,,,,,,,,,
345,PT09M24.00S,2021-05-03T00:52:19.0Z,3,REGULAR,3pt,Jump Shot,[],203081,78.9257555847569,91.49050245098039,1610612757,77,78,2021-05-03T00:52:25Z,3360000,207.0,146.0,1,right,D. Lillard 25' 3PT step back (21 PTS),[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,25.35,Made,21.0,,,,,,,,,,,,,,,,,,
346,PT09M11.00S,2021-05-03T00:52:36.5Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,77,78,2021-05-03T00:52:45Z,3370000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (3 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,,,,,,,3.0,,,,,,,,,204058.0,,,,,
347,PT08M57.00S,2021-05-03T00:52:54.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,92.72339027595268,95.41207107843137,1610612757,77,81,2021-05-03T00:53:00Z,3380000,227.0,16.0,1,right,N. Powell 3PT  (18 PTS) (D. Lillard 8 AST),"[1626181, 203081]",1610612757.0,POR,,,,Powell,N. Powell,,,,,22.77,Made,18.0,D. Lillard,203081.0,8.0,,,,,,,,,,,,,,,
349,PT08M55.00S,2021-05-03T00:53:00.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,77,81,2021-05-03T00:53:00Z,3400000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT08M40.00S,2021-05-03T00:56:12.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.5722733245729295,45.41207107843137,1610612738,79,81,2021-05-03T00:56:22Z,3410000,23.0,19.0,1,left,J. Brown driving Layup (14 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.96,Made,14.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,,
352,PT08M40.00S,2021-05-03T00:56:15.9Z,3,REGULAR,foul,personal,['1freethrow'],203994,,,1610612738,79,81,2021-05-03T00:56:32Z,3430000,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Brown 1 FT),"[203994, 1627759]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,204058.0,2.0,0.0,Brown,1627759.0,
354,PT08M40.00S,2021-05-03T00:56:52.1Z,3,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,79,81,2021-05-03T00:56:59Z,3450000,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
355,PT08M38.00S,2021-05-03T00:56:54.1Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,79,81,2021-05-03T00:56:59Z,3460000,,,0,,J. Nurkic REBOUND (Off:1 Def:7),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,354.0,8.0,7.0,1.0,,,,,,,,
356,PT08M23.00S,2021-05-03T00:57:09.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,91.67214191852825,47.61795343137255,1610612757,79,83,2021-05-03T00:57:18Z,3470000,-12.0,26.0,1,right,C. McCollum driving finger roll Layup (22 PTS) (N. Powell 1 AST),"[203468, 1626181]",1610612757.0,POR,driving finger roll,,,McCollum,C. McCollum,,,,,2.84,Made,22.0,N. Powell,1626181.0,1.0,,,,,,,,,,,,,,,
