actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
543,PT04M51.00S,2021-02-17T02:02:07.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630267,87.46714848883047,51.53952205882353,1610612743,98,88,2021-02-17T02:02:11Z,5380000,8.0,65.0,1,right,F. Campazzo 6' driving finger roll Layup (14 PTS),[1630267],1610612743.0,DEN,driving finger roll,,,Campazzo,F. Campazzo,,,,,6.58,Made,,,,,,,,,,14.0,,,,,,,,
544,PT04M35.00S,2021-02-17T02:02:23.3Z,4,REGULAR,3pt,Jump Shot,[],1627759,31.882391590013142,62.32383578431373,1610612738,101,88,2021-02-17T02:02:29Z,5390000,-62.0,247.0,1,left,J. Brown 25' 3PT  (27 PTS) (J. Tatum 8 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.48,Made,,,,,,,,,,27.0,J. Tatum,1628369.0,8.0,,,,,
546,PT04M20.00S,2021-02-17T02:02:38.2Z,4,REGULAR,2pt,Jump Shot,[],203999,75.90341655716163,60.11795343137255,1610612743,101,88,2021-02-17T02:02:44Z,5410000,51.0,174.0,1,right,MISS N. Jokic 18' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,18.12,Missed,,,,,,,,,,,,,,,,,,
547,PT04M17.00S,2021-02-17T02:02:41.2Z,4,REGULAR,rebound,offensive,[],203210,,,1610612743,101,88,2021-02-17T02:02:44Z,5420000,,,0,,J. Green REBOUND (Off:4 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,546.0,6.0,2.0,4.0,,,,,,,,,,,,,,
548,PT04M15.00S,2021-02-17T02:02:43.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630192,79.31997371879106,4.970894607843137,1610612743,101,88,2021-02-17T02:02:49Z,5430000,-225.0,142.0,1,right,MISS Z. Nnaji 26' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,
549,PT04M12.00S,2021-02-17T02:02:46.8Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,101,88,2021-02-17T02:02:49Z,5440000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,548.0,5.0,5.0,0.0,,,,,,,,,,,,,,
550,PT04M04.00S,2021-02-17T02:02:58.4Z,4,REGULAR,foul,offensive,[],1628369,,,1610612738,101,88,2021-02-17T02:03:12Z,5450000,,,0,,J. Tatum offensive FOUL (3 PF),"[1628369, 1630267]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,204058.0,3.0,0.0,Campazzo,1630267.0,,,,,,,,,
552,PT04M04.00S,2021-02-17T02:02:58.4Z,4,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,101,88,2021-02-17T02:02:58Z,5470000,,,0,,J. Tatum offensive foul TURNOVER (4 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,204058.0,,,,,,,,,4.0,,,,
553,PT03M52.00S,2021-02-17T02:03:20.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627750,91.27792378449409,43.451286764705884,1610612743,101,90,2021-02-17T02:03:24Z,5480000,-33.0,29.0,1,right,J. Murray driving Layup (23 PTS),[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,4.4,Made,,,,,,,,,,23.0,,,,,,,,
554,PT03M34.00S,2021-02-17T02:03:39.3Z,4,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612738,101,90,2021-02-17T02:03:48Z,5490000,,,0,,Z. Nnaji shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630192, 1628369]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,,,,,,,204058.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,
556,PT03M34.00S,2021-02-17T02:04:05.8Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,102,90,2021-02-17T02:04:05Z,5510000,,,0,,J. Tatum Free Throw 1 of 2 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,18.0,,,,,,,,
557,PT03M34.00S,2021-02-17T02:04:21.2Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,103,90,2021-02-17T02:04:21Z,5520000,,,0,,J. Tatum Free Throw 2 of 2 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,19.0,,,,,,,,
558,PT03M34.00S,2021-02-17T02:04:25.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,103,90,2021-02-17T02:04:25Z,5530000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT03M27.00S,2021-02-17T02:07:31.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630192,92.32917214191852,46.63756127450981,1610612743,103,92,2021-02-17T02:09:20Z,5540000,-17.0,20.0,1,right,Z. Nnaji cutting DUNK (2 PTS) (F. Campazzo 7 AST),"[1630192, 1630267]",1610612743.0,DEN,cutting,,,Nnaji,Z. Nnaji,,,,,2.58,Made,,,,,,,,,,2.0,F. Campazzo,1630267.0,7.0,,,,,
561,PT03M21.00S,2021-02-17T02:07:39.8Z,4,REGULAR,foul,personal,[],1630267,,,1610612738,103,92,2021-02-17T02:07:44Z,5560000,,,0,,F. Campazzo personal FOUL (3 PF),"[1630267, 202689]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,2530.0,3.0,0.0,Walker,202689.0,,,,,,,,,
563,PT03M14.00S,2021-02-17T02:08:00.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203210,,,1610612738,103,92,2021-02-17T02:08:11Z,5580000,,,0,,J. Green personal FOUL (3 PF) (Thompson 2 FT),"[203210, 202684]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,204058.0,3.0,0.0,Thompson,202684.0,,,,,,,,,
565,PT03M14.00S,2021-02-17T02:08:20.5Z,4,REGULAR,freethrow,1 of 2,[],202684,,,1610612738,104,92,2021-02-17T02:08:20Z,5600000,,,0,,T. Thompson Free Throw 1 of 2 (5 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
566,PT03M14.00S,2021-02-17T02:08:40.5Z,4,REGULAR,freethrow,2 of 2,[],202684,,,1610612738,104,92,2021-02-17T02:08:40Z,5610000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,
567,PT03M11.00S,2021-02-17T02:08:42.9Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,104,92,2021-02-17T02:08:42Z,5620000,,,0,,J. Murray REBOUND (Off:0 Def:5),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,566.0,5.0,5.0,0.0,,,,,,,,,,,,,,
568,PT03M02.00S,2021-02-17T02:08:51.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,92.06636005256242,45.90226715686275,1610612743,104,92,2021-02-17T02:08:57Z,5630000,-20.0,22.0,1,right,MISS J. Murray driving reverse Layup,[1627750],1610612743.0,DEN,driving reverse,,,Murray,J. Murray,,,,,3.01,Missed,,,,,,,,,,,,,,,,,,
569,PT02M55.00S,2021-02-17T02:08:58.3Z,4,REGULAR,rebound,defensive,[],202684,,,1610612738,104,92,2021-02-17T02:09:03Z,5640000,,,0,,T. Thompson REBOUND (Off:3 Def:7),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,568.0,10.0,7.0,3.0,,,,,,,,,,,,,,
570,PT02M53.00S,2021-02-17T02:09:05.4Z,4,REGULAR,foul,offensive,[],1627759,,,1610612738,104,92,2021-02-17T02:09:10Z,5650000,,,0,,J. Brown offensive FOUL (3 PF),"[1627759, 1630267]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,2530.0,3.0,0.0,Campazzo,1630267.0,,,,,,,,,
572,PT02M53.00S,2021-02-17T02:09:05.4Z,4,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,104,92,2021-02-17T02:09:05Z,5670000,,,0,,J. Brown offensive foul TURNOVER (7 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,2530.0,,,,,,,,,7.0,,,,
573,PT02M42.00S,2021-02-17T02:09:26.3Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203999,91.80354796320631,55.4610906862745,1610612743,104,92,2021-02-17T02:12:49Z,5680000,27.0,25.0,1,right,MISS N. Jokic Hook,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,3.67,Missed,,,,,,,,,,,,,,,,,,
574,PT02M37.00S,2021-02-17T02:09:31.3Z,4,REGULAR,rebound,defensive,[],202684,,,1610612738,104,92,2021-02-17T02:12:49Z,5690000,,,0,,T. Thompson REBOUND (Off:3 Def:8),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,573.0,11.0,8.0,3.0,,,,,,,,,,,,,,
575,PT02M35.00S,2021-02-17T02:09:37.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203210,,,1610612738,104,92,2021-02-17T02:09:43Z,5700000,,,0,,J. Green personal FOUL (4 PF) (Thompson 2 FT),"[203210, 202684]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,204058.0,4.0,0.0,Thompson,202684.0,,,,,,,,,
577,PT02M35.00S,2021-02-17T02:10:05.9Z,4,REGULAR,freethrow,1 of 2,[],202684,,,1610612738,105,92,2021-02-17T02:10:06Z,5720000,,,0,,T. Thompson Free Throw 1 of 2 (6 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
578,PT02M35.00S,2021-02-17T02:10:25.0Z,4,REGULAR,freethrow,2 of 2,[],202684,,,1610612738,106,92,2021-02-17T02:10:25Z,5730000,,,0,,T. Thompson Free Throw 2 of 2 (7 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
579,PT02M28.00S,2021-02-17T02:10:36.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202684,,,1610612743,106,92,2021-02-17T02:11:04Z,5740000,,,0,,T. Thompson shooting personal FOUL (5 PF) (Murray 2 FT),"[202684, 1627750]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,204058.0,5.0,0.0,Murray,1627750.0,,,,,,,,,
581,PT02M28.00S,2021-02-17T02:11:05.2Z,4,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,106,93,2021-02-17T02:11:05Z,5760000,,,0,,J. Murray Free Throw 1 of 2 (24 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,Made,,,,,,,,,,24.0,,,,,,,,
582,PT02M28.00S,2021-02-17T02:11:08.0Z,4,REGULAR,substitution,out,[],203210,,,1610612743,106,93,2021-02-17T02:11:11Z,5770000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
583,PT02M28.00S,2021-02-17T02:11:08.0Z,4,REGULAR,substitution,in,[],1630181,,,1610612743,106,93,2021-02-17T02:11:11Z,5780000,,,0,,SUB in: R. Hampton,[1630181],1610612743.0,DEN,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
584,PT02M28.00S,2021-02-17T02:11:24.9Z,4,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,106,94,2021-02-17T02:11:24Z,5790000,,,0,,J. Murray Free Throw 2 of 2 (25 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,Made,,,,,,,,,,25.0,,,,,,,,
585,PT02M10.00S,2021-02-17T02:11:46.1Z,4,REGULAR,3pt,Jump Shot,[],1628369,32.670827858081466,45.65716911764706,1610612738,106,94,2021-02-17T02:11:49Z,5800000,22.0,255.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,
586,PT02M06.00S,2021-02-17T02:11:50.4Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,106,94,2021-02-17T02:11:50Z,5810000,,,0,,J. Murray REBOUND (Off:0 Def:6),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,585.0,6.0,6.0,0.0,,,,,,,,,,,,,,
587,PT02M01.00S,2021-02-17T02:11:55.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203999,91.93495400788436,46.63756127450981,1610612743,106,96,2021-02-17T02:12:08Z,5820000,-17.0,23.0,1,right,N. Jokic Layup (43 PTS) (J. Murray 6 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,2.87,Made,,,,,,,,,,43.0,J. Murray,1627750.0,6.0,,,,,
589,PT01M42.00S,2021-02-17T02:12:18.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.5722733245729295,51.53952205882353,1610612738,108,96,2021-02-17T02:12:23Z,5840000,-8.0,19.0,1,left,J. Tatum driving finger roll Layup (21 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,2.02,Made,,,,,,,,,,21.0,,,,,,,,
590,PT01M42.00S,2021-02-17T02:12:27.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,108,96,2021-02-17T02:12:27Z,5850000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT01M36.00S,2021-02-17T02:14:02.7Z,4,REGULAR,turnover,out-of-bounds,[],1627750,,,1610612743,108,96,2021-02-17T02:14:08Z,5860000,,,0,,J. Murray step out-of-bounds TURNOVER (9 TO),[1627750],1610612743.0,DEN,step,,,Murray,J. Murray,,,,,,,,,,,2530.0,,,,,,,,,9.0,,,,
592,PT01M36.00S,2021-02-17T02:14:10.9Z,4,REGULAR,substitution,out,[],203999,,,1610612738,108,96,2021-02-17T02:14:19Z,5870000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
593,PT01M36.00S,2021-02-17T02:14:10.9Z,4,REGULAR,substitution,out,[],1627750,,,1610612738,108,96,2021-02-17T02:14:19Z,5880000,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,
594,PT01M36.00S,2021-02-17T02:14:10.9Z,4,REGULAR,substitution,in,[],1628392,,,1610612738,108,96,2021-02-17T02:14:19Z,5890000,,,0,,SUB in: I. Hartenstein,[1628392],1610612743.0,DEN,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
595,PT01M36.00S,2021-02-17T02:14:10.9Z,4,REGULAR,substitution,in,[],1630210,,,1610612738,108,96,2021-02-17T02:14:19Z,5900000,,,0,,SUB in: M. Howard,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,,,,,
596,PT01M19.00S,2021-02-17T02:14:42.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202689,30.17411300919842,70.16697303921569,1610612738,108,96,2021-02-17T02:14:46Z,5910000,-101.0,231.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,
597,PT01M18.00S,2021-02-17T02:14:43.7Z,4,REGULAR,rebound,offensive,[],202684,,,1610612738,108,96,2021-02-17T02:15:16Z,5920000,,,0,,T. Thompson REBOUND (Off:4 Def:8),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,596.0,12.0,8.0,4.0,,,,,,,,,,,,,,
598,PT01M17.00S,2021-02-17T02:14:50.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202684,5.590000152587891,50.0,1610612738,110,96,2021-02-17T02:15:20Z,5930000,0.0,0.0,1,left,T. Thompson tip Layup (9 PTS),[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Made,,,,,,,,,,9.0,,,,,,,,
599,PT01M06.00S,2021-02-17T02:15:00.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,91.14651773981603,56.196384803921575,1610612743,110,98,2021-02-17T02:15:05Z,5940000,31.0,31.0,1,right,R. Hampton driving Layup (4 PTS) (F. Campazzo 8 AST),"[1630181, 1630267]",1610612743.0,DEN,driving,,,Hampton,R. Hampton,,,,,4.36,Made,,,,,,,,,,4.0,F. Campazzo,1630267.0,8.0,,,,,
601,PT01M06.00S,2021-02-17T02:15:10.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,110,98,2021-02-17T02:15:10Z,5960000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT01M06.00S,2021-02-17T02:15:54.0Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,110,98,2021-02-17T02:16:29Z,5970000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
603,PT01M06.00S,2021-02-17T02:15:54.0Z,4,REGULAR,substitution,out,[],1627759,,,1610612738,110,98,2021-02-17T02:16:29Z,5980000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
604,PT01M06.00S,2021-02-17T02:15:54.0Z,4,REGULAR,substitution,out,[],202684,,,1610612738,110,98,2021-02-17T02:16:29Z,5990000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
605,PT01M06.00S,2021-02-17T02:15:54.0Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,110,98,2021-02-17T02:16:29Z,6000000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
606,PT01M06.00S,2021-02-17T02:15:54.0Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,110,98,2021-02-17T02:16:29Z,6010000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
607,PT01M06.00S,2021-02-17T02:15:54.0Z,4,REGULAR,substitution,in,[],1629750,,,1610612738,110,98,2021-02-17T02:16:29Z,6020000,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
608,PT00M56.60S,2021-02-17T02:16:40.9Z,4,REGULAR,turnover,bad pass,[],1629057,,,1610612738,110,98,2021-02-17T02:16:44Z,6030000,,,0,,R. Williams III bad pass TURNOVER (1 TO),"[1629057, 1628392]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,1.0,Hartenstein,1628392.0,,
609,PT00M56.60S,2021-02-17T02:16:40.9Z,4,REGULAR,steal,,[],1628392,,,1610612743,110,98,2021-02-17T02:16:49Z,6040000,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612743.0,DEN,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
610,PT00M52.10S,2021-02-17T02:16:51.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612743,110,98,2021-02-17T02:17:01Z,6050000,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Campazzo 2 FT),"[1630174, 1630267]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,1204.0,2.0,0.0,Campazzo,1630267.0,,,,,,,,,
612,PT00M52.10S,2021-02-17T02:17:11.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630267,,,1610612743,110,98,2021-02-17T02:17:11Z,6070000,,,0,,MISS F. Campazzo Free Throw 1 of 2,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Missed,,,,,,,,,,,,,,,,,,
613,PT00M52.10S,2021-02-17T02:17:11.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,110,98,2021-02-17T02:17:11Z,6080000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,612.0,,,,,,,,,,,,,,,,,
614,PT00M52.10S,2021-02-17T02:17:14.1Z,4,REGULAR,substitution,out,[],1628400,,,1610612743,110,98,2021-02-17T02:17:22Z,6090000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
615,PT00M52.10S,2021-02-17T02:17:14.1Z,4,REGULAR,substitution,in,[],1630202,,,1610612743,110,98,2021-02-17T02:17:22Z,6100000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
616,PT00M52.10S,2021-02-17T02:17:32.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630267,,,1610612743,110,99,2021-02-17T02:17:32Z,6110000,,,0,,F. Campazzo Free Throw 2 of 2 (15 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Made,,,,,,,,,,15.0,,,,,,,,
617,PT00M47.90S,2021-02-17T02:17:37.0Z,4,REGULAR,turnover,lost ball,[],1629750,,,1610612738,110,99,2021-02-17T02:17:40Z,6120000,,,0,,J. Green lost ball TURNOVER (2 TO),"[1629750, 1630210]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,2.0,Howard,1630210.0,,
618,PT00M47.90S,2021-02-17T02:17:37.0Z,4,REGULAR,steal,,[],1630210,,,1610612743,110,99,2021-02-17T02:17:42Z,6130000,,,0,,M. Howard STEAL (2 STL),[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,,,,,
619,PT00M41.70S,2021-02-17T02:17:43.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630267,68.54467805519053,25.559129901960787,1610612743,110,99,2021-02-17T02:17:45Z,6140000,-122.0,243.0,1,right,MISS F. Campazzo 27' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,27.22,Missed,,,,,,,,,,,,,,,,,,
620,PT00M40.20S,2021-02-17T02:17:46.8Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,110,99,2021-02-17T02:17:46Z,6150000,,,0,,A. Nesmith REBOUND (Off:1 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,619.0,4.0,3.0,1.0,,,,,,,,,,,,,,
621,PT00M40.20S,2021-02-17T02:17:48.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628392,,,1610612738,110,99,2021-02-17T02:17:54Z,6160000,,,0,,I. Hartenstein personal FOUL (1 PF) (Nesmith 2 FT),"[1628392, 1630174]",1610612743.0,DEN,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,2530.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,,
623,PT00M40.20S,2021-02-17T02:18:18.3Z,4,REGULAR,freethrow,1 of 2,[],1630174,,,1610612738,111,99,2021-02-17T02:18:18Z,6180000,,,0,,A. Nesmith Free Throw 1 of 2 (8 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
624,PT00M40.20S,2021-02-17T02:18:19.5Z,4,REGULAR,substitution,out,[],202689,,,1610612738,111,99,2021-02-17T02:18:25Z,6190000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M40.20S,2021-02-17T02:18:19.5Z,4,REGULAR,substitution,in,[],1628400,,,1610612738,111,99,2021-02-17T02:18:25Z,6200000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M40.20S,2021-02-17T02:18:34.0Z,4,REGULAR,freethrow,2 of 2,[],1630174,,,1610612738,112,99,2021-02-17T02:18:34Z,6210000,,,0,,A. Nesmith Free Throw 2 of 2 (9 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
627,PT00M29.70S,2021-02-17T02:18:48.1Z,4,REGULAR,3pt,Jump Shot,[],1630210,90.48948751642575,4.725796568627451,1610612743,112,99,2021-02-17T02:18:51Z,6220000,-226.0,37.0,1,right,MISS M. Howard 3PT,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,
628,PT00M27.70S,2021-02-17T02:18:50.1Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,112,99,2021-02-17T02:19:02Z,6230000,,,0,,R. Williams III REBOUND (Off:3 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,627.0,8.0,5.0,3.0,,,,,,,,,,,,,,
629,PT00M02.50S,2021-02-17T02:19:16.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,112,99,2021-02-17T02:19:19Z,6240000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,2530.0,,,,,,,,,,,,,
630,PT00M00.00S,2021-02-17T02:19:32.0Z,4,REGULAR,period,end,[],0,,,1610612743,112,99,2021-02-17T02:19:32Z,6250000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M00.00S,2021-02-17T02:19:40.8Z,4,REGULAR,game,end,[],0,,,0,112,99,2021-02-17T02:19:40Z,6260000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
