actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
607,PT05M32.00S,2021-02-21T22:42:58.1Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,90,96,2021-02-21T22:42:59Z,5760000,,,0,,J. Hart REBOUND (Off:1 Def:5),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,606.0,6.0,5.0,1.0,,,,,,,,,,,
608,PT05M30.00S,2021-02-21T22:43:03.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627742,94.1688567674113,51.53952205882353,1610612740,92,96,2021-02-21T22:43:09Z,5770000,8.0,2.0,1,right,B. Ingram cutting Layup (23 PTS),[1627742],1610612740.0,NOP,cutting,,,Ingram,B. Ingram,,,,,0.8,Made,23.0,,,,,,,,,,,,,,,,,,
609,PT05M30.00S,2021-02-21T22:43:06.0Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202689,,,1610612740,92,96,2021-02-21T22:43:29Z,5780000,,,0,,K. Walker shooting personal FOUL (1 PF) (Ingram 1 FT),"[202689, 1627742]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Ingram,1627742.0,,,
611,PT05M30.00S,2021-02-21T22:43:23.6Z,4,REGULAR,substitution,out,[],202684,,,1610612740,92,96,2021-02-21T22:43:28Z,5800000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M30.00S,2021-02-21T22:43:23.6Z,4,REGULAR,substitution,in,[],1628464,,,1610612740,92,96,2021-02-21T22:43:28Z,5810000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT05M30.00S,2021-02-21T22:43:40.7Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1627742,,,1610612740,93,96,2021-02-21T22:43:40Z,5820000,,,0,,B. Ingram Free Throw 1 of 1 (24 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
614,PT05M13.00S,2021-02-21T22:43:58.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202689,6.258212877792378,45.90226715686275,1610612738,93,98,2021-02-21T22:44:03Z,5830000,20.0,6.0,1,left,K. Walker driving Layup (14 PTS) (J. Brown 9 AST),"[202689, 1627759]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,2.14,Made,14.0,J. Brown,1627759.0,9.0,,,,,,,,,,,,,,,
615,PT04M58.00S,2021-02-21T22:44:14.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.72339027595268,50.06893382352941,1610612740,93,98,2021-02-21T22:44:22Z,5840000,0.0,16.0,1,right,MISS Z. Williamson Layup - blocked,"[1629627, 1628464]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,1.59,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0,
616,PT04M58.00S,2021-02-21T22:44:14.4Z,4,REGULAR,block,,[],1628464,,,1610612740,93,98,2021-02-21T22:44:17Z,5850000,,,0,,D. Theis BLOCK (3 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT04M56.00S,2021-02-21T22:44:16.4Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,93,98,2021-02-21T22:44:22Z,5860000,,,0,,A. Nesmith REBOUND (Off:1 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,615.0,4.0,3.0,1.0,,,,,,,,,,,
618,PT04M47.00S,2021-02-21T22:44:28.7Z,4,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,93,98,2021-02-21T22:44:36Z,5870000,,,0,,J. Brown bad pass out-of-bounds TURNOVER (3 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,,,,,,,,,,,3.0,,,201639.0,,,,,,,
619,PT04M39.00S,2021-02-21T22:44:56.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,94.43166885676742,45.65716911764706,1610612740,95,98,2021-02-21T22:45:01Z,5880000,-22.0,0.0,1,right,Z. Williamson driving Layup (20 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,2.17,Made,20.0,,,,,,,,,,,,,,,,,,
620,PT04M19.00S,2021-02-21T22:45:16.3Z,4,REGULAR,3pt,Jump Shot,[],202689,32.802233902759525,49.333639705882355,1610612738,95,98,2021-02-21T22:45:24Z,5890000,3.0,256.0,1,left,MISS K. Walker 25' step back 3PT,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
621,PT04M16.00S,2021-02-21T22:45:19.3Z,4,REGULAR,rebound,defensive,[],1627742,,,1610612740,95,98,2021-02-21T22:45:24Z,5900000,,,0,,B. Ingram REBOUND (Off:0 Def:5),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,620.0,5.0,5.0,0.0,,,,,,,,,,,
622,PT04M11.00S,2021-02-21T22:45:24.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,67.36202365308804,54.48069852941176,1610612740,98,98,2021-02-21T22:48:01Z,5910000,22.0,254.0,1,right,B. Ingram 25' 3PT running pullup (27 PTS),[1627742],1610612740.0,NOP,running pullup,,,Ingram,B. Ingram,,,,,25.53,Made,27.0,,,,,,,,,,,,,,,,,,
623,PT04M10.00S,2021-02-21T22:45:37.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,98,98,2021-02-21T22:45:37Z,5920000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT04M10.00S,2021-02-21T22:47:55.2Z,4,REGULAR,substitution,out,[],1630174,,,1610612738,98,98,2021-02-21T22:48:34Z,5930000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT04M10.00S,2021-02-21T22:47:55.2Z,4,REGULAR,substitution,out,[],1628400,,,1610612738,98,98,2021-02-21T22:48:34Z,5940000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT04M10.00S,2021-02-21T22:47:55.2Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,98,98,2021-02-21T22:48:34Z,5950000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT04M10.00S,2021-02-21T22:47:55.2Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,98,98,2021-02-21T22:48:34Z,5960000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT03M50.00S,2021-02-21T22:49:13.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,17.95335085413929,38.549325980392155,1610612738,98,98,2021-02-21T22:49:17Z,5970000,57.0,116.0,1,left,MISS J. Tatum 12' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,12.96,Missed,,,,,,,,,,,,,,,,,,,
630,PT03M46.00S,2021-02-21T22:49:17.0Z,4,REGULAR,rebound,defensive,[],1628366,,,1610612740,98,98,2021-02-21T22:49:17Z,5980000,,,0,,L. Ball REBOUND (Off:0 Def:5),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,629.0,5.0,5.0,0.0,,,,,,,,,,,
631,PT03M39.00S,2021-02-21T22:49:23.6Z,4,REGULAR,3pt,Jump Shot,[],1629740,69.46452036793693,18.696384803921568,1610612740,101,98,2021-02-21T22:49:30Z,5990000,-157.0,235.0,1,right,N. Melli 28' 3PT  (3 PTS) (Z. Williamson 3 AST),"[1629740, 1629627]",1610612740.0,NOP,,,,Melli,N. Melli,,,,,28.19,Made,3.0,Z. Williamson,1629627.0,3.0,,,,,,,,,,,,,,,
633,PT03M26.00S,2021-02-21T22:49:36.3Z,4,REGULAR,2pt,Jump Shot,[],1628464,21.369908015768726,27.27481617647059,1610612738,101,98,2021-02-21T22:49:41Z,6010000,114.0,148.0,1,left,MISS D. Theis 18' Jump Shot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,18.69,Missed,,,,,,,,,,,,,,,,,,,
634,PT03M22.00S,2021-02-21T22:49:40.1Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,101,98,2021-02-21T22:49:40Z,6020000,,,0,,R. Williams III REBOUND (Off:5 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,633.0,9.0,4.0,5.0,,,,,,,,,,,
635,PT03M12.00S,2021-02-21T22:49:49.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,29.25427069645204,76.53952205882352,1610612738,101,101,2021-02-21T22:49:54Z,6030000,-133.0,222.0,1,left,J. Tatum 25' 3PT step back (28 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.91,Made,28.0,,,,,,,,,,,,,,,,,,
636,PT03M04.00S,2021-02-21T22:50:05.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,101,101,2021-02-21T22:50:05Z,6040000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT03M04.00S,2021-02-21T22:51:16.7Z,4,REGULAR,substitution,out,[],1629057,,,1610612740,101,101,2021-02-21T22:51:32Z,6050000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT03M04.00S,2021-02-21T22:51:16.7Z,4,REGULAR,substitution,in,[],202684,,,1610612740,101,101,2021-02-21T22:51:32Z,6060000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT02M58.00S,2021-02-21T22:51:44.5Z,4,REGULAR,3pt,Jump Shot,[],1629740,95.48291721419186,96.6375612745098,1610612740,101,101,2021-02-21T22:51:50Z,6070000,233.0,-10.0,1,right,MISS N. Melli 3PT,[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,23.34,Missed,,,,,,,,,,,,,,,,,,,
640,PT02M54.00S,2021-02-21T22:51:48.5Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,101,101,2021-02-21T22:51:50Z,6080000,,,0,,D. Theis REBOUND (Off:0 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,639.0,5.0,5.0,0.0,,,,,,,,,,,
641,PT02M43.00S,2021-02-21T22:51:58.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.469776609724048,52.51991421568627,1610612738,101,101,2021-02-21T22:52:10Z,6090000,-13.0,-1.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 1628404]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.26,Missed,,,,,,,,,,,,,,,,,Hart,1628404.0,
642,PT02M43.00S,2021-02-21T22:51:58.5Z,4,REGULAR,block,,[],1628404,,,1610612738,101,101,2021-02-21T22:52:05Z,6100000,,,0,,J. Hart BLOCK (3 BLK),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT02M43.00S,2021-02-21T22:51:58.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,101,101,2021-02-21T22:52:10Z,6110000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,641.0,,,,,,,,,,,,,,
644,PT02M43.00S,2021-02-21T22:52:10.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,101,101,2021-02-21T22:52:10Z,6120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT02M25.00S,2021-02-21T22:52:29.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.24901445466492,47.61795343137255,1610612740,103,101,2021-02-21T22:52:32Z,6130000,-12.0,11.0,1,right,Z. Williamson Layup (22 PTS) (L. Ball 3 AST),"[1629627, 1628366]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,1.62,Made,22.0,L. Ball,1628366.0,3.0,,,,,,,,,,,,,,,
647,PT02M02.00S,2021-02-21T22:52:51.7Z,4,REGULAR,turnover,bad pass,[],1628464,,,1610612738,103,101,2021-02-21T22:52:57Z,6150000,,,0,,D. Theis bad pass TURNOVER (1 TO),"[1628464, 1629740]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,1.0,Melli,1629740.0,,,,,,,,
648,PT02M02.00S,2021-02-21T22:52:51.7Z,4,REGULAR,steal,,[],1629740,,,1610612740,103,101,2021-02-21T22:52:54Z,6160000,,,0,,N. Melli STEAL (1 STL),[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M57.00S,2021-02-21T22:52:58.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612740,103,101,2021-02-21T22:53:15Z,6170000,,,0,,K. Walker shooting personal FOUL (2 PF) (Hart 2 FT),"[202689, 1628404]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Hart,1628404.0,,,
651,PT01M57.00S,2021-02-21T22:53:23.9Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628404,,,1610612740,103,101,2021-02-21T22:53:23Z,6190000,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Missed,,,,,,,,,,,,,,,,,,,
652,PT01M57.00S,2021-02-21T22:53:23.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,103,101,2021-02-21T22:53:23Z,6200000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,651.0,,,,,,,,,,,,,,
653,PT01M57.00S,2021-02-21T22:53:24.9Z,4,REGULAR,substitution,out,[],202684,,,1610612740,103,101,2021-02-21T22:53:30Z,6210000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT01M57.00S,2021-02-21T22:53:24.9Z,4,REGULAR,substitution,in,[],1629057,,,1610612740,103,101,2021-02-21T22:53:30Z,6220000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT01M57.00S,2021-02-21T22:53:44.0Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628404,,,1610612740,104,101,2021-02-21T22:53:44Z,6230000,,,0,,J. Hart Free Throw 2 of 2 (14 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
656,PT01M48.00S,2021-02-21T22:54:01.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,5.863994743758213,46.63756127450981,1610612738,104,103,2021-02-21T22:54:10Z,6240000,17.0,3.0,1,left,J. Brown driving Layup (19 PTS) (R. Williams III 3 AST),"[1627759, 1629057]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.7,Made,19.0,R. Williams III,1629057.0,3.0,,,,,,,,,,,,,,,
658,PT01M48.00S,2021-02-21T22:54:04.8Z,4,REGULAR,foul,personal,['1freethrow'],1629740,,,1610612738,104,103,2021-02-21T22:54:24Z,6260000,,,0,,N. Melli shooting personal FOUL (2 PF) (Brown 1 FT),"[1629740, 1627759]",1610612740.0,NOP,shooting,,,Melli,N. Melli,,,,,,,,,,,,,,,,,,2148.0,2.0,0.0,Brown,1627759.0,,,
660,PT01M48.00S,2021-02-21T22:54:18.3Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,104,103,2021-02-21T22:54:21Z,6280000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT01M48.00S,2021-02-21T22:54:18.3Z,4,REGULAR,substitution,in,[],202684,,,1610612738,104,103,2021-02-21T22:54:21Z,6290000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M48.00S,2021-02-21T22:54:31.2Z,4,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,104,104,2021-02-21T22:54:31Z,6300000,,,0,,J. Brown Free Throw 1 of 1 (20 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
663,PT01M35.00S,2021-02-21T22:54:47.8Z,4,REGULAR,3pt,Jump Shot,[],1627742,68.54467805519053,65.01991421568627,1610612740,104,104,2021-02-21T22:54:55Z,6310000,75.0,243.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
664,PT01M33.00S,2021-02-21T22:54:49.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,104,104,2021-02-21T22:54:55Z,6320000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,663.0,,,,,,,,,,,,,,
665,PT01M33.00S,2021-02-21T22:54:54.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,104,104,2021-02-21T22:54:55Z,6330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT01M16.00S,2021-02-21T22:55:23.3Z,4,REGULAR,2pt,Jump Shot,[],1628369,9.149145860709593,20.166973039215684,1610612738,104,104,2021-02-21T22:56:16Z,6340000,149.0,34.0,1,left,MISS J. Tatum 15' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,15.29,Missed,,,,,,,,,,,,,,,,,,,
667,PT01M12.00S,2021-02-21T22:55:27.3Z,4,REGULAR,rebound,defensive,[],1628366,,,1610612740,104,104,2021-02-21T22:55:28Z,6350000,,,0,,L. Ball REBOUND (Off:0 Def:6),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,666.0,6.0,6.0,0.0,,,,,,,,,,,
668,PT01M00.00S,2021-02-21T22:55:38.0Z,4,REGULAR,3pt,Jump Shot,[],1628404,94.69448094612353,2.7650122549019605,1610612740,104,104,2021-02-21T22:55:45Z,6360000,-236.0,-3.0,1,right,MISS J. Hart 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,23.62,Missed,,,,,,,,,,,,,,,,,,,
669,PT00M55.50S,2021-02-21T22:55:42.5Z,4,REGULAR,rebound,defensive,[],202684,,,1610612738,104,104,2021-02-21T22:55:45Z,6370000,,,0,,T. Thompson REBOUND (Off:2 Def:7),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,668.0,9.0,7.0,2.0,,,,,,,,,,,
670,PT00M44.00S,2021-02-21T22:56:03.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,104,104,2021-02-21T22:56:03Z,6380000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M38.50S,2021-02-21T22:57:38.2Z,4,REGULAR,3pt,Jump Shot,[],202689,29.911300919842315,24.57873774509804,1610612738,104,104,2021-02-21T22:57:50Z,6390000,127.0,229.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,,
672,PT00M34.50S,2021-02-21T22:57:42.2Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,104,104,2021-02-21T22:57:50Z,6400000,,,0,,J. Hart REBOUND (Off:1 Def:6),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,671.0,7.0,6.0,1.0,,,,,,,,,,,
673,PT00M32.20S,2021-02-21T22:57:48.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612740,104,104,2021-02-21T23:04:47Z,6402500,,,0,,J. Brown shooting personal FOUL (3 PF) (Ball 2 FT),"[1627759, 1628366]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,201639.0,3.0,0.0,Ball,1628366.0,,,
675,PT00M32.20S,2021-02-21T22:58:13.1Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1628366,,,1610612740,105,104,2021-02-21T23:04:26Z,6405000,,,0,,L. Ball Free Throw 1 of 2 (16 PTS),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
678,PT00M32.20S,2021-02-21T22:58:13.1Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1628366,,,1610612740,105,104,2021-02-21T23:04:26Z,6407500,,,0,,MISS L. Ball Free Throw 2 of 2,[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,Missed,,,,,,,,,,,,,,,,,,,
679,PT00M32.20S,2021-02-21T22:58:13.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,105,104,2021-02-21T23:08:13Z,6408750,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,678.0,,,,,,,,,,,,,,
676,PT00M32.20S,2021-02-21T22:58:14.7Z,4,REGULAR,substitution,out,[],202684,,,1610612738,105,104,2021-02-21T23:03:31Z,6431875,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M32.20S,2021-02-21T22:58:14.7Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,105,104,2021-02-21T23:03:31Z,6443437,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M32.00S,2021-02-21T22:58:41.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,105,104,2021-02-21T23:01:35Z,6455000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M32.00S,2021-02-21T22:58:47.7Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,105,104,2021-02-21T23:01:35Z,6457500,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,Out of Bounds - Support Call
682,PT00M15.70S,2021-02-21T23:00:40.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.652431011826544,42.96109068627451,1610612738,105,104,2021-02-21T23:00:54Z,6500000,35.0,10.0,1,left,MISS J. Brown Layup,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,3.66,Missed,,,,,,,,,,,,,,,,,,,
683,PT00M15.10S,2021-02-21T23:00:40.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,105,104,2021-02-21T23:03:50Z,6510000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,682.0,,,,,,,,,,,,,,
684,PT00M15.10S,2021-02-21T23:00:45.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,105,104,2021-02-21T23:03:50Z,6520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M15.10S,2021-02-21T23:00:58.3Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,105,104,2021-02-21T23:03:50Z,6530000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,Out of Bounds - Overturn Call
686,PT00M11.40S,2021-02-21T23:04:03.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,23.99802890932983,45.166973039215684,1610612738,105,106,2021-02-21T23:04:51Z,6540000,24.0,173.0,1,left,J. Tatum 17' step back Jump Shot (30 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,17.48,Made,30.0,,,,,,,,,,,,,,,,,,
687,PT00M10.50S,2021-02-21T23:04:13.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,105,106,2021-02-21T23:04:13Z,6550000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M10.50S,2021-02-21T23:05:14.7Z,4,REGULAR,substitution,out,[],1629057,,,1610612740,105,106,2021-02-21T23:05:33Z,6560000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
689,PT00M10.50S,2021-02-21T23:05:14.7Z,4,REGULAR,substitution,in,[],202684,,,1610612740,105,106,2021-02-21T23:05:33Z,6570000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT00M06.90S,2021-02-21T23:05:55.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.43166885676742,46.88265931372549,1610612740,107,106,2021-02-21T23:06:18Z,6580000,-16.0,0.0,1,right,Z. Williamson driving Layup (24 PTS) (L. Ball 4 AST),"[1629627, 1628366]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,1.56,Made,24.0,L. Ball,1628366.0,4.0,,,,,,,,,,,,,,,
692,PT00M06.90S,2021-02-21T23:06:00.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202684,,,1610612740,107,106,2021-02-21T23:06:12Z,6600000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Williamson 1 FT),"[202684, 1629627]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Williamson,1629627.0,,,
694,PT00M06.90S,2021-02-21T23:06:45.0Z,4,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,108,106,2021-02-21T23:06:45Z,6620000,,,0,,Z. Williamson Free Throw 1 of 1 (25 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
695,PT00M06.90S,2021-02-21T23:06:49.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,108,106,2021-02-21T23:06:49Z,6630000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
