actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
527,PT08M00.00S,2021-03-18T02:00:45.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,92,87,2021-03-18T02:00:45Z,5220000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,526.0,,,,,,,,,,,,,
528,PT08M00.00S,2021-03-18T02:00:57.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629684,,,1610612738,92,88,2021-03-18T02:00:57Z,5230000,,,0,,G. Williams Free Throw 2 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,
529,PT07M38.00S,2021-03-18T02:01:21.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,91.40932982917214,63.05912990196079,1610612739,94,88,2021-03-18T02:01:26Z,5240000,65.0,28.0,1,right,L. Nance Jr. 7' driving floating bank Jump Shot (14 PTS),[1626204],1610612739.0,CLE,driving floating bank,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,7.12,Made,,,,,14.0,,,,,,,,,
530,PT07M24.00S,2021-03-18T02:01:36.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.543363994743759,48.10814950980392,1610612738,94,88,2021-03-18T02:01:42Z,5250000,9.0,37.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,3.84,Missed,,,,,,,,,,,,,,
531,PT07M22.00S,2021-03-18T02:01:38.6Z,4,REGULAR,rebound,defensive,[],1629636,,,1610612739,94,88,2021-03-18T02:01:42Z,5260000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,530.0,1.0,1.0,0.0,,,,,,,,,,
532,PT07M12.00S,2021-03-18T02:01:48.3Z,4,REGULAR,turnover,lost ball,[],1629012,,,1610612739,94,88,2021-03-18T02:01:51Z,5270000,,,0,,C. Sexton lost ball TURNOVER (4 TO),"[1629012, 1628369]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,4.0,,,,,,Tatum,1628369.0,
533,PT07M12.00S,2021-03-18T02:01:48.3Z,4,REGULAR,steal,,[],1628369,,,1610612738,94,88,2021-03-18T02:01:50Z,5280000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M09.00S,2021-03-18T02:01:57.3Z,4,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612738,94,88,2021-03-18T02:02:07Z,5290000,,,0,,D. Garland shooting personal FOUL (2 PF) (Tatum 2 FT),"[1629636, 1628369]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,1627541.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
536,PT07M09.00S,2021-03-18T02:02:24.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,94,89,2021-03-18T02:02:24Z,5310000,,,0,,J. Tatum Free Throw 1 of 2 (27 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,,,,,27.0,,,,,,,,,
537,PT07M09.00S,2021-03-18T02:02:26.5Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,94,89,2021-03-18T02:02:32Z,5320000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M09.00S,2021-03-18T02:02:26.5Z,4,REGULAR,substitution,in,[],203935,,,1610612738,94,89,2021-03-18T02:02:32Z,5330000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT07M09.00S,2021-03-18T02:02:24.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,94,89,2021-03-18T02:02:46Z,5340000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Missed,,,,,,,,,,,,,,
540,PT07M04.00S,2021-03-18T02:02:29.4Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,94,89,2021-03-18T02:02:46Z,5350000,,,0,,J. Allen REBOUND (Off:2 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,539.0,7.0,5.0,2.0,,,,,,,,,,
541,PT06M45.00S,2021-03-18T02:03:04.4Z,4,REGULAR,3pt,Jump Shot,[],1630171,67.09921156373193,15.510110294117647,1610612739,94,89,2021-03-18T02:03:09Z,5360000,-172.0,257.0,1,right,MISS I. Okoro 30' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,30.93,Missed,,,,,,,,,,,,,,
542,PT06M43.00S,2021-03-18T02:03:06.4Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,94,89,2021-03-18T02:03:09Z,5370000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,541.0,5.0,5.0,0.0,,,,,,,,,,
543,PT06M41.00S,2021-03-18T02:03:09.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629684,7.30946123521682,47.127757352941174,1610612738,94,91,2021-03-18T02:03:15Z,5380000,14.0,16.0,1,left,G. Williams running DUNK (3 PTS) (J. Tatum 3 AST),"[1629684, 1628369]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,,,,,,2.17,Made,,,,,3.0,,J. Tatum,1628369.0,3.0,,,,,
545,PT06M15.00S,2021-03-18T02:03:35.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,94.1688567674113,51.53952205882353,1610612739,96,91,2021-03-18T02:03:39Z,5400000,8.0,2.0,1,right,I. Okoro driving Layup (10 PTS) (D. Garland 5 AST),"[1630171, 1629636]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,,,,,,0.8,Made,,,,,10.0,,D. Garland,1629636.0,5.0,,,,,
547,PT06M09.00S,2021-03-18T02:03:48.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,96,91,2021-03-18T02:03:48Z,5420000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT05M49.00S,2021-03-18T02:07:01.9Z,4,REGULAR,3pt,Jump Shot,[],203935,26.363337713534822,83.40226715686273,1610612738,96,91,2021-03-18T02:07:06Z,5430000,-167.0,195.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,25.7,Missed,,,,,,,,,,,,,,
549,PT05M46.00S,2021-03-18T02:07:05.0Z,4,REGULAR,rebound,defensive,[],1629636,,,1610612739,96,91,2021-03-18T02:07:05Z,5440000,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,548.0,2.0,2.0,0.0,,,,,,,,,,
551,PT05M38.00S,2021-03-18T02:07:24.2Z,4,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,96,91,2021-03-18T02:07:46Z,5460000,,,0,,D. Garland bad pass out-of-bounds TURNOVER (2 TO),[1629636],1610612739.0,CLE,bad pass,,,Garland,D. Garland,,,,,1627541.0,,,,,,,,,,,,2.0,,,,,,,,
552,PT05M21.00S,2021-03-18T02:07:59.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,9.937582128777924,56.68658088235294,1610612738,96,93,2021-03-18T02:08:04Z,5470000,-33.0,41.0,1,left,J. Brown turnaround Jump Shot (22 PTS),[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,,,,,,5.28,Made,,,,,22.0,,,,,,,,,
553,PT04M55.00S,2021-03-18T02:08:25.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.9862023653088,51.53952205882353,1610612739,98,93,2021-03-18T02:08:29Z,5480000,8.0,13.0,1,right,J. Allen DUNK (7 PTS) (L. Nance Jr. 4 AST),"[1628386, 1626204]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,1.55,Made,,,,,7.0,,L. Nance Jr.,1626204.0,4.0,,,,,
555,PT04M41.00S,2021-03-18T02:08:39.7Z,4,REGULAR,3pt,Jump Shot,[],1628369,28.991458607095925,19.676776960784316,1610612738,98,93,2021-03-18T02:08:44Z,5500000,152.0,220.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,26.72,Missed,,,,,,,,,,,,,,
556,PT04M37.00S,2021-03-18T02:08:43.7Z,4,REGULAR,rebound,defensive,[],1629012,,,1610612739,98,93,2021-03-18T02:08:44Z,5510000,,,0,,C. Sexton REBOUND (Off:1 Def:5),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,555.0,6.0,5.0,1.0,,,,,,,,,,
557,PT04M25.00S,2021-03-18T02:08:55.6Z,4,REGULAR,3pt,Jump Shot,[],1629636,64.47109067017082,27.519914215686274,1610612739,98,93,2021-03-18T02:08:59Z,5520000,-112.0,281.0,1,right,MISS D. Garland 30' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,30.31,Missed,,,,,,,,,,,,,,
558,PT04M22.00S,2021-03-18T02:08:57.9Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,98,93,2021-03-18T02:08:57Z,5530000,,,0,,G. Williams REBOUND (Off:2 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,557.0,5.0,3.0,2.0,,,,,,,,,,
559,PT04M19.00S,2021-03-18T02:09:06.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629636,,,1610612738,98,93,2021-03-18T02:09:12Z,5540000,,,0,,D. Garland personal FOUL (3 PF) (Brown 2 FT),"[1629636, 1627759]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,1627529.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
561,PT04M19.00S,2021-03-18T02:09:44.2Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,98,93,2021-03-18T02:09:44Z,5560000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Missed,,,,,,,,,,,,,,
562,PT04M19.00S,2021-03-18T02:09:44.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,98,93,2021-03-18T02:09:44Z,5570000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,561.0,,,,,,,,,,,,,
563,PT04M19.00S,2021-03-18T02:09:46.1Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,98,93,2021-03-18T02:09:52Z,5580000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT04M19.00S,2021-03-18T02:09:46.1Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,98,93,2021-03-18T02:09:52Z,5590000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT04M19.00S,2021-03-18T02:10:06.1Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,98,94,2021-03-18T02:10:06Z,5600000,,,0,,J. Brown Free Throw 2 of 2 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,,,,,23.0,,,,,,,,,
566,PT03M56.00S,2021-03-18T02:10:31.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,83.39356110381078,46.63756127450981,1610612739,100,94,2021-03-18T02:10:35Z,5610000,-17.0,104.0,1,right,C. Sexton 10' Jump Shot (24 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,10.5,Made,,,,,24.0,,,,,,,,,
567,PT03M37.00S,2021-03-18T02:10:49.9Z,4,REGULAR,3pt,Jump Shot,[],1627759,28.07161629434954,79.72579656862744,1610612738,100,94,2021-03-18T02:11:00Z,5620000,-149.0,211.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,25.84,Missed,,,,,,,,,,,,,,
568,PT03M36.00S,2021-03-18T02:10:50.9Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,100,94,2021-03-18T02:11:00Z,5630000,,,0,,G. Williams REBOUND (Off:3 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,567.0,6.0,3.0,3.0,,,,,,,,,,
569,PT03M36.00S,2021-03-18T02:11:08.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629636,,,1610612738,100,94,2021-03-18T02:11:56Z,5640000,,,0,,D. Garland loose ball personal FOUL (4 PF) (Williams 2 FT),"[1629636, 1629684]",1610612739.0,CLE,loose ball,,,Garland,D. Garland,,,,,1627541.0,4.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,,
571,PT03M36.00S,2021-03-18T02:11:37.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629684,,,1610612738,100,95,2021-03-18T02:11:37Z,5660000,,,0,,G. Williams Free Throw 1 of 2 (4 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,
572,PT03M36.00S,2021-03-18T02:11:54.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629684,,,1610612738,100,96,2021-03-18T02:11:54Z,5670000,,,0,,G. Williams Free Throw 2 of 2 (5 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,
573,PT03M15.00S,2021-03-18T02:12:23.6Z,4,REGULAR,turnover,out-of-bounds,[],1630171,,,1610612739,100,96,2021-03-18T02:12:30Z,5680000,,,0,,I. Okoro step out-of-bounds TURNOVER (1 TO),[1630171],1610612739.0,CLE,step,,,Okoro,I. Okoro,,,,,1627529.0,,,,,,,,,,,,1.0,,,,,,,,
574,PT03M15.00S,2021-03-18T02:12:33.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,100,96,2021-03-18T02:12:33Z,5690000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT03M07.00S,2021-03-18T02:15:30.2Z,4,REGULAR,violation,kicked ball,[],1628386,,,1610612738,100,96,2021-03-18T02:15:35Z,5700000,,,0,,J. Allen kicked ball VIOLATION,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,1627529.0,,,,,,,,,,,,,,,,,,,,
576,PT02M50.00S,2021-03-18T02:16:02.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,8.623521681997373,75.80422794117648,1610612738,100,96,2021-03-18T02:16:09Z,5710000,-129.0,29.0,1,left,MISS J. Tatum 13' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,,,13.21,Missed,,,,,,,,,,,,,,
577,PT02M48.00S,2021-03-18T02:16:04.9Z,4,REGULAR,rebound,defensive,[],1629636,,,1610612739,100,96,2021-03-18T02:16:09Z,5720000,,,0,,D. Garland REBOUND (Off:0 Def:3),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,576.0,3.0,3.0,0.0,,,,,,,,,,
578,PT02M33.00S,2021-03-18T02:16:19.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,85.62746386333771,57.421875,1610612739,102,96,2021-03-18T02:16:24Z,5730000,37.0,83.0,1,right,D. Garland 9' driving floating Jump Shot (24 PTS) (C. Sexton 5 AST),"[1629636, 1629012]",1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,,,,9.05,Made,,,,,24.0,,C. Sexton,1629012.0,5.0,,,,,
579,PT02M20.00S,2021-03-18T02:16:32.2Z,4,REGULAR,3pt,Jump Shot,[],1627759,25.312089356110377,85.60814950980392,1610612738,102,96,2021-03-18T02:16:36Z,5740000,-178.0,185.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,25.7,Missed,,,,,,,,,,,,,,
580,PT02M18.00S,2021-03-18T02:16:34.2Z,4,REGULAR,rebound,defensive,[],1629636,,,1610612739,102,96,2021-03-18T02:16:36Z,5750000,,,0,,D. Garland REBOUND (Off:0 Def:4),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,579.0,4.0,4.0,0.0,,,,,,,,,,
581,PT02M16.00S,2021-03-18T02:16:38.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630171,93.11760840998686,51.294424019607845,1610612739,104,96,2021-03-18T02:16:46Z,5760000,6.0,12.0,1,right,I. Okoro running DUNK (12 PTS) (D. Garland 6 AST),"[1630171, 1629636]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,,,,,,1.38,Made,,,,,12.0,,D. Garland,1629636.0,6.0,,,,,
583,PT02M16.00S,2021-03-18T02:16:44.3Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628369,,,1610612739,104,96,2021-03-18T02:16:51Z,5780000,,,0,,J. Tatum shooting personal FOUL (3 PF) (Okoro 1 FT),"[1628369, 1630171]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,1627541.0,3.0,0.0,Okoro,1630171.0,,,,,,,,,,,,,,,,
585,PT02M16.00S,2021-03-18T02:17:02.6Z,4,REGULAR,substitution,out,[],1629057,,,1610612739,104,96,2021-03-18T02:18:47Z,5800000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT02M16.00S,2021-03-18T02:17:02.6Z,4,REGULAR,substitution,in,[],1628464,,,1610612739,104,96,2021-03-18T02:18:47Z,5810000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT02M16.00S,2021-03-18T02:17:19.2Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1630171,,,1610612739,105,96,2021-03-18T02:17:19Z,5820000,,,0,,I. Okoro Free Throw 1 of 1 (13 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,Made,,,,,13.0,,,,,,,,,
588,PT02M10.00S,2021-03-18T02:17:32.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626204,,,1610612738,105,96,2021-03-18T02:17:39Z,5830000,,,0,,L. Nance Jr. personal FOUL (4 PF) (Tatum 2 FT),"[1626204, 1628369]",1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,1151.0,4.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
590,PT02M10.00S,2021-03-18T02:17:58.5Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,105,97,2021-03-18T02:17:58Z,5850000,,,0,,J. Tatum Free Throw 1 of 2 (28 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,,,,,28.0,,,,,,,,,
591,PT02M10.00S,2021-03-18T02:18:00.8Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,105,97,2021-03-18T02:18:05Z,5860000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT02M10.00S,2021-03-18T02:18:00.8Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,105,97,2021-03-18T02:18:05Z,5870000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT02M10.00S,2021-03-18T02:18:14.3Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,105,98,2021-03-18T02:18:14Z,5880000,,,0,,J. Tatum Free Throw 2 of 2 (29 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,,,,,29.0,,,,,,,,,
594,PT01M55.00S,2021-03-18T02:18:33.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,91.80354796320631,38.549325980392155,1610612739,107,98,2021-03-18T02:18:42Z,5890000,-57.0,25.0,1,right,L. Nance Jr. 6' reverse Layup (16 PTS) (C. Sexton 6 AST),"[1626204, 1629012]",1610612739.0,CLE,reverse,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,6.23,Made,,,,,16.0,,C. Sexton,1629012.0,6.0,,,,,
596,PT01M45.00S,2021-03-18T02:18:45.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,8.360709592641262,52.76501225490197,1610612738,107,98,2021-03-18T02:18:49Z,5910000,-14.0,26.0,1,left,MISS M. Smart driving floating bank Shot,[203935],1610612738.0,BOS,driving floating bank,,,Smart,M. Smart,,,,,,,,,,2.95,Missed,,,,,,,,,,,,,,
597,PT01M43.00S,2021-03-18T02:18:47.2Z,4,REGULAR,rebound,defensive,[],1629012,,,1610612739,107,98,2021-03-18T02:18:49Z,5920000,,,0,,C. Sexton REBOUND (Off:1 Def:6),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,596.0,7.0,6.0,1.0,,,,,,,,,,
598,PT01M29.00S,2021-03-18T02:19:04.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,87.07293035479631,51.78462009803921,1610612739,109,98,2021-03-18T02:19:09Z,5930000,9.0,69.0,1,right,C. Sexton 6' driving floating bank Jump Shot (26 PTS),[1629012],1610612739.0,CLE,driving floating bank,,,Sexton,C. Sexton,,,,,,,,,,6.96,Made,,,,,26.0,,,,,,,,,
599,PT01M29.00S,2021-03-18T02:19:07.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627759,,,1610612739,109,98,2021-03-18T02:19:17Z,5940000,,,0,,J. Brown shooting personal FOUL (3 PF) (Sexton 1 FT),"[1627759, 1629012]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,1627529.0,3.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,,
601,PT01M29.00S,2021-03-18T02:19:24.9Z,4,REGULAR,substitution,out,[],1628464,,,1610612739,109,98,2021-03-18T02:19:28Z,5960000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT01M29.00S,2021-03-18T02:19:24.9Z,4,REGULAR,substitution,in,[],1629684,,,1610612739,109,98,2021-03-18T02:19:28Z,5970000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT01M29.00S,2021-03-18T02:19:38.5Z,4,REGULAR,freethrow,1 of 1,[],1629012,,,1610612739,110,98,2021-03-18T02:19:38Z,5980000,,,0,,C. Sexton Free Throw 1 of 1 (27 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,Made,,,,,27.0,,,,,,,,,
604,PT01M22.00S,2021-03-18T02:19:55.8Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629636,,,1610612738,110,98,2021-03-18T02:20:18Z,5990000,,,0,,D. Garland shooting personal FOUL (5 PF) (Smart 3 FT),"[1629636, 203935]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,1627541.0,5.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
606,PT01M22.00S,2021-03-18T02:20:22.3Z,4,REGULAR,freethrow,1 of 3,[],203935,,,1610612738,110,99,2021-03-18T02:20:22Z,6010000,,,0,,M. Smart Free Throw 1 of 3 (15 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,Made,,,,,15.0,,,,,,,,,
607,PT01M22.00S,2021-03-18T02:20:46.0Z,4,REGULAR,freethrow,2 of 3,[],203935,,,1610612738,110,100,2021-03-18T02:20:46Z,6020000,,,0,,M. Smart Free Throw 2 of 3 (16 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,Made,,,,,16.0,,,,,,,,,
608,PT01M22.00S,2021-03-18T02:20:57.0Z,4,REGULAR,freethrow,3 of 3,[],203935,,,1610612738,110,101,2021-03-18T02:20:57Z,6030000,,,0,,M. Smart Free Throw 3 of 3 (17 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,Made,,,,,17.0,,,,,,,,,
609,PT01M02.00S,2021-03-18T02:21:18.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,92.46057818659659,43.451286764705884,1610612739,110,101,2021-03-18T02:21:22Z,6040000,-33.0,18.0,1,right,MISS I. Okoro Jump Shot - blocked,"[1630171, 1629057]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,3.75,Missed,,,,,,,,,,Williams III,1629057.0,,,
610,PT01M02.00S,2021-03-18T02:21:18.2Z,4,REGULAR,block,,[],1629057,,,1610612739,110,101,2021-03-18T02:21:20Z,6050000,,,0,,R. Williams III BLOCK (4 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M59.80S,2021-03-18T02:21:20.4Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,110,101,2021-03-18T02:21:22Z,6060000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,609.0,2.0,2.0,0.0,,,,,,,,,,
612,PT00M59.00S,2021-03-18T02:21:23.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,7.440867279894875,45.65716911764706,1610612738,110,103,2021-03-18T02:21:33Z,6070000,22.0,17.0,1,left,J. Brown Layup (25 PTS) (M. Smart 1 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,2.78,Made,,,,,25.0,,M. Smart,203935.0,1.0,,,,,
614,PT00M59.00S,2021-03-18T02:22:37.7Z,4,REGULAR,stoppage,other,[],0,,,1610612739,110,103,2021-03-18T02:22:37Z,6090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT00M59.00S,2021-03-18T02:23:29.8Z,4,REGULAR,instantreplay,request,[],0,,,1610612739,110,103,2021-03-18T02:26:56Z,6100000,,,0,,,[],,,stands,,,,,,,,,1151.0,,,,,,,,,,,,,,,,,,,,
