actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
256,PT04M39.00S,2021-03-18T00:53:20.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,87.20433639947439,43.94148284313725,1610612738,43,32,2021-03-18T00:53:29Z,2560000,-30.0,68.0,1,right,MISS J. Brown 7' turnaround Shot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,,,,,,7.43,Missed,,,,,,,,,,,,,,
257,PT04M37.00S,2021-03-18T00:53:22.8Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,43,32,2021-03-18T00:53:29Z,2570000,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,256.0,4.0,3.0,1.0,,,,,,,,,,
258,PT04M30.00S,2021-03-18T00:53:30.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,8.09789750328515,60.60814950980392,1610612739,43,32,2021-03-18T00:53:35Z,2580000,-53.0,24.0,1,left,MISS D. Garland driving floating bank Shot,[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,,,,,,5.8,Missed,,,,,,,,,,,,,,
259,PT04M27.00S,2021-03-18T00:53:32.7Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612739,43,32,2021-03-18T00:53:32Z,2590000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:5),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,258.0,6.0,5.0,1.0,,,,,,,,,,
260,PT04M24.00S,2021-03-18T00:53:35.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,5.075558475689881,97.37285539215686,1610612739,46,32,2021-03-18T00:53:39Z,2600000,-237.0,-5.0,1,left,D. Garland 3PT  (14 PTS) (L. Nance Jr. 2 AST),"[1629636, 1626204]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,23.69,Made,,,,,14.0,,L. Nance Jr.,1626204.0,2.0,,,,,
262,PT04M07.00S,2021-03-18T00:53:52.2Z,2,REGULAR,3pt,Jump Shot,[],1628400,70.90998685939553,76.04932598039215,1610612738,46,32,2021-03-18T00:53:57Z,2620000,130.0,221.0,1,right,MISS S. Ojeleye 25' step back 3PT,[1628400],1610612738.0,BOS,step back,,,Ojeleye,S. Ojeleye,,,,,,,,,,25.64,Missed,,,,,,,,,,,,,,
263,PT04M04.00S,2021-03-18T00:53:55.2Z,2,REGULAR,rebound,defensive,[],1629012,,,1610612739,46,32,2021-03-18T00:53:57Z,2630000,,,0,,C. Sexton REBOUND (Off:1 Def:3),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,262.0,4.0,3.0,1.0,,,,,,,,,,
264,PT03M44.00S,2021-03-18T00:54:16.5Z,2,REGULAR,2pt,Jump Shot,[],1629012,23.603810775295663,26.049325980392158,1610612739,46,32,2021-03-18T00:54:21Z,2640000,120.0,169.0,1,left,MISS C. Sexton 20' step back Shot,[1629012],1610612739.0,CLE,step back,,,Sexton,C. Sexton,,,,,,,,,,20.75,Missed,,,,,,,,,,,,,,
265,PT03M41.00S,2021-03-18T00:54:19.5Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,46,32,2021-03-18T00:54:21Z,2650000,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,264.0,7.0,5.0,2.0,,,,,,,,,,
266,PT03M37.00S,2021-03-18T00:54:24.5Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,46,32,2021-03-18T00:54:31Z,2660000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (3 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,1627529.0,,,,,,,,,,,,3.0,,,,,,,,
267,PT03M20.00S,2021-03-18T00:54:51.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629636,7.440867279894875,50.314031862745104,1610612739,48,32,2021-03-18T00:54:56Z,2670000,-2.0,17.0,1,left,D. Garland driving Layup (16 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,,,,1.75,Made,,,,,16.0,,,,,,,,,
271,PT03M08.00S,2021-03-18T00:55:03.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,85.3646517739816,43.69638480392157,1610612738,48,32,2021-03-18T00:55:11Z,2680000,-32.0,85.0,1,right,MISS J. Brown 9' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,,,,,,9.07,Missed,,,,,,,,,,,,,,
272,PT03M08.00S,2021-03-18T00:55:03.0Z,2,REGULAR,rebound,defensive,[],1630171,,,1610612739,48,32,2021-03-18T00:55:11Z,2690000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,271.0,1.0,1.0,0.0,,,,,,,,,,
273,PT03M03.00S,2021-03-18T00:55:11.9Z,2,REGULAR,foul,personal,['2freethrow'],1629035,,,1610612739,48,32,2021-03-18T00:55:25Z,2700000,,,0,,C. Edwards shooting personal FOUL (1 PF) (Sexton 2 FT),"[1629035, 1629012]",1610612738.0,BOS,shooting,,,Edwards,C. Edwards,,,,,1627541.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,,
275,PT03M03.00S,2021-03-18T00:55:37.2Z,2,REGULAR,freethrow,1 of 2,[],1629012,,,1610612739,49,32,2021-03-18T00:55:37Z,2720000,,,0,,C. Sexton Free Throw 1 of 2 (13 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,Made,,,,,13.0,,,,,,,,,
276,PT03M03.00S,2021-03-18T00:55:40.0Z,2,REGULAR,substitution,out,[],1629035,,,1610612739,49,32,2021-03-18T00:55:58Z,2730000,,,0,,SUB out: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M03.00S,2021-03-18T00:55:40.0Z,2,REGULAR,substitution,out,[],1628400,,,1610612739,49,32,2021-03-18T00:55:58Z,2740000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M03.00S,2021-03-18T00:55:40.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612739,49,32,2021-03-18T00:55:58Z,2750000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M03.00S,2021-03-18T00:55:40.0Z,2,REGULAR,substitution,in,[],1629684,,,1610612739,49,32,2021-03-18T00:55:58Z,2760000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M03.00S,2021-03-18T00:56:08.0Z,2,REGULAR,freethrow,2 of 2,[],1629012,,,1610612739,50,32,2021-03-18T00:56:08Z,2770000,,,0,,C. Sexton Free Throw 2 of 2 (14 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,Made,,,,,14.0,,,,,,,,,
281,PT02M51.00S,2021-03-18T00:56:27.2Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,50,32,2021-03-18T00:56:34Z,2780000,,,0,,J. Brown step out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,step,,,Brown,J. Brown,,,,,1627529.0,,,,,,,,,,,,2.0,,,,,,,,
282,PT02M51.00S,2021-03-18T00:56:34.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,50,32,2021-03-18T00:56:34Z,2790000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M33.00S,2021-03-18T00:59:45.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628386,9.411957950065702,1.7846200980392155,1610612739,50,32,2021-03-18T00:59:48Z,2800000,241.0,36.0,1,left,MISS J. Allen 24' 3PT,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,24.38,Missed,,,,,,,,,,,,,,
284,PT02M31.00S,2021-03-18T00:59:47.0Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,50,32,2021-03-18T00:59:48Z,2810000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,283.0,2.0,2.0,0.0,,,,,,,,,,
285,PT02M26.00S,2021-03-18T00:59:52.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,92.59198423127464,50.314031862745104,1610612738,50,32,2021-03-18T00:59:58Z,2820000,2.0,17.0,1,right,MISS G. Williams cutting Layup - blocked,"[1629684, 1628386]",1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,,,,,,1.72,Missed,,,,,,,,,,Allen,1628386.0,,,
286,PT02M26.00S,2021-03-18T00:59:52.9Z,2,REGULAR,block,,[],1628386,,,1610612738,50,32,2021-03-18T00:59:55Z,2830000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M22.00S,2021-03-18T00:59:56.9Z,2,REGULAR,rebound,defensive,[],1629012,,,1610612739,50,32,2021-03-18T00:59:58Z,2840000,,,0,,C. Sexton REBOUND (Off:1 Def:4),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,285.0,5.0,4.0,1.0,,,,,,,,,,
288,PT02M21.00S,2021-03-18T01:00:03.8Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612739,50,32,2021-03-18T01:02:06Z,2850000,,,0,,G. Williams flagrant-type-1 personal FOUL (1 PF) (Allen 2 FT),"[1629684, 1628386]",1610612738.0,BOS,flagrant-type-1,,,Williams,G. Williams,,,,,1151.0,1.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,,
290,PT02M21.00S,2021-03-18T01:00:29.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612739,50,32,2021-03-18T01:01:55Z,2870000,,,0,,,[],,,overturned,,,,,,,,,1151.0,,,,,,,,,,,,,,,,,,,,Common Foul to Flagrant 1
291,PT02M21.00S,2021-03-18T01:02:40.6Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,51,32,2021-03-18T01:03:03Z,2880000,,,0,,J. Allen flagrant Free Throw 1 of 2 (4 PTS),[1628386],1610612739.0,CLE,flagrant,,,Allen,J. Allen,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,
292,PT02M21.00S,2021-03-18T01:02:40.6Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,51,32,2021-03-18T01:03:03Z,2890000,,,0,,MISS J. Allen flagrant Free Throw 2 of 2,[1628386],1610612739.0,CLE,flagrant,,,Allen,J. Allen,,,,,,,,,,,Missed,,,,,,,,,,,,,,
293,PT02M17.00S,2021-03-18T01:02:44.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,51,32,2021-03-18T01:02:48Z,2900000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,292.0,,,,,,,,,,,,,
294,PT02M04.00S,2021-03-18T01:02:58.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629636,6.915243101182654,50.55912990196079,1610612739,51,32,2021-03-18T01:03:08Z,2910000,-3.0,13.0,1,left,MISS D. Garland driving Layup - blocked,"[1629636, 1629057]",1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,,,,1.28,Missed,,,,,,,,,,Williams III,1629057.0,,,
319,PT02M04.00S,2021-03-18T01:02:58.6Z,2,REGULAR,block,,[],1629057,,,1610612739,51,32,2021-03-18T01:11:42Z,2915000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M03.00S,2021-03-18T01:02:59.6Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612739,51,32,2021-03-18T01:07:20Z,2920000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:5),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,294.0,7.0,5.0,2.0,,,,,,,,,,
296,PT02M02.00S,2021-03-18T01:03:06.9Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1626204,5.590000152587891,50.0,1610612739,53,32,2021-03-18T01:07:29Z,2930000,0.0,0.0,1,left,L. Nance Jr. putback DUNK (4 PTS),[1626204],1610612739.0,CLE,putback,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,0.0,Made,,,,,4.0,,,,,,,,,
297,PT01M50.00S,2021-03-18T01:03:16.9Z,2,REGULAR,foul,offensive,[],203935,,,1610612738,53,32,2021-03-18T01:03:24Z,2940000,,,0,,M. Smart offensive FOUL (2 PF),"[203935, 1629012]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,1151.0,2.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,,
299,PT01M50.00S,2021-03-18T01:03:16.9Z,2,REGULAR,turnover,offensive foul,[],203935,,,1610612738,53,32,2021-03-18T01:03:16Z,2960000,,,0,,M. Smart offensive foul TURNOVER (4 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,1151.0,,,,,,,,,,,,4.0,,,,,,,,
300,PT01M23.00S,2021-03-18T01:04:00.4Z,2,REGULAR,turnover,lost ball,[],1629012,,,1610612739,53,32,2021-03-18T01:04:04Z,2970000,,,0,,C. Sexton lost ball TURNOVER (2 TO),"[1629012, 203935]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,2.0,,,,,,Smart,203935.0,
301,PT01M23.00S,2021-03-18T01:04:00.4Z,2,REGULAR,steal,,[],203935,,,1610612738,53,32,2021-03-18T01:04:02Z,2980000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M15.00S,2021-03-18T01:04:08.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629684,93.11760840998686,49.82383578431372,1610612738,53,32,2021-03-18T01:04:12Z,2990000,-1.0,12.0,1,right,MISS G. Williams cutting Layup,[1629684],1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,,,,,,1.22,Missed,,,,,,,,,,,,,,
303,PT01M13.00S,2021-03-18T01:04:10.6Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,53,32,2021-03-18T01:04:10Z,3000000,,,0,,R. Williams III REBOUND (Off:3 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,302.0,8.0,5.0,3.0,,,,,,,,,,
304,PT01M11.00S,2021-03-18T01:04:13.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629057,91.01511169513797,42.470894607843135,1610612738,53,34,2021-03-18T01:04:20Z,3010000,-38.0,32.0,1,right,R. Williams III Layup (6 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,4.94,Made,,,,,6.0,,,,,,,,,
305,PT00M49.60S,2021-03-18T01:04:34.9Z,2,REGULAR,3pt,Jump Shot,[],1629012,29.25427069645204,75.3140318627451,1610612739,53,34,2021-03-18T01:04:38Z,3020000,-127.0,222.0,1,left,MISS C. Sexton 25' 3PT,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,25.6,Missed,,,,,,,,,,,,,,
306,PT00M47.30S,2021-03-18T01:04:37.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,53,34,2021-03-18T01:04:38Z,3030000,,,0,,R. Williams III REBOUND (Off:3 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,305.0,9.0,6.0,3.0,,,,,,,,,,
307,PT00M38.80S,2021-03-18T01:04:46.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,90.09526938239159,57.666973039215684,1610612738,53,36,2021-03-18T01:04:50Z,3040000,38.0,41.0,1,right,J. Brown driving floating Jump Shot (5 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,5.58,Made,,,,,5.0,,J. Tatum,1628369.0,1.0,,,,,
309,PT00M26.70S,2021-03-18T01:05:00.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,8.754927726675426,41.00030637254902,1610612739,53,36,2021-03-18T01:05:05Z,3060000,45.0,30.0,1,left,MISS J. Allen Jump Shot - blocked,"[1628386, 1627759]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,5.4,Missed,,,,,,,,,,Brown,1627759.0,,,
310,PT00M26.70S,2021-03-18T01:05:00.5Z,2,REGULAR,block,,[],1627759,,,1610612739,53,36,2021-03-18T01:12:28Z,3070000,,,0,,J. Brown BLOCK (3 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M23.30S,2021-03-18T01:05:03.9Z,2,REGULAR,rebound,offensive,[],1630171,,,1610612739,53,36,2021-03-18T01:05:05Z,3080000,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,309.0,2.0,1.0,1.0,,,,,,,,,,
312,PT00M23.10S,2021-03-18T01:05:07.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,53,36,2021-03-18T01:05:07Z,3090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M18.00S,2021-03-18T01:05:31.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629636,7.178055190538765,49.08854166666667,1610612739,55,36,2021-03-18T01:05:37Z,3100000,5.0,15.0,1,left,D. Garland driving finger roll Layup (18 PTS),[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,,,,,,1.57,Made,,,,,18.0,,,,,,,,,
314,PT00M04.80S,2021-03-18T01:05:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.46057818659659,60.60814950980392,1610612738,55,38,2021-03-18T01:05:57Z,3110000,53.0,18.0,1,right,J. Brown cutting Layup (7 PTS) (R. Williams III 3 AST),"[1627759, 1629057]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,,,,,,5.61,Made,,,,,7.0,,R. Williams III,1629057.0,3.0,,,,,
316,PT00M00.00S,2021-03-18T01:06:02.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,14.273981603153747,55.21599264705882,1610612739,55,38,2021-03-18T01:06:06Z,3130000,-26.0,82.0,1,left,MISS C. Sexton 8' driving floating Shot,[1629012],1610612739.0,CLE,driving floating,,,Sexton,C. Sexton,,,,,,,,,,8.58,Missed,,,,,,,,,,,,,,
317,PT00M00.00S,2021-03-18T01:06:02.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,55,38,2021-03-18T01:06:06Z,3140000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,
318,PT00M00.00S,2021-03-18T01:06:06.3Z,2,REGULAR,period,end,[],0,,,1610612739,55,38,2021-03-18T01:06:06Z,3150000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-03-18T01:21:13.6Z,3,REGULAR,substitution,out,['startperiod'],1629057,,,1610612739,55,38,2021-03-18T01:21:31Z,3160000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-03-18T01:21:13.6Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612739,55,38,2021-03-18T01:21:31Z,3170000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-03-18T01:21:13.6Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612739,55,38,2021-03-18T01:21:31Z,3180000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-03-18T01:21:13.6Z,3,REGULAR,substitution,in,['startperiod'],1628400,,,1610612739,55,38,2021-03-18T01:21:31Z,3190000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-03-18T01:21:28.8Z,3,REGULAR,period,start,[],0,,,1610612738,55,38,2021-03-18T01:21:31Z,3200000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M43.00S,2021-03-18T01:21:44.0Z,3,REGULAR,3pt,Jump Shot,[],1628400,20.581471747700395,6.441482843137254,1610612738,55,41,2021-03-18T01:21:49Z,3210000,218.0,141.0,1,left,S. Ojeleye 25' 3PT  (5 PTS),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,25.95,Made,,,,,5.0,,,,,,,,,
326,PT11M15.00S,2021-03-18T01:22:13.0Z,3,REGULAR,2pt,Jump Shot,[],1629636,86.81011826544021,70.41207107843137,1610612739,55,41,2021-03-18T01:22:16Z,3220000,102.0,71.0,1,right,MISS D. Garland 12' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,,,12.46,Missed,,,,,,,,,,,,,,
327,PT11M13.00S,2021-03-18T01:22:15.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,41,2021-03-18T01:22:16Z,3230000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,326.0,4.0,4.0,0.0,,,,,,,,,,
328,PT11M07.00S,2021-03-18T01:22:20.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,35.56176084099869,48.84344362745098,1610612738,55,41,2021-03-18T01:22:24Z,3240000,6.0,282.0,1,left,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,28.19,Missed,,,,,,,,,,,,,,
329,PT11M05.00S,2021-03-18T01:22:22.7Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,55,41,2021-03-18T01:22:24Z,3250000,,,0,,J. Allen REBOUND (Off:1 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,328.0,5.0,4.0,1.0,,,,,,,,,,
330,PT10M52.00S,2021-03-18T01:22:35.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,94.03745072273325,56.93167892156863,1610612739,57,41,2021-03-18T01:22:40Z,3260000,35.0,4.0,1,right,C. Sexton driving floating bank Jump Shot (16 PTS),[1629012],1610612739.0,CLE,driving floating bank,,,Sexton,C. Sexton,,,,,,,,,,3.49,Made,,,,,16.0,,,,,,,,,
331,PT10M35.00S,2021-03-18T01:22:52.5Z,3,REGULAR,3pt,Jump Shot,[],1627759,12.302890932982917,4.970894607843137,1610612738,57,41,2021-03-18T01:24:24Z,3270000,225.0,63.0,1,left,MISS J. Brown step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,,,,,,23.38,Missed,,,,,,,,,,,,,,
332,PT10M31.00S,2021-03-18T01:22:56.5Z,3,REGULAR,rebound,defensive,[],1630171,,,1610612739,57,41,2021-03-18T01:22:57Z,3280000,,,0,,I. Okoro REBOUND (Off:1 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,331.0,3.0,2.0,1.0,,,,,,,,,,
333,PT10M25.00S,2021-03-18T01:23:02.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630171,94.03745072273325,54.23560049019608,1610612739,59,41,2021-03-18T01:23:23Z,3290000,21.0,4.0,1,right,I. Okoro driving Layup (6 PTS),[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,,,,,,2.15,Made,,,,,6.0,,,,,,,,,
334,PT10M13.00S,2021-03-18T01:23:14.1Z,3,REGULAR,3pt,Jump Shot,[],203935,33.85348226018397,50.06893382352941,1610612738,59,44,2021-03-18T01:23:18Z,3300000,0.0,266.0,1,left,M. Smart 26' 3PT  (11 PTS) (D. Theis 4 AST),"[203935, 1628464]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,26.57,Made,,,,,11.0,,D. Theis,1628464.0,4.0,,,,,
336,PT09M46.00S,2021-03-18T01:23:41.6Z,3,REGULAR,3pt,Jump Shot,[],1626204,70.64717477003943,75.80422794117648,1610612739,62,44,2021-03-18T01:23:45Z,3320000,129.0,223.0,1,right,L. Nance Jr. 25' 3PT  (7 PTS) (D. Garland 2 AST),"[1626204, 1629636]",1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,25.8,Made,,,,,7.0,,D. Garland,1629636.0,2.0,,,,,
338,PT09M37.00S,2021-03-18T01:23:57.2Z,3,REGULAR,3pt,Jump Shot,[],1627759,31.488173455978973,69.43167892156863,1610612738,62,44,2021-03-18T01:24:03Z,3340000,-97.0,243.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,26.22,Missed,,,,,,,,,,,,,,
339,PT09M33.00S,2021-03-18T01:24:01.9Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,62,44,2021-03-18T01:24:01Z,3350000,,,0,,D. Theis REBOUND (Off:2 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,338.0,4.0,2.0,2.0,,,,,,,,,,
340,PT09M31.00S,2021-03-18T01:24:03.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,7.966491458607096,96.8826593137255,1610612738,62,47,2021-03-18T01:24:07Z,3360000,-234.0,22.0,1,left,M. Smart 3PT  (14 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,23.55,Made,,,,,14.0,,J. Tatum,1628369.0,2.0,,,,,
342,PT09M08.00S,2021-03-18T01:24:26.3Z,3,REGULAR,3pt,Jump Shot,[],1629012,71.69842312746385,78.74540441176471,1610612739,62,47,2021-03-18T01:24:31Z,3380000,144.0,214.0,1,right,MISS C. Sexton 25' 3PT,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,25.74,Missed,,,,,,,,,,,,,,
