actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
80,PT05M07.00S,2023-04-15T19:56:20.8Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,16,10,2023-04-15T19:56:30Z,800000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1629057]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Right,2.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,
81,PT05M07.00S,2023-04-15T19:56:20.8Z,1,REGULAR,steal,,[],1629057,,,1610612738,16,10,2023-04-15T19:56:30Z,810000,False,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
82,PT04M55.00S,2023-04-15T19:56:32.8Z,1,REGULAR,turnover,bad pass,[],201143,,,1610612738,16,10,2023-04-15T19:56:36Z,820000,False,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 1629027]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right,1.0,Young,1629027.0,,,,,,,,,,,,,,,,,
83,PT04M55.00S,2023-04-15T19:56:32.8Z,1,REGULAR,steal,,[],1629027,,,1610612737,16,10,2023-04-15T19:56:35Z,830000,False,,,0,,T. Young STEAL (2 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
84,PT04M49.00S,2023-04-15T19:56:38.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629027,17.427726675427067,45.588235294117645,1610612737,16,12,2023-04-15T19:57:39Z,840000,False,22.0,111.0,1,left,T. Young 11' running Layup (2 PTS) (J. Collins 1 AST),"[1629027, 1628381]",1610612737.0,ATL,running,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,11.35,Made,2.0,,,,,,,J. Collins,1628381.0,1.0,,,,,
86,PT04M31.00S,2023-04-15T19:56:56.4Z,1,REGULAR,3pt,Jump Shot,[],1628401,67.7562417871222,32.84313725490196,1610612738,19,12,2023-04-15T19:57:52Z,860000,False,-86.0,251.0,1,right,D. White 26' 3PT pullup (3 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,26.49,Made,3.0,,,,,,,,,,,,,,
88,PT04M14.00S,2023-04-15T19:57:21.3Z,1,REGULAR,violation,kicked ball,[],1628401,,,1610612737,19,12,2023-04-15T19:57:43Z,880000,False,,,0,,D. White kicked ball VIOLATION,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,
89,PT04M14.00S,2023-04-15T19:57:25.2Z,1,REGULAR,substitution,out,[],1627759,,,1610612737,19,12,2023-04-15T19:57:34Z,890000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M14.00S,2023-04-15T19:57:25.2Z,1,REGULAR,substitution,out,[],201143,,,1610612737,19,12,2023-04-15T19:57:34Z,900000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M14.00S,2023-04-15T19:57:25.2Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,19,12,2023-04-15T19:57:34Z,910000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M14.00S,2023-04-15T19:57:25.2Z,1,REGULAR,substitution,in,[],1627763,,,1610612737,19,12,2023-04-15T19:57:34Z,920000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M14.00S,2023-04-15T19:57:25.2Z,1,REGULAR,substitution,in,[],1630573,,,1610612737,19,12,2023-04-15T19:57:34Z,930000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M14.00S,2023-04-15T19:57:25.2Z,1,REGULAR,substitution,in,[],203992,,,1610612737,19,12,2023-04-15T19:57:34Z,940000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M02.00S,2023-04-15T19:57:53.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,11.383048620236531,47.05882352941176,1610612737,19,14,2023-04-15T19:57:59Z,950000,False,15.0,55.0,1,left,C. Capela Hook (4 PTS) (D. Murray 3 AST),"[203991, 1627749]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,5.64,Made,4.0,,,,,,,D. Murray,1627749.0,3.0,,,,,
97,PT03M42.00S,2023-04-15T19:58:20.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,91.01511169513797,60.5392156862745,1610612738,19,14,2023-04-15T19:58:26Z,970000,False,53.0,32.0,1,right,MISS M. Brogdon 6' step back Shot,[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,6.17,Missed,,,,,,,,,,,,,,,
98,PT03M41.00S,2023-04-15T19:58:21.2Z,1,REGULAR,rebound,offensive,[],1627763,,,1610612738,19,14,2023-04-15T19:58:51Z,980000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:0),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,97.0,1.0,0.0,1.0,,,,,,,,,,
100,PT03M38.00S,2023-04-15T19:58:28.0Z,1,REGULAR,substitution,out,[],203991,,,1610612738,19,14,2023-04-15T19:58:38Z,1000000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M38.00S,2023-04-15T19:58:28.0Z,1,REGULAR,substitution,out,[],1628381,,,1610612738,19,14,2023-04-15T19:58:38Z,1010000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M38.00S,2023-04-15T19:58:28.0Z,1,REGULAR,substitution,in,[],1630168,,,1610612738,19,14,2023-04-15T19:58:38Z,1020000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M38.00S,2023-04-15T19:58:28.0Z,1,REGULAR,substitution,in,[],1630180,,,1610612738,19,14,2023-04-15T19:58:38Z,1030000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M32.00S,2023-04-15T19:58:51.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629057,90.88370565045992,46.07843137254902,1610612738,21,14,2023-04-15T19:58:55Z,1040000,False,-20.0,33.0,1,right,R. Williams III alley-oop DUNK (2 PTS) (J. Tatum 1 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,3.86,Made,2.0,,,,,,,J. Tatum,1628369.0,1.0,,,,,
106,PT03M16.00S,2023-04-15T19:59:05.7Z,1,REGULAR,3pt,Jump Shot,[],1630180,22.421156373193167,90.19607843137256,1610612737,21,14,2023-04-15T19:59:12Z,1060000,False,-201.0,158.0,1,left,MISS S. Bey 25' 3PT,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,25.59,Missed,,,,,,,,,,,,,,,
107,PT03M15.00S,2023-04-15T19:59:06.7Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,21,14,2023-04-15T19:59:16Z,1070000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,106.0,2.0,1.0,1.0,,,,,,,,,,
108,PT03M03.00S,2023-04-15T19:59:19.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,66.17936925098554,52.20588235294118,1610612738,24,14,2023-04-15T19:59:24Z,1080000,False,11.0,265.0,1,right,J. Tatum 26' 3PT step back (11 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,26.56,Made,11.0,,,,,,,,,,,,,,
109,PT02M48.00S,2023-04-15T19:59:34.5Z,1,REGULAR,3pt,Jump Shot,[],1627749,10.463206307490145,96.81372549019608,1610612737,24,14,2023-04-15T19:59:41Z,1090000,False,-234.0,46.0,1,left,MISS D. Murray 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,,,,23.86,Missed,,,,,,,,,,,,,,,
110,PT02M45.00S,2023-04-15T19:59:37.5Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,24,14,2023-04-15T19:59:41Z,1100000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,,,,,109.0,1.0,0.0,1.0,,,,,,,,,,
111,PT02M42.00S,2023-04-15T19:59:40.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203992,32.670827858081466,64.70588235294117,1610612737,24,14,2023-04-15T19:59:46Z,1110000,False,-74.0,255.0,1,left,MISS B. Bogdanovic 26' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,,,,26.5,Missed,,,,,,,,,,,,,,,
112,PT02M41.00S,2023-04-15T19:59:41.6Z,1,REGULAR,rebound,offensive,[],1627749,,,1610612737,24,14,2023-04-15T19:59:46Z,1120000,False,,,0,,D. Murray REBOUND (Off:1 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,,111.0,2.0,1.0,1.0,,,,,,,,,,
113,PT02M38.00S,2023-04-15T19:59:43.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627749,10.463206307490145,53.431372549019606,1610612737,24,16,2023-04-15T19:59:50Z,1130000,False,-17.0,46.0,1,left,D. Murray putback Layup (6 PTS),[1627749],1610612737.0,ATL,putback,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,4.9,Made,6.0,,,,,,,,,,,,,,
114,PT02M16.00S,2023-04-15T20:00:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.32917214191852,44.85294117647059,1610612738,26,16,2023-04-15T20:00:09Z,1140000,False,-26.0,20.0,1,right,J. Tatum cutting Layup (13 PTS) (R. Williams III 2 AST),"[1628369, 1629057]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,3.23,Made,13.0,,,,,,,R. Williams III,1629057.0,2.0,,,,,
116,PT02M06.00S,2023-04-15T20:00:16.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,9.280551905387648,45.83333333333333,1610612737,26,18,2023-04-15T20:00:19Z,1160000,False,21.0,35.0,1,left,D. Murray driving Layup (8 PTS),[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,4.05,Made,8.0,,,,,,,,,,,,,,
117,PT01M48.00S,2023-04-15T20:00:37.4Z,1,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612738,26,18,2023-04-15T20:04:39Z,1170000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (White 2 FT),"[1630168, 1628401]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1662.0,1.0,0.0,White,1628401.0
119,PT01M48.00S,2023-04-15T20:00:57.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,26,18,2023-04-15T20:00:57Z,1190000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M48.00S,2023-04-15T20:04:12.8Z,1,REGULAR,substitution,out,[],1627749,,,1610612738,26,18,2023-04-15T20:04:38Z,1200000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M48.00S,2023-04-15T20:04:12.8Z,1,REGULAR,substitution,out,[],1629631,,,1610612738,26,18,2023-04-15T20:04:38Z,1210000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M48.00S,2023-04-15T20:04:12.8Z,1,REGULAR,substitution,in,[],1629027,,,1610612738,26,18,2023-04-15T20:04:38Z,1220000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M48.00S,2023-04-15T20:04:12.8Z,1,REGULAR,substitution,in,[],1630552,,,1610612738,26,18,2023-04-15T20:04:38Z,1230000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M48.00S,2023-04-15T20:04:41.0Z,1,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,26,18,2023-04-15T20:04:41Z,1240000,False,,,0,,MISS D. White Free Throw 1 of 2,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
125,PT01M48.00S,2023-04-15T20:04:41.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,26,18,2023-04-15T20:04:41Z,1250000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,
126,PT01M48.00S,2023-04-15T20:04:54.2Z,1,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,27,18,2023-04-15T20:04:54Z,1260000,False,,,0,,D. White Free Throw 2 of 2 (4 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
127,PT01M26.00S,2023-04-15T20:05:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,8.229303547963205,38.970588235294116,1610612737,27,18,2023-04-15T20:05:24Z,1270000,False,55.0,25.0,1,left,MISS J. Johnson 6' cutting Layup - blocked,"[1630552, 1629057]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,6.05,Missed,,,,,,Williams III,1629057.0,,,,,,,,
128,PT01M26.00S,2023-04-15T20:05:17.7Z,1,REGULAR,block,,[],1629057,,,1610612737,27,18,2023-04-15T20:05:19Z,1280000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
129,PT01M25.00S,2023-04-15T20:05:18.7Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,27,18,2023-04-15T20:05:24Z,1290000,False,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,127.0,3.0,2.0,1.0,,,,,,,,,,
130,PT01M22.00S,2023-04-15T20:05:29.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,92.06636005256242,42.8921568627451,1610612738,27,18,2023-04-15T20:05:56Z,1300000,False,-36.0,22.0,1,right,MISS J. Tatum running Layup - blocked,"[1628369, 203992]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,4.18,Missed,,,,,,Bogdanovic,203992.0,,,,,,,,
136,PT01M22.00S,2023-04-15T20:05:29.5Z,1,REGULAR,block,,[],203992,,,1610612738,27,18,2023-04-15T20:05:56Z,1305000,False,,,0,,B. Bogdanovic BLOCK (1 BLK),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
131,PT01M21.00S,2023-04-15T20:05:30.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,27,18,2023-04-15T20:05:56Z,1310000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,130.0,,,,,,,,,,,,,
133,PT01M21.00S,2023-04-15T20:05:34.0Z,1,REGULAR,substitution,out,[],1628401,,,1610612737,27,18,2023-04-15T20:05:38Z,1330000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M21.00S,2023-04-15T20:05:34.0Z,1,REGULAR,substitution,in,[],203935,,,1610612737,27,18,2023-04-15T20:05:38Z,1340000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M07.00S,2023-04-15T20:05:55.4Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,27,18,2023-04-15T20:05:59Z,1350000,False,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 203935]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Left,3.0,Smart,203935.0,,,,,,,,,,,,,,,,,
137,PT01M07.00S,2023-04-15T20:05:55.4Z,1,REGULAR,steal,,[],203935,,,1610612738,27,18,2023-04-15T20:05:57Z,1360000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
138,PT01M01.00S,2023-04-15T20:06:01.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627763,79.31997371879106,7.598039215686274,1610612738,27,18,2023-04-15T20:06:53Z,1370000,False,-212.0,142.0,1,right,MISS M. Brogdon 25' running pullup 3PT,[1627763],1610612738.0,BOS,running pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,25.51,Missed,,,,,,,,,,,,,,,
139,PT00M59.10S,2023-04-15T20:06:03.0Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,27,18,2023-04-15T20:06:06Z,1380000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,
140,PT00M51.50S,2023-04-15T20:06:11.1Z,1,REGULAR,3pt,Jump Shot,[],1630552,29.38567674113009,22.058823529411764,1610612737,27,18,2023-04-15T20:06:18Z,1390000,False,140.0,224.0,1,left,MISS J. Johnson 26' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,26.37,Missed,,,,,,,,,,,,,,,
141,PT00M50.50S,2023-04-15T20:06:12.1Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,27,18,2023-04-15T20:06:18Z,1400000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,,,,140.0,3.0,2.0,1.0,,,,,,,,,,
142,PT00M39.40S,2023-04-15T20:06:23.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,93.51182654402102,94.85294117647058,1610612738,27,18,2023-04-15T20:06:30Z,1410000,False,224.0,8.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,,,,22.45,Missed,,,,,,,,,,,,,,,
143,PT00M38.00S,2023-04-15T20:06:24.7Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,27,18,2023-04-15T20:06:30Z,1420000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,
144,PT00M31.50S,2023-04-15T20:06:32.5Z,1,REGULAR,foul,offensive,[],1630552,,,1610612737,27,18,2023-04-15T20:06:45Z,1430000,False,,,0,,J. Johnson offensive FOUL (1 PF),"[1630552, 203935]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Smart,203935.0
146,PT00M31.50S,2023-04-15T20:06:32.5Z,1,REGULAR,turnover,offensive foul,[],1630552,,,1610612737,27,18,2023-04-15T20:06:32Z,1450000,False,,,0,,J. Johnson offensive foul TURNOVER (1 TO),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,,,,202049.0,,,,
147,PT00M18.40S,2023-04-15T20:07:03.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629057,92.9862023653088,54.65686274509803,1610612738,29,18,2023-04-15T20:07:07Z,1460000,False,23.0,13.0,1,right,R. Williams III cutting Layup (4 PTS) (M. Brogdon 1 AST),"[1629057, 1627763]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,2.69,Made,4.0,,,,,,,M. Brogdon,1627763.0,1.0,,,,,
149,PT00M00.50S,2023-04-15T20:07:26.5Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612737,29,18,2023-04-15T20:07:35Z,1480000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Okongwu 2 FT),"[1628369, 1630168]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Okongwu,1630168.0
151,PT00M00.50S,2023-04-15T20:07:47.1Z,1,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,29,19,2023-04-15T20:07:47Z,1500000,False,,,0,,O. Okongwu Free Throw 1 of 2 (1 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
152,PT00M00.50S,2023-04-15T20:07:52.8Z,1,REGULAR,substitution,out,[],1630573,,,1610612737,29,19,2023-04-15T20:07:58Z,1510000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M00.50S,2023-04-15T20:07:52.8Z,1,REGULAR,substitution,in,[],201143,,,1610612737,29,19,2023-04-15T20:07:58Z,1520000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M00.50S,2023-04-15T20:07:47.1Z,1,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,29,19,2023-04-15T20:08:18Z,1530000,False,,,0,,MISS O. Okongwu Free Throw 2 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
155,PT00M00.50S,2023-04-15T20:07:47.1Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,29,19,2023-04-15T20:08:18Z,1540000,False,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,154.0,2.0,1.0,1.0,,,,,,,,,,
156,PT00M00.00S,2023-04-15T20:08:20.2Z,1,REGULAR,period,end,[],0,,,1610612738,29,19,2023-04-15T20:08:20Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-04-15T20:10:51.5Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,29,19,2023-04-15T20:11:46Z,1560000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-04-15T20:10:51.5Z,2,REGULAR,substitution,out,['startperiod'],201143,,,1610612738,29,19,2023-04-15T20:11:46Z,1570000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-04-15T20:10:51.5Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,29,19,2023-04-15T20:11:46Z,1580000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-04-15T20:10:51.5Z,2,REGULAR,substitution,in,['startperiod'],1630573,,,1610612738,29,19,2023-04-15T20:11:46Z,1590000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-04-15T20:11:57.3Z,2,REGULAR,period,start,[],0,,,1610612738,29,19,2023-04-15T20:11:57Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M50.00S,2023-04-15T20:12:06.8Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,29,19,2023-04-15T20:27:19Z,1610000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 203992]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,1.0,Bogdanovic,203992.0,,,,,,,,,,,,,,,,,
163,PT11M50.00S,2023-04-15T20:12:06.8Z,2,REGULAR,steal,,[],203992,,,1610612737,29,19,2023-04-15T20:12:09Z,1620000,False,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
164,PT11M46.00S,2023-04-15T20:12:10.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630552,9.674770039421814,43.627450980392155,1610612737,29,21,2023-04-15T20:12:16Z,1630000,False,32.0,38.0,1,left,J. Johnson running DUNK (2 PTS) (B. Bogdanovic 1 AST),"[1630552, 203992]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,4.99,Made,2.0,,,,,,,B. Bogdanovic,203992.0,1.0,,,,,
