actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
543,PT09M00.00S,2023-04-15T21:36:49.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,98,84,2023-04-15T21:36:57Z,5410000,False,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,542.0,8.0,8.0,0.0,,,,,,,,,,
544,PT08M51.00S,2023-04-15T21:36:57.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,7.30946123521682,34.55882352941176,1610612738,100,84,2023-04-15T21:39:50Z,5420000,False,77.0,16.0,1,left,M. Brogdon 7' pullup Jump Shot (5 PTS) (J. Brown 3 AST),"[1627763, 1627759]",1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,7.89,Made,5.0,,,,,,,J. Brown,1627759.0,3.0,,,,,
546,PT08M39.00S,2023-04-15T21:37:11.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,92.72339027595268,45.588235294117645,1610612737,100,84,2023-04-15T21:40:26Z,5440000,False,-22.0,16.0,1,right,MISS O. Okongwu alley-oop DUNK,[1630168],1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,2.72,Missed,,,,,,,,,,,,,,,
547,PT08M38.00S,2023-04-15T21:37:12.7Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,100,84,2023-04-15T21:39:47Z,5450000,False,,,0,,O. Okongwu REBOUND (Off:4 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,546.0,4.0,0.0,4.0,,,,,,,,,,
552,PT08M38.00S,2023-04-15T21:37:24.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,94.1688567674113,47.30392156862745,1610612737,100,84,2023-04-15T21:39:04Z,5455000,False,-13.0,2.0,1,right,MISS O. Okongwu putback Layup,[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,1.37,Missed,,,,,,,,,,,,,,,
553,PT08M37.00S,2023-04-15T21:37:25.2Z,4,REGULAR,rebound,offensive,[],1630552,,,1610612737,100,84,2023-04-15T21:39:04Z,5457500,False,,,0,,J. Johnson REBOUND (Off:1 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,552.0,5.0,4.0,1.0,,,,,,,,,,
554,PT08M37.00S,2023-04-15T21:37:30.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630552,92.06636005256242,49.754901960784316,1610612737,100,84,2023-04-15T21:40:26Z,5458750,False,-1.0,22.0,1,right,MISS J. Johnson tip Layup,[1630552],1610612737.0,ATL,tip,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,2.21,Missed,,,,,,,,,,,,,,,
555,PT08M34.00S,2023-04-15T21:37:33.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,100,84,2023-04-15T21:39:33Z,5459375,False,,,0,,J. Brown REBOUND (Off:3 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,554.0,9.0,6.0,3.0,,,,,,,,,,
548,PT08M11.00S,2023-04-15T21:37:36.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,10.85742444152431,49.754901960784316,1610612738,100,84,2023-04-15T21:41:59Z,5460000,False,1.0,50.0,1,left,MISS J. Brown pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,4.96,Missed,,,,,,,,,,,,,,,
549,PT08M10.00S,2023-04-15T21:37:37.8Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,100,84,2023-04-15T21:37:47Z,5470000,False,,,0,,J. Brown REBOUND (Off:4 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,548.0,10.0,6.0,4.0,,,,,,,,,,
550,PT08M10.00S,2023-04-15T21:37:40.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,8.623521681997373,44.36274509803921,1610612738,102,84,2023-04-15T21:37:49Z,5480000,False,28.0,29.0,1,left,J. Brown putback Layup (26 PTS),[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,4.02,Made,26.0,,,,,,,,,,,,,,
551,PT08M10.00S,2023-04-15T21:37:48.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,102,84,2023-04-15T21:37:48Z,5490000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M10.00S,2023-04-15T21:40:38.9Z,4,REGULAR,substitution,out,[],1629027,,,1610612737,102,84,2023-04-15T21:41:11Z,5500000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT08M10.00S,2023-04-15T21:40:38.9Z,4,REGULAR,substitution,in,[],1627749,,,1610612737,102,84,2023-04-15T21:41:11Z,5510000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M00.00S,2023-04-15T21:41:30.7Z,4,REGULAR,3pt,Jump Shot,[],1627749,87.72996057818659,2.696078431372549,1610612737,102,84,2023-04-15T21:41:40Z,5520000,False,-237.0,63.0,1,right,MISS D. Murray 24' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,,,,24.47,Missed,,,,,,,,,,,,,,,
559,PT07M59.00S,2023-04-15T21:41:31.7Z,4,REGULAR,rebound,offensive,[],1630552,,,1610612737,102,84,2023-04-15T21:41:40Z,5530000,False,,,0,,J. Johnson REBOUND (Off:2 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,558.0,6.0,4.0,2.0,,,,,,,,,,
560,PT07M55.00S,2023-04-15T21:41:35.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203992,71.04139290407359,75.0,1610612737,102,87,2023-04-15T21:41:42Z,5540000,False,125.0,220.0,1,right,B. Bogdanovic 25' 3PT  (9 PTS) (J. Johnson 1 AST),"[203992, 1630552]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,25.28,Made,9.0,,,,,,,J. Johnson,1630552.0,1.0,,,,,
562,PT07M38.00S,2023-04-15T21:41:54.6Z,4,REGULAR,foul,personal,[],203992,,,1610612738,102,87,2023-04-15T21:42:11Z,5560000,False,,,0,,B. Bogdanovic personal FOUL (1 PF),"[203992, 1627763]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Brogdon,1627763.0
564,PT07M24.00S,2023-04-15T21:42:23.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.09789750328515,52.450980392156865,1610612738,104,87,2023-04-15T21:42:26Z,5580000,False,-12.0,24.0,1,left,J. Tatum driving Layup (23 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,2.66,Made,23.0,,,,,,,,,,,,,,
565,PT07M16.00S,2023-04-15T21:42:31.5Z,4,REGULAR,3pt,Jump Shot,[],203992,72.09264126149803,9.803921568627452,1610612737,104,87,2023-04-15T21:42:37Z,5590000,False,-201.0,210.0,1,right,MISS B. Bogdanovic 29' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,29.05,Missed,,,,,,,,,,,,,,,
566,PT07M15.00S,2023-04-15T21:42:32.5Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,104,87,2023-04-15T21:42:37Z,5600000,False,,,0,,O. Okongwu REBOUND (Off:5 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,,,565.0,5.0,0.0,5.0,,,,,,,,,,
567,PT07M07.00S,2023-04-15T21:42:40.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630552,89.70105124835742,35.53921568627451,1610612737,104,87,2023-04-15T21:43:24Z,5610000,False,-72.0,44.0,1,right,MISS J. Johnson 8' driving floating bank Shot,[1630552],1610612737.0,ATL,driving floating bank,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Left,,,,8.48,Missed,,,,,,,,,,,,,,,
568,PT07M05.00S,2023-04-15T21:42:42.9Z,4,REGULAR,rebound,defensive,[],1627763,,,1610612738,104,87,2023-04-15T21:42:46Z,5620000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:4),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,567.0,5.0,4.0,1.0,,,,,,,,,,
569,PT06M53.00S,2023-04-15T21:42:54.7Z,4,REGULAR,3pt,Jump Shot,[],1628401,28.728646517739815,25.735294117647058,1610612738,104,87,2023-04-15T21:43:00Z,5630000,False,121.0,218.0,1,left,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,24.9,Missed,,,,,,,,,,,,,,,
570,PT06M50.00S,2023-04-15T21:42:57.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,104,87,2023-04-15T21:43:00Z,5640000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,569.0,,,,,,,,,,,,,
572,PT06M50.00S,2023-04-15T21:43:02.3Z,4,REGULAR,substitution,out,[],1630552,,,1610612737,104,87,2023-04-15T21:43:22Z,5660000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT06M50.00S,2023-04-15T21:43:02.3Z,4,REGULAR,substitution,out,[],1630180,,,1610612737,104,87,2023-04-15T21:43:22Z,5670000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M50.00S,2023-04-15T21:43:02.3Z,4,REGULAR,substitution,in,[],1629631,,,1610612737,104,87,2023-04-15T21:43:22Z,5680000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M50.00S,2023-04-15T21:43:02.3Z,4,REGULAR,substitution,in,[],1628381,,,1610612737,104,87,2023-04-15T21:43:22Z,5690000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M37.00S,2023-04-15T21:43:37.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.24901445466492,43.38235294117647,1610612737,104,87,2023-04-15T21:43:44Z,5700000,False,-33.0,11.0,1,right,MISS D. Murray driving Layup,[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,3.49,Missed,,,,,,,,,,,,,,,
577,PT06M36.00S,2023-04-15T21:43:38.4Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,104,87,2023-04-15T21:43:44Z,5710000,False,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,576.0,9.0,9.0,0.0,,,,,,,,,,
578,PT06M35.00S,2023-04-15T21:43:43.4Z,4,REGULAR,foul,personal,[],203992,,,1610612738,104,87,2023-04-15T21:44:19Z,5720000,False,,,0,,B. Bogdanovic personal FOUL (2 PF),"[203992, 1628369]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Tatum,1628369.0
580,PT06M35.00S,2023-04-15T21:44:18.6Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,104,87,2023-04-15T21:44:27Z,5740000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT06M35.00S,2023-04-15T21:44:18.6Z,4,REGULAR,substitution,out,[],1630168,,,1610612738,104,87,2023-04-15T21:44:27Z,5750000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT06M35.00S,2023-04-15T21:44:18.6Z,4,REGULAR,substitution,in,[],203935,,,1610612738,104,87,2023-04-15T21:44:27Z,5760000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M35.00S,2023-04-15T21:44:18.6Z,4,REGULAR,substitution,in,[],203991,,,1610612738,104,87,2023-04-15T21:44:27Z,5770000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT06M22.00S,2023-04-15T21:44:31.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.5722733245729295,40.931372549019606,1610612738,104,87,2023-04-15T21:44:35Z,5780000,False,45.0,19.0,1,left,MISS J. Tatum driving reverse Layup,[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,4.9,Missed,,,,,,,,,,,,,,,
585,PT06M20.00S,2023-04-15T21:44:33.5Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,104,87,2023-04-15T21:44:35Z,5790000,False,,,0,,J. Collins REBOUND (Off:1 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,584.0,4.0,3.0,1.0,,,,,,,,,,
586,PT06M09.00S,2023-04-15T21:44:43.8Z,4,REGULAR,3pt,Jump Shot,[],1629631,94.95729303547962,3.6764705882352944,1610612737,104,87,2023-04-15T21:44:50Z,5800000,False,-232.0,-5.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,23.17,Missed,,,,,,,,,,,,,,,
587,PT06M08.00S,2023-04-15T21:44:44.8Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,104,87,2023-04-15T21:44:50Z,5810000,False,,,0,,A. Horford REBOUND (Off:2 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,,,,,586.0,9.0,7.0,2.0,,,,,,,,,,
588,PT05M50.00S,2023-04-15T21:45:03.0Z,4,REGULAR,3pt,Jump Shot,[],1627763,6.389618922470433,96.32352941176471,1610612738,104,87,2023-04-15T21:45:09Z,5820000,False,-232.0,8.0,1,left,MISS M. Brogdon 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,,,23.17,Missed,,,,,,,,,,,,,,,
589,PT05M47.00S,2023-04-15T21:45:06.0Z,4,REGULAR,rebound,defensive,[],1629631,,,1610612737,104,87,2023-04-15T21:45:09Z,5830000,False,,,0,,D. Hunter REBOUND (Off:0 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,,,,588.0,3.0,3.0,0.0,,,,,,,,,,
590,PT05M41.00S,2023-04-15T21:45:13.5Z,4,REGULAR,foul,offensive,[],1629631,,,1610612737,104,87,2023-04-15T21:45:29Z,5840000,False,,,0,,D. Hunter offensive FOUL (4 PF),"[1629631, 1627763]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,1662.0,4.0,0.0,Brogdon,1627763.0
592,PT05M41.00S,2023-04-15T21:45:13.5Z,4,REGULAR,turnover,offensive foul,[],1629631,,,1610612737,104,87,2023-04-15T21:45:13Z,5860000,False,,,0,,D. Hunter offensive foul TURNOVER (1 TO),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,1.0,,,,,,,,,,,,,,,1662.0,,,,
593,PT05M28.00S,2023-04-15T21:45:43.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,30.699737187910642,69.11764705882352,1610612738,107,87,2023-04-15T21:46:24Z,5870000,False,-96.0,236.0,1,left,J. Brown 25' 3PT step back (29 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,25.47,Made,29.0,,,,,,,,,,,,,,
594,PT05M11.00S,2023-04-15T21:46:01.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203991,92.06636005256242,64.2156862745098,1610612737,107,87,2023-04-15T21:46:47Z,5880000,False,71.0,22.0,1,right,MISS C. Capela 7' Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,7.45,Missed,,,,,,,,,,,,,,,
595,PT05M10.00S,2023-04-15T21:46:02.0Z,4,REGULAR,rebound,offensive,[],203992,,,1610612737,107,87,2023-04-15T21:46:16Z,5890000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,594.0,2.0,1.0,1.0,,,,,,,,,,
596,PT05M10.00S,2023-04-15T21:46:08.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203992,94.40999984741211,50.0,1610612737,107,87,2023-04-15T21:46:37Z,5900000,False,0.0,0.0,1,right,MISS B. Bogdanovic tip Layup,[203992],1610612737.0,ATL,tip,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
597,PT05M09.00S,2023-04-15T21:46:09.2Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,107,87,2023-04-15T21:46:37Z,5910000,False,,,0,,J. Brown REBOUND (Off:4 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,596.0,11.0,7.0,4.0,,,,,,,,,,
598,PT05M01.00S,2023-04-15T21:46:11.3Z,4,REGULAR,3pt,Jump Shot,[],1627759,29.122864651773984,17.15686274509804,1610612738,107,87,2023-04-15T21:48:20Z,5920000,False,164.0,221.0,1,left,MISS J. Brown 27' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,27.56,Missed,,,,,,,,,,,,,,,
599,PT04M59.00S,2023-04-15T21:46:13.3Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612737,107,87,2023-04-15T21:46:21Z,5930000,False,,,0,,D. Murray REBOUND (Off:2 Def:5),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,598.0,7.0,5.0,2.0,,,,,,,,,,
600,PT04M52.00S,2023-04-15T21:46:19.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627749,91.40932982917214,50.73529411764706,1610612737,107,89,2023-04-15T21:46:24Z,5940000,False,4.0,28.0,1,right,D. Murray running Layup (18 PTS),[1627749],1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,2.85,Made,18.0,,,,,,,,,,,,,,
601,PT04M27.00S,2023-04-15T21:46:46.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,9.543363994743759,44.85294117647059,1610612738,107,89,2023-04-15T21:46:53Z,5950000,False,26.0,37.0,1,left,MISS M. Smart cutting Layup - blocked,"[203935, 203992]",1610612738.0,BOS,cutting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,4.52,Missed,,,,,,Bogdanovic,203992.0,,,,,,,,
602,PT04M27.00S,2023-04-15T21:46:46.5Z,4,REGULAR,block,,[],203992,,,1610612738,107,89,2023-04-15T21:46:48Z,5960000,False,,,0,,B. Bogdanovic BLOCK (2 BLK),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
603,PT04M26.00S,2023-04-15T21:46:47.5Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,107,89,2023-04-15T21:46:53Z,5970000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,601.0,3.0,2.0,1.0,,,,,,,,,,
604,PT04M19.00S,2023-04-15T21:46:53.0Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203991,92.59198423127464,52.94117647058824,1610612737,107,91,2023-04-15T21:49:09Z,5980000,False,15.0,17.0,1,right,C. Capela running DUNK (10 PTS) (D. Murray 5 AST),"[203991, 1627749]",1610612737.0,ATL,running,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,2.25,Made,10.0,,,,,,,D. Murray,1627749.0,5.0,,,,,
607,PT03M58.00S,2023-04-15T21:47:26.7Z,4,REGULAR,2pt,Jump Shot,[],1628369,22.158344283837057,34.80392156862745,1610612738,107,91,2023-04-15T21:47:30Z,6010000,False,76.0,156.0,1,left,MISS J. Tatum 17' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,17.33,Missed,,,,,,,,,,,,,,,
608,PT03M56.00S,2023-04-15T21:47:28.7Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,107,91,2023-04-15T21:47:30Z,6020000,False,,,0,,C. Capela REBOUND (Off:0 Def:8),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Right Center,,,,,,,607.0,8.0,8.0,0.0,,,,,,,,,,
609,PT03M47.00S,2023-04-15T21:47:39.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203991,92.9862023653088,55.392156862745104,1610612737,107,93,2023-04-15T21:50:01Z,6030000,False,27.0,13.0,1,right,C. Capela cutting Layup (12 PTS) (D. Murray 6 AST),"[203991, 1627749]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,3.01,Made,12.0,,,,,,,D. Murray,1627749.0,6.0,,,,,
611,PT03M47.00S,2023-04-15T21:47:46.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,107,93,2023-04-15T21:47:46Z,6050000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT03M47.00S,2023-04-15T21:48:36.8Z,4,REGULAR,substitution,out,[],1627763,,,1610612738,107,93,2023-04-15T21:49:12Z,6060000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT03M47.00S,2023-04-15T21:48:36.8Z,4,REGULAR,substitution,in,[],1628401,,,1610612738,107,93,2023-04-15T21:49:12Z,6070000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT03M28.00S,2023-04-15T21:49:36.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.752956636005257,55.38832720588235,1610612738,107,93,2023-04-15T21:49:42Z,6080000,False,-27.0,20.0,1,left,MISS J. Brown driving reverse Layup,[1627759],1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,3.38,Missed,,,,,,,,,,,,,,,
615,PT03M26.00S,2023-04-15T21:49:38.6Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,107,93,2023-04-15T21:49:42Z,6090000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:3),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,614.0,4.0,3.0,1.0,,,,,,,,,,
616,PT03M16.00S,2023-04-15T21:49:48.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.19776609724047,45.09803921568628,1610612737,107,95,2023-04-15T21:50:41Z,6100000,False,-25.0,21.0,1,right,D. Murray driving Layup (20 PTS),[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,3.21,Made,20.0,,,,,,,,,,,,,,
617,PT03M00.00S,2023-04-15T21:50:03.6Z,4,REGULAR,3pt,Jump Shot,[],201143,26.757555847568987,12.5,1610612738,110,95,2023-04-15T21:50:09Z,6110000,False,188.0,199.0,1,left,A. Horford 27' 3PT  (6 PTS) (M. Smart 7 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,27.34,Made,6.0,,,,,,,M. Smart,203935.0,7.0,,,,,
619,PT02M42.00S,2023-04-15T21:50:21.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.64323258869908,43.872549019607845,1610612737,110,95,2023-04-15T21:50:26Z,6130000,False,-31.0,7.0,1,right,MISS D. Murray driving Layup - blocked,"[1627749, 201143]",1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,3.15,Missed,,,,,,Horford,201143.0,,,,,,,,
620,PT02M42.00S,2023-04-15T21:50:21.3Z,4,REGULAR,block,,[],201143,,,1610612737,110,95,2023-04-15T21:50:23Z,6140000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
621,PT02M41.00S,2023-04-15T21:50:22.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,110,95,2023-04-15T21:50:26Z,6150000,False,,,0,,J. Tatum REBOUND (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,619.0,10.0,10.0,0.0,,,,,,,,,,
