actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
173,PT10M33.00S,2023-04-21T23:44:37.9Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630180,92.59198423127464,4.411764705882353,1610612737,43,40,2023-04-21T23:46:39Z,1700000,False,-228.0,17.0,1,right,S. Bey 3PT running (12 PTS) (T. Young 6 AST),"[1630180, 1629027]",1610612737.0,ATL,running,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,22.85,Made,,12.0,T. Young,1629027.0,6.0,,,,,,,,,,,,,
175,PT10M18.00S,2023-04-21T23:44:53.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,9.017739816031538,45.83333333333333,1610612738,43,40,2023-04-21T23:45:07Z,1720000,False,21.0,32.0,1,left,MISS D. White driving Layup - blocked,"[1628401, 1629027]",1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,,,,,,,,,,,,Young,1629027.0
176,PT10M18.00S,2023-04-21T23:44:53.7Z,2,REGULAR,block,,[],1629027,,,1610612738,43,40,2023-04-21T23:55:24Z,1730000,False,,,0,,T. Young BLOCK (1 BLK),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT10M17.00S,2023-04-21T23:44:54.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,43,40,2023-04-21T23:45:07Z,1740000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,175.0,,,,,,,,,,,,,,,,,
179,PT10M17.00S,2023-04-21T23:45:11.1Z,2,REGULAR,substitution,out,[],1627763,,,1610612737,43,40,2023-04-21T23:45:14Z,1760000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M17.00S,2023-04-21T23:45:11.1Z,2,REGULAR,substitution,in,[],1630573,,,1610612737,43,40,2023-04-21T23:45:14Z,1770000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M57.00S,2023-04-21T23:45:38.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,93.24901445466492,51.470588235294116,1610612737,43,40,2023-04-21T23:49:17Z,1780000,False,7.0,11.0,1,right,MISS J. Johnson cutting DUNK,[1630552],1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,,,,,,,,,,
182,PT09M54.00S,2023-04-21T23:45:41.2Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,43,40,2023-04-21T23:45:42Z,1790000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,181.0,,,,,2.0,2.0,0.0,,,,,,,,,,
183,PT09M45.00S,2023-04-21T23:45:49.5Z,2,REGULAR,2pt,Jump Shot,[],1628401,21.76412614980289,53.92156862745098,1610612738,43,42,2023-04-21T23:45:53Z,1800000,False,-20.0,152.0,1,left,D. White 15' pullup Jump Shot (2 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,8-16 Center,15.34,Made,,2.0,,,,,,,,,,,,,,,,
184,PT09M34.00S,2023-04-21T23:46:00.8Z,2,REGULAR,2pt,Jump Shot,[],1629027,74.19513797634691,27.205882352941174,1610612737,45,42,2023-04-21T23:46:04Z,1810000,False,-114.0,190.0,1,right,T. Young 22' step back Jump Shot (6 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Left Center,22.17,Made,,6.0,,,,,,,,,,,,,,,,
185,PT09M22.00S,2023-04-21T23:46:12.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,11.251642575558476,47.05882352941176,1610612738,45,42,2023-04-21T23:46:16Z,1820000,False,15.0,53.0,1,left,MISS J. Tatum driving floating Shot - blocked,"[1628369, 1630168]",1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,,,Okongwu,1630168.0
186,PT09M22.00S,2023-04-21T23:46:12.3Z,2,REGULAR,block,,[],1630168,,,1610612738,45,42,2023-04-21T23:46:15Z,1830000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
187,PT09M19.00S,2023-04-21T23:46:15.3Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,45,42,2023-04-21T23:46:16Z,1840000,False,,,0,,T. Young REBOUND (Off:0 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,185.0,,,,,3.0,3.0,0.0,,,,,,,,,,
188,PT09M18.00S,2023-04-21T23:46:17.1Z,2,REGULAR,turnover,lost ball,[],1629027,,,1610612737,45,42,2023-04-21T23:46:22Z,1850000,False,,,0,,T. Young lost ball TURNOVER (2 TO),"[1629027, 1628369]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2.0,Tatum,1628369.0,,
189,PT09M18.00S,2023-04-21T23:46:17.1Z,2,REGULAR,steal,,[],1628369,,,1610612738,45,42,2023-04-21T23:46:19Z,1860000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
190,PT09M17.00S,2023-04-21T23:46:21.3Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612738,45,42,2023-04-21T23:46:43Z,1870000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630168, 1628369]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2003.0,1.0,0.0,Tatum,1628369.0,,,,,
192,PT09M17.00S,2023-04-21T23:46:51.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,45,43,2023-04-21T23:46:51Z,1890000,False,,,0,,J. Tatum Free Throw 1 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,12.0,,,,,,,,,,,,,,,,
193,PT09M17.00S,2023-04-21T23:46:53.4Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,45,43,2023-04-21T23:46:56Z,1900000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M17.00S,2023-04-21T23:46:53.4Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,45,43,2023-04-21T23:46:56Z,1910000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M17.00S,2023-04-21T23:46:51.2Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,45,43,2023-04-21T23:47:14Z,1920000,False,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
196,PT09M15.00S,2023-04-21T23:46:53.2Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612737,45,43,2023-04-21T23:47:14Z,1930000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,195.0,,,,,2.0,1.0,1.0,,,,,,,,,,
197,PT09M03.00S,2023-04-21T23:47:25.2Z,2,REGULAR,3pt,Jump Shot,[],1629027,56.98094612352168,56.372549019607845,1610612737,45,43,2023-04-21T23:47:29Z,1940000,False,32.0,352.0,1,right,MISS T. Young 35' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,35.33,Missed,,,,,,,,,,,,,,,,,,
198,PT09M00.00S,2023-04-21T23:47:28.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,45,43,2023-04-21T23:47:29Z,1950000,False,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,197.0,,,,,4.0,3.0,1.0,,,,,,,,,,
199,PT08M51.00S,2023-04-21T23:47:37.5Z,2,REGULAR,3pt,Jump Shot,[],203935,31.35676741130092,31.61764705882353,1610612738,45,46,2023-04-21T23:47:43Z,1960000,False,92.0,242.0,1,left,M. Smart 25' 3PT  (12 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,25.91,Made,,12.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,
201,PT08M32.00S,2023-04-21T23:47:56.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,93.51182654402102,53.431372549019606,1610612737,47,46,2023-04-21T23:52:14Z,1980000,False,17.0,8.0,1,right,T. Young driving finger roll Layup (8 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.92,Made,,8.0,,,,,,,,,,,,,,,,
202,PT08M17.00S,2023-04-21T23:48:10.2Z,2,REGULAR,3pt,Jump Shot,[],1628401,27.808804204993432,21.07843137254902,1610612738,47,49,2023-04-21T23:48:15Z,1990000,False,145.0,209.0,1,left,D. White 25' 3PT  (5 PTS) (A. Horford 1 AST),"[1628401, 201143]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.41,Made,,5.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,
204,PT08M02.00S,2023-04-21T23:48:26.1Z,2,REGULAR,3pt,Jump Shot,[],1630552,69.99014454664915,28.186274509803923,1610612737,50,49,2023-04-21T23:48:30Z,2010000,False,-109.0,230.0,1,right,J. Johnson 25' 3PT  (6 PTS) (T. Young 7 AST),"[1630552, 1629027]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.42,Made,,6.0,T. Young,1629027.0,7.0,,,,,,,,,,,,,
206,PT07M39.00S,2023-04-21T23:48:50.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.30946123521682,47.05882352941176,1610612738,50,49,2023-04-21T23:49:57Z,2030000,False,15.0,16.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 203992]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,,,,,,,,,,,,Bogdanovic,203992.0
207,PT07M39.00S,2023-04-21T23:48:50.2Z,2,REGULAR,block,,[],203992,,,1610612738,50,49,2023-04-21T23:48:53Z,2040000,False,,,0,,B. Bogdanovic BLOCK (1 BLK),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
214,PT07M39.00S,2023-04-21T23:48:50.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,50,49,2023-04-21T23:50:06Z,2045000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,206.0,,,,,,,,,,,,,,,,,
208,PT07M39.00S,2023-04-21T23:49:08.3Z,2,REGULAR,substitution,out,[],1629027,,,1610612737,50,49,2023-04-21T23:49:55Z,2050000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M39.00S,2023-04-21T23:49:08.3Z,2,REGULAR,substitution,out,[],1628369,,,1610612737,50,49,2023-04-21T23:49:55Z,2060000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M39.00S,2023-04-21T23:49:08.3Z,2,REGULAR,substitution,out,[],203935,,,1610612737,50,49,2023-04-21T23:49:55Z,2070000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M39.00S,2023-04-21T23:49:08.3Z,2,REGULAR,substitution,in,[],1627749,,,1610612737,50,49,2023-04-21T23:49:55Z,2080000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M39.00S,2023-04-21T23:49:08.3Z,2,REGULAR,substitution,in,[],1627763,,,1610612737,50,49,2023-04-21T23:49:55Z,2090000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M39.00S,2023-04-21T23:49:08.3Z,2,REGULAR,substitution,in,[],1629684,,,1610612737,50,49,2023-04-21T23:49:55Z,2100000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M38.00S,2023-04-21T23:49:55.9Z,2,REGULAR,violation,jumpball,[],1627759,,,1610612737,50,49,2023-04-21T23:49:57Z,2110000,False,,,0,,J. Brown jumpball VIOLATION,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,
216,PT07M24.00S,2023-04-21T23:50:19.0Z,2,REGULAR,foul,offensive,[],1630168,,,1610612737,50,49,2023-04-21T23:50:25Z,2120000,False,,,0,,O. Okongwu charge offensive FOUL (2 PF),"[1630168, 1629684]",1610612737.0,ATL,charge,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,203591.0,2.0,0.0,Williams,1629684.0,,,,,
218,PT07M24.00S,2023-04-21T23:50:19.0Z,2,REGULAR,turnover,offensive foul,[],1630168,,,1610612737,50,49,2023-04-21T23:50:19Z,2140000,False,,,0,,O. Okongwu offensive foul TURNOVER (1 TO),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,203591.0,,,,,1.0,,,,
219,PT07M11.00S,2023-04-21T23:50:47.4Z,2,REGULAR,violation,kicked ball,[],1630552,,,1610612738,50,49,2023-04-21T23:52:53Z,2150000,False,,,0,,J. Johnson kicked ball VIOLATION,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,203591.0,,,,,,,,,
220,PT07M01.00S,2023-04-21T23:51:07.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,6.783837056504599,48.529411764705884,1610612738,50,49,2023-04-21T23:51:13Z,2160000,False,7.0,11.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
221,PT07M00.00S,2023-04-21T23:51:10.2Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,50,49,2023-04-21T23:51:10Z,2170000,False,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,220.0,,,,,1.0,0.0,1.0,,,,,,,,,,
222,PT07M00.00S,2023-04-21T23:51:11.8Z,2,REGULAR,foul,personal,['2freethrow'],203992,,,1610612738,50,49,2023-04-21T23:51:39Z,2180000,False,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Williams 2 FT),"[203992, 1629684]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,1.0,0.0,Williams,1629684.0,,,,,
224,PT07M00.00S,2023-04-21T23:51:40.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629684,,,1610612738,50,50,2023-04-21T23:51:40Z,2200000,False,,,0,,G. Williams Free Throw 1 of 2 (7 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
225,PT07M00.00S,2023-04-21T23:51:40.6Z,2,REGULAR,substitution,out,[],201143,,,1610612738,50,50,2023-04-21T23:51:44Z,2210000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M00.00S,2023-04-21T23:51:40.6Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,50,50,2023-04-21T23:51:44Z,2220000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M00.00S,2023-04-21T23:51:40.6Z,2,REGULAR,substitution,out,[],1630180,,,1610612738,50,50,2023-04-21T23:55:07Z,2225000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M00.00S,2023-04-21T23:51:40.6Z,2,REGULAR,substitution,in,[],1629631,,,1610612738,50,50,2023-04-21T23:55:07Z,2227500,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M00.00S,2023-04-21T23:51:47.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,50,50,2023-04-21T23:51:47Z,2230000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M00.00S,2023-04-21T23:55:31.3Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629684,,,1610612738,50,51,2023-04-21T23:55:31Z,2240000,False,,,0,,G. Williams Free Throw 2 of 2 (8 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
231,PT06M45.00S,2023-04-21T23:55:50.5Z,2,REGULAR,turnover,traveling,[],1630552,,,1610612737,50,51,2023-04-21T23:55:56Z,2250000,False,,,0,,J. Johnson traveling TURNOVER (1 TO),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203591.0,,,,,1.0,,,,
232,PT06M32.00S,2023-04-21T23:56:17.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,22.28975032851511,50.245098039215684,1610612738,50,53,2023-04-21T23:56:21Z,2260000,False,-1.0,157.0,1,left,J. Brown 15' pullup Jump Shot (8 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,15.7,Made,,8.0,,,,,,,,,,,,,,,,
233,PT06M20.00S,2023-04-21T23:56:30.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,81.553876478318,50.49019607843137,1610612737,52,53,2023-04-21T23:56:34Z,2270000,False,2.0,121.0,1,right,D. Murray 12' step back Jump Shot (4 PTS),[1627749],1610612737.0,ATL,step back,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,12.09,Made,,4.0,,,,,,,,,,,,,,,,
234,PT06M20.00S,2023-04-21T23:56:36.9Z,2,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612737,52,53,2023-04-21T23:57:04Z,2280000,False,,,0,,J. Brown shooting personal FOUL (2 PF) (Murray 1 FT),"[1627759, 1627749]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2003.0,2.0,0.0,Murray,1627749.0,,,,,
236,PT06M20.00S,2023-04-21T23:56:45.2Z,2,REGULAR,substitution,out,[],1630552,,,1610612737,52,53,2023-04-21T23:56:54Z,2300000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M20.00S,2023-04-21T23:56:45.2Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,52,53,2023-04-21T23:56:54Z,2310000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M20.00S,2023-04-21T23:56:45.2Z,2,REGULAR,substitution,in,[],203991,,,1610612737,52,53,2023-04-21T23:56:54Z,2320000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M20.00S,2023-04-21T23:56:45.2Z,2,REGULAR,substitution,in,[],1628381,,,1610612737,52,53,2023-04-21T23:56:54Z,2330000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M20.00S,2023-04-21T23:57:06.1Z,2,REGULAR,freethrow,1 of 1,[],1627749,,,1610612737,53,53,2023-04-21T23:57:06Z,2340000,False,,,0,,D. Murray Free Throw 1 of 1 (5 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
241,PT06M11.00S,2023-04-21T23:57:20.6Z,2,REGULAR,3pt,Jump Shot,[],1627759,31.882391590013142,60.5392156862745,1610612738,53,53,2023-04-21T23:57:26Z,2350000,False,-53.0,247.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,25.28,Missed,,,,,,,,,,,,,,,,,,
242,PT06M08.00S,2023-04-21T23:57:23.6Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,53,53,2023-04-21T23:57:26Z,2360000,False,,,0,,D. Murray REBOUND (Off:2 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,241.0,,,,,4.0,2.0,2.0,,,,,,,,,,
243,PT05M58.00S,2023-04-21T23:57:33.7Z,2,REGULAR,3pt,Jump Shot,[],1628381,97.45400788436268,97.05882352941177,1610612737,56,53,2023-04-21T23:57:39Z,2370000,False,235.0,-29.0,1,right,J. Collins 3PT  (5 PTS) (B. Bogdanovic 1 AST),"[1628381, 203992]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,23.7,Made,,5.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,,,
245,PT05M49.00S,2023-04-21T23:57:47.8Z,2,REGULAR,foul,offensive,[],1629057,,,1610612738,56,53,2023-04-21T23:57:54Z,2390000,False,,,0,,R. Williams III off-the-ball offensive FOUL (1 PF),"[1629057, 203992]",1610612738.0,BOS,off-the-ball,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1162.0,1.0,0.0,Bogdanovic,203992.0,,,,,
247,PT05M49.00S,2023-04-21T23:57:47.8Z,2,REGULAR,turnover,offensive foul,[],1629057,,,1610612738,56,53,2023-04-21T23:57:47Z,2410000,False,,,0,,R. Williams III offensive foul TURNOVER (1 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1162.0,,,,,1.0,,,,
248,PT05M49.00S,2023-04-21T23:57:56.5Z,2,REGULAR,substitution,out,[],1628401,,,1610612737,56,53,2023-04-21T23:58:02Z,2420000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M49.00S,2023-04-21T23:57:56.5Z,2,REGULAR,substitution,in,[],1628369,,,1610612737,56,53,2023-04-21T23:58:02Z,2430000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M34.00S,2023-04-21T23:58:20.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203992,63.6826544021025,71.81372549019608,1610612737,59,53,2023-04-21T23:58:25Z,2440000,False,109.0,289.0,1,right,B. Bogdanovic 30' 3PT  (12 PTS) (D. Murray 3 AST),"[203992, 1627749]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,30.88,Made,,12.0,D. Murray,1627749.0,3.0,,,,,,,,,,,,,
252,PT05M16.00S,2023-04-21T23:58:37.4Z,2,REGULAR,3pt,Jump Shot,[],1629684,10.068988173455978,4.6568627450980395,1610612738,59,56,2023-04-21T23:58:42Z,2460000,False,227.0,42.0,1,left,G. Williams 3PT  (11 PTS) (M. Brogdon 4 AST),"[1629684, 1627763]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,23.06,Made,,11.0,M. Brogdon,1627763.0,4.0,,,,,,,,,,,,,
254,PT05M05.00S,2023-04-21T23:58:49.0Z,2,REGULAR,2pt,Jump Shot,[],1627749,89.04402102496715,69.85294117647058,1610612737,61,56,2023-04-21T23:58:54Z,2480000,False,99.0,50.0,1,right,D. Murray 11' step back bank Jump Shot (7 PTS),[1627749],1610612737.0,ATL,step back bank,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,11.14,Made,,7.0,,,,,,,,,,,,,,,,
255,PT04M47.00S,2023-04-21T23:59:08.1Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,61,56,2023-04-21T23:59:14Z,2490000,False,,,0,,J. Brown bad pass out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1162.0,,,,,2.0,,,,
256,PT04M39.00S,2023-04-21T23:59:20.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627749,77.7431011826544,52.450980392156865,1610612737,63,56,2023-04-21T23:59:24Z,2500000,False,12.0,157.0,1,right,D. Murray 15' pullup Jump Shot (9 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Center,15.72,Made,,9.0,,,,,,,,,,,,,,,,
257,PT04M38.00S,2023-04-21T23:59:25.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,63,56,2023-04-21T23:59:25Z,2510000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
