actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
287,PT01M13.00S,2023-05-28T01:33:33.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628997,,,1610612738,53,55,2023-05-28T01:33:42Z,2820000,False,,,0,,C. Martin personal FOUL (2 PF) (Tatum 2 FT),"[1628997, 1628369]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2534.0,2.0,0.0,Tatum,1628369.0,,,
289,PT01M13.00S,2023-05-28T01:33:56.3Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,53,56,2023-05-28T01:33:56Z,2840000,False,,,0,,J. Tatum Free Throw 1 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,24.0,,,,,,,,,,,
290,PT01M13.00S,2023-05-28T01:34:12.6Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,53,57,2023-05-28T01:34:12Z,2850000,False,,,0,,J. Tatum Free Throw 2 of 2 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,25.0,,,,,,,,,,,
291,PT01M01.00S,2023-05-28T01:34:28.8Z,2,REGULAR,3pt,Jump Shot,[],1629216,69.99014454664915,73.2843137254902,1610612748,53,57,2023-05-28T01:34:42Z,2860000,False,116.0,230.0,1,right,MISS G. Vincent 25' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
292,PT00M58.70S,2023-05-28T01:34:31.1Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,53,57,2023-05-28T01:34:42Z,2870000,False,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,291.0,2.0,1.0,1.0,,,,,,,,,,,,,,
293,PT00M50.90S,2023-05-28T01:34:39.8Z,2,REGULAR,3pt,Jump Shot,[],201143,13.485545335085414,0.0,1610612738,53,57,2023-05-28T01:34:44Z,2880000,False,250.0,74.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,26.08,Missed,,,,,,,,,,,,,,,,,,
294,PT00M50.90S,2023-05-28T01:34:39.8Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,53,57,2023-05-28T01:34:44Z,2890000,False,,,0,,C. Martin REBOUND (Off:0 Def:8),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,293.0,8.0,8.0,0.0,,,,,,,,,,,,,,
295,PT00M32.40S,2023-05-28T01:34:58.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,93.38042049934296,54.65686274509803,1610612748,53,57,2023-05-28T01:35:02Z,2900000,False,23.0,10.0,1,right,MISS G. Vincent driving Layup,[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
296,PT00M29.90S,2023-05-28T01:35:00.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,53,57,2023-05-28T01:35:00Z,2910000,False,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,295.0,5.0,5.0,0.0,,,,,,,,,,,,,,
297,PT00M10.70S,2023-05-28T01:35:20.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,28.728646517739815,82.35294117647058,1610612738,53,57,2023-05-28T01:47:06Z,2920000,False,-162.0,218.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.11,Missed,,,,,,,,,,,,,,,,,,
298,PT00M06.90S,2023-05-28T01:35:23.8Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,53,57,2023-05-28T01:35:26Z,2930000,False,,,0,,C. Martin REBOUND (Off:0 Def:9),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,297.0,9.0,9.0,0.0,,,,,,,,,,,,,,
299,PT00M00.60S,2023-05-28T01:35:34.6Z,2,REGULAR,2pt,Jump Shot,[],1628389,72.88107752956637,51.9607843137255,1610612748,53,57,2023-05-28T01:35:45Z,2940000,False,10.0,202.0,1,right,MISS B. Adebayo 20' fadeaway Shot,[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,20.26,Missed,,,,,,,,,,,,,,,,,,
300,PT00M00.10S,2023-05-28T01:35:35.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,53,57,2023-05-28T01:35:45Z,2950000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Center,,,299.0,,,,,,,,,,,,,,,,,
301,PT00M00.00S,2023-05-28T01:35:40.3Z,2,REGULAR,period,end,[],0,,,1610612748,53,57,2023-05-28T01:35:40Z,2960000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2023-05-28T01:36:24.8Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612748,53,57,2023-05-28T01:52:19Z,2970000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2023-05-28T01:36:24.8Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612748,53,57,2023-05-28T01:52:19Z,2980000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2023-05-28T01:52:30.5Z,3,REGULAR,period,start,[],0,,,1610612738,53,57,2023-05-28T01:52:30Z,2990000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT11M47.00S,2023-05-28T01:52:43.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,92.9862023653088,53.67647058823529,1610612738,53,57,2023-05-28T01:52:54Z,3000000,False,18.0,13.0,1,right,MISS D. White driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
309,PT11M43.00S,2023-05-28T01:52:47.5Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,53,57,2023-05-28T01:52:54Z,3010000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,308.0,1.0,1.0,0.0,,,,,,,,,,,,,,
311,PT11M37.00S,2023-05-28T01:52:52.6Z,3,REGULAR,3pt,Jump Shot,[],1629622,8.754927726675426,95.09803921568627,1610612748,53,57,2023-05-28T01:53:28Z,3030000,False,-225.0,30.0,1,left,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,22.75,Missed,,,,,,,,,,,,,,,,,,
312,PT11M36.00S,2023-05-28T01:52:53.6Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,53,57,2023-05-28T01:55:03Z,3040000,False,,,0,,B. Adebayo REBOUND (Off:4 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,311.0,5.0,1.0,4.0,,,,,,,,,,,,,,
313,PT11M36.00S,2023-05-28T01:52:58.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628389,5.590000152587891,50.0,1610612748,55,57,2023-05-28T01:55:15Z,3050000,False,0.0,0.0,1,left,B. Adebayo tip Layup (7 PTS),[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,7.0,,,,,,,,,,,
320,PT11M19.00S,2023-05-28T01:53:08.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.27792378449409,47.794117647058826,1610612738,55,59,2023-05-28T01:57:52Z,3065000,False,-11.0,29.0,1,right,J. Brown driving finger roll Layup (13 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.15,Made,,,,,,,13.0,A. Horford,201143.0,2.0,,,,,,,,
318,PT11M19.00S,2023-05-28T01:53:46.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,55,59,2023-05-28T01:56:35Z,3100000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT11M05.00S,2023-05-28T01:57:45.3Z,3,REGULAR,foul,personal,[],203935,,,1610612748,55,59,2023-05-28T01:58:09Z,3120000,False,,,0,,M. Smart personal FOUL (2 PF),"[203935, 1629216]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2534.0,2.0,0.0,Vincent,1629216.0,,,
324,PT10M56.00S,2023-05-28T01:58:22.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,18.873193166885677,40.44117647058824,1610612748,55,59,2023-05-28T01:59:25Z,3140000,False,48.0,125.0,1,left,MISS B. Adebayo 13' Jump Shot - blocked,"[1628389, 201143]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,13.37,Missed,,,,,Horford,201143.0,,,,,,,,,,,,
325,PT10M56.00S,2023-05-28T01:58:22.9Z,3,REGULAR,block,,[],201143,,,1610612748,55,59,2023-05-28T01:58:27Z,3150000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
326,PT10M51.00S,2023-05-28T01:58:27.9Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,55,59,2023-05-28T01:58:29Z,3160000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,324.0,2.0,2.0,0.0,,,,,,,,,,,,,,
327,PT10M50.00S,2023-05-28T01:58:31.7Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,55,59,2023-05-28T01:58:43Z,3170000,False,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2534.0,,,,,1.0,,
329,PT10M29.00S,2023-05-28T01:59:12.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628389,27.808804204993432,50.98039215686274,1610612748,55,59,2023-05-28T02:01:35Z,3190000,False,-5.0,209.0,1,left,MISS B. Adebayo 20' step back Shot,[1628389],1610612748.0,MIA,step back,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,20.9,Missed,,,,,,,,,,,,,,,,,,
330,PT10M27.00S,2023-05-28T01:59:14.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,59,2023-05-28T02:00:25Z,3200000,False,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,329.0,5.0,4.0,1.0,,,,,,,,,,,,,,
331,PT10M08.00S,2023-05-28T01:59:30.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,71.56701708278581,80.88235294117648,1610612738,55,59,2023-05-28T01:59:37Z,3210000,False,154.0,215.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
332,PT10M04.00S,2023-05-28T01:59:34.9Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,55,59,2023-05-28T01:59:37Z,3220000,False,,,0,,J. Brown REBOUND (Off:3 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,331.0,7.0,4.0,3.0,,,,,,,,,,,,,,
333,PT10M02.00S,2023-05-28T01:59:36.7Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,55,59,2023-05-28T01:59:46Z,3230000,False,,,0,,J. Brown bad pass TURNOVER (4 TO),"[1627759, 1628997]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,4.0,Martin,1628997.0
334,PT10M02.00S,2023-05-28T01:59:36.7Z,3,REGULAR,steal,,[],1628997,,,1610612748,55,59,2023-05-28T01:59:39Z,3240000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
335,PT09M57.00S,2023-05-28T01:59:46.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202710,6.652431011826544,56.61764705882353,1610612748,55,59,2023-05-28T02:02:52Z,3250000,False,-33.0,10.0,1,left,MISS J. Butler running Layup,[202710],1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,,
336,PT09M57.00S,2023-05-28T01:59:46.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,55,59,2023-05-28T02:02:52Z,3260000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,335.0,,,,,,,,,,,,,,,,,
337,PT09M54.00S,2023-05-28T02:00:17.8Z,3,REGULAR,foul,personal,[],201143,,,1610612748,55,59,2023-05-28T02:00:37Z,3270000,False,,,0,,A. Horford personal FOUL (1 PF),"[201143, 202710]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202058.0,1.0,0.0,Butler,202710.0,,,
339,PT09M49.00S,2023-05-28T02:00:47.9Z,3,REGULAR,foul,personal,[],1627759,,,1610612748,55,59,2023-05-28T02:01:07Z,3290000,False,,,0,,J. Brown personal FOUL (4 PF),"[1627759, 1629216]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,201639.0,4.0,0.0,Vincent,1629216.0,,,
341,PT09M49.00S,2023-05-28T02:01:06.3Z,3,REGULAR,substitution,out,[],1627759,,,1610612748,55,59,2023-05-28T02:01:10Z,3310000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT09M49.00S,2023-05-28T02:01:06.3Z,3,REGULAR,substitution,in,[],1629684,,,1610612748,55,59,2023-05-28T02:01:10Z,3320000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT09M44.00S,2023-05-28T02:01:22.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629216,34.247700394218136,53.431372549019606,1610612748,55,59,2023-05-28T02:01:27Z,3330000,False,-17.0,269.0,1,left,MISS G. Vincent 26' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,26.99,Missed,,,,,,,,,,,,,,,,,,
344,PT09M39.00S,2023-05-28T02:01:27.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,59,2023-05-28T02:01:27Z,3340000,False,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,343.0,6.0,5.0,1.0,,,,,,,,,,,,,,
345,PT09M29.00S,2023-05-28T02:01:38.0Z,3,REGULAR,3pt,Jump Shot,[],203935,93.11760840998686,4.6568627450980395,1610612738,55,62,2023-05-28T02:04:27Z,3350000,False,-227.0,12.0,1,right,M. Smart 3PT step back (12 PTS) (J. Tatum 3 AST),"[203935, 1628369]",1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,22.7,Made,,,,,,,12.0,J. Tatum,1628369.0,3.0,,,,,,,,
347,PT09M12.00S,2023-05-28T02:01:59.9Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612748,55,62,2023-05-28T02:02:17Z,3370000,False,,,0,,M. Smart shooting personal FOUL (3 PF) (Strus 2 FT),"[203935, 1629622]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202058.0,3.0,0.0,Strus,1629622.0,,,
349,PT09M12.00S,2023-05-28T02:02:24.6Z,3,REGULAR,freethrow,1 of 2,[],1629622,,,1610612748,56,62,2023-05-28T02:02:24Z,3390000,False,,,0,,M. Strus Free Throw 1 of 2 (9 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
351,PT09M12.00S,2023-05-28T02:02:41.2Z,3,REGULAR,freethrow,2 of 2,[],1629622,,,1610612748,57,62,2023-05-28T02:02:41Z,3400000,False,,,0,,M. Strus Free Throw 2 of 2 (10 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
352,PT08M54.00S,2023-05-28T02:03:00.0Z,3,REGULAR,3pt,Jump Shot,[],201143,73.14388961892247,15.196078431372548,1610612738,57,62,2023-05-28T02:03:04Z,3410000,False,-174.0,200.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,26.5,Missed,,,,,,,,,,,,,,,,,,
353,PT08M51.00S,2023-05-28T02:03:03.0Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,57,62,2023-05-28T02:03:04Z,3420000,False,,,0,,B. Adebayo REBOUND (Off:4 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,352.0,6.0,2.0,4.0,,,,,,,,,,,,,,
354,PT08M33.00S,2023-05-28T02:03:26.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612748,57,62,2023-05-28T02:03:43Z,3430000,False,,,0,,G. Williams shooting personal FOUL (2 PF) (Martin 2 FT),"[1629684, 1628997]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201639.0,2.0,0.0,Martin,1628997.0,,,
356,PT08M33.00S,2023-05-28T02:03:53.1Z,3,REGULAR,freethrow,1 of 2,[],1628997,,,1610612748,57,62,2023-05-28T02:03:53Z,3450000,False,,,0,,MISS C. Martin Free Throw 1 of 2,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
357,PT08M33.00S,2023-05-28T02:03:53.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,57,62,2023-05-28T02:03:53Z,3460000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,356.0,,,,,,,,,,,,,,,,,
358,PT08M33.00S,2023-05-28T02:04:09.4Z,3,REGULAR,freethrow,2 of 2,[],1628997,,,1610612748,58,62,2023-05-28T02:04:09Z,3470000,False,,,0,,C. Martin Free Throw 2 of 2 (15 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
359,PT08M19.00S,2023-05-28T02:04:27.5Z,3,REGULAR,3pt,Jump Shot,[],1629684,93.51182654402102,98.52941176470588,1610612738,58,62,2023-05-28T02:04:32Z,3480000,False,243.0,8.0,1,right,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,24.27,Missed,,,,,,,,,,,,,,,,,,
360,PT08M15.00S,2023-05-28T02:04:31.5Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,58,62,2023-05-28T02:04:32Z,3490000,False,,,0,,J. Butler REBOUND (Off:4 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,359.0,6.0,2.0,4.0,,,,,,,,,,,,,,
361,PT08M10.00S,2023-05-28T02:04:38.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,5.995400788436268,39.705882352941174,1610612748,58,62,2023-05-28T02:09:42Z,3500000,False,51.0,4.0,1,left,MISS J. Butler driving floating Shot - blocked,"[202710, 1628401]",1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,5.16,Missed,,,,,White,1628401.0,,,,,,,,,,,,
362,PT08M10.00S,2023-05-28T02:04:38.2Z,3,REGULAR,block,,[],1628401,,,1610612748,58,62,2023-05-28T02:04:42Z,3510000,False,,,0,,D. White BLOCK (2 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
363,PT08M10.00S,2023-05-28T02:04:38.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,58,62,2023-05-28T02:04:50Z,3520000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,361.0,,,,,,,,,,,,,,,,,
365,PT08M06.00S,2023-05-28T02:04:53.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629216,6.783837056504599,52.20588235294118,1610612748,60,62,2023-05-28T02:04:57Z,3540000,False,-11.0,11.0,1,left,G. Vincent cutting Layup (13 PTS) (J. Butler 5 AST),"[1629216, 202710]",1610612748.0,MIA,cutting,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,,,13.0,J. Butler,202710.0,5.0,,,,,,,,
367,PT07M56.00S,2023-05-28T02:05:09.0Z,3,REGULAR,foul,personal,[],1629216,,,1610612738,60,62,2023-05-28T02:10:32Z,3560000,False,,,0,,G. Vincent take personal FOUL (2 PF),"[1629216, 1628401]",1610612748.0,MIA,take,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,202058.0,2.0,0.0,White,1628401.0,,,
370,PT07M45.00S,2023-05-28T02:05:54.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,68.80749014454665,25.98039215686275,1610612738,60,62,2023-05-28T02:06:01Z,3590000,False,-120.0,241.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.9,Missed,,,,,,,,,,,,,,,,,,
371,PT07M40.00S,2023-05-28T02:05:59.7Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,60,62,2023-05-28T02:06:01Z,3600000,False,,,0,,C. Martin REBOUND (Off:0 Def:10),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,370.0,10.0,10.0,0.0,,,,,,,,,,,,,,
372,PT07M28.00S,2023-05-28T02:06:12.9Z,3,REGULAR,3pt,Jump Shot,[],1628997,19.66162943495401,93.62745098039215,1610612748,60,62,2023-05-28T02:06:18Z,3610000,False,-218.0,132.0,1,left,MISS C. Martin 25' step back 3PT,[1628997],1610612748.0,MIA,step back,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
373,PT07M24.00S,2023-05-28T02:06:15.9Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,60,62,2023-05-28T02:06:15Z,3620000,False,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,372.0,2.0,2.0,0.0,,,,,,,,,,,,,,
374,PT07M24.00S,2023-05-28T02:06:21.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,60,62,2023-05-28T02:06:21Z,3630000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M09.00S,2023-05-28T02:10:12.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,85.75886990801577,50.245098039215684,1610612738,60,64,2023-05-28T02:10:18Z,3640000,False,1.0,81.0,1,right,M. Smart 8' turnaround fadeaway Jump Shot (14 PTS) (J. Tatum 4 AST),"[203935, 1628369]",1610612738.0,BOS,turnaround fadeaway,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,8.14,Made,,,,,,,14.0,J. Tatum,1628369.0,4.0,,,,,,,,
377,PT06M53.00S,2023-05-28T02:10:28.7Z,3,REGULAR,3pt,Jump Shot,[],202710,26.62614980289093,13.725490196078432,1610612748,60,64,2023-05-28T02:13:05Z,3660000,False,181.0,198.0,1,left,MISS J. Butler 26' pullup 3PT,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,26.84,Missed,,,,,,,,,,,,,,,,,,
378,PT06M49.00S,2023-05-28T02:10:32.7Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,60,64,2023-05-28T02:10:37Z,3670000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,377.0,3.0,3.0,0.0,,,,,,,,,,,,,,
379,PT06M46.00S,2023-05-28T02:10:35.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201143,94.43166885676742,53.67647058823529,1610612738,60,66,2023-05-28T02:10:42Z,3680000,False,18.0,0.0,1,right,A. Horford running DUNK (4 PTS) (D. White 4 AST),"[201143, 1628401]",1610612738.0,BOS,running,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,4.0,D. White,1628401.0,4.0,,,,,,,,
381,PT06M38.00S,2023-05-28T02:10:43.8Z,3,REGULAR,3pt,Jump Shot,[],1628997,24.78646517739816,15.686274509803921,1610612748,63,66,2023-05-28T02:12:40Z,3700000,False,172.0,180.0,1,left,C. Martin 24' 3PT  (18 PTS) (J. Butler 6 AST),"[1628997, 202710]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,24.91,Made,,,,,,,18.0,J. Butler,202710.0,6.0,,,,,,,,
