actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
165,PT12M00.00S,2023-04-23T23:32:07.7Z,2,REGULAR,substitution,out,['startperiod'],1628401,,,1610612738,25,35,2023-04-23T23:33:36Z,1650000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-04-23T23:32:07.7Z,2,REGULAR,substitution,in,['startperiod'],1630573,,,1610612738,25,35,2023-04-23T23:33:36Z,1660000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-04-23T23:32:07.7Z,2,REGULAR,substitution,in,['startperiod'],201143,,,1610612738,25,35,2023-04-23T23:33:36Z,1670000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-04-23T23:32:07.7Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,25,35,2023-04-23T23:33:36Z,1680000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-04-23T23:34:14.4Z,2,REGULAR,period,start,[],0,,,1610612738,25,35,2023-04-23T23:34:14Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M45.00S,2023-04-23T23:34:28.7Z,2,REGULAR,2pt,Jump Shot,[],1627759,17.16491458607096,69.6078431372549,1610612738,25,35,2023-04-23T23:34:33Z,1700000,False,-98.0,109.0,1,left,MISS J. Brown 14' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,14.65,Missed,,,,,,,,,,,,,,,,,,
171,PT11M41.00S,2023-04-23T23:34:32.7Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,25,35,2023-04-23T23:34:33Z,1710000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,
172,PT11M25.00S,2023-04-23T23:34:48.0Z,2,REGULAR,3pt,Jump Shot,[],1630180,77.4802890932983,10.294117647058822,1610612737,25,35,2023-04-23T23:34:52Z,1720000,False,-199.0,159.0,1,right,MISS S. Bey 25' pullup 3PT,[1630180],1610612737.0,ATL,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
173,PT11M23.00S,2023-04-23T23:34:50.0Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,25,35,2023-04-23T23:34:52Z,1730000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,
174,PT11M11.00S,2023-04-23T23:35:02.2Z,2,REGULAR,3pt,Jump Shot,[],203935,18.873193166885677,92.64705882352942,1610612738,25,38,2023-04-23T23:35:07Z,1740000,False,-213.0,125.0,1,left,M. Smart 24' 3PT  (3 PTS) (A. Horford 3 AST),"[203935, 201143]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,24.71,Made,3.0,A. Horford,201143.0,3.0,,,,,,,,,,,,,,
176,PT11M02.00S,2023-04-23T23:35:11.1Z,2,REGULAR,3pt,Jump Shot,[],1629027,67.49342969776609,57.35294117647059,1610612737,25,38,2023-04-23T23:35:19Z,1760000,False,37.0,253.0,1,right,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,25.58,Missed,,,,,,,,,,,,,,,,,,
177,PT11M00.00S,2023-04-23T23:35:13.1Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,25,38,2023-04-23T23:35:19Z,1770000,False,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,,,,176.0,5.0,4.0,1.0,,,,,,,,
178,PT10M56.00S,2023-04-23T23:35:17.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627763,6.1268068331143235,50.49019607843137,1610612738,25,38,2023-04-23T23:35:25Z,1780000,False,-2.0,5.0,1,left,MISS M. Brogdon running Layup,[1627763],1610612738.0,BOS,running,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,0.57,Missed,,,,,,,,,,,,,,,,,,
179,PT10M54.00S,2023-04-23T23:35:19.2Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,25,38,2023-04-23T23:35:25Z,1790000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,178.0,2.0,2.0,0.0,,,,,,,,
180,PT10M49.00S,2023-04-23T23:35:25.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,93.9060446780552,49.50980392156863,1610612737,27,38,2023-04-23T23:35:45Z,1800000,False,-2.0,5.0,1,right,S. Bey driving Layup (2 PTS) (J. Johnson 1 AST),"[1630180, 1630552]",1610612737.0,ATL,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,0.54,Made,2.0,J. Johnson,1630552.0,1.0,,,,,,,,,,,,,,
182,PT10M49.00S,2023-04-23T23:35:36.0Z,2,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612737,27,38,2023-04-23T23:35:44Z,1820000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Bey 1 FT),"[1627759, 1630180]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204058.0,1.0,0.0,Bey,1630180.0,,,
184,PT10M49.00S,2023-04-23T23:35:50.9Z,2,REGULAR,freethrow,1 of 1,[],1630180,,,1610612737,28,38,2023-04-23T23:35:50Z,1840000,False,,,0,,S. Bey Free Throw 1 of 1 (3 PTS),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
185,PT10M38.00S,2023-04-23T23:36:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,6.389618922470433,49.754901960784316,1610612738,28,40,2023-04-23T23:36:10Z,1850000,False,1.0,8.0,1,left,M. Brogdon driving Layup (9 PTS),[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,0.77,Made,9.0,,,,,,,,,,,,,,,,,
186,PT10M09.00S,2023-04-23T23:36:33.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630552,92.59198423127464,43.627450980392155,1610612737,30,40,2023-04-23T23:36:46Z,1860000,False,-32.0,17.0,1,right,J. Johnson turnaround Hook (2 PTS),[1630552],1610612737.0,ATL,turnaround,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.62,Made,2.0,,,,,,,,,,,,,,,,,
187,PT09M54.00S,2023-04-23T23:36:49.0Z,2,REGULAR,turnover,bad pass,[],1627763,,,1610612738,30,40,2023-04-23T23:36:58Z,1870000,False,,,0,,M. Brogdon bad pass TURNOVER (2 TO),"[1627763, 1630552]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,2.0,Johnson,1630552.0
188,PT09M54.00S,2023-04-23T23:36:49.0Z,2,REGULAR,steal,,[],1630552,,,1610612737,30,40,2023-04-23T23:36:50Z,1880000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
189,PT09M49.00S,2023-04-23T23:36:53.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630180,92.06636005256242,95.58823529411765,1610612737,30,40,2023-04-23T23:37:04Z,1890000,False,228.0,22.0,1,right,MISS S. Bey running 3PT,[1630180],1610612737.0,ATL,running,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,22.9,Missed,,,,,,,,,,,,,,,,,,
190,PT09M47.00S,2023-04-23T23:36:59.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,30,40,2023-04-23T23:36:59Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,189.0,,,,,,,,,,,
192,PT09M43.00S,2023-04-23T23:37:22.2Z,2,REGULAR,foul,personal,[],1627759,,,1610612737,30,40,2023-04-23T23:37:28Z,1920000,False,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1630168]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,204058.0,2.0,0.0,Okongwu,1630168.0,,,
194,PT09M43.00S,2023-04-23T23:37:35.7Z,2,REGULAR,substitution,out,[],1630573,,,1610612737,30,40,2023-04-23T23:37:39Z,1940000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M43.00S,2023-04-23T23:37:35.7Z,2,REGULAR,substitution,in,[],1629057,,,1610612737,30,40,2023-04-23T23:37:39Z,1950000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M28.00S,2023-04-23T23:38:03.2Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630180,73.27529566360053,31.127450980392158,1610612737,30,40,2023-04-23T23:38:09Z,1960000,False,-94.0,199.0,1,right,MISS S. Bey 22' step back Shot,[1630180],1610612737.0,ATL,step back,,,Bey,S. Bey,,,,,Mid-Range,16-24 Left Center,22.0,Missed,,,,,,,,,,,,,,,,,,
197,PT09M24.00S,2023-04-23T23:38:07.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,30,40,2023-04-23T23:38:09Z,1970000,False,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Left Center,,,,,,,,,196.0,5.0,4.0,1.0,,,,,,,,
198,PT09M08.00S,2023-04-23T23:38:22.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,7.440867279894875,51.225490196078425,1610612738,30,40,2023-04-23T23:38:29Z,1980000,False,-6.0,17.0,1,left,MISS J. Brown driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
199,PT09M06.00S,2023-04-23T23:38:24.2Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612737,30,40,2023-04-23T23:38:29Z,1990000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,198.0,1.0,1.0,0.0,,,,,,,,
200,PT09M02.00S,2023-04-23T23:38:28.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630180,93.38042049934296,51.71568627450981,1610612737,32,40,2023-04-23T23:38:34Z,2000000,False,9.0,10.0,1,right,S. Bey running Layup (5 PTS) (T. Young 5 AST),"[1630180, 1629027]",1610612737.0,ATL,running,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.3,Made,5.0,T. Young,1629027.0,5.0,,,,,,,,,,,,,,
202,PT09M02.00S,2023-04-23T23:38:33.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,32,40,2023-04-23T23:38:33Z,2020000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M02.00S,2023-04-23T23:39:38.7Z,2,REGULAR,substitution,out,[],1630552,,,1610612738,32,40,2023-04-23T23:41:44Z,2030000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M02.00S,2023-04-23T23:39:38.7Z,2,REGULAR,substitution,out,[],1629027,,,1610612738,32,40,2023-04-23T23:41:44Z,2040000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M02.00S,2023-04-23T23:39:38.7Z,2,REGULAR,substitution,out,[],203935,,,1610612738,32,40,2023-04-23T23:41:44Z,2050000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M02.00S,2023-04-23T23:39:38.7Z,2,REGULAR,substitution,in,[],1627749,,,1610612738,32,40,2023-04-23T23:41:44Z,2060000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M02.00S,2023-04-23T23:39:38.7Z,2,REGULAR,substitution,in,[],1629631,,,1610612738,32,40,2023-04-23T23:41:44Z,2070000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M02.00S,2023-04-23T23:39:38.7Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,32,40,2023-04-23T23:41:44Z,2080000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M48.00S,2023-04-23T23:42:23.8Z,2,REGULAR,3pt,Jump Shot,[],1628401,32.53942181340342,47.05882352941176,1610612738,32,43,2023-04-23T23:42:33Z,2090000,False,15.0,253.0,1,left,D. White 25' 3PT  (13 PTS) (M. Brogdon 2 AST),"[1628401, 1627763]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,25.38,Made,13.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,,,,,
212,PT08M27.00S,2023-04-23T23:42:45.1Z,2,REGULAR,3pt,Jump Shot,[],1629631,92.9862023653088,95.83333333333334,1610612737,32,43,2023-04-23T23:42:51Z,2120000,False,229.0,13.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,22.96,Missed,,,,,,,,,,,,,,,,,,
213,PT08M22.00S,2023-04-23T23:42:50.1Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,32,43,2023-04-23T23:42:51Z,2130000,False,,,0,,R. Williams III REBOUND (Off:1 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Right Corner 3,24+ Right,,,,,,,,,212.0,6.0,5.0,1.0,,,,,,,,
214,PT08M04.00S,2023-04-23T23:43:10.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,5.995400788436268,50.0,1610612738,32,45,2023-04-23T23:43:19Z,2140000,False,0.0,4.0,1,left,R. Williams III cutting DUNK (4 PTS) (A. Horford 4 AST),"[1629057, 201143]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,0.39,Made,4.0,A. Horford,201143.0,4.0,,,,,,,,,,,,,,
216,PT08M04.00S,2023-04-23T23:43:15.7Z,2,REGULAR,foul,personal,['1freethrow'],1630168,,,1610612738,32,45,2023-04-23T23:43:43Z,2160000,False,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Williams III 1 FT),"[1630168, 1629057]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2534.0,2.0,0.0,Williams III,1629057.0,,,
218,PT08M04.00S,2023-04-23T23:43:22.7Z,2,REGULAR,substitution,out,[],203992,,,1610612738,32,45,2023-04-23T23:43:26Z,2180000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M04.00S,2023-04-23T23:43:22.7Z,2,REGULAR,substitution,in,[],1629027,,,1610612738,32,45,2023-04-23T23:43:26Z,2190000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M04.00S,2023-04-23T23:43:45.1Z,2,REGULAR,freethrow,1 of 1,[],1629057,,,1610612738,32,46,2023-04-23T23:43:45Z,2200000,False,,,0,,R. Williams III Free Throw 1 of 1 (5 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
221,PT08M02.00S,2023-04-23T23:43:52.4Z,2,REGULAR,foul,personal,[],1628401,,,1610612737,32,46,2023-04-23T23:43:59Z,2210000,False,,,0,,D. White personal FOUL (1 PF),"[1628401, 1629027]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,204059.0,1.0,0.0,Young,1629027.0,,,
223,PT08M02.00S,2023-04-23T23:43:57.6Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,32,46,2023-04-23T23:44:00Z,2230000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M02.00S,2023-04-23T23:43:57.6Z,2,REGULAR,substitution,in,[],203991,,,1610612737,32,46,2023-04-23T23:44:00Z,2240000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M02.00S,2023-04-23T23:43:57.6Z,2,REGULAR,substitution,out,[],201143,,,1610612737,32,46,2023-04-23T23:44:09Z,2250000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M02.00S,2023-04-23T23:43:57.6Z,2,REGULAR,substitution,in,[],203488,,,1610612737,32,46,2023-04-23T23:44:09Z,2260000,False,,,0,,SUB in: M. Muscala,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M50.00S,2023-04-23T23:44:28.5Z,2,REGULAR,3pt,Jump Shot,[],1629631,68.28186596583443,43.627450980392155,1610612737,35,46,2023-04-23T23:44:33Z,2270000,False,-32.0,246.0,1,right,D. Hunter 24' 3PT  (8 PTS) (T. Young 6 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,24.78,Made,8.0,T. Young,1629027.0,6.0,,,,,,,,,,,,,,
229,PT07M36.00S,2023-04-23T23:44:42.1Z,2,REGULAR,3pt,Jump Shot,[],1627763,30.17411300919842,70.09803921568627,1610612738,35,46,2023-04-23T23:44:49Z,2290000,False,-100.0,231.0,1,left,MISS M. Brogdon 25' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,25.2,Missed,,,,,,,,,,,,,,,,,,
230,PT07M30.00S,2023-04-23T23:44:48.1Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,35,46,2023-04-23T23:44:49Z,2300000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,229.0,2.0,2.0,0.0,,,,,,,,
231,PT07M20.00S,2023-04-23T23:44:58.7Z,2,REGULAR,2pt,Jump Shot,[],1629631,74.98357424441524,57.84313725490197,1610612737,35,46,2023-04-23T23:45:03Z,2310000,False,39.0,183.0,1,right,MISS D. Hunter 18' Jump Shot,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Center,18.69,Missed,,,,,,,,,,,,,,,,,,
232,PT07M17.00S,2023-04-23T23:45:01.7Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,35,46,2023-04-23T23:45:03Z,2320000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,,,,,,,,,231.0,1.0,1.0,0.0,,,,,,,,
233,PT07M08.00S,2023-04-23T23:45:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,6.652431011826544,50.98039215686274,1610612738,35,48,2023-04-23T23:45:18Z,2330000,False,-5.0,10.0,1,left,D. White cutting Layup (15 PTS) (M. Brogdon 3 AST),"[1628401, 1627763]",1610612738.0,BOS,cutting,,,White,D. White,,,,,Restricted Area,0-8 Center,1.11,Made,15.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,,,,,
236,PT06M50.00S,2023-04-23T23:45:40.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.32917214191852,54.65686274509803,1610612737,35,48,2023-04-23T23:45:46Z,2360000,False,23.0,20.0,1,right,MISS D. Murray driving Layup,[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
237,PT06M47.00S,2023-04-23T23:45:43.3Z,2,REGULAR,rebound,offensive,[],1630180,,,1610612737,35,48,2023-04-23T23:45:46Z,2370000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,236.0,2.0,1.0,1.0,,,,,,,,
238,PT06M45.00S,2023-04-23T23:45:47.4Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612737,35,48,2023-04-23T23:46:18Z,2380000,False,,,0,,R. Williams III shooting personal FOUL (2 PF) (Hunter 2 FT),"[1629057, 1629631]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2534.0,2.0,0.0,Hunter,1629631.0,,,
240,PT06M45.00S,2023-04-23T23:46:18.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629631,,,1610612737,36,48,2023-04-23T23:46:18Z,2400000,False,,,0,,D. Hunter Free Throw 1 of 2 (9 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
241,PT06M45.00S,2023-04-23T23:46:20.8Z,2,REGULAR,substitution,out,[],203488,,,1610612737,36,48,2023-04-23T23:46:27Z,2410000,False,,,0,,SUB out: M. Muscala,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M45.00S,2023-04-23T23:46:20.8Z,2,REGULAR,substitution,in,[],1628369,,,1610612737,36,48,2023-04-23T23:46:27Z,2420000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M45.00S,2023-04-23T23:46:41.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629631,,,1610612737,37,48,2023-04-23T23:46:41Z,2430000,False,,,0,,D. Hunter Free Throw 2 of 2 (10 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
244,PT06M32.00S,2023-04-23T23:46:57.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,32.013797634691194,41.17647058823529,1610612738,37,48,2023-04-23T23:47:11Z,2440000,False,44.0,248.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.23,Missed,,,,,,,,,,,,,,,,,,
245,PT06M29.00S,2023-04-23T23:47:00.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,37,48,2023-04-23T23:47:11Z,2450000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,244.0,,,,,,,,,,,
247,PT06M20.00S,2023-04-23T23:47:24.2Z,2,REGULAR,3pt,Jump Shot,[],1629027,72.7496714848883,18.38235294117647,1610612737,37,48,2023-04-23T23:47:29Z,2470000,False,-158.0,204.0,1,right,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,25.79,Missed,,,,,,,,,,,,,,,,,,
248,PT06M18.00S,2023-04-23T23:47:26.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,37,48,2023-04-23T23:47:29Z,2480000,False,,,0,,R. Williams III REBOUND (Off:1 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,,,247.0,7.0,6.0,1.0,,,,,,,,
249,PT06M11.00S,2023-04-23T23:47:33.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,31.882391590013142,37.745098039215684,1610612738,37,51,2023-04-23T23:47:38Z,2490000,False,61.0,247.0,1,left,J. Brown 25' 3PT pullup (5 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,25.47,Made,5.0,,,,,,,,,,,,,,,,,
250,PT05M56.00S,2023-04-23T23:47:47.8Z,2,REGULAR,3pt,Jump Shot,[],1629631,95.6143232588699,4.411764705882353,1610612737,40,51,2023-04-23T23:47:52Z,2500000,False,-228.0,-11.0,1,right,D. Hunter 3PT  (13 PTS) (T. Young 7 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,22.82,Made,13.0,T. Young,1629027.0,7.0,,,,,,,,,,,,,,
252,PT05M36.00S,2023-04-23T23:48:08.3Z,2,REGULAR,3pt,Jump Shot,[],1628401,29.911300919842315,70.83333333333334,1610612738,40,51,2023-04-23T23:48:13Z,2520000,False,-104.0,229.0,1,left,MISS D. White 25' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.13,Missed,,,,,,,,,,,,,,,,,,
253,PT05M33.00S,2023-04-23T23:48:11.3Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,40,51,2023-04-23T23:48:13Z,2530000,False,,,0,,C. Capela REBOUND (Off:0 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,252.0,3.0,3.0,0.0,,,,,,,,
