actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
631,PT03M50.00S,2023-05-07T22:08:12.1Z,5,OVERTIME,steal,,[],201143,,,1610612738,109,109,2023-05-07T22:12:59Z,5947500,False,,,0,,A. Horford STEAL (2 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
603,PT03M41.00S,2023-05-07T22:08:17.7Z,5,OVERTIME,foul,personal,[],200782,,,1610612738,109,109,2023-05-07T22:08:22Z,5950000,False,,,0,,P. Tucker personal FOUL (4 PF),"[200782, 1628369]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,101284.0,4.0,0.0,Tatum,1628369.0,,
605,PT03M31.00S,2023-05-07T22:08:42.2Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,7.276609724047319,53.18627450980392,1610612738,109,111,2023-05-07T22:12:59Z,5970000,False,-16.0,16.0,1,left,M. Smart driving finger roll Layup (20 PTS),[203935],1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,2.25,Made,20.0,,,,,,,,,,,,,,,,,
606,PT03M31.00S,2023-05-07T22:08:45.4Z,5,OVERTIME,foul,personal,['1freethrow'],201935,,,1610612738,109,111,2023-05-07T22:08:50Z,5980000,False,,,0,,J. Harden shooting personal FOUL (2 PF) (Smart 1 FT),"[201935, 203935]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,204058.0,2.0,0.0,Smart,203935.0,,
608,PT03M31.00S,2023-05-07T22:09:10.7Z,5,OVERTIME,freethrow,1 of 1,['fromturnover'],203935,,,1610612738,109,112,2023-05-07T22:12:59Z,6000000,False,,,0,,M. Smart Free Throw 1 of 1 (21 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
609,PT03M08.00S,2023-05-07T22:09:36.7Z,5,OVERTIME,3pt,Jump Shot,[],203954,68.24901445466492,47.30392156862745,1610612755,109,112,2023-05-07T22:09:45Z,6010000,False,-13.0,246.0,1,right,MISS J. Embiid 24' step back 3PT,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,24.64,Missed,,,,,,,,,,,,,,,,,,
610,PT03M03.00S,2023-05-07T22:09:41.7Z,5,OVERTIME,rebound,offensive,[],202699,,,1610612755,109,112,2023-05-07T22:09:45Z,6020000,False,,,0,,T. Harris REBOUND (Off:2 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,609.0,7.0,5.0,2.0,,,,,,,,,,
611,PT02M51.00S,2023-05-07T22:09:53.6Z,5,OVERTIME,3pt,Jump Shot,['2ndchance'],201935,70.61432325886992,80.63725490196079,1610612755,109,112,2023-05-07T22:13:00Z,6030000,False,153.0,224.0,1,right,MISS J. Harden 27' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.11,Missed,,,,,,,,,,,,,,,,,,
612,PT02M48.00S,2023-05-07T22:09:56.6Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612755,109,112,2023-05-07T22:10:03Z,6040000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,611.0,,,,,,,,,,,,,
614,PT02M40.00S,2023-05-07T22:10:25.0Z,5,OVERTIME,2pt,Jump Shot,['2ndchance'],203954,85.06898817345598,74.01960784313725,1610612755,111,112,2023-05-07T22:10:31Z,6060000,False,120.0,88.0,1,right,J. Embiid 14' turnaround fadeaway Jump Shot (32 PTS),[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,14.88,Made,32.0,,,,,,,,,,,,,,,,,
615,PT02M17.00S,2023-05-07T22:10:47.4Z,5,OVERTIME,3pt,Jump Shot,[],1628369,27.513140604467807,82.35294117647058,1610612738,111,112,2023-05-07T22:10:58Z,6070000,False,-162.0,206.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
616,PT02M16.00S,2023-05-07T22:10:48.4Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612738,111,112,2023-05-07T22:10:58Z,6080000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,615.0,,,,,,,,,,,,,
617,PT02M16.00S,2023-05-07T22:10:54.5Z,5,OVERTIME,foul,personal,[],1630178,,,1610612738,111,112,2023-05-07T22:11:06Z,6090000,False,,,0,,T. Maxey loose ball personal FOUL (1 PF),"[1630178, 1628401]",1610612755.0,PHI,loose ball,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202058.0,1.0,0.0,White,1628401.0,,
619,PT02M07.00S,2023-05-07T22:11:18.2Z,5,OVERTIME,turnover,bad pass,[],203935,,,1610612738,111,112,2023-05-07T22:11:23Z,6110000,False,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 201935]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,3.0,Harden,201935.0,,,,,,,
620,PT02M07.00S,2023-05-07T22:11:18.2Z,5,OVERTIME,steal,,[],201935,,,1610612755,111,112,2023-05-07T22:11:20Z,6120000,False,,,0,,J. Harden STEAL (4 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
624,PT01M49.00S,2023-05-07T22:11:50.5Z,5,OVERTIME,foul,offensive,[],203954,,,1610612755,111,112,2023-05-07T22:12:05Z,6160000,False,,,0,,J. Embiid charge offensive FOUL (3 PF),"[203954, 203935]",1610612755.0,PHI,charge,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202058.0,3.0,0.0,Smart,203935.0,,
626,PT01M49.00S,2023-05-07T22:11:50.5Z,5,OVERTIME,turnover,offensive foul,[],203954,,,1610612755,111,112,2023-05-07T22:11:50Z,6180000,False,,,0,,J. Embiid offensive foul TURNOVER (2 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,,,202058.0,,,,,,
628,PT01M49.00S,2023-05-07T22:12:06.8Z,5,OVERTIME,timeout,full,['team'],0,,,1610612738,111,112,2023-05-07T22:12:06Z,6200000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT01M25.00S,2023-05-07T22:15:20.0Z,5,OVERTIME,3pt,Jump Shot,['fromturnover'],201143,13.18988173455979,4.411764705882348,1610612738,111,112,2023-05-07T22:15:26Z,6220000,False,228.0,71.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,23.89,Missed,,,,,,,,,,,,,,,,,,
633,PT01M22.00S,2023-05-07T22:15:23.0Z,5,OVERTIME,rebound,defensive,[],201935,,,1610612755,111,112,2023-05-07T22:15:26Z,6230000,False,,,0,,J. Harden REBOUND (Off:0 Def:8),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,,,,,,,632.0,8.0,8.0,0.0,,,,,,,,,,
634,PT01M04.00S,2023-05-07T22:15:41.6Z,5,OVERTIME,3pt,Jump Shot,[],201935,68.11760840998686,72.79411764705883,1610612755,111,112,2023-05-07T22:15:51Z,6240000,False,114.0,247.0,1,right,MISS J. Harden 27' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.22,Missed,,,,,,,,,,,,,,,,,,
635,PT01M02.00S,2023-05-07T22:15:43.6Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612755,111,112,2023-05-07T22:15:51Z,6250000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,634.0,,,,,,,,,,,,,
636,PT01M02.00S,2023-05-07T22:15:47.1Z,5,OVERTIME,foul,personal,[],201143,,,1610612755,111,112,2023-05-07T22:15:55Z,6260000,False,,,0,,A. Horford loose ball personal FOUL (2 PF),"[201143, 203954]",1610612738.0,BOS,loose ball,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202058.0,2.0,0.0,Embiid,203954.0,,
638,PT00M56.00S,2023-05-07T22:16:19.5Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612755,111,112,2023-05-07T22:16:32Z,6280000,False,,,0,,A. Horford shooting personal FOUL (3 PF) (Embiid 2 FT),"[201143, 203954]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,204058.0,3.0,0.0,Embiid,203954.0,,
640,PT00M56.00S,2023-05-07T22:16:49.6Z,5,OVERTIME,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,112,112,2023-05-07T22:16:49Z,6300000,False,,,0,,J. Embiid Free Throw 1 of 2 (33 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,33.0,,,,,,,,,,,,,,,,,
641,PT00M56.00S,2023-05-07T22:17:09.9Z,5,OVERTIME,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,113,112,2023-05-07T22:17:09Z,6310000,False,,,0,,J. Embiid Free Throw 2 of 2 (34 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,34.0,,,,,,,,,,,,,,,,,
642,PT00M38.10S,2023-05-07T22:17:35.2Z,5,OVERTIME,3pt,Jump Shot,[],1628369,30.535479632063073,78.18627450980392,1610612738,113,115,2023-05-07T22:18:52Z,6320000,False,-141.0,235.0,1,left,J. Tatum 27' 3PT step back (24 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.36,Made,24.0,,,,,,,,,,,,,,,,,
644,PT00M26.40S,2023-05-07T22:18:09.8Z,5,OVERTIME,timeout,full,['team'],0,,,1610612755,113,115,2023-05-07T22:18:09Z,6340000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M19.00S,2023-05-07T22:19:53.8Z,5,OVERTIME,3pt,Jump Shot,[],201935,88.09132720105124,96.81372549019608,1610612755,116,115,2023-05-07T22:19:59Z,6350000,False,234.0,59.0,1,right,J. Harden 24' 3PT  (42 PTS) (J. Embiid 4 AST),"[201935, 203954]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,24.15,Made,42.0,J. Embiid,203954.0,4.0,,,,,,,,,,,,,,
652,PT00M00.00S,2023-05-07T22:22:11.5Z,5,OVERTIME,period,end,[],0,,,1610612738,116,115,2023-05-07T22:22:11Z,6420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M00.00S,2023-05-07T22:22:14.0Z,5,OVERTIME,game,end,[],0,,,0,116,115,2023-05-07T22:22:14Z,6430000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
