actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
162,PT12M00.00S,2023-05-07T20:15:12.3Z,2,REGULAR,period,start,[],0,,,1610612738,27,19,2023-05-07T20:15:12Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M40.00S,2023-05-07T20:15:31.6Z,2,REGULAR,2pt,Jump Shot,[],203935,84.28055190538765,25.0,1610612738,27,21,2023-05-07T20:15:35Z,1590000,False,-125.0,95.0,1,right,M. Smart 15' pullup Jump Shot (2 PTS) (M. Brogdon 1 AST),"[203935, 1627763]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Mid-Range,8-16 Left,15.72,Made,2.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,,,,
166,PT11M21.00S,2023-05-07T20:15:49.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630194,7.145203679369246,49.754901960784316,1610612755,29,21,2023-05-07T20:15:54Z,1610000,False,1.0,15.0,1,left,P. Reed reverse DUNK (2 PTS) (J. Harden 2 AST),"[1630194, 201935]",1610612755.0,PHI,reverse,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,1.47,Made,2.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,,
168,PT11M06.00S,2023-05-07T20:16:04.6Z,2,REGULAR,3pt,Jump Shot,[],203935,68.38042049934297,30.392156862745097,1610612738,29,24,2023-05-07T20:16:09Z,1630000,False,-98.0,245.0,1,right,M. Smart 26' 3PT  (5 PTS) (R. Williams III 1 AST),"[203935, 1629057]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,26.36,Made,5.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,,
169,PT10M44.00S,2023-05-07T20:16:27.3Z,2,REGULAR,3pt,Jump Shot,[],201935,33.820630749014455,60.049019607843135,1610612755,32,24,2023-05-07T20:16:34Z,1640000,False,-50.0,265.0,1,left,J. Harden 27' 3PT step back (9 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,27.01,Made,9.0,,,,,,,,,,,,,,,,,
170,PT10M34.00S,2023-05-07T20:16:37.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,94.3988173455979,53.18627450980392,1610612738,32,26,2023-05-07T20:16:41Z,1650000,False,16.0,0.0,1,right,J. Brown driving Layup (14 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.59,Made,14.0,,,,,,,,,,,,,,,,,
171,PT10M20.00S,2023-05-07T20:16:51.7Z,2,REGULAR,2pt,Jump Shot,[],201935,12.13863337713535,65.93137254901961,1610612755,34,26,2023-05-07T20:16:56Z,1660000,False,-80.0,62.0,1,left,J. Harden 10' step back Jump Shot (11 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,10.07,Made,11.0,,,,,,,,,,,,,,,,,
172,PT10M13.00S,2023-05-07T20:17:01.9Z,2,REGULAR,foul,personal,[],1629001,,,1610612738,34,26,2023-05-07T20:17:07Z,1670000,False,,,0,,D. Melton personal FOUL (2 PF),"[1629001, 1627759]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,202058.0,2.0,0.0,Brown,1627759.0,,
174,PT10M02.00S,2023-05-07T20:17:29.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,90.71944809461235,41.42156862745098,1610612738,34,26,2023-05-07T20:17:33Z,1690000,False,-43.0,35.0,1,right,MISS M. Brogdon fadeaway Shot - blocked,"[1627763, 201935]",1610612738.0,BOS,fadeaway,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,,,,,,,,,,,,,,,,Harden,201935.0
175,PT10M02.00S,2023-05-07T20:17:29.7Z,2,REGULAR,block,,[],201935,,,1610612738,34,26,2023-05-07T20:17:32Z,1700000,False,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
176,PT10M00.00S,2023-05-07T20:17:31.7Z,2,REGULAR,rebound,offensive,[],1627763,,,1610612738,34,26,2023-05-07T20:17:33Z,1710000,False,,,0,,M. Brogdon REBOUND (Off:2 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,174.0,3.0,1.0,2.0,,,,,,,,,,
179,PT10M00.00S,2023-05-07T20:17:49.4Z,2,REGULAR,foul,personal,['2freethrow'],202699,,,1610612738,34,26,2023-05-07T20:18:15Z,1740000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Williams III 2 FT),"[202699, 1629057]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,204058.0,1.0,0.0,Williams III,1629057.0,,
181,PT10M00.00S,2023-05-07T20:18:22.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612738,34,27,2023-05-07T20:18:46Z,1760000,False,,,0,,R. Williams III Free Throw 1 of 2 (1 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
183,PT10M00.00S,2023-05-07T20:18:22.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612738,34,27,2023-05-07T20:18:46Z,1770000,False,,,0,,MISS R. Williams III Free Throw 2 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
184,PT09M57.00S,2023-05-07T20:18:25.0Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,34,27,2023-05-07T20:18:46Z,1780000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,
185,PT09M46.00S,2023-05-07T20:18:56.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,10.693166885676746,48.0392156862745,1610612755,36,27,2023-05-07T20:19:00Z,1790000,False,10.0,48.0,1,left,J. Harden driving floating Jump Shot (13 PTS),[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,4.9,Made,13.0,,,,,,,,,,,,,,,,,
186,PT09M34.00S,2023-05-07T20:19:07.8Z,2,REGULAR,3pt,Jump Shot,[],203935,68.77463863337714,31.617647058823522,1610612738,36,30,2023-05-07T20:19:12Z,1800000,False,-92.0,241.0,1,right,M. Smart 25' 3PT step back (8 PTS),[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,25.79,Made,8.0,,,,,,,,,,,,,,,,,
187,PT09M17.00S,2023-05-07T20:19:24.5Z,2,REGULAR,3pt,Jump Shot,[],1627777,31.980946123521676,32.1078431372549,1610612755,39,30,2023-05-07T20:19:28Z,1810000,False,89.0,248.0,1,left,G. Niang 26' 3PT pullup (6 PTS) (J. Harden 3 AST),"[1627777, 201935]",1610612755.0,PHI,pullup,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,26.37,Made,6.0,J. Harden,201935.0,3.0,,,,,,,,,,,,,,
189,PT09M05.00S,2023-05-07T20:19:38.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.42772667542707,43.872549019607845,1610612738,39,30,2023-05-07T20:20:27Z,1830000,False,-31.0,19.0,1,right,MISS J. Brown driving finger roll Layup,[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.59,Missed,,,,,,,,,,,,,,,,,,
190,PT09M03.00S,2023-05-07T20:19:40.0Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,39,30,2023-05-07T20:19:42Z,1840000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,189.0,2.0,2.0,0.0,,,,,,,,,,
191,PT08M58.00S,2023-05-07T20:19:45.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,26.72470433639947,15.686274509803923,1610612755,39,30,2023-05-07T20:19:51Z,1850000,False,172.0,199.0,1,left,MISS D. Melton 26' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,26.25,Missed,,,,,,,,,,,,,,,,,,
192,PT08M53.00S,2023-05-07T20:19:50.0Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,39,30,2023-05-07T20:19:51Z,1860000,False,,,0,,M. Brogdon REBOUND (Off:2 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,,,,191.0,4.0,2.0,2.0,,,,,,,,,,
193,PT08M48.00S,2023-05-07T20:19:54.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627763,68.24901445466492,70.58823529411765,1610612738,39,33,2023-05-07T20:19:59Z,1870000,False,103.0,246.0,1,right,M. Brogdon 26' 3PT running (3 PTS) (J. Brown 1 AST),"[1627763, 1627759]",1610612738.0,BOS,running,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,26.67,Made,3.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
195,PT08M23.00S,2023-05-07T20:20:18.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,16.212220762155056,50.0,1610612755,41,33,2023-05-07T20:20:22Z,1890000,False,0.0,100.0,1,left,J. Harden 9' step back Jump Shot (15 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,9.99,Made,15.0,,,,,,,,,,,,,,,,,
196,PT08M14.00S,2023-05-07T20:20:27.9Z,2,REGULAR,3pt,Jump Shot,[],1627763,75.73915900131406,9.313725490196077,1610612738,41,33,2023-05-07T20:20:32Z,1900000,False,-203.0,176.0,1,right,MISS M. Brogdon 26' step back 3PT,[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,26.87,Missed,,,,,,,,,,,,,,,,,,
197,PT08M10.00S,2023-05-07T20:20:31.9Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,41,33,2023-05-07T20:20:32Z,1910000,False,,,0,,P. Reed REBOUND (Off:0 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,
199,PT07M50.00S,2023-05-07T20:21:27.9Z,2,REGULAR,3pt,Jump Shot,[],201935,29.352825229960573,21.07843137254902,1610612755,44,33,2023-05-07T20:21:31Z,1930000,False,145.0,223.0,1,left,J. Harden 26' 3PT  (18 PTS) (D. Melton 2 AST),"[201935, 1629001]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.61,Made,18.0,D. Melton,1629001.0,2.0,,,,,,,,,,,,,,
201,PT07M49.00S,2023-05-07T20:21:33.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,44,33,2023-05-07T20:21:33Z,1950000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M49.00S,2023-05-07T20:24:28.2Z,2,REGULAR,substitution,out,[],1630194,,,1610612738,44,33,2023-05-07T20:24:55Z,1960000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M49.00S,2023-05-07T20:24:28.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,44,33,2023-05-07T20:24:55Z,1970000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M49.00S,2023-05-07T20:24:28.2Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,44,33,2023-05-07T20:24:55Z,1980000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M49.00S,2023-05-07T20:24:28.2Z,2,REGULAR,substitution,in,[],203954,,,1610612738,44,33,2023-05-07T20:24:55Z,1990000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M49.00S,2023-05-07T20:24:28.2Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,44,33,2023-05-07T20:24:55Z,2000000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M49.00S,2023-05-07T20:24:28.2Z,2,REGULAR,substitution,in,[],201143,,,1610612738,44,33,2023-05-07T20:24:55Z,2010000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M31.00S,2023-05-07T20:25:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,86.7772667542707,53.431372549019606,1610612738,44,33,2023-05-07T20:25:27Z,2020000,False,17.0,72.0,1,right,MISS J. Tatum 7' driving Layup - blocked,"[1628369, 1627777]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.38,Missed,,,,,,,,,,,,,,,,,Niang,1627777.0
209,PT07M31.00S,2023-05-07T20:25:23.7Z,2,REGULAR,block,,[],1627777,,,1610612738,44,33,2023-05-07T20:25:26Z,2030000,False,,,0,,G. Niang BLOCK (1 BLK),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
210,PT07M28.00S,2023-05-07T20:25:26.7Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612755,44,33,2023-05-07T20:25:27Z,2040000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,208.0,1.0,1.0,0.0,,,,,,,,,,
211,PT07M26.00S,2023-05-07T20:25:32.7Z,2,REGULAR,turnover,out-of-bounds,[],1629001,,,1610612755,44,33,2023-05-07T20:25:42Z,2050000,False,,,0,,D. Melton bad pass out-of-bounds TURNOVER (1 TO),[1629001],1610612755.0,PHI,bad pass,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,202058.0,,,,,,
212,PT07M19.00S,2023-05-07T20:25:42.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203935,71.7969776609724,79.90196078431373,1610612738,44,33,2023-05-07T20:25:47Z,2060000,False,150.0,213.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
213,PT07M15.00S,2023-05-07T20:25:46.1Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,44,33,2023-05-07T20:25:47Z,2070000,False,,,0,,J. Embiid REBOUND (Off:1 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,212.0,6.0,5.0,1.0,,,,,,,,,,
214,PT06M52.00S,2023-05-07T20:26:08.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,5.042706964520377,53.431372549019606,1610612755,44,33,2023-05-07T20:26:12Z,2080000,False,-17.0,-5.0,1,left,MISS J. Harden driving finger roll Layup - blocked,"[201935, 1628369]",1610612755.0,PHI,driving finger roll,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0
215,PT06M52.00S,2023-05-07T20:26:08.6Z,2,REGULAR,block,,[],1628369,,,1610612755,44,33,2023-05-07T20:26:11Z,2090000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
216,PT06M49.00S,2023-05-07T20:26:11.6Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,44,33,2023-05-07T20:26:12Z,2100000,False,,,0,,A. Horford REBOUND (Off:2 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,214.0,3.0,1.0,2.0,,,,,,,,,,
217,PT06M46.00S,2023-05-07T20:26:14.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,72.05978975032852,17.64705882352942,1610612738,44,33,2023-05-07T20:26:19Z,2110000,False,-162.0,210.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.52,Missed,,,,,,,,,,,,,,,,,,
218,PT06M43.00S,2023-05-07T20:26:17.8Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,44,33,2023-05-07T20:26:19Z,2120000,False,,,0,,J. Embiid REBOUND (Off:1 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,217.0,7.0,6.0,1.0,,,,,,,,,,
219,PT06M25.00S,2023-05-07T20:26:35.6Z,2,REGULAR,3pt,Jump Shot,[],1627777,23.702365308804204,89.70588235294117,1610612755,44,33,2023-05-07T20:26:40Z,2130000,False,-199.0,170.0,1,left,MISS G. Niang 26' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
220,PT06M22.00S,2023-05-07T20:26:38.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,44,33,2023-05-07T20:26:40Z,2140000,False,,,0,,J. Tatum REBOUND (Off:2 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,219.0,7.0,5.0,2.0,,,,,,,,,,
221,PT06M14.00S,2023-05-07T20:26:46.5Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,44,33,2023-05-07T20:26:51Z,2150000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1629001]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Melton,1629001.0,,,,,,,
222,PT06M14.00S,2023-05-07T20:26:46.5Z,2,REGULAR,steal,,[],1629001,,,1610612755,44,33,2023-05-07T20:26:48Z,2160000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
223,PT06M10.00S,2023-05-07T20:26:50.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629001,7.276609724047319,49.26470588235294,1610612755,44,33,2023-05-07T20:26:55Z,2170000,False,4.0,16.0,1,left,MISS D. Melton running Layup,[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,1.63,Missed,,,,,,,,,,,,,,,,,,
224,PT06M08.00S,2023-05-07T20:26:53.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,44,33,2023-05-07T20:26:53Z,2180000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,223.0,2.0,2.0,0.0,,,,,,,,,,
225,PT06M01.00S,2023-05-07T20:26:59.1Z,2,REGULAR,3pt,Jump Shot,[],201143,67.46057818659658,28.67647058823529,1610612738,44,33,2023-05-07T20:27:08Z,2190000,False,-107.0,253.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,27.49,Missed,,,,,,,,,,,,,,,,,,
226,PT06M00.00S,2023-05-07T20:27:00.1Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,44,33,2023-05-07T20:27:08Z,2200000,False,,,0,,J. Embiid REBOUND (Off:1 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,225.0,8.0,7.0,1.0,,,,,,,,,,
227,PT06M00.00S,2023-05-07T20:27:09.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,44,33,2023-05-07T20:27:09Z,2210000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M00.00S,2023-05-07T20:30:07.0Z,2,REGULAR,substitution,out,[],1629001,,,1610612755,44,33,2023-05-07T20:30:34Z,2220000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M00.00S,2023-05-07T20:30:07.0Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,44,33,2023-05-07T20:30:34Z,2230000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M00.00S,2023-05-07T20:30:07.0Z,2,REGULAR,substitution,out,[],203935,,,1610612755,44,33,2023-05-07T20:30:34Z,2240000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M00.00S,2023-05-07T20:30:07.0Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,44,33,2023-05-07T20:30:34Z,2250000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M00.00S,2023-05-07T20:30:07.0Z,2,REGULAR,substitution,in,[],200782,,,1610612755,44,33,2023-05-07T20:30:34Z,2260000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M00.00S,2023-05-07T20:30:07.0Z,2,REGULAR,substitution,in,[],1628401,,,1610612755,44,33,2023-05-07T20:30:34Z,2270000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M37.00S,2023-05-07T20:31:09.1Z,2,REGULAR,2pt,Jump Shot,[],202699,4.12286465177398,29.65686274509804,1610612755,44,33,2023-05-07T20:31:13Z,2280000,False,102.0,-14.0,1,left,MISS T. Harris 10' driving floating Shot,[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,10.26,Missed,,,,,,,,,,,,,,,,,,
235,PT05M37.00S,2023-05-07T20:31:10.8Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,44,33,2023-05-07T20:31:10Z,2290000,False,,,0,,J. Embiid REBOUND (Off:2 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,,,,,,,234.0,9.0,7.0,2.0,,,,,,,,,,
236,PT05M37.00S,2023-05-07T20:31:13.2Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612755,44,33,2023-05-07T20:31:18Z,2300000,False,,,0,,J. Tatum shooting personal FOUL (2 PF) (Embiid 2 FT),"[1628369, 203954]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,204058.0,2.0,0.0,Embiid,203954.0,,
238,PT05M37.00S,2023-05-07T20:31:41.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,44,33,2023-05-07T20:31:41Z,2320000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
239,PT05M37.00S,2023-05-07T20:31:41.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,44,33,2023-05-07T20:31:41Z,2330000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,238.0,,,,,,,,,,,,,
240,PT05M37.00S,2023-05-07T20:31:57.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,45,33,2023-05-07T20:31:57Z,2340000,False,,,0,,J. Embiid Free Throw 2 of 2 (13 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
241,PT05M11.00S,2023-05-07T20:32:25.9Z,2,REGULAR,3pt,Jump Shot,[],201143,81.25821287779237,94.8529411764706,1610612738,45,33,2023-05-07T20:32:29Z,2350000,False,224.0,124.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
242,PT05M08.00S,2023-05-07T20:32:28.1Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,45,33,2023-05-07T20:32:28Z,2360000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,241.0,3.0,3.0,0.0,,,,,,,,,,
243,PT04M59.00S,2023-05-07T20:32:37.3Z,2,REGULAR,2pt,Jump Shot,[],203954,18.183311432325894,73.52941176470588,1610612755,47,33,2023-05-07T20:32:45Z,2370000,False,-118.0,118.0,1,left,J. Embiid 16' pullup Jump Shot (15 PTS) (J. Harden 4 AST),"[203954, 201935]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,16.69,Made,15.0,J. Harden,201935.0,4.0,,,,,,,,,,,,,,
245,PT04M51.00S,2023-05-07T20:32:58.7Z,2,REGULAR,foul,personal,[],201935,,,1610612738,47,33,2023-05-07T20:33:04Z,2390000,False,,,0,,J. Harden personal FOUL (1 PF),"[201935, 1627763]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202058.0,1.0,0.0,Brogdon,1627763.0,,
