actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
112,PT02M15.00S,2023-05-30T00:54:39.8Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,13,15,2023-05-30T00:54:44Z,1070000,False,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,110.0,2.0,2.0,0.0,,,,,,,,,
113,PT02M10.00S,2023-05-30T00:54:45.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203935,68.67608409986859,67.15686274509804,1610612738,13,15,2023-05-30T00:56:18Z,1080000,False,86.0,242.0,1,right,MISS M. Smart 25' running pullup 3PT,[203935],1610612738.0,BOS,running pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.67,,,,,,,,
114,PT02M09.00S,2023-05-30T00:54:46.4Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,13,15,2023-05-30T00:54:53Z,1090000,False,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,113.0,2.0,2.0,0.0,,,,,,,,,
115,PT01M55.00S,2023-05-30T00:55:00.0Z,1,REGULAR,3pt,Jump Shot,[],200768,30.436925098554536,79.65686274509804,1610612748,13,15,2023-05-30T00:56:22Z,1100000,False,-148.0,234.0,1,left,MISS K. Lowry 27' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,27.67,,,,,,,,
116,PT01M54.00S,2023-05-30T00:55:01.0Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,13,15,2023-05-30T00:55:05Z,1110000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,
117,PT01M45.00S,2023-05-30T00:55:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.19776609724047,46.32352941176471,1610612738,13,15,2023-05-30T00:55:18Z,1120000,False,-18.0,21.0,1,right,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.78,,,,,,,,
118,PT01M44.00S,2023-05-30T00:55:11.4Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,13,15,2023-05-30T00:55:18Z,1130000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,
119,PT01M39.00S,2023-05-30T00:55:16.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628997,23.73521681997372,11.029411764705882,1610612748,13,18,2023-05-30T00:57:11Z,1140000,False,195.0,171.0,1,left,C. Martin 25' 3PT running (7 PTS) (K. Lowry 1 AST),"[1628997, 200768]",1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,Made,7.0,,,,,25.9,,K. Lowry,200768.0,1.0,,,,
121,PT01M12.00S,2023-05-30T00:55:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.51182654402102,55.88235294117647,1610612738,13,18,2023-05-30T00:55:53Z,1160000,False,29.0,8.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.06,,,,,,,,
122,PT01M10.00S,2023-05-30T00:55:44.9Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,13,18,2023-05-30T00:55:53Z,1170000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,121.0,2.0,1.0,1.0,,,,,,,,,
123,PT01M08.00S,2023-05-30T00:55:48.4Z,1,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,13,18,2023-05-30T00:58:05Z,1180000,False,0.0,0.0,1,right,MISS R. Williams III floating Shot,[1629057],1610612738.0,BOS,floating,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,0.0,,,,,,,,
124,PT01M06.00S,2023-05-30T00:55:50.4Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,13,18,2023-05-30T00:56:21Z,1190000,False,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,123.0,1.0,0.0,1.0,,,,,,,,,
125,PT01M03.00S,2023-05-30T00:55:52.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629057,92.59198423127464,56.127450980392155,1610612738,15,18,2023-05-30T00:55:57Z,1200000,False,31.0,17.0,1,right,R. Williams III alley-oop DUNK (2 PTS) (M. Smart 2 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,3.51,,M. Smart,203935.0,2.0,,,,
127,PT00M48.60S,2023-05-30T00:56:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.440867279894875,53.431372549019606,1610612748,15,20,2023-05-30T00:56:16Z,1220000,False,-17.0,17.0,1,left,J. Butler driving Layup (6 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,2.45,,,,,,,,
128,PT00M36.00S,2023-05-30T00:56:22.7Z,1,REGULAR,3pt,Jump Shot,[],1627759,92.19776609724047,96.56862745098039,1610612738,15,20,2023-05-30T00:56:30Z,1230000,False,233.0,21.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,23.37,,,,,,,,
129,PT00M35.00S,2023-05-30T00:56:23.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,15,20,2023-05-30T00:56:30Z,1240000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,,,,,,,,128.0,2.0,2.0,0.0,,,,,,,,,
130,PT00M27.80S,2023-05-30T00:56:31.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629622,8.886333771353483,43.13725490196079,1610612748,15,22,2023-05-30T00:58:02Z,1250000,False,34.0,31.0,1,left,M. Strus running Layup (5 PTS) (K. Lowry 2 AST),"[1629622, 200768]",1610612748.0,MIA,running,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,,,,,4.62,,K. Lowry,200768.0,2.0,,,,
132,PT00M03.80S,2023-05-30T00:56:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.38042049934296,55.63725490196079,1610612738,15,22,2023-05-30T00:57:03Z,1270000,False,28.0,10.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.98,,,,,,,,
133,PT00M02.70S,2023-05-30T00:56:58.8Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,15,22,2023-05-30T00:57:03Z,1280000,False,,,0,,J. Butler REBOUND (Off:0 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,132.0,3.0,3.0,0.0,,,,,,,,,
134,PT00M00.00S,2023-05-30T00:57:03.6Z,1,REGULAR,3pt,Jump Shot,[],202710,51.85611038107753,25.98039215686275,1610612748,15,22,2023-05-30T00:58:50Z,1290000,False,120.0,435.0,1,left,MISS J. Butler 45' pullup 3PT,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,45.12,,,,,,,,
135,PT00M00.00S,2023-05-30T00:57:03.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,15,22,2023-05-30T00:57:09Z,1300000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,134.0,,,,,,,,,,,,
136,PT00M00.00S,2023-05-30T00:57:07.9Z,1,REGULAR,period,end,[],0,,,1610612748,15,22,2023-05-30T00:57:07Z,1310000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2023-05-30T00:59:41.2Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612748,15,22,2023-05-30T01:00:37Z,1320000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2023-05-30T00:59:41.2Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612748,15,22,2023-05-30T01:00:37Z,1330000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2023-05-30T00:59:41.2Z,2,REGULAR,substitution,out,['startperiod'],1628997,,,1610612748,15,22,2023-05-30T01:00:37Z,1340000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2023-05-30T00:59:41.2Z,2,REGULAR,substitution,out,['startperiod'],202710,,,1610612748,15,22,2023-05-30T01:00:37Z,1350000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2023-05-30T00:59:41.2Z,2,REGULAR,substitution,out,['startperiod'],1629622,,,1610612748,15,22,2023-05-30T01:00:37Z,1360000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2023-05-30T00:59:41.2Z,2,REGULAR,substitution,in,['startperiod'],1628369,,,1610612748,15,22,2023-05-30T01:00:37Z,1370000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2023-05-30T00:59:41.2Z,2,REGULAR,substitution,in,['startperiod'],201143,,,1610612748,15,22,2023-05-30T01:00:37Z,1380000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2023-05-30T00:59:41.2Z,2,REGULAR,substitution,in,['startperiod'],1629216,,,1610612748,15,22,2023-05-30T01:00:37Z,1390000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2023-05-30T00:59:41.2Z,2,REGULAR,substitution,in,['startperiod'],1629312,,,1610612748,15,22,2023-05-30T01:00:37Z,1400000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-05-30T00:59:41.2Z,2,REGULAR,substitution,in,['startperiod'],1629130,,,1610612748,15,22,2023-05-30T01:00:37Z,1410000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-05-30T01:00:48.8Z,2,REGULAR,period,start,[],0,,,1610612748,15,22,2023-05-30T01:00:48Z,1420000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M42.00S,2023-05-30T01:01:05.8Z,2,REGULAR,3pt,Jump Shot,[],1629130,30.042706964520367,79.41176470588235,1610612748,15,22,2023-05-30T01:01:51Z,1430000,False,-147.0,230.0,1,left,MISS D. Robinson 27' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,27.29,,,,,,,,
149,PT11M40.00S,2023-05-30T01:01:07.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,15,22,2023-05-30T01:01:12Z,1440000,False,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,,148.0,4.0,3.0,1.0,,,,,,,,,
150,PT11M28.00S,2023-05-30T01:01:19.3Z,2,REGULAR,3pt,Jump Shot,[],1627763,66.83639947437582,42.8921568627451,1610612738,15,22,2023-05-30T01:01:26Z,1450000,False,-36.0,259.0,1,right,MISS M. Brogdon 26' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.16,,,,,,,,
151,PT11M26.00S,2023-05-30T01:01:21.3Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,15,22,2023-05-30T01:01:26Z,1460000,False,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,,,,,,,,150.0,2.0,2.0,0.0,,,,,,,,,
152,PT11M16.00S,2023-05-30T01:01:31.2Z,2,REGULAR,2pt,Jump Shot,[],200768,26.757555847568987,46.07843137254902,1610612748,15,22,2023-05-30T01:01:57Z,1470000,False,20.0,199.0,1,left,MISS K. Lowry 20' step back Shot,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,,20.0,,,,,,,,
153,PT11M15.00S,2023-05-30T01:01:32.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,15,22,2023-05-30T01:01:39Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,152.0,,,,,,,,,,,,
155,PT11M10.00S,2023-05-30T01:01:57.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,28.991458607095925,17.647058823529413,1610612748,15,25,2023-05-30T01:02:29Z,1500000,False,162.0,220.0,1,left,D. Robinson 27' 3PT pullup (3 PTS) (B. Adebayo 1 AST),"[1629130, 1628389]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,,,,27.31,,B. Adebayo,1628389.0,1.0,,,,
157,PT10M44.00S,2023-05-30T01:02:23.5Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,15,25,2023-05-30T01:02:28Z,1520000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1629312]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,,,,Highsmith,1629312.0
158,PT10M44.00S,2023-05-30T01:02:23.5Z,2,REGULAR,steal,,[],1629312,,,1610612748,15,25,2023-05-30T01:02:26Z,1530000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
159,PT10M41.00S,2023-05-30T01:02:26.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629312,8.754927726675426,46.32352941176471,1610612748,15,27,2023-05-30T01:02:32Z,1540000,False,18.0,30.0,1,left,H. Highsmith running Layup (2 PTS) (G. Vincent 1 AST),"[1629312, 1629216]",1610612748.0,MIA,running,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,3.5,,G. Vincent,1629216.0,1.0,,,,
161,PT10M41.00S,2023-05-30T01:02:33.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,15,27,2023-05-30T01:02:33Z,1560000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M41.00S,2023-05-30T01:04:52.4Z,2,REGULAR,substitution,out,[],1627763,,,1610612738,15,27,2023-05-30T01:06:05Z,1570000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M41.00S,2023-05-30T01:04:52.4Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,15,27,2023-05-30T01:06:05Z,1580000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M27.00S,2023-05-30T01:06:20.3Z,2,REGULAR,3pt,Jump Shot,[],1628401,71.56701708278581,78.18627450980392,1610612738,15,27,2023-05-30T01:06:45Z,1590000,False,141.0,215.0,1,right,MISS D. White 25' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.69,,,,,,,,
165,PT10M25.00S,2023-05-30T01:06:22.3Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,15,27,2023-05-30T01:06:27Z,1600000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,164.0,3.0,3.0,0.0,,,,,,,,,
166,PT10M04.00S,2023-05-30T01:06:43.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.302890932982917,36.51960784313725,1610612748,15,27,2023-05-30T01:06:48Z,1610000,False,67.0,63.0,1,left,MISS B. Adebayo 9' turnaround Shot,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,,,,9.23,,,,,,,,
167,PT10M02.00S,2023-05-30T01:06:45.0Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,15,27,2023-05-30T01:06:48Z,1620000,False,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,166.0,5.0,4.0,1.0,,,,,,,,,
168,PT09M53.00S,2023-05-30T01:06:54.8Z,2,REGULAR,3pt,Jump Shot,[],201143,67.09921156373193,46.07843137254902,1610612738,18,27,2023-05-30T01:06:59Z,1630000,False,-20.0,257.0,1,right,A. Horford 25' 3PT  (5 PTS) (D. White 1 AST),"[201143, 1628401]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,,,,,25.75,,D. White,1628401.0,1.0,,,,
170,PT09M28.00S,2023-05-30T01:07:19.3Z,2,REGULAR,3pt,Jump Shot,[],1629216,33.196452036793694,44.36274509803921,1610612748,18,30,2023-05-30T01:07:59Z,1650000,False,28.0,260.0,1,left,G. Vincent 26' 3PT step back (5 PTS) (B. Adebayo 2 AST),"[1629216, 1628389]",1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,,,,,26.1,,B. Adebayo,1628389.0,2.0,,,,
172,PT09M18.00S,2023-05-30T01:07:32.8Z,2,REGULAR,foul,personal,[],1629216,,,1610612738,18,30,2023-05-30T01:07:43Z,1670000,False,,,0,,G. Vincent personal FOUL (2 PF),"[1629216, 203935]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,1162.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
174,PT09M18.00S,2023-05-30T01:07:41.3Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,18,30,2023-05-30T01:07:50Z,1690000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT09M18.00S,2023-05-30T01:07:41.3Z,2,REGULAR,substitution,out,[],1629216,,,1610612738,18,30,2023-05-30T01:07:50Z,1700000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M18.00S,2023-05-30T01:07:41.3Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,18,30,2023-05-30T01:07:50Z,1710000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M18.00S,2023-05-30T01:07:41.3Z,2,REGULAR,substitution,in,[],1628997,,,1610612738,18,30,2023-05-30T01:07:50Z,1720000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M06.00S,2023-05-30T01:08:09.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201143,90.75229960578186,60.78431372549019,1610612738,18,30,2023-05-30T01:08:21Z,1730000,False,54.0,34.0,1,right,MISS A. Horford 6' driving Hook - blocked,"[201143, 1628389]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,6.39,,,,,Adebayo,1628389.0,,
179,PT09M06.00S,2023-05-30T01:08:09.0Z,2,REGULAR,block,,[],1628389,,,1610612738,18,30,2023-05-30T01:08:11Z,1740000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
180,PT09M04.00S,2023-05-30T01:08:11.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,18,30,2023-05-30T01:08:21Z,1750000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,178.0,,,,,,,,,,,,
182,PT08M45.00S,2023-05-30T01:08:40.9Z,2,REGULAR,turnover,lost ball,[],1629130,,,1610612748,18,30,2023-05-30T01:08:53Z,1770000,False,,,0,,D. Robinson lost ball TURNOVER (1 TO),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,,,,,,,
183,PT08M45.00S,2023-05-30T01:08:52.8Z,2,REGULAR,foul,personal,[],1629130,,,1610612738,18,30,2023-05-30T01:09:03Z,1780000,False,,,0,,D. Robinson loose ball personal FOUL (1 PF),"[1629130, 1627759]",1610612748.0,MIA,loose ball,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Center,101284.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
185,PT08M37.00S,2023-05-30T01:09:08.9Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,18,30,2023-05-30T01:09:12Z,1800000,False,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1629130]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,,,,Robinson,1629130.0
186,PT08M37.00S,2023-05-30T01:09:08.9Z,2,REGULAR,steal,,[],1629130,,,1610612748,18,30,2023-05-30T01:09:10Z,1810000,False,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
187,PT08M32.00S,2023-05-30T01:09:14.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628997,7.835085413929041,4.166666666666666,1610612748,18,33,2023-05-30T01:10:27Z,1820000,False,229.0,21.0,1,left,C. Martin 3PT running (10 PTS) (K. Lowry 3 AST),"[1628997, 200768]",1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,,,Made,10.0,,,,,23.02,,K. Lowry,200768.0,3.0,,,,
189,PT08M14.00S,2023-05-30T01:09:32.0Z,2,REGULAR,3pt,Jump Shot,[],1627759,69.99014454664915,22.30392156862745,1610612738,21,33,2023-05-30T01:09:37Z,1840000,False,-138.0,230.0,1,right,J. Brown 26' 3PT  (11 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,Made,11.0,,,,,26.81,,A. Horford,201143.0,1.0,,,,
191,PT08M00.00S,2023-05-30T01:09:45.8Z,2,REGULAR,3pt,Jump Shot,[],200768,24.52365308804205,87.5,1610612748,21,36,2023-05-30T01:09:51Z,1860000,False,-188.0,178.0,1,left,K. Lowry 25' 3PT pullup (3 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,,,,,25.85,,,,,,,,
192,PT07M48.00S,2023-05-30T01:09:58.1Z,2,REGULAR,3pt,Jump Shot,[],201143,95.22010512483574,97.05882352941177,1610612738,21,36,2023-05-30T01:10:07Z,1870000,False,235.0,-8.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,23.54,,,,,,,,
193,PT07M46.00S,2023-05-30T01:10:00.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,21,36,2023-05-30T01:10:07Z,1880000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,192.0,,,,,,,,,,,,
194,PT07M46.00S,2023-05-30T01:10:05.8Z,2,REGULAR,foul,personal,[],1628369,,,1610612748,21,36,2023-05-30T01:10:13Z,1890000,False,,,0,,J. Tatum loose ball personal FOUL (1 PF),"[1628369, 1629130]",1610612738.0,BOS,loose ball,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,1146.0,1.0,0.0,Robinson,1629130.0,,,,,,,,,,,,,,,
196,PT07M46.00S,2023-05-30T01:10:12.9Z,2,REGULAR,substitution,out,[],203935,,,1610612748,21,36,2023-05-30T01:10:20Z,1910000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
