actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
506,PT03M45.00S,2023-05-30T02:33:03.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,8.360709592641262,46.568627450980394,1610612738,79,97,2023-05-30T02:33:10Z,4950000,False,17.0,26.0,1,left,M. Smart running Layup (9 PTS) (J. Brown 5 AST),"[203935, 1627759]",1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,,3.13,,J. Brown,1627759.0,5.0,,,,
508,PT03M45.00S,2023-05-30T02:33:24.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,79,97,2023-05-30T02:33:24Z,4970000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT03M45.00S,2023-05-30T02:33:56.3Z,4,REGULAR,substitution,out,[],1629684,,,1610612748,79,97,2023-05-30T02:34:23Z,4980000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT03M45.00S,2023-05-30T02:33:56.3Z,4,REGULAR,substitution,in,[],1630202,,,1610612748,79,97,2023-05-30T02:34:23Z,4990000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT03M27.00S,2023-05-30T02:34:54.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202710,92.32917214191852,54.41176470588235,1610612748,79,99,2023-05-30T02:34:59Z,5000000,False,22.0,20.0,1,right,J. Butler cutting DUNK (28 PTS) (B. Adebayo 6 AST),"[202710, 1628389]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,Made,28.0,,,,,2.95,,B. Adebayo,1628389.0,6.0,,,,
513,PT03M07.00S,2023-05-30T02:35:14.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,14.668199737187912,47.05882352941176,1610612738,79,99,2023-05-30T02:35:20Z,5020000,False,15.0,85.0,1,left,MISS A. Horford 8' driving floating Shot,[201143],1610612738.0,BOS,driving floating,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,8.67,,,,,,,,
514,PT03M06.00S,2023-05-30T02:35:15.7Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,79,99,2023-05-30T02:35:20Z,5030000,False,,,0,,K. Lowry REBOUND (Off:0 Def:7),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,513.0,7.0,7.0,0.0,,,,,,,,,
515,PT02M42.00S,2023-05-30T02:35:38.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],200768,91.93495400788436,42.64705882352941,1610612748,79,101,2023-05-30T02:35:43Z,5040000,False,-37.0,23.0,1,right,K. Lowry driving Layup (7 PTS) (B. Adebayo 7 AST),"[200768, 1628389]",1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,4.36,,B. Adebayo,1628389.0,7.0,,,,
517,PT02M29.00S,2023-05-30T02:35:51.7Z,4,REGULAR,3pt,Jump Shot,[],1627759,30.17411300919842,76.9607843137255,1610612738,79,101,2023-05-30T02:35:58Z,5060000,False,-135.0,231.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.75,,,,,,,,
518,PT02M28.00S,2023-05-30T02:35:52.7Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,79,101,2023-05-30T02:35:58Z,5070000,False,,,0,,C. Martin REBOUND (Off:3 Def:6),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,517.0,9.0,6.0,3.0,,,,,,,,,
519,PT02M13.00S,2023-05-30T02:36:09.6Z,4,REGULAR,turnover,traveling,[],1628389,,,1610612748,79,101,2023-05-30T02:36:20Z,5080000,False,,,0,,B. Adebayo traveling TURNOVER (3 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,1146.0,,,,,,,,,,,,3.0,,,,,,,
520,PT02M13.00S,2023-05-30T02:36:15.3Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,79,101,2023-05-30T02:36:29Z,5090000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT02M13.00S,2023-05-30T02:36:15.3Z,4,REGULAR,substitution,out,[],1627759,,,1610612738,79,101,2023-05-30T02:36:29Z,5100000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT02M13.00S,2023-05-30T02:36:15.3Z,4,REGULAR,substitution,out,[],203935,,,1610612738,79,101,2023-05-30T02:36:29Z,5110000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT02M13.00S,2023-05-30T02:36:15.3Z,4,REGULAR,substitution,out,[],201143,,,1610612738,79,101,2023-05-30T02:36:29Z,5120000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT02M13.00S,2023-05-30T02:36:15.3Z,4,REGULAR,substitution,in,[],1628436,,,1610612738,79,101,2023-05-30T02:36:29Z,5130000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT02M13.00S,2023-05-30T02:36:15.3Z,4,REGULAR,substitution,in,[],203488,,,1610612738,79,101,2023-05-30T02:36:29Z,5140000,False,,,0,,SUB in: M. Muscala,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT02M13.00S,2023-05-30T02:36:15.3Z,4,REGULAR,substitution,in,[],1630573,,,1610612738,79,101,2023-05-30T02:36:29Z,5150000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT02M13.00S,2023-05-30T02:36:15.3Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,79,101,2023-05-30T02:36:29Z,5160000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT02M04.00S,2023-05-30T02:36:36.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203488,8.492115637319317,98.2843137254902,1610612738,82,101,2023-05-30T02:36:41Z,5170000,False,-241.0,27.0,1,left,M. Muscala 24' 3PT  (3 PTS) (G. Williams 1 AST),"[203488, 1629684]",1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,,24.29,,G. Williams,1629684.0,1.0,,,,
530,PT01M50.00S,2023-05-30T02:36:55.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,82,101,2023-05-30T02:36:55Z,5190000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT01M42.00S,2023-05-30T02:38:37.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,90.09526938239159,50.98039215686274,1610612748,82,103,2023-05-30T02:38:42Z,5200000,False,5.0,41.0,1,right,B. Adebayo cutting DUNK (12 PTS) (D. Robinson 1 AST),"[1628389, 1629130]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,Made,12.0,,,,,4.09,,D. Robinson,1629130.0,1.0,,,,
533,PT01M36.00S,2023-05-30T02:38:50.4Z,4,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612738,82,103,2023-05-30T02:39:06Z,5220000,False,,,0,,G. Williams bad pass out-of-bounds TURNOVER (1 TO),[1629684],1610612738.0,BOS,bad pass,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,101284.0,,,,,,,,,,,,1.0,,,,,,,
534,PT01M23.00S,2023-05-30T02:39:16.2Z,4,REGULAR,turnover,lost ball,[],1628389,,,1610612748,82,103,2023-05-30T02:39:26Z,5230000,False,,,0,,B. Adebayo lost ball TURNOVER (4 TO),"[1628389, 1629684]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,4.0,,,,,,Williams,1629684.0
535,PT01M23.00S,2023-05-30T02:39:16.2Z,4,REGULAR,steal,,[],1629684,,,1610612738,82,103,2023-05-30T02:39:18Z,5240000,False,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
536,PT01M21.00S,2023-05-30T02:39:21.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,82,103,2023-05-30T02:39:21Z,5250000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT01M18.00S,2023-05-30T02:40:41.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,33.459264126149804,71.07843137254902,1610612738,82,103,2023-05-30T02:40:49Z,5260000,False,-105.0,262.0,1,left,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,28.24,,,,,,,,
538,PT01M17.00S,2023-05-30T02:40:42.8Z,4,REGULAR,rebound,offensive,[],203488,,,1610612738,82,103,2023-05-30T02:40:49Z,5270000,False,,,0,,M. Muscala REBOUND (Off:1 Def:0),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,,,,,,,,537.0,1.0,0.0,1.0,,,,,,,,,
539,PT01M14.00S,2023-05-30T02:40:46.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630573,26.10052562417871,13.480392156862745,1610612738,82,103,2023-05-30T02:40:57Z,5280000,False,183.0,193.0,1,left,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.55,,,,,,,,
540,PT01M13.00S,2023-05-30T02:40:47.8Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,82,103,2023-05-30T02:40:57Z,5290000,False,,,0,,C. Martin REBOUND (Off:3 Def:7),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,539.0,10.0,7.0,3.0,,,,,,,,,
541,PT01M02.00S,2023-05-30T02:41:00.7Z,4,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,82,103,2023-05-30T02:41:08Z,5300000,False,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (2 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,1162.0,,,,,,,,,,,,2.0,,,,,,,
542,PT00M58.40S,2023-05-30T02:41:13.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,35.8245729303548,46.07843137254902,1610612738,82,103,2023-05-30T02:41:24Z,5310000,False,20.0,284.0,1,left,MISS S. Hauser 28' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,28.5,,,,,,,,
543,PT00M55.00S,2023-05-30T02:41:17.2Z,4,REGULAR,rebound,offensive,[],1630573,,,1610612738,82,103,2023-05-30T02:41:24Z,5320000,False,,,0,,S. Hauser REBOUND (Off:1 Def:0),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,,,,,,542.0,1.0,0.0,1.0,,,,,,,,,
544,PT00M53.70S,2023-05-30T02:41:19.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630573,11.645860709592641,42.8921568627451,1610612738,84,103,2023-05-30T02:41:27Z,5330000,False,36.0,57.0,1,left,S. Hauser 6' Jump Shot (2 PTS),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,,,,,6.72,,,,,,,,
554,PT00M29.70S,2023-05-30T02:41:36.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612748,84,103,2023-05-30T02:42:35Z,5340000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,1162.0,,,,,,,,,,,,,,,,,,,
546,PT00M29.70S,2023-05-30T02:41:53.7Z,4,REGULAR,substitution,out,[],1628389,,,1610612738,84,103,2023-05-30T02:42:35Z,5350000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT00M29.70S,2023-05-30T02:41:53.7Z,4,REGULAR,substitution,out,[],1628997,,,1610612738,84,103,2023-05-30T02:42:35Z,5360000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT00M29.70S,2023-05-30T02:41:53.7Z,4,REGULAR,substitution,out,[],202710,,,1610612738,84,103,2023-05-30T02:42:35Z,5370000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT00M29.70S,2023-05-30T02:41:53.7Z,4,REGULAR,substitution,in,[],1631107,,,1610612738,84,103,2023-05-30T02:42:35Z,5380000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT00M29.70S,2023-05-30T02:41:53.7Z,4,REGULAR,substitution,in,[],1629312,,,1610612738,84,103,2023-05-30T02:42:35Z,5390000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT00M29.70S,2023-05-30T02:41:53.7Z,4,REGULAR,substitution,in,[],1630209,,,1610612738,84,103,2023-05-30T02:42:35Z,5400000,False,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT00M24.20S,2023-05-30T02:42:20.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,28.33442838370565,78.92156862745098,1610612738,84,103,2023-05-30T02:43:28Z,5410000,False,-145.0,214.0,1,left,MISS G. Williams 25' pullup 3PT,[1629684],1610612738.0,BOS,pullup,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.81,,,,,,,,
553,PT00M21.70S,2023-05-30T02:42:22.8Z,4,REGULAR,rebound,defensive,[],1629312,,,1610612748,84,103,2023-05-30T02:42:22Z,5420000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,552.0,1.0,1.0,0.0,,,,,,,,,
555,PT00M00.00S,2023-05-30T02:42:46.6Z,4,REGULAR,period,end,[],0,,,1610612748,84,103,2023-05-30T02:42:46Z,5430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT00M00.00S,2023-05-30T02:43:17.5Z,4,REGULAR,game,end,[],0,,,0,84,103,2023-05-30T02:43:17Z,5440000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
