actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
391,PT06M33.00S,2023-05-10T01:00:38.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,57,69,2023-05-10T01:00:38Z,3910000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M33.00S,2023-05-10T01:03:38.8Z,3,REGULAR,substitution,out,[],203935,,,1610612755,57,69,2023-05-10T01:03:54Z,3920000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M33.00S,2023-05-10T01:03:38.8Z,3,REGULAR,substitution,in,[],1627763,,,1610612755,57,69,2023-05-10T01:03:54Z,3930000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M33.00S,2023-05-10T01:04:17.6Z,3,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,57,70,2023-05-10T01:04:17Z,3940000,False,,,0,,T. Maxey Free Throw 1 of 2 (12 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
395,PT06M33.00S,2023-05-10T01:04:32.6Z,3,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,57,71,2023-05-10T01:04:32Z,3950000,False,,,0,,T. Maxey Free Throw 2 of 2 (13 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
396,PT06M20.00S,2023-05-10T01:04:46.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,15.325229960578188,95.58823529411765,1610612738,57,71,2023-05-10T01:04:51Z,3960000,False,-228.0,92.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left,24.56,Missed,,,,,,,,,,,,,,,,,,
397,PT06M18.00S,2023-05-10T01:04:48.4Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612755,57,71,2023-05-10T01:04:51Z,3970000,False,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left,,,396.0,2.0,2.0,0.0,,,,,,,,,,,,,,
398,PT05M57.00S,2023-05-10T01:05:09.4Z,3,REGULAR,3pt,Jump Shot,[],203954,66.17936925098554,31.862745098039213,1610612755,57,71,2023-05-10T01:05:30Z,3980000,False,-91.0,265.0,1,right,MISS J. Embiid 28' step back 3PT,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,28.05,Missed,,,,,,,,,,,,,,,,,,
399,PT05M55.00S,2023-05-10T01:05:11.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,57,71,2023-05-10T01:05:14Z,3990000,False,,,0,,J. Tatum REBOUND (Off:2 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,398.0,9.0,7.0,2.0,,,,,,,,,,,,,,
400,PT05M49.00S,2023-05-10T01:05:22.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,10.512483574244415,61.05238970588235,1610612738,57,71,2023-05-10T01:05:37Z,4000000,False,-55.0,46.0,1,left,MISS J. Tatum 7' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
402,PT05M48.00S,2023-05-10T01:05:23.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,57,71,2023-05-10T01:05:37Z,4020000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,400.0,,,,,,,,,,,,,,,,,
404,PT05M48.00S,2023-05-10T01:05:27.2Z,3,REGULAR,substitution,out,[],201143,,,1610612738,57,71,2023-05-10T01:05:30Z,4040000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M48.00S,2023-05-10T01:05:27.2Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,57,71,2023-05-10T01:05:30Z,4050000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M44.00S,2023-05-10T01:05:41.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,21.107095926412615,37.00980392156863,1610612738,59,71,2023-05-10T01:07:07Z,4060000,False,65.0,146.0,1,left,J. Brown 15' pullup Jump Shot (15 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,15.97,Made,,,,,15.0,,,,,,J. Tatum,1628369.0,4.0,,,,,
408,PT05M24.00S,2023-05-10T01:06:03.4Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612755,59,71,2023-05-10T01:06:15Z,4080000,False,,,0,,R. Williams III shooting personal FOUL (1 PF) (Harden 2 FT),"[1629057, 201935]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,204059.0,1.0,0.0,Harden,201935.0,,,,,,,,
410,PT05M24.00S,2023-05-10T01:06:32.8Z,3,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,59,72,2023-05-10T01:06:32Z,4100000,False,,,0,,J. Harden Free Throw 1 of 2 (14 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
411,PT05M24.00S,2023-05-10T01:06:53.6Z,3,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,59,73,2023-05-10T01:06:53Z,4110000,False,,,0,,J. Harden Free Throw 2 of 2 (15 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
412,PT05M14.00S,2023-05-10T01:07:04.5Z,3,REGULAR,3pt,Jump Shot,[],1627763,31.882391590013142,38.48039215686275,1610612738,59,73,2023-05-10T01:07:56Z,4120000,False,58.0,247.0,1,left,MISS M. Brogdon 25' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
413,PT05M11.00S,2023-05-10T01:07:07.5Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,59,73,2023-05-10T01:07:09Z,4130000,False,,,0,,J. Harden REBOUND (Off:0 Def:7),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,412.0,7.0,7.0,0.0,,,,,,,,,,,,,,
414,PT04M54.00S,2023-05-10T01:07:24.3Z,3,REGULAR,3pt,Jump Shot,[],1630178,75.77201051248358,12.254901960784313,1610612755,59,76,2023-05-10T01:07:28Z,4140000,False,-189.0,175.0,1,right,T. Maxey 25' 3PT  (16 PTS) (P. Tucker 1 AST),"[1630178, 200782]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.75,Made,,,,,16.0,,,,,,P. Tucker,200782.0,1.0,,,,,
416,PT04M30.00S,2023-05-10T01:07:47.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,21.895532194480946,88.48039215686273,1610612738,62,76,2023-05-10T01:07:51Z,4160000,False,-192.0,153.0,1,left,J. Tatum 24' 3PT  (23 PTS) (M. Brogdon 2 AST),"[1628369, 1627763]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,24.6,Made,,,,,23.0,,,,,,M. Brogdon,1627763.0,2.0,,,,,
418,PT04M11.00S,2023-05-10T01:08:07.2Z,3,REGULAR,2pt,Jump Shot,[],203954,75.24638633377135,59.80392156862745,1610612755,62,78,2023-05-10T01:08:12Z,4180000,False,49.0,180.0,1,right,J. Embiid 18' Jump Shot (27 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,18.67,Made,,,,,27.0,,,,,,,,,,,,,
419,PT03M56.00S,2023-05-10T01:08:21.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,11.826544021024969,53.69944852941176,1610612738,64,78,2023-05-10T01:08:29Z,4190000,False,-18.0,59.0,1,left,J. Tatum 6' driving Layup (25 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,6.15,Made,,,,,25.0,,,,,,,,,,,,,
420,PT03M33.00S,2023-05-10T01:08:45.0Z,3,REGULAR,2pt,Jump Shot,[],203954,77.34888304862024,58.08823529411765,1610612755,64,78,2023-05-10T01:08:51Z,4200000,False,40.0,160.0,1,right,MISS J. Embiid 16' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,16.54,Missed,,,,,,,,,,,,,,,,,,
421,PT03M30.00S,2023-05-10T01:08:48.0Z,3,REGULAR,rebound,offensive,[],1629001,,,1610612755,64,78,2023-05-10T01:08:51Z,4210000,False,,,0,,D. Melton REBOUND (Off:1 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Center,,,420.0,3.0,2.0,1.0,,,,,,,,,,,,,,
422,PT03M20.00S,2023-05-10T01:08:58.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203954,79.05716162943496,57.84313725490197,1610612755,64,80,2023-05-10T01:09:51Z,4220000,False,39.0,144.0,1,right,J. Embiid 14' Jump Shot (29 PTS) (J. Harden 6 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,14.96,Made,,,,,29.0,,,,,,J. Harden,201935.0,6.0,,,,,
424,PT03M04.00S,2023-05-10T01:09:14.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,11.908672798948752,37.00980392156863,1610612738,64,80,2023-05-10T01:10:07Z,4240000,False,65.0,59.0,1,left,MISS J. Tatum 8' driving floating bank Shot,[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,8.81,Missed,,,,,,,,,,,,,,,,,,
425,PT03M04.00S,2023-05-10T01:09:14.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,64,80,2023-05-10T01:09:23Z,4250000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,424.0,,,,,,,,,,,,,,,,,
427,PT03M04.00S,2023-05-10T01:09:22.3Z,3,REGULAR,substitution,out,[],1628401,,,1610612755,64,80,2023-05-10T01:09:26Z,4270000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M04.00S,2023-05-10T01:09:22.3Z,3,REGULAR,substitution,in,[],1630202,,,1610612755,64,80,2023-05-10T01:09:26Z,4280000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT02M44.00S,2023-05-10T01:09:50.5Z,3,REGULAR,foul,personal,['3freethrow'],1627759,,,1610612755,64,80,2023-05-10T01:13:36Z,4290000,False,,,0,,J. Brown shooting personal FOUL (4 PF) (Harden 3 FT),"[1627759, 201935]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,201639.0,4.0,0.0,Harden,201935.0,,,,,,,,
431,PT02M44.00S,2023-05-10T01:10:10.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,64,80,2023-05-10T01:10:10Z,4310000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M44.00S,2023-05-10T01:13:11.1Z,3,REGULAR,substitution,out,[],1627759,,,1610612755,64,80,2023-05-10T01:13:35Z,4320000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M44.00S,2023-05-10T01:13:11.1Z,3,REGULAR,substitution,in,[],203935,,,1610612755,64,80,2023-05-10T01:13:35Z,4330000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M44.00S,2023-05-10T01:13:52.7Z,3,REGULAR,freethrow,1 of 3,[],201935,,,1610612755,64,80,2023-05-10T01:13:52Z,4340000,False,,,0,,MISS J. Harden Free Throw 1 of 3,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
435,PT02M44.00S,2023-05-10T01:13:52.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,64,80,2023-05-10T01:13:52Z,4350000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,434.0,,,,,,,,,,,,,,,,,
436,PT02M44.00S,2023-05-10T01:14:11.1Z,3,REGULAR,freethrow,2 of 3,[],201935,,,1610612755,64,81,2023-05-10T01:14:11Z,4360000,False,,,0,,J. Harden Free Throw 2 of 3 (16 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
437,PT02M44.00S,2023-05-10T01:14:30.6Z,3,REGULAR,freethrow,3 of 3,[],201935,,,1610612755,64,82,2023-05-10T01:14:30Z,4370000,False,,,0,,J. Harden Free Throw 3 of 3 (17 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
438,PT02M33.00S,2023-05-10T01:14:45.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,5.601182654402102,47.794117647058826,1610612738,66,82,2023-05-10T01:14:51Z,4380000,False,11.0,0.0,1,left,R. Williams III alley-oop DUNK (4 PTS) (M. Smart 3 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,4.0,,,,,,M. Smart,203935.0,3.0,,,,,
440,PT02M06.00S,2023-05-10T01:15:14.1Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612755,66,82,2023-05-10T01:15:52Z,4400000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,204059.0,,,,,,,,,,,,
441,PT02M06.00S,2023-05-10T01:15:18.5Z,3,REGULAR,substitution,out,[],201935,,,1610612738,66,82,2023-05-10T01:15:29Z,4410000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT02M06.00S,2023-05-10T01:15:18.5Z,3,REGULAR,substitution,out,[],200782,,,1610612738,66,82,2023-05-10T01:15:29Z,4420000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M06.00S,2023-05-10T01:15:18.5Z,3,REGULAR,substitution,in,[],1627863,,,1610612738,66,82,2023-05-10T01:15:29Z,4430000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M06.00S,2023-05-10T01:15:18.5Z,3,REGULAR,substitution,in,[],1627777,,,1610612738,66,82,2023-05-10T01:15:29Z,4440000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT01M54.00S,2023-05-10T01:15:46.0Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,66,82,2023-05-10T01:15:52Z,4450000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1629001]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Melton,1629001.0
446,PT01M54.00S,2023-05-10T01:15:46.0Z,3,REGULAR,steal,,[],1629001,,,1610612755,66,82,2023-05-10T01:15:47Z,4460000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
447,PT01M50.00S,2023-05-10T01:15:49.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629001,93.38042049934296,48.529411764705884,1610612755,66,84,2023-05-10T01:16:51Z,4470000,False,-7.0,10.0,1,right,D. Melton running Layup (2 PTS) (T. Maxey 2 AST),"[1629001, 1630178]",1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,2.0,,,,,,T. Maxey,1630178.0,2.0,,,,,
449,PT01M41.00S,2023-05-10T01:16:01.1Z,3,REGULAR,foul,personal,[],1630178,,,1610612738,66,84,2023-05-10T01:16:28Z,4490000,False,,,0,,T. Maxey personal FOUL (2 PF),"[1630178, 203935]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,,,,,,201639.0,2.0,0.0,Smart,203935.0,,,,,,,,
451,PT01M35.00S,2023-05-10T01:16:34.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,17.0335085413929,38.23529411764706,1610612738,68,84,2023-05-10T01:16:38Z,4510000,False,59.0,108.0,1,left,J. Tatum 12' driving floating Jump Shot (27 PTS) (M. Brogdon 3 AST),"[1628369, 1627763]",1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,12.26,Made,,,,,27.0,,,,,,M. Brogdon,1627763.0,3.0,,,,,
453,PT01M35.00S,2023-05-10T01:16:38.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629001,,,1610612738,68,84,2023-05-10T01:16:44Z,4530000,False,,,0,,D. Melton shooting personal FOUL (2 PF) (Tatum 1 FT),"[1629001, 1628369]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,204059.0,2.0,0.0,Tatum,1628369.0,,,,,,,,
455,PT01M35.00S,2023-05-10T01:17:02.0Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,69,84,2023-05-10T01:17:02Z,4550000,False,,,0,,J. Tatum Free Throw 1 of 1 (28 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,28.0,,,,,,,,,,,,,
456,PT01M22.00S,2023-05-10T01:17:15.8Z,3,REGULAR,3pt,Jump Shot,[],1630178,68.41327201051249,28.921568627450984,1610612755,69,84,2023-05-10T01:17:20Z,4560000,False,-105.0,244.0,1,right,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,26.62,Missed,,,,,,,,,,,,,,,,,,
457,PT01M19.00S,2023-05-10T01:17:18.8Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612738,69,84,2023-05-10T01:17:20Z,4570000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,456.0,3.0,3.0,0.0,,,,,,,,,,,,,,
458,PT01M13.00S,2023-05-10T01:17:24.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.703679369250986,59.80392156862745,1610612738,69,84,2023-05-10T01:17:28Z,4580000,False,-49.0,20.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 203954]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,,,,Embiid,203954.0,,,
459,PT01M13.00S,2023-05-10T01:17:24.3Z,3,REGULAR,block,,[],203954,,,1610612738,69,84,2023-05-10T01:17:26Z,4590000,False,,,0,,J. Embiid BLOCK (3 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
460,PT01M11.00S,2023-05-10T01:17:26.3Z,3,REGULAR,rebound,defensive,[],1627863,,,1610612755,69,84,2023-05-10T01:17:28Z,4600000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:2),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,458.0,2.0,2.0,0.0,,,,,,,,,,,,,,
461,PT01M07.00S,2023-05-10T01:17:30.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627863,90.88370565045992,44.36274509803921,1610612755,69,86,2023-05-10T01:17:40Z,4610000,False,-28.0,33.0,1,right,D. House Jr. running Layup (4 PTS),[1627863],1610612755.0,PHI,running,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,4.36,Made,,,,,4.0,,,,,,,,,,,,,
462,PT00M51.70S,2023-05-10T01:17:46.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,17.559132720105126,64.95098039215686,1610612738,69,86,2023-05-10T01:17:52Z,4620000,False,-75.0,113.0,1,left,MISS M. Brogdon 13' fadeaway Shot,[1627763],1610612738.0,BOS,fadeaway,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Left,13.52,Missed,,,,,,,,,,,,,,,,,,
463,PT00M49.80S,2023-05-10T01:17:48.6Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,69,86,2023-05-10T01:17:52Z,4630000,False,,,0,,J. Embiid REBOUND (Off:3 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,,,462.0,6.0,3.0,3.0,,,,,,,,,,,,,,
464,PT00M29.20S,2023-05-10T01:18:09.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,84.70762155059133,43.872549019607845,1610612755,69,88,2023-05-10T01:18:15Z,4640000,False,-31.0,91.0,1,right,T. Maxey 9' driving floating Jump Shot (18 PTS) (J. Embiid 3 AST),"[1630178, 203954]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,9.62,Made,,,,,18.0,,,,,,J. Embiid,203954.0,3.0,,,,,
466,PT00M07.30S,2023-05-10T01:18:39.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,28.465834428383708,73.77450980392157,1610612738,72,88,2023-05-10T01:19:07Z,4660000,False,-119.0,215.0,1,left,J. Tatum 24' 3PT pullup (31 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,24.58,Made,,,,,31.0,,,,,,,,,,,,,
467,PT00M01.00S,2023-05-10T01:18:48.9Z,3,REGULAR,3pt,Jump Shot,[],1630178,65.78515111695138,77.94117647058823,1610612755,72,88,2023-05-10T01:19:13Z,4670000,False,140.0,269.0,1,right,MISS T. Maxey 30' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,30.32,Missed,,,,,,,,,,,,,,,,,,
468,PT00M01.00S,2023-05-10T01:18:48.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,72,88,2023-05-10T01:18:55Z,4680000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,467.0,,,,,,,,,,,,,,,,,
469,PT00M00.00S,2023-05-10T01:18:52.9Z,3,REGULAR,period,end,[],0,,,1610612755,72,88,2023-05-10T01:18:53Z,4690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2023-05-10T01:21:33.6Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612755,72,88,2023-05-10T01:22:21Z,4700000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2023-05-10T01:21:33.6Z,4,REGULAR,substitution,out,['startperiod'],1630178,,,1610612755,72,88,2023-05-10T01:22:21Z,4710000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2023-05-10T01:21:33.6Z,4,REGULAR,substitution,out,['startperiod'],203954,,,1610612755,72,88,2023-05-10T01:22:21Z,4720000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2023-05-10T01:21:33.6Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612755,72,88,2023-05-10T01:22:21Z,4730000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2023-05-10T01:21:33.6Z,4,REGULAR,substitution,in,['startperiod'],1630194,,,1610612755,72,88,2023-05-10T01:22:21Z,4740000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2023-05-10T01:21:33.6Z,4,REGULAR,substitution,in,['startperiod'],201935,,,1610612755,72,88,2023-05-10T01:22:21Z,4750000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2023-05-10T01:22:28.0Z,4,REGULAR,period,start,[],0,,,1610612738,72,88,2023-05-10T01:22:28Z,4760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT11M42.00S,2023-05-10T01:23:05.6Z,4,REGULAR,foul,personal,[],1629001,,,1610612738,72,88,2023-05-10T01:23:14Z,4780000,False,,,0,,D. Melton personal FOUL (3 PF),"[1629001, 1627759]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,204059.0,3.0,0.0,Brown,1627759.0,,,,,,,,
