actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-05-24T00:32:57.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-05-24T00:32:57Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-05-24T00:33:00.1Z,1,REGULAR,jumpball,recovered,[],202710,,,1610612748,0,0,2023-05-24T00:33:00Z,40000,False,,,0,,Jump Ball B. Adebayo vs. A. Horford: Tip to J. Butler,"[202710, 1628389, 201143]",1610612748.0,MIA,startperiod,J. Butler,202710.0,Butler,J. Butler,Adebayo,1628389.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-05-24T00:33:14.7Z,1,REGULAR,3pt,Jump Shot,[],1629622,85.10183968462549,96.32352941176471,1610612748,0,0,2023-05-24T00:33:19Z,70000,False,232.0,88.0,1,right,MISS M. Strus 24' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,24.76,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-05-24T00:33:16.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,0,2023-05-24T00:33:19Z,80000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2023-05-24T00:33:22.1Z,1,REGULAR,3pt,Jump Shot,[],201143,12.828515111695138,1.9607843137254901,1610612738,0,3,2023-05-24T00:33:27Z,90000,False,240.0,68.0,1,left,A. Horford 24' 3PT  (3 PTS) (J. Tatum 1 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,24.97,Made,,,,,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,
11,PT11M19.00S,2023-05-24T00:33:36.4Z,1,REGULAR,3pt,Jump Shot,[],201567,66.83639947437582,54.41176470588235,1610612748,3,3,2023-05-24T00:33:41Z,110000,False,22.0,259.0,1,right,K. Love 26' 3PT  (3 PTS) (G. Vincent 1 AST),"[201567, 1629216]",1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,26.01,Made,,,,,3.0,G. Vincent,1629216.0,1.0,,,,,,,,,,
13,PT10M57.00S,2023-05-24T00:33:59.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,11.038107752956634,51.89185049019608,1610612738,3,5,2023-05-24T00:34:41Z,130000,False,-9.0,51.0,1,left,D. White turnaround Jump Shot (2 PTS),[1628401],1610612738.0,BOS,turnaround,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,5.22,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M31.00S,2023-05-24T00:34:27.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612748,3,5,2023-05-24T00:34:45Z,140000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,101284.0,,,,,,,,,
15,PT10M23.00S,2023-05-24T00:34:56.2Z,1,REGULAR,violation,kicked ball,[],201567,,,1610612738,3,5,2023-05-24T00:35:01Z,150000,False,,,0,,K. Love kicked ball VIOLATION,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,2004.0,,,,,,,,,
16,PT10M16.00S,2023-05-24T00:35:10.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,9.543363994743759,94.6078431372549,1610612738,3,8,2023-05-24T00:35:16Z,160000,False,-223.0,37.0,1,left,D. White 3PT  (5 PTS) (J. Brown 1 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,22.61,Made,,,,,5.0,J. Brown,1627759.0,1.0,,,,,,,,,,
18,PT09M57.00S,2023-05-24T00:35:35.1Z,1,REGULAR,foul,personal,['2freethrow'],201143,,,1610612748,3,8,2023-05-24T00:35:47Z,180000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Butler 2 FT),"[201143, 202710]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2004.0,1.0,0.0,Butler,202710.0,,,,,
20,PT09M57.00S,2023-05-24T00:35:59.9Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,3,8,2023-05-24T00:35:59Z,200000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
21,PT09M57.00S,2023-05-24T00:35:59.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,3,8,2023-05-24T00:35:59Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
22,PT09M57.00S,2023-05-24T00:36:15.4Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,4,8,2023-05-24T00:36:15Z,220000,False,,,0,,J. Butler Free Throw 2 of 2 (1 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
23,PT09M40.00S,2023-05-24T00:36:34.0Z,1,REGULAR,2pt,Jump Shot,[],1627759,6.652431011826544,31.862745098039213,1610612738,4,10,2023-05-24T00:36:42Z,230000,False,91.0,10.0,1,left,J. Brown 9' bank Jump Shot (2 PTS),[1627759],1610612738.0,BOS,bank,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,9.12,Made,,,,,2.0,,,,,,,,,,,,,
24,PT09M20.00S,2023-05-24T00:36:54.3Z,1,REGULAR,2pt,Jump Shot,[],1629622,77.7431011826544,49.754901960784316,1610612748,6,10,2023-05-24T00:36:59Z,240000,False,-1.0,157.0,1,right,M. Strus 15' pullup Jump Shot (2 PTS) (J. Butler 1 AST),"[1629622, 202710]",1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Mid-Range,8-16 Center,15.67,Made,,,,,2.0,J. Butler,202710.0,1.0,,,,,,,,,,
26,PT09M10.00S,2023-05-24T00:37:04.3Z,1,REGULAR,3pt,Jump Shot,[],203935,28.203022339027594,20.833333333333336,1610612738,6,10,2023-05-24T00:37:10Z,260000,False,146.0,213.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
27,PT09M06.00S,2023-05-24T00:37:08.3Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,6,10,2023-05-24T00:37:10Z,270000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT08M55.00S,2023-05-24T00:37:22.9Z,1,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,6,10,2023-05-24T00:37:31Z,280000,False,,,0,,J. Butler bad pass out-of-bounds TURNOVER (1 TO),[202710],1610612748.0,MIA,bad pass,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1162.0,,,,,1.0,,,,
29,PT08M47.00S,2023-05-24T00:37:34.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,31.61957950065703,68.38235294117648,1610612738,6,10,2023-05-24T00:37:39Z,290000,False,-92.0,245.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.14,Missed,,,,,,,,,,,,,,,,,,
30,PT08M43.00S,2023-05-24T00:37:38.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,10,2023-05-24T00:37:39Z,300000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT08M27.00S,2023-05-24T00:37:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.9862023653088,48.28431372549019,1610612748,8,10,2023-05-24T00:37:58Z,310000,False,-9.0,13.0,1,right,J. Butler driving Layup (3 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,3.0,,,,,,,,,,,,,
32,PT08M07.00S,2023-05-24T00:38:13.8Z,1,REGULAR,3pt,Jump Shot,[],201143,8.229303547963205,3.1862745098039214,1610612738,8,10,2023-05-24T00:38:18Z,320000,False,234.0,25.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,23.54,Missed,,,,,,,,,,,,,,,,,,
33,PT08M05.00S,2023-05-24T00:38:15.8Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,8,10,2023-05-24T00:38:18Z,330000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,
34,PT07M58.00S,2023-05-24T00:38:22.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,94.30026281208936,48.77450980392157,1610612748,8,10,2023-05-24T00:38:27Z,340000,False,-6.0,1.0,1,right,MISS K. Love cutting Layup,[201567],1610612748.0,MIA,cutting,,,Love,K. Love,,,,,Restricted Area,0-8 Center,0.62,Missed,,,,,,,,,,,,,,,,,,
35,PT07M56.00S,2023-05-24T00:38:24.6Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,8,10,2023-05-24T00:38:27Z,350000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT07M52.00S,2023-05-24T00:38:28.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,8.754927726675426,1.2254901960784315,1610612738,8,10,2023-05-24T00:39:50Z,360000,False,244.0,30.0,1,left,MISS D. White 24' running 3PT,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Right Corner 3,24+ Right,24.57,Missed,,,,,,,,,,,,,,,,,,
37,PT07M47.00S,2023-05-24T00:38:33.5Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,8,10,2023-05-24T00:38:39Z,370000,False,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,36.0,2.0,1.0,1.0,,,,,,,,,,,,,,
38,PT07M46.00S,2023-05-24T00:38:33.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,7.046649145860711,48.28431372549019,1610612738,8,12,2023-05-24T00:40:10Z,380000,False,9.0,14.0,1,left,J. Tatum putback Layup (2 PTS),[1628369],1610612738.0,BOS,putback,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,2.0,,,,,,,,,,,,,
39,PT07M37.00S,2023-05-24T00:38:43.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629216,93.24901445466492,58.333333333333336,1610612748,10,12,2023-05-24T00:38:50Z,390000,False,42.0,11.0,1,right,G. Vincent driving floating bank Jump Shot (2 PTS),[1629216],1610612748.0,MIA,driving floating bank,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,4.31,Made,,,,,2.0,,,,,,,,,,,,,
40,PT07M14.00S,2023-05-24T00:39:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.915243101182654,53.67647058823529,1610612738,10,12,2023-05-24T00:39:15Z,400000,False,-18.0,13.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 202710]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,,Butler,202710.0,,
41,PT07M14.00S,2023-05-24T00:39:06.4Z,1,REGULAR,block,,[],202710,,,1610612738,10,12,2023-05-24T00:39:08Z,410000,False,,,0,,J. Butler BLOCK (1 BLK),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT07M14.00S,2023-05-24T00:39:06.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,10,12,2023-05-24T00:39:15Z,420000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,40.0,,,,,,,,,,,,,,,,,
44,PT06M52.00S,2023-05-24T00:39:38.4Z,1,REGULAR,2pt,Jump Shot,[],202710,91.93495400788436,70.09803921568627,1610612748,12,12,2023-05-24T00:42:11Z,440000,False,100.0,23.0,1,right,J. Butler 10' turnaround fadeaway Jump Shot (5 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,10.32,Made,,,,,5.0,,,,,,,,,,,,,
45,PT06M39.00S,2023-05-24T00:39:52.2Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,12,12,2023-05-24T00:39:58Z,450000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 201567]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,,,Love,201567.0
46,PT06M39.00S,2023-05-24T00:39:52.2Z,1,REGULAR,steal,,[],201567,,,1610612748,12,12,2023-05-24T00:39:54Z,460000,False,,,0,,K. Love STEAL (1 STL),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
47,PT06M32.00S,2023-05-24T00:39:59.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,68.41327201051249,26.225490196078432,1610612748,12,12,2023-05-24T00:40:05Z,470000,False,-119.0,244.0,1,right,MISS K. Love 27' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,27.18,Missed,,,,,,,,,,,,,,,,,,
48,PT06M28.00S,2023-05-24T00:40:03.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,12,12,2023-05-24T00:40:05Z,480000,False,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,47.0,3.0,2.0,1.0,,,,,,,,,,,,,,
49,PT06M17.00S,2023-05-24T00:40:16.5Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,12,12,2023-05-24T00:40:24Z,490000,False,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (2 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2004.0,,,,,2.0,,,,
50,PT06M17.00S,2023-05-24T00:40:21.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,12,12,2023-05-24T00:40:21Z,500000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M03.00S,2023-05-24T00:44:15.1Z,1,REGULAR,foul,personal,[],201143,,,1610612748,12,12,2023-05-24T00:44:31Z,510000,False,,,0,,A. Horford personal FOUL (2 PF),"[201143, 1628389]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,2.0,0.0,Adebayo,1628389.0,,,,,
53,PT06M03.00S,2023-05-24T00:44:24.0Z,1,REGULAR,substitution,out,[],201143,,,1610612748,12,12,2023-05-24T00:44:27Z,530000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M03.00S,2023-05-24T00:44:24.0Z,1,REGULAR,substitution,in,[],1629057,,,1610612748,12,12,2023-05-24T00:44:27Z,540000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT05M51.00S,2023-05-24T00:44:50.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,92.32917214191852,4.166666666666666,1610612748,15,12,2023-05-24T00:44:56Z,550000,False,-229.0,20.0,1,right,K. Love 3PT  (6 PTS) (G. Vincent 2 AST),"[201567, 1629216]",1610612748.0,MIA,,,,Love,K. Love,,,,,Left Corner 3,24+ Left,23.0,Made,,,,,6.0,G. Vincent,1629216.0,2.0,,,,,,,,,,
57,PT05M36.00S,2023-05-24T00:45:06.3Z,1,REGULAR,3pt,Jump Shot,[],1627759,7.966491458607096,2.450980392156863,1610612738,15,15,2023-05-24T00:45:13Z,570000,False,238.0,22.0,1,left,J. Brown 3PT  (5 PTS) (M. Smart 1 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.88,Made,,,,,5.0,M. Smart,203935.0,1.0,,,,,,,,,,
59,PT05M22.00S,2023-05-24T00:45:19.6Z,1,REGULAR,3pt,Jump Shot,[],1629216,71.96123521681997,17.401960784313726,1610612748,18,15,2023-05-24T00:45:34Z,590000,False,-163.0,211.0,1,right,G. Vincent 26' 3PT pullup (5 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,26.67,Made,,,,,5.0,,,,,,,,,,,,,
60,PT05M10.00S,2023-05-24T00:45:32.0Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,18,15,2023-05-24T00:45:38Z,600000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1628389]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,,,Adebayo,1628389.0
61,PT05M10.00S,2023-05-24T00:45:32.0Z,1,REGULAR,steal,,[],1628389,,,1610612748,18,15,2023-05-24T00:45:33Z,610000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
62,PT04M47.00S,2023-05-24T00:45:55.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202710,70.90998685939553,14.705882352941178,1610612748,18,15,2023-05-24T00:46:00Z,620000,False,-176.0,221.0,1,right,MISS J. Butler 28' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,28.28,Missed,,,,,,,,,,,,,,,,,,
63,PT04M45.00S,2023-05-24T00:45:57.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,18,15,2023-05-24T00:46:00Z,630000,False,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,62.0,4.0,3.0,1.0,,,,,,,,,,,,,,
64,PT04M40.00S,2023-05-24T00:46:01.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,10.200394218134035,3.431372549019608,1610612738,18,15,2023-05-24T00:46:27Z,640000,False,233.0,43.0,1,left,MISS D. White running 3PT,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Right Corner 3,24+ Right,23.68,Missed,,,,,,,,,,,,,,,,,,
65,PT04M37.00S,2023-05-24T00:46:04.9Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,18,15,2023-05-24T00:46:08Z,650000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,
66,PT04M34.00S,2023-05-24T00:46:14.7Z,1,REGULAR,foul,personal,[],203935,,,1610612748,18,15,2023-05-24T00:46:36Z,660000,False,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1628389]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,101284.0,1.0,0.0,Adebayo,1628389.0,,,,,
68,PT04M34.00S,2023-05-24T00:46:20.2Z,1,REGULAR,substitution,out,[],1629216,,,1610612748,18,15,2023-05-24T00:46:42Z,680000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT04M34.00S,2023-05-24T00:46:20.2Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,18,15,2023-05-24T00:46:42Z,690000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M34.00S,2023-05-24T00:46:20.2Z,1,REGULAR,substitution,out,[],201567,,,1610612748,18,15,2023-05-24T00:46:42Z,700000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M34.00S,2023-05-24T00:46:20.2Z,1,REGULAR,substitution,out,[],1628401,,,1610612748,18,15,2023-05-24T00:46:42Z,710000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M34.00S,2023-05-24T00:46:20.2Z,1,REGULAR,substitution,out,[],203935,,,1610612748,18,15,2023-05-24T00:46:42Z,720000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M34.00S,2023-05-24T00:46:20.2Z,1,REGULAR,substitution,in,[],203469,,,1610612748,18,15,2023-05-24T00:46:42Z,730000,False,,,0,,SUB in: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M34.00S,2023-05-24T00:46:20.2Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,18,15,2023-05-24T00:46:42Z,740000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M34.00S,2023-05-24T00:46:20.2Z,1,REGULAR,substitution,in,[],200768,,,1610612748,18,15,2023-05-24T00:46:42Z,750000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M34.00S,2023-05-24T00:46:20.2Z,1,REGULAR,substitution,in,[],1627763,,,1610612748,18,15,2023-05-24T00:46:42Z,760000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M34.00S,2023-05-24T00:46:20.2Z,1,REGULAR,substitution,in,[],1629684,,,1610612748,18,15,2023-05-24T00:46:42Z,770000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M20.00S,2023-05-24T00:46:57.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,93.9060446780552,57.59803921568627,1610612748,20,15,2023-05-24T00:48:46Z,780000,False,38.0,5.0,1,right,J. Butler floating Jump Shot (7 PTS),[202710],1610612748.0,MIA,floating,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.83,Made,,,,,7.0,,,,,,,,,,,,,
79,PT04M10.00S,2023-05-24T00:47:08.1Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,20,15,2023-05-24T00:47:14Z,790000,False,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 202710]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,3.0,,,Butler,202710.0
80,PT04M10.00S,2023-05-24T00:47:08.1Z,1,REGULAR,steal,,[],202710,,,1610612748,20,15,2023-05-24T00:47:11Z,800000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
81,PT04M06.00S,2023-05-24T00:47:14.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629622,93.38042049934296,53.431372549019606,1610612748,22,15,2023-05-24T00:47:23Z,810000,False,17.0,10.0,1,right,M. Strus running DUNK (4 PTS) (K. Lowry 1 AST),"[1629622, 200768]",1610612748.0,MIA,running,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,4.0,K. Lowry,200768.0,1.0,,,,,,,,,,
83,PT04M06.00S,2023-05-24T00:47:22.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,22,15,2023-05-24T00:47:22Z,830000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M50.00S,2023-05-24T00:51:05.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,24.78646517739816,86.51960784313727,1610612738,22,18,2023-05-24T00:51:39Z,840000,False,-183.0,180.0,1,left,J. Tatum 25' 3PT pullup (5 PTS) (M. Brogdon 1 AST),"[1628369, 1627763]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.68,Made,,,,,5.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,
86,PT03M26.00S,2023-05-24T00:51:29.9Z,1,REGULAR,3pt,Jump Shot,[],1629622,80.1084099868594,94.85294117647058,1610612748,22,18,2023-05-24T00:51:39Z,860000,False,224.0,134.0,1,right,MISS M. Strus 26' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,26.15,Missed,,,,,,,,,,,,,,,,,,
87,PT03M23.00S,2023-05-24T00:51:32.9Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,22,18,2023-05-24T00:51:39Z,870000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
