actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
166,PT12M00.00S,2023-04-18T23:32:08.8Z,2,REGULAR,substitution,in,['startperiod'],1628369,,,1610612737,28,25,2023-04-18T23:32:51Z,1660000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-04-18T23:32:08.8Z,2,REGULAR,substitution,in,['startperiod'],1630573,,,1610612737,28,25,2023-04-18T23:32:51Z,1670000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-04-18T23:32:08.8Z,2,REGULAR,substitution,in,['startperiod'],201143,,,1610612737,28,25,2023-04-18T23:32:51Z,1680000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-04-18T23:33:03.5Z,2,REGULAR,period,start,[],0,,,1610612738,28,25,2023-04-18T23:33:03Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M38.00S,2023-04-18T23:33:24.3Z,2,REGULAR,3pt,Jump Shot,[],1630573,90.62089356110381,5.392156862745098,1610612738,31,25,2023-04-18T23:33:28Z,1700000,False,-223.0,36.0,1,right,S. Hauser 3PT  (3 PTS) (A. Horford 2 AST),"[1630573, 201143]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,22.58,Made,3.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,
172,PT11M20.00S,2023-04-18T23:33:42.3Z,2,REGULAR,3pt,Jump Shot,[],1630552,27.283180026281208,16.666666666666664,1610612737,31,25,2023-04-18T23:33:47Z,1720000,False,167.0,204.0,1,left,MISS J. Johnson 26' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,26.34,Missed,,,,,,,,,,,,,,,,,,
173,PT11M19.00S,2023-04-18T23:33:43.3Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,31,25,2023-04-18T23:33:47Z,1730000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,,
174,PT11M09.00S,2023-04-18T23:33:54.0Z,2,REGULAR,3pt,Jump Shot,[],1627763,66.83639947437582,38.48039215686275,1610612738,31,25,2023-04-18T23:34:00Z,1740000,False,-58.0,259.0,1,right,MISS M. Brogdon 26' step back 3PT,[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,26.55,Missed,,,,,,,,,,,,,,,,,,
175,PT11M08.00S,2023-04-18T23:33:55.0Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,31,25,2023-04-18T23:34:00Z,1750000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,174.0,3.0,3.0,0.0,,,,,,,,,,
176,PT10M52.00S,2023-04-18T23:34:12.5Z,2,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,31,25,2023-04-18T23:34:17Z,1760000,False,,,0,,T. Young bad pass out-of-bounds TURNOVER (4 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,200834.0,,,,,4.0,,
177,PT10M52.00S,2023-04-18T23:34:21.2Z,2,REGULAR,substitution,out,[],1630552,,,1610612738,31,25,2023-04-18T23:34:24Z,1770000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M52.00S,2023-04-18T23:34:21.2Z,2,REGULAR,substitution,in,[],1629631,,,1610612738,31,25,2023-04-18T23:34:24Z,1780000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M40.00S,2023-04-18T23:34:40.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628401,88.64980289093299,42.40196078431372,1610612738,31,25,2023-04-18T23:34:47Z,1790000,False,-38.0,54.0,1,right,MISS D. White 6' driving DUNK - blocked,"[1628401, 1630168]",1610612738.0,BOS,driving,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,6.62,Missed,,,,,,,,,Okongwu,1630168.0,,,,,,,,
180,PT10M40.00S,2023-04-18T23:34:40.2Z,2,REGULAR,block,,[],1630168,,,1610612738,31,25,2023-04-18T23:34:42Z,1800000,False,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
181,PT10M38.00S,2023-04-18T23:34:42.2Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,31,25,2023-04-18T23:34:47Z,1810000,False,,,0,,D. Hunter REBOUND (Off:3 Def:4),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,179.0,7.0,4.0,3.0,,,,,,,,,,
182,PT10M30.00S,2023-04-18T23:34:51.1Z,2,REGULAR,3pt,Jump Shot,[],1630180,20.05584756898817,94.85294117647058,1610612737,31,25,2023-04-18T23:34:55Z,1820000,False,-224.0,136.0,1,left,MISS S. Bey 26' 3PT,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,26.23,Missed,,,,,,,,,,,,,,,,,,
183,PT10M28.00S,2023-04-18T23:34:53.1Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,31,25,2023-04-18T23:34:53Z,1830000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,,,182.0,3.0,1.0,2.0,,,,,,,,,,
184,PT10M18.00S,2023-04-18T23:35:03.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203992,10.988830486202366,41.911764705882355,1610612737,31,27,2023-04-18T23:35:09Z,1840000,False,40.0,51.0,1,left,B. Bogdanovic 6' driving finger roll Layup (5 PTS) (O. Okongwu 1 AST),"[203992, 1630168]",1610612737.0,ATL,driving finger roll,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,6.49,Made,5.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,,,,
186,PT09M57.00S,2023-04-18T23:35:26.4Z,2,REGULAR,foul,personal,[],1629631,,,1610612738,31,27,2023-04-18T23:35:36Z,1860000,False,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 1627763]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,200834.0,2.0,0.0,Brogdon,1627763.0,,,
188,PT09M48.00S,2023-04-18T23:35:55.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.3107752956636,49.26470588235294,1610612738,34,27,2023-04-18T23:35:59Z,1880000,False,-4.0,264.0,1,right,J. Tatum 26' 3PT  (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.42,Made,7.0,,,,,,,,,,,,,,,,,
189,PT09M37.00S,2023-04-18T23:36:07.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,7.178055190538765,46.81372549019608,1610612737,34,29,2023-04-18T23:36:14Z,1890000,False,16.0,15.0,1,left,O. Okongwu cutting Layup (2 PTS) (T. Young 4 AST),"[1630168, 1629027]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.19,Made,2.0,T. Young,1629027.0,4.0,,,,,,,,,,,,,,
191,PT09M26.00S,2023-04-18T23:36:17.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,69.59592641261499,24.264705882352942,1610612738,34,29,2023-04-18T23:36:52Z,1910000,False,-129.0,233.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
192,PT09M24.00S,2023-04-18T23:36:19.7Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,34,29,2023-04-18T23:36:25Z,1920000,False,,,0,,D. Hunter REBOUND (Off:3 Def:5),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,191.0,8.0,5.0,3.0,,,,,,,,,,
193,PT09M13.00S,2023-04-18T23:36:30.4Z,2,REGULAR,3pt,Jump Shot,[],1629027,29.122864651773984,78.43137254901961,1610612737,34,32,2023-04-18T23:36:34Z,1930000,False,-142.0,221.0,1,left,T. Young 26' 3PT step back (8 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,26.3,Made,8.0,,,,,,,,,,,,,,,,,
194,PT08M58.00S,2023-04-18T23:36:46.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,93.11760840998686,53.431372549019606,1610612738,36,32,2023-04-18T23:36:50Z,1940000,False,17.0,12.0,1,right,D. White cutting Layup (8 PTS) (J. Tatum 1 AST),"[1628401, 1628369]",1610612738.0,BOS,cutting,,,White,D. White,,,,,Restricted Area,0-8 Center,2.11,Made,8.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
196,PT08M46.00S,2023-04-18T23:37:04.4Z,2,REGULAR,foul,technical,['1freethrow'],201143,,,1610612737,36,32,2023-04-18T23:37:34Z,1960000,False,,,0,,A. Horford defensive-3-second technical FOUL (1 Tech),[201143],1610612738.0,BOS,defensive-3-second,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202058.0,0.0,1.0,,,,,
197,PT08M46.00S,2023-04-18T23:37:24.1Z,2,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,36,32,2023-04-18T23:37:24Z,1970000,False,,,0,,MISS T. Young technical Free Throw 1 of 1,[1629027],1610612737.0,ATL,technical,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
198,PT08M46.00S,2023-04-18T23:37:24.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,36,32,2023-04-18T23:37:24Z,1980000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,197.0,,,,,,,,,,,,,
199,PT08M46.00S,2023-04-18T23:37:30.2Z,2,REGULAR,substitution,out,[],1629027,,,1610612737,36,32,2023-04-18T23:37:33Z,1990000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M46.00S,2023-04-18T23:37:30.2Z,2,REGULAR,substitution,in,[],1627749,,,1610612737,36,32,2023-04-18T23:37:33Z,2000000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M32.00S,2023-04-18T23:37:58.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612737,36,32,2023-04-18T23:38:05Z,2010000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,200834.0,,,,,,,
202,PT08M16.00S,2023-04-18T23:38:20.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,93.77463863337714,47.30392156862745,1610612738,38,32,2023-04-18T23:38:25Z,2020000,False,-13.0,6.0,1,right,J. Tatum driving Layup (9 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.48,Made,9.0,,,,,,,,,,,,,,,,,
203,PT08M02.00S,2023-04-18T23:38:34.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,16.507884362680684,51.225490196078425,1610612737,38,32,2023-04-18T23:39:10Z,2030000,False,-6.0,103.0,1,left,MISS D. Murray 10' fadeaway Shot - blocked,"[1627749, 201143]",1610612737.0,ATL,fadeaway,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,10.29,Missed,,,,,,,,,Horford,201143.0,,,,,,,,
204,PT08M02.00S,2023-04-18T23:38:34.5Z,2,REGULAR,block,,[],201143,,,1610612737,38,32,2023-04-18T23:38:36Z,2040000,False,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
205,PT08M00.00S,2023-04-18T23:38:36.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,38,32,2023-04-18T23:38:39Z,2050000,False,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203.0,5.0,5.0,0.0,,,,,,,,,,
206,PT07M51.00S,2023-04-18T23:38:45.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,89.83245729303549,47.549019607843135,1610612738,40,32,2023-04-18T23:38:49Z,2060000,False,-12.0,43.0,1,right,D. White driving Layup (10 PTS) (M. Brogdon 3 AST),"[1628401, 1627763]",1610612738.0,BOS,driving,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,4.48,Made,10.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,,,,,
208,PT07M51.00S,2023-04-18T23:38:54.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,40,32,2023-04-18T23:38:54Z,2080000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M51.00S,2023-04-18T23:41:40.5Z,2,REGULAR,substitution,out,[],201143,,,1610612737,40,32,2023-04-18T23:41:54Z,2090000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M51.00S,2023-04-18T23:41:40.5Z,2,REGULAR,substitution,in,[],1629057,,,1610612737,40,32,2023-04-18T23:41:54Z,2100000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M31.00S,2023-04-18T23:42:47.9Z,2,REGULAR,2pt,Jump Shot,[],1629631,24.78646517739816,69.85294117647058,1610612737,40,32,2023-04-18T23:42:52Z,2110000,False,-99.0,180.0,1,left,MISS D. Hunter 20' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,20.6,Missed,,,,,,,,,,,,,,,,,,
212,PT07M29.00S,2023-04-18T23:42:49.9Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,40,32,2023-04-18T23:42:52Z,2120000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:4),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,,,,,,,211.0,4.0,4.0,0.0,,,,,,,,,,
213,PT07M24.00S,2023-04-18T23:42:56.5Z,2,REGULAR,foul,personal,['2freethrow'],203992,,,1610612738,40,32,2023-04-18T23:43:10Z,2130000,False,,,0,,B. Bogdanovic shooting personal FOUL (2 PF) (Brogdon 2 FT),"[203992, 1627763]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202026.0,2.0,0.0,Brogdon,1627763.0,,,
215,PT07M24.00S,2023-04-18T23:43:17.6Z,2,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,41,32,2023-04-18T23:43:17Z,2150000,False,,,0,,M. Brogdon Free Throw 1 of 2 (4 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
216,PT07M24.00S,2023-04-18T23:43:30.5Z,2,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,42,32,2023-04-18T23:43:30Z,2160000,False,,,0,,M. Brogdon Free Throw 2 of 2 (5 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
217,PT07M03.00S,2023-04-18T23:43:51.5Z,2,REGULAR,3pt,Jump Shot,[],1627749,30.17411300919842,24.019607843137255,1610612737,42,35,2023-04-18T23:43:55Z,2170000,False,130.0,231.0,1,left,D. Murray 26' 3PT  (5 PTS) (D. Hunter 2 AST),"[1627749, 1629631]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,26.51,Made,5.0,D. Hunter,1629631.0,2.0,,,,,,,,,,,,,,
219,PT06M52.00S,2023-04-18T23:44:04.0Z,2,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612738,42,35,2023-04-18T23:44:14Z,2190000,False,,,0,,S. Bey shooting personal FOUL (1 PF) (Brogdon 2 FT),"[1630180, 1627763]",1610612737.0,ATL,shooting,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202026.0,1.0,0.0,Brogdon,1627763.0,,,
221,PT06M52.00S,2023-04-18T23:44:29.8Z,2,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,43,35,2023-04-18T23:44:29Z,2210000,False,,,0,,M. Brogdon Free Throw 1 of 2 (6 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
222,PT06M52.00S,2023-04-18T23:44:32.1Z,2,REGULAR,substitution,out,[],1630180,,,1610612738,43,35,2023-04-18T23:44:35Z,2220000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M52.00S,2023-04-18T23:44:32.1Z,2,REGULAR,substitution,in,[],1628381,,,1610612738,43,35,2023-04-18T23:44:35Z,2230000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M52.00S,2023-04-18T23:44:49.8Z,2,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,44,35,2023-04-18T23:44:49Z,2240000,False,,,0,,M. Brogdon Free Throw 2 of 2 (7 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
225,PT06M35.00S,2023-04-18T23:45:07.7Z,2,REGULAR,3pt,Jump Shot,[],1627749,29.6484888304862,83.08823529411765,1610612737,44,38,2023-04-18T23:45:11Z,2250000,False,-165.0,226.0,1,left,D. Murray 28' 3PT  (8 PTS) (B. Bogdanovic 1 AST),"[1627749, 203992]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,28.02,Made,8.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,,,,
227,PT06M26.00S,2023-04-18T23:45:17.0Z,2,REGULAR,turnover,lost ball,[],1627763,,,1610612738,44,38,2023-04-18T23:45:20Z,2270000,False,,,0,,M. Brogdon lost ball TURNOVER (1 TO),"[1627763, 203992]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Bogdanovic,203992.0
228,PT06M26.00S,2023-04-18T23:45:17.0Z,2,REGULAR,steal,,[],203992,,,1610612737,44,38,2023-04-18T23:45:19Z,2280000,False,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
229,PT06M21.00S,2023-04-18T23:45:21.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203992,7.178055190538765,47.794117647058826,1610612737,44,40,2023-04-18T23:45:26Z,2290000,False,11.0,15.0,1,left,B. Bogdanovic running Layup (7 PTS),[203992],1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,1.86,Made,7.0,,,,,,,,,,,,,,,,,
230,PT06M06.00S,2023-04-18T23:45:36.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,93.77463863337714,53.431372549019606,1610612738,46,40,2023-04-18T23:45:40Z,2300000,False,17.0,6.0,1,right,D. White driving Layup (12 PTS),[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,1.82,Made,12.0,,,,,,,,,,,,,,,,,
231,PT05M54.00S,2023-04-18T23:45:56.3Z,2,REGULAR,3pt,Jump Shot,[],1628381,26.231931668856767,87.99019607843137,1610612737,46,40,2023-04-18T23:46:20Z,2310000,False,-190.0,194.0,1,left,MISS J. Collins 27' pullup 3PT,[1628381],1610612737.0,ATL,pullup,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,27.16,Missed,,,,,,,,,,,,,,,,,,
232,PT05M53.00S,2023-04-18T23:45:57.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,46,40,2023-04-18T23:46:01Z,2320000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,231.0,6.0,6.0,0.0,,,,,,,,,,
233,PT05M36.00S,2023-04-18T23:46:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.48948751642575,45.83333333333333,1610612738,46,40,2023-04-18T23:46:21Z,2330000,False,-21.0,37.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,4.24,Missed,,,,,,,,,,,,,,,,,,
234,PT05M35.00S,2023-04-18T23:46:15.3Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,46,40,2023-04-18T23:46:21Z,2340000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,233.0,2.0,1.0,1.0,,,,,,,,,,
235,PT05M35.00S,2023-04-18T23:46:18.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,48,40,2023-04-18T23:46:25Z,2350000,False,0.0,0.0,1,right,R. Williams III tip Layup (8 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,0.0,Made,8.0,,,,,,,,,,,,,,,,,
236,PT05M09.00S,2023-04-18T23:46:42.4Z,2,REGULAR,2pt,Jump Shot,[],1629631,18.610381077529567,73.52941176470588,1610612737,48,40,2023-04-18T23:46:49Z,2360000,False,-118.0,122.0,1,left,MISS D. Hunter 16' fadeaway Shot,[1629631],1610612737.0,ATL,fadeaway,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,16.97,Missed,,,,,,,,,,,,,,,,,,
237,PT05M07.00S,2023-04-18T23:46:44.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,48,40,2023-04-18T23:46:49Z,2370000,False,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,236.0,7.0,7.0,0.0,,,,,,,,,,
238,PT05M01.00S,2023-04-18T23:46:49.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629057,91.93495400788436,46.81372549019608,1610612738,48,40,2023-04-18T23:47:12Z,2380000,False,-16.0,23.0,1,right,MISS R. Williams III running Layup,[1629057],1610612738.0,BOS,running,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,2.82,Missed,,,,,,,,,,,,,,,,,,
239,PT05M00.00S,2023-04-18T23:46:50.6Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,48,40,2023-04-18T23:46:58Z,2390000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,238.0,2.0,2.0,0.0,,,,,,,,,,
240,PT04M51.00S,2023-04-18T23:46:59.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,8.492115637319317,43.627450980392155,1610612737,48,42,2023-04-18T23:47:05Z,2400000,False,32.0,27.0,1,left,O. Okongwu Layup (4 PTS) (B. Bogdanovic 2 AST),"[1630168, 203992]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,4.2,Made,4.0,B. Bogdanovic,203992.0,2.0,,,,,,,,,,,,,,
242,PT04M51.00S,2023-04-18T23:47:05.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,48,42,2023-04-18T23:47:05Z,2420000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M51.00S,2023-04-18T23:50:09.5Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,48,42,2023-04-18T23:50:27Z,2430000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M51.00S,2023-04-18T23:50:09.5Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,48,42,2023-04-18T23:50:27Z,2440000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M51.00S,2023-04-18T23:50:09.5Z,2,REGULAR,substitution,out,[],203992,,,1610612738,48,42,2023-04-18T23:50:27Z,2450000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M51.00S,2023-04-18T23:50:09.5Z,2,REGULAR,substitution,out,[],1630168,,,1610612738,48,42,2023-04-18T23:50:27Z,2460000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
